year,subject_name,subject_id,topic,subtopic,question_html,option_a,option_b,option_c,option_d,correct_option,difficulty_level,nature,explanation_html
2002,Geography,5,,," <p>Sun""s halo is produced by the refraction of light in:</p>",(a)  Water vapour in Stratus clouds,(b)  Ice crystals in Cirro-Cumulus clouds,(c)  Ice crystals in Cirrus clouds,(d)  Dust particles in Stratus clouds,c,Medium,Fundamental(F),<ul><li>Sun's halo is produced by the refraction of light in Ice crystals in cirrus clouds.</li></ul>
2002,Geography,5,,," <p>With reference to Indian transport systems, consider the following statements :</p><ol><li>Indian railway system is the largest in the world.</li><li>National Highways cater to 45 percent of the total road transport demand.</li><li>Among the states, Kerala has the highest density of surface road.</li><li>National Highway No.7 is the longest in the country.</li></ol><p>Which of these statements are correct ? </p>",(a)  1 and 2 only,(b)  1 and 3 only,(c)  2 and 3 only,(d)  2 and 4,d,Difficult,tFundamental(F),"<ul><li>Among the states Goa has the high density (153.8 km) of surfaced roads. National Highways are only 1.94% of the total length of roads, carries 40-45% of the total traffic across the length and breadth of the country. Indian Railway network is the largest in Asia and fourth largest in the world.</li></ul>"
2002,Geography,5,,," <p>With reference to Indian agriculture, which one of the following statement is correct ?</p>",(a)  About 90 percent of the area under pluses in India is rainfed,(b)  The share of pulses in the gross cropped area at the national level has doubled in the last two decades,(c)  India accounts for about 15 percent of the total area under rice in the world,(d)  Rice occupies about 34 percent of the gross cropped area of India,a,Difficult,tApplied(A),"<p><br/></p><div class=""mcePaste"" data-mce-bogus=""1"" id=""_mcePaste"" style=""position: absolute; left: -40px; top: -25px; width: 1px; height: 1px; overflow: hidden;"">
<p class=""MsoNormal"">About 23% of grass cropped area of India is under Rice
Cultivation. Gross cropped area of pulses has increased from 19.09 million ha.
in 1950-51 to 20.0 million ha. In 2000-01.</p>
</div>"
2002,Geography,5,,, <p>Consider the following high yielding varieties of crops in India:</p><p>1. Arjun</p><p>2. Jaya</p><p>3. Padma</p><p>4. Sonalika</p><p>Which of these are wheat ? </p><p> </p>,(a)  1 and 2,(b)  2 and 3,(c)  1 and 4,(d)  3 and 4,c,Medium,Fundamental(F),<p>Arjun and Sonalika are High Yielding Varieties (HYV) of wheat whereas Jaya and Padma are HYV of Rice.</p>
2002,Geography,5,,, <p>Consider the following countries of South Asia :</p><p>1. Bangladesh</p><p>2. India</p><p>3. Pakistan</p><p>4. Sri Lanka</p><p>the descending order of literacy status of these countries is :</p>,"(a)  4, 2, 1 , 3","(b)  2, 4, 3 ,1","(c)  4, 2, 3 ,1","(d)  2, 4, 1, 3",c,Difficult,tFundamental(F),<p>The literacy percentage of the given Asian countries are – Srilanka (90.7%) &gt; India (64.8%) &gt; Pakistan (40.9%) &gt; Bangladesh (38.9%).</p>
2002,Geography,5,,," <p>The average annual temperature of a meteorological station is 26<sup>o</sup>C, its average annual rainfall is 63 cm and the annual range to temperature is 9<sup>o</sup>C. The station in question is ?</p>",(a)  Allahabad,(b)  Chennai,(c)  Cherrapunji,(d)  Kolkata,a,Medium,Applied(A),"<p>Allahabad Station has average annual temperature of 260C, average annual rainfall of 63 cm and the annual range of temperature of 90C. Remaining three stations are located in high rainfall regions of more than 200 cm.</p>"
2002,Polity and Governance,3,,," <p>In the case of election to the Lok Sabha, the amount of Security deposited for general category candidates and SC/St category candidates respectively is </p>","(a)  Rs. 5,000 and Rs. 2,500","(b)  Rs. 10,000 and Rs. 2,500","(c)  Rs. 15,000 and Rs. 5,000","(d)  Rs. 15,000 and Rs. 7,500",c,Easy,Fundamental(F),"<ul><li>Every candidate has to make a deposit of Rs. 10,000 for Lok Sabha and 5,000 for the Rajya Sabha elections, except for candidates from Scheduled Castes and Scheduled Tribes who pay half of these amounts.</li></ul>"
2002,Geography,5,,, <p>The world’s highest ground based telescopic observatory is located in</p>,(a)  Colombia,(b)  India,(c)  Nepal,(d)  Switzerland,b,Medium,Fundamental(F),<p>The world’s highest ground based telescopic observatory is located in Ladakh of Jammu and Kashmir in India.</p>
2002,Geography,5,,," <p>With reference to India, which one of the following statements is not correct ?</p>",(a)  About one-third of the area of the country records more than 750 millimetres of annual rainfall,(b)  The dominant source of irrigation in the country is wells,(c)  Alluvial soil is the predominant type of soil in the northern plains of the country,(d)  The mountain areas account for about thirty percent of the surface area of the country,a,Medium,Applied(A),<p>The average rainfall in India is about 125 cm. So more than one-third of the area of the country records more than 750 milimetres of annual rainfall. Remaining three statements are correct.</p>
2002,Geography,5,,," <p>For short-term climatic predictions, which one of the following events, detected in the last decade, is associated with occasional weak monsoon rains in the Indian sub-continent ?</p>",(a)  La Nina,(b)  Movement of Jet Streams,(c)  El Nino and Southern Oscillation,(d)  Greenhouse effect on global level,c,Medium,Fundamental(F),"<ul><li>El Nino and Southern oscillation are the reasons associated with occasional weak monsoon rains in Indian sub-continent. El Nino is a warm oceanic current of pacific ocean, near Peru coast of s. America.</li></ul>"
2002,Geography,5,,," <p>HINDALCO, an aluminium factory located at Renukut owes its site basically to</p>",(a)  Proximity of raw materials,(b)  Abudant supply of power,(c)  Efficient transport network,(d)  Proximity to the market,b,Medium,Applied(A),"<ul><li>HINDALCO owed its site basically to abundant supply of power. It obtains power from Rihand power house, which is nearer to this aluminium factory. Its bauxite mines are situated at Lohardaga in Bihar, and Amarkantak region of Madhya Pradesh. HINDALCO was set up in 1958 at Renukut (about 160 km from Mirzapur) in Uttar Pradesh.</li></ul>"
2002,Ancient and Medieval History,8,,, <p>Match List I with List II and select the correct answer using the codes given below the lists: List I (Ancient site) List I (Archaeological finding) </p><p>A. Lothal 1. Ploughed field </p><p>B. Kalibangam   2. Dockyard </p><p>C. Dholavaria   3. Terracotta replica of a plough </p><p>D. Banawali   4. An inscription comprising ten large sized signs of the Harappan script</p><p>Select the correct answer using the code given below.</p><p>      A   B   C    D                         A   B    C   D</p>,(a)  1   2    3    4,(b)  2    1    4   3,(c)  1   2    4    3,(d)  2    1    3   4,b,Difficult,tFundamental(F),<ul><li>Ancient site Archaeological Finding Lothal - Dockyard Kalibangam - Ploughed field Dholawali - In inscription comprising ten large sized signs of the Harappan script - Terracotta replica of a plough.</li></ul>
2002,Ancient and Medieval History,8,,," <p>In ancient Indian Buddhist monasteries, a ceremony called Pavarana used to be held. It was the</p>",(a)  Occasion to elect the Sanghaparinayaka and two speakers one on Dhamma and the other on Vinaya,(b)  Confession by monks of their offences committed during their stay in the monasteries during the rainy season,(c)  Ceremony of initiation of new person into the Buddhist Sangha in which the head is shaved and when yellow robes are offered,(d)  Gathering of Buddhist monks on the next day to the full-moon day of Ashadha whf; ?In they take up a fixed adobe for the next four months of rainy season,b,Medium,Fundamental(F),<ul><li>Confession by monks of their offences committed during their stay in the monasteries during the rainy season.</li></ul>
2002,Ancient and Medieval History,8,,, <p>The ancient Indian play Mudrarakshasa of Visakhadutt has its subject on</p>,(a)  A conflict between Gods and Demons of ancient Hindu lore,(b)  A romantic story of an Aryan prince and a tribal woman,(c)  The story of the power struggle between two Aryan tribes,(d)  The court intrigues at the time of Chandragupta Maurya,d,Medium,Fundamental(F),<ul><li>Mudrarakshasa of Visakhadatt deals with the court intrigues at the time of Chandragupta Maurya.</li></ul>
2002,Ancient and Medieval History,8,,," <p>With reference to Sufism in Indian history, consider the following statements:</p><p>1. Shaikh Ahmad Sarhadi was a contemporary of Ibrahim Lodi.</p><p>2. Shaikh Nasiruddhin Chirg-i-Dehlavi was a disciple of Shaikh Nizamuddhin Auliya.</p><p>3. Aurangzeb was a Sufis was first Shaikh Salim Chisti.</p><p>4. The Qadiri order of Sufis was first introduced in India by Shaikh Niamatullah and Mukhdum Muhammad Jilani.</p><p>Which of these statements are correct ? </p><p> </p>",(a)  1 and 2 only,(b)  1 and 3 only,(c)  2 and 3 only,(d)  2 and 4,d,Difficult,tFundamental(F),<ul><li>Shaik Nasiruddhin Chirg-i-Dehlavi was a disciple of Shaik Nizamuddin Auliya and Qadiri order was first introduced in India by Shaik Niamatullah and Makhdum Muhammad Jilani.</li></ul>
2002,Ancient and Medieval History,8,,, <p>Who among the following was the first Bhakti saint to use Hindi for the propagation of his message ?</p>,(a)  Dadu,(b)  Kabir,(c)  Ramananda,(d)  Tulsidas,c,Medium,Fundamental(F),<ul><li>Ramananda was the first Bhakti saint to use Hindi for the propagation of his message. He brought Bhaktism to North from South.</li></ul>
2002,Indian Art and Culture,9,,, <p>Which one of the following statements is not correct ?</p>,(a)  The state of Gomateshwara at Sravanabelagona represents the last Tirthankara of Jains,(b)  India’s largest Buddhist monastery is in Arunachal Pradesh,(c)  The Khajuraho temples were built under Chandela Kings,(d)  The Hoysalesvara temple is dedicated to Siva,a,Difficult,tFundamental(F),"<ul><li>The Statue of Gomateswara at Sravanbelagoala represent ‘3rd’ Jain Tirthankara. The last and 24th Jain Tirthankara is ‘Vardhamana Mahavira’. The 23rd Jain Tirthankara is ‘parsvanath’, and the 1st Tirthankara is Rishabhnath.</li></ul>"
2002,Science and Technology,6,,," <p>Consider the following statements:</p>
<ol>
<li>The World Intellectual Property Organization (WIPO) is a specialized agency of the United Nations System of Organization.</li>
<li>WIPO has its headquarters in Rome.</li>
<li>The Trade-Related Aspects of Intellectual Property Rights (TRIPS) Agreement is binding on all WTO members.</li>
</ol>
<p>How many of the statements given above is/are correct?</p>",(a) Only one,(b) Only two,(c) All three,(d) None,b,Difficult,tFactual,"<p>WIPO""s headquarters is in Geneva. </p>"
2002,Economics,4,,, <p>India has the maximum volume of foreign trade with</p>,(a) USA,(b) Japan,(c) Germany,(d) UAE,a,Easy,Fundamental(F),
2002,Economics,4,,," <p>India’s external debt increased from US $ 98,158 million as at the end of March 2000 to US $ 1,00,225 million as at the end of March 2001 due to increase in:</p>",(a)  Multilateral and bilateral debt,(b)  Rupee debt,(c)  Commercial borrowings and NRI deposits,(d)  Borrowings from International Monetary Fund,a,Medium,Fundamental(F),<ul><li>India’s external debt increased due to increase in multilateral and bilateral debt.</li></ul>
2002,Economics,4,,," <p>With reference to the Indian economy, consider the following activities :</p><p>1. Agriculture, Forestry and Fishing</p><p>2. Manufacturing</p><p>3. Trade, Hotels, Transport and Communication</p><p>4. Financing, Insurance, Real Estate and Business services </p><p>The decreasing of the contribution of these sectors to the Gross Domestic Product (GDP) at factor cost at constant prices (2000-01) is</p>","(a)  3, 1, 2, 4","(b)  1, 3, 4, 2","(c)  3, 4, 1, 2","(d)  1, 3, 2, 4",c,Medium,Fundamental(F),"<ul><li style=""text-align: justify;"">Contribution to GDP was in the descending order of 3, 4, 1 and 2. (Trade, Hotels, Transport and Communication-Financing, Insurance, Real Estate and Business services – Agriculture, Forestry and Fishing – Manufacturing)</li></ul>"
2002,Economics,4,,, <p>Consider the following statements : </p><p>The objective of the National Renewal Fund set up in February 1992 were</p><p>1. To give training and counseling for workers affected by retrenchment or VRS.</p><p>2. Redeployment of workers.</p><p>Which of these statements is/are correct ?</p>,(a)  Neither 1 nor 2,(b)  Both 1 and 2,(c)  1 only,(d)  2 only,c,Medium,Fundamental(F),<ul><li>National Renewal Fund set up in February 1992 was to give training and counseling for workers affected by retrenchment or VRS.</li></ul>
2002,Economics,4,,," <p>With reference to the Public Sector Undertakings in India, consider the following statements :</p><p>1. Minerals and Metals Trading Corporation of India Limited is the largest non-oil importer of the country.</p><p>2. Project and Equipment Corporation of India Limited is under the Ministry of Industry.</p><p>3. One of the objectives of Export Credit Guarantee Corporation of India Limited is to enforce quality control and compulsory pre-shipment inspection of various exportable commodities.</p><p>Which of these statements is/are correct ?</p>",(a)  1 only,(b)  1 and 2,(c)  2 and 3,(d)  3 only,a,Difficult,tFundamental(F),<ul><li>Minerals and Metals Trading Corporation of India Limited is the largest non-oil importer of the country. Export Credit Guarantee Corporation of India Limited provides financial support for the exporters.</li></ul>
2002,Economics,4,,," <p>With reference to the Indian Public Finance, consider the following statements :</p><ol><li>External liabilities reported in the Union Budget are based on historical exchange rates.</li><li>The continued high borrowing has kept the real interest high in the economy.</li><li>The upward trend in the ratio of Fiscal Deficit to GDP in recent years has an adverse effect on private investments.</li><li>Interest payments is the single largest component of the non-plan revenue expenditure of the Union Government.</li></ol><p>Which of these statements are correct ?</p>","(a)  1, 2 and 3",(b)  1 and 4,"(c)  2, 3 and 4","(d)  1, 2, 3 and 4",c,Difficult,tApplied(A),<ul><li>External liabilities reported in the Union Budget are not based on the historical exchange rates.</li></ul>
2002,Economics,4,,," <p>With reference to the government’s welfare schemes, consider the following statements :</p><p>1. Under the Antyodaya Anna Yojana, the food grains are available to the poorest of the poor families at Rs.2 per kg for wheat and Rs. 3 per kg for rice.</p><p>2. Under the National Old Age Pension Scheme, the old and destitute are provided Rs. 75 per month as Central pension, in addition to the amount provided by most State Governments.</p><p>3. Government of India has allocated 25 kg food grains per Below Poverty Line family per month, at less than half the economic cost.</p><p>Which of these statements are correct ?</p>",(a)  1 and 2,(b)  1 and 3,(c)  2 and 3,"(d)  1, 2 and 3",d,Medium,Fundamental(F),<ul><li>All the given statements are correct.</li></ul>
2002,Economics,4,,, <p>Consider the following statements:</p><p>1. NTPC is the largest power utility in India.</p><p>2. ONGC accounts for half of the LPG production in India.</p><p>3. Indian Oil Corporation operates all the oil refineries in India.</p><p>4. The Indian Ordinance Factory is the largest departmentally run industrial undertaking in the country.</p><p>Which of these statements is/are correct ?</p>,(a)  1 only,(b)  2 and 3,"(c)  2, 3 and 4",(d)  1 and 4,d,Difficult,tFundamental(F),"<ul><li>National Thermal Power Corporation (NTPC) incorporated in 1975 is a Schedule ‘A’ ‘Navaratna Company, is the largest power utility in India. GAIL (India) Limited is the largest natural gas processing, transmission and distribution company in India. Alongwith ‘IOC’, some private companies like ‘Reliance’ are involved in oil refining in India.</li></ul>"
2002,Economics,4,,, <p>Consider the following:</p><p>1. Currency with the public </p><p>2. Demand deposits with banks</p><p>3. Time deposits with banks</p><p>Which of these are included in Broad Money (M 3) in India ?</p>,(a)  1 and 2,(b)  1 and 3,(c)  2 and 3,"(d)  1, 2 and 3",d,Medium,Fundamental(F),"<ul><li>Broad Money (M3) comprises of currency with public, demand deposits and time deposits with banks.</li></ul>"
2002,Economics,4,,, <p>Which one of the following committees recommended the abolition of reservation of items of the small scale sector in industry ?</p>,(a)  Abid Hussain Committee,(b)  Narasimhan Committee,(c)  Nayak Committee,(d)  Rakesh Mohan Committee,a,Easy,Fundamental(F),<ul><li>Abid Hussain Committee recommended for the abolition of reservation of items for Small Scale Sector in Industry.</li></ul>
2002,Economics,4,,," <p>With reference to the Wholesale Price Index (WPI), consider the following statements :</p><p>1. The new WPI series with base 1993-94 = 100 became effective from April 1998.</p><p>2. In the new WPI series, the weight for primary articles has gone down by 10 percentage points.</p><p>3. The weight for electricity has increased in the new WPI series.</p><p>Which of these statements are correct ?</p>","(a)  1, 2 and 3",(b)  2 and 3,(c)  1 and 3,(d)  1 and 2,b,Medium,,<ul><li>The new WPI series with base 1993-94 = 1000 became effective from April 2000.</li></ul>
2002,Economics,4,,," <p>Global capital-flows to developing countries increased significantly during the nineties. In view of the East Asian financial crisis and Latin American experience, which type of inflow is good for the host country?</p>",(a)  Commercial loans,(b)  Foreign Direct Investment,(c)  Foreign Portfolio Investment,(d)  External Commercial Borrowings,b,Easy,Applied(A),<ul><li>Foreign Direct Investment is good for the host country as this type of capital is hot money as portfolio investment which can float overnight with differential interest rates in the international markets.</li></ul>
2002,Economics,4,,," <p>In terms of value, which one of the following commodities accounted for the largest agricultural exports by India during the three year period from 1997 – 1998 to 1999 – 2000 ?</p>",(a)  Cereals,(b)  Marine products,(c)  Spices,(d)  Tea,b,Medium,Fundamental(F),<ul><li>Marine products valued at more than Rs. 6000 crore annually accounts for largest agricultural exports by India during 1997-98 to 1999-2000.</li></ul>
2002,Economics,4,,, <p>Five Year Plan in India is finally approved by</p>,(a)  Union Cabinet,(b)  President on the advice of Prime Minister,(c)  Planning Commission,(d)  National Development Council,d,Easy,Fundamental(F),"<ul><li>“National Development Council”, a non-statutory body comprising of Prime Minister (Chairman of Planning Commission), Deputy Chairman and members of Planning Commission, Cabinet Ministers, Chief Ministers of the States and the Administrators of the States ruled by the Centre. It is the final authority to approve five year plan in India.</li></ul>"
2002,Economics,4,,," <p>Among the following major stock exchanges of India, the exchange which recorded highest turnover during the year 2000-01 is</p>",(a)  Bombay Stock Exchange,(b)  Calcutta Stock Exchange,(c)  Delhi Stock Exchange,(d)  National Stock Exchange,a,Medium,Fundamental(F),"<ul><li>Bombay Stock Exchange (BSE) was established in 1875, the exchange is also the oldest in Asia. The market capitalization of BSE is Rs. 5 trillion. The BSE ‘SENSEX’ is a widely used market index for the BSE.</li></ul>"
2002,Current Affairs,1,,," <p>In the year 2001, the Prime Minister announced a five-year excise duty holiday for industries in . </p>",(a)  Cyclone prone coastal Andhra Pradesh,(b)  Border states of North-East,(c)  Earthquake ravages Kuthc district,(d)  Recently formed states of Chhattisgarh and Jharkhand,c,Easy,Fundamental(F),
2002,Indian Art and Culture,9,,," <p>Match List I with List II and select the correct answer using the codes given below the lists :</p><table border=""0"" cellpadding=""0"" cellspacing=""0"" class=""mceItemTable"" data-mce-style=""height: 82px;"" style=""height: 82px;"" width=""272""><tbody><tr><td valign=""top"" width=""157""><p><strong>List I</strong></p></td><td valign=""top"" width=""19""><p><strong> </strong></p></td><td valign=""top"" width=""125""><p><strong>List II</strong></p></td></tr><tr><td valign=""top"" width=""157""><p>A. Hiren Bhattacharya</p></td><td valign=""top"" width=""19""><p>:</p></td><td valign=""top"" width=""125""><p>1. Bharatnatyam dance</p></td></tr><tr><td valign=""top"" width=""157""><p>B. Malini Rajurkar</p></td><td valign=""top"" width=""19""><p>:</p></td><td valign=""top"" width=""125""><p>2. Hindustani vocal music</p></td></tr><tr><td valign=""top"" width=""157""><p>C. Pratibha Prahlad</p></td><td valign=""top"" width=""19""><p>:</p></td><td valign=""top"" width=""125""><p>3. Kuchipudi dance</p></td></tr><tr><td valign=""top"" width=""157""><p>D. Vempati Chinna Satyam</p></td><td valign=""top"" width=""19""><p>:</p></td><td valign=""top"" width=""125""><p>4. Puppetry</p></td></tr></tbody></table><p>      A B C D</p>",(a)  4 2 1 3,(b)  3 1 2 4,(c)  4 1 2 3,(d)  3 2 1 4,c,Difficult,tFundamental(F),<ul><li>Hiren Bhattacharya - Puppetry Malini Rajurkar - Bharatnatyam dance Pratibha Prahlad - Hindustani vocal music Vempati Chinna Satyam - Kuchipudi dance</li></ul>
2002,Ancient and Medieval History,8,,," <p>Assertion (A): Muhammad bin Tughlaq left Delhi, and, for two years lived in a camp called Swarga-dwari.</p><p>Reason (R): At that time, Delhi was ravaged by a form of plague and many people died.</p>",(a)  Both A and R are individually true and R is the correct explanation of A,(b)  Both A and R are individually true but R is not the correct explanation of A,(c)  A is true but R is false,(d)  A is false but R is true,a,Medium,Fundamental(F),"Because of plague in Delhi, Mohammad bin Tughlaq left Delhi and lived in a camp called Swarga-dwari for two years."
2002,Ancient and Medieval History,8,,, <p>The historian Barani refused to consider the state in India under Delhi Sultans as truly Islamic because</p>,(a)  The majority of the population did not follow Islam,(b)  The Muslim theologists were often disregarded,(c)  The Sultan supplemented the Muslim law by framing his own regulations,(d)  Religious freedom was accorded to non-Muslims,c,Medium,Applied(A),"<ul><li>Because that, the Sultans had supplemented the Muslim Law by framing their own regulations, the historian 'Barani' has refused to consider the state in India under Delhi Sultans as truly Islamic.</li></ul>"
2002,Ancient and Medieval History,8,,," <p>With reference to medieval Indian rulers, which one of the following statements is correct ?</p>","(a)  Alauddhin Khalji first set up a separate ariz""s department",(b)  Balban introduced the branding system of horses in his military,(c)  Muhammad bin Tughlaq was succeeded by his uncle to the Delhi throne,(d)  Firoz Tughlaq set up a separate department of slaves,d,Medium,Fundamental(F),"<ul><li>Firoz Tughlaq set up a separate department of slaves known as ""Diwan-i-Bandagan"". Separate ariz's department was set up by Balban. Allauddhin Khalji introduced the branding system of Horses in his military. Muhammad Bin Tughlaq was succeeded by his cousin Firoz Tughlaq.</li></ul>"
2002,Ancient and Medieval History,8,,, <p>The motive behind Shah Jahan’s Balkh campaign was to</p>,(a)  Secure a friendly ruler in Balkh and Badakshan which bordered Kabul,"(b)  Conquer Samarqandand Farghana, the Mughal homelands","(c)  Fix the Mughal frontier on the ‘scientific line’, the Amu Daria",(d)  Expand the Mughal Empire beyond the sub-continent,a,Medium,Fundamental(F),"To secure a friendly ruler in Balkh and Badakshan which bordered Kabul, which helps in controlling the rebel Afghan tribes ruling near Gazani and Khyber."
2002,History of Modern India,7,,," <p>During the Indian freedom struggle, the Khudai Khidmatgars, who known as Red Shirts, called for</p>",(a)  The Union of Pashtun tribal areas n north-west with the Afghanistan,(b)  The adoption of terrorist tactics and methods for terrorizing and finally ousting the colonial rulers,(c)  The adoption of communist revolutionary ideology for political and social reform,(d)  The Pathan regional nationalist unity and a struggle against colonialism,d,Easy,Fundamental(F),Khan Abdul Gaffar Khan or Frontier Gandhi led the Khudai Khidmatgars. It calls for the pathan regional nationalist unity and a struggle against colonialism.
2002,History of Modern India,7,,, <p>Assertion (A): The effect of labour participation in the Indian nationalist upsurge of the early 1930s was weak. </p><p>Reason (R): The labour leaders considered the ideology of Indian National Congress as bourgeois and reactionary.</p>,(a)  Both A and R are individually true and R is the correct explanation of A,(b)  Both A and R are individually true but R is not the correct explanation of A,(c)  A is true but R is false,(d)  A is false but R is true,a,Medium,Fundamental(F),The labour leaders with communist ideology considered the ideology of Indian National Congress as burgeosis and reactionary. Hence the participation of labour was very meager in the Indian Nationalist Upsurge in 1930’s.
2002,History of Modern India,7,,, <p>The last opportunity to avoid the partition of India was lost with the rejection of</p>,(a) Cripps Mission,(b) Rajagopalachari Formula,(c) Cabinet Mission,(d) Wavell Plan,c,Medium,Fundamental(F),"<p>Based on the recommendations of Cabinet Mission Plan, elections were held to form Constituent Assembly for drafting a new Constitution. The Muslim League was reluctant to join the interim Government formed under the leadership of Jawaharlal Nehru. This with the rejection of Cabinet Plan by Muslim League, the last opportunity to avoid partition was lost.</p>"
2002,History of Modern India,7,,, <p>The members of the Constituent Assembly which drafted the Constitution of India were</p>,(a)  Nominated by the British Parliament,(b)  Nominated by the Governor General,(c)  Elected by the Legislative Assemblies of various provinces,(d)  Elected by the Indian National Congress and Muslim League,c,Easy,Fundamental(F),"<ul><li>As per the Cabinet Mission Plan, the members of the Constituent Assembly which drafted the Constitution of India, were elected by the legislative assemblies of various provinces.</li></ul>"
2002,History of Modern India,7,,, <p>With which one of the following mountain tribes did the British first come into contact with after the grant of Diwani in the year 1765 ?</p>,(a)  Garos,(b) Khasis,(c)  Kukis,(d)  Tipperahs,b,Difficult,tFundamental(F),Khasis were the first mountain tribes to come into contact with the British after the grant of Diwani in the year 1765.
2002,History of Modern India,7,,," <p>With reference to the period of extremist nationalist movement in India with its spirit of Swadeshi, which one of the following statements is not correct ?</p>",(a)  Liakat Hussain led the Muslim peasants of Barisal in their agitations,"(b)  In 1898, the scheme of national education was formulated by Satish Chandra Mukherjee",(c)  The Bengal National College was founded in 1906 with Aurobindo as the Principal,"(d)  Tagore preached the cult of Atmasakti, the main plank of which was social and economic regeneration of the villages",a,Difficult,tFundamental(F),Barisal Movement was for breaking salt law during Civil Disobedience Movement. Liakat Hussain did not lead the Barisal movement of peasants.
2002,History of Modern India,7,,, <p>With reference to the Indian freedom struggle one of the following statements is not correct ?</p>,(a)  Hakim Ajmal Khan was one of the leaders to start a nationalist and militant Ahrar movement,"(b)  When the Indian National Congress was formed, Sayyid Ahmad Khan opposed it",(c)  The All-India Muslim League which was formed in 1906 vehemently opposed the partition of Bengal and separate electorates,(d)  Maulana Barkatullah and Maulana Obeidullah Sindhi were among who formed a Provisional Government of India in Kabul,c,Difficult,tFundamental(F),"All India Muslim League which was formed in 1906 strongly supported the Partition of Bengal which led to the carving out of East Bengal with Muslim majority. Under the leadership of Aga Khan, they demanded separate electorate for the Muslims."
2002,History of Modern India,7,,, <p>Which one of the following submitted in 1875 a petition to the House of Commons demanding India’s direct representation in the British Parliament ?</p>,(a)  The Deccan Association,(b)  The Indian Association,(c)  The Madras Mahajan Sabha,(d)  The Poona Sarvajanik Sabha,d,Medium,Fundamental(F),The Poona Sarvajanik Sabha submitted a petition in 1875 to the House of Commons demanding India’s direct representation to the British Parliament. Here except Poona Sarvajanik Sabha all others were founded later than 1875.
2002,History of Modern India,7,,, <p>The real intention of the British to include the princely states in the Federal Union proposed by the India Act of 1935 was to :</p>,(a)  Exercise more and direct political and administrative control over the princely states,(b)  Involve the princes actively in the administration of the colony,(c)  Finally effect the complete political and administrative take-over of all the princely states by the British,(d)  Use the princes to counter-balance the anti-imperialist doctrines of the nationalist leaders,d,Medium,Applied(A),The British real intention was to use the princes to counter balance anti-imperialist doctrines of the nationalist leaders. The princes were loyal to the British authorities.
2002,History of Modern India,7,,," <p>Match List I (Acts of Colonial Government of India) with List II (Provisions) and select the correct answer using the codes given below the lists :</p><table border=""0"" cellpadding=""0"" cellspacing=""0"" class=""mceItemTable""><tbody><tr><td valign=""top"" width=""133""><p>(A) Charter Act, 1813</p></td><td valign=""top"" width=""18""><p align=""center"">:</p></td><td valign=""top"" width=""162""><p>1. Set up a Board of Control n Britain to fully regulate the East India Company""s affairs in India</p></td></tr><tr><td valign=""top"" width=""133""><p>(B) Regulating Act 1773</p></td><td valign=""top"" width=""18""><p align=""center"">:</p></td><td valign=""top"" width=""162""><p>2. Company""s trade monopoly in India was ended</p></td></tr><tr><td valign=""top"" width=""133""><p>(C) Act of 1858</p></td><td valign=""top"" width=""18""><p align=""center"">:</p></td><td valign=""top"" width=""162""><p>3. The power to govern was transferred from the East India Company to the British Crown</p></td></tr><tr><td valign=""top"" width=""133""><p>(D) Pitt""s India Act 1784</p></td><td valign=""top"" width=""18""><p align=""center"">:</p></td><td valign=""top"" width=""162""><p>4. The Company""s directors were asked to present to the British govt. all correspondence and documents pertaining to the administration of the company.</p></td></tr></tbody></table><p><br/></p><p>     A  B  C  D</p><p></p><br/>",(a)  2  4  3  1,(b) 1  3  4  2,(c)  2  3  4  1,(d)  1  4  3  2,a,Medium,Fundamental(F),"<ul><li>A - 2, B - 4, C - 3, D - 1</li></ul>"
2002,History of Modern India,7,,," <p>Which one of the following Acts of British India strengthened the Viceroy""s authority over his executive council by substituting ""portfolio"" or departmental system for corporate functioning ?</p>","(a)  Indian Councils Act, 1861","(b) Government of India Act, 1858","(c)  Indian Councils Act, 1892","(d)  Indian Council Act, 1909",a,Medium,Fundamental(F),"<ul><li>The Indian Councils Act, 1861 passed during Lord Cannings Viceroyality has strengthened the Viceroy’s authority over his executive Council by substituting 'portfolio' or departmental system for corporate functioning.</li></ul>"
2002,History of Modern India,7,,, <p>The President of Indian National Congress at the time of partition of India was</p>,(a)  C. Rajagopalachari,(b)  J.B. Kripalani,(c)  Jawaharlal Nehru,(d)  Maulana Abul Kalam Azad,b,Easy,Fundamental(F),J.B. Kripalani was the President of INC at the time of Partition of India.
2002,History of Modern India,7,,," <p>With reference to colonial period of Indian history, Match Lit I with List II and select the correct answer using the codes given below the lists : </p><p>List I                                           List II </p><p>(Person)                                    (Event)</p><p> A. Macdonald.                        1. Doctrine of Lapse </p><p>B. Linlithgow.                          2. Communal Award </p><p>C. Dalhousie.                          3. August Offer </p><p>D. Chelmsford.                       4. Dyarchy </p><p>     A  B  C  D                                A  B  C  D</p>",(a)  3  2  1  4,(b)  3  2  4  1,(c)  2  3  1  4,(d)  2  3  4  1,c,Difficult,tFundamental(F),"Ramsay Macdonald – Communal Award, Lord Linlithgow – August Offer, Lord Dalhousie – Doctrine of Lapse, Chelmsford – Dyarchy."
