year,subject_name,topic_name
2020,Science and Technology,Energy Technologies
2020,Science and Technology,Biotechnology
2020,Environment,Biodiversity initiatives and legislations
2020,Economics,
2020,Economics,Banking System
2020,Economics,Agriculture Inputs
2020,Economics,Trade and Balance of Payments
2020,Geography,Political boundaries and Geopolitical issues
2020,Economics,Government Schemes
2020,Economics,Inflation
2020,Geography,Indian Drainage System
2020,Economics,
2020,Economics,Banking System
2020,Economics,Foreign Exchange
2020,Economics,Trade and Balance of Payments
2020,Economics,Economic Systems
2020,Economics,Economic Systems
2020,Science and Technology,Nuclear Technology
2020,Economics,Trade and Balance of Payments
2020,Economics,Monetary Policy in India
2020,Economics,Economic Growth and Development
2020,Economics,Banking System
2020,Economics,
2020,Ancient and Medieval History,Vedic Age
2020,Environment,Indian Biodiversity
2020,Geography,Natural Vegetation
2020,Environment,Indian Biodiversity
2020,Environment,Indian Biodiversity
2020,Environment,Sources of Pollution
2020,Environment,Indian Biodiversity
2020,Environment,Acts and Initiatives
2020,Environment,Sources of Pollution
2020,Environment,Biodiversity initiatives and legislations
2021,Economics,Banking System
2021,Economics,
2021,Economics,Economic Growth and Development
2021,Economics,Introduction to Economics
2021,Economics,Banking System
2021,Economics,Monetary Policy in India
2021,Economics,Foreign Exchange
2021,Economics,Foreign Exchange
2021,Economics,Economic Growth and Development
2021,Economics,Inflation
2021,Economics,Monetary Policy in India
2021,Economics,Inflation
2021,Economics,Banking System
2021,Economics,
2021,Economics,Monetary Policy in India
2021,Current Affairs,
2021,Environment,Sources of Pollution
2021,Environment,Sources of Pollution
2021,Current Affairs,
2021,Environment,Biodiversity Concepts
2021,Environment,Biodiversity initiatives and legislations
2021,Environment,Aquatic Ecosystem
2021,Environment,Biodiversity Concepts
2021,Environment,Global Efforts
2021,Environment,Sources of Pollution
2021,Environment,Aquatic Ecosystem
2021,Environment,Biodiversity Concepts
2021,Environment,Ecology Basics
2021,Environment,Global Efforts
2021,Environment,Biodiversity Concepts
2021,Art and Culture,Temples
2021,Ancient and Medieval History,Indus Valley Civilization
2021,History of Modern India,Rise of British East India Company
2021,Ancient and Medieval History,Post-Gupta
2021,Ancient and Medieval History,Vijayanagara Empire
2021,History of Modern India,Famous Personalities
2021,Ancient and Medieval History,Indus Valley Civilization
2021,Ancient and Medieval History,DELHI SULTANATE
2021,Current Affairs,
2021,Current Affairs,
2021,Ancient and Medieval History,Post-Gupta
2021,History of Modern India,Constitutional Reforms
2021,History of Modern India,Quit India Movement (1942)
2021,History of Modern India,Famous Personalities
2021,Ancient and Medieval History,DELHI SULTANATE
2021,History of Modern India,Education Policies
2021,History of Modern India,Subhas Chandra Bose and INA
2021,Ancient and Medieval History,Dynasties of the Deccan and South India
2021,Art and Culture,Buddhist Literature
2021,Current Affairs,
2021,Environment,Ecology Basics
2021,Environment,Biodiversity Concepts
2021,Geography,Indian Drainage System
2021,Geography,Indian Drainage System
2021,Geography,Indian Drainage System
2021,Environment,Global Efforts
2021,Geography,Agriculture
2021,Geography,Ocean Currents
2021,Environment,Biodiversity initiatives and legislations
2021,Geography,Natural Vegetation
2021,Environment,Terrestial Ecosystem
2021,Geography,
2021,Environment,Indian Biodiversity
2021,Geography,Soils
2021,Current Affairs,
2021,Science and Technology,Biotechnology
2021,Science and Technology,Biotechnology
2021,Science and Technology,Physics
2021,Science and Technology,Biotechnology
2021,Science and Technology,Biology
2021,Science and Technology,Chemistry
2021,Science and Technology,Energy Technologies
2021,Current Affairs,
2021,Science and Technology,Biotechnology
2021,Science and Technology,Biotechnology
2021,Science and Technology,Physics
2021,Polity and Governance,Amendment of the Constitution (Part XX: Article 368)
2021,Polity and Governance,Non-Constitutional Bodies
2021,Polity and Governance,Fundamental Rights (Part III: Articles 12–35)
2021,Polity and Governance,Miscellaneous (Part XIX: Articles 361–367)
2021,Polity and Governance,Fundamental Rights (Part III: Articles 12–35)
2021,Polity and Governance,Miscellaneous Provisions
2021,Current Affairs,
2021,Polity and Governance,Special Provisions for Certain Classes (Part XVI: Articles 330–342A)
2021,Polity and Governance,Fundamental Rights (Part III: Articles 12–35)
2021,Polity and Governance,Basic Structure and other Doctrines
2021,Polity and Governance,Citizenship (Part II: Articles 5–11)
2021,Polity and Governance,Supreme Court
2021,Polity and Governance,Citizenship (Part II: Articles 5–11)
2021,Polity and Governance,Fundamental Rights (Part III: Articles 12–35)
2021,Polity and Governance,Directive Principles of State Policy (Part IV: Articles 36–51)
2021,Polity and Governance,Fundamental Rights (Part III: Articles 12–35)
2021,Polity and Governance,Preamble
2021,Polity and Governance,Basic Structure and other Doctrines
2021,Art and Culture,Language
2021,Current Affairs,
2021,Current Affairs,
2021,Current Affairs,
2021,Current Affairs,
2021,Current Affairs,
2022,Current Affairs,
2022,Economics,Foreign Exchange
2022,Economics,Monetary Policy in India
2022,Current Affairs,
2022,Economics,Inflation
2022,Economics,Foreign Exchange
2022,Economics,Economic Growth and Development
2022,Economics,Foreign Exchange
2022,Economics,Government Fiscal Policies
2022,Economics,Banking System
2022,Polity and Governance,Tribunals (Part XIVA: Articles 323A–323B)
2022,Polity and Governance,Services Commission (Part XIV: Articles 308–323)
2022,Polity and Governance,Amendment of the Constitution (Part XX: Article 368)
2022,Polity and Governance,Union Executive
2022,Polity and Governance,The Union Legislature (Parliament)
2022,Polity and Governance,Fundamental Rights (Part III: Articles 12–35)
2022,Polity and Governance,Elections Commission (Part XV: Articles 324–329)
2022,Polity and Governance,Fundamental Rights (Part III: Articles 12–35)
2022,Current Affairs,
2022,Polity and Governance,Elections Commission (Part XV: Articles 324–329)
2022,Environment,Biodiversity initiatives and legislations
2022,Environment,Biodiversity initiatives and legislations
2022,Current Affairs,
2022,Geography,Landforms
2022,Geography,Indian Physiographic Divisions
2022,Geography,Political boundaries and Geopolitical issues
2022,Geography,Political boundaries and Geopolitical issues
2022,Geography,"Mineral, Energy and Resources"
2022,Geography,Earth Movement/Season and Days
2022,Geography,Natural Vegetation
2022,Current Affairs,
2022,Science and Technology,Information Technology and Communication
2022,Science and Technology,Information Technology and Communication
2022,Science and Technology,Defense Technology
2022,Science and Technology,
2022,Science and Technology,Information Technology and Communication
2022,Science and Technology,Biotechnology
2022,Science and Technology,Healthcare Technology
2022,Science and Technology,Healthcare Technology
2022,Environment,Natural Disasters
2022,Environment,Global Efforts
2022,Environment,
2022,Environment,Aquatic Ecosystem
2022,Environment,Sources of Pollution
2022,Current Affairs,
2022,Environment,Sources of Pollution
2022,Environment,Indian Biodiversity
2022,Environment,Biodiversity Concepts
2022,Current Affairs,
2022,Current Affairs,
2022,History of Modern India,Constitutional Reforms
2022,History of Modern India,Economic and Social Policies
2022,History of Modern India,Famous Personalities
2022,History of Modern India,Constitutional Reforms
2022,Art and Culture,Jainism Literature
2022,Art and Culture,Buddhist and Jain
2022,Ancient and Medieval History,DELHI SULTANATE
2022,Ancient and Medieval History,DELHI SULTANATE
2022,History of Modern India,Entry of European Powers
2022,Ancient and Medieval History,Maurya Empire
2022,Economics,Monetary Policy in India
2022,Geography,Industries
2022,Economics,Banking System
2022,Economics,Banking System
2022,Economics,Money and Capital market
2022,Geography,Political boundaries and Geopolitical issues
2022,Geography,Industries
2022,Economics,Monetary Policy in India
2022,Current Affairs,
2022,Geography,Indian Drainage System
2022,Economics,Industry Sector
2022,Polity and Governance,Non-Constitutional Bodies
2022,Polity and Governance,Special Provisions for Certain Classes (Part XVI: Articles 330–342A)
2022,Current Affairs,
2022,Environment,Acts and Initiatives
2022,Current Affairs,
2022,Environment,Acts and Initiatives
2022,Geography,Political boundaries and Geopolitical issues
2022,Polity and Governance,Non-Constitutional Bodies
2022,Current Affairs,
2022,Geography,Atmospheric Circulation/Pressure Belts and Wind Systems
2022,Geography,Political boundaries and Geopolitical issues
2022,Geography,Political boundaries and Geopolitical issues
2022,Current Affairs,
2022,Geography,Political boundaries and Geopolitical issues
2022,Geography,Political boundaries and Geopolitical issues
2022,Current Affairs,
2022,Geography,Political boundaries and Geopolitical issues
2022,Environment,Biodiversity initiatives and legislations
2022,Environment,Biodiversity Concepts
2022,Ancient and Medieval History,Maurya Empire
2022,Ancient and Medieval History,Pratiharas-Palas-Rashtrakutas
2022,Art and Culture,Ancient Period Literature(300BC-700AD)
2022,Art and Culture,Indo-Islamic
2022,Current Affairs,
2022,Current Affairs,
2022,Science and Technology,Biology
2022,Science and Technology,Nanotechnology
2022,Science and Technology,Biotechnology
2022,Environment,Sources of Pollution
2023,Ancient and Medieval History,Mahajanpada
2023,Ancient and Medieval History,Indus Valley Civilization
2023,Ancient and Medieval History,Chera-Chola-Pandya
2023,Ancient and Medieval History,Sangam Age
2023,Ancient and Medieval History,Dynasties of the Deccan and South India
2023,Art and Culture,Medieval Period Literature(Post 700AD)
2023,Ancient and Medieval History,Other Regional Kingdoms
2023,Ancient and Medieval History,Vijayanagara Empire
2023,History of Modern India,Early Conflicts and Expansion
2023,History of Modern India,British Administrative Policies
2023,Polity and Governance,Fundamental Rights (Part III: Articles 12–35)
2023,Polity and Governance,Non-Constitutional Bodies
2023,Polity and Governance,Basic Structure and other Doctrines
2023,Polity and Governance,
2023,Polity and Governance,Non-Constitutional Bodies
2023,Polity and Governance,Miscellaneous (Part XIX: Articles 361–367)
2023,Polity and Governance,Union–State Relations 
2023,Environment,Biodiversity initiatives and legislations
2023,Polity and Governance,Scheduled & Tribal Areas
2023,Polity and Governance,Supreme Court 
2023,Economics,
2023,Environment,Biodiversity Concepts
2023,Environment,Global Efforts
2023,Environment,Indian Biodiversity
2023,Environment,Ecology Basics
2023,Environment,Biodiversity Concepts
2023,Environment,Indian Biodiversity
2023,Environment,Biodiversity Concepts
2023,Environment,Biodiversity Concepts
2023,Environment,Sources of Pollution
2023,Geography,Indian Drainage System
2023,Economics,Public Infrastructure
2023,Geography,Natural Vegetation
2023,Geography,Agriculture
2023,Geography,Natural Vegetation
2023,Geography,"Mineral, Energy and Resources"
2023,Geography,"Mineral, Energy and Resources"
2023,Geography,Indian Drainage System
2023,Geography,Indian Physiographic Divisions
2023,Current Affairs,
2023,Current Affairs,
2023,Current Affairs,
2023,Environment,Mitigation and Adaptation
2023,Economics,Monetary Policy in India
2023,Economics,Money and Capital market
2023,Economics,Types of Farming and Cropping Patterns
2023,Economics,"Major Crops, Agri Production and Agri Export"
2023,Economics,Investment Models
2023,Economics,Government Fiscal Policies
2023,Economics,Public Infrastructure
2023,Polity and Governance,Non-Constitutional Bodies
2023,Polity and Governance,Miscellaneous Provisions
2023,Geography,Political boundaries and Geopolitical issues
2023,Geography,Political boundaries and Geopolitical issues
2023,Current Affairs,
2023,Current Affairs,
2023,Geography,Political boundaries and Geopolitical issues
2023,Geography,Political boundaries and Geopolitical issues
2023,Environment,Mitigation and Adaptation
2023,Geography,Political boundaries and Geopolitical issues
2023,History of Modern India,Early Conflicts and Expansion
2023,Art and Culture,Jainism
2023,History of Modern India,Gandhian Movements
2023,Current Affairs,
2023,Polity and Governance,Making of the Constitution
2023,Economics,
2023,Current Affairs,
2023,Economics,
2023,Current Affairs,
2023,Current Affairs,
2023,Current Affairs,
2023,Geography,Atmosphere: Structure and Composition
2023,Geography,Soils
2023,Geography,Temperature and Heat Budget
2023,Geography,Earthquakes
2023,Geography,Industries
2023,Current Affairs,
2023,Environment,Mitigation and Adaptation
2023,Science and Technology,Biotechnology
2023,Science and Technology,Biotechnology
2023,Current Affairs,
2023,Current Affairs,
2023,Current Affairs,
2023,Science and Technology,Robotics and Automation
2023,Environment,Aquatic Ecosystem
2023,Science and Technology,Space Technology
2023,Science and Technology,Space Technology
2023,Science and Technology,Defense Technology
2023,Environment,
2023,Environment,Renewable Energy
2023,Economics,
2023,Current Affairs,
2023,Economics,Concept of Money
2023,Economics,
2023,Current Affairs,
2023,Current Affairs,
2023,Polity and Governance,Fundamental Rights (Part III: Articles 12–35)
2023,Geography,Population distribution and density
2023,Environment,Biodiversity initiatives and legislations
2023,Polity and Governance,Elections Commission (Part XV: Articles 324–329)
2024,Polity and Governance,Elections Commission (Part XV: Articles 324–329)
2024,Polity and Governance,Schedules (12 Schedules)
2024,Current Affairs,
2024,Polity and Governance,Municipalities
2024,Polity and Governance,Union–State Relations 
2024,Polity and Governance,Fundamental Rights (Part III: Articles 12–35)
2024,Current Affairs,
2024,Current Affairs,
2024,Geography,Political boundaries and Geopolitical issues
2024,Current Affairs,
2024,Polity and Governance,Making of the Constitution
2024,History of Modern India,Constitutional Reforms
2024,Art and Culture,Theater
2024,Art and Culture,Buddhism
2024,Current Affairs,
2024,Polity and Governance,Amendment of the Constitution (Part XX: Article 368)
2024,Geography,Population distribution and density
2024,Polity and Governance,The Union Legislature (Parliament)
2024,Current Affairs,
2024,Polity and Governance,Non-Constitutional Bodies
2024,Current Affairs,
2024,Current Affairs,
2024,Polity and Governance,Tribunals (Part XIVA: Articles 323A–323B)
2024,Polity and Governance,Special Provisions for Certain Classes (Part XVI: Articles 330–342A)
2024,Polity and Governance,Union Legislature (Parliament)
2024,Current Affairs,
2024,Current Affairs,
2024,Current Affairs,
2024,Geography,Ocean Currents
2024,Current Affairs,
2024,Current Affairs,
2024,Current Affairs,
2024,Current Affairs,
2024,Ancient and Medieval History,Vedic Age
2024,Ancient and Medieval History,Indus Valley Civilization
2024,Ancient and Medieval History,Dynasties of the Deccan and South India
2024,History of Modern India,British Administrative Policies
2024,Art and Culture,Vedic Literature
2024,Geography,Agriculture
2024,Current Affairs,
2024,Geography,Political boundaries and Geopolitical issues
2024,Current Affairs,
2024,Polity and Governance,Elections Commission (Part XV: Articles 324–329)
2024,Polity and Governance,The Union Legislature (Parliament)
2024,Polity and Governance,The Union Legislature (Parliament)
2024,Current Affairs,
2024,Current Affairs,
2024,Economics,
2024,Current Affairs,
2024,Current Affairs,
2024,Geography,Atmosphere: Structure and Composition
2024,Geography,Atmosphere: Structure and Composition
2024,Geography,Volcanism
2024,Geography,Weather and Climate
2024,Current Affairs,
2024,Geography,Indian Drainage System
2024,Geography,Weather and Climate
2024,Geography,Political boundaries and Geopolitical issues
2024,Geography,Indian Drainage System
2024,Geography,Landforms
2024,Environment,Biodiversity Concepts
2024,Environment,Sources of Pollution
2024,Environment,
2024,Geography,Other Miscellaneous
2024,Environment,Biodiversity Concepts
2024,Current Affairs,
2024,Environment,Renewable Energy
2024,Environment,Biodiversity Concepts
2024,Environment,Biodiversity Concepts
2024,Environment,Indian Biodiversity
2024,Current Affairs,
2024,Geography,Humidity and Rainfall
2024,Geography,Climatic Regions of the World and Vegetation
2024,Geography,Atmospheric Circulation/Pressure Belts and Wind Systems
2024,Geography,Latitude and Longitude/Time and Time Zone
2024,Environment,Global Efforts
2024,Environment,Sources of Pollution
2024,Environment,Biodiversity Concepts
2024,Environment,Biodiversity Concepts
2024,Current Affairs,
2024,Geography,Population distribution and density
2024,Economics,Banking System
2024,Economics,Banking System
2024,Economics,Foreign Exchange
2024,Economics,Economic Systems
2024,Environment,Renewable Energy
2024,Economics,Economic Growth and Development
2024,Current Affairs,
2024,Economics,Banking System
2024,Economics,
2024,Current Affairs,
2024,Science and Technology,Physics
2024,Science and Technology,Biology
2024,Science and Technology,Physics
2024,Current Affairs,
2024,Current Affairs,
2024,Environment,Renewable Energy
2024,Current Affairs,
2024,Current Affairs,
2024,Economics,Banking System
