"id","year","question_html","explanation_html"
"3342","2015","        <p>Which one of the following Articles of the Constitution provides that the Speaker shall have and exercise a casting vote in the case of an equality of votes?</p>
      ","# Explanation for Question

## 1. Brief Answer Explanation

**Correct Option: C – Article 100**

- Article 100 of the Indian Constitution deals with the procedure in Parliament, including voting and the role of the Speaker.
- It explicitly states that in the case of an equality of votes, the Speaker (or the Chairman of the Council of States) shall have and exercise a casting vote.
- This provision ensures that a deadlock in voting can be resolved by the presiding officer, maintaining the functionality of parliamentary proceedings.
- The casting vote is used only when there is a tie, and the Speaker’s vote is decisive in such situations.

## 2. Why Other Options Are Not Correct

### Option A (Article 99)

- Article 99 pertains to the ""Oath or affirmation by members"" of Parliament.
- It requires members to take an oath or affirmation before taking their seats.
- It does not deal with voting procedures or the Speaker’s casting vote, hence irrelevant to the question.

### Option B (Article 103)

- Article 103 deals with ""Disqualifications on ground of defection"" and related matters.
- It covers the power of Parliament to declare seats vacant in cases of disqualification.
- This article is unrelated to voting procedures or the Speaker’s role in voting.

### Option D (Article 102)

- Article 102 specifies the ""Disqualifications for membership of Parliament.""
- It lists conditions under which a person may be disqualified from being a member.
- It does not mention anything about voting or the Speaker’s casting vote.

## 3. Concept Note (Core Knowledge)

Article 100 of the Indian Constitution governs the procedure in Parliament, including the conduct of voting. It provides that every question shall be decided by a majority of votes of the members present and voting. In case of a tie, the Speaker of the Lok Sabha or the Chairman of the Rajya Sabha exercises a casting vote to break the deadlock. This ensures smooth functioning of parliamentary business. Other procedural aspects, such as oath-taking (Article 99) and disqualifications of members (Articles 102 and 103), are covered separately. The casting vote is a crucial mechanism to resolve equal votes and maintain legislative efficiency."
"3343","2015","        <p>Who can legislate on the subjects which are not included in any of the lists of subjects given in the Constitution?</p>
      ","# Explanation for Question

## 1. Brief Answer Explanation

**Correct Option: B – Parliament**

- The subjects not mentioned in any of the three lists (Union List, State List, Concurrent List) are called the ""residuary subjects.""
- According to Article 248 of the Indian Constitution, the power to legislate on residuary subjects exclusively rests with the Parliament.
- This provision ensures a clear division of legislative powers and prevents any ambiguity regarding who can legislate on new or emerging subjects.
- State Legislatures and other bodies do not have authority over residuary subjects unless Parliament delegates such power.
- The Supreme Court is a judicial body and does not have legislative powers.

## 2. Why Other Options Are Not Correct

### Option A: Supreme Court

- The Supreme Court is the highest judicial authority in India, responsible for interpreting the Constitution and laws.
- It does not have the power to legislate or make laws on any subject.
- Its role is limited to adjudication, not legislation.

### Option C: State Legislature

- State Legislatures can legislate only on subjects enumerated in the State List or Concurrent List (with some restrictions).
- They do not have the authority to legislate on residuary subjects.
- Residuary powers are explicitly reserved for Parliament.

### Option D: Regional Councils

- Regional Councils are administrative or advisory bodies in certain states (like Sixth Schedule areas) but do not have legislative powers.
- They cannot enact laws on any subjects, including residuary ones.
- Their role is limited to local governance and administration.

## 3. Concept Note (Core Knowledge)

The Indian Constitution divides legislative subjects into three lists under the Seventh Schedule: the Union List (subjects on which only Parliament can legislate), the State List (subjects for state legislatures), and the Concurrent List (subjects where both can legislate). Subjects not mentioned in any of these lists are called residuary subjects. Article 248 vests exclusive legislative power over residuary subjects in Parliament, ensuring a centralized authority to legislate on new or unforeseen matters. This arrangement maintains a clear demarcation of legislative powers between the Union and the States, preventing conflicts and overlaps. The judiciary interprets these provisions but does not legislate."
"3344","2015","        <p>The Union Territories get representation in-</p>
      ","# Explanation for Question

## 1. Brief Answer Explanation

**Correct Option: C – Both Houses of Parliament**

- Union Territories (UTs) have representation in both the Lok Sabha and the Rajya Sabha, depending on their population and legislative setup.
- Lok Sabha members from UTs are directly elected by the people of the respective UTs.
- Some UTs, like Delhi and Puducherry, have their own legislative assemblies and also send members to the Rajya Sabha.
- Other UTs without legislative assemblies do not have Rajya Sabha members, but they still have Lok Sabha representation.
- Therefore, collectively, UTs have representation in both Houses, though the extent varies by UT.

## 2. Why Other Options Are Not Correct

### Option A

- UTs do have representation in the Lok Sabha through directly elected members.
- However, this option is incomplete because some UTs also have Rajya Sabha members.
- Hence, only stating Lok Sabha is partially true but not fully correct.

### Option B

- Some UTs with legislative assemblies (like Delhi and Puducherry) elect members to the Rajya Sabha.
- But many UTs do not have Rajya Sabha members.
- Saying UTs get representation only in Rajya Sabha is incorrect and incomplete.

### Option D

- This is incorrect because UTs definitely have representation in Parliament.
- Several UTs send members to the Lok Sabha, and some also to the Rajya Sabha.
- Therefore, ""None of the above"" is factually wrong.

## 3. Concept Note (Core Knowledge)

Union Territories (UTs) are administrative divisions in India governed directly by the Central Government, but their parliamentary representation varies. All UTs have representation in the Lok Sabha, with members directly elected by the people based on population and delimitation. Some UTs, such as Delhi and Puducherry, have their own legislative assemblies and elect members to the Rajya Sabha, the Council of States, through their assemblies. Other UTs without legislative assemblies do not have Rajya Sabha members. Thus, UTs collectively have representation in both Houses of Parliament, although the nature and extent of representation depend on the UT’s governance structure and population."
"3345","2015","        <p>Which one of the following is authorized to prorogue the session of the House of the People?</p>
      ","# Explanation for Question

## 1. Brief Answer Explanation

**Correct Option: D – President**

- The President of India has the constitutional authority to prorogue (suspend without dissolving) the sessions of the Lok Sabha (House of the People).
- Prorogation ends a session of Parliament but does not dissolve the House; it merely suspends its meetings until the next session.
- This power is exercised by the President on the advice of the Council of Ministers, typically the Prime Minister and Cabinet.
- The Speaker presides over the House and manages its proceedings but does not have the power to prorogue sessions.
- The Attorney General is the chief legal advisor to the government and has no role in parliamentary procedures like prorogation.
- The Minister of Parliamentary Affairs facilitates coordination between the government and Parliament but does not have the authority to prorogue sessions.

## 2. Why Other Options Are Not Correct

### Option A: Speaker

- The Speaker presides over the Lok Sabha and maintains order during debates.
- While the Speaker can adjourn or suspend the House temporarily, proroguing a session is a formal act done by the President.
- The Speaker’s role is limited to managing the House's proceedings, not ending sessions.

### Option B: Attorney General

- The Attorney General is the chief legal advisor to the government and represents it in the Supreme Court.
- This position has no constitutional or procedural role in parliamentary sessions or their prorogation.
- The Attorney General’s functions are purely legal, not legislative or procedural.

### Option C: Minister of Parliamentary Affairs

- This Minister coordinates between the government and Parliament and manages the government's legislative agenda.
- The Minister can request the President to summon or prorogue sessions but does not have the authority to do so independently.
- The actual power to prorogue lies constitutionally with the President.

## 3. Concept Note (Core Knowledge)

Prorogation is the formal ending of a parliamentary session by the head of state—in India, the President—upon the advice of the Council of Ministers. It differs from adjournment (temporary suspension) and dissolution (ending the Lok Sabha’s term). Prorogation terminates all business pending in the House and clears the agenda for the next session. The President summons, prorogues, and dissolves the Lok Sabha under Articles 85 and 174 of the Constitution. The Speaker manages the conduct of business within the House but does not have the power to prorogue. The Minister of Parliamentary Affairs facilitates legislative business but cannot prorogue sessions independently. The Attorney General’s role is legal advisory, unrelated to parliamentary procedures."
"3346","2015","        <p>Which of the following is related to the Right to Information Act, 2005?</p>
      ","# Explanation for Question

## 1. Brief Answer Explanation

**Correct Option: C – Namit Sharma v/s Union of India**

- Namit Sharma v/s Union of India is a significant Supreme Court case related to the Right to Information Act, 2005.
- This case dealt with the issue of whether the office of the Chief Justice of India (CJI) is subject to the RTI Act.
- The Supreme Court ruled that the office of the CJI is covered under the RTI Act, emphasizing transparency and accountability in the judiciary.
- This judgment reinforced the applicability of the RTI Act to public authorities, including the judiciary, thereby strengthening citizens' right to access information.

## 2. Why Other Options Are Not Correct

### Option A: Lily Thomas v/s Union of India

- This case primarily dealt with the disqualification of convicted legislators under the Representation of the People Act, 1951.
- It is unrelated to the Right to Information Act or issues of transparency and information access.
- Hence, it does not pertain to RTI.

### Option B: Nandini Sundar v/s State of Chhattisgarh

- This case concerns the protection of tribal rights and the use of armed forces in tribal areas, focusing on human rights and internal security.
- It does not involve the Right to Information Act or related transparency issues.
- Therefore, it is unrelated to RTI.

### Option D: None of the above

- Since Namit Sharma v/s Union of India is directly related to the RTI Act, this option is incorrect.
- The presence of a relevant case in the options makes ""None of the above"" invalid.

## 3. Concept Note (Core Knowledge)

The Right to Information Act, 2005, is a landmark legislation in India that empowers citizens to seek information from public authorities, promoting transparency and accountability in governance. It defines ""public authorities"" broadly, including government bodies and institutions substantially financed by the government. Judicial bodies, including the office of the Chief Justice of India, were initially ambiguous in their inclusion under the Act. The Supreme Court’s ruling in Namit Sharma v/s Union of India clarified that the judiciary is subject to the RTI Act, reinforcing the principle that transparency extends to all branches of government. The Act mandates timely response to information requests and protects whistleblowers, thereby strengthening democratic governance."
"3347","2014","<p>Which of the following are correct about the Rajya Sabha?</p><ol><li><p>It is not subject to dissolution.</p></li><li><p>It has a term of five years.</p></li><li><p>One-third of its members retire after every two years.</p></li><li><p>Its members shall not be less than 25 years of age.</p></li></ol><p>Select the correct answer using the code given below:</p>","# Explanation for Question

## 1. Brief Answer Explanation

**Correct Option: C – It is not subject to dissolution and one-third of its members retire every two years**

- The Rajya Sabha, or Council of States, is a permanent body and is not subject to dissolution like the Lok Sabha.
- It is a continuing chamber where one-third of its members retire every two years, ensuring continuity.
- This staggered retirement system means the Rajya Sabha is a permanent house with a rotating membership.
- The term of individual members is six years, not five years.
- The minimum age for Rajya Sabha members is 30 years, not 25.

## 2. Why Other Options Are Not Correct

### Option A

- States that Rajya Sabha has a term of five years, which is incorrect; members serve six-year terms.
- Correctly mentions it is not subject to dissolution and one-third retire every two years.
- The term length is a crucial error, so this option is incorrect.

### Option B

- Includes the statement that members must be at least 25 years old, which applies to Lok Sabha members, not Rajya Sabha.
- Also incorrectly states the term as five years.
- While one-third retirement every two years is correct, the other two points are wrong.

### Option D

- Mentions the term as five years and minimum age as 25 years, both incorrect for Rajya Sabha.
- Does not include the correct facts about non-dissolution and staggered retirement.
- Hence, this option is incorrect.

## 3. Concept Note (Core Knowledge)

The Rajya Sabha is the upper house of the Indian Parliament, also known as the Council of States. It is a permanent body and is not subject to dissolution, unlike the Lok Sabha. Members serve six-year terms, with one-third retiring every two years, ensuring continuity. The minimum age for membership is 30 years. The Rajya Sabha represents the states and union territories, with members elected by the elected members of the State Legislative Assemblies through proportional representation by means of a single transferable vote. This structure provides stability and a federal character to the legislative process."
"3348","2014","        <p>Who among the following presides over a joint sitting of two houses of Parliament?</p>
      ","# Explanation for Question

## 1. Brief Answer Explanation

**Correct Option: D – Speaker of the Lok Sabha**

- The Speaker of the Lok Sabha presides over a joint sitting of both Houses of Parliament (Lok Sabha and Rajya Sabha).
- A joint sitting is convened under Article 108 of the Indian Constitution to resolve deadlocks between the two Houses on a particular bill.
- The Speaker, as the elected head of the Lok Sabha, leads the joint sitting because the Lok Sabha is the directly elected house and holds precedence in legislative matters.
- The Chairman of the Rajya Sabha (the Vice President of India) does not preside over joint sittings; their role is limited to the Rajya Sabha.
- The President and Prime Minister do not preside over parliamentary sessions; their roles are executive or ceremonial.

## 2. Why Other Options Are Not Correct

### Option A: President

- The President of India summons and prorogues Parliament and can dissolve the Lok Sabha but does not preside over its sessions.
- The President’s role in Parliament is largely ceremonial and constitutional, not procedural or legislative.
- Hence, the President does not preside over joint sittings of Parliament.

### Option B: Prime Minister

- The Prime Minister is the head of the government and a member of the Lok Sabha or Rajya Sabha.
- The PM leads the executive branch and participates in parliamentary debates but does not chair or preside over sessions.
- Presiding over sessions is the Speaker’s constitutional responsibility, not the Prime Minister’s.

### Option C: Chairman of the Rajya Sabha

- The Chairman of the Rajya Sabha (Vice President of India) presides over the Rajya Sabha sessions only.
- During a joint sitting, the Speaker of the Lok Sabha presides, not the Chairman.
- The Chairman’s role is limited to the upper house and does not extend to joint sittings.

## 3. Concept Note (Core Knowledge)

A joint sitting of the two Houses of Parliament is convened under Article 108 of the Indian Constitution to resolve deadlocks on a bill that has been rejected or not passed by one house within six months. The Speaker of the Lok Sabha presides over such joint sittings, reflecting the Lok Sabha’s primacy as the directly elected house. The Chairman of the Rajya Sabha presides only over the upper house sessions. The President has the power to summon and prorogue Parliament but does not chair its sessions. The Prime Minister, as head of government, leads the executive but does not preside over parliamentary proceedings. This arrangement ensures orderly legislative functioning and resolution of disputes between the two houses."
"3349","2012","        <p>Parliament may legislate on any subject of State List when-</p>
      ","# Explanation for Question

## 1. Brief Answer Explanation

**Correct Option: B – Resolution passed by State**

- According to Article 252 of the Indian Constitution, Parliament can legislate on a State List subject if the State Legislative Assembly of that State passes a resolution requesting Parliament to do so.
- This provision allows Parliament to make laws on subjects normally reserved for States, but only with the consent of the concerned State(s).
- Once Parliament enacts such a law, it applies only to the consenting State(s) unless other States also adopt the law.
- This mechanism ensures cooperative federalism, allowing flexibility in law-making on State subjects when States agree.

## 2. Why Other Options Are Not Correct

### Option A

- The President’s assent is required for any bill passed by Parliament to become law but does not grant Parliament the power to legislate on State List subjects without State consent.
- Presidential assent is a formality in the legislative process, not a substitute for constitutional jurisdiction.
- Hence, assent alone does not authorize Parliament to legislate on State List matters.

### Option C

- Parliament cannot legislate on State List subjects ""in any situation"" without constitutional provisions.
- The Constitution clearly restricts Parliament’s power on State List subjects except under specific circumstances (e.g., Article 252, Article 249).
- Therefore, this option is incorrect as it ignores constitutional limitations.

### Option D

- General permission from the State Legislative Assembly is not a recognized constitutional requirement.
- The Constitution mandates a formal resolution passed by the State Assembly, not just a general or informal permission.
- Hence, this option misrepresents the constitutional procedure.

## 3. Concept Note (Core Knowledge)

The Indian Constitution divides subjects of legislation into three lists under the Seventh Schedule: Union List, State List, and Concurrent List. Normally, Parliament legislates on Union List subjects, and State Legislatures legislate on State List subjects. However, Article 252 allows Parliament to legislate on a State List subject if the State Legislative Assembly of one or more States passes a resolution requesting it. Such a law applies only to those States unless others adopt it later. This provision facilitates uniformity and cooperation between States and the Centre on certain matters while respecting federal principles. Other exceptions allowing Parliament to legislate on State List subjects include Article 249 (Rajya Sabha resolution) and during emergencies."
"3350","2012","        <p>On which of the following, a Parliamentary Committee has not been set up?</p>
      ","# Explanation for Question

## 1. Brief Answer Explanation

**Correct Option: D – Welfare of Minorities**

- There is no specific Parliamentary Committee dedicated to the welfare of minorities.
- Parliamentary Committees are generally formed to oversee government functions, financial matters, and administrative assurances, but not directly for social welfare issues like minorities.
- Committees such as Public Undertakings, Government Assurances, and Estimates have well-established roles in parliamentary oversight.
- Welfare of minorities is addressed through government ministries and policy frameworks, but not through a dedicated parliamentary committee.

## 2. Why Other Options Are Not Correct

### Option A: Public Undertakings

- Refers to the Committee on Public Undertakings.
- This committee examines the reports and accounts of public sector enterprises.
- It ensures accountability and efficiency in public undertakings.
- Hence, a Parliamentary Committee exists for this purpose.

### Option B: Government Assurances

- Refers to the Committee on Government Assurances.
- It monitors the promises and assurances given by ministers on the floor of the House.
- Ensures that government commitments are implemented.
- Therefore, a Parliamentary Committee is set up for this function.

### Option C: Estimates

- Refers to the Estimates Committee.
- It examines the budget estimates and suggests economies in public expenditure.
- Plays a crucial role in financial scrutiny.
- Hence, a Parliamentary Committee exists for this purpose.

## 3. Concept Note (Core Knowledge)

Parliamentary Committees in India are specialized groups constituted to assist the Parliament in detailed scrutiny of various government functions. Key committees include the Public Accounts Committee, Estimates Committee, and Committee on Public Undertakings, which focus on financial oversight and public sector performance. The Committee on Government Assurances monitors the fulfillment of promises made by ministers in Parliament. However, social welfare issues such as the welfare of minorities are typically addressed through ministries and policy initiatives rather than dedicated parliamentary committees. These committees enhance legislative efficiency by enabling detailed examination beyond the capacity of the full House."
"3351","2012","        <p>No money Bill can be introduced in Assembly of a State, except on the recommendations of-</p>
      ","# Explanation for Question

## 1. Brief Answer Explanation

**Correct Option: B – The Governor of the State**

- According to Article 207 of the Indian Constitution, no Money Bill can be introduced in a State Legislative Assembly without the prior recommendation of the Governor of that State.
- The Governor acts as a constitutional safeguard to ensure that financial proposals are scrutinized before introduction in the Assembly.
- This provision parallels the role of the President at the Union level, where Money Bills require the President’s recommendation before introduction in Parliament.
- The Governor’s recommendation is essential because Money Bills deal with taxation, expenditure, and financial matters, which require executive oversight.

## 2. Why Other Options Are Not Correct

### Option A

- The Parliament does not recommend Money Bills for State Assemblies; it is a separate sovereign body.
- Parliament’s role is limited to the Union level; State Assemblies operate independently within their jurisdiction.
- Therefore, the Parliament cannot recommend Money Bills to State Assemblies.

### Option C

- The President of India’s recommendation is required only for Money Bills introduced in the Parliament (Lok Sabha).
- The President has no direct role in State legislative procedures.
- Hence, the President cannot recommend Money Bills for State Assemblies.

### Option D

- There is no constitutional provision for a special Committee of Ministers to recommend Money Bills.
- The recommendation must come from the Governor, not any committee.
- Committees may advise but do not have formal constitutional authority to recommend Money Bills.

## 3. Concept Note (Core Knowledge)

In the Indian federal structure, Money Bills are financial bills that exclusively deal with taxation, government expenditure, and related financial matters. At the Union level, Money Bills can only be introduced in the Lok Sabha with the President’s prior recommendation (Article 110). Similarly, at the State level, Article 207 mandates that no Money Bill can be introduced in the State Legislative Assembly without the Governor’s recommendation. This ensures executive control over financial legislation and prevents unauthorized financial proposals. The Governor’s role mirrors that of the President at the Union level, maintaining a check on the legislative process concerning financial matters. This constitutional safeguard helps maintain fiscal discipline and proper legislative procedure in both Union and State legislatures."
"3352","2011","        <p>Which one of the following is not correct with regard to the elections to the Lok Sabha?</p>
      ","# Explanation for Question

## 1. Brief Answer Explanation

**Correct Option: C – Electoral rolls are prepared under the direction and control of the President of India**

- The preparation and revision of electoral rolls for Lok Sabha elections are primarily the responsibility of the Election Commission of India (ECI), not the President.
- The ECI functions as an autonomous constitutional authority, empowered to supervise and direct the entire election process, including the preparation of electoral rolls.
- The President does not have a direct role in controlling or directing the preparation of electoral rolls.
- This makes option C incorrect, as it wrongly attributes this responsibility to the President.

## 2. Why Other Options Are Not Correct

### Option A

- Refers to the principle of adult suffrage, meaning every citizen above 18 years of age has the right to vote.
- This is a fundamental feature of Lok Sabha elections, ensuring universal franchise.
- Hence, this statement is correct and does not satisfy the question’s demand.

### Option B

- The Election Commission of India is constitutionally mandated to conduct elections to the Lok Sabha.
- It ensures free and fair elections by managing the entire electoral process.
- This statement is factually accurate and correct.

### Option D

- Article 324(4) of the Constitution empowers the Election Commission to request the President to provide necessary staff and resources.
- The President is constitutionally required to comply with such requests to facilitate the ECI’s functions.
- Therefore, this statement is also correct.

## 3. Concept Note (Core Knowledge)

The Lok Sabha elections in India are conducted on the basis of adult suffrage, where every citizen aged 18 and above has the right to vote. The Election Commission of India (ECI), an independent constitutional authority established under Article 324, is responsible for the superintendence, direction, and control of elections to Parliament and State Legislatures. The ECI prepares and revises electoral rolls, conducts polls, and ensures free and fair elections. The President of India does not control the preparation of electoral rolls but must provide necessary staff and resources to the ECI upon its request. This separation ensures the autonomy and impartiality of the election process."
"3353","2011","        <p>Which one of the following terms does not appear in the Constitution of India?</p>
      ","# Explanation for Question

## 1. Brief Answer Explanation

**Correct Option: C – Budget**

- The term ""Budget"" does not explicitly appear in the Constitution of India.
- Instead, the Constitution uses specific terms like ""Annual Financial Statement,"" ""Appropriation Bill,"" and ""Consolidated Fund of India"" to describe the financial procedures and funds.
- The ""Annual Financial Statement"" is the formal name for the government's financial plan, commonly referred to as the budget in practice.
- ""Appropriation Bill"" is the legislative approval required to withdraw money from the Consolidated Fund.
- ""Consolidated Fund of India"" is the main government account where all revenues and loans are credited and from which expenditures are made.
- Thus, while ""budget"" is commonly used in everyday language and official discourse, it is not a constitutional term.

## 2. Why Other Options Are Not Correct

### Option A: Annual Financial Statement

- This term appears in Article 112 of the Constitution.
- It refers to the detailed statement of estimated receipts and expenditure of the government for a financial year.
- It is essentially the constitutional name for what is popularly called the budget.
- Therefore, it is a constitutional term and not the correct answer.

### Option B: Appropriation Bill

- Mentioned in Article 114 of the Constitution.
- It authorizes the government to withdraw money from the Consolidated Fund for specific purposes.
- The Appropriation Bill is essential for the legal expenditure of government funds.
- Hence, it is a constitutional term and not the correct answer.

### Option D: Consolidated Fund of India

- Defined in Article 266 of the Constitution.
- It is the primary account where all government revenues are deposited and from which expenditures are made.
- This fund is fundamental to the financial administration of the government.
- Therefore, it is a constitutional term and not the correct answer.

## 3. Concept Note (Core Knowledge)

The Indian Constitution outlines the framework for government finances but does not use the term ""budget."" Instead, it refers to the ""Annual Financial Statement"" (Article 112), which details estimated government receipts and expenditures for a financial year. The ""Consolidated Fund of India"" (Article 266) is the central account where all revenues and loans are credited, and from which expenditures are made. To legally withdraw money from this fund, the government must pass an ""Appropriation Bill"" (Article 114), which authorizes specific expenditures. These terms collectively form the constitutional basis for government financial management, while ""budget"" remains a popular, non-constitutional term used to describe the overall financial plan."
"3354","2011","        <p>Which one of the following statements about Rajya Sabha is correct?</p>
      ","# Explanation for Question

## 1. Brief Answer Explanation

**Correct Option: A – Rajya Sabha is not subject to dissolution**

- The Rajya Sabha, or Council of States, is a permanent body and is not dissolved like the Lok Sabha.
- Its members serve staggered six-year terms, with one-third retiring every two years, ensuring continuity.
- This system contrasts with the Lok Sabha, which can be dissolved by the President.
- The Rajya Sabha thus provides stability and continuity in the parliamentary system.

## 2. Why Other Options Are Not Correct

### Option B

- Members of the Rajya Sabha are elected by the elected members of the State Legislative Assemblies, not by direct election from territorial constituencies.
- This indirect election method ensures representation of states in the federal structure.
- Direct elections from territorial constituencies apply to Lok Sabha members, not Rajya Sabha.

### Option C

- The Vice-President of India is the ex-officio Chairman of the Rajya Sabha.
- The Rajya Sabha does not elect its own Chairman; the Constitution assigns this role to the Vice-President.
- Therefore, the statement that Rajya Sabha must choose a Chairman from among its members is incorrect.

### Option D

- The Attorney General of India has the right to speak in both Houses of Parliament, including the Rajya Sabha.
- However, the Attorney General does not have the right to vote.
- This option incorrectly states that the Attorney General cannot speak in Rajya Sabha.

## 3. Concept Note (Core Knowledge)

The Rajya Sabha is the upper house of the Indian Parliament, representing the states and union territories. It is a permanent body and is not subject to dissolution, unlike the Lok Sabha. Members serve six-year terms, with one-third retiring every two years, ensuring continuity. Members are elected indirectly by the elected members of State Legislative Assemblies through proportional representation. The Vice-President of India serves as the ex-officio Chairman of the Rajya Sabha. The Attorney General of India, as the chief legal advisor to the government, has the right to participate in debates in both Houses but cannot vote. This structure supports federalism and provides stability in the legislative process."
"3355","2011","        <p>Which one of the following expenditures is not charged on the Consolidated Fund of India?</p>
      ","# Explanation for Question

## 1. Brief Answer Explanation

**Correct Option: C – Salary and allowances of the Prime Minister of India**

- The Prime Minister's salary and allowances are charged on the Consolidated Fund of India but as part of the grants voted by Parliament, not charged expenditure.
- Charged expenditure is that which is non-votable and must be paid without Parliament’s approval, ensuring the independence of certain constitutional offices.
- Salaries of constitutional functionaries like the Chief Justice of India, Comptroller and Auditor General (CAG), and Chairman of UPSC are charged on the Consolidated Fund to maintain their autonomy.
- The Prime Minister, being a political executive, receives salary through voted expenditure, which is subject to parliamentary approval.

## 2. Why Other Options Are Not Correct

### Option A

- Refers to the salary and allowances of the Chief Justice of India.
- These are charged on the Consolidated Fund to ensure judicial independence.
- This expenditure is non-votable and cannot be reduced or refused by Parliament.

### Option B

- Refers to the salary and allowances of the Comptroller and Auditor General of India.
- CAG’s salary is charged expenditure to safeguard the office’s autonomy in auditing government accounts.
- Parliament cannot withhold or reduce this expenditure.

### Option D

- Refers to the salary and allowances of the Chairman of the Union Public Service Commission.
- This is also charged on the Consolidated Fund to maintain UPSC's independence.
- The expenditure is non-votable and not subject to parliamentary vote.

## 3. Concept Note (Core Knowledge)

Charged expenditure is a category of government spending that is directly debited from the Consolidated Fund of India without requiring parliamentary approval, ensuring the independence of key constitutional offices. This includes salaries and allowances of the President, Judges of the Supreme Court and High Courts, Comptroller and Auditor General, Chairman and members of UPSC, and others as specified in the Constitution. In contrast, the salaries of political executives like the Prime Minister and Ministers are part of voted expenditure, which requires parliamentary sanction. This distinction protects the autonomy of constitutional authorities by insulating their financial resources from political influence."
"3356","2010","        <p>Which one of the following is not covered by the Anti-Defection Law? </p>
      ","# Explanation for Question

## 1. Brief Answer Explanation

**Correct Option: B – Large defections in a Party in various spells**

- The Anti-Defection Law primarily targets defections that occur in a single instance or spell, aiming to prevent political instability caused by sudden shifts in loyalty.
- It does not explicitly cover large defections occurring in multiple spells or at different times, as each defection episode is treated separately.
- The law allows exemption for ""split"" or ""merger"" scenarios under specific conditions, but these are generally interpreted within a single spell.
- Hence, large defections spread over various spells are not directly covered or prevented by the law.

## 2. Why Other Options Are Not Correct

### Option A

- Refers to an-bloc defections, where a whole group or faction within a party defects together.
- The law originally allowed exemption for splits if at least one-third of the party members defected together (now changed to mergers requiring two-thirds).
- Such an-bloc defections are covered under the law as they are treated as a ""merger"" or ""split"" and can be exempted from disqualification.
- Therefore, an-bloc defections are indeed covered by the Anti-Defection Law.

### Option C

- Smaller defections in a single spell refer to individual or few members defecting at one time.
- The law explicitly targets such smaller defections by disqualifying defectors to maintain party discipline.
- This is the core focus of the Anti-Defection Law.
- Hence, smaller defections in a single spell are covered.

### Option D

- Party members casting votes contrary to the party whip, especially to topple or support a government, is covered.
- The law mandates disqualification if a member votes against the party directive in the legislature.
- This provision ensures party cohesion and prevents opportunistic voting.
- Thus, this scenario is covered by the Anti-Defection Law.

## 3. Concept Note (Core Knowledge)

The Anti-Defection Law, enacted through the Tenth Schedule of the Indian Constitution (1985), aims to curb political defections that undermine the stability of elected governments. It disqualifies legislators who voluntarily give up party membership or defy the party whip in legislative votes. Initially, exemptions were provided for splits if at least one-third of members defected together, but after the 91st Amendment (2003), only mergers involving two-thirds of members are exempt. The law covers individual and group defections occurring in a single spell and voting against party directives but does not explicitly address multiple large defections occurring in separate spells over time. Its objective is to promote political stability and party discipline in legislatures."
"3357","2009","        <p>Which one of the following pairs is not correctly matched?</p>
      ","# Explanation for Question

## 1. Brief Answer Explanation

**Correct Option: C – 73rd Constitutional Amendment Act and reservation of seats for women in urban local bodies**

- The 73rd Constitutional Amendment Act, 1992, primarily deals with the Panchayati Raj Institutions, i.e., rural local self-government.
- It provides for the reservation of seats for women in **rural** local bodies (Panchayats), not urban local bodies.
- Reservation of seats for women in **urban** local bodies (Municipalities) is covered under the **74th Constitutional Amendment Act, 1992**.
- Therefore, pairing the 73rd Amendment with urban local body reservations is incorrect.

## 2. Why Other Options Are Not Correct

### Option A

- The Hindu Marriage Act was enacted in 1955.
- It governs the marriage laws for Hindus, including conditions for marriage, divorce, and maintenance.
- This pairing is factually correct and matches the year and subject accurately.

### Option B

- The Hindu Succession Act was enacted in 1956.
- It deals with inheritance and succession among Hindus.
- This is the correct year and subject for the Act, so the pair is correctly matched.

### Option D

- The Sati (Prevention) Act was enacted in 1987.
- It prohibits the practice of Sati (self-immolation of widows) and punishes its promotion or glorification.
- This pairing is accurate in terms of the Act and its year.

## 3. Concept Note (Core Knowledge)

The 73rd and 74th Constitutional Amendment Acts, both passed in 1992, are landmark legislations for decentralization in India. The 73rd Amendment provides constitutional status to Panchayati Raj Institutions (rural local bodies), mandating reservation of seats for Scheduled Castes, Scheduled Tribes, and women in rural local governance. The 74th Amendment similarly provides constitutional recognition to urban local bodies (Municipalities) and includes provisions for reservation of seats for women and marginalized groups in urban governance. The Hindu Marriage Act (1955) and Hindu Succession Act (1956) are key legislations governing personal laws for Hindus, while the Sati (Prevention) Act (1987) criminalizes the practice of Sati."
