q_no,q_statement,a,b,c,d,exam,year,correct_option,explanation
65,"Match List-I with List-II and select the correct answer using the codes given below the lists:

A.Tarikh-e-hind  1.Ibn Battuta
B.Tarikh-i-Alai  2.Minhaj
C.Rihla          3.Al-Biruni
D.Tabqat-i-Nasiri4.Khusrau
Code:  
A B C D",l 3 2 4,2 1 4 3,3 4 1 2,4 2 3 1,UPPCS (Mains),2009.0,c,"Exp) Option c is the correct answer.
The correct answer is A -3, B- 4, C-1, D - 2. .
Al-beruni wrote the book called Tarikh-i-Hind in Arabic
language . He described the social, political and economic
condition of India. He talked about Mahmud Ghaznavi’s
invasion , educational policies, economic life, revenue
system etc. He also described Judiciary and Rule of law in
the state at that time.

Avoir Khosren was a Saft musician, poet, eed scholer In
medieval lodis, He was a prolific classical poet associeted
‘with the copa) courts of more thas srveo rulers of the Delbt
Sultonate. He wrote Tarkh-j-Alal, which coateine the
details of the first few years of Sultan Alauddia Kbilji.. He
adopied Indian themes and also the fret causlim writer who
wed Hindi words tm tarkh-[-alel

‘The Ribla or travels les book by Ibm Battata bean emezing
trevelogoe thet (elle es about his journeys for ower 30 yearn,
Buhle was written In Aroblc. He was Qazi (Judge) im the royal
court by the klog Mohammed Bin Tughlag.

Tedeqat-! Nasiel was written by Miahaj-1-Sire) fosjaal and
completed In 1260. hte 90 eleborale bistory of the Islamic
workd written In Perian. Minha] dedicated his work “Tabkat-
e-Nastef’ co the rvler of the Ghulam dynssty, Nesiruddis
Mehmed."
66,Who among the following medieval scholars/writers belonged to the Jainreligion?,Maladhar Vasu,Hemchandra Suri,Parthasarthi,Sayan,U.P.P.C.S.(Mains),2009.0,b,"Exp) Option b ls the correct anewer,

Hemacheodra (. 1088 = c 1172/1179 CE) was e
versatile 12tb-centery Indies Jala scholar, poet,
qathematkion, philosopher, cad gremmarten. Renowned
as “halthilesarvajfis.” be avthored works on politics, bletory
and Jeiniem. Born es Changedeva, be became @ kry edvisor
to King Kamarepale and contributed to Sanskrit Hteretore.
His notable works include *Yogsisetre” oo Jala path,
“Siddha-Heme-Sabdenaiddaca” grammer, “Arbeanit!” co
pelltics, “Trisastiéalikdparusacharitra” eo Jalo figures,
*Chuadonushsssac” on prosody, and early description of
Piboneccl eaquence."
67,Upanishadas were translated into Persian during the reign of:,Shah Jahan,Akbar,Jahangir,Aurangzeb,U.P.P.C.S.(Pre),2009.0,a,"Exp) Option ois the correct answer.

Upenishodes were transteted into Perelen during tbe reign of
Shab Jaden. Dare Sdikoh, the eldert son of Moghal Emperor
Shab Jehan, undertook the translation of Upanishads from
Sanshrit to Persian. airalng to make these texts more
accessible. In addition, be teandated significant religious
texts Uke Yoga Vasblahte and Bhagwat Gita, emphasitiag
philosophical and metaphysical subjects. Dara Shikoby
contributions extesded to writlogs on Suflem aod the
blegraphics of Safi selats, revealing bis diverse loterests
end intellectual purvalts,"
68,‘Tamasha’ is the famous folk form of musical theatre in:,Uttar Pradesh,Punjab,Maharashtra,Bihar,U.P.P.C.S.(Pre),2009.0,c,"Exp) Option c ls the corect answer,

Temashs be « populer folk form of rauskal theatre that
Originated ond developed is the stete of Meherachire.
‘Tamashe is dertved from the Persian word temasha, which
means “e epectecle® of “eatertelourat’, Tamaths Is 0 Lively
aod colorful performance that combines music, dance,
dislogee, comedy, sad soctel setire. M wavally depicts the
ttories of love, romance, end advcatuse of historical of
legendery Ngeres. Tersesha also reflects the culture and
Ufestyie of the rural and erban people of Maharashtra,
Tamassbe bse two mein forme Dboikl bhaart and Sangeet
bheart. Dholk) bhearl le the older nod more trediticnal forma

thot relies op the dbolld, a double-headed drum, as the sala,
cmustcal instrament, Sangeet bhaart le the sewer and more
modern form thet wee 6 verlety of muse! Inctruments tach
es harmonlom, table, violin, and clertoct ."
69,'Tabla' was introduced by:,Adil Shah,Amir Khusrau,Tansen,Baiju Bawara,U.P.P.C.S.(Pre),2009.0,b,"Bp) Option b i the correct saswer,
Acalr Khetron was 0 fomous mesicion and he te believed
to have jnvented the Tabla. Khuscen le credited for the
Leveation of the shar and table. He lastrasted to develop @
more melodic percussion Instrument thet could eccompeny
the oew style of avaaic called Kbaysl. To develop this muse
Kheyal the eew masicel loricument Teble was Invented by
Rim . {ls esed in Hindastenl classical mesic."
70,"The Delhi Sultan who wrote his memoirs,was:",Iltutmish,Balban,Alauddin Khalji,Firuz Tughluq,UPPCS (Spl) (Pre),2008.0,d,"Rup) Option d ts the correct enewer.
Patubet-e-flrershahi lp @ 32-poge memoir composed
ty Piroz Shob Tughleg, Sutton Firos Shab Tughleq was 0
Tughteg dynasty Muslin ruler of Torkic ortgin who raled
‘over the Sultanate of Delt from 135] to 1388.

Tepportant Tipe

Feroz Shab Teghleq (1351-1389)r

© He was of Terko-Indlen origins a his mother was 0
Hinds princess...

« Me followed the advice of Ulemae (religions clerks}
lo adalaistretion and lmposed Sharla rule strictly
throughout the realm.

« He tmposed Haye (Protection tax) of con-Muslas.

«© He established a eew town called Firceabed which was
the Sth city of Delhi, which bs now kaowa as Firotsdab:
Kova,

© He repalred the Quivd Miner which was otreck by
Jightni"
71,"Which one of the following, wrote the famous works ‘Ram Chandrika’ and ‘Rasik-Priya’?",Keshav,Matiram,Raskhan,Senapati,UPPCS (Spl) (Pre),2008.0,e,"Exp) Option e Ls the correct acswee.
Keshardes Mishra wes born ta 1555 probebly acer Orcbhe
& Tihamgarb. He was 0 Sanskrit expert and Hiadi poet. He
adopted « vernacular style of Hiads, knows 09 BrajBheshs,
for bis writings The farcous work of keshavdas are

o Restk-Prtyet

«© Rem chandrike and

° Keviprtya."
72,Which one of the following dances is related to Gujarat?,Chunar,Bidesia,Raas dance,Kuchipudi,U.P.P.C.S.(Pre),2008.0,e,"Exp) Option c Ls the correct answer.
Rass dance is 0 folk-dance forms of Gojarat, It Ls also known:
as Dandiys Ress or Garba Raea ft ts performed durlog the
Neveatri featlval and other occeslons, The dance ls based on
the legend of Krichna and bit gopis, who ployed with sticks
oe dandiys ia thete hands. The dence tnvohees two circles
of dancers who move In opposite directions and strike their
ticks with each other tn rbythes with the mutic.

‘ Important Tips

Folk Dance of India:

c Chunar is a folk-dance form of Uttar Pradesh. It
is performed by women during the Holi festival and
other occasions. The dance is named after the chunar
or dupatta, which is a long scarf that the dancers
wear around their heads and shoulders. The dance
is characterized by graceful mavements and playful
gestures.

+ Bidesia is a folk-dance form of Bihar. It is also a form
of theatre that depicts the social issues and conflicts
of the rural society. The name Bidesia means “the one
who leaves his home”. The dance is performed by men
who dress up as women and enact various roles and
emotions. —"
73,‘Manusmriti’ is mainly related to-,Social System,Law,Economics,Working method of State,U.P.P.C.S.(Pre),2007.0,a,"Exp) Option a is the correct answer.
Manusmriti is also known as Manav Dharam Shastra, is
mainly related to the social system. It’s divided into 18
chapters. It is presumed that the actual human author of this
compilation used the eponym ‘Manu’, which has led the text
to be associated by Hindus with the first human being and
the first king in the Indian tradition. Manu is also considered
to be the originator of law in India."
74,Who among the following Rajput rulers is known to have written a book on music?,Jayachandra Gahadavala,Prithviraj Chauhan,Rana Kumbha,Man Singh,U.P.P.C.S.(Mains),2007.0,c,"Exp) Option c is the correct answer.
Rana Kumbha was the ruler of Mewar kingdom of western
India. He belonged to the Sisodia clan of Rajputs. He was a
good veena player. He patronized musicians as well as artists
in his court. He wrote a commentary on Gita Govinda of
Jaidev and an explanation on Chandisatkam.
He also wrote a treatise on music called
« Sangeet Raj
e Sangeet Mimansa
« Sangeet Ratnakar
c Shudprabandha
In his reign, the scholars Atri and his son Mahesa wrote
Prashashti on Kirti Stambha.

Important Tips

Rana Kumbha was the author of four dramas in which he

used Sanskrit, Prakrit and local Rajasthani dialects.

The dramas written are:

c Ratnavali, a romantic comedy

c Svapnavasavadatta, a historical play based on a Sanskrit
play by Bhasa

c Angulimala, a Buddhist play based on the story of a
bandit who becomes a monk

+ _Priyamvada, a play about a courtesan"
75,"Match List-I with List-II and select the correct answer using the codes given below the lists:
List-I(Authors) List-I (Works)
A.Bharavi    1.Kapurmanjari
B.Harsha     2.Kiratarjuniya
C.Kalidasa   3.Malavikagnimitram
D.Rajasekhara4.Nagananda
Code: 
A B C D",1 2 3 4,3 4 2 1,2 1 4 3,2 4 3 1,UPPCS (Mains),2006.0,d,"Exp) Option d is ‘he correct answer.

c Bharavi is the author of Kiratarjuniya, a Sanskrit epic
poem that narrates the combat between Arjuna and Lord
Shiva in the guise of a hunter.

e« Harsha is the author of Nagananda, a Sanskrit play that
depicts the self-sacrifice of Jimutavahana, a prince of the
celestial choristers, to save the Nagas from Garuda.

« Kalidasa is the author of Malavikagnimitram, a Sanskrit
play that tells the love story of Agnimitra, the Shunga
emperor, and Malavika, a handmaiden of his chief queen.

c Rajasekhara is the author of Karpuramanjari, a Prakrit
play that portrays the romance between Vatsaraja, a
prince of Ujjain, and Karpuramanjari, a princess of
Kuntala."
76,Which one of the following is not correctly matched?,Kalidasa - Raghuvansa,Bhasa - Svapna Vasavadattam,Subandhu - Kadambari,Harsha - Ratnavali,U.P.P.C.S.(Mains),2006.0,c,"Exp) Option c is the correct answer.

Subandhu is the author of the well-known romantic tale

of Vasavadatta, not Kadambari. Kadambari is a Sanskrit

novel attributed to Banabhatta, who was a court poet of King

Harsha. .

Important Tips

¢« Kalidasa - Raghuvansa: Kalidasa was a celebrated
Sanskrit poet and dramatist, who is regarded as one of
the greatest Indian writers of any epochi Raghuvansa
(Dynasty of Raghu) is one of his two epic poems,
which narrates the stories of the kings of the solar
dynasty, from Dilipa to Agnivarna, including Raghu, ;
Dasharatha and Rama.

+ Bhasa - Svapna Vasavadattam: Bhasa was one of the
earliest and most influential Sanskrit playwrights, who
lived around the 3rd century BCE. He wrote 13 plays,
which were rediscovered in 1912 by an Indian scholar
named T. Ganapati Sastri.

c Harsha - Ratnavali: Harsha was an Indian emperor
who ruled over northern India from 606 to 647 CE.
He was also a patron of arts and literature, and wrote
three Sanskrit plays: Nagananda, Priyadarshika and
Ratnavali. Ratnavali (Precious Garland) is a Sanskrit
drama that tells the story of King Udayana’s love for
Princess Ratnavali, who is shipwrecked on her way to
marry him and assumes the identity of a maid named
Sagarika oe"
77,"Which one of the following gives equal importance to Jnana, Karma and Bhakti as a means of liberation?",Advaita Vedanta,Vishistadvaitvad Vedanta,Bhagavad Gita,Mimamsa,U.P.P.C.S.(Mains),2005.0,c,".

Exp) Option is the correct answer.

In Bhagavad Gita, there are descriptions of Karma-yoga,

Jnana-yoga, Bhakti-yoga, Dhyana-yoga, etc., However,

bhakti-yoga is considered as the best possible mean of

liberation."
78,Daskumar Charitam was composed by-,Surdas,Dandin,Tulsidas,Kalidas,U.P.P.C.S.(Mains),2005.0,b,":

Exp) Option b is the correct answer. ,

Daskumar Charitam (The narrative of ten young men) is a

prose romance in Sanskrit, attributed to Dandin. He was a

renowned Sanskrit author of prose romances and expounder __

en portica. He Is belleved to heve flourished in the seventh
to eighth cenruries CB. The Darkumar Charttam relates the
edveatures of tea prioces Lo thelr pursuit of love and royal
power, It contains stories of common life and seflects «
faithful picture of Indian eoclety during the period couched
in the colourful etyle of Sansksit prose,"
79,"The poet heart King, who wrote praising verses for Lord Krishna under the name of Nagri Das was—_",Raja Ummed Singh,Raja Ram Singh,Raja Chhatrasal,Raja Sawant Singh,U.P.P.C.S.(Mains),2004.0,d,"Bzp) Option € Us the correct answer,
Nagari Das is the Valshasve meme of Raja Sawant Singh of
Kisbangarh in Ajence, Rejesthac. By tradition the greatest
patron of painting ot Kishangerh was Raje Sevant Singh.
He was an accomplished poet end religions devotee, a
well a9 a friend of the Mughal emperor Muhammed Shab,
His poems, written under the peesdonym of Nagrt Das,
were Lotensely devotional verse in praise of Krishna and
celedvating Krishne's love for Radbe and their lives ino
eaytbice! Brindabaa tnspired by Kishangasb’s beevtlfad
scenery aroced Lake Gondaloa,"
80,Which one of the following Vedic literature talks about salvation?,Rig Veda,Later Samhitas,Brahmins,Upanishads,U.P.P.C.S.(Mains),2003.0,d,"Exp) Optton d le the correct enewer,
‘The Upanishads come towards the ead of the Areapakas,
They represent the central elem of the Veda ond costela
the highest and oltimate goal of the Vede es they deal with
Salvation (Moksbe) of Supreme Bliss. It stetes thet goal of
the life is to ottain salvation which Le possible through seM-
control"
81,"Match List-I with List-II and select the correct answer using the codes given below the lists:

A.Hasan Nizami   1.Alamgir Nama
B.Khwandamir     2.Nushkha-i-Dilkusha
C.Muhammad Qazim 3.Humayun Nama 
D.Bhim Sen       4.Tazul Maasir
Code: 
ABCD",4 3 1 2,3 2 4 1,2 4 3 1,1 3 2 4,UPPCS (Mains),2003.0,a,"Exp) Optton ets the correct answer,
The correct amawee 4 A-4,B-3,C-1,D-2,
‘Tazel-Measir wes composed by Hasan Niza! Le the
‘Teckish leaguage. Terul-Meastr is the fret offictal hutory
of the Delhi Sultanate.
Mohammed Khwandamir was o Perien hicterion,
coasidered ene of the greatest historians of the Timarid
ptriod. Khwandamir’s croet outstanding works are Kbolalat
a-akbbar (The Perfection of the Narratives”), writtes in
1499-1500, fa Humeyon Nama be describes the buildings
and lastivetions of the great Mughal empire.
Alemptrasench the court history of Emperor Aurangeed
(1658-1707) written by Mirra Muhammed Kesim.
Pollowtng the tradition of the Maghal emperors from the
Ume of Akbar, Aurengzed ordered bie court bistorlas Mirza
Mubsmamed Kerlm to record and compite the history of his
ceiga.
Noskhe-d- Dilkushe was written by Bhlasea Borhanpert.
Me was te service of the Mughal Empire."
82,"Match List-I with List-II and select the correct answer using the codes given belowthe lists:
List-I           List-II
A.Assam             1.Jata-Jatin
B.Himachal Pradesh  2.Jatra
C.West Bengal       3.Ojapali
D.Bihar             4.Luddi
Code: 
ABCD",3 4 1 2,4 3 2 1,3 4 2 1,4 3 2 1,U.P.P.C.S.(Mains),2003.0,c,"Exp} Opttos c is the correct answer,
© Ojepall ts 0 traditional folk dence of Assom thet is
performed by « group of lagers ead dancers who narrete
storles feos the epics and Puranas,

+ Laddl tee folk dance of Himachal Pradesh and Punjab
that ts performed by mea wearing colourful costumes
ond tusbans, The dance ea celebration of victory and joy.

© Jotra te a popaler folk thestee form ef West Bengal
that combines drama, mostc, dance, and dialogue. The
themes of faire are uscally based 0a mythology, histery,
o¢ eoclal Leses,

© Jote-Jotia Leo folk dence of Biber thet depicts the erory
of a husband and wife who fece various hardebipe and
challenges in thetr Mfe, The dence fe performed by « pair
of dancers who wse prope like bamboo sticks, baskets,
and pote"
83,The author of the Silapadikaram was-,Ilango,Parmara,Karikala,Vishnu Swami,U.P.P.C.S.(Mains),2002.0,a,"Bxp) Option « the correct enswee..
‘The author of the Silspadikeram wes Ilango, He wes a
monk and a Chers prince. He composed the Silapadikeram,
which is the cartlest Tamil epic and coe of the five great
epics of Temi lttereture. The Silapadikeram tells the story of
Rennagl, s chaste acd faithful wile who avenges the asjust
execution of her hatband Kovalan by the Pendya king of
Madera,"
84,Amir Khusrau played a pioneering role in the development of-,Braj Bhasha,Awadhi,Khari Boli,Bhojpuri,U.P.P.C.S.(Pre),2002.0,c,"Exp) Option c ls the correct answer.
Awlr Khusrow served es courtier, royal poct and court
sueklen vader Turkish Subson Hindustent is based on an
arly dtalect of Mind), koowa by linguists oe Khert Ball, which
ociglosted in DelhL Khusrau gave to Hindi tts fret Khart Boll
compoaliionn i was weed ihroughout the Mughal empire,
especially by merchants whe needed 8 common commercial
language. He 1s coosidered the “father of Hind! Khast Boll”
the standard form of Hind! thet Ls spoken today."
85,Which of the following Mughal Emperor wrote his autobiography in Persian?,Babur,Akbar,Jahangir,Aurangzeb,U.P.P.C.S.(Pre),2001.0,c,"Exp} Option c is the correct answer.

The *Turuk-c-Jabangirt” of “Jahongirname” ls the

sutoblographical accownt of Mughal Emperor Nun ad-die

Meobemmed Jahangir (1569-1627), written le Perelan.

Like bis ancestor Bebur, Jabangir scthored this work to

immortalize ble reign, but It deives deeper, capturing bla

actistic and political ineights, famuly bistory, and even detells
about « hunting pelece near Lahore. This eutoblogrephy
serves a9 c creclal historical source for undesttending the

Maghal empire during fahengir’s rele, shedding light om bis

perspective aod Moghal expanuion inte Beogal."
86,Who among the following continued the Rajtarangini of Kalhana:,Bilhana and Merutunga,Bilhana and Mammata,Jonaraja and Merutunga,Jonaraja and Srivara,U.P.P.C.S.(Pre),2000.0,d,"Brp) Option d te the correct newer.

Jouaraje and Setvara were the two Kashmlss historians

who contlaved the Rejtarangial of Kalheae.

= Jonarafa wrote the second Rajtarengind, which covers
the period from the death of King Sussele to 1128 CB
0 the reiga of Zain-ul-Abldin tp 1459 CR He witnessed
the lavacion of Kashmir by Timur is 1398 CB and the

establishment of the Sayyid dynasty in 1413 CE. He
praised Zain-ul-Abidin as a benevolent and tolerant ruler
who restored peace and prosperity to Kashmir.

« Srivara wrote the third Rajtarangini, which continues
the history from 1459 CE to 1486 CE. He was a court
poet of Zain-ul-Abidin and his successor Haider Shah.
He also wrote a supplement to Jonaraja’s work, called the
Jainatarangini, which covers the period from 1149 CE to
1413 C, He was an admirer of Jonaraja and followed his
style and method of writing history"
87,The lady poet who described the victorious expeditions of her husband in her work‘Madhura-Vijayam’ was:,Bharati,Ganga Devi,Varadambika,Vijjika,U.P.P.C.S.(Pre),2000.0,b,"Exp) Option b is the correct answer.

Ganga Devi was a 14th-century princess and poet of the

Vijayanagara Empire. She was the wife of Kumara Kampana,

the son of the Vijayanagara king Bukka Raya I. She wrote

the Sanskrit epic poem Madhura Vijayam, which chronicles
the victory of her husband over the Madurai Sultanate.
Important Tips - ~ |

Some of the literary works during the period of Vijayanagar

Empire apart from “Madura Vijayam” includes:

« Amuktamalyada (The Giver of Worn Garland)- This
epic poem tells the story of the marriage of the Hindu
god Vishnu and the Tamil Alvar poet Andal

c ‘Jambavati KalyananyY (The Wedding of Jambavati): A
piece that tells the story of the marriage of Jambavati, a
queen of Lord Krishna, emphasizing love and devotion.

« ‘Madalasa Charita’ (The Tale of Madalasa): An epic
that presents the life and virtues of Madalasa, a noble

| and virtuous queen. ,

c ‘Satyavadu Parinaya’ (The Marriage of Satyavati):
A play that delves into the theme of love and marital
bonds."
88,‘Tera Tali’ is the folk dance of:,Kerala,Rajasthan,Madhya Pradesh,Tamil Nadu,"U.P.P.C.S, (Pre)",2000.0,b,"Exp) Option b is the correct answer.
The folk dance of ‘Tera Tali’ or ‘Terah Taali’ is performed
by the Kamada tribes of Rajasthan. It is a tribute to a local
folk hero, Baba Ramdev., The dancers tie 13 manjeeras (small .
metal cymbals) to different parts of their body and play them
in different ways."
89,Name the place where the Thyagaraja festival is regularly celebrated in the honour of composer Sri Thyagaraja?,Adyar,Thanjavur,Mamallapuram,Udipi,U.P.P.C.S.(Pre),2000.0,b,"Exp) Option b is the correct answer.
The Thyagaraja festival is an annual aradhana (a Sanskrit
term meaning act of glorifying God or a person) of Telugu
saint composer Tyagaraja. He was one of the most influential
composers of Carnatic music and is regarded as one of the
trinity of Carnatic music. The music festival is observed in
the states of Andhra Pradesh, Karnataka and Tamil Nadu,
primarily in Tiruvaiyaru in Thanjavur district of Tamilnadu,
the place where Tyagaraja attained Jeeva Samadhi.

The festival is held every year on the anniversary of the

demise of the saint, which is on Pushya Bahula Panchami day

(the fifth day of the waning moon in the Hindu lunar month
of Pushya). The festival attracts thousands of musicians
and devotees who pay homage to Tyagaraja by singing his
compositions and offering prayers at his memorial.
fo Important Tips

| Trinity of Carnatic music:

« The Trinity of Carnatic music, also known as the Three
Jewels of Carnatic Music, refers to the outstanding trio
of composer-musicians of Carnatic music in the 18th
century — Tyagaraja, Muthuswami Dikshitar, and
Syama Sastri.

« Tyagaraja (1767-1847) is regarded as the greatest
composer of Carnatic music and one of the most prolific
composers in the history of music. He composed over
24,000 songs, mostly in Telugu and Sanskrit, in praise
of Lord Rama.

» Muthuswami Dikshitar (1775-1835) was a master
of Sanskrit and a scholar of Vedanta, astrology, and |
music. He composed over 500 songs, mostly in Sanskrit
and Manipravalam (a mixture of Tamil and Sanskrit), |
using the signature Guruguha.

« Syama Sastri (1762-1827) was a devotee of Goddess
Kamakshi and a master of Jaya (rhythm). He composed
over 300 songs, mostly in Telugu and Sanskrit, using
the signature Syama Krishna"
90,"Which of the following sources mention the occurrence of the third Buddhist Council during the reign of Ashoka:
1.Inscriptions of Ashoka
2.Dipavamsa
3.Mahavamsa
4.Divyavadana
Select the correct answer using the codesgiven below:",1 and 2,2 and 3,3 and 4,1 and 4,U.P.P.C.S.(Pre),1999.0,b,"Exp) Option b is the correct answer.

The Dipavamsa and Mahavamsa both affirm the occurrence
of the third Buddhist Council during Ashoka’s rule. The
third Buddhist Council was held in 250 BCE at Pataliputra
in India, during the reign of the Mauryan emperor Ashoka.
The council was presided over by Moggaliputta Tissa, and
its main purpose was to purify Buddhism from heretical
sects and practices. The council also compiled a definitive
version of the Buddhist canon.

« Dipavamsa: The Dipavamsa, Sri Lanka's earliest
historical account, compiled around the 3rd to 4th
century CE, along with Mahavamsa, narrates ancient
history of Sri Lanka and India. As a notable work in
Buddhist and Pali literature, it highlights Buddha’s
visits, Tooth Relic’s arrival, doctrine’s spread, and

Vijaya’s arrival. Authored by monks or nuns from
Anuradhapura Maha Viharaya, it omits Buddha’s visit

to Sri Pada. i

| « Mahavamsa: The Mahavamsa, a meticulously preserved |
historical chronicle of Sri Lanka until] Mahasena’s era,
is an epic poem in Pali. Covering legendary origins
to Mahasena’s reign, it was composed by a monk in
Anuradhapura around the 5th century CE. In 2023,
the Mahavamsa was listed an item of documentary
heritage on the UNESCO’s Memory of the World
International Register.

© Divyavadena: The Divyivadine, o Santkra anthology,
Douses secleat Buddhist evadane tales, poteattally
from the 2nd cestury CE. kt features the Buddhas
aarrating how past actons shape preseat bares. A
eigoificant theme bighlights the merits of offering
to enlightened beings ov holy sites, The anthology
incledes 38 tories, ouch as the well-known
Adekivadina. Translated by scholars like foha Strong
and edited by PL. Vaidya, it excompacace stortes
Ube Redréynnc-aveding expleloing the Boddbad
Ufastration gift to King Redreyans,"
91,Whose court was embellished by 'Jaydev'composer of Geet Govind?,Dharmapala,Devpala,Vijayasen,Lakshmana Sen,U.P.B.C.S.(Pre),1999.0,d,"Exp) Option d le the correct answer.
Joyedeva was e L2th-century Sanskrit pot ead musician who
composed the Gite Goriods. It 110 byrical poem that celebrates
the love of Krishna and Radha. Jayadeva was court poet of
Lokshranma Sen, the king of Bengal, who ruled from 1178
to 1206 CB. Lekshmana Sem wes the last ruler of the Sena
dynasty, which waa foanded by his grandfather Vijeyesens La
the 11th century CB, Lekshmens Sen wos e peteon of arts and
Merature, and he eepported many poets end echolere, each
#c Unsepat! Dhare, Dhoyl, Govardhans, and Halayudha. He
alco bail several temples end sconesteries In his kingdom.
He wee defeoted by Muhommed bin Bakbttyar Khiljl, «
Turkish general of the Delhl Sakanste, lo 1204 C2,"
92,Anwar-e-Suhaili is a translation of:,Panchtanira,Mahabharata,Ramayan,Sur Sagar,U.P.P.C.S.(Pre),1999.0,a,"Exp) Option o Ls the correct answee,
‘The book ‘Aawane-Suhalli’ & the transition of Sanshrit
text ‘Penchatentre’ lato Percion leogeage. During the reign
of Sulteo Mussala Mirza, this folklore wee Urandiated by
tulle Wels Hussain Keshftb ood this translation was given
the Ute of “Aewar-e-Sahaill Aner Aaware-Subaill, this
fothfore was trensleted by Abul Fes! tz the reign of Akbar
deriving @ title of “Ayas-e-Danlh” which We considered
a4 the most recent and aeost reievant treasletion of the
Penchatentra.
Tmporteat Tipe
Abo! Fas! Allesb
@ Abul Fer! Alla! ts the cost significant histoslen of the
time of the Mughele.
«He was killed to 1602 a1 Jahangie’s order,
+ He was born around 1550
«He played key role tn shaping Akber‘t religtows beliefs
and policies,"
93,"The protagonist of the Play
‘Malvikagnimitra, written by Kalidasa is-",Pushyamitra Shunga,Gautamiputra Satakarni,Agnimitra,Chandragupta-II,[U.P.P.C.S.(Pre),1998.0,c,"Exp) Option c la the correct snrwez,
Agaimiten was the second hing of the Shunga dynasty, who
ruled ever northern India im the 20d century BCE. He was
also the protagonist of the play Malavikagnlenitram. The play
ip a romantic comedy that Cepicts the love alfels of Agnimitre
with Malsvike, @ beatiful maldservant whe was actusliz,
6 princess in disguise, The play slso portrays the political

apd ailktary conflicts of Agntrnitra with bis stvala, euch os
‘Videebbe end Yavene, The play is considered 8 one of the
cartiest examples of <lacatcal Sanskrit drame and it showcases:
Kolidase’s mastery of language, portry, and humoc."
94,‘Karagam’ a religious folk dance isassociated with:,Tamil Nadu,Kerla,Andhra Pradesh,Karnataka,U.P.P.C.S.(Pre),1998.0,a,"Exp) Option a le the correct anewer.
Keragems be 0 fotk dance performed le the Temi] Node,
Iadle. B ls believed thet Keragamn originated in Thanjever,
c village Us TamU Nade, The villegers pesfora thus dance
Un praise of the cain goddess Mari Amman and the river
goddess Gangal Amman es @ part of thelr cusiom. The
performers balance 3 water pet om thels head and dasce to
the accompaniment of musk and songs."
95,Which one of the following is not includedin ‘Prasthan trayi’?,Bhagavata,Bhagavad Gita,Brahma Sutra,Upanishad,U.P.P.C.S.(Pre),1997.0,a,"Brp) Optice e ts the correct answer,
Bhogevad Gta, the Srahme Satre, the Mubys Upenlsbads
are known collectively a¢ the Prasthea usyl, These three
books provide » foundation for mnsjor laftuentiel monlstic
schools of Hinduism, They are authoritative and prireary
sources thet teach the encans to ertre for salvation, Hence,
Bhegevate Ls aot the part of Prasthon treyl"
96,Which one of the following pairs is not correctly matched?,Ravi Kirti - Pulakeshin II,Bhavabhuti - Yasovarman of Kannauj,Harisena - Harsha,Dandi - Narasimha Varman,U.P.P.C.S.(Pre),1997.0,c,"Bsp) Option c le the correct snewer,
Herteene was mot the court poet of Hersha, but of
Samvdregepta, the Gupta emperor. Hershs's cowrt poct was
Banabhotte, He wrote ibe biographical work Harshecharite
and the romantic povel Kedsendart.
Lm portent Tips
© Mavi Kirt! was the court pect of Pulakechia 31, the
Chetukya king. He composed the Aibole inscription,
which praises Pulakeshlas conquests snd echievements.
c Bhovebbatt was the coast poet of Yesovarmas of
Kanees), the Varman hing He wrote several Seenkstt
Plays, such o¢ Maletimedhavs sod Utureremechatia,
He also partictpated in « religions assembly orgentzed
by Harebe at Kenseoj
4 Dandi wae the coust port of Nesesimba Verman,
the Pallava king. He wrote the famous Senskrit
proce romance Dashakumaracharite and the trestice
oa portics Kevysdariba He also witnesecd the
construction of the Shore Temple al Mababslipurem by
Narasimbe Varrmon"
97,"Match list-l with List-II and select the correct answer using the codes given below the lists:
A.Ziyauddin Siraj 1.Tarikh-i-Mubarakshahi
B.Hasan Nizami    2.Tabqat-i-Nasiri
C.Minhaj-us-Siraj 3.Tarikh-i-Firozshahi
D.Yahia-bin-Ahmad 4.Taj-ul-Maasiri
                  5.Tabaqat-i-Akbari
Code:

ABCD",l 2 3 4,3 4 5 1,5 3 4 2,3 4 2 1,U.P.P.C.S.(Pre),1997.0,d,"Rup) Option 4 is tha correct answer.
‘The correct aaswes 9 A-3,B-4,C-2,D-1
Patwe-b-Jabondari and Tarikb-i-Flrosshebl are the two
most valushle works written by Ziaeddia Baranl. Fatwa-
L-Johandart ls @ treatise on political thought and etatectaht.
Rt ls considered one of the most Important works of polkkal
philosophy te the Ladlen eubcontinent Tarikh-1-Piroashab!
tae history of the Delbl Sultanate, from the reign of Alacddia
Kbaljt to the reign of Pirus Shab Tughtug, Its 0 valuable

source of information on the political, social, and cultural
history of the Delhi Sultanate.

Taj-ul-Maasir was composed by Hasan Nizami in the
Turkish language. Taj-ul-Maasir is the first official history
of the Delhi Sultanate.

Minhaj-i- Siraj was a 13th century Persian Historian. He
wrote the history of the Islamic world known as Tabaqat-i
Nasiri.

The Tarikh-i-Mubarakshahi is written by Yahiya Bin
Ahmad Bin Abdullah Sirhindi was in Persian. It provides
valuable information about the Sayyid rulers of Delhi."
