q_no,q_statement,a,b,c,d,exam,year,correct_option,explanation
75,Whe among the following rulers issued some coins with figures of Rama and Sita and Devanagari legend ‘Rama-Siya?,Bhoja,Siddharaja Jayasimha,Zain-ul-Abidin,Akbar,U.P.P.C.S (Mains),2011,d,"Exp) Option d Je the correct answer.
During his reign, Akbar Issued coins featuring the figures
of Lord Rama and Sita along with the Devanagari legend
‘Rema-Slys', This numismatic representation of Hindv
deities and use of Devanagari script on coins demonstrated
Akbar’s policy of religious tolerance and inclusivity, aimed
at fostering harmony smong diverse communities within Als
empire."
76,Who among the following was the founder of the independent Kingdom of Hyderabad?,Qamaruddin Khan,Muhammad Amin Khan,Asad Khan,Chin Qilich Khan,U.P.P.C.S. (Mains),2011,d,"Exp) Option d is the correct snswer,
Hyderabad wos founded as an independent state by Nizens-
al-Mulk Acaf Jes or Chin-Qulich Khan (birth neme) in
1724 AD. He was one of the most powerful members of
the court of the Mughal Emperor Parcukh Styar. He was
entrusted flest with the governorship of Awadh, end later
given charge of the Deccan."
77,Which Mughal Emperor abolished the Persian Court Custom of Sijda which was begun by Balban?,Akbar,Jahangir,Shah Jahan,Aurangzeb,U.P. P.C.S. (Mains),2010,c,"Exp) Option clo the correct answer,
The Mughal emperor who abolished the Persian court
custom of ‘Sijde’ was Sheh Jahan. The custom of ‘Sijda’ was
& practice of prostration before the ruler. It was a Persian
custom that was introduced to India by Belben, the second
Sulten of Delhi. The custom was abolished in the 57th
century."
78,"During which one of the following battles, did Babur declare ‘Jihad’?",Battle of Panipat,Battle of Khanwa,Battle of Chanderi,None of the above,U.P.P.C.S. (Mains),2009,b,"Exp) Option b is the correct answer.
Ja 1527, Babur ordered  Jehad/Jihad against Rajpate at
the battle of Khanwa. He declared the forthcoming batile
a Johad as his soldiers were facing @ non-Masiim army for
the first tloie ever. He said, this was their chance to become

either a Ghazi (soldier of Islam) or a Shaheed (Martyr of
Islam). He adopted the title of Ghazi after the victory."
79,Which medieval ruler introduced the system of “patta” and “qabuliyat” to help the peasants?,Alauddin Khalji,Muhammad-Bin-Tughluq,Sher Shah,Akbar,U.P.P.C.S. (Mains),2009,c,"Exp) Option c is the correct answer.

Sher Shah Suri introduced the system of patta and
qabuliyat to help the peasants. Patta is a document that
gave the peasants ownership of the land they cultivated.
Qabuliyat is a document that was signed by the peasants,
agreeing to pay the land revenue to the government. This
system helped to protect the peasants from exploitation by
the government officials and intermediaries. It also gave
the peasants a sense of security and encouraged them to
improve their land."
80,Who among the following emperors may be called “an enlightened despot”?,Babur,Humayun,Akbar,Aurangzeb,U.P.P.C.S. (Mains),2009,c,"Exp) Option c is the correct answer.

Akbar can be called an “enlightened despot” Akbar
was the third Mughal emperor of India and ruled from
1556 to 1605. He is known for his policies of religious
tolerance, administrative reforms, and promotion of arts
and culture. Akbar sought to create a more inclusive and
centralized empire by implementing policies that aimed at
integrating various religious and cultural communities into
his administration.

He abolished the jizya tax on non-Muslims, allowed Hindus to
hold high administrative positions, and encouraged interfaith
dialogue. These measures earned him the reputation of an
“enlightened despot” who ruled with benevolence and
open-mindedness, focusing on the welfare of his subjects
regardless of their religious backgrounds."
81,With which Mughal General did Shivaji sign the Treaty of Purandar is 1665?,Diler Khan,Jai Singh,Jaswant Singh,Shaista Khan,U.P.P.C.S. (Mains),2069,b,"Exp) Option b is the correct answer

The Treaty of Purandar in 1665 was signed between Shivaji
and Mughal General Raja Jai Singh I. Due to the attacks
on Shaista Khan and Surat, Aurangzeb dispatched Raja Jai
Singh I with an army to defeat Shivaji. After facing pressure
from Jai Singh’s forces and being on the brink of losing his
forts, Shivaji agreed to the treaty. The treaty stipulated that
Shivaji would surrender 23 forts, retain 12 for himself,
pay 400,000 gold hun compensation to the Mughals, and
become a vassal of the Mughal empire. Additionally,
Shivaji’s son Sambhaji was to serve the Mughals with 5,000
horsemen in the Deccan."
82,Saint Ramdas is associated with the period of rule of:,Akbar,Jahangir,Shah Jahan,Aurangzeb,"U.P.P.C.S, (Maina)",2009,d,"Exp) Option d is the correct answer

Saint Ramdas was active in the late 17th century (1608-
1681), which coincided with Aurangzeb’s reign (1658-
1707) inthe Mughal Empire. His teachings and contributions
to spirituality and social upliftment were prominent during
the time of Aurangzeb’s rule.

Important Tips

Other facts about Ramdas:

| © Samarth Ramdas (1608 ~ 1681) was an eminent Indian
saint, poet, and philosopher devoted to Lord Rama
and Hanuman.

j « Born in Maharashtra, he left his wedding and
embarked on a spiritual journey, spending years in
meditation and asceticism.

* He championed Bhakti Yoga, praising physical |
strength and knowledge alongside devotion.

+ Ramdas advocated social engagement, supported
women’s participation in religious roles, and aimed to
revive Hindu culture amid foreign occupation.

: ¢ His literary works include Dasbodh, expressing his
Dvaita philosophy and fastering unity."
83,Who among the following was appointed as a physician in the Mughal service?,Bernier,Coreri,Manucci,Tavernier,"U.P.P.C.S, (Spl) (Mains)",2008,c,"Exp) Option c is the correct answer.

Manucci was an Italian physician who traveled to India in

the 17th century. He was appointed as a physician in the

Mughal service, and he served under the emperors Shah

Jahan and Aurangzeb. He wrote a detailed account of his

travels in India, which is known as the Storia do Mogor

(Mogul India).

Important Tips

Francois Bernier (1620-1688), a French physician

and traveler, spent 12 years in India (1658-1670). His

1684 work, “Nouvelle division de la terre,” is the earliest

published classification of human races. “Travels in the

Mughal Empire” chronicles Dara Shikoh and Aurangzeb’s

reigns through Bernier’s observations and courtiers’

insights. Bernier also abridged and translated Pierre

Gassendi’s philosophy.

| Giovanni Francesco Gemelli Careri (1651-1725), an |

; Italian adventurer, traveled the world for pleasure, |

covering 60,000 leagues in six voyages, including a visit

to India. His notable work “Giro Del Mondo” detailed his
global journey, including his observations in India during
the reign of Aurangzeb, offering valuable insights into

, various topics, from natural productions to state maxims..

Jean-Baptiste Tavernier (1605-1689), a French gem

merchant and traveler, undertook six voyages to

Persia and India between 1630 and 1668, covering

60,000 leagues. His notable discovery was the 116-carat

Tavernier Blue diamond, sold to Louis XIV in 1668. His

keen observations and anthropological insights made his

work influential, translated into multiple languages"
84,"Sayana, the famous commentator of the Vedic texts was patronized by-",Paramara rulers,Satavahana rulers,Vijayanagara rulers,Vakataka rulers,U.P.P.C.S. (Mains),2008,c,"Exp) Option c is the correct answer.

Sayana, a Sanskrit Mimamsa scholar from the Vijayanagara

Empire in South India, near modern-day Bellary, Karnataka,

was an influential person who wrote commentaries on the

Vedas, the Upanishads, and the Bhagavad Gita. He thrived

during the reign of King Bukka Raya I and his successor
Harihara II, who provided him with patronage and support
in his scholarly endeavors."
85,Who among the following was the first Nawab of Oudh?,Asaf-ud-Daula,Saadat Khan,Shuja-ud-Daula,Safdarjung,UPPCS (Spl) (Mains),2008,b,"Exp) Option b is the correct answer.
Saadat Ali Khan I was the first Nawab of Awadh who laid
the foundation of that state. He is also known as Saadat
Khan Burhan-ul-Mulk. He was appointed as Subadar
Nawab (Governor) of Awadh in 1722 by Mughal Emperor
Muhammad shah. He created the independent state of Awadh.
However, such independent states like Awadh continued
to maintain ties with the Mughals and acknowledged and
accepted the Mughal emperor's supreme authority."
86,Who among the following shifted the capital of the Empire from Agra to Delhi?,Akbar,Jahangir,Shah Jahan,Aurangzeb,U.P.P.C.S. (Spl) (Mains),2008,c,"Exp) Option c is the correct answer.
Shah Jahan shifted the capital of the Mughal Empire from
Agra to Deihi in 1638. Tle built the Red Fort in Delhi as
his new capital. The Red Vort is a UNESCO World Heritage
Site and it is one of the most iconic buildings in India. Shah
Jahan’s decision to shiti the capital from Agra to Delhi was
motivated by several factors. First, he wanted to be closer to
the center of his empire. Second, he wanted to build a new
capital that would be more impressive than Agra. Third, he
wanted to be closer to his spiritual advisor, the Sufi saint
Shaikh Salim Chisti.
Fourth, to reduce corruption among the nobles."
87,Ruins of which of the following represent the old capital of Vijayanagara?,Ahmadnagar,Bijapur,Golconda,Hampi,U.P.P.C.S. (Mains),2008,d,"Exp) Option d is the correct answer.
The ruins at Hampi represent the remains of the
Vijayanagara empire, established in 1336 by Harihara I
and his brother Bukka Raya I. The empire met its demise
in the Battle of ‘Talikota in 1565. It is a UNESCO World
Heritage Site. Hampi’s ruins came to light in 1800, thanks
to the efforts of Cetonel Colin Mackenzie, an engineer and
antiquarian employed by the English Fast India Company.
He created the first survey map of the site, drawing on
information provided by priests of the Virnpaksha temple
and the shrine of Pampadevi. Subsequently, photographers
began documenting the monuments from 1856, aiding
scholarly study. Epigraphists started collecting inscriptions
from Haimpi and other teinples as carly as 1836.
Important Tips |
Hampi in Karnataka, a UNESCO site, was once a thriving |
city by the river. It was capital of Vijayanagara Empire in
14th century, later turning into ruins due to invasions,
Still, it’s praised for its grand architecture, with over
1600 structures like temples and forts spread across 41 sq |
km. Some of the most important monuments in Hampi
include:
» Virupaksha Temple |
| e the Hampi Bazaar |
je the Lotus Mahal |
« the Royal Enclosure |
—--- ee ew eee es a eed
Dries sey El

| e Achutya Raya’s ‘Tempte
i» Mahanavami Dibbha
| o azara Rama Temple
fo Palace of Vira Warihara"
88,"Maharaja Sawai Jai Singh (Jai Singh-II) established the astronomical observatory at which of the following sites? 
1. Delhi
2. Jaipur
3. Ujjain
4. Varanasi
Code:",1 and 2,1 and 3,"2 and 3 ,","1, 2, 3, and 4","U.P.P.C.S, (Mains)",2007,d,"Exp) Option d is the correct answer.
Sawai Jai Singh I], Maharaja of Amber and Jaipur, constructed
five observatories in the second quarter of the cighteenth
century in the north Indian cities of Shahjahanabad (Delhi),
Jaipur, Ujjain, Mathura, and Varanasi.
Iinportant Tips

Jantar Mantar:

e “Jantar Mantar” means “instruments for measuring
the harmony of the heavens”.

« The primary purpose of the observatory was to
compile astronomical tables, and to predict the
times and movements of the sun, moon and planets,

| e The Ram Yantra, the Samrat Yantra, the Jai Prakash

: Yantra and the Misra Yantra, etc are the distinct
instruments of Jantar Mantar."
89,Which one of the following places was called “Shiraz of India”?,Agra,Allahabad,Jaunpur,Lucknow,U.P.P.C.S. (Mains),2005,c,"Exp) Option c is the correct answer

Jaunpur, presently located in Indian state of Uttar Pradesh

was called the “Shiraz of India” due to its cultural and

architectural parallels with the city of Shiraz in Lran.

Jaunpur was founded by Sultan Feroz Shah Tughlaq in 1358.

It became a significant center of learning and culture, home

to exquisile mosques and tombs. Positioned on inajor trade

routes, Jaunpur held cultural and economic importance, just

like Shiraz."
90,The Mughal Emperor who prohibited the use of tobacco was-,Akbar,Babur,Jahangir,Aurangzeb,U.P.P.C.S. (Mains),2005,c,"Exp) Option c is the correct answer.

‘Tobacco use became widespread in the Mughal empire by

1617. To protect the health of his people and control the

habit, Emperor Jahangir issued a decree forbidding the

smoking of tobacco. This was an attempt to regulate and

curtail the use of tobacco, which had become popular among

both the nobility and the common people."
91,Shivaji defeated the Mughals in the battle of-,Purandar,Raigarh,Salher,Shivner,U.P.P.C.S. (Mains),2005,c,"Exp) Option ¢ is the correct answer.

Shivaji defeated the Mughals in the battle of Sather in 1672

CE. The battle was fought near the fort of Salher in the

Nashik district. The result was a decisive victory for the

Marathas. This battle is considered particularly significant

as il is the first pitched battle in which the Mughal Empire

lost to the Marathas.

Important Tips

In the year 1671, Chhatrapati Shivaji decided to eradicate

the Mughal presence from the Baglan region. For this

purpose, he assembled a force of 20,000 under the
command of Moropant pingle and Prataprao Gujar. He |

later adopted the title of Chhatrapati in 1672."
92,"Arrange the following in the correct chronological order: 
1, Chhatrapati Shahuji
2. Rajaram
3. Sambhaji
4, Shivaji-II
Select the correct answer from the codes given below:",3 2 1 4,3 2 4 1,2 3 1 4,1 2 3 4,U.P.P.C.S. (Mains),2005,b,"Exp) Option b is the correct answer.
Correct order of Maratha Kings is: Sambhaji (1681-89) -
Rajaram (1689-1700) - Shivaji-IT (1700-12) ~ Shahu (1707-
49)

Important Tips

« Sambhaji (1681-89): He was the second Chhatrapati
of the Maratha Empire and the eldest son of Shivaji
Maharaj. He was captured on 1 February 1689 by |

the Mughals. ‘he subsequent rescue attempt by the :
Marathas was repelled on 11 March. He was tortured
and executed in Aurangzeb’s camp on 11 March, 1689. |
¢ Rajaram (1689-1700); He was the younger son of
the first Maratha Chhatrapati Shivaji and took over
the Maratha Empire as its third Chhatrapati after his
brother's death Sambhaji at the hands of the Mughal
emperor, Aurangzeb in 1689.

+ Shivaji-1] (1700-12): He was known as Shivaji
Bhonsle UH of the Maratha Empire. He was the son of
the Rajaram and his wife Tarabai. Later, he became
the Shivaji Bhonsle I of Kolhapur, the first king of

Kolhapur, |

'« Shahu (1707-49): He was the fifth Chhatrapati of the
Maratha Empire founded by his grandfather, Shivaji I. |
He was the son of Sambhaji. At a young age, he was
taken into custody at the siege of Raigad by Mughal
emperor Aurangzeb, and held captive by the Mughals."
93,Theruler of Mewar who was defeated in the Battle of Khanwa by Babur in 1527 was-,Rana Pratap,Man Singh,Sawai Uday Singh,Rana Sanga,U.P.P.C.S. (Mains),2004,d,"Exp) Option d is the correct answer.

Rana Sanga was the ruler of Mewar who was defeated in the

Battle of Khanwa by Babur in 1527.

| Important Tips |

‘+ Sangram Singh I, also known as Rana Sanga, was a ,
Sisodia dynasty ruler.

« He ruled over sections of Rajasthan, Gujarat, and
Madhya Pradesh.

° Chittor served as his capital.

¢ Babur, called him the “greatest Indian monarch” of the
period."
94,Name the pair which is not correctly matched:,Baz Bahadur: Malwa,Qutb Shah : Golconda,Sultan Muzaffar Shah : Gujarat,Yusuf Adil Shah : Ahmadnagar,U.PP.C.S. (Pre),2004,d,"Exp) Option d is the correct answer

In 1489, Yusuf Adil Shah declared his independence
from the Bahmani Sultanate, establishing the Adil Shahi
dynasty. This dynasty held sway over the Sultanate of
Bijapur in the Deccan region. Ahmadnagar was ruled by
the Nizam Shahi dynasty.

| Important Tips
« Bayezid Baz Bahadur Khan, the last Sultan of
i Malwa Sultanate, reigned from 1555 to 1562. He was
infatuated with the Hindu shepherdess Roopmati and
neglected his kingdom. Mughals defeated him in 1561,
capturing Roopmati. Later, he surrendered to Akbar in
1570 and joined his service.
© Muhammad Quli Qutb Shah, the fifth Sultan of
the Qutb Shahi dynasty of Golconda, founded
Muhammad Nagar (Hyderabad) and built the iconic
Charminar. A skilled administrator, he ruled for 31
years after ascending the throne at 15 in 1580.
¢ Muzaffar Shah I, founder of the Muzaffarid dynasty,
ruled Gujarat Sultanate from 1391 to 1403 and 1404 |
- to FALL. He declared independence during Delhi —
Sultanate chaos after Timur’s invasion and was briefly
deposed by his son Tatar Khan."
95,A group of eunuchs and ladies dominated in the Government under-,Muhammad Shah (1719-48),Ahmad Shah (1748-54),Alamgir (1754-59),Shah Alam II (1759-1806),U.P.P.C.S. (Mains),2004,b,"Exp) Option b is the correct answer.
Ahmad Shah (1748-54) was an illiterate and indulging in
sensual pursuits. He used to spend time with women and
eunuchs for wecks. As a result, a group of eunuchs and
ladies dominated during his reign. He entrusted the task
of running the state to the queen mother Udham Bai and
powerful eunuch Javid Khan, who dominated the affairs of
the state. Afghan chief Ahmad Shah Abdali invaded Delhi
twice in 1749 and 1752 during his reign."
96,"In Mughal era, Duty of Mir Bakshi was:",Charged Tax from farmers,Maintaining accounts of income and Expenses,Justice,Supervisions of land revenue officials,U.P.P.C.S. (Spl) (Pre),2004,d,"Exp) Option d is the correct answer.
Mir Bakhshi, head of the military department and an
imperial minister, in Mughal Empire, held a significant role in
the administration. While his primary focus was on military
matters, he also undertook administrative responsibilities
such as overseeing land revenue officials and ensuring
proper organization in various administrative units."
97,"Two of the following states, which Aurangzeb had conquered in Deccan, were:",Ahmadnagar and Bijapur,Bidar and Bijapur,Bijapur and Golconda,Golconda and Ahmednagar,U.P.P.C.S. (Pre),2004,c,"Exp) Option c is the correct answer
Aurangzeb conquered Bijapur and Golconda in 1686 and
1687 respectively. He successfully defeated Sikandar Shah of
Bijapur and annexed his kingdom. Subsequently, Aurangzeb
proceeded against Golconda and dismantled the Kutb
Shahi dynasty, annexing the territory as well. However,
these conquests turned out to be a political blunder, as
they removed the barrier between the Mughals and the
Marathas, leading to a direct confrontation between the
two powers."
98,The first matrimonial alliance with the Rajputs was established by Akbar with the house of:,Bundelas,Kachhwahas,Rathores,Sisodias,U.P.P.C.S. (Pre),2004,b,"Exp) Option b is the correct answer.
The first matrimonial alliance with the Rajputs was
established by Akbar with the house of Kachhwahas. The
Kachhwahas were a Rajput clan that ruled over Amber (later
Jaipur) and its surrounding regions in Rajasthan. Akbar
married the daughter of Raja Bharmal of Amber, Hira

Kunwari (alse known as Mariam-uz-Zamani), in 1562. This
was the first of many marriages that Akbar contracted with
various Rajput princesses, as part of his policy of diplomacy
and iniegration"
99,"Arrange the following in the chronological
order of their rule:
1. Bajirao
2. Balaji Bajirao
3. Balaji Vishwanath
4, Madhavrao
Select the correct answer using the codes given below.","4,3,1,2","1,2,3,4","3,1,2,4","2,1,4,3",U.P.P.C.S. (Spl) (Mains),2004,c,"Exp) Option c is the correct answer,

The names written in the options are the Peshwas of Maratha
Empire. Correct order of their rule is Balaji Vishwanath -
Rajirao - Balaji Bajirao - Madhavrao

Balaji Viswanath (1713-1720): He was the first of a series
of hereditary Peshwas hailing from the Bhat family who
gained effective control of the Maratha Empire and the
Mughal! vassals of the Marathas during the carly 18th century.
Hatirao 1 (1720-1740): After Balaji Viswanath, his son Baji
Rao | was appointed Peshwa in 1720 by Shahu. Bafi Rao
enhanced the power and prestige of the Maratha Empire by
defeating the Nizam of Hyderabad, the Rajput Goveraor af
Malwa and the Governor of Gujarat.

Balaji Baji Rao (1740-1761): Balaji Baji Rao succeeded as
ihe Peshwa after the death of his father Baji Rav. Known as
Wana Sahib, he proved to be a good administrator and an
experi in handling financial matters.

Madhavrao (1761-72): Peshwa Madhavrao Bhat [ was the
Sth Peshwa of the Maratha Empire, who played a crucial role
in reviving -Maratha supremacy following the disastrous
third battle of Panipat in 1761."
100,Whatis the modern name of Hoysaleshvara’s ancient capital of Dwarasamudra?,Sringeri,Belur,Halebid,Somnathpur,U.P.P.C.S. (Mains),2003,c,"Exp) Option cis the correct answer

Dwarasamudra was the ancient capital of the Hoysala
“Empire, and if was later renamed Halebid. The city is
lecated in the Hassan district of Karnataka, and it is home
Lo save of the most beautiful Hoysala temples, including the
Moysaleswara Templie and the Kedareshwara Temple.
Important Tips |
_ Sringeri is a town in the Chikmagalur district of |
| Kaxnataka, and it is famous for its Shankaracharya Mutt. |
| Belur is another town in the Hassan district of Karnataka, |
| and it is home (o the Chennakeshava Temple, one of the

i most famous Uloysala temples. The temple is dedicated

| to Lord Vishun known as Chennakesava, which means |
| fveantifu. (cheana) Vishnu (Keshava).

| Sommaihpur is a village in the Hassan district of |
; Karnataka, and it is home to the Chennakeshava Temple. |"
101,"Arrange the following events of Akbar’s regime in thetr chronological order:
1. Abolition of Jizya
2. Construction of Ibadat Khana
3. Singing of Mahzar
4. Foundation of Din-i-Hahi
Select the correct answer from the codes given below:","1,2,3,4","2,3,4,1","1,3,2,4","3,4,1,2",U.P.P.C.S. (Mains),2003,a,"Exp) Option a is the correct answer,

Abeiition of Jizya: Akbar abolished the Jizya tax in 1564,
wach was a tax imposed on non-Muslims by previous
Musiin. rulers. He did this as a gesture of goodwill and
respect for his non-Muslim subjects, especially the Hindus.
Construction of Ybadat Khana: Akbar built a hail of worship
oy Loadat Khana at his new capital Fatchpur Sikri in 1575.
lie invited scholars and leaders of various religions, such as
Rigid

Islam, Hinduism, Jainism, Zoroastrianism, Christianity, and
Sikhism, to debate and discuss their doctrines and beliefs
before him.
Singing of Mahzar: Akbar issued a decree or Mahzar in
1579, which declared him as the supreme arbiter of justice
and religious matters in his empire. He claimed that he had
the authority to interpret the Islamic law or Sharia according
to bis own judgement, and chat he could overrule the
opinions of the Muslin clerics or Ulema.
Foundation of Din-i-Iahi: Akbar founded a new religion or
Din-i-Dlahi in 1582, which was a synthesis of various faiths
and philosophies, He tried to create a universal religion that
would appeal to all his subjects and sromote harmony and
peace among thein."
102,Who among the following had ordered that a man should marry only one wife and could marry another only when the first wife was barren?,Alauddin Khalji,Sher Shah,Akbar,None of the above,U.P.P.C.S. (Mains),2006,c,"Exp) Option ¢ is the correct answer.
One of the social reforms that Akbar implemented was
related to marriage. He had ordered that a man should
marry only one wife and could marry another only when
the first wife became barren. This was a way of limiting
polygamy and ensuring the rights and dignity of women in
his realm, He also tried to promote the social harmony by
encouraging intermarriage between Muslims and Hindus,
especially Rajputs, and gave high positions to many Hindu
nobles in his court. Widow remarriage was also legalized
by Akbar. Akbar was opposed to second marriage (having
two wives at the same time) unless the first wife was barren.
Akbar raised the marriage age to 14 for girls and 16 for boys."
103,The Jain monk who stayed for a few years in the Court of Akbar and was honoured with the title of Jagadguru was-,Hemachandra,Hari Vijay Suri,Jinasena,Umaswati,U.P.P.C.S. (Mains),2002,b,"Exp) Option b is the correct auswer.
Hari Vijay Suri was a high priest of the Tapa Gaccha monastic
order, following the Jain Svetambara tradition. He is known
for propounding the fain philosophy to Mughal Emperor
Akbar and turning him towards vegetarianism. In 1582, he
was invited by Akbar to visit his court at Fatehpur Sikri,
where he stayed for about three years. He impressed Akbar
with his knowledge, eloguence, and charisma, and engaged
in religious debates with other scholars and theologians. He
also presented Akbar with a copy of the Kalpa Sutra, a sacred
Jain text, which was transiated into Persian by his disciple
Bhanuchandra.
Akbar honoured Mari Vijay Suri with the title of Jagadguru,
which means ‘world teacher. He also gave him many gifts
and privileges, such as an elephant, a palanquin, a robe of
honour, and a grant of land. He also allowed him to build
Jain temples and install idols in his empire
| Iinportant Tips |
| Hari Vijay Suri influenced Akbar’s religious views and. |
policies in several ways, He convinced Akbar to adopt a |
policy of religious tolerance and harmony, known as Sulh- |
| i-Kul, which means ‘peace witn all. |
'e We alsa persuaded Akbar to issue orders prohibiting :
| animal slaughter and hunting en certain days, such as |
aeepee weap yal

Sri reece amemerennanenacnnummnrnrms nares SoG ge soe earcwama ane ae
¢ He also encouraged Akbar to abstain from meat and |
alcohol on some occasions, and to adopt a vegetarian |
diet for six months
LT... cee enn tne en eo tn a tee fe nee ees freee tenes oo"
104,Who re-imposed Jizya?,Akbar,Aurangzeb,Jahangir,Humayun,U.P.P.C.S. (Pre),2002,b,"Exp) Option b is the correct answer
Jizya is a tax that was imposed on non-Muslim subjects
of a Muslim state. In India, it was first imposed by Qutb-
ud-din Aibak and was known as khuraj-o-jizya. It was
abolished by Akbar, the third Mughal emperor, in 1564.
However, it was re-imposed by Aurangzeb in 1679."
105,"Indian ruler, contemporary of Queen Elizabeth-I of England, was-",Akbar,Shah Tahan,Aurangzeb,Bahadur Shah,U.P.P.C.S. (Mains),2002,a,"Exp) Option a is the correct answer.
Akbar and Elizabeth I were contemporaries, but they never
met or communicated with each other directly. However,
they had some indirect contacts and influences through
trade and diplomacy. Akbar was interested in expanding his
trade with Europe, especially in spices, teatiles, and indigo.
He granted trading rights to various European companics,
such as the Portuguese, the Dutch, and the English. The
English East India Company was established in 1600 with
a royal charter frora Rlizabeth I, granting it the sole right to
trade with the East. The first English ships arrived in India
in 1608, during the last years of Akbar’s reign. They were
received by Akbar’s son and successor Jahangir, who allowed
them to establish a factory at Surat."
106,Which of the following Mughal Emperor wrote his autobiography in Persian?,Babur,Akbar,Jahangir,Aurangzeb,U.P.P.C.S.(Pre),2001,c,"Exp) Option c is the correct answer.
The “Tusuk-e-Jahangiri? or “Jahangirnama,’ is the
autobiographical account of Mughal Emperor Nur-ud-din
Muhammad Jahangir (1569-1627), written in Persian.
Like his ancestor Babur, Jahangir authored this work to
immortalize his reign, but it delves deeper, capturing his
artistic and political insights, family histary, and even details
about a hunting palace near Lahore. This autobiography
serves as a crucial historical source for understanding the
Mughal empire during Jahangir’s rule, shedding light on his
perspective and Mughal expansion into Bengal.
| Important Tips
Babar and Jahangir, both prominent Mughal Emperors,
| penned their own mernoirs. Babar titled his autobiography
| as ‘Babarnama, while Jahangir named his personal account
; Jahangirnama. Notaodly, Babar holds the distinction of
being the inaugural ruler of the Mughal Dynasty.
Be oe pee wa ey
| Mughal Histotical Author » Language -
Ruler | .. | Account/Book. -| i :
Babur Baburnama Babur Chagatai Turkic |
Humayun | Humayun-nama | [fumayun [ Persian |
| | Akbar Akbarnama Abul Fazl Persian |
Jahangir Jahangirnama Jahangir Persian 7
Shah Jahan | Shanjahanama Inayat Khan | Persian |
Aurangzeb | Ain i Akbart Abul Faz! Persian |"
107,Who had led a deputation of Banaras pandits before the Mughal emperor to seek the abolition of pilgrim tax on Benaras and Allahabad?,Haranth,Jagannath,Kavindracharya,Kavi Hariram,U.P.P.C.S. (Pre),2000,c,"Exp) Option c is the correct answer.
Kavindracharya was a 17th-cealury poci and scholar who
led a deputation of Banaras pandits before the Mughal
emperor Jahangir to seek the abolition of pilgrim tax on
Benaras and Allahabad. Yhe pilgrim tax was a tax that was
imposed on pilgrims who visited Genaras and Allahabad.
The tax was unpopular with the pilgrims and the pandits,
who argued that it was a violation of religious freedom.
Kavindracharya argued that the pilgrim tax was a burden
on the poor and that it discouraged people from visiting
Benaras and Allahabad. He also argued that the tax was not
necessary, as the Mughal Empire was already wealthy."
108,The lady poet who described the victorious expeditions of her husband in her werk ‘Madhura-Vijayai was:,Bharati,Ganga Devi,Varadambika,Vijjika,U.P.P.C.S. (Pre),2016,b,"Exp) Option b is the correct answer.
Ganga Devi was a l4th-century princess and poet of the
Vijayanagara Empire. She was the wife of Kumara Kampana,
the son of the Vijayanagara king Bukka Raya I. She wrote
the Sanskrit epic poem Madhura Vijayam, which chronicles
the victory of her husband over the Madurai Sultanate.
| Important Tips
| Some of the literary works during the pertod of Vijayanagar |
- Empire apart from “Madura Vijayam” includes: |
° Amuktamalyada (The Giver of Worn Garland)- ‘This |
epic poem tells the story of the marriage of the Hindu |
god Vishnu and the Tamil Alvar poet Andal i
| « ‘Jambavati Kalyanan’ (The Wedding of Jarabavati):
A piece that tells the story of the marriage of
| Jambavati, a queen of Lord Krishna, emphasizing love |
and devotion,
e ‘Madalasa Charita’ (The Tale of Madalasa): An epic
that presents the life and virtues of Madalasa, a noble
| and virtuous queen.
| + ‘Satyavadu Parinaya’ (The Marriage of Satyavati): |
, A play that delves into the theme of love and marital
bonds."
109,The concept of ‘Sulh-i-Kul (universal peace and fraternity) adopted by Akbar was the result of:,Political generosity,Religious tolerance,Liberal cultural attitude,All of the above,U.P.P.C.S. (Pre),1998,d,"Exp) Option d is the correct. answer,
Sulh-i-Kul means ‘universal peace’ or ‘peace with all’ and it
was a policy of religious tolerance and harmony devised by
Akbar and his court historian Abwl-Fazl % was iufluenced
by the Sufi mystic ideal of respecting all religions and sects
as paths to the same trath. Sulh-i-Ku!l was the result of
Akbar’s political generosity, religious tolerance, and liberal
cultural attitude.
| Important Tips \
je Akbar abolished the jizya (tax on non-Muslims) in
1564 and granted equal rights and privileges to people
of all faiths.
e Akbar also patronized various arts, sciences, and
| litcrature and encouraged inter-religious dialogue and
debate in his Ibadat Khana (House of Worship) at |
| Fatehpur Sikri.

» Akbar even tried to create a new syncretic religion .
called Din-i-tahi (Divine Faith) that incorporated
; elements from Islam, Hinduism, Zoroastrianism, |
Christianity, and Jainism. |"
110,At which of the following battles was artillery used for the first time by one of the two armies?,First Battle of Panipat,Battle of Khanwa,Battle of Plassey,Third Battle of Panipat,U.P.P.C.S. (Pre),1996,a,"Exp) Option ais the correct answer.

Artillery was used for the first time in North India during
the first battle of Panipat in 1526. He decisively defeated
Ibrahim Lodi of Delhi. Babur introduced new mode of
warfare and led to the popularisation of gun powder,
cavalry, and artillery in India. Although gunpowder was
used earlier too in India, it is Babur who popularised its use
iw warfare,"
