q_no,q_statement,a,b,c,d,exam,year,correct_option,explanation
67,Vedic River Askini is identified with which one of the following rivers?,Beas,Ravi,Chenab,Jhelum,U.P.P.S.C. (GIC),2010,c,"Exp) Option cis the correct answer
Chenab was known as ‘Askin? in the Rig Vedic Period. This
river is traditionally known as Chandrabhaga River.
po
Important Tips
|| Ancient River. |ModernName
Sindhu [in
| Sutudri Satluj
'Vitasta Jhelum
| Vipasa Beas
Askini Chenab |
Parushni Ravi"
68,Which of the following rivers mentioned in the Rig Veda indicates the relations of Aryans with Afghanistan?,Askini,Parushni,"Kubha, Kramu","Vipasha, Shutudri",U.P.P.C.S. (Pre),2010,c,"Exp) Option c is the correct answer
The Kabul or kubha River emerges in the Sanglakh Range
of the Hindu Kush Mountains in Afghanistan. More
specifically, this river is the main river in the eastern part of
Afghanistan. It is also known as the Kabal River. This river
is also mentioned in the Rig Veda, the earliest scripture of
Hinduism, under the name of Kubha."
69,The first Buddhist Council was held during the reign of-,Aniruddha,Ajatshatru,Bimbisara,Udayabhadra,U.P.P.C.S. (Mains),2016,b,"Exp) Option b is the correct answer.
The first Buddhist council was held during the reign of
Ajatshatru, the king of Magadha of Haryanka Dynasty, in
483 BCE. It was presided over by Mahakashyapa, onc of the
Buddha's closest disciples. The purpose of the council was
to preserve the Buddha’s teachings and monastic discipline."
70,"In which state, the Navdatoli is located?",Guijatat,Maharashtra,Chhattisgarh,Madhya Pradesh,U.P.P.C.S. (Mains),2009,d,"Exp) Option d is the correct answer.
Navdatoli is the name of a modern-day village, but can also
refer to a chalcolithic era settlement located on the Narmada
River in Madhya Pradesh in central India. The ancient village
was inhabited through four temporal stages, each defined
by distinct types of pottery. The site was excavated between
1957 and 1959 over two seasons.
Important Tips
Chalcolithic sites in India:
¢ Ahar culture: This culture was in the Banas valley
of southeastern Rajasthan and was also known as the
Banas culture. It is among the earliest Chalcolithic
cultures of India.
¢ Daimabad culture: This culture was in the Ahmednagar
district of Maharashtra, near the Pravara river. It dates
from around 2200 BC to 700 BC and is associated with
the Late Harappan phase. i
+ Kathya Culture: This Chalcolithic culture was named
after the type of site Kayatha, in Ujjain dist., Madhya
Pradesh. (Ca. 2450-2000 BC.)

nn eC
1° Malwa culture: It is the most predominant chalcolithic
culture of central India, with a wide distribution of sites
almost all over Malwa region. It was first identified in
the excavations at Maheshwar, on river Narmada. On
the basis of calibrated dates the Malwa culture is placed
in the bracket of 1900-1400 BC.
2 Jorwe culture: It is the most important and
characteristic chalcolithic culture of Maharashtra,
| extending almost al] over the present state, excepting
| the coastal strip on the west and Vidarbha in the north"
71,Ash mound is associated with the Neolithic site at-,Budihal,Sangana Kallu,Koldihwa,Brahmagiri,U.P.P.C.S. (Mains),2009,b,"Exp) Option b is the correct answer.
The ‘Ash mounds’ have been found from a Neolithic site
Sangana Kallu located in Vellari district near Mysore in
Karnataka. They have also been found in Piklihal and Utnur,
Yhese ash mounds are the burnt relics of seasonal camps of
Neolithic herdsmen community."
72,"Indus Valley Civilization was placed on the banks of the river, they were?
1. Sindhu
2. Chenab
3. Jhelum
4. Ganga
Choose the correct answer from the code given below.",l and 2,"1,2 and 3","2,3 and4",All of the above,U.P.P.C.S. (Pre),2009,b,"Exp) Option b is the correct answer
River Ganga is not associated with the Indus valley
Civilization, The Gang valley is known to people of Vedic
civilization and not the Indus valley civilization. The indus
Valey Civilization Flourished around the major river banks
of Sindhu, Chenab, Jhelum, Ghaggar, Sabarmati, Saraswati,
etc.
[ Important Tips |
| Various Indus Valley Civilization Sites:
| e Mohenjodaro (Sind)- It is located on the right bank
of the Indus.
e Kalibangan (Rajasthan)- it was on the banks of the |
river Ghaggar river.
¢« Chanhudaro - It lies on the left bank of the Indus in
| the south of Mohenjodaro.
e Lothal(Gujarat) - It is located at the head of the Gulf
of Cambay.
o Surkotada (Gujarat) - It is at the head of the Rann of
Kutch.
« Banawali (Haryana) - It was situated on the banks of |
the now-extinct Sarasvati.
e Dholavira (Gujarat) - It excavated is in the Kutch
district."
73,Which one of the following animals is not depicted on the Harappan seal?,Bull,Elephant,Horse,Sheep,U.P.P.C.S. (Spl) (Mains),2009,c,"Exp) Option c is the correct answer
Most of the Harappan seals have inscriptions in a pictographic
sciipt which is yet to be deciphered. The script was written
mostly from right to left, but, bidirectional writing style
i.e. right to left on one line and left to right on another line
has also been found. Animal impressions were also there
which were carved intaglio on the surfaces. The common
animal motifs were unicorn, humped bull, rhinoceros,

tiger, elephant, buffalo, bison, goat, sheep, markour, ibex,
crocodile, etc. Horse is not depicted on Harappan Seals."
74,Give the name of the tribe which is not related to the ‘Panchjana’ of the Rig Veda Aryans:,Yadu,Puru,Turvasa,Kikat,U.P.P.C.S. (Mains),2009,d,"Exp) Option d is the correct answer

According to traditions the Aryans were divided into five
tribes called the panchajana. They are as follows

e =Anu

e« Yadu

¢ Puru

e Druhyu

« Turvasa

Kikat tribe does not belong to the Panchajana Tribe of
Rigvedic period."
75,"In which of the Vedas, Sabha and Samiti are called as two daughters of Prajapati?",Rig Veda,Samveda,Yajurveda,Atharvaveda,U.P.P.C.S. (Mains),2009,d,"Exp) Option d is the correct answer

The Atharva Veda identified sabha and samiti as two
daughters of the Vedic god Prajapati. Whenever the terms
appeared together, sabha preceded samiti, leading some
scholars to infer that sabhas might have existed before
samitis,"
76,Which of the following sources gives a detailed account of the city administration of the Mauryas?,Kautilya’s Arthashastra,Megasthenes’ Indica,Mudrarakashasa of Vishakha Datta,Inscription of Ashoka,U.P.P.C.S. (Mains),2009,b,"Exp) Option b is the correct answer.

Megasthenes’ “Indica”, provides a detailed account of the
city administration of the Mauryan Empire. He mentions
that there was a nunicipal council consisting of 30 members.
This council was further divided into six boards, each
consisting of five members. Each board was responsible
for overseeing a specific aspect of city administration.
Megasthenes’ “Indica” offers insights into the structure and
functioning of the administrative system in Mauryan cities.

Important Tips |

City Administration in Mauryan Empire:

0 The administration of cities is elaborated in the
Arthashastra, with the Edicts of Ashoka mentioning
cities like Patalipuira, Taxila,

e Ujjain, and more. Megasthenes detailed Pataliputra’s
administration, where a city council of 30 members ;
oversaw the city. These members were divided into six
boards, each with specific duties:

“ One board managed industrial and artistic production,
setting wages and curbing adulteration.
® The second board handled foreign visitors’ affairs,
focusing on their needs.
* Birth and death registrations were overseen by the
third board.
© The fourth board regulated trade, monitored goods,
and sales.
* ‘the fifth board supervised manufacturing.
«The sixth board collected taxes, typically one-tenth of
sales value.

e Officers appointed by the City Council ensured public
welfare in areas like roads, markets, hospitals,
temples, and sanitation.

¢ The Nagaraka oversaw the city, while various
departments regulated state activities, as noted by
‘ Kautilya, encompassing accounts, revenue, mines,
|___ chariots, customs, and taxation."
77,Bulandibagh was ancient site of:,Kapilavastu,Pataliputra,Vaishali,Varanasi,U.P.P.C.S. (Spl) (Mains),2008,b,"Exp) Option b is the correct answer,
Bulandi Bagh is located within the archaeological site
of Pataliputra. This area gained significance due to the
discovery of the monumental Pataliputra capital in 1895. It
is believed that Bulandi Bagh was once part of the royal
palace complex of the Maurya dynasty. Excavations have
revealed wooden palisades, punch-marked coins, terracotta
figures, and other artifacts that provide insights into the
historical importance of the region during the Mauryan
period."
78,"In Mesolithic context, evidence of animals domestication has been found at:",Langhnaj,Birbhanpur,Adamgarh,Chopani Mando,U.P.P.C.S. (pl) (Pre),2008,c,"Exp) Option c is the correct answer.
Adamgarh is a Mesolithic site in Madhya Pradesh, where
evidence of animal domestication has been found. Adamgarh
is one of the earliest sites in India that shows signs of
domestication of animals such as sheep, goats, pigs, and
dogs. The site also has rock paintings depicting hunting
scenes and animal motifs. Adamgarh is located on the banks
of the Narmada River, and was occupied by hunter-gatherers
from about 10,000 to 3,000 years ago. The site has yielded
microliths, bone tools, pottery, and animal bones.
Important Tips |
» Langhnaj is a Mesolithic site in Gujarat, where
microliths, animal bones, and human burials have been
found, The site dates back to about 10,000 to 5,000
years ago, and shows evidence of hunting, fishing, and j
gathering activities. Langhnaj is also known for its rock
paintings depicting animals and humans.
® Birbhanpur is a Mesolithic site in West Bengal, where
microliths and pottery have been discovered. The site
i is located on the bank of the Damodar River, and dates
back to about 6,000 to 4,000 years ago. Birbhanpur is
one of the few sites in eastern India that shows signs of
Mesolithic culture,
« Chopani Mando is an important archaeological
site, which indicates the transition of humans from
food gathering society to food production society. It
| is situated in Belan River valley in modern Prayagraj
_ district of Uttar Pradesh state, India. AA three phase
sequence of palaeolithic, Mesolithic, and Neolithic
is attributed by archaeologists. Circular and oval
settlement with hearths, hand-made cord-impressed
pottery, and microliths, chalcedony are found here |
during excavation, ;
a ce tial"
79,Name the site which has revealed the earliest evidence of settled life?,Dholavira,Kile Gul Mohammad,Kalibangan,Mehrgarh,U.P.BC.S. (Spi) (Mains),2008,d,"Exp) Option d is the correct answer.
Mehrgarh has revealed the earliest evidence of settled life
in the Indian subcontinent . Mehrgarh is known for its

Neolithic and pre-Indus Valley Civilization settlements.
One of the key discoveries at Mehrgarh is evidence of early
agricultural practices. Archaeological excavations have
uncovered evidence of domesticated plants and animals,

including wheat, barley, cattle, and sheep. This shift from a

nomadic, hunter-gatherer lifestyle to settled agriculture was

a crucial step in the development of human civilization."
80,The cultural remains from Stone Age to Harappan Civilization have been obtained from which one of the following ancient sites?,Amri,Mehrgarh,Kotdiji,Kalibangan,U.P.P.C.S. (Pre),2008,b,"Exp) Option b is the correct answer.

Mehrgarh is an ancient site located in the foothills of the

Bolan Pass in Balochistan, Pakistan. It is one of the earliest

sites with evidence of farming and herding in South Asia.

It dates back to 7000 BCE and spans the period from the

Stone Age to the Harappan Civilization. Archaeologists have

found remains of domesticated animals, cultivated plants,

pottery, copper tools, and burial practices at Mehrgarh. It
is considered as one of the key sites for understanding the
origins and development of the Indus Valley Civilization."
81,"Match List-I with List-II and select the correct answer by using the codes given below the lists:
List-I(Vedic Rivers)List-II(Modern Name)

A. Harappa         1. Godavari
B. Hastinapur      2. Ravi
C. Nagarjuna Konda 3. Ganga
D. Paithan         4. Krishna
Code: 
ABCD",1234,2341,4321,3412,U.P.P.C.S (Spl) (Mains),2008,b,"Exp) Option b is the correct answer

Harappa is situated in modern day Pakistan on River Ravi.

Hastinapur is located on the bank of the Ganga, 30 km from

the district headquarters Meerut.

Nagarjunakonda or Nagarjuna’s hill on the right bank of

river Krishna forms part of Nallamlai ranges

Paithan or Pratishthan is located on the banks of river

Godavari."
82,"Which of the following river among the following referred as ‘Matetama’, ‘Devitama'and ‘Naditama’ in the Rig Veda?",Sindhu,Saraswati,Vitasta,Yamuna,U.P.P.C.S. (Spl) (Mains),2608,b,"Exp) Option b is the correct answer

The river Sarswati is referred to as Matetama, Devitama and

Naditama in Rigveda. It is identified with Ghaggar-Hakra

channel in Haryana and Rajasthan.

, Important Tips

Saraswati River:

e Saraswati River is a holy river first mentioned in the
Rigveda.

« Itis part of the Sapta Sindhu rivers mentioned in the
Rig Veda. The other rivers are Sindhu (Indus), Sutudri
(Satluj), Vitasta (Jhelum), Vipasa (Beas), Askini

| (Chenab) and Parushni (Ravi).

,e The Rig Veda says the Saraswati flows between the |
Satluj in the west and the Yamuna in the east, and as !
flowing into the samudra."
83,What was “Sarthwah”?,Brokers,Convoy of Merchants,Moneylender,Pilgrims,U.P.P.C.S. (Spl) (Mains),2008,b,"Exp) Option b is the correct answer.

“Sarthwah” refers to a convoy or group of merchants who

would travel together for mutual protection and assistance

during their journeys. These merchants would collectively
undertake trade expeditions, often in caravans, to ensure
safety from bandits, harsh conditions, and other risks that
came with long-distance travel. The Sarthwah played an

important role in the economic development of ancient
India. They helped to promote trade and commerce and to
spread culture and information throughout the country."
84,Gautam Buddha’s Mother was from which clan?,Shakya clan,Maya clan,Licchavis clan,Koliyan clan,"U.P.P.C.S, (Pre)",2008,a,"Maya was the Buddha’s mother and caine from a group called
the Koliyan clan. She was born in a place called Devadaha.
She got married to her cousin, King Suddhodana, who was
the ruler of Kapilavastu.
Important Tips
Most experts believe that in many Buddhist writings, it’s
said that Maya passed away seven days after Buddha was
born. After her death, she was born again in a special place °
called ‘Vavatimsa Heaven. This is where Buddha taught
‘ her the Abhidharma later on. Maya's sister, Mahapajapati
| Gotami, became the child’s foster mother."
85,Svetambara Agama was finally edited at the Jain Council of-,Vaishali,Balabhi,Pawa,Pataliputra,U.P.P.C.S. (Mains),2008,d,"Exp) Option d is the correct answer.
The Svetambara Agamas are the sacred texts of the
Svetambara sect of Jainism. They were compiled over a
period of time, and the final editing was done at the Jain
Council of Pataliputra in the 5th century CE. The council
was presided over by Devarddhi-gani Kshamashramana,
who was a renowned Jain monk,"
86,Prabhasgiri is a pilgrim spot of:,Buddhists,Jains,Saivites,Vaishnavites,U.P.P.C.S. (Spl) (Pre),2008,b,"Exp) Option b is the correct answer
Prabhas Giri is a town in Uttar Pradesh’s Kaushambi
district, about sixty kilometers away from Allahabad. It’s a
significant spot for fain pilgrims and people visit it all year
round. One of the main places of interest is the Bhagwan
Padma Prabhu Yerple, which is special to the Jain
community as its named after Bhagwan Padma Prabhu,
the sixth Jain Virthankar. Prabhas Giri is also important for
Hindus, It’s believed that Lord Krishna spent his last days
here on Earth in this town,"
87,In the post-Vedic period which was considered as the axis of Aryan Culture-,"Anga, Magadha","Kosal, Videha","Kuru, Panchala","Matsya, Shurasena",U.P.B.C.S. (Mains),2007,c,"Exp) Option c is the correct answer
During the Later Vedic period the upper Ganga Doab was the
centre of the Aryan culture. The clans of Bharatas and Purus
combined to form the Kurus, and along with the Panchalas
they occupied the central part of the Ganga- Yamuna doab.
Panchala territory was in north-western Uttar Pradesh.
The Kuru Panchalas became one major ethnic group and
Hastinapur became their capital."
88,"According to the excavated evidence, the domestication of animal began in-",Lower Palaeolithic period,Middle Palaeolithic period,Upper Palaeolithic period,Mesolithic period,U.P.P.C.S. (Mains),2006,d,"Exp) Option d is the correct answer,
According to the excavated evidence, the domestication of
animals began in the Old World during the Mesolithic Period,
which lasted from about 20,000 to 8,000 years ago. Dogs
were the first animals to be domesticated in Central Asia by
at least 15,000 years ago by people who hunted and foraged
for wild edible plants. Other animals, such as sheep, goats,

cattle, pigs, and horses, were domesticated later, between

10,000 and 5,000 years ago. Domestication of animals was a

major achievement in human history, as it provided a reliable

source of food, clothing, transportation, and companionship.
Important Tips j
je The earliest evidence of domestication of animals in
India comes from Adaimgarh (M.P.) and Bagor in
Rajasthan dated 5500 B.C. and 4500 B.C. respectively.

e The domestication of animals during the Indus Valley
Civilisation was a common practice. These animals
included cats, dogs, birds, cows, goats, and buffaloes

used in teade and agriculture."
89,Which one of the following is not correctly matched?,Harappa - Daya Ram Sahni,Lothal - S.R. Rao,Surkotada - J.P. Joshi,Dholavira - B.K. Thapar,U.P.P.C.S. (Mains),2006,d,"Exp) Option d is the correct answer

« Rai Bahadur Daya Ram Sahni was an Indian
archaeologist who supervised the excavation of the Indus
valley site at Warappa in 1921-22, Sahni was a trainee of
John Marshall. He became the first Indian to be appointed
Director-General of the Archacological Survey of India, a
position in which he served till 1935.

e §.R. Rao was a scientist and a former Director of the
Archaeological Survey of India. He excavated the site of
Lethal in present-day Gujarat which is considered a port
from the Harappan civilization.

o Jagat Pati Joshi (J.P. Joshi) is an Indian archaeologist
who discovered the Indus Valley site of Dholavira and
Surkotada.

« Bal Krishen Thapar was an Indian archaeologist who

‘served as the Director-general of the Archaeological
Survey of India from 1978 to 1981. Thapar participated
in the archaeological excavations in Kalibangan, Purana
Qila and Maski. Hence, Option d is incorrect."
90,"The first archaeologist who excavated Harappa, but could not recognize its significance, was:",A. Cunningham,Sir John Marshall,Mortimer Wheeler,George F. Dales,U.P.P.C.S. (Mains),2006,a,"Exp) Option a is the correct answer

The Harappa site was first briefly excavated by Sir Alexander

Cunninghain in 1872-73, two decades after brick robbers

carried off the visible remains of the city. Alexander

Cunningham was the first surveyor of the Archaeological

Survey of India (ASI). Alexander Cunningham visited the

site in 1853, 1856 and 1875, But the importance of the site

and the associated civilisation were not realized by him

Important Tips

| Harappan Civilization:

e Sir John Marshal took over as the Director General of
ASI and initiated research at the site. He realized the
importance of this site.

| » Sir John Marshal played ai important rojie in the

development of archacology in India.

/e Later in the 1940s, Mortimer Whecler excavated the

Harappan sites.

o After the partition of the Indian subcontinent, many of

the Harappan sites went to Pakistan."
91,"From where the evidence of rock-cut architecture was found, with reference to Harappa civilization? .",Kalibangan,Dholavira,Kot Diji,Amri,U.P.P.C.S. (Pre),2006,b,"Exp) Option b is the correct answer
Evidence of rock-cut architecture in the context of the
Harappa civilization was found in Dholavira. The rock-cut
structures at Dholavira are located in the western part of the
site. This suggests that they were used for religious or ritual
purposes. The rock-cut structures at Dholavira are made of
sandstone and are carved into the side ofa hill. This shows the
sophistication of the Indus Valley civilization’s engineering
skills. They were able to carve these structures into the rock
without the use of modern tools and machinery. The rock-
cut structures are of various shapes and sizes, and some
of them have pillars and other architectural features. This
suggests that the Indus Valley civilization had a sophisticated
understanding of architecture. They were able to design and
construct a variety of structures, each with its own unique
features.
Important Tips
Kot Diji
+ Itis located in present day Pakistan.
« There is evidence of statues of Bull.
«+ The statue of mother goddess have been excavated
from here
Amri
« It is located close to the west bank of the Indus river.
¢ Itis in the Dadu district of Sindh, and lies to the south
of Mohenjo Daro.
* It was discovered by N.G.Majumdar in 1929,"
92,"For clothing, cotton cusivation was first introduced in-",Egypt,Mesopotamia,Central America,India,U.P.P.C.S (Pre),2006,d,"Exp) Option d is the correct answer
Cotton is one of the oldest fibres. Archaeological record of
cotton cultivation dates back to 3000 B.C. as per excavations
made in Indus Valley civilization. Farmers in the Indus
valley were the first to spin and weave cotton. Thus, cotton
was cultivated in India First."
93,In which one of the following languages was the earliest Jain literature compiled?,Ardh-Magadhi,Paali,Prakrit,Sanskrit,U.P.P.C.S. (Mains),2006,a,"Exp) Option a is the correct answer.
The very old writings are in the Jain Agamas, which are
written in a language called Ardhamagadhi. Jain monks later
wrote explanations about these texts. They also wrote new
things in other languages like Sanskrit and Maharashtri
Prakrit."
94,The cultivation of cereals first started in-,Neolithic Age,Mesolithic Age,Palaeolithic Age,Proto-Historic Age,U.P.P.C.S. (Mains),2005,a,"Exp) Option a is the correct answer.
The cultivation of cereals first started in the Neolithic Age,
which is also known as the New Stone Age. The Neolithic
Age is the period of human history when people began to
practice agriculture and domestication of animals. The
Neolithic Age lasted from about 10,000 BCE to 3,000 BCE.
Important Tips
« The origin of cereal cultivation can be traced back to
the Fertile Crescent, a region in the Middle East that
includes parts of modern-day Iraq, Syria, Turkey, and
Tran.

¢ The Fertile Crescent is often referred to as the
birthplace of agriculture, as it is where the earliest
evidence of crop cultivation has been found.

¢ Some of the first cereal grains that were domesticated
by early primitive humans were emmer wheat, einkorn
wheat, and barley"
95,Megaliths have been identified as-,Caves for hermits,Burial sites,Temple sites,None of the above,U.P.P.C.S. (Mains),2005,b,"Exp) Option b is the correct answer.

Megaliths are large stones that have been used to construct

prehistoric structures or monuments, often for funerary

purposes. Some types of megalithic structures are dolmens,

cists, menhirs, and stone circles, which are usually associated
- with burials or tombs Megaliths have been found in many

parts of the world, including India, where they date back to

the Neolithic and Early Iron Age periods.

Important Tips

Megaliths are found across the whole of India, but they

are more common in central, southern and eastern India.

Some of the most important megalithic sites in India are:

e Adichanallur in Tamil Nadu, where more than 160 urns
containing human skeletons and artefacts have been
excavated.

e Thrissur in Kerala, where a large number of dolmens ,
and menhirs have been discovered.

« Nagarjunakonda in Andhra Pradesh, where a complex
of megalithic tombs and cairns dating back to the Ist
millennium BCE have been found.

« Jaunapani in Maharashtra, where a group of 400
megaliths arranged in circles and rows have been
identified.

e Maski in Karnataka, where a megalithic site with rock
paintings and inscriptions has been located.

e« Brahmagiri in Karnataka, where several megalithic
burials and stone alignments have been excavated.

¢ Piklihal in Karnataka, where a megalithic site with
pottery, iron tools and beads has been explored.

¢ Hallur in Karnataka, where a megalithic site with
multiple types of burials and artefacts has been studied."
96,The word Gotra occurs for the first time in-,Atharvaveda,Rig Veda,Samaveda,Yajurveda,U.P.P.C.S. (Mains),2005,b,"Exp) Option b is the correct answer.

Gotra is generally a Kinship unit or a Clan. The word first
occurs in 10 Mandala of Rigveda. The hymn is addressed
to the god Indra, and it describes the different gotras and
their origins. The word “gotra” is derived from the Sanskrit
word “go” meaning “cow” and “tra” meaning “protection”. It
literally means “cow protection” or “cowherd” In the Vedic
context, it refers to a clan or lineage of people who trace their
ancestry back to a common ancestor."
97,The Indus Valley culture was different from the Vedic Civilization because,It had the amenities of developed city life,It has a pictographic script,It lacked knowledge of iron and defensive arrow,All of the above,U.P.P.C.S. (Spl) (Mains),2004,d,"Exp) Option d is the correct answer.

Indus Valley Civilization was urban having amenities of
developed city life, whereas the Vedic Civilization was rural.
Peepal tree was worshipped in Indus Valley Civilization
whereas banyan tree was worshipped in Vedic Civilization.
Indus civilization lacked knowledge of iron and defensive
arrow whereas vedic civilization was acquainted with iron
and arrows. Indus civilization had pictographic script
whereas vedic civilization had Sanskrit language.
Important Tips
Criteria | Indus Valley... || Vedic period” |
Sa | Civilization . ae 7 : |
Location Northwestern : North-western
Indian and central India
subcontinent
Urbanization Highly urbanized | Less urbanized,
more rural
, Economy Based on Based on
agriculture, agriculture,
trade, and crafts | pastoralism, and
warfare
Religion Polytheistic, Polytheistic, with
; with a focus a fucus on Indra, .
on fertility and Agni, and other |
} nature gods
Social structure | Classless society | Class-based
| with some society with a
| evidence of hierarchy of '
| social hierarchy | priests, warriors, (|
| merchants, and
farmers |
Art and Ilighly stylized More naturalistic
architecture | and geometric; ; and figurative;
emphasized often depicted :
symmetry and animals and |
| balance plants
Technology | Advanced Developed the |
| metalworking, chariot, the plow, |
pottery, and and the wheel;
seal-making; introduced
developed the ironworking to |
| world’s first India |
| urban drainage
system |
Contact with ‘Traded with : Contacted with |
other cultures Mesopotamia _—_! the cultures of
| and other Central Asia and
| cultures in the Tran |
| Middle East |
| Writing system Indus scxipt, i Vedic script,
| which has which is the |
i not yet been ancestor of
deciphered the modern
| Devanagari
| script 7"
98,The largest site of Harappa in India is-,Alamgirpur,Kalibangan,Lothal,Rakhigarhi,U.P.P.C.S. (Spl) (Mains),2004,d,"Exp) Option d is the correct answer ;
Rakhigarhi is the largest Harappan site in India. At
Rakhigarhi, the excavations are being done to trace its
beginnings and to study its gradual evolution from 6000 BCE
(Pre-Harappan phase) to 2500 BCE. The site was excavated
by Amarendra Nath of ASI."
99,Which of the following civilizations flourished on the bank of River Nile?,Roman Civilization,Indus Valley Civilization,Greek Civilization,Egyptian Civilization,U.P.P.C.S. (Mains),2004,d,"Exp) Option d is the correct answer
All great civilisations formed on the banks of rivers. The
Egyptian Civilisation formed on the banks of the River Nile,
and the Mesopotamian Civilisation formed on the banks of
the rivers Tigris and Euphrates. The Indus Valley Civilisation
formed on the banks of the Indus river.

[ Important Tips

¢ Roman civilization was centred on the city of Rome
which was established in 27 BCE following the demise
of the Roman Republic.

i}

ie Greek Civilization was a mysterious and prosperous

Mycenaean civilization that started on the island of

| Crete. - _"
100,Upanishads are books on-,Religion,Yoga,Law,Philosophy,U.P.P.C.S. (Mains),2004,d,"Exp) Option d is the correct answer
The Upanishads are late Vedic Sanskrit texts of Hindu
philosophy which form the foundations of Hinduism. The

Upanishads are philosophical texts dealing with topics
like the soul, the absolute, the origin of the world and the
mysteries of nature.

Important Tips
Upanishads
e Itcriticizes the rituals and lay stress on the value of right
belief and knowledge. The language of the Upanishads
was Classical Sanskrit and not the Vedic Sanskrit.

¢« ‘The Upanishads are often called ‘Vedanta’

fe Literally, Vedanta means the end of Veda, Vedasya
antah, the conclusion (Anta) as well as the goal (Anta)
of the Vedas.

e Chronologically they came at the end of the Vedic
i period. ee ee"
101,Fundamental or basic script of the ‘RigVeda was-,Devnagri,Kharoshthi,Pali,Brahmi,U.P.P.C.S. (Spl) (Pre),2004,d,"Exp) Option d is the correct answer

Brahmi is the oldest writing systems used in the Indian

subcontinent and in Central Asia. ‘The oldest manuscript of

the Rig Veda is in Brahmi script which was the popularly

used dialect when the language was preserved as text.
Important Tips |

Brahmi Script
| e It is usually written from left to right.

'e Brahmi is an abugida, meaning that each unit is based
on consonant and the vowel notation is secondary, |
except when the vowels commence a word. |

¢ The best-known Brahmi inscriptions are the rock-cut
edicts of Ashoka in North-Central India, dated 250-
232 BC. The script was deciphered in 1837 by James
Prinsep"
102,"Consider the following statements:
Assertion (A): The Mauryan kings did not bestow land-grants on religious basis.
Reason (R): The peasants revolted against land grants.
Select the correct answer using the codes given below:","Both (A) and (R) are true, and (R) is the correct explanation of (A).","Both (A) and (R) are true, but (R) is not the correct explanation of (A).","(A) is true, but (R) is false.","(A) is false, but (R) is true.",U.P.P.C.S. (Spl) (Mains),2004,c,"Exp) Option ¢ is the correct answer.
Assertion (A) is true: Mauryan land grants were more often
given for administrative and economic purposes rather than
solely on religious grounds. They were often granted to
officials or individuals in recognition of their service to the
state or for the development of economic activities.
Reason (R) is false: There is no significant historical record
or evidence suggesting that peasants revolted specifically
against land grants. Peasant uprisings in ancient India were
driven by various factors, including oppressive taxation,
forced labor, and economic hardships, but not primarily
against land grants."
103,Which among of the following prohibits remarriage?,Jataka,Manusmiriti,Yagyavalkya,Arthshastra,U.P.P.C.S. (Pre),2003,b,"Exp) Option b is the correct answer.

Manusmmriti contains verses that are often cited to prohibit

or discourage remarriage, particularly for widows. It

emphasizes the concept of pativratya, where a wife’s
devotion to her husband is considered a supreme virtue.

Some interpretations of Manusmriti suggest that a widow

should remain devoted to her deceased husband and not

remarry."
104,"Match list-I with list-II and select the correct answer using the codes given below the lists:
list-I         list-II
A. Rig Veda    1. Musical hymns
B. Yajurveda   2. Hymns and rituals
C. Samaveda    3. Charms and spells
D. Atharvaveda 4. Hymns and prayers 
Code: 
ABCD",4213,3241,4123,2314,CPPCS (Pre),2003,a,"Exp) Option a is the correct answer

The correct matches are A-4, B-2, C-1, D-3.

The Rig Veda was the first one written and it contained

hymns and prayers.

Yajur Veda was the text which contained the rules of hyms

and rituals.

The Sama Veda, which came second contained all the

musical hymns in regards of the rituals that were followed,

The Atharva Veda consists of charm and spells that were

used against the enemies or to cure diseases."
105,"Alexander’s success in India was due to the following:
1. There was no ceniral power in India at that time.
2. He had a superior army.
3. He was helped by the traitorous Indian rulers.
4, He was a good administrator.
Select the correct answer from the following code:",l and 2,"1,2 and3","2,3 and 4",All of the above,U.P.P.C.S. (Pre),2003,b,"Exp) Option b is the correct answer

Alexander the Great was a Greek king and military leader

who is best known for his conquests of the Persian Empire

and his campaigns in Asia and Africa. The Various reason for

Alexander success in India are as follows:

» Alexander often faced armies that were divided and
disorganized, which made it easier for him to defeat
them. India was divided into small kingdom, there was
no central power in India at that time.

¢ The Macedonian army was well-equipped with advanced
weapons and armor, which gave them an advantage in
battle. Whereas Indian army was having traditional
weaponry at that time.

« Alexander was supported by many traitorous Indian
Rulers. King Ambhi was the ruler of taxila during

Alexanders Invasion. Ambhi had bitter relations with
his neighbor king Porus (called as Parvateshwar or
Purushottaim). It is said that he helped Alexander to rage
a battle against the mighty Porus.
As_ historian Robin Waterfield notes, “Alexander seems to
have concerned himself little with administration, beyond
the bare minimum necessary for an ongoing conqueror to
secure his rear.” Alexander the Great ignored the difficult
process of consolidating his conquered territories. Thus,it
seems that he was not a good administrator, but was a good
conqueror. Hence statement 4 is incorrect."
