q_no,q_statement,a,b,c,d,exam,year,correct_option,explanation
68,,,,,,,,a,"Exp) Option a is the correct answer.

Iltutmish of the Delhi Sultanate is credited with introducing
the Igqta system in India. The concept was based on
Muhammad Ghori’s ideas."
69,Who among the following ruler is famous as “Prithvi Raj Chauhan”,Prithviraja-I,Prithviraja-II,Prithviraja-III,None of the above,U.P.P.C.S.(Pre),2010.0,c,"Exp) Option c is the correct answer.

The ruler famous as “Prithvi Raj Chauhan” is Prithviraja-
IIE. He was also known as Rai Pithora. He was a king from
the Chauhan (Chahamana) dynasty who ruled the territory
of Sapadalaksha, with his capital at Ajmer in present-day
Rajasthan. He ascended the throne as a minor in 1177 CE
and aimed to expand his kingdom through military actions

against neighboring kingdoms. He famously defeated the
Ghurid army led by Muhammad Ghori near Taraori in
1191 AD. However, he was later defeated by Ghori’s army in
1192 CE at the same battlefield. This defeat is considered a
significant event in the Islamic conquest of India.
Important Tips -_

Different Literary texts about Prithviraj Chauhan:

Prithviraj Raso:

« Written by Chand Bardai around 1400 in a pingal
script (combination of Braj and Rajasthani). . |

¢ It refers to Prithviraj’s father Someshvar as a Gurjar.

* Doesn't use dehumanizing expressions for Prithviraj’s
rivals despite being composed during Muslim rule in
North India.

* Focuses on Prithviraj’s conflict with Jaychand of |
Kannauj rather than the Ghurid armies.

« Central episode: Prithviraj’s battle with Jaychand
where he loses many soldiers.

« After losing the Second Battle of Tarain (1192 AD)
against Muhammad of Ghor, Prithviraj is blinded,
imprisoned, and taken to Ghazni.

¢ In the finale, blinded Prithviraj uses his archery
skills to kill Muhammad before being executed,

; differing from most other historical sources.

Prithviraja Vijay Mahakavya:

¢ Written in 1191-21 by Kashmiri poet Jayanak, who
served in Prithviraj Chauhan’s court.

¢ Presents Prithviraj Chauhan and Muhammad of Ghori
as irreconcilable rivals.

¢ Describes the Ghurid king as a cruel cow-cater and his
ambassador as extremcly ugly.

« Labels Muslims as “turuska” (Turk), “Yavana”
(westerner), “raksasa” (ogre), and “asura” (demon).

« Also dehumanizes other rivals of Prithviraj, including
the Hindu Chalukya rulers of Gujarat."
70,Which one of the following pairs is NOT correctly matched?,Abdur Rehman - Hammir Raso,Chand Bardai - Prithvi Raj Raso,Jagnik - Alha Khand,Narpati Nalh - Visal Dev Raso,U.P.P.C.S.(Mains),2010.0,a,"Exp) Option a is the correct answer.

Pair l is incorrectly matched: “Hammir Raso” is the
biography of Hammiradeva, the final Chauhan ruler of
Ranthambore, authored by the poet and scholar Jodharaja
and not Abdur Rehman. The book vividly portrays
Hammirdeva's character and his noteworthy conquests
during his reign.

Pair 2 is correctly matched: “Prithvi Raj Raso” is a historical
epic composed by Chand Bardai, recounting the life and
valor of Prithviraj Chauhan, the Rajput king of Delhi. It
vividly narrates his battles, romance, and ultimate downfall.
Pair 3 is correctly matched: “Alha Khand” refers to Hindi
poetic works narrating valorous deeds of Banaphar heroes,
Alha and Udal, under king Paramardi-Deva against Prithviraj
Chauhan. Written by Jagnayak (or Jagnik), it has diverse
recensions like Mahoba Khand and Alha-khand. ‘he work

Jainents Hindu kingdom decline and end, sung by bards in
northern india.

Pair 4 is correctly matched: “Bisaldev Raso,” composed by
Narpati Nalah, is a notable Rajasthani work with historical
variations. Divided into four sections, it describes Bisaldev’s
marriage, anger-induced Odisha journey, Rajmati’s
separation, and her return. The language is Rajasthani,
not literary Hindi, with a focus on shringar ras (romantic
sentiment),"
71,The great Jain Scholar Hemchandra adorned the court of:,Amoghavarsha,Kumarapala,Jaysimha Siddharaja,Vidhyadhara,U.P.P.C.S.(Pre),2010.0,b,"Exp) Option b is the correct answer.

Hemchandra, a renowned Jain scholar, adorned the court
of Kumarapala, who was the ruler of the Chaulukya
dynasty. Hemechandra, born in 1088, was a prodigious
scholar, poet, and philosopher. He became an advisor to
King Kumarapala around 1125, During his time in the
court, Hemachandra wrote works on politics from a Jain
perspective, such as “Arhanniti,’ and produced the epic
poem “Trishashti-shalaka-purusha-charita” detailing the
history of significant figures in Jainism. His influence on
Kumarapaia ied to Jainism becoming the official religion
of Gujarat, with bans on animal slaughter and animal
sacrifice."
72,Which one of the following Kings of the medieval India began the ‘Public Distribution System’?,Alauddin Khalji,Balban,FiruzShah Tughlaq,Muhammad-Bin-Tughlaq,U.P.P.C.S.(Mains),2010.0,a,"Exp) Option a is the correct answer.

Alauddin Khalji initiated the concept of a ‘Public
Distribution System’ during medieval India. Alauddin
Khalji’s reign saw significant economic reforms, including
the establishment of a centralized grain market (Mandi)
and regulations to control prices. These measures aimed to
ensure food availability and stabilize prices for the public,
resembling the essence of a modern public distribution
system, although it differed in ils specific structure and
scope."
73,Who was the first Sultan of Delhi to have levied Haqq-i-Sharb or irrigation tax?,Alauddin Khalji,Ghiyasuddin Tughluq,Muhammad-Bin-Tughlaq,Firuz Tughlaq,U.P.P.C.S.(Mains),2010.0,d,"Exp) Optian d is the correct answer.

The first Sultan of Delhi to introduce the ‘Haqq-i-Sharb’
or irrigation tax was Firuz Lughluq. This tax, equivalent
to one-tenth of farmers’ crop yields, was utilized to fund
the construction and maintenance of water distribution
infrastructure, ensuring efficient irrigation facilities in the
region under his rule. The haqq-i-sharbat was a progressive
tax, meaning that the rate of tax increased with the amount
of water used. This was to ensure that the wealthy farmers
paid. a higher proportion of the tax than the poor farmers."
74,"Which Sultan of Delhi is said to have followed ihe policy  ""blood and iron""?",Iltutmish,Balban,Jalaluddin Firuz Khalji,Firuz Shah Tughluq,U.P.P.C.S.(Mains),2009.0,b,"Exp) Option b is the correct answer.

Balban, the Sultan of Delhi, is known for following
the policy of “biood and iron.” This poiicy involved
ruthless measures, the use of force, and shedding blood
to maintain control and suppress internal revelts and
external invasions. Balban’s rise from a humble position
to ibe rank of Sultan was achieved through his strict and
harsh approach. He eliminated enemies, betrayed rulers,

engineered revolts, and executed harsh punishments to
instill fear. Balban’s policy of “blood and iron” was driven
by the need to strengthen the monarchy, deal with a
loose adininistration, control the powerful “Corps of
Forty,” address revolts, and counter the threat of Mongol
invasions.
pow - wan ee ee - eee ee ee eee fee em eet on !
Important Tips
| Ghiyasuddin Balban (1266 - 1286): ,
ie Balban, also known as Ulugh Khan, was one of the |
| greatest rulers of the Slave Dynasty. |
> He abolished the Chahalgani, a group of forty nobles ! }
who held considerable power, to enhance the authority | .
i of the monarchy. Balban recognized that the main ;
| threat to the monarchy came from the nobles, called |
Chahalgani. He believed in strengthening the power |
and prestige of the ruler. He regarded the Sultan as the
divine representative on earth. .
!
e He introduced Persian customs like  sizda:
(prostration), paiba (kissing the Sultan’s feet),
| jamnibas (kissing hands), and Naurauz (Persian New
Year).
| e Balban established the Diwan-I-Ariz, a defense
, department to strengthen the military.
| ° He took strict measures against robbers and dacoits, !
making Dethi’s roads safer for travel. |
o Balban excluded Indian Muslims from significant
positions and marginalized non-Turks from
| adininistrative roles.
j*« His approach to justice was characterized by extreme ‘
impartiality.
« Balban adopted a “vlood and iron” policy to deal |
with the Mongol threat aud fortified the. western |
frontiers. |
| ° He sent his son Mahniud io fight against the Mongols. :
| Tragically, Mahmud died in battle against the Mongols, |
| leading to Balban’s grief-stricken decline in health and
eventual death in 1286,"
75,Brihadeeshwara Temple of Thanjavur was built during the reign of Chola emperor-,Parantaka-l,Rajraja,Rajendra-l,Rajadhiraja-1,U.P.P.C.S.(Mains),2008.0,b,"Exp) Option b is the correct answer.
Rajraja-I was the Chola emperor who built the
Brihadeeswarar Temple, also known as the Thanjavur
Big Temple, as a dedication to Lord Shiva. The temple was |
constructed between 1003 and 1010 CE and is one of the ;
largest and most magnificent temples in India. It is also a
UNESCO World Heritage Site and a symbol of Chola power
and artistic excellence."
76,In which battle Muhammad Ghori defeated Jayachandra,Battle of Tarain (1191 A.D.),Battle of Tarain (1192 A.D.),Battle of Chandawar (1194 A.D.),Battle of Kannauj (1194 A.D.),U.P.P.C.S.(Pre),2008.0,c,"|
Exp) Option c is the correct answer.
The Battle of Chandawar in 1194 marked Muhammad
of Ghori’s victory over Jayachandra of the Gahadavala 7
dynasty. This battle occurred at Chandawar near Kannauj.

The conflict was fierce, and the outcome seemed in favor
of Jayachandra until he was fatally struck by an arrow,
leading to the defeat of his army. This victory established
Muhammad’s control over a significant portion of North
India.

Important Tips

The First Battle of Tarain-1191

. |» The First Battle of Tarain or Thanesar took place in
1191 when Muhammad Ghori attacked and captured
Bhatinda, a part of Prithviraj Chauhan’s dominion.

* This led to a direct clash with Prithviraj Chauhan, a
powerful Rajput ruler. The two forces met at Tarain,
situated 80 miles from Delhi, resulting in Muhammad

Ghori’s defeat and him being wounded in the arm.

e The Rajputs won the battle as the Muslim army was
routed.

The Second Battle of Tarain -1192 ;

« In the Second Battle of Tarain in 1192, Ghori,
undeterred by his previous defeat, prepared his army
for a strategic and powerful revenge.

« Prithviraj Chauhan organized a Hindu confederacy |
to resist Ghori’s attack,

¢ In this battle, Muhammad Ghori emerged victorious,
defeating and killing Prithviraj Chauhan.

¢ This battle marked a turning point in Indian history,

| as it paved the way for further Muslim conquests of
India. Ghori’s forces occupied Ajmer and Dethi after
this battle.

+ Following the battle, Muhammad Ghori appointed |
his slave Qutubuddin Aibak as the viceroy of Indian
provinces.

¢ Qutubuddin Aibak successfully consolidated the
conquests made by his master and went on to conquer
regions like Meerut, Bulandshahr, and Aligarh. In
1193, Qutubuddin Aibak made Delhi the capital of his
newly established rule."
77,"Arrange the following names chronologically and select correct answer from the codes given below:

1.Genghis Khan
2.Mahmud Ghaznavi
3.Muhammad Ghori
4.Taimur
Code:","1,2,3,4","2,3,1,4","3,4,1,2","4,1,2,3",U.P.P.C.S. (Spl) (Mains),2008.0,b,"Exp) Option b is the correct answer.

Chronological Order:

Mahmud Ghaznayi (971-1030): Mahmud of Ghazni,
the first Sultan of the Ghaznavid Empire (998-1030),
established a Persianized state extending from Iran to the
Indian subcontinent. His reign enriched Ghazni culturally
and commercially, with Lahore as a central hub. Ascending
the throne at 27, he held the title Sultan and conducted
multiple invasions in medieval India between the 11th and
12th centuries, using the spoils to develop his capital.
Muhammad Ghori (1144 ~ 1206): Mubammad Ghori,
ruling from 1173 to 1206, was a Ghurid ruler who expanded
Islamic rule in South Asia. Conquering regions like Punjab,
he secured the Khyber Pass, enabling northern India
invasions. His death in 1206 led to the rise of the Delhi
Sultanate under Qutbuddin Aibak.

Genghis Khan (1162 -1227): Genghis Khan, who reigned
from 1206 ta 1227, was the founder of the Mongol Empire.
He united Mongo! tribes and initiated military campaigns
that conquered significant parts of China and Central Asia.
He vassalized Western Xia in 1211, invaded the Jin dynasty,
annexed Qara Khitai, and by 1227, had devastated the
Khwarazmian Empire.

Taimur (1325 - 1405): Taimur, or Tamerlane, who reigned
from 1370 to 1405, was a Turco-Mongol] conqueror who
founded the Timurid Empire across Afghanistan, Iran,
and Central Asia. An accomplished military leader, he
defeated powerful entities including the Ottoman Ennpire,
creating a vast empire and influencing history until the rise
of gunpowder empires."
78,"The king was freed from his people and they from their king, On whose death did Badayuni comment this?",Alauddin Khalji,Balban,Iltutmish,Muhammad-Bin-Tughluq,U.P.P.C.S. (Spl) (Mains),2008.0,d,"Exp) Option d is the correct answer.

Badayuni was a 14th-century chronicler who wrote about
the Delhi Sultanate. He commented that the king was freed
from his people and they from their king on the death of
Muhammad-Bin-Tughluq. Muhammad-Bin-Tughlug was a
controversial ruler who made many unpopular decisions, His
reign was marked by rebellions and economic problems.
His death was seen as a relief by many people."
79,Who among the following Chola rulers converted the Bay of Bengal into a ‘Chola Lake’?,Rajaraja-I,Rajendra-I,Adhiraj,Kulottunga,U.P.P.C.S (Spl) (Pre),2008.0,b,"Exp) Option b is the correct answer.

Rajendra-I was the Chola ruler who converted the Bay
of Bengal into a ‘Chola Lake’, which means that he made
it a part of his empire and dominated the maritime trade
and politics in that region. [le controlled the lucrative trade
routes in the Indian Ocean and the Bay of Bengal, and
established commercial and diplomatic relations with other
countries, such as China, Sri Lanka, Maldives, Indonesia,
Malaysia, Cambodia, etc. He also protected his coast from
foreign invasions, such as the Arabs and the Pandyas. He also
supported the cultural and religious activities of his subjects,
such as building temples and monuments along the coast and
on the islands."
80,Who was the founder of ‘Gangai Konda Chola Puram’?,Rajaraja-I,Rajadhiraj,Rajendra-I,Vijayaditya,U.P.P.C.S.(Spl) (Mains),2008.0,c,"Exp) Option c is the correct answer.

Rajendra-1 was the son and successor of Rajaraja Chola I,
who ruled the Chola empire from 1014 to 1044 CE. He was
one of the greatest and most adventurous rulers of the Chola
dynasty, who expanded his empire to its maximum extent.
He conquered the northern parts of India, including Bengal,
Bihar, and Odisha, and assumed the title of Gangaikonda
Chola, meaning “the Chola who conquered the Ganges”, He
also sent naval expeditions to Southeast Asia, and subdued
the kingdoms of Sri Lanka, Maldives, Sumatra, Java, etc. He
built a new capital at Gangaikonda Cholapuram, where he
erected a magnificent temple dedicated to Lord Shiva."
81,Which one of the following pairs is not correctly matched?,Diwan-i-Mushtakharaj : Alauddin Khalji,Diwan-i-Amir Kohi : Muhammad Bin Tughlaq,Diwan-i-Khairat : Firuzughlug,Diwan-i-Riyasat : Balban,U.P P.C.S.(Mains),2008.0,d,"Exp) Option d is the correct answer.

Pair 1 is correct: Diwan-i-Mustakharaj was Department to
realise arrears introduced by Alauddin Khilji.

Pale 2 is correct: Diwan-1-Amle-Koh! was Department of
agriculture introduced by Muhammad Bin Tughluq.

Pate 3 Is correct: Firuz Tughlug established a new
department called Diwan-l-Kheivat or the Department of
Charity. It was created to take care of orphans and widows,
Paice 4 Is Incorrect: Diwan-i-Riyasat was Department of
Commerce iatroduced by Alauddin Khilji (not Balban) to
Seaplement economic regulations issued by the Sulisn and
controf the markets and prices."
82,"Which of the following dynasties frequently assigned to the ladies high ranking positions
in administration?",Chola,Chalukya,Pala,Sena,U.P.P.C.S.(Mains),2007.0,b,"Exp) Option b is the correct emswer.

The Chalukys dyoesty frequently assigned the ladles high
ranking positions In administration. Dusing thie period,
society became increasingly sophisticatcd, The status of
women was varied. Some royal women were involved in
administrative matters as shown in contemporary records
describing Queen Umadevi's administration of Halebidy
in the absence of Veera Ballala 11 during his long milttary
¢ampaigns in northern territortes."
83,"Kumaradevi, a queen of Govind Chandra Gahadavala, constructed Dharma-Chakra-Jaina Vihara at-",Bodh Gaya,Rajgriha,Kushinagar,Sarnath,U.P.P.C.S.(Mains),2007.0,d,"Exp) Option d Is the correct answer.

Keamaradevt, the qucen of Govind Chandre Gahadavala,
1s ettributed to the consteuctton of the Dharma.
Chakee-Jelna Vibaca at Sarnath. This monastery, dating
opproximately from the 12th century CE, 1s sitasted sorth
of the Mulagendhakatl Vihare. Though presently In a
damaged state, the Dhacmachakra-Jina Vihare displays a
tlch architectural composition, including courtyards,
geteways, and dwelling cells. it holds historical significance
es acreatlon that bridges the late Gupte and carly medieval
periods, contributing to the heritage of Sarnath."
84,"Consider the following statements:
Assertion (A): The scheme of the token currency of Muhammad Tughlaq proved unsuccessful.
Reason (R): Muhammad Tughlaq did not have the proper control over currency issue.

Choose the correct answer from the codes given below:","Both (A) and (B) is individually true, and (R) is the correct explanation of (A).","Both (A) and (R) is individually true, but (R) is not the correct explanation of (A).","(A) is true, but (R) is false.","(A) is false, but (R) is true.",U.P.P.C.S.(Pre),2006.0,a,"Exp) Option a ls the correct answer,

Assertion (A) 1s true: Muhammad Tughluq’s token currency
acheme was onsuccessful. Issuing brass and copper coins
with equal valwe to gold aad silver coins led to devaluation.
Variations in design end material eroded trust in the
currency’s value, disrupting trade and causing tts failure.
Reason (R) is truce and le correct explanation of Assertion
(A): Muhammad Tughluq's beck of proper control over
currency fssuance contributed to the fellure of his
financial measures. He Introduced token currency in 1330
due to financial constralnts, He issaed brass and copper
coins with equivalent nominal value to gold and silver
coins, While siming to save preclous metals and increase
circulation, this led to cole devaluation, rade disruption,
end counterfelt confesion, Tughhig’ attempt to control
carcency Issuance failed, as coins of varying materials
ond values without stendardized design led to confusion,
devalwation, and loss of public (rust, contributing to the
acheme's abandonment by 1333."
85,"Consider the following statements:
Assertion (A): Alauddin Khalji introduced price control in Delhi.
Reason (R): He wanted to pay lower wages to the artisans building his palaces in Delhi.

Select the correct answer from the code given below:","Both (A) and (R) are true, and (R) is the correct explanation of (A).","Both (A) and (R) are true, but (R) is not a correct explanation of (A).","(A) is true, but (R) is false.","(A) is false, but (R) is true.",U.P.P.C.S.(Mains),2005.0,c,"Exp) Option ¢ [a the correct anawer.

Assertion (A) Ie trac: Alauddin Khaljl established price
control In Delhi by creating dedicated markets, like the
Mandi for grains, Sera-4 Adi for manufactured goods, and
regulating slave and animal markets. Fixed prices prevented
inflation, ensucing affordabiltty for essentials and fair trade
practices, fostering economic stability dusing his relgn.
Reason (R) l¢ False: Alauddin’ policics were oriented
towards controlling prices and ensuring social stability,
rather than exploiting labor. His economic reforms were
focused on price regulation and grain control, not on
undermining artisans’ wages.
Importent Tips

Market reforms of Alauddin Khali:

* Alauddin Khilji, through his astute governance,
established « comprehensive system of price control
measares by Introducing distinct markets la Delbi,
each serving specific purposes:

¢ Mandj - Central Grala Market and Local Grocery
Shops: Alauddin initisied the Mandi, @ centcallzed
grain market, where staple cereals’ prices were
strictly cegulated. This ensured stability in prices and
prevented inflation. Additionally, grocery shops were
set up in neighborhoods, reinforcing accessibiiity to
essential goods for the populace,

« Sera-f Adi - Market Cor Manufectured and Imported
Goods; The Sera-i Ad] served as the primary
oracketplace for « wide cange of manufactured and
Imported commodities. Aleuddin meticulously fixed
prices for products such as silk, cottun, eugar, herbs,
aad dey fruits, preventing arbitrary price hikes and
ensuring Cale trade practices.

e Slave and Animal Markets: Alauddin’s reforms
extended to markets for slaves and animals. He
established Axed prices for different categories of
slaves, Including domestic workers, concublaes,
and laborers. Similarly, prices for varlous animals,
from horses to cattle, were set to prevent exploitative
practices,

@ General Markets for Other Cormomodities: Alauddin's
visionary approach encompassed general markets
where diverse goods were traded. He empowered Yequb
Nazir ag the Minister of Commerce to supervise these
markets meticulously, Price regulations were put In
place to curb manipulation and malntatn affordability
for everyday essentials,

Alauddin Khiljl’s strategic Implementation of these

distinet markels revolutionized the economic landscape.

By ensuring consistect pricing, preventing wojust

profiteering, and enhancing accessibility, these measures

contributed to on equitable and stable trade environment
during his reign."
86,The capital of Kadamba Kings was-,Tanjore,Vanavasi,Kanchi,Badami,U.P.P.C.S.(Mains),2005.0,b,"Exp) Option b Is the correct answer.

The capital of the Kadambe kings was Vanavas!. The
Kadamba dynasty was 0 royal femlly that culed over parts

of Karnataka and Goa from the 4th to the 6th century

CE. They were founded by Mayurasharma, who rebelled

against the Pallava rule and established his own kingdom.

They were known for their architecture, art, literature, and

administration. They were later conquered by the Chalukyas

and Rashtrakutas."
87,"Match list-I with list-II and select the correct answer using the codes given below
the lists:
list-I       list-II
A.Chalukyas  1.Madurai
B.Pallava    2.Kannauj
C.Harsha     3.Badami
D.Pandya     4.Kanchipuram
Code: 
ABCD",3 4 2 1,4 3 2 1,1 4 2 3,1 3 2 4,U.P.P.C.S. (Spl) (Pre),2004.0,a,"Exp) Option a is the correct answer.

A. Chalukyas: The Chalukya dynasty was a royal family
that ruled over large parts of southern and central India
from the 6th to the 12th century CE. They had different
branches and capitals, such as the Eastern Chalukyas
of Vengi and the Western Chalukyas of Kalyani. They
were known for their patronage of art, literature, and
religion. Onc of their prominent capitals was Badami in
Karnataka, where they built rock-cut caves and temples
with intricate carvings and paintings.

B. Pallava: The Pallava dynasty was a powerful kingdom that
ruled over parts of southern India from the 3rd to the 9th
century CE. They were influential in spreading Indian
culture and civilization to Southeast Asia. They were
also pioneers of Dravidian architecture and sculpture,
especially in stone and rock-cut temples. Their capital
was Kanchipuram or Kanchi, which is located in Tamil
Nadu. Kanchi was a major center of learning, religion,
and art.

C. Harsha: Harsha was an emperor who ruled over most
of northern India from 606 to 647 CE. He was the last
great ruler of the classical period of Indian history. He
was known for his military conquests, administrative
reforms, cultural achievements, and religious tolerance.
His capital was Kannauj, which is situated in Uttar
Pradesh. Kannauj was a prosperous and cosmopolitan
cily that attracted many visitors and dignitaries from
India and abroad.

D. Pandya: The Pandya dynasty was one of the oldest
and longest-lasting Tamil dynasties that ruled over the
southern tip of India from the 6th century BCE to the
16th century CE. They were known for their maritime
trade, naval prowess, and patronage of literature and
culture. Their capital was Madurai, which is also located
in lamil Nadu. Madurai was famous for its Meenakshi
Yemple, which is dedicated to the goddess Parvati and
her consort Shiva."
88,Who of the following was the first woman ruler of medieval India?,Raziyya Sultan,Chand Bibi,Durgavati,Noorjahan,U.P.P.C.S.(Mains),2004.0,a,"Exp) Option a is the correct answer.

Raziyya Sultan, was the first woman ruler of medieval

India, Also known as Razia Sultana, she ruled the Delhi

Sultanate from 1236 to 1240. As the daughter of Sultan

Shamsuddin Ututmish, Razia demonstrated her capabilities

while administrating Deihi in her father’s absence. Though

her ascension faced challenges, she cffectively wielded
power, appointing nou-Turkic officers. Her reign ended in

1240 after being deposed by nobles.

| Important Tips |

Razia Sultana (1236 — 1240):

;¢ Raziya claimed the throne of Delhi by deposing her
| half-brother Ruknuddin Feroz.

« She became the first Muslim woman ruler in Indian
history.

¢ She appointed Yakut, an African (Abyssinian) slave,
to oversee the cavalry.

o Her rule led to friction with the Chahalgani, a group

of 40 nobles.
;e She married Altuniya, the governor of Bhatinda.

° Both Razia and Altuniya were eventually killed ina
coup orchestrated by the Chahalgani.

« Razia defied convention by discarding female attire,
adopting male clothing, participating in hunting,
and leading the army, which stirred resentment
among the Turkish nobles."
89,Which of the following South Indian state was famous for its naval power:,Chola,Chera,Pallava,Rashtrakuta,U.P.P.C.S.(Pre),2004.0,a,"Exp) Option a is the correct answer.
The Chola dynasty was one of the most powerful and
influential empires in South Iidian history, which ruled
over southern India and Sri Lanka from the 9th to the 13th
century CE. Yhe Cholas were not only a dominant force
in India, but also a maritime power that extended their
influence on Southeast Asia. The Cholas had a strong and
well-organized navy, which was used for both trade and
warfare. The Chola navy was composed of various types of
ships, such as merchant ships, warships, patrol boats, etc. The
Chola ships were built with advanced technology and design
and were capable of sailing long distances and carrying heavy
loads. The Chola navy also had skilled and brave sailors, who
navigated the seas with the help of astronomy and geography."
90,Which one of the following rulers from Central Asia conquered North India 1192?,Jalaluddin Mankbarni,Mahmud of Ghazni,Shihabuddin Muhammad Ghori,Gengh Khan,U.P.P.C.S.(Mains),2004.0,c,"Exp) Option c is the correct answer.
Mwizz ad-Din Muhammad, known as Shihabuddin
Muhamuinad Ghori, was the ruler from Central Asia who
conquered North India in 1192. He led the Ghurid Empire
and invaded the Indian subcontinent. His conquest marked
the establishment of Muslim rule in the region. Muhammad
Ghori defeated Prithvi Raj Chauhan in the Second Battle
of Tarain, capturing and executing him. This victory paved
the way for the establishment of the first Muslim kingdom
rule over Ajmer and Delhi, marking a significant turning
point in Indian history.

Important Tips

Muhammad Ghori:

«* Mizz ad-Din Muhammad, known as Muhammad of
Ghori, was the Sultan of the Ghurid Empire from
1173 to 1206. He played a pivotal role in establishing |
Muslim rule in the Indian subcontinent.

* Ghurid Independence: Muhammad of Ghor led
the Ghurids to break free from Ghazni’s control,
establishing theic independent power.

| « Conquests; He captured Punjab from Khusro Malik |
| and defeated the Ghaznavid ruler Bahram Shah,
; extending his influence. |
|. Territorial Expansion: Under his rule, the Ghurids |
| conquered important regions including Multan, |
Uchch, Peshawaz, Lahore, and Sialkot.
| o Battles of Tarain: The battles against Prithviraj
Chauhan were crucial. In the first battle, Ghori |
| suffered defeat, but he regrouped and emerged |
victorious in the second battle (1192), establishing
| Muslim dominance in North India. |
|* Battle of Chandawar: In 1194, Muhanmad Ghoti |
led 50,000 cavalry across the Jamuna, clashing with |
| Jaichandra’s forces at Chandawar near Kannauj. ,
fierce batile ensued, Jaichandra nearly prevailing until
his death led to his army’s complete defeat. |
| e Expansion into Bihar and Bengal: Muhammad Ghori’s |
conquests extended into Bihar and Bengal, expanding |
his control in the Ganga-Yamuna doab region. |
| « Expedition to Assam: An ambitious expedition into ,
Assam resulted in defeat due to harsh conditions and
resistance from the local forces. |
e Weath: Muhammad Ghori’s life ended tragically when
| he was fatally stabbed by his own amir while he was
___ critically ill in 1206. |"
91,Which Sultan introduced new Department “Aamir-e-Kohi”?,Alauddin Khalji,Firuz Shah Tughlaq,Muhammad-Bin-Tughlaq,Sikandar Lodhi,U.P.P.C.S.(Spl) (Mains),2004.0,c,"Exp) Option c is the correct answer.
Muhammad Bin Tughluq, the ruler of the Delhi |
Sultanate, introduced the new department “Aainir-e-
Kohi” to focus on agriculture. This department aimed to
improve agricultural practices and enhance agricultural |
productivity. Muhammad Bin ‘Tughluq established a
model farm under the state, covering a significant area, |
and invested substantial resources in modern farming
techniques. Despite the eventual failure of this experiment
due to corrupt officials and inefficient implementation,
it set a precedent for agricultural experimentation and cash
cropping during his reign."
92,The transfer of capital from Delhi to Daulatabad was ordered by:,Sultan Firuz Tughlaq,Sultan Ghiyasuddin Tughluq,Sultan Mubarak,Sultan Muhammad-Bin-Tughluq,U.P.P.C.S.(Pre),2004.0,d,"|
Exp) Option d is the correct answer.
The transfer of the capital from Delhi to Daulatabad
was ordered by Sultan Muhammad Bin Tughlaq in £326,
He aimed to centralize administration and connect
the northern and southern regions. Despite building
infrastructure, establishing a postal service, and providing :
support, the move faced challenges. Plague outbreaks,
citizen dissatisfaction, and revolts undermined its success.
By 1335, due to deteriorating conditions, the capital was 1
moved back to Delhi. The shift’s failure was attributed
to logistical difficulties, public discontent, and an ’
underestimation of regional complexities. (

Important Tips
Transfer of capital- 1326-27 CE:
Muhammad Bin Tughlagq’s decision to shift the capital |
from Delhi to Daulatabad in 1326-27 was driven by several , :
key factors and faced subsequent failure: ,
s Reasons for Capital Transfer:

e Central Location: Tughlaq aimed to establish
Daulatabad as a secondary capital to exert better
control over the southern territories. He believed
it was centrally located, equidistant from
significant areas like Delhi, Gujarat, Lakhnauti,
Telangana, and Dwarasamudra.

« Punitive Measure: Responding to alleged abusive
letters from Delhi, Tughlaq sought to penalize the :
city’s populace by depriving them of the capital. :
This is corroborated by Ibn Battuta and supported
by Isami. | 1

¢ Defense Against Mongols: Concerns about Mongol | :
invasions influenced the move. Daulatabad’s | :
distance from the northwest frontier was seen as
advantageous for protection.

» Sonthern Revolt: Tughlaq’s transfer aimed to
quell a significant uprising in the South and
consolidate contro! over the region.

o Aesthetic Appeal: Tughlaq’s attraction to
Devagiri’s beauty, possibly influenced by poets like
Amir Khusrau, played a role. .

e Failure of the Policy: .

e Dissatisfaction and Discontent: The gencral :
population of Delhi was largely opposed to the
relocation, and many citizens faced hardships |
during the journey due to hunger and exhaustion. |

e Plague Outbreak: During the process, an outbreak
of bubonic plague occurred, affecting both Tughlag
and his soldiers.

e Revolts and rebellions: Revolts and rebellions
further destabilized the sultanate’s control over
certain regions. ,

¢ Flawed Approach: Historians suggest Tughlaq
erred by mass shifting. Moving only the court
might have been wiser.

o Return to Delhi: By 1335, ‘lughlaq decided to shift
the capital back to Delhi due to the deteriorating
situation, This allowed citizens to return fo their
original city, ‘"
