q_no,q_statement,a,b,c,d,exam,year,correct_option,explanation
66,"The ‘Dakshinamurti’ idol of Shiva depicts
him in which form?",‘Teacher,Dancing,Reclining,Meditating,U.P.P.C.S. (Pre),2013.0,a,".
Exp) Option a is the correct answer. ;

Dakshinamurtl cteans “the one who faces south’, and depicts
‘Shiva as a teacher of yoge, music, and wisdom. The Kol of
Dekshinamortt shows him sitting under » banyan tree, with
bls right leg resting on a dwarf, who represents ignorance
end illusion, Hie sight hand shows the chin modra, which
means “the gesture of conectousness’ and signifies the union.
of the individual and the universal self. His left hand holds
2 fice pot, which represents the fire of knowledge that burns
away Ignorance. Around him are four sages, who are ble
disciples and listen to his teachings."
67,Q67Where is Borobudur Stupa situated?,ambodia,"Ja
[c) Sumatra",,Borneo,U..P.C.S. (Mains),2013.0,b,"ot
Exp) Option b Is the correct answer, a
Borobudur Stupe !s situated In the Keda Valley, la the
southera part of Central Java, at the centre of the Island of
Jove, Indonesia. K's the world’s largest Buddhist temple and
a UNESCO World Heritege Site. It was built in the Sth and
Sth centuries AD during the reigo of the Syailendra Dynasty.
It consists of mine stacked platforms, six square and three
circulars, topped by a central dome. It Is decorated with 2,672
rellef pancls and originally 504 Buddhe matues. The central
dome ls surrounded by 72 Buddhe statues, each seated inside
a perforated stupa, ."
68,"Whoamong the following did not contribute
to building the famous ‘Qutb-Minar’?
(U.P.P.C.S. (Mains)2013]",Ab ul Hassan,Farrukh Beg,Bishandas,Agha Raza,,,c,"Exp) Option ¢ Is the correct answer,
Gblyaseddin Toghteq did act coatribste te the
constroctloa of the farmoas ‘Qutb-Miner’, Delhi's Qutub
Minar, an iconic five-tlered edifice, stands as @ testament
to the efforts of rulers spanning four centuries, Originally
lattiated by Qutb-ed-dia Aibak in 1192 to commemorate
_ his victory, the minaret bears bis came, despite him only
completing We first story, Sbame-od-dia Itotmieh, his
successor, expended it with three more levels by 1220.
Lightalng etruck the top tier in 1369, leeding to Firoz
Shah Tughlag’s resteration aad the addition of the fifth
story. Sher Shab Suri built the estcance,
Teportant Tipe

Pact aboot Qatb-Miner:

+ Ia 1803, am earthquake inflicted elgnificant damage
‘on the fifth tower, Major Robert Seaith of the Britieh
Indian Army ondertook its restorsilon ia 1828. He
elevated Its stature by adding « pillared cupole above
the fifth story, essentially bestowing @ elzth story

wpoa the tower, However, this additlonal level wos
dismantled in 1848 ender the directives of Heary
Hardinge, the then Governor-General of Jodia. It was
reinstalled adjaceat to the mineret.

+ Esiry to the tower has been restricted slnce 1961

. doe to a tragic Incident that claimed the Lives of 47
individuals inside."
69,,,,,,,,s,"Exp) Option e Is the correct anewer. |”
‘Abe’l Hasen was « Mughal palater who was active during the
eign of Jahangir. He was one of the most talented painters

of his time, and he was known for his realism and his use

of tight and shadow. Jabangir was so impressed with Abu’!

Hasan’s work that he gave him the title of “Nadir-ul-Zaman’,

which means “Wonder of the Age”. :
Important Tips” )

Some of the famous paintings by Abul Hasan:

+ The Portrait of Jahangir: This painting is considered
to be one of the finest portraits ever created in the
Mughal style, It shows Jahangir in full court dress, with
his wife Nur Jahan standing behind him. The painting
is notable for its realism and its use of light and shadow.

« The Peacock Throne: This is a miniature painting
that depicts the famous Peacock Throne, which was
commissioned by Shah Jahan. The throne is made
of gold and precious stones, and it is encrusted with
jewels. The painting is notable for its depiction of the

| throne’s intricate details.

« The Roshani Mahal: This is a miniature painting
that depicts the Roshani Mahal, which was a pleasure |
palace built by Jahangir. The palace is decorated with |
mirrors and stained glass, and it is filled with flowers |
and fountains. The painting is notable for its depiction |
of the palace’s luxurious interior :"
70,"Who among the following were Jahangiri
painters?
1. Abdus Samad
2. Abul Hasan
3. Aqa Riza
4. Mir Sayyid Ali
Select the correct answer for the codes given
below:",land2,2 and 3,3 and 4,4and1,U.P.P.C.S. (Pre),2012.0,b,"Exp) Option b is the correct answer. .

Abul Hasan and Aqa Riza were both painters during Jahangir’s
reign (1605-1627) whereas Abdus Samad and Mir Sayyid Ali
were both painters during Akbar’s reign (1556-1605).

| sana atseme ~~ Important Tips —

« ‘Abd-al-Samad (1500-1593), a Persian painter,
pioneered Mughal miniature art after moving to
India in the 16th century. His influence peaked under
Emperor Akbar’s rule (from 1572), shaping the mature
Mughal style.

e Abu al-Hasan (1589 - 1630), a Mughal painter, worked
during Jahangir’s reign. Known for high-quality
miniatures, he documented court events and created
portraits. Jahangir honored him with the title Nadir- |
uz-Saman (“Wonder of the Age”) in 1618.

» Aga Riza Jahangiri (1560-1621), a Mughal painter,
worked at Shah Salim’s (Jahangir) court before his
coronation, c. 1599-1604 in Allahabad. He was the
father of Abu’l Hasan and he contributed to the Isfahan
School, excelling in single miniature figures, notably
during the Safavid era under Shah Abbas 1.

« Mir Sayyid Ali (1510-1572), a Persian miniaturist,
excelled under Shah Tahmasp before contributing
to Mughal painting under Emperor Akbar. His early
works include Shahnameh and Khamsa illustrations.
Notably, “Laila and Majnun” and a diptych for Khamsa
showcase his skill during this period."
71,"The foundation of the Mughal painting was
laid by-",Akbar,Humayun,Jahangir,Shah Jahan,U.B.P.C.S. (Mains),2012.0,b,"Exp) Option b is the correct answer.

Humayun taid the foundation of Mughal painting. He

welcomed Persian artists Mir Sayyid Ali and Abdus Samad

to establish a court studio, known as Nigaar Khana, where

royal artworks were created. Humayun’s support led to the

commencement of the Hamza Nama illustration project,

continued by his son Akbar. The Hamzanama or Dastan-e-

Amir Hamza narrates the story of the adventures of Amir

Hamza, the uncle of the Prophet Muhammad. Humayun

patronized diverse themes, including open-air scenes with

trees, marking the beginning of Mughal artistic legacy."
72,"Which of the following temples is an
example of rock-cut architecture?","Shore Temple, Mamallapuram","Rajarajeshwara temple, Thanjavur","Kailasa Temple, Ellora","Jagannatha Temple, Puri",U.PP.C.S. (Mains),2012.0,c,"Exp) Option c is the correct answer.

The Kailasa Temple is one of the most remarkable

examples of rock-cut architecture in India and the world.

It is a monolithic structure, carved out of a single rock hill,

measuring 164 feet in height, 109 feet in width, and 272

feet in depth. It is dedicated to the Hindu god Shiva and

represents his abode, Mount Kailash. The temple was built in

the 8th century CE by the Rashtrakuta king Krishna I, and it

took about 150 years and 200,000 tons of rock to complete.

The temple features a pyramidal tower, a pillared hall, a

courtyard, a gateway, and several sculptures and reliefs

depicting scenes from Hindu mythology. .

Important Tips —
« Shore Temple, Mamallapuram is an example of

structural architecture, not rock-cut architecture. It is
a stone-built temple complex located on the shore of
the Bay of Bengal in Tamil Nadu. It was built in the
8th century CE by the Pallava dynasty and is one of the
oldest surviving temples in India.

| « Rajarajeshwara temple, Thanjavur is also an example

| of structural architecture, not rock-cut architecture. It
is a massive granite temple dedicated to Shiva, built by
the Chola king Rajaraja I in the 11th century CE. It
is one of the largest and most magnificent temples in
India, and a UNESCO World Heritage Site since 1987.

« Jagannatha Temple, Puri is another example of

structural architecture, not rock-cut architecture. It is
a colossal temple complex dedicated to Jagannatha (a
form of Vishnu), located in the coastal town of Puri in
Odisha. It was built by the Ganga dynasty in the 12th
century CE and is one of the four sacred pilgrimage
sites for Hindus. _ -"
73,"Match List-I with List-II and select the correct answer using the codes given below the lists:

List-I (Builder)   List-II (Monument)
A.Babur              1.Jama Masjid
B.Humayun            2.Din Panah
C.Akbar              3.Jahangiri Mahal
D.Jahangir           4.Akbar’s Mausoleum’s Completion
Code: 
A B C D",1 2 3 4,1 2 4 3,2 1 4 3,4 3 2 1,U.P.P.C.S (Mains),2011.0,a,"Exp) Option a is the correct answer.

Babur - Jama Masjid in Sambhal.

Babur built the Jama Masjid in Sambhal in 1528. It is one of

the oldest mosques in India.

Humayun- Din Panah.

Humayun built Din Panah in 1533. It was his first capital

city.

Akbar- Jahangiri Mahal.

Akbar built the Jahangiri Mahal in Fatehpur Sikri in the

early 1600s. It was a palace complex that was used by Akbar

and his family

Jahangir- Akbar’s Mausoleum.

Jahangir completed the construction of Akbar’s Mausoleum
in 1613. It is also known as the tomb of Akbar the Great."
74,Which of the following is NOT correctly matched?,Ajmer: Quwwat-ul-Islam,Jaunpur : Atala Masjid,Malwa: Jahaz Mahal,Gulberga : Jama Masjid,U.P.P.C.S. (Pre),2011.0,a,"Exp) Option a is the correct answer.

Quwwat-ul Islam Mosque stands northeast of the Qutb
Minar in Delhi and not in Ajmer. [It was commissioned by
Qutb-ud-din Aibak, founder of the Mamluk dynasty. It was
built using the ruins of 27 Hindu and Jain temples.

[ ‘Important Tips a

« In 1408 A.D., Ibrahim Shah Sharki built the Atala
Masjid which came to be considered as the ideal for the
construction of the other mosques of Jaunpur. In this
mosque, beautiful galleries were built by surrounding
it with artistic walls. Its height is more than 100 ft, Its
construction was begun by Feorze Shah in 1393 A.D.

{

+ Jahaz Mahal (Ship Palace) at Mandu was built by |
Sultan Ghiyasuddin Khilfi as a harem and it extends
over a length of 110 m and a width of 15 m. This is
where 15,000 royal women resided. The harem was
constructed in such a manner that it gave the women
complete autonomy yet shielded them from the eyes of |
the common man.

« Jama Masjid of Gulbarga was built by Bahmani Sultan
Mohmmad Shah after he defeated Kapya Nayak of
Warangal in 1367, —"
75,"The Stupa site which is NOT connected
with any incident of Lord Buddha’s life, is:",Sarnath,Sanchi,Bodhgaya,Kusinara,U.PB.C.S. (Mains),2011.0,b,"Exp) Option b |s the correct answer.
Sanchi, located near Bhopal, is important for its history and
old things under the ground (Archaeology). Sanchi has lots
of stupas on top of a hill. Even though it’s about Buddhism,
it's not directly about Buddha’s life. lt’s more about Ashoka
than Buddha. Ashoka was the one who made the first stupa
and set up lots of pillars here. The top part of the famous
pillars with four lions standing back-to-back is now the
special sign of India.

a Important Tips —

Some major stupas:

Mahabodhi Stupa: Found in Bodh Gaya, Bihar, this stupa |

marks where Buddha is said to have become enlightened. ;

Buddhists from around the world visit this place.

Jetavana Stupa: Situated in Shravasti, Uttar Pradesh, this

stupa was built where Buddha spent 24 rainy seasons,

teaching and meditating.
| Dhamekh Stupa: In Sarnath, Uttar Pradesh, this stupa is
| thought to be where Buddha gave his first teaching, called
the Dhammacakkappavattana Sutta.

Sanchi Stupa: One of India’s oldest and well-preserved

stupas, located in Madhya Pradesh, Emperor Ashoka of

the Mauryan Empire had it built in the 3rd century BCE.

Vishwa Shanti Stupa: Built in Rajgir, Bihar in the 1960s,
it’s really tall and was made to promote world peace.
Ratnagiri Stupa: Made by the Gupta dynasty around the
6th century CE in Ratnagiri, Odisha.
Amravati Stupa: Believed to be built by the Satavahana ,
dynasty around the 2nd century BCE in Andhra Pradesh. |
It’s famous for its carvings showing Buddha's life. 7 |"
76,"Which of the following caves is famous for
*Trimurti’?",Ajanta,Bhaja,Elephanta,Ellora,U.P.PC.S. (Mains),2014.0,c,"Exp) Option c is the correct answer,
The Elephanta Caves are a collection of rock-cut cave
temples that are mostly devoted to Shiva. The 5.45 metres
(17.9 ft) high Trimurti sculpture, which represents three
aspects of Shiva: the Creator, the Preserver, and the Destroyer,
is located at the entrance of Cave 1, also known as the Great
Cave. This sculpture is one of the most magnificent examples
of Indian art and a symbo! of the state tourism department."
77,Jain temple of Abu is made of-,Sandstone,Limestone,"Granite
(ad)Marble",,U.P.P.C.S. (Pre),2016.0,d,"Exp) Option d is the correct answer.
The Jain teraple of Abu, also known as the Dilwara temple,
is a marble temples dedicated to various Tirthankaras
(Jain spiritual leaders) on Mount Abu, Rajasthan. The
temples were built between the 11th and 13th centuries CE
by the Chalukya and Vimala Shah dynasties. The temples
are renowned for their exquisite carvings, sculptures, and
architecture that reflect the Jain values of non-violence,
honesty, and simplicity. The temples are considered as one
of the finest examples of marble temple art in India and a
pilgrimage site for Jains."
78,"Match List-I with List-II and select the correct answer using the codes given below the lists:

List-I(Place)               List-II(Monuments)
A.Kaushambi                 1.Dhamek Stupa
B.Kushinagar                2.Ghositrama Monastery
C.Sarnath                   3.Ranabhar Stupa
D.Shravasti                 4.Sahet-Mahet
Code: 
A B C D",2 1 3 4,4 3 2 1,2 3 1 4,4 2 3 3,UPPCS (Mains),2010.0,c,"Exp) Option c is the correct answer.
Ghositarama Monastery, situated in Kaushambi, a
prominent Buddhist center during Buddha’s era, hosted
him during his visits. It was built by one of the leading
Shreshti (bankers) of Kaushambi, Ghosita whose daughter
Samavati was the wife of Udayana, the most famous king of
the Vatsa kingdom who ruled in the 6th century BC.
Situated in Kushinagar, about I.5km from Mahaparinirvana
Temple, Ramabhar Stupa stands 15 meters tall. It signifies
the cremation place of Lord Buddha and is known as ‘Mukut-
Bandhan Chaitya’ in Buddhist texts.
Dhamek Stupa is a massive stupa located at the
archaeological site of Sarnath in the state of Uttar
Pradesh, India. Itmarks the precise location where the
Buddha preached his first discourse to his first five disciples
(Kaundinya, Assaji, Bhaddiya, Vappa and Mahanama), and
where all five eventually became fully liberated.
The ancient city of Sravasti, represented by Saheth-
Maheth remains, holds historical significance in Uttar
Pradesh. Linked to Buddha and Mahavira, it was a vital
Buddhist pilgrimage site. Famous for Jetavana Monastery
and philosophical debates, its ruins were rediscovered by
Alexander Cunningham in 1863.

tT Sie ee a SO oR A SSS eid, Be oe oe ad On a be"
79,"Which of the following pairs is correctly
matched? (U.RB.C.S. (Pre)2010]",Ellora Caves - Shakas,Meenakshi Temple - Pallavas,Khajuraho Temple - Chandelas,Mahabalipuram Temple - Rashtrakutas,,,c,".

Exp) Option c is the correct answer.

The Khajuraho temples are a group of Hindu and Jain

temples located in Khajuraho, Madhya Pradesh, India.

They were built by the Chandela dynasty between the 10th

and 12th centuries CE. They are famous for their erotic

sculptures and are a UNESCO World Heritage Site.

¢ Ellora caves were not built by the Shakas, but by various
dynasties such as the Rashtrakutas, the Chalukyas, and
the Yadavas. The Ellora caves are a complex of rock-
cut temples and monasteries located in Aurangabad,
Maharashtra, India, They represent Hinduism, Buddhism,
and Jainism and are also a UNESCO World Heritage Site.

« Meenakshi temple was not built by the Pallavas, but
by the Pandyas and later renovated by the Nayakas.
The Meenakshi temple is a Hindu temple dedicated to
the goddess Meenakshi and her consort Shiva, located in
Madurai, Tamil Nadu, India.

» Mahabalipuram temples were not built by the
Rashtrakutas, but by the Pallavas. The Mahabalipuram
temples are a group of rock-cut and structural temples
located in Mahabalipuram, Tamil Nadu, India."
80,"Which among the following is the largest
and the tallest surviving temple in Orissa?",Brahmesvara ‘Temple,Jagannath Temple,Lingaraja ‘Temple,Rajarani Temple,U.P.P.S.C. (GIC),2010.0,c,"Exp) Option c is the correct answer.

Lingaraja Temple is the largest and the tallest surviving

temple in Orissa, with a height of 180 ft (55 m). It is also

one of the oldest temples in Bhubaneswar, the capital of the

Indian state of Orissa. The temple is dedicated to Shiva and

is built in the Kalinga architecture style. The temple complex

has 108 other shrines and is enclosed by a large compound
wall. The temple is active in worship practices and celebrates
festivals like Mahashivaratri, Ashokashtami and Chandan

Yatra with great fervor. The temple is a magnificent specimen

of ancient Indian art and culture and a major tourist

attraction of the state.

| Important Tips |

* Brahmesvara Temple: This temple is located in

| Bhubaneswar and is dedicated to Shiva. It was built

in the 11th century CE by the Somavamsi king
Udyotakesari.

« Jagannath Temple: This temple is located in Puri and

is one of the most sacred and revered temples in India.

It is dedicated to Jagannath, a form of Vishnu, along

| with his siblings Balabhadra and Subhadra. The temple

| was built in the 12th century CE by the Ganga king

' Anantavarman Chodaganga Deva.

| ¢ Rajarani Temple: This temple is located in

Bhubaneswar and is dedicated to an unidentified
deity, possibly Shiva or Vishnu. It was built in the 11th

___century CE by an unknown king."
81,"A highly advanced water management
system of Harappan times has been
unearthed at—",Alamgirpur,Dholavira,Kalibangan,Lotha],U.P PCS. (Mains),2010.0,b,"Exp) Option b is the correct answer.

Dholavira site was discovered by J.P Joshi and R.S Bisht. It

is located in Kutch district of, Gujarat, It has Giant water

reservoir and unique advanced water harnessing system. It is
the latest Indus Valley Civilization city to be discovered. It is
40th site in India under UNESCO World Heritage Sites list.
Important Tips
; Lothal:
| « In 1954, it was discovered by S.R Rao.
« It is located on Bhogava river, a tributary of Sabarmati
river in Gujarat
e it Was an important trade centre of the Indus Valley
Civilization.
+ thas Artificial dockyard
¢ There is evidence of rice cultivation and also of double
Kalibangan:
« It was Discovered by B.B. Lal.
¢ Itis located on river Ghaggar in Rajasthan
«+ There is evidence ofCamelbones and Plough field
(Oldest plough field in India.)
Alamgirpur:
* Itis located on river Yamuna in Uttar Pradesh
« Itis Easternmost site of IVC
+ There is evidence of broken blade made up of copper,
___ ceramic items and impression of cloth on a trough"
82,"The famous painting Satyam; Shivam
Sundaram was prepared by:",Mahendra Nath Singh,Nandkishore Sharma,Shivnandan Nautiyal,Vishwanath Mehta,U.P.P.C.S. (Mains),2009.0,c,"Exp) Option c is the correct answer.
The famons painting ‘Satyam; Shivam Sundaram’ was the
creation of Shivnandan Nautiyal. Satyam Shivam Sundaram
is a Sanskrit phrase that has a significant meaning in the
Indian Upanishads. Satyam Shivam Sundaram is used to
show respect and devotion to Lord Shiva.
Shivnandan Nautiyal was a renowned painter from
Uttarakhand who was known for his realistic and spiritual
paintings. He was awarded the Padma Shri in 1981 for his
contribution to Indian art."
83,"The Rummindei Piliar of Ashoka was put
up to mark-",Birth of Buddha,Fnlightenment of Buddha,First Sermon of Buddha,Demise of Buddha,U.P.B.C.S. (Spl)(Mains),2008.0,a,"Exp) Option a is the correct answer.
The Rummindei Pillar of Ashoka was erected to mark the
birth of Buddha, This pillar, located at Lumbini in Nepal,
has an inscription in ancient Brahmi script. The inscription
provides evidence that Ashoka, the Mauryan emperar, visited
Lumbini and identified it as the birthplace of Gautama
Buddha. To commemorate the birthplace of the Buddha,
he gave tax concessions to the villagers. It records that the
village of Lumbini was exempted from bali and was to pay
only one-eighth of bhaga."
84,"Where were the observatories constructed
by Maharaja Jai Singh-IL?
1. Delhi
2. Jaipur
3. Ujjain
4. Varanasi
Select the correct answer from the codes
given below:",land 2,1 and 3,2 and 3,"1, 2, 3, and 4",U.P. B.C.S. (Mains),2007.0,d,"Exp) Option d is the correct answer.
Sawai Jai Singh II, Maharaja of Amber and Jaipur,
constructed five observatories in the second quarter of the
eighteenth century in the north Indian cities of Shahjahanabad
(Delhi), Jaipur, Ujjain, Mathura, and Varanasi.

Important Tips

Jantar Mantar:

+ “Jantar Mantar” means “instruments for measuring the
harmony of the heavens”.

« The primary purpose of the observatory was to
compile astronomical tables, and to predict the times
and movements of the sun, moon and planets.

| e« The Ram Yantra, the Samrat Yantra, the Jai Prakash
Yantra and the Misra Yantra, etc are the distinct
instruments of Jantar Mantar.

« Among these five observatories, Delhi observatories

. was the first to be built."
85,"Realizing the need for water, the first ruler
who got a Jake constructed in the Girnar
area, was-",Chandragupta Maurya,Ashoka,Rudradaman,Skanda Gupta,U.PB.P.C.S. (Mains),2007.0,a,"Exp) Option a is the correct answer.
Pushyagupta Vaishya constructed the Sudarshan Lake on
the orders of Emperor Chandragupta Maurya. Situated
in Girnar, Gujarat, this irrigation project was a significant
undertaking during the early Mauryan period. It was later
renovated by other emperors like Ashoka and Rudradaman
to maintain its functionality."
86,"The ancient monuments of Elephanta are
mostly-
1. Buddhist
2. Jain
3. Shaivite
4, Vaishnavite
Select the correct answer from the codes
given below:",1 Only,2 Only,3 Only,1 and 3 Only,U.P.P.C.S. (Mains),2007.0,c,"Exp) Option c is the correct answer.
The Elephanta Caves are a collection of cave temples
predominantly dedicated to the Hindu god Shiva, which
have been designated a UNESCO World Heritage Site.
The most important among the caves is the great Cave 1,
which features a 7-metre-high masterpiece “Sadashiva” that
represents three aspects of Shiva: the Creator, the Preserver,
and the Destroyer. The carvings in the caves narrate
Hindu mythologies related to Shiva, such as Nataraja,
Ardhanarishwara, and Ravanaanugrahamurti."
87,"Match List-I with List-II and select the correct answer using the codes given below the lists:
List-I(Monuments)                List-II (Builders)
A. Alai Darwaza,Delhi              1. Alauddin Khalji
B. Buland Darwaza,Fatehpur Sikri   2. Akbar
C. Moti Masjid,Agra           3.Shah Jahan
D. Moti Masjid,Delhi          4.Aurangzeb

Code: 
ABCD",4 3 2 1,1 4 2 3,1 2 3 4,4 2 3 1,U.P.P.C.S. (Mains),2006.0,c,":
Exp) Option c is the correct answer.
+ Alai Darwaza, Delhi - Alauddin Khalji
Alai Darwaza is a gateway in the Qutub Minar complex in
Delhi. It was built by Alauddin Khalji in the 13th century.
« Buland Darwaza, Fatehpur Sikri- Akbar
Buland Darwaza is a gateway in Fatehpur Sikri. It was
built by Akbar in the 16th century. It is one of the largest
gateways in the world.
¢ Moti Masjid, Agra- Shah Jahan
Moti Masjid is a mosque in Agra. It was built by Shah Jahan
in the 17th century. It is made of white marble and is one of
the most beautiful mosques in India.
« Moti Masjid, Delhi - Aurangzeb
Moti Masjid is a mosque in Delhi. It was built by Aurangzeb
in the 17th century. It is made of red sandstone and is one of
the largest mosques in Delhi"
88,"Go-ind Palace, an excellent specimen of
Hindu achitecture is located at-",Dati,"Khajuro
[c)Orchh a",,Gwalior,U.P.P..S. (Pre),2005.0,a,"Exp) Option a is the correct answer.

Govind Palace is an excellent specimen of Hindu architecture
located in Datia, Madhya Pradesh. It was built by Bir
Singh Deo, the ruler of Datia, in the early 17th century.
The palace is made of red sandstone and white marble, and
it is decorated with intricate carvings and paintings. The
palace is surrounded by a moat and a garden. Govind Palace
is a tentative list of the UNESCO World Heritage Site. It
is considered to be one of the finest examples of Hindu
architecture in India."
89,"Match List-I with List-II and select the correct answer using the codes given below the lists:
List-I (Place)            List-II(Monument)
A. Baijnath Dham          1. Jain Temple
B. Sarnath                2. Shiva Temple
C. Dilwara                3. First sermon place of Buddha
D. Badrinath              4. Vishnu Temple
Code: 
A B C D",2 3 1 4,1 2 3 4,1 4 2 3,4 1 2 3,UPPCS (Spl)(Pre),2004.0,a,"Exp) Option a is the correct answer.

¢ Baijnath Dham: This is a place in Bageshwar district of
Uttarakhand, India, where there is a famous Shiva temple
called Baijnath Temple. The temple was built by the
Katyuri kings in the 12th century CE and is considered
one of the twelve Jyotirlingas of Shiva.

¢ Sarnath: This is a place in Varanasi district of Uttar
Pradesh, India, where Gautama Buddha delivered his
first sermon after attaining enlightenment. The sermon
is known as the Dhammacakkappavattana Sutta or the
Setting in Motion of the Wheel of Dharma. Sarnath is
one of the four holy sites of Buddhism and has many
monuments such as the Dhamek Stupa, the Ashoka Pillar,
and the Mulagandhakuti Vihara.

« Dilwara: This is a place in Mount Abu district of
Rajasthan, India, where there are five Jain temples built
between the 11th and 13th centuries CE. The temples
are dedicated to various Tirthankaras or Jain spiritual
teachers and are renowned for their exquisite marble
carvings and sculptures. The temples are named Vimal
Vasahi, Luna Vasahi, Pittalhar, Parshvanath, and Mahavir
Swami.

¢ Badrinath: This is a place in Chamoli district of
Uttarakhand, India, where there is a Hindu temple
dedicated to Vishnu called Badrinath Temple. The temple
is one of the four Char Dham or sacred destinations of
Hinduism and is also part of the 108 Divya Desams or
holy abodes of Vishnu. The temple was established by
Adi Shankara in the 8th century CE and is situated on
the banks of the Alaknanda river."
90,"The Ashoka Pillar at Allahabad provides
information about the reign of?",Chandragupta Maurya,Chandragupta-I,Chandragupta-IT,Samudragupta,U.P.P.C.S. (Spl)(Mains),2004.0,d,"Exp) Option d is the correct answer.

The Allahabad pillar contains one of the pillar edicts of

Ashoka. However, the pillar is also notable for containing later

inscriptions attributed to Samudragupta. These inscriptions,

known as the Prayag Prashasti or the Allahabad Pillar

Inscription, were composed by his court poet Harishena.

They describe Samudragupta’s military conquests, his

benevolence towards other rulers, his religious tolerance,

and his personal achievements. Allahabad Pillar (Nagasena)
calls him Kaviraja because of his ability in composing verses.

The inscriptions are considered to be one of the finest

examples of Sanskrit poetry and a valuable source of historical

information. The Allahabad pillar also has inscriptions by

the Mughal emperor Jahangir, who ruled in the 17th century
CE"
91,"India’s first tomb constructed in the Indo-
Islamic style was-",Humayun’s Tomb,Aibak’s Tomb,Balban’s Tomb,Alauddin’s Tomb,U.P.P.C.S. (Spl)(Pre),2004.0,b,"Exp) Option b is the correct answer.

Qutbuddin Aibak was an accomplished Polo, player. In
1210 A.D. he slipped from his horse while playing Polo, or
Chaugan as it was called in those days, and died. Aibak’s
Tomb was built by his predecessor Shamsuddin Altumish.
It is India’s first tomb constructed in the Indo-Islamic style."
92,"From the excavations of which ancient site,
information has been gathered regarding
brisk trade relations between India and
Rome, during the early centuries of
Christian era:",Madurai,Tamralipti,Tondi,Arikamedu,U.P.P.C.S. (Pre),2003.0,d,"Exp) Option d is the correct answer.

The ancient site from which information has been gathered
regarding brisk trade relations between India and Rome,
during the early centuries of the Christian era, is Arikamedu.

. Important Tips - - ~ |

Arikamedu:

« Arikamedu is an archaeological site located on the
banks of the Ariyankuppam River in Puducherry.

« It was a major port and trading center that had contacts
with the Roman Empire, as well as other regions such
as Egypt, Greece, Persia, and China.

* The site was excavated by various scholars, such as
Mortimer Wheeler, Vimala Begley, and Jean-Marie
Casal, who found evidence of Roman amphorae (jars),
coins, pottery, beads, glassware, terracotta figurines,
and other artifacts."
93,"The Chitragupta Swami Temple considered
to be the only temple of Chitragupta is
situated in:",Kanchi,Mathura,Puri,Ujjain,U.P.P.C.S. (Pre),1999.0,a,"Exp) Option a is the correct answer.

The Chitragupta Swami Temple is a Hindu temple located
in Nellukara Street Kanchipuram in the South Indian state
of Tamil Nadu. It is one of the rare temples of the Hindu
deity Chitragupta, considered to be the assistant of Yama, the
Hindu god of death. Chitragupta is believed to have emerged
from a painting and set as the accountant of good and bad
deeds of human beings by Brahma.

The temple has a three-tiered Rajagopuram (gateway tower)
and a single precinct around the sanctum. The present
masonry structure was built during the Chola dynasty in the
9th century, while later expansions are attributed to various
others. The temple is maintained and administered by the
Hindu Religious and Charitable Endowments Department of
the Government of Tamil Nadu. The major festival celebrated
in the temple is Chitra Pournami during April."
94,"The greatest painter of birds at Jahangir’s
Court was:",Khwaja Abdus Samad,Sayyid Ali Tabrizi,Basawan,Mansoor,"U.P BCS, (Pre)",1998.0,d,"Exp) Option d is the correct answer.

Mansur/Mansoor was a Mughal painter who was active
during the reign of Jahangir. He is considered to be one of
the greatest painters of birds in history, and he is known
for his realistic and detailed depictions of birds. Mansur’s
paintings are characterized by their use of light and shadow,
and their attention to the smallest details of the birds’
plumage and anatomy.

: Important Tips
; Some other important painters in Jahangir’s court

¢ Abu’l Hasan - skilled at painting portraits

¢ Mir Sayyed Ali and Muhammad Nadir - skilled
calligrapher

« Daswanth - Creating depth in painting and also
portraitist"
95,"The Temple of Bhubaneswara and Puri was
built in:",Nagara style,Dravidian style,Besara siyle,None of the above,(U.PIPC.S. (Pre),1997.0,a,"Exp) Option a is the correct answer.
The temples of Bhubaneswar and Puri in Odisha are
examples of the Nagara style of temple architecture,
which is prevalent in northern India. The Nagara style is
characterized by a curvilinear shikhara or tower over the
garbhagriha or sanctum, a square or rectangular plan, and a
stone platform with steps leading up to it. The Nagara style
has many regional variations, such as the Odisha school,
which features a vertical shikhara with a circular top, and a
porch or jagamohana with a pyramidal roof.

. Important Tips

¢ Dravidian style: It is characterized by towering
entrance gateways known as “gopurams,’” pyramidal
towers housing sanctums, elaborately carved pillars,
and the abundant use of granite. Some examples of
Dravidian temples are the Brihadeshwara temple in

| Thanjavur, the Meenakshi temple in Madurai, and the
Kailashnath temple in Kanchipuram.

« Besara/Vesara style: It was flourished in the Deccan
part of India. Also called the Hybridised style, it
combines features of Nagara and Dravida styles.
Chalukya’s rulers and Hoysala rulers promoted this
style. These temples exhibit a distinctive blend of
features, including pyramidal shikharas inspired by
the Dravida style, ornate mandapas reminiscent of the
Nagara style, and intricate carvings and sculptures that
depict mythological tales. __"
