Q. No,Question_HTML,Option_A,Option_B,Option_C,Option_D,Subject,Correct Option,Difficulty Level,Nature,Explanation_HTML
34," <p>From the decline of Guptas until the rise of Harshavardhana in the early seventh century, which of the following kingdoms were holding power in Northern India?</p><p>1. The Guptas of Magadha</p><p>2. The Paramaras of Malwa</p><p>3. The Pushyabhutis of Thanesar</p><p>4. The Maukharis of Kanauj</p><p>5. The Yadavas of Devagiri</p><p>6. The Maitrakas of Valabhi </p><p>Select the correct answer using the code given below.</p>","(a) 1, 2 and 5","(b) 1, 3, 4 and 6","(c) 2, 3 and 4",(d) 5 and 6,History (Ancient India),b,Medium,,"<ul><li>In the sixth century CE, the Huns occupied Malwa, Gujarat, Punjab and Gandhara. As the Hun invasion weakened the Gupta hold in the country, independent rulers emerged all over the north like Yasodharman of Malwa, the Maukharis of Uttar Pradesh, the Maitrakas in Saurashtra and others in Bengal. In time, the Gupta Empire came to be restricted to only Magadha.</li><li>North India splintered into several warrior kingdoms after the downfall of the Gupta Empire. Excepting in the areas that were subdued by the Huns (modern Punjab, Rajasthan and Malwa), regional identity became pronounced with the emergence of many small states. Maithriyas had organised a powerful state in Sourashtra (Gujarat), with Valabhi as their capital. Agra and Oudh were organised into an independent and sovereign state by the Maukharis. The Vakatakas had recovered their position of ascendency in the western Deccan. Despite political rivalry and conflict among these states, Thaneswar, lying north of Delhi between Sutlej and Yamuna, was formed into an independent state by Pushyabhutis.</li><li>By the beginning of the tenth century two powerful Rajput Kingdoms Gurjar Prathihara and Rashtrakutas had lost their power. Tomaras (Delhi), Chauhans (Rajasthan), Solankis (Gujarat), Paramaras (Malwa), Gahadavalas (Kanauj) and Chandelas (Bundelkhand) had become important ruling dynasties of Northern India.</li><li>At the beginning of the fourteenth century, when the Delhi Sultanate was preparing to extend southwards, the Deccan and south India were divided into four kingdoms: the Yadavas of Devagiri (Western Deccan or present Maharashtra), the Hoysalas of Dvarasamudra (Karnataka), the Kakatiyas of Warangal (eastern part of present Telengana) and the Pandyas of Madurai</li><li>(southern Tamil Nadu).</li><li><strong>Hence option (b) is the correct answer</strong>. </li></ul>"
35," <p>According to Portuguese writer Nuniz, the women in Vijayanagara Empire were expert in which of the following areas? </p><p>1. Wrestling </p><p>2. Astrology </p><p>3. Accounting </p><p>4. Soothsaying </p><p>Select the correct answer using the code given below. </p>","(a) 1, 2 and 3 only","(b) 1, 3 and 4 only",(c) 2 and 4 only,"(d) 1, 2, 3 and 4",History (Medieval India),d,Difficult,t,"<ul><li><strong>Fernao Nuniz, </strong>Portuguese traveller, visited the empire during the reign of Achyuta Deva Raya. According to Nuniz, a large number of women were employed in royal palaces as dancers, domestic servants and palanquin bearers. <strong>There were also wrestlers, astrologers and soothsayers among them. Some women were also appointed as accountants, judges, bailiffs, and watch women.</strong></li></ul>"
36," <p>With reference to Madanapalle of Andhra Pradesh, which one of the following statements is correct? </p>",(a) Pingali Venkayya designed the tricolour Indian National Flag here.,(b) Pattabhi Sitaramaiah led the Quit India Movement of Andhra region from here.,(c) Rabindranath Tagore translated the National Anthem from Bengali to English here.,(d) Madame Blavatsky and Colonel Olcott set up headquarters of Theosophical Society first here.,History (Modern India),c,Difficult,t,"<ul><li>The song Jana-Gana-mana, composed originally in Bangla by Rabindranath Tagore, was adopted in its Hindi version by the Constituent Assembly as the National Anthem of India on January 24, 1950.</li><li>It was first sung on December 27, 1911, at the Calcutta Session of the Indian National Congress.</li><li>The complete song consists of five stanzas. </li><li><strong>It was at Madanapalle (Chittoor), in February 1919, that Tagore translated his Bengali poem ‘Jana Gana Mana’ into English as ‘Morning Song of India’. </strong></li><li><strong>Hence option (c) is the correct answer.</strong></li></ul>"
37, <p>Consider the following pairs:</p><p><strong>Historical place  :</strong>  <strong>Well-known for</strong></p><p>1. Burzahom : Rock-cut shrines</p><p>2. Chandra-ketugarh : Terracotta art</p><p>3.Ganeshwar : Copper artefacts</p><p>Which of the pairs given above is/are correctly matched?</p>,(a) 1 only,(b) 1 and 2,(c) 3 only,(d) 2 and 3,History (Ancient India),d,Difficult,t,"<ul><li>In the Kashmir valley, there are several neolithic sites near Srinagar and between Baramulla and Anantnag. These include Burzahom, Gufkral, Hariparigom, etc. Pits have been found at neolithic levels at Burzahom. Other finds of Period I at<strong> Burzahom included ill-fired, handmade, coarse pottery in grey, red, brown, and buff colours. Burzahom had a well-developed bone tool industry; artefacts such as points, harpoons, needles etc. The site is famous for pit dwelling and neolithic tool industry. Hence pair 1 is not correctly matched.</strong></li><li><strong>Chandraketugarh is located in the Ganga delta in West Bengal. In early historic times, </strong>Chandraketugarh was connected to the Ganga by the Vidyadhari river, and must have been an important centre of trade, and possibly also a political centre. <strong>Chandra-ketugarh was a major centre of terracotta craft.</strong> Various kinds of artefacts have been found at the site over the years, including coins, pottery, seals and sealings, and figurines made of ivory, wood, and bronze. <strong>Hence pair 2 is correctly matched. </strong></li><li><strong>The Ganeshwar–Jodhpura culture was located in the north-eastern part of Rajasthan. Hundreds of copper objects found at this site suggest that it had emerged as a copper-working centre and</strong> that its people were supplying these items to communities elsewhere. <strong>Hence pair 3 is correctly matched.</strong></li></ul>"
38, <p>Consider the following statements :</p><p>1. It was during the reign of Iltutmish that Chengiz Khan reached the Indus in pursuit of the fugitive Khwarezm prince.</p><p>2. It was during the reign of Muhammad bin Tughluq that Taimur occupied Multan and crossed the Indus.</p><p>3. It was during the reign of Deva Raya II of Vijayanagara Empire that Vasco da Gama reached the coast of Kerala.</p><p>Which of the statements given above is/are correct?</p>,(a) 1 only,(b) 1 and 2,(c) 3 only,(d) 2 and 3,History (Medieval India),a,Difficult,t,"<ul><li><strong>Statement 1 is correct:</strong> The Khwarezm ruler Jalaluddhin who was being pursued by Chengiz khan fled to Delhi Sultanate . Iltutmish, who was ruling Delhi then, refused the request of Jalaluddhin for asylum.</li><li><strong>Statement 2 is not correct: </strong>Muhammad Tughluq time period is 1324 -1351 (He died in 1351) Source: https://ncert.nic.in/ncerts/l/gess103.pdf) and Timur had started his career of conquest in 1370. He crossed Indus during the reign of Firuz Shah Tughluq (1351 -1388).</li><li><strong>Statement 3 is not correct: </strong>Devaraya II died in 1446 and Vascodagama arrived in 1498</li></ul>"
39, <p>Consider the following statements </p><p>1. St. Francis Xavier was one of the founding members of the Jesuit Order. </p><p>2. St. Francis Xavier died in Goa and a church is dedicated to him there. </p><p>3. The Feast of St. Francis Xavier is celebrated in Goa each year. </p><p>Which of the statements given above are correct? </p>,(a) 1 and 2 only,(b) 2 and 3 only,(c) 1 and 3 only,"(d) 1, 2 and 3",Current Affairs,c,Difficult,t,"<ul><li>St. Francis Xavier, one of the founders of the Society of Jesus, arrived in Goa in 1542 and travelled as far as Thoothukudi and Punnakayal to baptize the converts. Xavier established a network of Jesuit mission centres. <strong>Hence statement 1 is correct. </strong></li><li>He died of a fever on a Chinese island in 1552, at just 46 years old, and was brought back to Goa a few years later. <strong>Hence statement 2 is not correct. </strong></li><li>Each year, on 3rd December, marks the anniversary of St Francis Xavier’s death, when thousands gather at the Basilica of Bom Jesus. This annual festival, known as the Feast of St Francis Xavier is the biggest of all the Christian festivals in Goa. <strong>Hence statement 3 is correct. </strong></li></ul>"
40," <p>With reference to the history of ancient India, which of the following statements is/are correct?</p><p>1. Mitakshara was the civil law for upper castes and Dayabhaga was the civil law for lower castes.</p><p>2. In the Mitakshara system, the sons can claim right to the property during the lifetime of the father, whereas in the Dayabhaga system, it is only after the death of the father that the sons can claim right to the property.</p><p>3. The Mitakshara system deals with the matters related to the property held by male members only of a family, whereas the Dayabhaga system deals with the matters related to the property held by both male and female members of a family.</p><p>Select the correct answer using the code given below.</p>",(a) 1 and 2,(b) 2 only,(c) 1 and 3,(d) 3 only,Current Affairs,b,Difficult,t,"<ul data-mce-style=""list-style-type: circle;"" style=""list-style-type: circle;""><li><strong>Statement 1 is not correct: </strong>Both the Two systems of family/civil law, Dayabhaga and Mitakshara are the basic to the upper castes alone - Dayabhaga system prevailed in eastern India and Mitakshara in remaining parts of the country.</li><li><strong>Statement 2 is correct: </strong>According to the Dayabhaga system, which came to prevail in eastern India, only on the death of the father could the sons claim rights to property and partition the property. In Mitakshara system, the sons could claim this right even during the lifetime of the father.</li><li><strong>Statement 3 is not correct:</strong> Both the systems deal with the property rights of both of men and women –<ul data-mce-style=""list-style-type: circle;"" style=""list-style-type: circle;""><li>In Mitakshara school property rights of the women were restricted to a great extent; women were believed to never be able to become a coparcener. The widow of a deceased coparcener could not get his share and was not allowed to enforce a partition of his husband’s share against his brothers, Dayabhaga school on the other hand was somewhat lenient, a widow has the right to inherit her deceased husband’ s share and could enforce a partition against his brothers.</li></ul></li></ul>"
41," <p>With reference to the history of ancient India, Bhavabhuti, Hastimalla and Kshemeshvara were famous </p>",(a) Jain monks,(b) playwrights,(c) temple architects,(d) philosophers,History (Ancient India),b,Difficult,t,"<ul><li><strong>Bhavabhuti,</strong> a major dramatist of the later Sanskrit dramatic period, was the court poet of King Yashovarman of Kannauj, in north India in 8th CE. He too wrote plays based on the Ramayana, such as the Mahaviracharita (Exploits of a Great Hero), which depicts the early life of Rama and Uttaramcharita (The Latter History of Rama), which shows the final years of Rama’s life as written in the Uttara Kanda of the Ramayana. Both the plays consist of seven acts written in the Nataka style. His third drama, Malatimadhava (Malati and Madhava), is a Prakarana play centered on the love story of Malati, the daughter of a minister and Madhavya, her beloved.</li><li><strong>Hastimalla is a kannada poet and playwright during the reign of Hoysalas. </strong></li></ul>"
42, <p>Consider the following statements :</p><p>1. The Montagu-Chelmsford Reforms of 1919 recommended granting voting rights to all the women above the age of 21.</p><p>2. The Government of India Act of 1935 gave women reserved seats in legislature.</p><p>Which of the statements given above is/are correct?</p>,(a) 1 only,(b) 2 only,(c) Both 1 and 2,(d) Neither 1 nor 2,History (Modern India),b,Medium,,"<ul><li>In line with the government policy contained in Montagu’s statement of August 1917, the government announced further constitutional reforms in July 1918, known as<strong> Montagu-Chelmsford reforms, </strong>Based on these, the <strong>Government of India Act, 1919</strong> was enacted. Under the Act, <strong>Women were given the right to vote.</strong> But there was <strong>no universal adult suffrage. Hence statement 1 is not correct. </strong></li><li><strong>The Government of India Act, 1935</strong> extended the principle of communal representation by providing separate electorates for depressed classes (scheduled castes), <strong>women</strong> and labourers (workers). A separate electorate meant that not only were the <strong>seats reserved </strong>for a specific group, but voting for the reserved constituency was allowed for only members of that specific community. <strong>Hence statement 2 is correct. </strong></li></ul>"
43," <p>With reference to 8th August, 1942 in Indian history, which one of the following statements is correct? </p>",(a) The Quit India Resolution was adopted by the AICC.,(b) The Viceroy's Executive Council was expanded to include more Indians.,(c) The Congress ministries resigned in seven provinces.,(d) Cripps proposed an Indian Union with full Dominion Status once the Second World War was over.,History (Modern India),a,Easy,,"<ul><li>In July 1942, the Congress Working Committee met at Wardha and resolved that it would authorise Gandhi to take charge of the non-violent mass movement. The resolution generally referred to as the ‘Quit India’ resolution. Proposed by Jawaharlal Nehru and seconded by Sardar Patel, it was to be approved by the All India Congress Committee meeting</li><li>in Bombay in August. The <strong>Quit India Resolution was ratified at the Congress meeting at Gowalia Tank, Bombay, on August 8, 1942. Hence option (a) is the correct answer. </strong></li></ul>"
44," <p>Who among the following is associated with 'Song from Prison', a translation of ancient Indian religious lyrics in English? </p>",(a) Bal Gangadhar Tilak,(b) Jawaharlal Nehru,(c) Mohandas Karamchand Gandhi,(d) Sarojini Naidu,History (Modern India),c,Difficult,t,"<ul><li><strong>Songs from Prison' is a book of translation from Sanskrit hymns and lyrics, from the Upanishads and other scriptures. Mahatma Gandhi made these translations during his incarceration in Yeravada Prison in 1930. </strong>Translations of works by Manu, Tulsidas, Kabir, Nanak, Mirabai, Ramdas, Tukaram and many other poets. Gandhi prepared these translations mainly for his English friends and especially for Mirabehn. <strong>Hence option (c) is the correct answer. </strong></li></ul>"
45," <p>With reference to medieval India, which one of the following is the correct sequence in ascending order in terms of size?</p>",(a) Paragana—Sarkar—Suba,(b) Sarkar—Paragana—Suba,(c) Suba—Sarkar—Paragana,(d) Paragana—Suba—Sarkar,History (Medieval India),a,Medium,,"<ul><li>Using the methods of Sher Shah, Akbar organised his empire into administrative units independently of existing local usage. <strong>Groups of villages formed parganas, then sarkars, and finally subahs. Hence the correct order is Paragana-Sarkar-Suba.</strong> </li></ul>"
46, <p>Who among the following was associated as Secretary with Hindu Female School which later came to be known as Bethune Female School? </p>,(a) Annie Besant,(b) Debendranath Tagore,(c) Ishwar Chandra Vidyasagar,(d) Sarojini Naidu,History (Modern India),c,Easy,,"<ul><li>With encouragement from and participation of like-minded social reformers like<strong> Ramgopal Ghosh, Raja Dakshinaranjan Mukherjee and Pandit Madan Mohan Tarkalankar, Bethune established Kolkata's first school for girls in 1849 called the Hindu Female School.</strong> Bethune passed away in 1851.</li><li><strong>In 1856, the Government took charge of the Hindu Female School, later renamed as Bethune School.</strong> The Managing Committee of the school was then formed and<strong> Pandit Ishwarchandra Vidyasagar, the celebrated social reformer responsible for the eradication of the custom of Sati and a relentless supporter of women's emancipation was made the Secretary. </strong></li></ul>"
47," <p>In the context of Colonial India, Shah Nawaz Khan, Prem Kumar Sehgal and Gurbaksh Singh Dhillon are remembered as </p>",(a) leaders of Swadeshi and Boycott Movement,(b) members of the Interim Government in 1946,(c) members of the Drafting Committee in the Constituent Assembly,(d) officers of the Indian National Army,History (Modern India),d,Easy,,"<ul><li>The British had initially decided to hold public trials of several hundreds of INA prisoners besides dismissing them from service and detaining without trial around 7,000 of them. They compounded the folly by holding the first trial at the Red Fort in Delhi in November 1945 and putting on dock together three <strong>INA members - a Hindu, Prem Kumar Sehgal, a Muslim, Shah Nawaz Khan, and a Sikh, Gurbaksh Singh Dhillon. Hence option (d) is the correct answer. </strong></li></ul>"
48," <p>With reference to Indian history, which of the following statements is/are correct?</p><p>1. The Nizamat of Arcot emerged out of Hyderabad State.</p><p>2. The Mysore Kingdom emerged out of Vijayanagara Empire.</p><p>3. Rohilkhand Kingdom was formed out of the territories occupied by Ahmad Shah Durrani.</p><p>Select the correct answer using the code given below.</p>",(a) 1 and 2,(b) 2 only,(c) 2 and 3,(d) 3 only,History (Medieval India),b,Difficult,t,"<ul><li>Nizamat of Arcot was established by Mughal Emperor Aurangzeb and was the legal dependency of the Nizam of Hyderabad, it did not emerge from the</li><li>Hyderabad state.<strong> Hence statement 1 is not correct. </strong></li><li><strong>Mysore</strong> was a small <strong>feudatory kingdom under the Vijayanagar Empire. After Vijayanagar fell in 1565, the ruling dynasty of Wodeyars </strong>asserted their independence and the Raja Wodeyar ascended the throne in 1578. The capital moved from Mysore to Srirangapatnam in 1610.<strong> Hence statement 2 is correct. </strong></li><li><strong>Several states emerged as a result of the decline of the Mughal Empire.</strong> Some of them are Awadh, Bengal, Rohilkhand. The states of Rohilakhand and the kingdom of the Bangash</li><li>Pathans were a fall out of the Afghan migration into India. Large scale immigration of Afghans into India took place in mid-18th century because of political and economic turmoil in Afghanistan. Ali Muhammad Khan took advantage of the collapse of authority in north India following <strong>Nadir Shah’s invasion, to set up a petty kingdom, Rohilakhand. </strong>Ahmad Shah Durrani was the founder of the state of Afghanistan and ruler of an empire that extended from the Amu Darya to the Indian Ocean and from Khorāsān into Kashmir, the Punjab, and Sindh. <strong>Hence statement 3 is not correct. </strong></li></ul>"
49, <p>Which one of the following statements is correct? </p>,(a) Ajanta Caves lie in the gorge of Waghora river.,(b) Sanchi Stupa lies in the gorge of Chambal river.,(c) Pandu-lena Cave Shrines lie in the gorge of Narmada river.,(d) Amaravati Stupa lies in the gorge of Godavari river.,Art And Culture,a,Difficult,t,"<ul><li>The most prominent examples of the rock-cut architecture of this period are found at Ajanta and Bagh (Huntington, 1985: 239–74). The spectacular Buddhist site of <strong>Ajanta</strong> consists of several caves nestled in a curving section of the Sahyadri hills, <strong>overlooking the Waghora river. </strong>There are 28 caves at Ajanta. <strong>Hence option (a) is the correct answer. </strong></li></ul>"
50, <p>Consider the following statements: </p><p>1. 21st February is declared to be the International Mother Language Day by UNICEF. </p><p>2. The demand that Bangla has to be one of the national languages was raised in the Constituent Assembly of Pakistan. </p><p>Which of the above statements is/are correct? </p>,(a) 1 only,(b) 2 only,(c) Both 1 and 2,(d) Neither 1 nor 2,Current Affairs,b,Medium,,"<ul><li><strong>Statement 1 is not correct:</strong> Ekushe February, or simply “Ekushe”, which is “The 21st” in Bangla, commemorates the day in 1952 when students of the University of Dhaka launched a nationwide protest against the imposition of Urdu on the people of what was then East Pakistan. In 1999, in recognition of the Bengali people’s struggle for their language and culture, UNESCO announced that February 21 would be observed worldwide as International Mother Language Day.</li><li><strong>Statement 2 is correct:</strong> During the first Constituent Assembly of Pakistan, on 23 February 1948, some of the government officials stated that only Urdu or English could be spoken at the Assembly, excluding Bengali. Dhirendrana Datta, a representative from the East Pakistan Congress Party, requested a motion to include Bengali at the Assembly. The Chief Minister of East Pakistan, West Pakistani leaders, and the Prime Minister Liaquat Ali Khan opposed the motion.</li></ul>"
51," <p>How is the permaculture farming different from conventional chemical farming?</p><p>1. Permaculture farming discourages monocultural practices but in conventional chemical farming, monoculture practices are predominant.</p><p>2. Conventional chemical farming can cause increase in soil salinity but the occurrence of such phenomenon is not observed in permaculture farming.</p><p>3. Conventional chemical farming is easily possibly in semi-arid regions but permaculture farming is not so easily possible in such regions.</p><p>4. Practice of mulching is very important in permaculture farming but not necessarily so in conventional chemical farming.</p><p>Select the correct answer using the code given below.</p>",(a) 1 and 3,"(b) 1, 2 and 4",(c) 4 only,(d) 2 and 3,Environment,b,Medium,,"<ul><li>Permaculture is, amongst others, an approach to land management that adopts arrangements observed in flourishing natural ecosystems. It includes a set of design principles derived using whole systems thinking. It uses these principles in fields such as regenerative agriculture, rewilding, and community resilience.</li><li>Permaculture discourages monoculture and serves to open up the possibility of growing a wide range of food grains, fruits and vegetables and thereby expanding the food basket; thus permaculture also contributes to community health. <strong>Hence, statement 1 is correct.</strong></li><li>Application of permaculture methods and introducing permaculture techniques like swales, natural mulching, rainfall harvesting, legume cultivation, have a clear role in improving soil properties, increasing soil organic matter content and reducing soil salinity. <strong>Hence, statement 2 is correct.</strong></li><li>Due to its focus on water conservation and region specific crops, it is very much suitable for arid and semi arid regions. <strong>Hence, statement 3 is not correct.</strong></li><li>Mulch is a material placed on the soil surface to maintain moisture, reduce weed growth, mitigate soil erosion and improve soil conditions. Mulching can help to improve crop yield and optimise water use which is an essential component of permaculture. <strong>Hence, statement 4 is correct.</strong></li></ul>"
52," <p>With reference to ‘palm oil’, consider the following statements: </p><p>1. The palm oil tree is native to Southeast Asia. </p><p>2. The palm oil is a raw material for some industries producing lipstick and perfumes. </p><p>3. The palm oil can be used to produce biodiesel. </p><p>Which of the statements given above are correct? </p>",(a) 1 and 2 only,(b) 2 and 3 only,(c) 1 and 3 only,"(d) 1, 2 and 3",Environment,b,Medium,,"<ul><li>Palm oil is an edible vegetable oil derived from the mesocarp (reddish pulp) of the fruit of the oil palms. Palm oil tree is native to Africa. <strong>Hence, statement 1 is not correct.</strong></li><li>Our palm oil trees are grown in Malaysia and Indonesia, which represents 85% of the world’s palm oil supply.</li><li>Palm oil is a vegetable oil used in cosmetics for its moisturising and texturising properties</li><li>Palm oil is used in lipstick as it holds color well, doesn't melt at high temperatures, and has a smooth application and virtually no taste.</li><li>Also, palm oil makes perfumed and deodorants more effective and helps the fragrance to last longer. <strong>Hence, statement 2 is correct.</strong></li><li>Palm oil is considered as an alternative and promising feedstock to further diversified the biodiesel production in the global market. Palm oil contains various phytonutrients that can be separated out prior to biodiesel production. <strong>Hence, statement 3 is correct.</strong></li></ul>"
53," <p>With reference to the Indus river system, of the following four rivers, three of them pout into one of them which joins the Indus direct. Among the following, which one is such river that joins the Indus direct? </p>",(a) Chenab,(b) Jhelum,(c) Ravi,(d) Sutlej,Geography,a,Difficult,t,"<ul><li>The Indus originates in the northern slopes of the Kailash range in Tibet near Lake Manasarovar. It follows a north-westerly course through Tibet. It enters Indian territory in Jammu and Kashmir. The main tributaries of the Indus in India are Jhelum, Chenab, Ravi, Beas and Sutlej.</li><li>Jhelum and Ravi join Chenab, Beas joins Sutlej, and then Sutlej and Chenab join to form Panjnad, 10 miles north of Uch Sharif in Muzaffar Garh district. The combined stream runs southwest for approximately 44 miles and joins the Indus River at Mithankot.</li></ul>"
54," <p>With reference to India, Didwana, Kuchaman, Sargol, and Khatu are the names of</p>",(a) glaciers,(b) mangrove areas,(c) Ramsar sites,(d) saline lakes,Geography,d,Difficult,t,"<ul><li>Didwana, Kuchaman, Sargol, and Khatu <strong>are the names of saline lakes and the towns in which they are located. </strong></li><li>Didwana is a town in the Nagaur district of Rajasthan. It also has a famous Didwana salt-water lake of Rajasthan. Kuchaman lake occupies an area of about 8.5 sq. km in Nagaur District of Rajasthan.</li><li><strong>Hence option (d) is the correct answer.</strong></li></ul>"
55, <p>Consider the following rivers: </p><p>1. Brahmani </p><p>2. Nagavali </p><p>3. Subarnarekha </p><p>4. Vamsadhara </p><p>Which of the above rise from the Eastern Ghats? </p>,(a) 1 and 2,(b) 2 and 4,(c) 3 and 4,(d) 1 and 3,Geography,b,Medium,,"<ul><li>Nagavali River forms a prime river of north eastern Andhra Pradesh and southern Odisha. The origin of Nagavali River lies in the eastern slopes of the Eastern Ghats near Lakhbahal, located at an altitude of 1,300 metres in the Kalahandi district of the Indian state Odisha. <strong>Hence option 2 is correct.</strong></li><li>Vamsadhara river rises in the Eastern Ghats on the border Kalahandi district and Rayagada district of Odisha. It runs for a distance of about 254 kilometers, where it joins the Bay of Bengal at Kalingapatnam, Andhra Pradesh. <strong>Hence option 4 is correct.</strong></li><li>Brahmani is a major seasonal river in the Odisha state of eastern India. The Brahmani is formed by the confluence of the Sankh and South Koel rivers near the major industrial town of Rourkela. The Sankh has its origins near the Jharkhand-Chhattisgarh border. The South Koel too arises in Jharkhand, near Lohardaga, on the other side of a watershed that also gives rise to the Damodar River. Both of these sources are in the Chota Nagpur Plateau. <strong>Hence, option 1 is not correct.</strong></li><li>Subarnarekha River flows through the Indian states of Jharkhand, West Bengal and Odisha. After originating near Ranchi it traverses a long distance through Ranchi and East Singhbhum. Thereafter, it flows for shorter distances through West Bengal and Odisha before joining the Bay of Bengal. <strong>Hence, option 3 is not correct.</strong></li></ul>"
56, <p>Consider the following statements:</p><p>1. The Global Ocean Commission grants licences for seabed exploration and mining in international waters.</p><p>2. India has received licences for seabed mineral exploration in international waters.</p><p>3. ‘Rare earth minerals’ are present on seafloor in international waters.</p><p>Which of the statements given above are correct?</p>,(a) 1 and 2 only,(b) 2 and 3 only,(c) 1 and 3 only,"(d) 1, 2 and 3",Environment,b,Easy,,"<ul><li>The Global Ocean Commission was an international initiative between 2013 and 2016 to raise awareness, and promote action to address, the degradation of the ocean and help restore it to full health and productivity. Licences for seabed exploration and mining in international waters are granted by International Seabed Authority (ISA). <strong>Hence, statement 1 is not correct.</strong></li><li>India has been exploring deep sea for minerals since 1981. in 2017, India’s exclusive rights to explore polymetallic nodules from seabed in Central Indian Ocean Basin (CIOB) have been extended by five years. <strong>Hence, statement 2 is correct.</strong></li><li>The deep seabed contains two potential sources for rare earth elements: polymetallic nodules which typically contain manganese, nickel, copper, cobalt and rare earth minerals; and sea-floor hydrothermal vents which pump out rare-earth elements dissolved in their hot fluids. <strong>Hence, statement 3 is correct.</strong></li></ul>"
57," <p>Among the following, which one is the least water-efficient crop?</p>",(a) Sugarcane,(b) Sunflower,(c) Pearl millet,(d) Red gram,Geography,a,Easy,,"<ul><li>It takes about 210 litres of water to produce 1 kg of sugar cane. Water footprint of sunflower is 7–9 litre per kg. Millets are sown in dry areas with minimal irrigation. Red gram requires 35 to 40 cm water, during its entire growth period. Optimum moisture is required during budding, flowering, and pod formation stages. As Red gram is a rain-fed crop grown in assured rainfall areas, usually it does not need any irrigation. <strong>Hence option (a) is the correct answer.</strong></li></ul>"
58," <p>Consider the following statements:</p><p>1. In the tropical zone, the western sections of the oceans are warmer than the eastern sections owing to the influence of trade winds.</p><p>2. In the temperate zone, westerlies make the eastern sections of oceans warmer than the western sections.</p><p>Which of the statements given above is/are correct?</p>",(a) 1 only,(b) 2 only,(c) Both 1 and 2,(d) Neither 1 nor 2,Geography,c,Medium,,"<ul><li>Mid-ocean surface temperatures vary with latitude in response to the balance between incoming solar radiation and outgoing longwave radiation. There is an excess of incoming solar radiation at latitudes less than approximately 45° and an excess of radiation loss at latitudes higher than approximately 45°.</li><li>The northward displacement of warm water to higher latitudes by the Gulf Stream of the North Atlantic and the Kuroshio (Japan Current) of the North Pacific creates sharp changes in temperature along the current boundaries or thermal fronts, where these northward-moving flows meet colder water flowing southward from higher latitudes.</li><li>At low latitudes the trade winds act to move water away from the lee coasts of the landmasses to produce areas of coastal upwelling of water from depth and reduce surface temperatures. <strong>Hence option (c) is correct.</strong></li></ul>"
59," <p>In the context of India’s preparation for Climate-Smart Agriculture, consider the following statements:</p><p>1. The ‘Climate-Smart Village’ approach in India is a part of a project led by the Climate Change, Agriculture and Food Security (CCAFS), an international research programme.</p><p>2. The project of CCAFS is carried out under Consultative Group on International Agricultural Research (CGIAR) headquartered in France.</p><p>3. The International Crops Research Institute for the Semi-Arid Tropics (ICRISAT) in India is one of the CGIAR’s research centres.</p><p>Which of the statements given above are correct?</p>",(a) 1 and 2 only,(b) 2 and 3 only,(c) 1 and 3 only,"(d) 1, 2 and 3",Environment,d,Difficult,t,"<ul><li>Climate-smart agriculture (CSA) is an approach that helps to guide actions needed to transform and reorient agricultural systems to effectively support development and ensure food security in a changing climate.</li><li>In Climate-Smart Villages, farmers and researchers test and implement portfolios of climate-smart agricultural practices, technologies, and services, which can be combined together to make the best out of an increasingly difficult situation.</li><li>Climate Change, Agriculture and Food Security (CCAFS) is an international programme to address the increasing challenge of global warming and declining food security on agricultural practices, policies and measures through a strategic collaboration between CGIAR and Future Earth.</li><li>CGIAR is a global partnership that unites international organizations engaged in research about food security headquartered in France. <strong>Hence, statement 2 is correct.</strong></li><li>CCAFS Climate-Smart Villages (CSVs) have successfully combined global knowledge with local action to help farmers sustainably produce more food, while curbing greenhouse gas emissions and increasing resilience to climate change. <strong>Hence, statement 1 is correct.</strong></li><li>ICRISAT, a CGIAR Research Center, is a non-profit, non-political public international research organization that conducts agricultural research for development in Asia and sub-Saharan Africa with a wide array of partners throughout the world. <strong>Hence, statement 3 is correct.</strong></li></ul>"
60," <p>“Leaf litter decomposes faster than in any other biome and as a result the soil surface is often almost bare. Apart from trees, the vegetation is largely composed of plant forms that reach up into the canopy vicariously, by climbing the trees or growing as epiphytes, rooted on the upper branches of trees.” This is the most likely description of</p>",(a) coniferous forest,(b) dry deciduous forest,(c) mangrove forest,(d) tropical rain forest,Geography,d,Easy,,"<ul><li>The tropical rainforest is a hot, moist biome found near Earth's equator. The hot and humid conditions make tropical rainforests an ideal environment for bacteria and other microorganisms. Because these organisms remain active throughout the year, they <strong>quickly decompose matter on the forest floor</strong>. In other biomes, such as the deciduous forest, the decomposition of leaf litter adds nutrients to the soil. But in the tropical rainforest, plants grow so fast that they rapidly consume the nutrients from the decomposed leaf litter. As a result, most of the nutrients are contained in the trees and other plants rather than in the soil. Most nutrients that are absorbed into the soil are leached out by the abundant rainfall, which leaves the soil infertile and acidic.</li><li>Epiphytes - these are plants which live on the branches of trees high up in the canopy. They get their nutrients from the air and water, not from the soil. <strong>Epiphytes are found throughout rainforests.</strong></li><li><strong>Hence option (d) is the correct answer.</strong></li></ul>"
