Q. No,Question_HTML,Option_A,Option_B,Option_C,Option_D,Subject,Correct Option,Difficulty Level,Nature,Explanation_HTML
47," <p>Consider the following:</p>
<p>1. Narasimha Saluva ended the Sangama dynasty and seized the throne for himself and started the Saluva dynasty.</p>
<p>2. Vira Narasimha deposed the last Saluva ruler and seized the throne for himself.</p>
<p>3. Vira Narasimha was succeeded by his younger brother, Krishnadeva Raya.</p>
<p>4. Krishnadeva Raya was succeeded by his half-brother, Achyuta Raya.</p>
<p>Which of the statements given above are correct?</p>
","(a)  1, 2 and 3","(b)  2, 3 and 4",(c)  1 and 4,"(d)  1, 2, 3 and 4",Ancient and Medieval History,d,Medium,Factual,"Vir Narasimha started Taluva dynasty by deposing the last Saluva ruler and was succeeded by his younger brother, Krishna devaraya who was succeeded by his half brother Achyuta Raya."
48," <p>Which one of the following sequences indicates the correct chronological order?</p>
",(a)  Shankaracharya – Ramanuja – Chaitanya,(b)  Ramanuja – Shankaracharya – Chaitanya,(c)  Ramanuja – Chaitanya – Shankaracharya,(d)  Shankaracharya – Chaitanya – Ramanuja,Ancient and Medieval History,a,Medium,Factual,"Shankaracharya – 8th Century A.D.
Ramanuja – 12th Century A.D.
Chaitanya – 15th Century A.D."
49, <p>Consider the following statements: </p><p>1. The Islamic Calendar is twelve days shorter than the Gregorian Calendar. </p><p>2. The Islamic Calendar began in A.D. 632.</p><p> 3. The Gregorian Calendar is a solar calendar.</p><p>Select the correct answer using the code given below.</p>,(a)  1 only,(b)  1 and 2 only,(c)  1 and 3 only,(d)  3 only,Ancient and Medieval History,d,Medium,Fundamental(F),"<ul><li>The Julian Year was 11 min. and 14 sec. longer than the Solar year. To make the Vernal equinox occur on March 21, as it had in A.D. 325, the year of the First Council of Nicaea, ‘Pope Gregory XIII’ issued a decree dropping 10 days from the Calendar. To prevent further displacement he instituted a Calendar, known as the Gregorian Calendar. Islamic Calendar a lunar one used in most Muslim countries was started from A.D. 622, the day after the Hegira, or emigration of Mohammad from Mecca to Medina.</li></ul>"
50, <p>Consider the following statements:</p><p>1. The highest deciding body for planning in India is the Planning Commission of India.</p><p>2. The Secretary of the Planning Commission of India is also the Secretary of National Development Council.</p><p>3. The Constitution includes economic and social planning in the Concurrent List in the Seventh Schedule of the Constitution of India.</p><p>Select the correct answer using the code given below.</p>,(a)  1 and 2 only,(b)  2 and 3 only,(c)  2 only,(d)  3 only,Economics,b,Difficult,tFactual,<ul><li>Statements 2 and 3 are correct. National Development Council (NDC) is the Supreme decision making body of planning for social and economic development. Secretary of the Planning Commission acts as the Secretary to the NDC and social and economic planning is listed in the Concurrent list.</li></ul>
51, <p>Which one of the following statements is not correct? </p>,"(a)  Under the Targeted Public Distribution System, the families Below Poverty Line are Provided 50 kg of food grains per month per family at subsidised price.","(b)  Under Annapurna Scheme, indigent senior citizens of 65 years of age or above eligible for National Old Age Pension but not getting pension can get 10 kg of food grains per person per month free of cost.",(c)  Ministry of Social Justice and Empowerment has scheme in which indigent people living in welfare institutions like orphanages are given 15 kg of foodgrains per person per month at BPL rates.,(d)  Ministry of Human Resource Development give financial support to Mid-day Meal Scheme for the benefit of class I to V students in Government or Government aided Schools.,Economics,a,Difficult,tFactual,"<ul><li>Under TPDS, the families below poverty line are provided 35 kg. of food grains per month per family at subsidized price.</li></ul>"
52," <p>Consider the following statements:</p><p>1. The Oil Pool Account of Government of India was dismantled with effect from 1-4-2002.</p><p>2. Subsidies on PDS kerosene and domestic LPG are borne by Consolidated Fund of India.</p><p>3. An expert committee headed by Dr R.A. Mashelkar to formulate a national auto fuel policy recommended that Bharat Stage – II Emission Norms should be applied throughout the country by 1 April, 2004.</p><p>Select the correct answer using the code given below.</p><p> </p>",(a)  1 and 2 only,(b)  2 and 3 only,(c)  1 and 3 only,"(d)  1, 2 and 3",Economics,a,Medium,Factual,<ul><li>The oil pool account of GOI was dismantled from 2002 and all the subsidies are borne by Consolidated Fund of India.</li></ul>
53," <p>In the last one decade, which one among the following sectors the attracted the highest Foreign Direct Investment inflows into India?</p><p> </p>",(a)  Chemicals other than fertilizers.,(b)  Services sector.,(c)  Food processing.,(d)  Telecommunication.,Economics,b,Easy,Factual,"<ul><li>In the last one decade, Telecommunication sector (12.9%) jhas attracted the highest Foreign Direct Investment inflows into India. Services : 8.3%, Chemical and Fertilizers : 6.7%, Food processing : 4%.</li></ul>"
54, <p>Which of the following is not a recommendation of the task force on direct taxes under the chairmanship of Dr. Vijay L. Kelkar in the year 2002?</p>,(a)  Abolition of Wealth Tax.,(b)  Increase in the exemption limit of personal income to Rs. 1.20 lakh for widows.,(c)  Elimination of standard deduction.,(d)  Exemption from tax on dividends and capital gains from the listed equity.,Economics,b,Medium,Factual,"<ul><li>Kelkar Committee, 2002 Report recommended for increasing the exemption limit of personal income to Rs. 1.50 lakh, for widows and senior citizens.</li></ul>"
55," <p>Consider the following statements:</p><p>1. The National Housing Bank the apex institution of housing finance in India, was set up as a wholly-owned subsidiary of the Reserve Bank of India.</p><p>2. The Small Industries Development Bank of India was established as a wholly owned subsidiary of the Industrial Development Bank of India.</p><p>Select the correct answer using the code given below.</p><p> </p>",(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Economics,c,Medium,Factual,<ul><li>The National Housing Bank is wholly owned subsidiary of the RBI and the SIDBI is a subsidiary to IDBI.</li></ul>
56, <p>Assertion (A): India does not export natural rubber. </p><p>Reason (R): About 97% of India’s demand for natural rubber is met from domestic production.</p>,(a)  Both A and R are individually true and R is the correct explanation of A,(b)  Both A and R are individually true but R is not the correct explanation of A,(c)  A is true but R is false,(d)  A is false but R is true,Economics,a,Medium,Factual,<ul><li>India’s Natural Rubber Consumption and Production are 0.718 mt. and 0.711 mt. respectively which shows that India doesn’t export-natural rubber. About 97% of India’s demand of natural rubber is met from domestic production and rest 3% from imports.</li></ul>
57," <p>Assertion (A): For the first time, India had no trade deficit in the year 2002-03. </p><p>Reason (R): For the first time, India’s exports crossed worth $ 50 billion in the year 2002-03.</p>",(a)  Both A and R are individually true and R is the correct explanation of A,(b)  Both A and R are individually true but R is not the correct explanation of A,(c)  A is true but R is false,(d)  A is false but R is true,Economics,d,Medium,Factual,<ul><li>India never had trade surplus and in the year 2002-03 also there is trade deficit by US$12.9 million.</li></ul>
58," <p>Consider the following statements:</p><p>1. The loans disbursed to farmers under Kisan Credit Card Scheme are covered under Rashtriya Krishi Bima Yojna of Life Insurance Corporation of India.</p><p>2. The Kisan Credit Card holders are provided personal accident insurance of Rs. 50,000 for accidental death Rs 25,000 for permanent disability.</p><p>Select the correct answer using the code given below.</p><p> </p>",(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Economics,b,Medium,Factual,<ul><li>Loans covered under Kisan Credit and Scheme are not covered under Rashtriya Krishi Beema Yojana of Life Insurance Corporation of India.</li></ul>
59," <p>Consider the following statements:</p><p>1. Regarding the procurement of food grains, Government of India follows a procurement target rather than an open-ended procurement policy.</p><p>2. Government of India announces minimum support prices only for cereals.</p><p>3. For distribution under Targeted Public Distribution System (TPDS), wheat and rice are issued by the Government of India at uniform central issue prices to the States/Union Territories.</p><p>Select the correct answer using the code given below.</p><p> </p>",(a)  1 and 2 only,(b)  2 only,(c)  1 and 3 only,(d)  3 only,Economics,c,,,"<ul><li>Government of India announces minimum support prices not only to cereals but also to pulses, oil seeds, cash crops like cotton, sugarcane and flower crops etc.</li></ul>"
60," <p>Consider the following statements:</p><p>1. Reserve Bank of India was nationalized on 26 January, 1950.</p><p>2. The borrowing programme of the Government of India is handled by the Department of Expenditure, Ministry of Finance.</p><p>Select the correct answer using the code given below.</p><p> </p>",(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Economics,d,Medium,Factual,"<ul><li>Reserve Bank of India (RBI) was established on April 1, 1935 by RBI Act, 1934 and it was nationalized on 1 January, 1949. To borrowing programme is handled by Department of Economic Affairs.</li></ul>"
61, <p>Consider the following statements:</p><p>1. National Thermal Power Corporation has diversified into hydropower sector.</p><p>2. Power Grid Corporation of India has diversified into telecom sector.</p><p>  Select the correct answer using the code given below.</p>,(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Economics,a,Medium,Factual,<ul><li>‘NTPC Hydro Limited’ is operating small and medium hydro power projects. Presently it has undertaken ‘Kol Dam Project’ in Himachal Pradesh. ‘Power Grid Corporation of India Limited (PGCIL)’ has diversified into telecom business to utilize spare telecommunication capacity available with the unified load dispatch centre.</li></ul>
62, <p>Who was the last ruler of the Tughluq dynasty of the Delhi Sultanate? </p>,(a)  Firuz Shah Tughlaq.,(b)  Ghiyas-ud-din Tughlaq Shah II.,(c)  Nasir-ud-din Mahmud.,(d)  Nasrat Shah.,Ancient and Medieval History,c,Easy,Factual,<ul><li>Nasir-ud-din Mahmud was the last ruler. He was succeeded by Khizr Khan of Saiyyad dynasty.</li></ul>
63, <p>How did the dynasty of Nizam Sahis of Ahmadnagar come to an end?</p><p> </p>,(a)  Ahmadnagar was annexed into Mughal empire and Husain Shah was consigned to life imprisonment.,(b)  Mughal troops destroyed Daulatabad fort and killed Nizam-ul Mulk of Ahmadnagar.,(c)  Fateh Khan usurped the throne from Nizam-ul-Mulk.,(d)  Malik Ambar was defeated in a battle with Mughals in 1931 and the entire royal family was killed by the Mughal troops.,Ancient and Medieval History,a,Medium,Factual,<ul><li>Ahmednagar was annexed into Mughal empire and Husain Shah was consigned to life imprisonment.</li></ul>
64, <p>Consider the following statements about Sikh Gurus:</p><p>1. Banda Bahadur was appointed as the military leader of the Sikhs by Guru Teg Bahadur.</p><p>2. Guru Arjun Dev became the Sikh Guru after Guru Ram Das.</p><p>3. Guru Arjun Dev gave to Sikhs their own script-Guru mukhi.</p><p>Select the correct answer using the code given below.</p><p> </p>,(a) 1 only,(b) 2 and 3 only,(c) 1 and 3 only,(d) 1 and 2 only,History of Modern India,d,Difficult,tFactual,<ul><li>Banda Bahadur was appointed as the military leader of the Sikhs by Guru Teg Bahadur. Guru Angad (second guru) gate to sikhs their own script Guru Mukhi. Guru Arjun Dev (5th guru) became Sikh Guru after Guru Ram Das (4th guru).</li></ul>
65," <p>Consider the following statements:</p><p> 1. In the Third Battle of Panipat, Ahmed Shah Abdali defeated Ibrahim Lodi. </p><p>2. Tipu Sultan was killed in the Third Anglo-Mysore War.</p><p> 3. Mir Jafar entered in a conspiracy with the English for the defeat of Nawab Siraj-ud-daulah in the Battle of Plassey. </p><p>Select the correct answer using the code given below.</p><p> </p>","(a)  1, 2 and 3 only",(b)  3 only,(c)  2 and 3 only,(d) None of the above,History of Modern India,b,Difficult,tFactual,<ul><li>Ahmed Shah Abdali defeated the Marathas in the third battle of Panipat. Tipu Sultan was killed in the Fourth Anglo-Mysore War.</li></ul>
66," <p>Consider the following statements: Some of the main features of the Government of India Act, 1935 were the:</p><p>1. Abolition of diarchy in the Governor’s provinces.</p><p>2. Power of the Governors to veto legislative action and to legislate on their own.</p><p>3. Abolition of the principle of communal representation.</p><p>  Select the correct answer using the code given below.</p>",(a)  1 only,(b)  1 and 2 only,(c)  2 and 3 only,"(d) 1, 2 and 3",History of Modern India,b,Medium,Factual,"<ul><li>Separate electorates provides for Muslims, Sikhs, Christians, Anglo-Indians and Europeans. Introduction of provincial autonomy and abolition of diarchy in the provinces. Governors retained the veto power.</li></ul>"
67, <p>Consider the following statements: </p><p>1. The First Session of the Indian National Congress was held in Calcutta. </p><p>2. The Second Session of the Indian National Congress was held under the presidentship of Dadabhai Naoroji. </p><p>3. Both Indian National Congress and Muslim League held their sessions at Lucknow in 1916 and concluded the Lucknow Pact. </p><p>Select the correct answer using the code given below.</p><p> </p>,(a)  1 and 2 only,(b) 2 only,(c)  2 and 3 only,(d)  3 only,History of Modern India,c,Medium,Factual,"<ul><li>The first meeting of INC began on 28 December 1885 in the hall of Gokuldas Tejpal Sanskrit College, Bombay under the leadership of W.C. Banerjee. Second session in INC was held at Calcutta under the Presidentship of Dadabhai Naoriji.</li></ul>"
68, <p>Which one of the following statements is correct?</p>,(a)  The Constitution Assembly of India was elected by the Provincial Assemblies in the year 1946.,"(b)  Jawaharlal Nehru, M. A. Jinnah and Sardar Vallabhbhai Patel were members of the Constituent Assembly of India.","(c)  The First Session of the Constituent Assembly of India was held in January, 1947.","(d)  The Constitution of India was adopted on 26th January, 1950.",History of Modern India,a,Medium,Factual,"<ul><li>M.A. Jinnah of Muslim League was not a member of Constituent Assembly. The First Session of Constituent Assembly was held in December, 1946. The Constitution of India was adopted on 26th November, 1949.</li></ul>"
69, <p>The Montague-Chelmsford Report formed the basis of?</p>,"(a) The Indian Councils Act, 1909.","(b) The Government of India Act, 1919.","(c) The Government of India Act, 1935.","(d)  The Indian Independence Act, 1947.",History of Modern India,b,Medium,Factual,"<ul><li>In line with the Government policy contained in Montague’s statement (August, 1917), the Government announced further constitutional reforms in July 1918, known as Montague-Chelmsford or Mont ford reforms, which formed the basis for the Government of India Act, 1919.</li></ul>"
70," <p>During the Indian Freedom Struggle, who among the following proposed that Swaraj should be defined as complete independence free from all foreign control?</p>",(a) Mazharul Haque.,(b) Maulana Hasrat Mohani.,(c) Hakim Ajmal Khan.,(d)  Abul Kalam Azad.,History of Modern India,b,Medium,Factual,"<ul><li>In 1921, Republican Muslim leader Hasrat Mohani wanted to move a resolution defining Swaraj as complete Independence, free from all foreign control which was opposed by Gandhiji and led to its rejection.</li></ul>"
71, <p>Consider the following princely States of the British Rule in India:</p><p>1. Jhansi.</p><p>2. Sambalpur.</p><p>3. Satara.</p><p>  Select the correct answer using the code given below.</p>,"(a)  1, 2 and 3 only","(b)  1, 3 and 2 only","(c)  3, 2 and 1 only","(d) 3, 1 and 2",History of Modern India,c,Medium,Factual,<ul><li>These states were annexed by Dalhousie in the sequence of: Satara – 1844 A.D. Sambalpur – 1849 A.D. Jhansi – 1853 A.D.</li></ul>
72, <p>The name of the famous person of India who returned the Knighthood conferred on him by the British Government as a token of protest against the atrocities in Punjab in 1919 was?</p>,(a) The Bagadur Sapru.,(b) Ashutosh Mukherjee.,(c) Rabindranath Tagore.,(d)  Syed Ahmad Khan.,History of Modern India,c,Medium,Factual,"<ul><li>Rabindranath Tagore returned the ‘Knighthood’ as a token of protest against Jallianwala Bagh tragedy (April 13, 1919) in Punjab.</li></ul>"
73, <p>Which of the following pairs are correctly matched? List-I (Period) List-II (Wars)?</p><p> 1. A.D. 1767-69 First Anglo-Maratha War.</p><p> 2. A.D. 1790-92 Third Mysore War.</p><p> 3. A.D. 1824-26 First Anglo-Burmese War.</p><p> 4. A.D. 1845-46 Second Sikh War.</p><p>  Select the correct answer using the code given below.</p>,(a)  2 and 4 only,(b) 3 and 4 only,(c)  1 and 2 only,(d) 2 and 3 only,History of Modern India,d,Difficult,tFactual,<ul><li>First Anglo-Maratha War – 1775-82 Second Anglo-Sikh War – 1948-49</li></ul>
74, <p>Which one of the following pairs is not correctly matched?</p><p> </p>,(a) Pitt’s India Act Warren Hastings.,(b) Doctrine of Lapse Dalhousie.,(c) Vernacular Press Act Curzon.,(d)  Ilbert Bill Ripon.,History of Modern India,c,Difficult,tFactual,<ul><li>Vernacular Press Act was enacted in 1878 during the Viceroyship of Lord Lytton.</li></ul>
75, <p>Consider the following Viceroys of India during the British rule: </p><p>1. Lord Curzon.</p><p> 2. Lord Chelmsford.</p><p> 3. Lord Hardinge.</p><p> 4. Lord Irwin.</p><p>  Select the correct answer using the code given below.</p>,(a)  1 – 3 – 2 – 4,(b) 2 – 4 – 1 – 3,(c)  1 – 4 – 2 – 3,(d)  2 – 3 – 1 – 4,History of Modern India,a,Medium,Factual,"<ul><li>Lord Curzon : 1899-1905, Lord Hardinge : 1910-1916, Lord Chelmsford : 1916-1921, Lord Irwin : 1926-31.</li></ul>"
76, <p>Consider the following events during India’s freedom struggle:</p><p> 1. Chauri – Chaura Outrage.</p><p> 2. Minto – Morley Reforms.</p><p> 3. Dandi March.</p><p> 4. Montague – Chelmsford Reforms.</p><p>  Select the correct answer using the code given below.</p>,(a)  1 – 3 – 2 – 4,(b) 2 – 4 – 1 – 3,(c)  1 – 4 – 2 – 3,(d)  2 – 3 – 1 – 4,History of Modern India,b,Difficult,tFactual,<ul><li>Morley Minto Reforms : 1909 Montague-Chelmsford Reforms : 1919 Chauri-Chaura Outrage : 1922 Dandi March : 1930</li></ul>
77, <p>Who among the following is well known as an exponent of flute?</p><p> </p>,(a)  Debu Choudhary,(b)  Madhup Mudgal,(c)  Ronu Mazumdar,(d)  Sahafaat Ahmad,Current Affairs,c,Difficult,tApplied(A),"Ronu Mazumdar – Flute
Debu Choudhary – Sitar
Sahafaat Ahmed – Tabla
Madhup Mudgal – Vocal"
78, <p>The Archaeological Survey of India is an attached office of the Department/Ministry of.</p><p> </p>,(a)  Culture,(b)  Tourism,(c)  Science and Technology,(d)  Human Resource Development,Polity and Governance,a,Medium,Fundamental(F),"The Archaeological Survey of India is an attached office of the Department of Culture, Ministry of Culture and Tourism."
79," <p>Consider the following statements:</p><p> 1. Montenegro and Serbia agreed to a new structure for the Yugoslav Federation.</p><p> 2. Croatia remained under the Hungarian Administration until the end of First World War.</p><p> 3. Claims to Macedonia Territory have long been a source of contention between Belgium and Greece.</p><p> 4. In 1991, Slovenia declared independence from Czechoslovakia. </p><p>Which of the statements given above are correct?</p><p> </p>",(a)  1 and 2,"(b)  1, 2 and 3","(c)  2, 3 and 4","(d)  1, 3 and 4",International Affairs and Institutions,b,Difficult,tFundamental(F),"In 1991, Slovenia declared independence from Yugoslavia and not from Czechoslovakia."
80, <p>Consider the following events:</p><p> 1. Fourth general elections in India.</p><p> 2. Formation of Haryana State.</p><p> 3. Mysore named as Karnataka State.</p><p> 4. Meghalaya and Tripura become full States .</p><p>Which one of the following is the correct chronological order of the above?</p><p> </p>,(a)  2 – 1 – 4 – 3,(b)  4 – 3 – 2 – 1,(c)  2 – 3 – 4 – 1,(d)  4 – 1 – 2 – 3,Polity and Governance,a,Difficult,tFundamental(F),"The formation of Haryana state, by the Punjab Re-organization Act-1966. Fourth Lok Sabha was constituted on 16th March-1967, Manipur, Tripura, Meghalaya were added by the N.E. Areas (Re-organisation) Act, 1971. Mysore changed its name to ‘Karnataka’ under the Mysore State (Alteration of Name) Act, 1973."
81," <p>
	Assertion (A): The Central Rural Sanitation Programme was launched in 1986 to improve the quality of life of rural people in India.</p>
<p>
	Reason (R): Rural sanitation is a subject in the Concurrent List in the Constitution of India.</p>
<p>
</p>",(a)  Both A and R are individually true and R is the correct explanation of A,(b)  Both A and R are individually true but R is not the correct explanation of A,(c)  A is true but R is false,(d)  A is false but R is true,Economics,c,Difficult,tApplied(A),"<ul>
<li>
		The Central Rural Sanitation Programme was launched in 1986 to improve the quality of rural people in India. Rural Sanitation is a subject in the State list in the Constitution of India.</li>
</ul>
"
82, <p>Consider the following statements: India continues to be dependent on imports to meet the requirement of oilseeds in the country because.</p><p> 1. Farmers prefer to grow food grains with highly remunerative support prices.</p><p> 2. Most of the cultivation of oilseed crops continues to be dependent on rainfall.</p><p> 3. Oils from the seeds of tree origin and rice bran have remained unexploited.</p><p> 4. It is far cheaper to import oilseeds than to cultivate the oilseed crops.</p><p> Which of the statements given above are correct?</p><p> </p>,(a)  1 and 2,"(b)  1, 2 and 3",(c)  3 and 4,"(d)  1, 2, 3 and 4",Economics,b,Difficult,tApplied(A),Import of oilseeds is not cheaper than cultivation of oilseed crops.
83, <p>Which one of the following is the correct decreasing sequence in terms of the value (in rupees) of the minerals produced in India in the year 2002-03?.</p><p> </p>,(a)  Metallic minerals – Fuel minerals – Non-metallic minerals.,(b)  Fuel minerals – Metallic minerals – Non-metallic minerals.,(c)  Metallic minerals – Non-metallic minerals – Fuel minerals.,(d)  Fuel minerals – Non-metallic minerals – Metallic minerals.,Economics,b,Difficult,tApplied(A),"In terms of value (in rupees) of the minerals produced in India in the year 2002-03 were in the decreasing order of Fuel Minerals, Metallic Minerals and Non-metallic Minerals."
84, <p>A spherical body moves with a uniform angular velocity ‘’ around a circular path of radius ‘r’. Which one of the following statements is correct?</p><p> </p>,(a)  The body has no acceleration.,(b)  The body has a radial acceleration 2r directed towards the centre of the path.,(c)  The body has a radial acceleration 2/5 2r directed away from the centre of the path.,(d)  The body has an acceleration 2r tangential to its path.,Basic Sciences,b,Difficult,tFundamental(F),"If a spherical body moves with a uniform angular velocity ‘’ around a circular path of radius ‘r’, then the body has a radial acceleration 2r directed towards the centre of the path."
85," <p>A person stands at the middle point of a wooden ladder which starts slipping between a vertical wall and the floor of a room, while plane. The path traced by a person standing at the middle point of the slipping ladder is.</p><p> </p>",(a)  a straight line,(b)  an elliptical path,(c)  a circular path,(d)  a parabolic path,Basic Sciences,c,Medium,Fundamental(F),Circular path.
86," <p>
	Assertion (A): In our houses, the current in A.C. electricity line changes direction 60 times per second.</p>
<p>
	Reason (R): The frequency of alternating voltage supplied is 50 Hz.</p>
<p>
</p>",(a)  Both A and R are individually true and R is the correct explanation of A,(b)  Both A and R are individually true but R is not the correct explanation of A,(c)  A is true but R is false,(d)  A is false but R is true,Basic Sciences,d,Medium,Fundamental(F),"<p>
	An alternating current has two half cycles in one full cycle. Since frequency of alternating voltage is 50 Hz (50 cycles/sec.), the A.C. electricity line changes direction 100 times per second (50 x 2 = 100 Hz).</p>
"
87, <p>A car is running on a road at a uniform speed of 60 km/hr. The net resultant force on the car is.</p><p> </p>,(a)  driving force in the direction of car’s motion.,(b)  resistance force opposite to the direction of car’s motion.,(c)  an inclined force,(d)  equal to zero.,Basic Sciences,d,Medium,Fundamental(F),"Since no acceleration is taking place, therefore net resultant force is also zero."
88, <p>A weightless rubber balloon is filled with 200 cc of water. It weight is equal to </p>,(a)  9.8/5 N,(b)  9.8/10 N,(c)  9.8/2 N,(d)  zero,Basic Sciences,d,Difficult,tFundamental(F),"Upthrust acting on the balloon is equal to the fluid displaced. Here upthrust is equal to the weight of water in balloon. Therefore, net weight in water will be zero."
89, <p>Consider the following statements: </p><p>1. Baking soda is used in the extinguishers. </p><p>2. Quicklime is used in the manufacture of glass.</p><p> 3. Gypsum is used in the manufacture of Plaster of Paris.</p><p> Which of the statements given above is/are correct?</p><p> </p>,(a)  1 and 2,(b)  2 and 3,(c)  1 only,"(d)  1, 2 and 3",Basic Sciences,d,,,
90," <p>Match List I (Fuel Gases) with List II (Major Constituents) and select the correct answer using the codes given below the lists: List I List II A. CNG </p><p>1. Carbon monoxide, Hydrogen B. Coal Gas.</p><p> 2. Butane, Propane C. LPG.</p><p> 3. Methane, Ethane D. Water gas.</p><p> 4. Hydrogen, Methane, Carbon monoxide A B C D.</p><p> </p>",(a)  2 1 3 4,(b)  3 4 2 1,(c)  2 4 3 1,(d)  3 1 2 4,Basic Sciences,b,Difficult,tApplied(A),"A – 3, B – 4, C – 2, D – 1"
91, <p>Standard 18 – carat gold sold in the market contains.</p><p> </p>,(a)  82 parts gold and 18 parts other metals.,(b)  18 parts gold and 82 parts other metals.,(c)  18 parts gold and 6 parts other metals.,(d)  9 parts gold and 15 parts other metals.,Basic Sciences,c,,,Standard 18-carat gold contains 18 parts gold and 6 parts other metals.
92, <p>Consider the following statements:</p><p> 1. Non-function of lachrymal gland is an important symptom of deficiency of Vitamin A.</p><p> 2. Deficiency of Vitamin B1 can lead to indigestion and heart enlargement. </p><p>3. Vitamin C deficiency can lead to pain in the muscles.</p><p> 4. Deficiency of Vitamin D causes increased loss of Ca++ in urine.</p><p> Which of the statements given above are correct? </p>,(a)  1 and 2,"(b)  2, 3 and 4","(c)  1, 3 and 4","(d)  1, 2, 3 and 4",Basic Sciences,d,Difficult,tFundamental(F),"Night blindness, non functioning of lachrymal glands, dryness, keratinization of conjunctiva and cornea of the eyes are Vitamin A deficiency symptoms.
 Vitamin B1 also called thiamine or anti beri-beri or antineuritic factor causes muscular dystrophy, heart enlargement, indigestion, nervous disorder and polyneuritic on deficiency. The deficiency of Vitamin C or Ascorbic acid or Antiscorbiotic acid causes bleeding gums, loosening of teeth, pain in the muscles, fatigue, loss of weight and poor wound healing. Deficiency of Vitamin D causes increased loss of Ca++ in urine, therefore no Ca++ gets deposited in the bone. This causes rickets in children and osteomolacia in adults."
93, <p>The hormone insulin is a.</p>,(a)  Glycolipid,(b)  Fatty acid,(c)  Peptide,(d)  Sterol,Basic Sciences,c,Medium,Fundamental(F),Insulin a polypeptide of 76 aminoacids hence called protein hormone. It is secreted by pancreas which helps in maintaining blood glucose levels by converting excess of glucose into glycogen (Glycogenesis). Lack of Insulin results in excel glucose in the blood (heperglycemia) and the disease is called ‘Diabetes mellitus’.
94, <p>Consider the following statements:</p><p> 1. Toothless mammals such as pangolins are not found in India.</p><p> 2. Gibbon is the only ape found in India. </p><p>Which of the statements given above is/are correct?</p><p> </p>,(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Ecology and Environment,c,Medium,Fundamental(F),Tooth less mammals such as pangolins are not found in India. Gibbon is the only ape found in India.
95, <p>In which organ of the human body are the lymphocyte cells formed?</p><p> </p>,(a)  Liver,(b)  Long bone,(c)  Pancreas,(d)  Spleen,Basic Sciences,b,Medium,Fundamental(F),"<p>Lymphocytes are manufactured in the bone marrow and multiply in the Thymus and Spleen. They circulate in the blood stream, penetrating the walls of blood capillaries to reach the cells of the tissues. Nodes at various points in the lymphatic network act as stations for the collection and manufacture of lymphocytes, they may become enlarged during an infectious disease.</p>"
96, <p>Consider the following statements:</p><p> 1. Femur is the longest bone in the human body. </p><p>2. Cholera is a disease caused by bacteria. </p><p>3. ‘Athlete’s foot’ is a disease caused by virus.</p><p> Which of the statements given above are correct?</p><p> </p>,(a)  1 and 2,(b)  2 and 3,(c)  1 and 3,"(d)  1, 2 and 3",Basic Sciences,a,Medium,Fundamental(F),"Athlete’s foot is a disease caused by Tinea pedis, a fungus. The fungus grows well on the moist skin between toes. The infected skin becomes itchy and red."
97," <p>
	Assertion (A): Fatty acids should be a part of the balanced human diet.</p>
<p>
	Reason (R): The cells of the human body cannot synthesize any fatty acids.</p>
<p>
</p>",(a)  Both A and R are individually true and R is the correct explanation of A,(b)  Both A and R are individually true but R is not the correct explanation of A,(c)  A is true but R is false,(d)  A is false but R is true,Basic Sciences,c,Medium,Fundamental(F),"<p>
	Few fatty acids cannot be synthesized by our body and are called Essential fatty acids. The most important of “Linoleic acid” (all vegetable oils contain linoleic acid, except coconut oil and palm oil).</p>
"
98, <p>Consider the following statements: </p><p>1. Adam Osborne produced the first portable computer.</p><p> 2. Ian Wilmut created the first cloned sheep.</p><p> Which of the statements given above is/are correct?</p><p> </p>,(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Current Affairs,c,Medium,Applied(A),"Adam Osborne, a computer entrepreneur born in Thailand. In 1980 he opened a computer company, the ‘Osborne Computer Corporation’. He produced the first portable mass marketed personal computer.
 Ian Wilmut, a British Geneticist was the first to successfully clone an adult mammal, producing a sheep named ‘Dolly’."
99, <p>Consider the following statements:</p><p> 1. Indira Gandhi Centre for Atomic Research uses fast reactor technology.</p><p> 2. Atomic Minerals Directorate for Research and Exploration is engaged in heavy water production.</p><p> 3. Indian Rare Earths Limited is engaged in the manufacture of Zircon for India’s Nuclear programme beside other rare earth products.</p><p> Which of the statements given above are correct?</p><p> </p>,"(a)  1, 2 and 3",(b)  1 and 2,(c)  1 and 3,(d)  2 and 3,Current Affairs,a,Difficult,tFundamental(F),"All the above statements are correct. IGCAR mainly concerned with FBR technology and associated fuel cycle, material sciences, fuel reprocessing and sodium technology."
