Q. No,Question_HTML,Option_A,Option_B,Option_C,Option_D,Subject,Correct Option,Difficulty Level,Nature,Explanation_HTML
56, <p>The Government holding in BPCL is</p>,(a)  More than 70%,(b)  Between 60% and 70%,(c)  Between 50% and 60%,(d)  Less than 50%,Economics,b,Easy,Factual,<ul><li>Government holding in BPCL is between 60% and 70%.</li></ul>
57," <p>During the year 2000-01, which one of the following industries recorded highest growth rate in India?</p>",(a)  Cement,(b)  Coal,(c)  Electricity,(d)  Steel,Current Affairs,d,Medium,Fundamental(F),"<ul><li>During 2000-01, Steel industry recorded highest growth rate.</li></ul>"
58, <p>Debenture holders of a company are its</p>,(a)  Shareholders,(b)  Creditors,(c)  Debtors,(d)  Directors,Economics,b,Medium,Fundamental(F),<ul><li>Debenture holders of a company are its creditors as they were paid a fixed rate of interest by the company. Debenture are the securities issued by limited companies Debenture are the securities issued when the share capital of the company falls short of its requirements.</li></ul>
59, <p>Which one of the following statements is correct with reference to FEMA in India?</p>,(a) The Foreign Exchange Regulating Act (FERA) was replaced by Foreign Exchange Management Act (FEMA) in the year 2001,"(b) FERA was given a sunset clause of one year till 31st May, 2002 to enable Enforcement Directorate to complete the investigation of pending issues","(c) Under FEMA, violation of foreign exchange rules has ceased to be a criminal offence","(d) As per the new dispensation, Enforcement Directorate can arrest and prosecute the people for the violation of foreign exchange rules",Economics,c,Medium,Fundamental(F),"<ul>
<li>The Foreign Exchange Regulating Act, 1773 was replaced by Foreign Exchange Management Act, 1999 which has come into force from June 1, 2000. Under FERA, any offence was a criminal offence liable to imprisonment whereas FEMA seeks to make offences relating to foreign exchange and civil offences.</li>
</ul>"
60," <p>Consider the following statements:</p><p>1. India’s import of crude and petroleum products during the year 2001-02 accounted for about 27% of India’s total imports.</p><p>2. During the year 2001-02, India’s exports had increased by 10% as compared to the previous year.</p><p>  Which of these statements is/are correct ?</p>",(a)   1 only,(b)   2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Current Affairs,a,Medium,Fundamental(F),"<ul><li>During the year 2001-02, India’s exports increased by 3.7 percent by volume compared to the previous year.</li></ul>"
61," <p>Among the following cities, which one is at the highest altitude above mean sea level?</p>",(a)  Bangalore,(b)  Delhi,(c)  Jodhpur,(d)  Nagpur,Geography,a,Medium,Applied(A),"<p>Bangalore is located on the Bangalore plateau, whereas remaining cities (Jodhpur, Nagpur, Delhi) are located on the plains. So, Bangalore is at the highest altitude above man sea level.</p>"
62, <p>Assertion (A): Emperor Akbar marched towards Afghanistan in 1581 with a huge army.</p><p>Reason (R): He was on his way to reclaim his ancestral country of Ferghana in Central Asia.</p>,(a)  Both A and R are individually true and R is the correct explanation of A,(b)  Both A and R are individually true but R is not the correct explanation of A,(c)  A is true but R is false,(d)  A is false but R is true,Ancient and Medieval History,c,Medium,Fundamental(F),"<ul><li>Akbar marched towards Afghanistan in 1581 to create a safety valve to his empire, but not to reclaim his ancestral country of Ferghana in Central Asia.</li></ul>"
63," <p>Alam Khan, one of those who invited Babur to invade India was?</p>",(a)  An uncle of Ibrahim Lodi and a pretender to the throne of Delhi,(b)  A cousin of Ibrahim Lodi who was ill-treated and expelled from the country,(c)  The father of Dilawar Khan to whom cruel treatment was meted out by Ibrahim Lodi,(d)  A high official in Punjab province who was very much discontented with Ibrahim Lodi’s treatment to his tribe,Ancient and Medieval History,a,Medium,Fundamental(F),<ul><li>Alam Khan was an uncle of Ibrahim Lodi and a pretender to the throne of Delhi.</li></ul>
64, <p>The battle of Dharmat was fought between?</p>,(a)  Muhammad Ghori and Jai Chand,(b)  Babur and Afghans,(c)  Aurangzeb and Dara Shikoh,(d)  Ahmad Shah Durrani and the Marathas,Ancient and Medieval History,c,Difficult,tFundamental(F),"<ul><li style=""text-align: justify;"">Dara Shikoh was a brother of Aurangzeb and both fought against each other for Delhi’s throne with the support of Raja Jaswant Singh and Prince Murad respectively.</li></ul>"
65," <p>Consider the following statements:</p><p>1. Kitab-i-Nauras, a collection of songs in praise of Hindu deities and Muslim saints, was written by Ibrahim Adil Shah II.</p><p>2. Amir Khusrau was the originator in India of the early form of the musical style known as Qawali.</p><p>Which of these statements is/are correct ?</p>",(a)  1  only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Ancient and Medieval History,c,Difficult,tFundamental(F),<ul><li>Ibrahim Adil Shah II wrote Kitab-i-Nauras. Amir Khusrau was the originator in India of the early form of musical style known as Qawali.</li></ul>
66, <p>How did Sultan Qutb-ud-din Aibak die?</p>,(a)  He was treacherously stabbed to death by one of his ambitious nobles,"(b)  He was killed in a battle with Taj-u-din Yildiz, the ruler of Ghazni who entered into a contest with him over the capture of Punjab",(c)  He sustained injuries while besieging the fortress of Kalijar in Bundelkhand and succumbed to them later,(d)  He died after a fall from his horse while playing Chaugan,Ancient and Medieval History,d,Medium,Fundamental(F),<ul><li>Qutubuddin Aibak died after a fall from his horse while playing ‘Chaugan’.</li></ul>
67, <p>Assertion (A): Marathas emerged as the strongest native power in India after the decline of Mughal empire. </p><p>Reason (R): Marathas were the first to have a clear concept of a united Indian nation.</p>,(a)  Both A and R are individually true and R is the correct explanation of A,(b)  Both A and R are individually true but R is not the correct explanation of A,(c)  A is true but R is false,(d)  A is false but R is true,History of Modern India,c,Medium,Fundamental(F),<ul><li>Marathas rose on the spoils of Mughal decline. Aurangzeb’s religious policy coupled with growth of Maharashtradharma grew as a power enough to dominate the political scene. But their feudal division was not a true approach to United India concept.</li></ul>
68, <p>How did the Mughal Emperor Jahandarshah’s reign come to an early end?</p>,(a)  He was deposed by his Wazir,(b)  He died due to a slip while climbing down steps,(c)  He was defeated by his nephew in a battle,(d)  He died of sickness due to too much consumption of wine.,History of Modern India,c,Difficult,tFundamental(F),<ul><li>Jahandar Shah was defeated and killed by his nephew Furrukhsiyar with the help of Sayyid brothers.</li></ul>
69, <p>The leader of the Bardoli Satyagraha (1928) was</p>,(a)  Sardar Vallabhbhai Patel,(b)  Mahatma Gandhi,(c)  Vithalbhai J. Patel,(d)  Mahadev Desai,History of Modern India,a,Medium,Fundamental(F),"<ul><li>Bardoli Satyagraha by the Kunbi-patidar and owning peasants and untouchables, supported by Vallabhbhai Patel, Mehta brothers (1928, Surat, Gujarat) against oppression by upper castes and hike in revenue by 22 percent by the Bombay Government. The title ‘Sardar’ was given by Bardoli women to Vallabhbhai Patel.</li></ul>"
70," <p>During the colonial period in India, what was the purpose of the Witley Commission?</p>",(a)  To review the fitness of India for further political reforms,(b)  To report on existing conditions of labour and to make recommendations,(c)  To draw up a plan for financial reforms for India,(d)  To develop a comprehensive scheme for Civil Services in India,History of Modern India,b,Difficult,tFundamental(F),<ul><li>To report on existing conditions of labour and to make recommendations.</li></ul>
71," <p>Assertion (A): In 1916, Maulana Mohammad Ali and Abul Kalam Azad resigned from the Legislative Council. </p><p>Reason (R): The Rowlatt Act was passed by the Government in spite of being opposed by all Indian members of the Legislative Council.</p>",(a)  Both A and R are individually true and R is the correct explanation of A,(b)  Both A and R are individually true but R is not the correct explanation of A,(c)  A is true but R is false,(d)  A is false but R is true,History of Modern India,d,Difficult,tFundamental(F),"<ul><li>During World War-I, Mohammad Ali was interned and Azad’s publication Al hilal was suppressed. They were not members of the Legislative Council.</li></ul>"
72, <p>Assertion (A): Shah Alam II spent the initial years as an Emperor far away from his capital.</p><p> Reason (R): There was always a lurking danger of foreign invasion from the north-west frontier.</p>,(a)  Both A and R are individually true and R is the correct explanation of A,(b)  Both A and R are individually true but R is not the correct explanation of A,(c)  A is true but R is false,(d)  A is false but R is true,History of Modern India,c,Medium,Fundamental(F),<ul><li>Shah Alam II spent the initial years as an Emperor away from his capital because of the fear of his wazir.</li></ul>
73," <p>With reference to the entry of European powers into India, which one of the following statements is <strong>NOT</strong> correct?</p>",(a)  The Portuguese captured Goa in 1499,(b)  The English opened their first factory in South India at Masulipatnam,"(c)  In Eastern India, the English Company opened its first factory in Orissa in 1633","(d)  Under the leadership of Dupleix, the French occupied Madras in 1746",History of Modern India,a,Medium,Fundamental(F),<ul><li>The Portuguese captured Goa in 1510.</li></ul>
74," <p>With reference to Indian freedom struggle, which one of the following statements is<strong> NOT</strong> correct?</p>",(a)  The Rowlatt Act aroused a wave of popular indignation and led to the Jallianwala Bagh massacre.,(b)  Subhash Chandra Bose formed the Forward Bloc,(c)  Bhagat Singh was one of the founders of Hindustan Republican Socialist Association,"(d)  In 1931, the Congress Session at Karachi opposed Gandhi-Irwin Pact",History of Modern India,d,Medium,Fundamental(F),<ul><li>Gandhi prevailed upon Karachi Session to approve this agreement of 1931.</li></ul>
75," <p>In India, among the following locations, the Dutch established their earliest factory at</p>",(a)  Surat,(b)  Pulicat,(c)  Cochin,(d)  Cassimbazar,History of Modern India,b,Medium,Fundamental(F),<ul><li>The Dutch established their earliest factory at Pulicat.</li></ul>
76, <p>Which one of the following statements is <strong>NOT</strong> correct?</p>,(a)  The National Song Vande Mataram was composed by Bankimchandra Chatterji originally in Bengali,(b)  The National Calendar of India based on Saka era has its 1st Chaitra on 22nd March normally and 21st March in a leap year,"(c)  The design of the National Flag of India was adopted by the Constituent Assembly on 22nd July, 1947","(d)  The song ‘Jana-gana-mana’, composed originally in Bengali by Rabindranath Tagore was adopted in its Hindi version by the Constituent Assembly on 24th January, 1950 as the National Anthem of India",History of Modern India,a,Difficult,tFundamental(F),<ul><li>The National Song Vande Matram was composed by Bankim Chandra Chatterji originally in Sanskrit.</li></ul>
77, <p>The aim of education as stated by the Wood’s dispatch of 1854 was</p>,(a)  The creation of employment opportunities for native Indians,(b)  The spread of western culture in India,(c)  The promotion of literacy among the people using English medium of language,(d)  The introduction of scientific research and rationalism in the traditional Indian education,History of Modern India,c,Medium,Fundamental(F),<ul><li>Wood’s dispatch of 1854 stated that the aim of education is the promotion of literacy among the people using English as medium of language.</li></ul>
78, <p>Which one of the following statements is <strong>NOT</strong> correct?</p>,(a)  Ali Mardan Khan introduced the system of revenue farming in Bengal,(b) Maharaja Ranjit Singh set up modern foundries to manufacture cannons at Lahore,(c)  Sawai Jai Singh of Amber had Euclid’s ‘Elements of Geometry’ translated into Sanskrit,(d)  Sultan Tipu of Mysore gave money for the construction of the idol of Goddess Sarda in the Shringeri temple,History of Modern India,a,Difficult,tFundamental(F),<ul><li>Murshid Quli Khan introduced the system of revenue farming in Bengal.</li></ul>
79, <p>Which one of the following provisions was NOT made in the Charter Act of 1833?</p>,(a)  The trading activities of the East India Company were to be abolished,(b)  The designation of the supreme authority was to be changed as the Governor-General of India in Council,(c)  All law-making powers to be conferred on Governor-General in Council,"(d)  An Indian was to be appointed as a Law Member in Governor-General""s Council",History of Modern India,d,Medium,Fundamental(F),"<ul><li>A law member was to appointed but not an Indian. First law member appointed under this Charter Act, 1833 was Lord Macaulay.</li></ul>"
80," <p>With reference to colonial rule in India, what was sought by the Ilbert Bill in 1883?</p>",(a)  To bring Indians and Europeans on par as far as the criminal jurisdiction of courts was concerned,(b)  To impose severe restrictions on the freedom of the native press as it was perceived to be hostile to colonial rulers,(c)  To encourage the native Indians to appear for civil service examinations by conducting them in India,(d)  To allow native Indians to posses arms by amending the Arms Act,History of Modern India,a,Medium,Fundamental(F),"<ul><li>To bring Indians and Europeans on par as far as the criminal jurisdiction of court was concerned. The controversy of Ilbert Bill was that, it proposed to give the Indian Judges the right to ……..trial Europeans also. It was introduced during Lord Rippon period and was repealed later.</li></ul>"
81, <p>An important aspect of the Cripps Mission of 1942 was</p>,(a)  That all Indian States should join the Indian Union as a condition to consider any degree of autonomy for India,(b)  The creation of an Indian Union with Dominion status very soon after the Second World War,"(c)  The active participation and cooperation of the Indian people, communities and political parties in the British war effort as a condition for granting independence with full sovereign status to India after war","(d)  The framing of a constitution for the entire Indian Union, with no separate constitution for any province, and a Union Constitution to be accepted by all provinces",History of Modern India,b,Medium,Fundamental(F),"<ul><li>The Cripps Mission was sent during World War-II after the August offer was rejected, to get the full support of Indians for the British in their war efforts. The important aspect was the creation of an Indian Union with dominion status very soon after the Second World War.</li></ul>"
82," <p>When Congress leaders condemned the Montague-Chelmsford Report, many moderates left the party to form the</p>",(a)  Swarajya Party,(b)  Indian Freedom Party,(c)  Independence Federation of India,(d)  Indian Liberal Federation,History of Modern India,d,Medium,Factual,<ul><li>‘Indian Liberal Federation’ was formed by the moderates who left the Congress Party after Montford report. Among them prominent member was Surendranath Banerjee.</li></ul>
83, <p>Consider the following statements: </p><p>1. Molasses is a by-product of sugar production process. </p><p>2. Bagasse obtained in the sugar mills is used as a fuel in the boilers to generate steam for the sugar factories. </p><p>3. Sugar can only be produced from sugarcane as the raw material. </p><p>Which of these statements are correct?                   </p><p> </p>,(a)  1 and 2,(b)  2 and 3,(c)  1 and 3,"(d)  1, 2 and 3",Economics,a,Medium,Fundamental(F),Statements 1 and 3 are correct. But Third statement is wrong. Because Sugar can be produced from Sugarbeet (Beta vulgaris) also. Sugarbeet is the major contributor for world’s guar production than Sugarcane.
84, <p>Which one of the following statements is correct?</p>,(a)  Alliance Air is a wholly-owned subsidiary of Indian Airlines,(b)  The Airports Authority of India manages seven of the country’s international airports,(c)  The Airports Authority of India is the regulatory organization for enforcing civil air regulations in India,(d)  It is the function of Directorate General of Civil Aviation to plan and construct runways and terminal buildings and to provide air safety services,Polity and Governance,a,Medium,Fundamental(F),"b, c, d statements are wrong.
 The Airports Authority of India (AAI) manages 126 air ports, including 11 international, 86 domestic airports and 29 civil enclaves at defence air fields. AAI plans, develops constructs and maintains runways, taxiways, apron, terminal building etc. (it is not the function of DG of Civil Aviation) Director General of Civil Aviation is the regulatory body for enforcing Civil air regulations in India."
85, <p>Consider the following animals of India:</p><p>1. Crocodile</p><p>2. Elephant</p><p>Which of these is/are endangered species?</p>,(a)  Only 1,(b)  Only 2,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Ecology and Environment,c,Medium,Fundamental(F),"Both Crocodile and Elephant are endangered species. In order to protect these species, crocodile breeding project and project elephant were launched in 1974 and 1992 respectively."
86, <p>Which one of the following is produced during the formation of photochemical smog? </p>,(a)  Hydrocarbons,(b)  Nitrogen Oxides,(c)  Ozone,(d)  Methane,Ecology and Environment,c,Medium,Fundamental(F),"The deep reddish brown NO2 (Nitrogen oxide) gas, which is the only widely prevalent coloured pollutant gas is the chief constituent of Photochemical Smog, in metropolitan areas."
87, <p>In which one of the following countries is Rupee its currency?</p><p> </p>,(a)  Bhutan,(b)  Malaysia,(c)  Maldives,(d)  Seychelles,India and World,d,Medium,Fundamental(F),"Seychelles currency is Rupee.
 Bhutan’s currency is Ngultrum.
 Malaysia’s currency is Ringgit.
 Maldives currency is Rufiyaa."
88, <p>Which one among the following languages has largest number of speakers in the world?</p><p> </p>,(a)  Bengali,(b)  French,(c)  Japanese,(d)  Portuguese,Geography,a,Medium,Fundamental(F),"(In the given optional) Bengali has largest number of speakers in the world i.e. 207 million, French – 79 million speakers, Japanese – 125 million speakers, Portuguese – 176 million speakers."
89, <p>Who headed the Interim Cabinet formed in the year 1946?</p><p> </p>,(a)  Rajendra Prasad,(b)  Jawaharlal Nehru,(c)  Sardar Vallabhbhai Patel,(d)  Rajagopalachari,History of Modern India,b,Medium,Fundamental(F),"The Interim Cabinet, that was announced on August 24, 1946, having 12 members, was added by Pandit Nehru as the Vice-President of the Council."
90," <p>Among the following commodities imported by India during the year 2000-01, which one was the highest in terms of Rupee value?</p><p> </p>",(a)  Edible oil,(b)  Fertilizers,(c)  Organic and inorganic chemicals,"(d)  Pearls, precious and semi-precious stones",Current Affairs,d,Medium,Fundamental(F),"Pearls, precious and semi precious stones were the highest in rupee value imported during the year 2000-01 which was about 8.3 percent of total imports."
91," <p>With reference to India, which one of the following statements is NOT correct?</p>",(a)  IPCL is India’s largest petrochemical company,(b)  RIL is the largest private sector company in India,(c)  MTNL is the listed on NYSE,(d)  BSNL is the first telecom service organization in India to launch a nationwide cellular service at one time,Current Affairs,a,Medium,Fundamental(F),"IPCL is not India’s largest petro-chemical company. Recently, it was taken over by RIL (Reliance Industries Limited)."
92, <p>The Kelkar proposals which were in the news recently were the:</p>,(a)  Recommendations for reforms in the power sector,(b)  Recommendations for tax reforms,(c)  Guidelines for the privatization of public sector undertakings,"(d)  Guidelines for reducing vehicular pollution, and the promotion of CNG use",Current Affairs,b,Medium,Fundamental(F),"Kelkar proposals were in news for giving recommendations for tax reforms. Some of its proposals were the abolition of MAT, to increase the Service tax and to decrease Corporate tax from 36.5% to 30%."
93, <p>Which one among the following countries has the lowest GDP per capita?</p><p> </p>,(a)  China,(b)  India,(c)  Indonesia,(d)  Sri Lanka,Economics,b,Medium,Fundamental(F),"India has the lowest GDP per capita compared to Sri Lanka, China and Indonesia."
94," <p>As per the Human Development Index given by UNDP, which one of the following sequences of South Asian countries is correct, in the order of higher to lower development?</p><p> </p>",(a)  India – Sri Lanka – Pakistan – Maldives.,(b)  Maldives – Sri Lanka – India – Pakistan.,(c)  Sri Lanka – Maldives – India – Pakistan.,(d)  Maldives – India – Pakistan – Sri Lanka.,International Affairs and Institutions,c,Medium,Fundamental(F),"HDI given by UNDP is in the order of Sri Lanka, Maldives, India and Pakistan with ranks 99, 104, 127 and 144 respectively in 2001."
95," <p>
	Assertion (A): The weight of a body decreases with the increase of latitude on earth.</p>
<p>
	Reason (R): The earth is not a perfect sphere.</p>
<p>
</p>",(a)  Both A and R are individually true and R is the correct explanation of A,(b)  Both A and R are individually true but R is not the correct explanation of A,(c)  A is true but R is false,(d)  A is false but R is true,Geography,d,Difficult,tApplied(A),"<p>
	The value of ‘g’ on the earth is highest at poles and lowest at the equator. Thus the value of ‘g’ increases as were more from equator to the pole (i.e. increase of latitude from 00 to 900). Therefore the weight (W = mg) also increase with increase in latitude. The Earth is not a perfect sphere. It is flattered at poles (900 latitude) and bulges out at the equator (00 latitude).</p>
"
96," <p>If the radius of the earth were to shrink by one per cent, its mass remaining the same, the value of ‘g’ on the earth’s surface would .</p>",(a)  Increase by 0.5%,(b)  Increase by 2%,(c)  Decrease by 0.5%,(d)  Decrease by 2%,Basic Sciences,b,Difficult,tApplied(A),
97," <p>A hydrogen-inflated polythene balloon is released from the surface of the earth. As the balloon rises to an altitude up in the atmosphere, it will.</p>",(a)  Decrease in size,(b)  Flatten into a disc-like shape,(c)  Increase in size,(d)  Maintain the same size and shape,Basic Sciences,d,Medium,Applied(A),Hydrogen inflated polythene balloon will maintain the same size and shape as polythene balloons will not expand with rise in altitude up in the atmosphere.
98," <p>Consider the following statements:</p><p>1. Steam at 100<sup>0</sup>C and boiling water at 100<sup>0</sup>C contain same amount of heat.</p><p>2. Latent heat of fusion of ice is equal to the latent heat of vaporization of water.</p><p>3. In an air-conditioners, heat is extracted from the room-air at the evaporator coils and is rejected out at the condenser coils.</p><p>Which of these statements is/are correct?</p>",(a)  1 and 2,(b)  2 and 3,(c)  Only 2,(d)  Only 3,Basic Sciences,d,Difficult,tApplied(A),Steam at 1000C contain more amount of heat than boiling water at 1000C. Latent heat of fusion of ice (80 cal/g) is less than latent heat of vaporization of water (536 cal/g).
99, <p>Diffusion of light in the atmosphere takes place due to </p>,(a)  Carbon dioxide,(b)  Dust particles,(c)  Helium,(d)  Water vapours,Geography,b,Medium,Fundamental(F),Diffusion of light in the atmosphere takes place due to dust particles.
100, <p>An oil tanker is partially filled with oil and moves forward on a level road with uniform acceleration. The free surface of oil then.</p>,(a)  Remains horizontal,(b)  Is inclined to the horizontal with smaller depth at the rear and,(c)  Is inclined to the horizontal with larger depth at the rear and,(d)  Assumes parabolic curve,Basic Sciences,a,Medium,Applied(A),The free surface of oil then is inclined to the horizontal with larger depth at the rear end.
101, <p>Which one of the following statements is NOT correct?</p>,(a)  The velocity of sound in air increases with the increase of temperature,(b)  The velocity of sound in air is independent of pressure,(c)  The velocity of sound in air decreases as the humidity increases,(d)  The velocity of sound in air is not affected by the change in amplitude and frequency,Basic Sciences,c,Medium,Fundamental(F),The velocity of sound in air increases with the increase in humidity percentage.
102," <p>With reference to ionic compounds, consider the following statements” </p><p>1. Ionic compounds are insoluble in alcohol. </p><p>2. Ionic compounds in the solid state are good conductors of electricity. </p><p>Which of these statements is/are correct?</p><p> </p>",(a)  Only 1,(b)  Only 2,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Current Affairs,a,Difficult,tFundamental(F),"Ionic compounds are highly soluble in water but are not soluble in organic solvents like alcohol, ether, acetone etc. Ionic compounds are good conductors in soluble state because of availability of free ions."
103, <p>Which one of the following statements is NOT correct?</p>,(a)  The presence of NaCl increases the rate of setting of Plaster of Paris,(b)  Gypsum is added to the cement to slow down its rate of setting,(c)  All alkaline earth metals form hydrated salts,(d)  Barium and Strontium are found free in nature,Basic Sciences,d,Difficult,tFundamental(F),Gypsum is used for making ‘Plaster of Paris’. It is prepared by heating Gypsum at 390 K. So the statement ‘Presence of NaCl increases the rate of setting of Plaster of Paris is not correct.
104," <p>Regarding the atom of a chemical element, the magnetic quantum number refers to</p>",(a)  Orientation,(b)  Shape,(c)  Size,(d)  Spin,Basic Sciences,a,Difficult,tFundamental(F),"The Magnetic Quantum number (m1)  Orientation of the orbital
 Principal Quantum number (n)  Size of the orbital
 Azimuthal Quantum number (l)  Shape of the orbital
 Spin Quantum number (m5)  Spin of the orbital"
105," <p>
	Assertion (A): In the periodic table of chemical elements, electron affinity is always found to increase from top to bottom in a group.</p>
<p>
	Reason (R): In a group, the atomic radii generally increase from top to bottom.</p>
<p>
</p>",(a)  Both A and R are individually true and R is the correct explanation of A,(b)  Both A and R are individually true but R is not the correct explanation of A,(c)  A is true but R is false,(d)  A is false but R is true,Basic Sciences,d,Difficult,tFundamental(F),"<p>
	Electron affinity of chemical elements is found to decrease from top to bottom in a group in the periodic table. The atomic radii in a group generally increase from top to bottom.</p>
"
106, <p>Which one of the following statements is correct?</p>,(a)  Liquid Sodium is employed as a coolant in nuclear reactors,(b)  Calcium carbonate is an ingredient of tooth paste,(c)  Bordeaux mixture consists of Sodium sulphate and lime,(d)  Zinc amalgams are used as a dental filling,Basic Sciences,a,Difficult,tFundamental(F),"Liquid sodium is employed as a coolant in nuclear reactors. Bordeaux mixture consists of copper sulphate and lime. Tin amalgams are used as dental filling especially with gold and silver. Calcium Carbonate, Silica and Triclosan are key ingredients in Tooth Paste."
107, <p>Consider the following statements:</p><p>The purpose of adding sodium sulphate and sodium silicate to the detergent in a washing powder is</p><p>1. To keep the washing powder dry.</p><p>2. To maintain the alkalinity of the powder.</p><p>Which of these statements is/are correct?</p>,(a)  Only 1,(b)  Only 2,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Basic Sciences,a,Medium,Fundamental(F),"Hydrated Sodium Carbonate is called Washing Soda (Na2CO3.10H2O). Sodium Silicate is a drying agent and so used for keeping washing powder dry. It is Sodium Carbonate which on hydrolysis gives alkaline solution:
 NA2CO3 + H2O → NaHCO3 + NaOH"
108, <p>Octopus is.</p><p> </p>,(a)  An arthropod,(b)  An echinoderm,(c)  A Hemichordate,(d)  A mollusc,Ecology and Environment,d,Medium,Fundamental(F),Octopus is a mollusk with eight equal arms comes under class cephalopoda and order octopoda.
109, <p>Consider the following conditions of a sick human body:</p><p>1. Swollen lymph nodes</p><p>2. Sweating at night</p><p>3. Loss of memory</p><p>4. Loss of weight</p><p>Which of these are symptoms of AIDS?</p>,(a)  1 and 2,"(b)  2, 3 and 4","(c)  1, 3 and 4","(d)  1, 2, 3 and 4",Basic Sciences,d,Difficult,tFundamental(F),"Acquired Immuno Deficiency Syndrome (AIDS) caused by HIV, a retrovirus is a fatal disease in which immune system of the body is seriously affected.
 Symptoms:
1. Swollen lymph nodes.
2. Sweating at night.
3. Loss of weight.
4. Loss of memory.
5. Decreased count of blood platelets causing haemorrhage and fever and
6. Susceptibility to other infectious due to breakdown of immune system."
110," <p>Consider the following statements: </p><p>1. The common blue green algae, Spirogyra and Ulothrix and found in both fresh after ponds and oceans. </p><p>2. The chameleon can look ahead with one eye, and at the same time look behind with another. </p><p>Which of these statements is/are correct? </p>",(a)  Only 1,(b)  Only 2,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Ecology and Environment,b,Difficult,tFundamental(F),"Blue green algae (cyanobacteria) found in fresh water, brackish water and salt water.
 Spirogyra (green algae) common in fresh water habitats.
 Ulothrix (green algae) found in fresh and marine water habitats.
 The eyes of chameleon (Chameleon calcaratus) are elevated in small cones and can move in all directions and each eye can see independently of the other."
111," <p>
	Assertion (A): Unsaturated fats are more reactive compared with the saturated fats.</p>
<p>
	Reason (R): Unsaturated fats have only single bond in their structure.</p>
<p>
</p>",(a)  Both A and R are individually true and R is the correct explanation of A,(b)  Both A and R are individually true but R is not the correct explanation of A,(c)  A is true but R is false,(d)  A is false but R is true,Basic Sciences,d,Medium,Fundamental(F),"<ul>
<li>
		Along with single bonds, unsaturated fats have double and triple bonds, that’s why they are more reactive compared to saturated fats.</li>
</ul>
"
112," <p>With reference to the work of human kidney, consider the following statements:</p><p> 1. After the waste is removed in the kidney, the cleaner blood is sent back through renal artery.</p><p> 2. From Bowman’s capsule, the filtered liquid passes through tiny tubes where much of the glucose is reabsorbed and sent back to the blood in the renal vein.</p><p> Which of these statements is/are correct?</p><p> </p>",(a)  Only 1,(b)  Only 2,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Basic Sciences,b,Difficult,tFundamental(F),"After the waste is removed in the kidney, the cleaner blood is sent back through renal vein."
113, <p>Which one of the following statements is NOT correct?</p>,(a)  Milk contains none of the B-vitamins,(b)  Vitamin-A (retinol) deficiency leads to dry and scaly skin,(c)  One of the symptoms of scurvy is pain in the joints,(d)  Vitamin B1 (thiamine) deficiency can lead to heart failure,Basic Sciences,a,Medium,Fundamental(F),"Milk contains B-complex vitamins viz. Thiamine (B1), Riboflavin (B2), Pyridoxine phosphate (B6), Cyanocobalamine (B12) etc."
114," <p>With reference to normal human beings, consider the following statements:</p><p> 1. In response to the presence of HCl, secretin is produced from the duodenum.</p><p> 2. Enterogastrone is produced in the small intestine in response to the presence of fatty acids?</p><p> Which of these statements is/are correct?</p><p> </p>",(a)  Only 1,(b)  Only 2,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Basic Sciences,c,Medium,Fundamental(F),"‘Secretin’ is produced from the S-cells of duodenum in response to the presence of HCl (pH &lt; 4.5). It helps in increasing water and bicarbonate secretion from pancreas and bile ducts.
 Enterogastrone is secreted from intestinal mucosa and is stimulated on exposure of duodenal mucosa to dietary lipids. It inhibits gastric secretion."
115," <p>Consider the following statements: </p><p>1. India launched its first full-fledged meteorological satellite (METSAT) in September, 2002.</p><p> 2. For the first time, the space vehicle PSLV-C4 carried a payload of more than 1000 kg into a geosynchronous orbit. </p><p>Which of these statements is/are correct?</p><p> </p>",(a)  Only 1,(b)  Only 2,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Current Affairs,c,Medium,Fundamental(F),"METSAT also called KALPANA-I named after India born American Space Astronaut ‘Kalpana Chawla’ was launched by PSLV in September, 2002."
116," <p>The Genetic Engineering Approval Committee, whose permission is required for cultivation of any genetically modified crop such as Bt-Cotton in India, is under the Union Ministry of</p>",(a)  Agriculture,(b)  Environment and Forests,(c)  Commerce and Industry,(d)  Rural Development,Ecology and Environment,b,Medium,Fundamental(F),Ministry of Environmental and Forests.
117," <p>With reference to Indian defence, which one of the following statements is NOT correct?</p>","(a)  With the induction of Prithvi-II, the IAF is the only air force in the world with surface-to-surface ballistic missiles under its command",(b)  Sukhoi-30 KMI jet fighters can launch air-to-air and air-to-surface precision missiles,(c)  Trishul is a supersonic surface-to-air missile with a rage of 30 km.,(d)  The indigenously built INS Prabat can launch surface-to-surface missiles,Science and Technology,c,Medium,Fundamental(F),Trishul is a short range (500m to 9km) surface to air missile with solid composite propellant and dual thrust motor and command to line- of sight guidance.
