Q. No,Question_HTML,Option_A,Option_B,Option_C,Option_D,Subject,Correct Option,Difficulty Level,Nature,Explanation_HTML
72, <p>Which one of the following is not a site for in-situ method of conservation of flora?</p>,(a)  Biosphere Reserve,(b)  Botanical Garden,(c)  National Park,(d)  Wildlife Sanctuary,Ecology and Environment,b,Medium,Fundamental(F),
73," <p>Consider the following statements: In India, a Metropolitan Planning Committee : </p><p>1. is constituted under the provisions of the constitution of India.</p><p>2. prepares the draft development plans for metropolitan area.</p><p>3. has the sole responsibility for implementing Government sponsored schemes in the metropolitan area.</p><p>Which of the statements given above is/are correct?</p>",(a)  1 and 2 only,(b)  2 only,(c)  1 and 3 only,"(d)  1, 2 and 3",Polity and Governance,a,Medium,Fundamental(F),
74," <p>What is the difference between “vote-on-account” and “interim budget”?</p><p>1. The provision of a “vote-on-account” is used by a regular Government, while an “interim budget” is a provision used by a caretaker Government.</p><p>2. A “vote-on-account” only deals with the expenditure in Government’s budget, while an “interim budget” includes both expenditure and receipts.</p><p>Which of the statements given above is/are correct?</p>",(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Polity and Governance,b,Medium,Fundamental(F),
75," <p>Regarding the International Monetary Fund, which one of the following statements is correct?</p>",(a)  It can grant loans to any country,(b)  It can grant loans to only developed countries,(c)  It grants loans to only member countries,(d)  It can grant loans to the central bank of a country,Economics,c,Easy,Fundamental(F),frequently used term even in news
76, <p>The 2004 Tsunami made people realize that mangroves can serve as a reliable safety hedge against coastal calamities. How do mangroves function as a safety hedge?</p><p> </p>,(a)  The mangrove swamps separate the human settlements from the sea by a wide zone in which people neither live not venture out.,(b)  The mangroves provide both food and medicines which people are in need of after any natural disaster.,(c)  The mangrove trees are tall with dense canopies and serve as an excellent shelter during a cyclone or tsunami.,(d)  The mangrove trees do not get uprooted by storms and tides because of their extensive roots.,Geography,d,Medium,Applied(A),<br/>
77, <p>The Jain philosophy holds that the world is created and maintained by.</p>,(a)  Universal Law,(b)  Universal Truth,(c)  Universal Faith,(d)  Universal Soul,Ancient and Medieval History,a,Medium,Fundamental(F),
78," <p>Salinization occurs when the irrigation water accumulated in the soil evaporates, leaving behind salts and minerals.</p><p>What are the effects of salinization on the irrigated land?</p>",(a)  It greatly increases the crop production.,(b)  It makes some soils impermeable.,(c)  It raises the water table.,(d)  It fills the air spaces in the soil with water,Geography,b,Medium,Applied(A),Often used in Newspapers
79," <p>The ""Red Data Books"" published by the International Union for Conservation of Nature and Natural Resource (IUCN) contain lists of</p><ol><li>Endemic plant and animal species present in the biodiversity hotspots.</li><li>Threatened plant and animal species.</li><li>Protected sites for conservation of nature and natural resources in various countries.</li></ol><p>Select the correct answer using the codes given below.</p>",(a)  1 and 3,(b)  2 only,(c)  2 and 3,(d)  3 only,Ecology and Environment,b,Medium,Fundamental(F),
80," <p>Why is the offering of “teaser loans” by commercial banks a cause of economic concern?</p><p>1. The teaser loans are considered to be an aspect of sub-prime lending and banks may be exposed to the risk of defaulters in future.</p><p>2. In India, the teaser loans are mostly given to inexperienced entrepreneurs to set up manufacturing or export units. </p><p>Which of the statements given above is/are correct?</p>",(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Economics,a,Medium,Applied(A),
81, <p>An artificial satellite orbiting around the Earth does not fall down. This is so because the attraction of Earth</p>,(a)  does not exist at such distance,(b)  is neutralized by the attraction of the moon,(c)  provides the necessary speed for its steady motion,(d)  provides the necessary acceleration for its motion,Science and Technology,d,,,"<ul><li><strong>An artificial satellite orbiting around the earth does not fall down. This is so because the attraction of earth provides the necessary acceleration for its motion.</strong> This acceleration is “constant” in magnitude but “changing in direction”. By the launch rocket, immediately before the satellite is established in the predetermined orbit, the speed given to it is 30, 000 km/hr. The speed must be great enough so gravity doesn’t bring the satellite back to Earth , but not so great that the satellite escapes gravity out into space. This means that the speed , which is provided by the rocket is the source of the centrifugal force, and the attraction of the earth holds it from moving away from this centrifugal force, and the attraction of the earth holds it from moving away from this centrifugal force.</li></ul>"
82," <p>In the context of Indian economy, consider the following statements:</p><p>1. The growth rate of GDP has steadily increased in the last five years.</p><p>2. The growth rate in per capita income has steadily increased in the last five years. </p><p>Which of the statements given above is/are correct?</p>",(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Economics,d,Medium,Applied(A),
83," <p>In India, which of the following have the highest share in the disbursement of credit to agriculture and allied activities?</p>",(a)  Commercial Banks,(b)  Cooperative Banks,(c)  Regional Rural Banks,(d)  Microfinance Institutions,Economics,a,Medium,Factual,This required just the basic knowledge of what is inclusive growth
84," <p>Which of the following can aid in furthering the Government’s objective of inclusive growth?</p><p>1. Promoting Self-Help Groups.</p><p>2. Promoting Micro, Small and Medium Enterprises.</p><p>3. Implementing the Right to Education Act.</p><p> Select the correct answer using the codes given below :</p>",(a)  1 only,(b)  1 and 2 only,(c)  2 and 3 only,"(d)  1, 2 and 3",Economics,d,Medium,Factual,
85, <p>Why is the Government of India disinvesting its equity in the Central Public Sector Enterprises (CPSEs)?</p><ol><li>The Government intends to use the revenue earned from the disinvestment mainly to pay back the external debt.</li><li>The Government no longer intends to retain the management control of the CPSEs.</li></ol><p>Which of the statements given above is/are correct?</p>,(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Economics,d,Medium,Applied(A),
86," <p>Which is the difference between asteroids and comets?</p><p>1. Asteroids are small rocky planetoids, while comets are formed of frozen gases held together by rocky and metallic material.</p><p>2. Asteroids are found mostly between the orbits of Jupiter and Mars, while comets are found mostly between Venus and Mercury.</p><p>3. Comets show a perceptible glowing tail, while asteroids do not. </p><p>Which of the statements given above is/are correct?</p>",(a)  1 and 2 only,(b)  1 and 3 only,(c)  3 only,"(d)  1, 2 and 3",Geography,b,Easy,,"<ul><li>Difference between asteroids and comets lies mainly in their composition. Both were formed during the early phase of the solar system.<strong> Asteroids consist mainly of rocky and metallic material, while comets comprise if ice, frozen gases, dust and rocky and metallic material.</strong></li><li><strong>Asteroids are found nearer to the Sun while comets are found farther from the Sun as the heat can melt away comet's ice.</strong> </li><li>In fact, when a <strong>comet</strong> approaches the Sun, it starts losing its ice because of the Sun's heat as a result of which a perceptible <strong>glowing tail</strong> can be seen.</li><li><strong>Hence only statements 1 and 3 are correct.</strong></li></ul>"
87, <p>Economic growth is usually coupled with:</p>,(a)  Deflation,(b)  Inflation,(c)  Stagflation,(d)  Hyperinflation,Economics,b,Medium,Fundamental(F),
88, <p>The lowering of Bank Rate by the Reserve Bank of India leads to </p>,(a)  More liquidity in the market,(b)  Less liquidity in the market,(c)  No change in the liquidity in the market,(d)  Mobilization of more deposits by commercial banks,Economics,a,Medium,Applied(A),
89, <p>Westerlies in southern hemisphere are stronger and persistent than in northern hemisphere. Why?</p><ol><li>Southern hemisphere has less landmass as compared to northern hemisphere.</li><li>Coriolis force is higher in southern hemisphere as compared to northern hemisphere.</li></ol><p>Which of the statements given above is/are correct?</p>,(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Geography,a,Easy,Fundamental(F),<br/>
90," <p>Between India and East Asia, the navigation-time and distance can be greatly reduced by which of the following?</p><p> 1. Deepening the Malacca straits between Malaysia and Indonesia. </p><p>2. Opening a new canal across the Kra isthmus between the Gulf of Siam and Andaman Sea. </p><p>Which of the statements given above is/are correct? </p>",(a)  1 only,(b) 2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Geography,b,Medium,Fundamental(F),<br/>
91, <p>Regular intake of fresh fruits and vegetables is recommended in the diet since they are a good source of antioxidants. How do antioxidants help a person maintain health and promote longevity?</p><p> </p>,(a)  They activate the enzymes necessary for vitamin synthesis in the body and help prevent vitamin deficiency.,"(b)  They prevent excessive oxidation of carbohydrates, fats and proteins in the body and help avoid unnecessary wastage of energy.",(c)  They neutralize the free radicals produced in the body during metabolism .,(d)  They activate certain genes in the cells of the body and help delay the ageing process,Basic Sciences,c,Difficult,tFundamental(F),
92," <p>Regarding the Indus Valley Civilization, consider the following statements: </p><p>1. It was predominantly a secular civilization and the religious element, though present, did not dominate the scene. </p><p>2. During this period, cotton was used for manufacturing textiles in India. </p><p>Which of the statements given above is/are correct?</p><p> </p>",(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Ancient and Medieval History,c,Medium,Fundamental(F),
93, <p>The lower Gangetic plain is characterised by humid climate with high temperature throughout the year. Which one among the following pairs of crops is most suitable for this region?</p>,(a)  Paddy and cotton,(b)  Wheat and Jute,(c)  Paddy and Jute,(d)  Wheat and cotton,Geography,c,Medium,Applied(A),<br/>
94, <p>What could be the main reason/reasons of the formation of African and Eurasian desert belt?</p><p>1. It is located in the sub-tropical high pressure cells.</p><p>2. It is under the influence of warm ocean currents.</p><p>Which of the statements given above is/are correct in this context?</p>,(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Geography,a,Medium,Fundamental(F),<br/>
95, <p>The jet aircrafts fly very easily and smoothly in the lower stratosphere. What could be the appropriate explanation?</p><p>1. There are no clouds or water vapour in the lower stratosphere.</p><p>2. There are no vertical winds in the lower stratosphere.</p><p>Which of the statements given above is/are correct in this context?</p>,(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Geography,c,Difficult,tApplied(A),<br/>
96," <p>Consider the following statements:</p><ol><li>Biodiversity is normally greater in the lower latitudes as compared to the higher latitudes.</li><li>Along the mountain gradients, biodiversity is normally greater in the lower altitudes as compared to the higher altitudes.</li></ol><p>Which of the statements given above is/are correct?</p>",(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Ecology and Environment,c,Difficult,tApplied(A),
97," <p>The Brahmaputra, Irrawady and Mekong rivers originate in Tibet and flow through narrow and parallel mountain ranges in their upper reaches. Of these rivers, Brahmaputra makes a ""U"" turn in its course to flow into India. This ""U"" turn is due to:</p>",(a)  Uplift of folded Himalayan series.,(b)  Syntaxial bending of geologically young Himalayas.,(c)  Geo-Tectonic disturbance in the tertiary folded mountain chains.,(d)  Both a and b above,Geography,b,Medium,Fundamental(F),<br/>
98, <p>A state in India has the following characteristics:</p><ol><li>Its northern part is arid and semi-arid.</li><li>Its central part produces cotton.</li><li>Cultivation of cash crops is predominant over food crops.</li></ol><p>Which one of the following states has all of the above characteristics?</p>,(a)  Andhra Pradesh,(b)  Gujarat,(c)  Karnataka,(d)  Tamil Nadu,Geography,b,Medium,Applied(A),
99, <p>What is “Virtual Private Network”?</p><p> </p>,(a)  It is a private compute network of an organization where he remote users can transmit encrypted information through the server of the organization.,(b)  It is a computer network across a public internet that provides users access to their organization’s network while maintaining the security of the information transmitted.,(c)  It is a computer network in which users can access a shared pool of computing resources through a service provider.,"(d)  None of the statements a, b and c given above is a correct description of Virtual Private Network.",Science and Technology,b,Medium,Fundamental(F),
100," <p>The “dharma” and “rita” depict a central idea of ancient Vedic civilization of India. In this context, consider the following statements:</p><p>1. Dharma was a conception of obligations and of the discharge of one’s duties to oneself and to others.</p><p>2. Rita was the fundamental moral law governing the functioning of the universe and all it contained. </p><p>Which of the statements given above is/are correct?</p>",(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Ancient and Medieval History,c,Difficult,tFundamental(F),
