Q. No,Question_HTML,Option_A,Option_B,Option_C,Option_D,Subject,Correct Option,Difficulty Level,Nature,Explanation_HTML
54," <p>Which one of the following places did Kunwar Singh, a prominent leader of the Revolt of 1857 belong to?</p><p> </p>",(a) Bihar.,(b) Madhya Pradesh.,(c) Rajasthan.,(d)  Uttar Pradesh.,History of Modern India,a,Medium,Factual,"<ul><li>Kunwar Singh, the Zamindar of Jagdishpur led the revolt in Bihar. He joined the sepoys when they reached Arrah from Dinapore.</li></ul>"
55, <p>Which of the following pairs are correctly matched? Movement/Satyagraha Person Actively Associated with?</p><p> 1. Champaran : Rajendra Prasad.</p><p> 2. Ahmedabad Mill Workers : Morarji Desai.</p><p>3. Kheda : Vallabhbhai Patel.</p><p>  Select the correct answer using the code given below.</p>,(a)  1 and 2 only,(b) 2 and 3 only,(c)  1 and 3 only,"(d)  1, 2 and 3",History of Modern India,d,Difficult,tFactual,<ul><li>Morarji Desai born in 1896 participated in the Ahmedabad Mill worker’s Satyagraha.</li></ul>
56, <p>Who among the following was not associated with the formation of U.P. Kisan Sabha in February 1918?</p>,(a)  Indra Narain Dwivedi.,(b)  Gauri Shankar Misra.,(c)  Jawaharlal Nehru.,(d)  Madan Mohan Malviya.,History of Modern India,c,Medium,Factual,"<ul><li>The UP Kisan Sabha was set up in February 1918 by Gauri Shankar Misra and Indra Narayan Dwivedi while Madan Mohan Malviya supported their efforts. Jawaharlal Nehru was not associated with the formation of U.P. Kisan Sabha but later in 1920, he visited the villages in U.P. to look at farmer’s conditions at the behest of Baba Ramchandra.</li></ul>"
57, <p>Who among the following drafted the resolution on fundamental rights for the Karachi Session of Congress in 1931? </p>,(a) Dr. B.R. Ambedkar.,(b) Pandit Jawaharlal Nehru.,(c) Dr. Rajendra Pradad.,(d)  Sardar Vallabhbhai Patel.,History of Modern India,b,Medium,Factual,<ul><li>Karachi Session of Congress in 1931 was presided over by Sardar Vallabhbhai Patel but the draft on Fundamental Rights was done by Jawaharlal Nehru.</li></ul>
58, <p>At which Congress Session was the Working Committee authorized to launch to programme of Civil Disobedience? </p>,(a) Bombay.,(b) Lahore.,(c) Lucknow.,(d)  Tripuri.,History of Modern India,b,Medium,Factual,"<ul><li>A resolution for Purna Swaraj was adopted at the Lahore Session (December, 1929) under the Presidentship of Jawaharlal Nehru. In the same session congress working committee (CWC) authorized to launch a programme of civil disobedience including non-payment of taxes and all members of legislature asked to resign their seats.</li></ul>"
59, <p>In which one of the following provinces was a Congress ministry not formed under the Act of 1935?</p><p> </p>,(a) Bihar.,(b) Madras.,(c) Orissa.,(d)  Punjab.,History of Modern India,d,Medium,Factual,"<ul><li>In Punjab, Sir Sikandar Hayat Khan of National Unionist Party formed the Government. The Congress got a majority in all provinces except in Bengal, Assam, Punjab, Sindh and NWFP, and emerged as the largest party in Bengal, Assam and NWFP.</li></ul>"
60," <p>Consider the following statements: On the eve of the launch of Quit India Movement, Mahatma Gandhi:</p><p> 1. Asked the government servants to resign. </p><p>2. Asked the soldiers to leave their posts.</p><p>3. Asked the Princes of the Princely States to accept the sovereignty of their own people. </p><p>Select the correct answer using the code given below.</p><p> </p>",(a)  1 and 2 only,(b) 2 and 3 only,(c)  3 only,"(d)  1, 2 and 3",History of Modern India,c,Difficult,tFactual,<ul><li>Mahatma Gandhi asked the Government servants not to resign but declare allegiance to the Congress. The Soldiers were asked not to leave the army but do not fire on Compatriots.</li></ul>
61, <p>Consider the following statements:</p><p> 1. Ishwar Chandra Vidyasagar founded the Bethune School at Calcutta with the main aim of encouraging education for women. </p><p>2. Bankim Chandra Chattopadhyay was the first graduate of the Calcutta University.</p><p> 3. Keshav Chandra Sen’s campaign against Sati led to the enactment of a law to ban Sati by the them Governor General. </p><p>Select the correct answer using the code given below.</p><p> </p>,(a)  1 only,(b) 1 and 2 only,(c)  2 and 3 only,"(d)  1, 2 and 3",History of Modern India,b,Difficult,tFactual,"<ul style=""text-align: justify;""><li>Joh Elliot Drink Water Bethune a law member in Governor General’s Council was the founding father of Bethune College which blossoms into Bethune School to promote female education. Bankim Chandra Chatterjee was one of the first graduate of Calcutta University. His first Bengali Novel was ‘Durgesh Nandini’. Raja Ram Mohan Roy’s campaign against Sati led to the enactment of Law to ban Sati (1829).</li></ul>"
62," <p>Consider the following statements:</p><p> 1. In the first Round Table Conference Dr. Ambedkar demanded separate electorates for the depressed classes.</p><p> 2. In the Poona Act, special provisions for representation of the depressed people in the local bodies and civil services were made.</p><p> 3. The Indian National Congress did not take part in the Third Round Table Conference.</p><p>  Select the correct answer using the code given below.</p>",(a)  1 and 2 only,(b) 2 and 3 only,(c)  1 and 3 only,"(d)  1, 2 and 3",History of Modern India,c,Medium,Factual,<ul><li>First Round Table Conference (1930) presided by Ramsay MacDonald (head of labour party) where Ambedkar demanded separate electorate for depressed classes. Third Round Table Conference (1932): Congress didn’t participate. Poona pact had no provisions for reservation in Civil Service and local bodies.</li></ul>
63, <p>Who among the following was a proponent of Fabianism as a movement?</p>,(a) Annie Besant.,(b) Michael Madhusudan Dutt.,(c) A.O. Hume.,(d)  R. Palme Dutt.,History of Modern India,a,Medium,Factual,"<ul><li>Annie Besant (1897-1933), as member of the National Secular Society, she had preached free thought and as a member of the Fabian Society, Socialism.</li></ul>"
64," <p>In October 1920, who of the following headed group of Indians gathered at Tashkent to set up a Communist Party of India?</p><p> </p>",(a)  H.K. Sarkar.,(b)  P.C. Joshi.,(c)  M.C. Chagla.,(d)  M.N. Roy.,History of Modern India,d,Difficult,tFactual,"<ul><li>M.N. Roy headed the group of Indians along with ‘Avani Mukherjee, Mohammad Ali and Mohammad Shafi at Tashkent in October, 1920.</li></ul>"
65, <p>What was Komagata Maru?</p><p> </p>,(a)  A political party based in Taiwan.,(b)  Peasant communist leader of China.,(c)  A naval ship on voyage to Canada.,(d)  A Chinese village where Mao Tre Lung Began his long march.,History of Modern India,c,Easy,Factual,"<ul><li>Baba Gurdip Singh chartered a Japanese ship called Komagata Maru, early in 1914 to carry large number of Punjabis to Canada.</li></ul>"
66," <p>Where were the Ghadar revolutionaries, who became active during the outbreak of the World War I based?</p><p> </p>",(a)  Central America.,(b)  North America.,(c)  West America.,(d)  South America.,History of Modern India,b,Easy,Factual,<ul><li>Ghadar revolutionaries had headquarters at San Francisco in North America.</li></ul>
67," <p>Consider the following statements:</p><p> 1. Liquified Natural Gas (LNG) is liquefied under extremely cold temperatures and high pressure to facilitate storage or transportation in specially designed vessels. </p><p>2. First LNG terminal in India was built in Hassan. </p><p>3. Natural Gas Liquids (NGL) are separated from LPG and these include ethane, propane, butane and natural gasoline. </p><p>Select the correct answer using the code given below.</p><p> </p>",(a)  1 only,(b)  1 and 3 only,(c)  2 and 3 only,"(d)  1, 2 and 3",Geography,b,Difficult,tApplied(A),<ul><li>GAIL is implementing a 1246 km long LNG pipeline project from Kandla/Jamnagar in Gujarat to Luni in Uttar Pradesh via Delhi.</li></ul>
68, <p>Match items in the List-I with List-II and select the correct answer using the codes given below the lists: List-I (Country) List-II (Name of Parliament) A. Netherlands?</p><p> 1. Diet B. Ukraine.</p><p> 2. States General C. Poland.</p><p> 3. Supreme Council D. Japan.</p><p> 4. Sejm A B C D.</p><p>Select the correct answer using the code given below.</p><p> </p>,"(a)  4, 1, 2 and 3 only","(b)  2, 3, 4 and 1 only","(c)  4, 3 ,2 and  1 only","(d)  2, 1, 4 and 3",International Affairs and Institutions,b,Difficult,tFactual,<ul><li>Parliament of Netherlands is States General Parliament of Ukraine is Supreme Council Parliament of Poland is Sejm Parliament of Japan is Diet</li></ul>
69," <p>For which one of the following countries, is Spanish not an official language? </p>",(a)  Chile.,(b)  Columbia.,(c)  Republic of Congo,(d)  Cuba.,India and World,c,Difficult,tFactual,"<ul><li>French, Kiswahili, Lingala are the official languages in the Republic of Congo.</li></ul>"
70, <p>Consider the following statements: </p><p>1. The axis of earth’s magnetic field is inclined at 23½0 to the geographic axis of the earth.</p><p> 2. The earth’s magnetic pole in the northern hemisphere is located on a peninsula in northern Canada.</p><p> 3. Earth’s magnetic equator passes through Thumba in South India.</p><p>  Select the correct answer using the code given below.</p>,"(a)  1, 2 and 3 only",(b)  2 and 3 only,(c)  2 only,(d)  3 only,Geography,b,Difficult,tConceptual,"<ul><li>An imaginary line joining the magnetic poles would be inclined by approximately 11.30 from the planet’s axis of rotation. The axis of the earth is inclined to the plane of the ecliptic (the plane in which the earth orbits round the sun) at an angle of 66½0, giving rise to different seasons and varying lengths of day and night. Earth rotates on its own axis, tilted at an angle of 23.40 every 23 hr. 56’ giving rise to Day and Night.</li></ul>"
71, <p>Which one of the following pairs is not correctly matched?</p><p> </p>,(a)  Bahamas : Nassau.,(b)  Costa Rica : San Jose.,(c)  Nicaragua : Belmopan.,(d)  Domicinan Republic : Santo Domingo.,Geography,c,Medium,Factual,"<ul><li>Bahamas : Nassau, Costa Rica : San Jose Nicaragua : Managua, Belize : Belmopan Dominican Republic : Santo Domingo</li></ul>"
72, <p>Which one of the following cities is the seat of Parliament of South Africa?</p><p> </p>,(a)  Pretoria.,(b)  Durban.,(c)  Johannesburg.,(d)  Cape Town.,India and World,d,Difficult,tFactual,<ul><li>Legislative Capital (Seat of Parliament) – Cape town Administrative Capital – Pretoria Judiciary Capital - Johannesburg</li></ul>
73, <p>Which one of the following pairs is not correctly matched? Current Name Old Name?</p><p> </p>,(a)  Harare Salisbury.,(b)  Ethiopia Abyssinia.,(c)  Ghana Dutch Guiana.,(d)  Kinshasa Leopoldville.,Geography,c,Difficult,tFactual,<ul><li>Harare – Salisbury Suriname – Dutch Guiana Ethiopia – Abyssinia Ghana – Gold Coast Kinshasa – Leopoldville</li></ul>
74, <p>Who among the following was the Chairman of the Union Constitution Committee of the Constituent Assembly?</p><p> </p>,(a)  B.R. Ambedkar.,(b)  J.B. Kripalani.,(c)  Jawaharlal Nehru.,(d)  Alladi Krishnaswami Ayyar.,History of Modern India,c,Medium,Factual,"<ul><li>Union Constitution Committee was a Committee on Substantive affairs, headed by Jawaharlal Nehru.</li></ul>"
75," <p>Consider the following statements:</p><p> 1. During the year 2004, India’s foreign exchange reserves did not excel the 125 billion U.S. Dollar mark. </p><p>2. The series of index numbers of wholesale prices introduced from April, 200 has the year 1993-94 as base year. </p><p>Select the correct answer using the code given below.</p><p> </p>",(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Economics,b,Difficult,tConceptual,<ul><li>India’s Foreign Exchange Reserves crossed the 125 billion US Dollar mark to reach 130 billion US Dollar during the year 2004.</li></ul>
76," <p>Consider the following statements:</p><ol><li>Sensex is based on 50 of the most important stocks available on the Bombay Stock Exchange (BSE).</li><li>For calculating the Sensex, all the Sensex stocks area assigned proportional weightage.</li><li>New York Stock Exchange is the oldest stock exchange in the world.</li></ol><p>Which of the statements given above is/are incorrect?<br/></p><p></p><br/>",(a)  2 only,(b)  1 and 3 only,(c)  2 and 3 only,(d)  None of the above,Economics,b,Difficult,tConceptual,"<ul><li>Sensex is based on 30 most important stocks available on the BSE. Sensex is calculated by assigning proportional weightage to all the stocks using ""Market Capitalisation-Weightaged"" methodology. The 'Amsterdam Stock Exchange' (ASE) began in 17th century, is the oldest continuing stock market. The New York Stock Exchange started in 1792.</li></ul>"
77, <p>Which one of the following companies has started a rural marketing network called ‘e-chaupals’?</p><p> </p>,(a)  ITC.,(b)  Dabur.,(c)  Proctor and Gamble.,(d)  Hindustan Lever.,Current Affairs,a,Easy,Current Affairs(CA),<ul><li>ITC has started this rural marketing network.</li></ul>
78," <p>Consider the following statements:</p><ol><li>Poverty Reduction and Growth Facility (PRGF) has been established by the International Development Association (IDA) to provide further assistance to low-income countries facing high level of indebtedness.</li><li>Singapore Regional Training Institute (STI) is one of the institutes that provides training in macroeconomic analysis and policy, and related subjects as a part of programme of the IMF Institute.</li></ol><p>Select the correct answer using the code given below.</p><p> </p>",(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Economics,b,Difficult,tCurrent Affairs(CA),<ul><li>The Poverty Reduction and Growth Facility (PRGF) has been established by the IMF to provide further assistance to low income countries facing high level indebtedness.</li></ul>
79, <p>Which of the following pairs are correctly matched? Enterprise Industrial Group?</p><p> 1. VSNL 1. Bharati Group.</p><p> 2. Mundra Special Economic Zone Ltd. 2. Adani Group.</p><p> 3. CMC Ltd. 3. Tata Group.</p><p> 4. IPCL 4. Reliance Group.</p><p><strong> </strong>Select the correct answer using the code given below.</p><p> </p>,"(a)  1, 2 and 3 only",(b)  3 and 4 only,"(c)  1, 2 and 4 only","(d)  2, 3 and 4",Current Affairs,d,Medium,Factual,<ul><li>VSNL (Videsh Sanchar Nigam Limited) is under TATA group of Industries.</li></ul>
80, <p>Consider the following statements: </p><p>]1. Global Trust Bank has been amalgamated with the Punjab National Bank. </p><p>2. The second report of the Kelkar Committee dealing with direct and indirect taxes has maintained its original recommendations including the abolition of exemptions relating to housing loans. </p><p>Select the correct answer using the code given below.</p><p> </p>,(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Current Affairs,b,Medium,Current Affairs(CA),<ul><li>Global Trust Bank has been amalgamated with the Oriental Bank of Commerce (OBC).</li></ul>
81, <p>Consider the following statements: </p><p>1. The number of post offices in India is in excess of 1.5 lakhs.</p><p> 2. Bharat Sanchar Nigam Limited (BSNL) was formed in the year 1997. </p><p>3. Telecom Regulatory Authority of India (TRAI) was established in the year 2000.</p><p>Select the correct answer using the code given below.</p>,"(a)  1, 2 and 3 onyl",(b)  1 and 2 only,(c)  1 only,(d)  3 only,Economics,c,Difficult,tFactual,"<ul><li>Indian has world’s largest postal network with 1,55,837 post offices. A post office serves as area of 21.09 sq. km. and population of 6,602 approximately. In early 1997, the TRAI was established under the Telecom Regulatory of India Act, 1997 to regulate telecommunications services and for matters connected there with. BSNL came into existence on 1st October, 2000 with physical jurisdiction spread all over the country except Delhi and Mumbai. Its Cellular services are Excel (brand named) and Cell one.</li></ul>"
82," <p>Consider the following statements: </p><p>1. A geostationary satellite is at an approximate height of 10,000 km. </p><p>2. FM transmission of music is of very good quality because the atmospheric or man-made noises which are generally frequent variations can do little harm. </p><p>Select the correct answer using the code given below.</p><p> </p>",(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Science and Technology,b,Difficult,tConceptual,"<ul><li>A geo-stationary satellite is at an approximate height of 36,000 km from the surface of the earth. Frequency Modulated (FM) transmission has little or no harm from noise compared to Amplitude Modulated (AM) transmission. Various electrical disturbances, such as those caused by thunderstorms and automobile ignition systems create amplitude modulated radio signals that are received as noise by AM receivers.</li></ul>"
83, <p>What is the order of magnitude of electric resistance of the human body (dry)?</p><p> </p>,(a)  102 ohm.,(b)  104 ohm.,(c)  106 ohm.,(d)  108 ohm.,Science and Technology,c,Difficult,tFactual,"<ul><li>Human body is a good conductor because it contains 70% of water. Magnitude of electric resistance of the human body (dry) is about one mega-ohm (106 ohm), when we measure only resistance by electronic multimeter.</li></ul>"
84, <p>Who among the following invented Lasers? </p>,(a)  Theodore Maiman.,(b)  Denis Papin.,(c)  William Moton.,(d)  Francis Crick.,Science and Technology,a,Difficult,tFactual,"<ul><li>Theodore Maiman, an American Physicist was the first to successfully produce a pulse of coherent light from a laser. He accomplished this in May 1960, using ruby as the laser medium.</li></ul>"
85, <p>Consider the following statements: </p><p>1. Anhydrous sodium carbonate is commonly known as baking soda. </p><p>2. Baking soda is used in fire extinguishers. </p><p>3. Bleaching powder is manufactured in Hasenclever plant. </p><p>Select the correct answer using the code given below.</p><p> </p>,"(a)  1, 2 and 3 only",(b)  2 and 3 only,(c)  3 only,(d)  1 and 2 only,Science and Technology,b,Difficult,tFactual,<ul><li>Sodium hydrogen carbonate (NaHCO3) is called baking soda. It is used in fire extinguishers. ‘Soda acid Fire-extinguishers’ contains as solution of baking soda and H2SO4 which release CO2 to help put out the fire. Hesenclever plant in Germany produces Bleaching powder.</li></ul>
86," <p>
	Assertion (A): The main constituent of the Liquefied Petroleum Gas is methane.</p>
<p>
	Reason (R): Methane can be used directly for burning in homes and factories where it can be supplied through pipelines.</p>
<p>
</p>",(a)  Both A and R are individually true and R is the correct explanation of A,(b)  Both A and R are individually true but R is not the correct explanation of A,(c)  A is true but R is false,(d)  A is false but R is true,Science and Technology,d,Medium,Conceptual,"<ul>
<li>
		The main constituents of LPG are butane and propane. Methane cab be used directly for burning in homes (biogas) and factories where it can be supplied through pipelines (CNG).</li>
</ul>
"
87, <p>Which one of the following is the correct sequence of the given substances in the decreasing order of their densities?</p><p> </p>,(a)  Steel > Mercury > Gold.,(b)  Gold > Mercury > Stee.,(c)  Steel > Gold > Mercury.,(d)  Gold > Steel > Mercury.,Basic Sciences,b,Difficult,tConceptual,<ul><li>The correct sequence in the decreasing order of densities: Gold &gt; Mercury &gt; Steel</li></ul>
88," <p>
	Assertion (A): All the proteins in our food are digested in small intestine only.</p>
<p>
	Reason (R): The protein-digesting enzymes from pancreas are release into small intestine.</p>
<p>
</p>",(a)  Both A and R are individually true and R is the correct explanation of A,(b)  Both A and R are individually true but R is not the correct explanation of A,(c)  A is true but R is false,(d)  A is false but R is true,Basic Sciences,d,Difficult,tConceptual,"<ul>
<li>
		Protein digestion begins in the stomach. In acidic medium of gastric juice, the protein digesting enzyme, ‘pepsin’ breaks down proteins into peptones. In small intestine ‘trypsin’ acts on peptones to form peptides and amino acids.</li>
</ul>
"
89," <p>
	Assertion (A): Amoeba reproduced by fission.</p>
<p>
	Reason (R): All unicellular organisms reproduce by asexual methods.</p>
<p>
</p>",(a)  Both A and R are individually true and R is the correct explanation of A,(b)  Both A and R are individually true but R is not the correct explanation of A,(c)  A is true but R is false,(d)  A is false but R is true,Basic Sciences,a,Difficult,tConceptual,"<ul>
<li>
		Asexual reproduction is common in majority of living organisms including most plants, protists (bacteria, protozoans and unicellular algae and fungi) and many lower invertebrates. Amoeba an unicellular protozoan reproduces by binary fission, a simple method of asexual reproduction producing two smaller daughter cells.</li>
</ul>
"
90," <p>
	Assertion (A): The person with diabetes insipidus feels thirsty.</p>
<p>
	Reason (R): A person with diabetes insipidus suffers from excess secretion of vasopressin.</p>
<p>
</p>",(a)  Both A and R are individually true and R is the correct explanation of A,(b)  Both A and R are individually true but R is not the correct explanation of A,(c)  A is true but R is false,(d)  A is false but R is true,Basic Sciences,a,Difficult,tConceptual,"<ul>
<li>
		Diabetes Insipidus symptoms are increased thirst, increased drinking and increased urination. Diabetes insipidus is characterized by hypotonic polyuria, secondary to vasopressin (AVP) deficiency, thirst, secondary to delevation in plasma osmolality.</li>
</ul>
"
91," <p>Consider the following statements: </p><p>1. During the process of osmosis, the solvent travels from the concentrated solution to the dilute solution. </p><p>2. In the reverse osmosis, external pressure is applied to the dilute solution. </p><p>Select the correct answer using the code given below.</p><p> </p>",(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Basic Sciences,d,Difficult,tConceptual,<ul><li>Osmosis is movement of solvent molecules from a less concentrated solution (dilute solution) to high concentrated solution through a semi permeable membrane. For reverse osmosis an external pressure to the solution on the more concentrated side of the membrane has to be created. This technique is used in desalination of plants.</li></ul>
92, <p>Which of the following disease of mulching animals are infectious? </p><p>1. Foot and Mouth disease.</p><p> 2. Anthrax.</p><p> 3. Black Quarter.</p><p> 4. Cowpox.</p><p>Select the correct answer using the code given below.</p>,"(a)  1, 2 and 3 only","(b)  2, 3 and 4 only",(c)  1 and 4 only,"(d)  1, 2, 3 and 4",Basic Sciences,c,Difficult,tFactual,"<ul><li>Foot and Mouth disease and Cowpox are viral disease. Anthrax bacillus and clostridium chauvoei are the bacteria causing Anthrax (splenic fever) and Black quarter (black leg) incattle and sheep, respectively.</li></ul>"
93, <p>Consider the following statements: </p><p>1. Dengue is a protozoan disease transmitted by mosquitoes. </p><p>2. Retro-orbital pain is not a symptom of Dengue. </p><p>3. Skin rash and bleeding from nose and gums are some of the symptoms of the Dengue. </p><p>Select the correct answer using the code given below.</p><p> </p>,(a)  1 and 2 only,(b)  3 only,(c)  2 only,(d)  1 and 3 only,Basic Sciences,b,Difficult,tConceptual,"<ul><li>Dengue is a viral disease (arbo virus) transmitted through Aedes agyptil (mosquito). Fever, head ache, pain in joints, back muscles and eye balls (Retro orbital pain), skin rash for a few days, bleeding from nose and gums, prolonged convalescence are some of the symptoms of the Dengue fever.</li></ul>"
94, <p>Pneumoconiosis afflicts the workers who work mainly in?</p><p> </p>,(a)  Tanneries.,(b)  Coal mining industry.,(c)  Distilleries.,(d)  Glass industry.,Basic Sciences,b,Difficult,tFactual,"<ul><li>Inhalation of coal dust for prolonged periods can damage lung tissue of Miners and often develops spots, lumps of fibrous in their lungs, this condition in known as pneumoconiosis or black lung disease. Further it develops into other fatal illnesses like heart disease, emphysema and cancer. Coal dust filtering units should be provided in the mines to protect miners from inhaling dust.</li></ul>"
95, <p>Which one of the following pairs is not correctly matched?</p><p> </p>,(a)  Arjun : Indigenously produced Main Battle Tank (MBT).,(b)  Phalcon : Cruise missile supplied by Russia to India.,(c)  Saras : Indigenously developed civilian passenger aircraft.,(d)  Operation Seabird : New Indian Naval Base at Karwar.,Science and Technology,b,Medium,Factual,<ul><li>Phalcon is an Airborne Warning and Control System (AWACS). It is an aircraft fitted with sophisticated radar and can be said to be a radar on the move. It can provide advance warning about enemy’s intrusion into country’s air space. It can also track and attack enemy’s targets in air. India has an agreement with Israel for supply of its AWACS called PHALCON.</li></ul>
96," <p>Directions (For the next FOUR Items): Based on the information given below, answer the four items which follow it: Gopal, Harsh, Inder, Jai and Krishnan have Ahmedabad, Bhopal, Cuttack, Delhi and Ernakulam as their hometowns (Not necessarily in that order). They are studying in Engineering, Medical Commerce, Economics and history Colleges (Not necessarily in that order). None of the five boys is studying in his hometown, but each of them studies in one of the cities given above. Further, it is given that:</p><p>(i) Gopal’s hometown is Ernakulam.</p><p>(ii) Harsh is not studying in Ahmedabad or Bhopal.</p><p>(iii) Economic College is in Bhopal.</p><p>(iv) Inder’s hometown is Cuttack.</p><p>(v) Krishnan is studying in Delhi.</p><p>(vi) Jai is studying in Ernakulam and the History College is in his hometown Ahmedabad. </p><p>Based on the information given above answer the next FOUR items.</p><p>Which is the Krishnan""s home town?</p>",(a)  Ahmedabad,(b)  Cuttack,(c)  Bhopal,(d)  Cannot be determined,,d,,,
97, <p><br/></p><p>Which College is situated in Inder hometown?</p><p></p><br/>,(a)  Commerce.,(b)  Medical.,(c)  Economics.,(d)  Commerce or Medical.,,d,,,
98, <p><br/></p><p>Who studies in Bhopal?</p><p></p><br/>,(a)  Goyal.,(b)  Harsh.,(c)  Gopal or Inder.,(d)  Inder or Harsh.,,c,,,
99," <p>If Indere studies in Ahmedabad, then which one of the following is the correct combination of Persons-Hometown-Place of Study?</p>",(a)  Gopal-Eranakulam-Delhi,(b)  Jai-Ahmedabad-Ernakulam,(c)  Krishnan-Delhi-Ernakulam,(d)  Harsh-Bhopal-Delhi,,b,,,
100," <p>Left pan of a faulty balance weighs 100 gram more than its right pan. A shopkeeper keeps the weight measure in the left pan whilebuying goods but keeps it the right pan while selling his goods. He uses only 1 kg weight measure. If he sells his goods at the listed cost price, what is his gain?</p><p> </p>",(a)  200/11%.,(b)  100/11%.,(c)  100/9%.,(d)  200/9%.,,a,,,
101," <p>On a railway route between two places A and B, there are 10 stations on the way. If 4 new stations are to be added, how many types of new tickets will be required if each ticket is issued for a one-way journey? </p>",(a)  14.,(b)  48.,(c)  96.,(d)  108.,,d,,,
102," <p>Aryan runs at a speed of 40 metre/minute. Rahul follows him after an interval of 5 minutes and runs at a speed of 50 metre/minute. Rahul’s dog runs at a speed of 60 metre/minute and start along with Rahul. The dog reaches Aryan and then comes back to Rahul, and continues to do so till Rahul reaches Aryan. What is the total distance covered by the dog? </p>",(a)  600 metres.,(b)  750 metres.,(c)  980 metres.,(d)  1200 metres.,,d,,,
103," <p>A big rectangular plot of area 4320 m2 is divided into 3 square-shaped smaller plots by fencing parallel to the smaller side of the plot. However some area of land was still left as a square could not be formed. So, 3 more square-shaped plots were formed by fencing parallel to the longer side of the original plot such that no area of the plot was left surplus. What are the dimensions of the original plot?</p>",(a)  160 m x 27 m,(b)  240 m x 18 m,(c)  120 m x 36 m,(d)  135 m x 32 m,,c,,,
104, <p>2 men and 1 woman board a bus in which 5 seats are vacant. One of these five seats is reserved for ladies. A woman may or may not sit on the seat reserved for ladies but a man cannot sit on the seat reserved for ladies. In how many different ways can the five seats be occupied by these three passengers?</p>,(a)  15.,(b)  36.,(c)  48.,(d)  60.,,b,,,
105, <p>A square is divided into 9 identical smaller squares. Six identical balls are to be placed in these smaller squares such that each of the three rows gets at least one ball (one ball in one square only). In how many different ways can this be done?</p><p> </p>,(a)  27.,(b)  36.,(c)  54.,(d)  81.,,d,,,
106," <p>There are 6 persons – A, B, C, D, E and F. they are to be seated in a row such that B never sits anywhere ahead of A, and C never sits anywhere head of B. In how many different ways can this be done?</p><p> </p>",(a)  60.,(b)  72.,(c)  120.,(d)  None of the above.,,d,,,
107," <p>300 persons are participating in a meeting, out o which 120 are foreigners, and the east are Indians. Out of the Indians, there are 110 men who are not judges; 160 are men judges, and 35 are women judges. There are no foreign judges. How many Indian women attended the meeting?</p><p> </p>",(a)  35.,(b)  45.,(c)  55.,(d)  60.,,c,,,
108," <p>There are 6 persons : A, B, C, D, E and F. A has 3 items more than C D has 4 items less than B E has 6 items less than F C has 2 items less than E F has 3 items more than D Which one of the following figures cannot be equal to the total number of items possessed by all the 6 persons?</p><p> </p>",(a)  41.,(b)  47.,(c)  53.,(d)  58.,,c,,,
109, <p>Ten identical particles are moving randomly inside a closed box. What is the probability that ay any given point of time all the ten particles will be lying in the same half of the box?</p>,(a)  1/2.,(b)  1/5.,(c)  2/9.,(d)  2/11.,,d,,,
110, <p>An equilateral triangular plate is to be cut into a number of identical small equilateral triangular plates. Which one of the following can be possible value of N?</p><p> </p>,(a)  196.,(b)  216.,(c)  256.,(d)  296.,,c,,,
111," <p>There are 10 identical coins and each one of them has ‘H’ engraved on its one face and ‘T’ engraved on its other face. These 10 coins are lying on a table and each one of them has ‘H’ face as the upper face. In one attempt, exactly four (neither more nor less) coins can be turned upside down. What is the minimum total number of attempts in which the ‘T’ faces of all the 10 coins can be brought to be the upper faces?</p><p> </p>",(a)  4.,(b)  7.,(c)  8.,(d)  Not possible.,,a,,,
112, <p>Who among the following is not a recipient of the Bharat Ratna Award?</p><p> </p>,(a)  Ustad Bismillah Khan.,(b)  Satyajit Ray.,(c)  Lata Mangeshkar.,(d)  Raj Kapoor.,Indian Art and Culture,d,,,<ul><li>Bharat Ratna Award Recipient Year Ustad Mismillah Khan 2001 Satyajit Ray 1992 Lata Mangeshkar 2001</li></ul>
113, <p>Who among the following is the President of the FICCI?</p><p> </p>,(a)  Sunil Mittal,(b)  Brijmohan Lal Munjal,(c)  Onkar S. Kunwar,(d)  Vivek Burman,Current Affairs,c,,,
114," <p>Which one of the following is the landmark performance of Dr. V. Mohan Reddy, an Indian born doctor working in U.S.A., during February, 2005?</p><p> </p>",(a)  Research on human stem cell which is likely to revolutionize treatment of deadly diseases like cancer.,(b)  Successful open heart procedure called arterial switch performed on an infant.,(c)  Research on genetic engineering which can help in treatment of deadly disease like AIDS.,(d)  Successful brain surgery to revive the function of nearly dead brain of a premature born infant.,Current Affairs,b,Difficult,tCurrent Affairs(CA),Successful open heart procedures called arterial switch performed on an infant.
