Q. No,Question_HTML,Option_A,Option_B,Option_C,Option_D,Subject,Correct Option,Difficulty Level,Nature,Explanation_HTML
52, <p>Service tax of the Pre-GST era related to _</p>,(a) Direct tax levied by the Central Government.,(b) Indirect tax levied by the Central Government,(c) Direct tax levied by the State Government,(d) Indirect tax levied by the State Government,Economics,b,Easy,Fundamental(F),"<ul>
<li>Service tax is an indirect tax levied by the Central Government. Direct Taxes: Personal Income Tax, Corporate Income Tax (30%), Securities Transaction Tax, Minimum Alternate Tax (10% o Book profits), Banking Cash Transaction Tax, Gift Tax, Expenditure Tax, Frinz benefit Tax, Wealth Tax. Indirect Taxes: Customs duty (12.5%), Excise duty, Service Tax (12%).</li>
</ul>"
53, <p>Which one of the following pairs is not correctly matched?</p><p> Well-known Place        Country</p>,(a)  Baikanour        :        Russia,(b)  Kourou             :        French Guiana,(c)  Borobudur       :        Indonesia,(d)  Cannes             :        France,Geography,a,Difficult,tFundamental(F),<ul><li>Baikonour (Leninsk) – Kazakhstan Kourou – French Guiana Borobudur – Indonesia Cannes – France.</li></ul>
54," <p>Match List-I (Place of Archaeological Monument) with List-II (State) and select the correct answer using the code given below the lists:</p><table border=""0"" cellpadding=""0"" cellspacing=""0"" class=""mceItemTable"" data-mce-style=""height: 70px;"" style=""height: 70px;"" width=""209""><tbody><tr><td valign=""top"" width=""133""><p><strong>List I</strong></p></td><td valign=""top"" width=""24""><p><strong> </strong></p></td><td valign=""top"" width=""150""><p><strong>List II</strong></p></td></tr><tr><td valign=""top"" width=""133""><p>A. Sisupalgarh</p></td><td valign=""top"" width=""24""><p>:</p></td><td valign=""top"" width=""150""><p>1. Assam</p></td></tr><tr><td valign=""top"" width=""133""><p>B. Piprahwa</p></td><td valign=""top"" width=""24""><p>:</p></td><td valign=""top"" width=""150""><p>2. Manipur</p></td></tr><tr><td valign=""top"" width=""133""><p>C. Goalpara</p></td><td valign=""top"" width=""24""><p>:</p></td><td valign=""top"" width=""150""><p>3. Orissa</p></td></tr><tr><td valign=""top"" width=""133""><p>D. Bishnupur</p></td><td valign=""top"" width=""24""><p>:</p></td><td valign=""top"" width=""150""><p>4. Uttar Pradesh</p></td></tr></tbody></table>","(a)  A-2, B-4, C-1 and D-3","(b)  A-2, B-1, C-4 and D-3","(c)  A-3, B-4, C-1 and D-2","(d)  A-3, B-1, C-4 and D-2",Indian Art and Culture,c,Difficult,tFundamental(F),<ul><li>Sisupalgarh - Orissa Piprahwa - Uttar Pradesh Goalpara - Assam Bishnupur - Manipur</li></ul>
55, <p>Who among the following is a Hindustani classical singer?</p>,(a)  Geeta Chandran,(b)  Leela Samson,(c)  Gangubai Hangal,(d)  Swapnasundari,Indian Art and Culture,c,Easy,Fundamental(F),<ul><li>Geeta Chandran and Leela Samon and are the exponents of Bharatanatyam dance while Swapna Sundari is an exponent of Kuchipudi.</li></ul>
56, <p>Which one of the following is not correctly matched?</p><p> Prominent Indian Writer Language?</p>,(a)  Raja Rao : Telugu,(b)  Gobind Trimbuk Deshpande : Marathi,(c)  Subramaniyam Bharati : Tamil,(d)  Tara Shankar Joshi : Gujarati,Indian Art and Culture,a,Medium,Fundamental(F),"<ul><li>Raja Rao is a prominent Indian Water in English language. His literary works are Kanthapura, The Serpent and the Rope, The Cat and the Shakespeare, Comrade Kirillov.</li></ul>"
57, <p>Assertion (A): Muhammad bin Tughlaq issued a new gold coin which was called Dinar by Ibn Batutah.</p><p>Reason (R): Muhammad bin Tughlaq wanted to issue token currency in gold coins to promote trade with West Asian and North African countries.</p>,(a)  Both A and R are individually true and R is the correct explanation of A,(b)  Both A and R are individually true but R is not the correct explanation of A,(c)  A is true but R is false,(d)  A is false but R is true,Ancient and Medieval History,c,Difficult,tApplied(A),"<ul><li>Mohammad bin Tughlaq introduced token currency (1330), a bronze coin having the same value as a silver tanka. But it proved unsuccessful and he had to withdrew it.</li></ul>"
58, <p>Which one of the following is the correct chronological order of the Afghan rulers to the throne of Delhi?</p><p> </p>,(a)  Sikandar Shah – Ibrahim Lodi – Bahlol Khan Lodi.,(b)  Sikandar Shah – Bahlol Khan Lodi – Ibrahim Lodi.,(c)  Bahlol Khan Lodi – Sikandar Shah – Ibrahim Lodi.,(d)  Bahlol Khan Lodi – Ibrahim Lodi – Sikandar Shah.,Ancient and Medieval History,c,Medium,Fundamental(F),<ul><li>Balhol Khan Lodi – 1451-1489 A.D. Sikandar Shah (Lodi) – 1489-1517 A.D. Ibrahim Lodi – 1517-1526 A.D.</li></ul>
59, <p>Bhakta Tukaram was a contemporary of which Mughal Emperor?</p>,(a)  Babar,(b)  Akbar,(c)  Jahangir,(d)  Aurangzeb,Ancient and Medieval History,c,Medium,Fundamental(F),<ul><li>Bhakta Tukaram (1590-1660) was a contemporary of Jahangir (1605-1627). He is responsible for creating a background for Maratha nationalism. He was a great devotee of Vithoba at Pandharpur. Shivaji drawn inspiration from his works.</li></ul>
60," <p>In India history, who was Abdul Hamid Lahori?</p>",(a)  An important military commander during Akbar’s reign,(b)  An official historian of the reign of Shah Jahan,(c)  An important noble and confidant of Aurangzeb,(d)  A chronicler and poet during the reign of Muhammad Shah,Ancient and Medieval History,b,Medium,Fundamental(F),<ul><li>Abdul Hamid Lahori was an official historian during the reign of Shahjahan. He wrote ‘Padshanama’ a book describing the events of ‘Shahjahan’s rule.</li></ul>
61, <p>Who was the Governor-General of India during the Sepoy Mutiny?</p>,(a)  Lord Canning,(b)  Lord Dalhousie,(c)  Lord Hardinge,(d)  Lord Lytton,History of Modern India,a,Medium,Fundamental(F),<ul><li>Lord Canning was the Governor-General of India during the Sepoy Mutiny. He was the last and first Governor General and Viceroy of British India respectively.</li></ul>
62, <p>Consider the following statements about Madam Bhikaji Cama:</p><p>1. Madam Cama unfurled the National Flag at the International Socialist Conference in Paris in the year 1907.</p><p>2. Madam Cama served as private secretary to Dadabhai Naoroji.</p><p>3. Madam Cama was born to Parsi parents.</p><p>  Which of the statements given above is/are correct?</p>,"(a)  1, 2 and 3 only","(b)  2 and 3, only","(c)  1 and 2, only",(d)  3 only,History of Modern India,b,Difficult,tFundamental(F),<ul><li>Madam Cama held aloft the flag of Indian Freedom by taking part in International Conference at Stuttegaurd in Germany on 18 August 1907.</li></ul>
63," <p>Consider the following statements:</p><ol><li>The Charter Act 1853 abolished East India Company""s monopoly of Indian trade.</li><li>Under the Government of India Act, 1858, the British Parliament abolished the East India Company altogether and undertook the responsibility of ruling India directly.</li></ol><p>Which of the statements given above is/are correct?</p>",(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,History of Modern India,b,Medium,Fundamental(F),<ul><li>The Charter Act of 1813 abolished East India Company's monopoly of Indian trade except for trade in tea and trade with China. Charter Act 1833 abolished company's monopoly of trade in tea and trade with China.</li></ul>
64, <p>Which one of the following revolts was made famous by Bankim Chandra Chatterjee in his noval Anand Math?</p>,(a)  Bhil uprising,(b)  Rangpur and Dinapur uprising,(c)  Bishnupur and Birbhum rebellion,(d)  Sanyasi rebellion,History of Modern India,d,Medium,Fundamental(F),<ul><li>Sanyasi Rebellion (1770): restrictions imposed on visits to holy places estranged the Sanyasis. The Sanyasis retaliated by organizing raids on the company’s factories and state treasuries under the leadership of ‘Kena Sarkar’ and ‘Dirji Narayan’ in Bengal and Bihar.</li></ul>
65," <p>In the year 1613, where was the English East India Company given permission to set up a factor (trading post)?</p>",(a)  Bangalore,(b)  Madras,(c)  Masulipattam,(d)  Surat,History of Modern India,d,Medium,Fundamental(F),"<ul><li>The Company was granted permission to open Factory at Surat in 1608. In 1615, Sir Thomas Roe received royal farman from Jahangir to establish factories at Agra, Ahmedabad, Baroda and Broach (on West Coast): Masulipatnam and Armagaon near Pulicat (South-East Coast).</li></ul>"
66," <p>With reference to the revolt of the year 1857, who of the following was betrayed by a friend; captured and put to death by the British?</p>",(a)  Nana Sahib,(b)  Kunwar Singh,(c)  Khan Bahadur Khan,(d)  Tantia Tope,History of Modern India,d,Medium,Fundamental(F),<ul><li>Tantia Tope was betrayed by his friend Man Singh. He was captured and put to death by the British in April 1859.</li></ul>
67, <p>Under whose presidency was the Lahore Session of the Indian National Congress held in the year 1929 wherein a resolution was adopted to gain complete independence from the British?</p>,(a)  Bal Gangadhar Tilak,(b)  Gopal Krishna Gokhale,(c)  Jawaharlal Nehru,(d)  Motilal Nehru,History of Modern India,c,Easy,Fundamental(F),"<ul><li>Jawaharlal Nehru was the President of the Lahore Session of INC in the year 1929, where a resolution to gain complete independence (purna swaraj) from the British was adopted.</li></ul>"
68, <p>The initial design and construction of which massive temple book place during the reign of Suryavarman II?</p>,(a)  Sri Mariamman Temple,(b)  Angkor Vat,(c)  Batu Caves Temple,(d)  Kamakhya Temple,Indian Art and Culture,b,Difficult,tFundamental(F),"<ul><li>The initial design and construction of a massive temple “Angkor Vat” took place during the reign of Surya Varman II (1113-1150 A.D.) at Angkor, Cambodia.</li></ul>"
69, <p>Match List-I with List-II and select the correct answer using the code given below the lists: </p><p>List-I (Finding/Invention/Calculation) List-II (Ancient Indian Scholar)</p><p> A. Time Takes by the Earth to orbit the Sun? 1. Aryabhatta </p><p>B. Calculation of the value of  (‘pi’) 2. Bhaskaracharya </p><p>C. Invention of the digit zero 3. Budhayana </p><p>D. The game of snakes and ladders  4. Gyandev A B C D.</p><p>Select the correct answer using the code given below.</p>,"(a)  2 ,4, 1 and 3 only","(b)  1, 3, 2 and 4 only","(c)  2, 3, 1 and 4 only","(d)  1, 4, 2 and 3",Indian Art and Culture,c,Difficult,tFundamental(F),<ul><li>Time taken by the Earth to orbit the Sun – Bhaskaracharya Calculation of the value of  (pi) – Budhayana Invention of the digit zero – Aryabhatta The game of snake and ladders – Gyandev</li></ul>
70, <p>“Lectures from Colombo to Almora” is based on the experiences of which one of the following?</p>,(a)  Veer Savarkar,(b)  Annie Besant,(c)  Ramkrishna Paramhansa,(d)  Swami Vivekananda,History of Modern India,d,Difficult,tFundamental(F),"<ul><li>“Lectures from Colombo to Almora” is a collection of 29 speeches of ‘Swami Vivekananda’ right from his first public address given in Colombo on Jan 15th, 1897, after coming back from his triumphant visit to America.</li></ul>"
71, <p>Consider the following statements :</p><p>1. The Rajya Sabha alone has the power to declare that it would be in national interest for the Parliament to legislate with respect to a matter in the State List.</p><p>2. Resolution approving the Proclamation of Emergency are passed only by the Lok Sabha. </p><p>Which of the statements given above is/are correct ?</p><p> </p>,(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Polity and Governance,a,Medium,Applied(A),<ul><li>‘Kye Monastery’ is situated in the Lahaul and Spiti district of Himachal Pradesh.</li></ul>
72, <p>Which one of the following countries is not a member of the Commonwealth of Independent States (CIS)?</p>,(a)  Armenia,(b)  Belarus,(c)  Estonia,(d)  Georgia,International Affairs and Institutions,c,Difficult,tFundamental(F),"<ul><li>Commonwealth of Independent States (CIS), (1991), Minsk (Belarus). CIS is made up of 12 of the 15 former Soviet Constituent Republics. Members of the CIS in 1995 includes Armenia, Azerbaijan, Belarus, Georgia, Kazakhstan, Kyrgyzstan, Moldova, Russia, Tajikistan, Turkmenistan, Ukraine and Uzbekistan.</li></ul>"
73, <p>Which portfolio was held by Dr. Rajendra Prasad in the Interim Government formed in the year 1946?</p>,(a)  Defence,(b)  External Affairs and Commonwealth,(c)  Food and Agriculture,(d)  None.,Polity and Governance,c,Medium,Fundamental(F),<ul><li>Food and Agriculture – Dr. Rajendra Prasad Defence – V.K. Menon External Affairs – Pandit Nehru</li></ul>
74, <p>Which one of the following pairs is not correctly matched?</p>,(a)  States Reorganization Act : Andhra Pradesh,(b)  Treaty of Yandabu : Assam,(c)  State of Bilaspur : Himachal Pradesh,(d)  Year 1966 : Gujarat becomes a State,Polity and Governance,d,Medium,Fundamental(F),"<ul><li>Gujarat became a State in 1960 by the Bombay Re-organization Act 1960. So, it is wrongly matched in the given options.</li></ul>"
75," <p>What is IndoNext which was launched in January, 2005?</p>",(a)  A new scheme to promote Indian tourism,(b)  A new scheme to promote export of Indian handicrafts,(c)  An association of the Non-Resident Indians to organize Pravasi Bhartiya Divas every year in India,(d)  An alternative trading platform being promoted by the Bombay Stock Exchange and Regional Stock Exchanges,Current Affairs,d,Easy,Fundamental(F),"<ul><li>IndoNext which was launched in January 2005 is an alternative trading platform being promoted by the Bombay Stock Exchange and Regional Stock Exchanges. It is formed to benefit the small and medium enterprises (SME’s), the investors in these companies and capital markets at large. It envisages harnessing advantages of creating of a single national trading platform, with a large number of member participation, which would help achieve a fairly vibrant trading platform for SME’s.</li></ul>"
76," <p>Consider the following statements:</p><p>1. The agreement on South Asian Free Trade Area (SAFTA) came into effect from 1st December, 2005.</p><p>2. As per SAFTA agreement terms, India, Pakistan and Sri Lanka have to decrease their custom duties to level of 0 to 5 percent by the year 2013.</p><p>Which of the statements given above is/are correct ?</p><p> </p>",(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,International Affairs and Institutions,b,Easy,Fundamental(F),"<ul><li>The agreement in South-Asian Free Trade Area (SAFTA) came into effect from 1st January, 2005. As per SAFTA agreement terms, India, Pakistan and Sri Lanka have to decrease their custom duties to the level of 0 to 5 percent by the year 2013, whereas the less developed countries of SAFTA viz. Nepal, Bangladesh, Bhutan and Maldives should meet that level by 2018.</li></ul>"
77, <p>Consider the following statements:</p><p>1. Life Insurance Corporation of India is the oldest insurance company in India.</p><p>2. National Insurance Company Limited was nationalized in the year 1972 and made a subsidiary of General Insurance Corporation of India.</p><p>3. Headquarters of United India Insurance Company Limited are located at Chennai.</p><p>Which of the statements given above are correct?</p><p> </p>,"(a)  1, 2 and 3 only","(b)  1 and 2, only","(c)  2 and 3, only","(d)  1 and 3, only",Economics,c,Medium,Fundamental(F),"<ul><li>Oriental Life Insurance Company was established in 1818 at Calcutta by a British film. The Life Insurance Corporation was formed by an act passed by Parliament an September 1, 1956 with a capital Rs. 5 crore given by the Government of India.</li></ul>"
78, <p>Consider the following statements:</p><p>1. Petronet LNg Ltd. is setting up another LNG terminal at Mangalore.</p><p>2. The Head Office of the Dredging Corporation of India is at Vishakhapatnam.</p><p>3. The Narwapahar Mine is operated by the Uranium Corporation of India Limited.</p><p>  Which of the statements given above are correct ? </p>,"(a)  1, 2 and 3 only","(b)  1 and 2, only","(c)  2 and 3, only","(d)  1 and 3, only",Current Affairs,c,Medium,Fundamental(F),<ul><li>Petronet LNG Ltd. is setting up another LGN terminal at ‘Kochi’ in Kerala after setting up of its first LNG terminal at ‘Dahej in Gujarat’. The proposal to set up terminal at Mangalore was there but not executed till now.</li></ul>
79," <p>Projects and Development India Limited is mainly engaged in design engineering, procurement and supervision of construction/commissioning in which area?</p>",(a)  Pharmaceutical plants,(b)  Petroleum refineries and sugar factories,(c)  Ship-building yards,(d)  Fertilizer and allied chemical plants,Economics,d,Easy,Fundamental(F),"<ul><li>Projects and Development of India Limited previously called Fertilizer Planning and Development India Limited is mainly engaged on design engineering, procurement and supervision of construction/ commissioning of Fertilizer and allied chemical plants.</li></ul>"
80, <p>Consider the following statements:</p><p>1. Appellate Tribunal for Electricity has been established by each State Government in India.</p><p>2. One of the components of the Accelerated Power Development and Reforms Programme (APDRP) is upgradation of sub-transmission and distribution system for electricity in India. </p><p>Which of the statements given above is/are correct ?</p>,(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Polity and Governance,b,Medium,Applied(A),"<ul><li>Appellate Tribunal for Electricity’ constituted as per section 110 of the Electricity Act, 2003 having jurisdiction throughout India has been set up to hear appeals or original petitions against the orders of the Adjudicating officer or the ‘Central Regulatory Commission’ or ‘State Regulatory Commission’ or Joint Commission.</li></ul>"
81, <p>In which one among the following is the speed of sound maximum?</p>,(a)  Air at 0oC,(b)  Air at 100oC,(c)  Water,(d)  Wood,Science and Technology,d,Difficult,tApplied(A),<ul><li>Speed of sound is maximum in solids followed by liquids and gases. Speed of sound in different media: Medium Speed (m/s) Air (00 C) : 331 Air (1000 C) : 386 Water : 1460 Pine Wood : 3320 Glass : 5500</li></ul>
82, <p>Which one of the following is printed on a commonly used fluorescent tubelight?</p>,(a)  220 K,(b)  273 K,(c)  6500 K,(d)  9000 K,Science and Technology,c,Medium,Applied(A),<ul><li>6500 K. The fluorescent tube light’s color temperature (describe’s white light) is the temperature in Kelvin’s at which the heated black-body radiator matches the hue of the lamp.</li></ul>
83," <p>What does the term ‘Dolby B’, or ‘Dolby C’ printed on tape recorders and other sound systems refer to?</p>",(a)  Frequency modulated system,(b)  Amplitude modulated system,(c)  Noise reduction circuit,(d)  Both DC and AC power can be used,Science and Technology,c,Medium,Applied(A),"<ul><li>Term ‘Dolby B’ or ‘Dolby C’ refers to ‘Noise reduction circuit’, developed by ‘Dolby Laboratories’.</li></ul>"
84," <p>Consider the following chemicals:</p><p>1. Benzene</p><p>2. Carbon tetrachloride</p><p><br data-mce-bogus=""1""/></p><p>3. Sodium carbonate</p><p>4. Trichloroethylene</p><p>Which of the above is/are used as dry cleaning chemicals  ?</p><p></p><br/>",(a)  1 only,(b)  2 only,"(c)  1, 2 and 4, only","(d)  1, 2, 3 and 4",Science and Technology,c,Medium,Fundamental(F),"<ul><li>Benzene (C6H6), carbon tetrachloride (CCl4) and Trichloroethylene and standard solvent are dry cleaning agents. Hydrated sodium carbonate (Na2CO3.10H2O) is called Washing Soda.</li></ul>"
85," <p>
	Assertion (A): Cellulose is used in making shatter-proof glass.</p>
<p>
	Reason (R): Polysaccharides are not soluble in water.</p>
<p>
</p>",(a)  Both A and R are individually true and R is the correct explanation of A,(b)  Both A and R are individually true but R is not the correct explanation of A,(c)  A is true but R is false,(d)  A is false but R is true,Science and Technology,b,Difficult,tApplied(A),"<ul>
<li>
		Cellulose is used in shatter-proof glass. Polysacherides (starch, cellulose) are not soluble in water.</li>
</ul>
"
86, <p>Which are the materials generally employed as solder in soldering operation in elections.</p>,(a)  Iron and tin,(b)  Lead and tin,(c)  Aluminium and lead,(d)  Aluminium and iron,Science and Technology,b,Medium,Applied(A),<ul><li>Lead and Tin are generally employed as solder in soldering operation in electronics.</li></ul>
87," <p>Consider the following statements:</p><p>1. Caffeine, a constituent of tea and coffee is a diuretic.</p><p>2. Citric acid is used in soft drinks.</p><p>3. Ascorbic acid is essential for the formation of bones and teeth.</p><p>4. Citric acid is a good substitution for ascorbic acid in our nutrition.</p><p>Which of the statements given above are correct ?</p><p> </p>","(a)  1 and 2, only","(b)  1, 2 and 3, only","(c)  3 and 4, only","(d)  1, 2, 3 and 4",Science and Technology,b,Difficult,tApplied(A),"<ul><li>Caffeine, a constituent of tea and coffee is a diuretic. Caffeine increases diuretic action in the kidneys, increasing urinary volume and sodium extraction as a result of a decrease in the tubular re-absorption of sodium and water. Citric acid, a weak organic acid is a good preservative and is also used to add an acidic taste to foods and soft drinks.</li><li>There is no vitamin C in <br data-mce-bogus=""1""/></li></ul>"
88, <p>What is the name of vessel that delivers the nutrient rich blood from the stomach and small intestine to the liver?</p><p> </p>,(a)  Left hepatic artery.,(b)  Hepatic vein.,(c)  Right hepatic artery.,(d)  Hepatic portal vein.,Basic Sciences,d,Medium,Fundamental(F),"<ul><li>Nutrient rich blood from the stomach and small intestine containing minerals and vitamins like A, D, E and K is collected and stored in liver delivered from hepatic portal vein. The B vitamins are also stored in liver, including a two to four ye supply of Vitamin B12.</li></ul>"
89, <p>Consider the following statements with reference to human body:</p><p> 1. The common bile duct releases its contents into stomach. </p><p>2. The pancreatic duct releases its contents into duodenum. </p><p>Select the correct answer using the code given below.</p><p> </p>,(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Basic Sciences,b,Medium,Fundamental(F),"<ul><li>Liver secretes bile, which contains bile pigments and bile salts. The bile secreted by the liver cells is normally stored in the gall bladder. The common bile duct delivers contents directly to the duodenum when the gall bladder contracts, in response to a meal. Pancreas is a large gland which secretes digestive enzymes as well as the hormones, insulin and glucagon. The pancreatic duct runs the length of pancreas and empties into the second part of the duodenum at the ampulla of water.</li></ul>"
90, <p>Consider the following statements:</p><p>1. Meningococcal Meningitis is transmitted from person to person by mosquito bites.</p><p>2. Vomiting and neck pain are two of the symptoms of Meningococcal Meningitis.</p><p>Which of the statements given above is/are correct ?</p><p> </p>,(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Science and Technology,b,Easy,Applied(A),<ul><li>Meningococcal Meningitis is transmitted from person to person through air via droplets of respiratory secretions and direct contact with an infected person like oral contact with shared items such as cigarettes or glasses or through intimate contact such as kissing.</li></ul>
91, <p>Which one among the following is not a good source of nutritional calcium?</p>,(a)  Rice,(b)  Ragi,(c)  Skimmed milk,(d)  Egg,Science and Technology,a,Medium,Fundamental(F),"<ul><li>Rice is a poor source of calcium and therefore insufficiency of calcium is one of the main defects of diet largely based on rice. Food value of 100 grams of egg is 13.3% proteins, 13.3% fat, 173 kcal of energy, 50 mg calcium, 220 mg of sulphur and iron and vitamins. Ragi and Skimmed milk are good sources of nutrient calcium.</li></ul>"
92, <p>Consider the following statements:</p><p>1. FLISA test is employed as the first and most basic test for an individual to detect cancer.</p><p>2. Almost 50% of human beings have Rh+ blood while the remaining have Rh– blood.</p><p>Which of the statements given above is/are correct?</p><p> </p>,(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Science and Technology,d,Difficult,tApplied(A),"<ul><li>ELISA (Enzyme Linked Immunosorbent Assay) is an important test for diagnosing viral diseases like AIDS (caused by HIV). Majority of the human beings are Rh+ while very few are Rh–. Erythroblastosis Foetalis: The haemolytic anaemia of newborn infants; when mother is Rh– and father is Rs+, Rh+ infants may develop this condition.</li></ul>"
93, <p>In which one of the following areas did the Indira Gandhi Center for Atomic Research make significant progress in the year 2005?</p>,(a)  Reprocessing the uranium-plutonium mixed carbide fuel of the Fast Breeder Test Reactor.,(b)  New applications of radioisotopes in metallurgy,(c)  A new technology for production of heavy water,(d)  A new technology for high level nuclear waste management.,Current Affairs,a,Easy,Fundamental(F),"<ul><li>IGCAR at Kalpakkam, Tamil Nadu made significant progress in reprocessing the Uranium-Plutonium mixed carbide fuel of the Fast Breeder Test Reactor (FBTR).</li></ul>"
94," <p>Consider the following statements in respect of India’s advanced satellite INSAT – 4A:</p><p>1. INSAT – 4A was launched in December, 2005 from New Mexico.</p><p>2. The European commercial launch service provider Arianespace was associated with the launch of INSAT-4A.</p><p>3. Tata-Sky – A digital cable service provider is associated with DTC television broadcasting services from INSAT-4A.</p><p>Which of the statements given above are correct ?</p><p> </p>","(a)  1, 2 and 3 only","(b)  1 and 2, only","(c)  2 and 3, only","(d)  1 and 3, only",Current Affairs,c,Medium,Fundamental(F),"<ul><li>INSAT – 4A is the most advanced, heaviest, new generation communication satellite launched in December 2005 from Kourou, French Guyana by Ariane-5G spacecraft. The space vehicle carries ISRO’s 3080 kg INSAT-4A and its co-passenger, a meteorological satellite, MSG-2 of the European EUMETSAT. INSAT – A was placed in Geosynchronous Transfer orbit (GTO).</li></ul>"
95, <p>Which is the correct chronological sequence of the major events given below?</p><p>1. SLV-3 Launch</p><p>2. Formation of Bangladesh</p><p>3. Sikkim becomes 22nd State of the Indian Union</p><p>4. Pokharan-I test</p><p>Select the correct answer using the code given below.</p><p> </p>,"(a)  2 , 4 , 3 , 1","(b)  3 , 1 , 2 , 4","(c)  2 , 1 , 3 , 4","(d)  3 , 4 , 2 ,1",gs_unclassified,a,Difficult,tApplied(A),<ul><li>Correct chronological sequence of the events: Formation of Bangladesh : 1971 Pokharan-I test : 1974 Sikkim becomes 22nd State of the Indian Union : 1975 (36th amendment) SLV-3 Launch : 1980 (successful launch</li></ul>
96, <p>A watch showed a time of fourteen minutes past nine (9 hrs and 14 minutes). The positions of the hour-hand and the minute-hand of the watch are exactly interchanged. The new time shown by the watch is closest to which one of the following?</p>,(a)  Twelve minutes to three,(b)  Thirteen minutes to three,(c)  Fourteen minutes to three,(d)  Fifteen minutes to three,gs_unclassified,c,Medium,Applied(A),
97," <p>In a tournament each of the participants was to play one match against each of the other participants. 3 players fell ill after each of them had played three matches and had to leave the tournament. What was the total number of participants at the beginning, if the total number of matches played was 75?</p>",(a)  8,(b)  10,(c)  12,(d)  15,gs_unclassified,d,Medium,Applied(A),
98," <p>P, Q, R, S and T reside in a 5-storeyed (Ground + 4) building, and each of them reside on a separate floor. Further,?</p><p>1. T does not reside on the topmost floor.</p><p>2. Q does not reside on the ground floor.</p><p>3. S resides on one storey above that of P and one storey below that R. </p><p>To known as to which one of the 5 persons resides on the ground floor which of the above statements are sufficient/insufficient?</p><p><br/></p><p></p><br/>",(a)  1 and 3 are sufficient,(b)  2 and 3 are sufficient,"(c)  1, 2 and 3 are sufficient","(d)  1, 2 and 3 are sufficient",gs_unclassified,d,Difficult,tApplied(A),
99, <p>A box contains 5 sets of balls while there are 3 balls in each set. Each set of balls has bone colour which is different from every other set. What is the least number of balls that must be removed from the box in order to claim with certainty that a pair of balls of the same colour has been removed?</p>,(a)  6,(b)  7,(c)  8,(d)  9,gs_unclassified,a,Difficult,tApplied(A),
100," <p>In a question paper, there are four multiple-choice questions. Each question has five choices with only one choice for its correct answer. What is the total number of ways in which a candidate will not get all the four answers correct?</p>",(a)  19,(b)  120,(c)  624,(d)  1024.,gs_unclassified,c,Medium,Applied(A),
101," <p>There are 8 equidistant points A, B, C, D, E, F, G and H in the clockwise direction on the periphery of a circle. In a time interval t, a person reaches from A to C with uniform motion while another person reaches the point E from the point B during the same time interval with uniform motion. Both the persons move in the same direction along the circumference of the circle and start at the same instant. How much time after the start, will the two persons meet each other?</p>",(a)  4 t.,(b)  7 t.,(c)  9 t.,(d)  Never.,,a,,,
102," <p>Each of the  persons A, B, C, D and E possesses unequal number (&lt;10) of similar items. A, B and C posses 21 items in all, while C, D and E possess 7 items in all. How many items do A and B possess in all?</p>",(a)  15,(b)  17,(c)  18,(d)  Data is insufficient,gs_unclassified,b,Difficult,tApplied(A),
103," <p>There are three parallel straight lines. Two points A and B are marked on the first line, points C and D are marked on the second line, and points E and F are marked on the third line. Each of these 6 points can move to any position on its respective straight line. </p><p>Consider the following statements:</p><p>1. The maximum number of triangles that can be drawn by joining these points is 18.</p><p>2. The minimum number of triangles that can be drawn by joining these points is zero.</p><p>Select the correct answer using the code given below.</p><p> </p>",(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,gs_unclassified,b,Difficult,tApplied(A),
104, <p>A mixed doubles tennis game is to be played between two teams (each team consists of one male and one female). There are 4 married couples. No team is to consists of a husband and his wife. What is the maximum number of games that can be played?</p>,(a)  12,(b)  21,(c)  36,(d)  42,gs_unclassified,d,Medium,Applied(A),
105," <p>In a office, the number of persons who take tea a twice the number of persons who take only coffee. The number of persons who take coffee is twice the number of persons who take only take. Consider the following statements:</p><p>1. The sum of the number of persons who take either tea or coffee or both is four times the number of persons who take both coffee and tea.</p><p>2. The sum of the number of persons who take only coffee and those who take only tea is twice the number of persons who take both tea and coffee.</p><p>Which of the statements given above is/are correct?</p><p> </p>",(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,gs_unclassified,b,Difficult,tApplied(A),
106, <p>How many numbers are there in all from 6000 to 6999 (Both 6000 and 6999 included) having at least one of their digits repeated?</p>,(a)  216,(b)  356,(c)  496,(d)  504,gs_unclassified,c,Difficult,tApplied(A),
107," <p>Each of 2 women and 3 men is to occupy one chair out of 8 chairs, each of which is numbered from 1 to 8. First, women are to occupy any two chairs from those numbered 1 to 4; and then the 3 men would occupy any three chairs out of the remaining 6 chairs. What is the maximum number of different ways in which this can be done?</p>",(a)  40,(b)  132,(c)  1440,(d)  3660,gs_unclassified,c,Difficult,tApplied(A),
