Q. No,Question_HTML,Option_A,Option_B,Option_C,Option_D,Subject,Correct Option,Difficulty Level,Nature,Explanation_HTML
60, <p>Which one of the following pairs is not correctly matched ?</p>,(a)   T.S Krishnamurthy    :    Former Chief Election Commissioner of India,"(b)   K.C. Pant                    :    Chairman, Tenth Finance Commission of India","(c)   A.M. Khusro              :     Former Chairman, Union Public Service Commission",(d)   R.C. Lahoti                 :    Former Chief Justice of India,Current Affairs,c,,,"A.M. Khusro was not the Former Chairman of UPSC.
Term of T.S. Krishnamurthy as a Chief Election Commissioner was 2004-05.
K.C. Pant was the Tenth Finance Commissioner of India from 1995 to 2000.
R.C. Lahoti was the Chief Justice of India from 1 June 2004 to 31 Oct. 2005."
61, <p>Which one of the following is the correct chronological order of the formation of the following as full States of the Indian Union?</p>,(a)  Sikkim – Arunachal Pradesh – Nagaland – Haryana,(b)  Nagaland – Haryana – Sikkim – Arunachal Pradesh,(c)  Sikkim – Haryana – Nagaland – Arunachal Pradesh,(d)  Nagaland – Arunachal Pradesh – Sikkim – Haryana,Polity and Governance,b,,,"Nagaland – 1 Dec. 1963 (By 13th Constitutional Amendment Act)
 Haryana – 1966 (By 18th Amendment Act)
 Sikkim – 16 May, 1975 (By 36th Amendment Act)
 Arunachal Pradesh – 20 Feb., 1987 (By 55th Amendment Act)"
62, <p>Who among the following have been the Union Finance Ministers of India?</p><p>1. V.P. Singh</p><p>2. R. Venkataraman</p><p>3. Y.B. Chavan</p><p>4. Pranab Mukherjee </p><p>Select the correct answer using the codes given below:</p>,"(a)  1, 2 and 3 only","(b)  1, 3 and 4 only",(c)  2 and 4 only,"(d)  1, 2, 3 and 4",Polity and Governance,d,,,"All of them have worked as Union Ministers for Finance. 
 V.P. Singh: Appointed as Finance Minister in 1984 to 1987 
 R. Venkataraman: In 1980, he was appointed Union Minister of Finance in the Indira Gandhi’s Govt.
 Y.B. Chavan: 1971-75
 Pranab Mukherjee: 1982-84"
63, <p>Who among the following served as the Chief Economist of the International Monetary Fund?</p><p> </p>,(a)  Ashok Lahiri,(b)  Sumantra Ghoshal,(c)  Saumitra Chaudhuri,(d)  Raghuram Rajan,Current Affairs,d,,,"Raghuram Rajan worked as a chief economist of IMF and in 2003, he was awarded the ‘Fisher Black Prize’ by the American Finance Association for contributions to Finance by an economist under 40."
64," <p>Three identical vessels A, B and C are filled with water, mercury and kerosene respectively up to an equal height. The three vessels are provided with identical taps at the bottom of the vessels. If the three taps are opened simultaneously then which vessel is emptied first? </p>",(a)  Vessel B,"(b)  All the vessels A, B and C will be emptied simultaneously",(c)  Vessel A,(d)  Vessel C,Basic Sciences,d,,,Vessel C will be emptied first because ‘Kerosene’ has least viscosity compared to Water and Mercury.
65," <p>Consider the following statements: </p><p>1. If magenta and yellow coloured circles intersect, the intersected area will have red colour. </p><p>2. If cyan and magenta coloured circles intersect, the intersected area will have blue colour. </p><p>Which of the statements given above is/are correct?</p><p> </p>",(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Science and Technology,c,,,"Magenta + Yellow = Red
Cyan + Magenta = Blue"
66, <p>Consider the following statements: </p><p>1. A flute of smaller length produces waves of lower frequency.</p><p> 2. Sound travels in rocks in the form of longitudinal elastic waves only. </p><p>Which of the statements given above is/are correct? </p>,(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Basic Sciences,b,,,A flute of smaller length produces waves of higher frequency.
67, <p>Four wires of same material and of dimensions as under are stretched by a load of same magnitude separately. </p><p>Which one of them will be elongated maximum? </p>,(a)  Wire of 1 m length and 2 mm diameter.,(b)  Wire of 2 m length and 2 mm diameter.,(c)  Wire of 3 m length and 1.5 mm diameter.,(d)  Wire of 1 m length and 1 mm diameter.,Basic Sciences,c,,,Wire of 1 m length and 1 mm diameter will be elongated maximum.
68, <p>Assertion (A): A jet aircraft moving at Mach Number equal to 1 travels faster at an altitude of 15 km than while moving at Mach Number equal to 1 near the sea level. </p><p>Reason (R): The velocity of sound depends on the temperature of the surrounding medium.</p>,(a) Both A and R are true and R is the correct explanation of A.,(b) Both A and R are true but R is NOT the correct explanation of A.,(c)  A is true but R is false.,(d) A is false but R is true.,Basic Sciences,a,,,
69, <p>Which one of the following is the correct sequence in the order of decreasing length of the three structural parts given below of small intestine in the human body?</p><p> </p>,(a)  Jejunum – Duodenum – Heum .,(b)  Ileum – Duodenum – Jejunum .,(c)  Jejunum – Ileum – Duodenum .,(d)  Ileum – Jejunum – Duodenum.,Basic Sciences,d,,,"Structural part of small intestine Length (cm)
 Ileum     150-160
 Jejunum    100-110
 Duodenum    20"
70," <p>In human body, which one of the following hormones regulates blood calcium and phosphate?</p><p> </p>",(a)  Glucagon,(b)  Growth hormone,(c)  Parathyroid hormone,(d)  Thyroxine,Basic Sciences,c,,,Parathyroid hormone increases the amount of calcium in blood and decrease phosphate.
71, <p>How do most insects respire?</p><p> </p>,(a)  Through skin,(b)  Through gills,(c)  By lungs,(d)  By tracheal system,Basic Sciences,d,,,"Insects mostly respire by ‘tracheal system’. In this system, gas is directly tresported to the tissues by air filled tubules that bypass blood. The pores of the outside, called spiracles, delivers the gases of respiration."
72," <p>In human beings, normally in which one of the following parts, does the sperm fertilize the ovum? </p>",(a)  Cervix,(b)  Fallopian tube,(c)  Lower part of uterus,(d)  Upper part of uterus,Basic Sciences,b,,,Once a month a single mature ovum is produced and leaves the ovary in a process called ‘ovulation’. This ovum enters a tube leading to the uterus called ‘fallopian tube’. The ovum needs to meet up with the sperm in the fallopian tube if fertilization is to occur.
73, <p>Which one of the following parts of human brain is the regulating centre for swallowing and vomiting?</p><p> </p>,(a)  Cerebellum,(b)  Cerebrum,(c)  Medulla oblongata,(d)  Pons,Basic Sciences,c,,,"Medulla Oblongata is a long, stalk like lowermost portion of the brain stem which is involved regulating the functions of swallowing and vomiting."
74, <p>Production of which one of the following is a function of the liver?</p><p> </p>,(a)  Lipase,(b)  Urea,(c)  Mucus,(d)  Hydrochloric acid,Basic Sciences,b,,,The liver regulates most chemical levels in the blood and excretes a product called ‘bile’ which helps carry away waste products from the liver. It involves in conversion of poisonous ammonia to urea. (Urea is one of the end products of protein metabolism that is excreted in the urine).
75, <p>Which one of the following is not a digestive enzyme in the human system?</p><p> </p>,(a)  Trypsin,(b)  Gastrin,(c)  Ptyalin,(d)  Pepsin,Basic Sciences,b,,,Gastrin produced in stomach is not an enzyme but helps digestive enzymes.
76, <p>Which of the following types of light are strongly absorbed by plants?</p><p> </p>,(a)  Violet and orange,(b)  Blue and red,(c)  Indigo and yellow,(d)  Yellow and violet,Basic Sciences,b,,,Blue and red types of visible light (VIBGYOR) are strongly absorbed by plants where ‘photosynthesis process’ is active hence called ‘Photosynthesis Active Radiation’ (PAR).
77," <p>In the human body, which structure is the appendix attached to?</p><p> </p>",(a)  The large intestine,(b)  The small intestine,(c)  The gall bladder,(d)  The stomach,Basic Sciences,a,,,"Appendix also called Caecum, a vestigial organ is attached to large intestine. In most people, the appendix is located at the lower right quadrant of the abdomen."
78, <p>Which one of the following parts of the pitcher plant becomes modified into a pitcher?</p><p> </p>,(a)  Stem,(b)  Leaf,(c)  Stipule,(d)  Petiole,Basic Sciences,b,,,In ‘Nepenthes’ the leaf lamina’ develops into the pitcher with its apex forming lid which is brightly red coloured for attracting the insects.
79, <p>Which of the following types is used by computed tomography employee for visualization of the internal structure of human body? </p>,(a)  X-rays,(b)  Sound waves,(c)  Magnetic resonance,(d)  Radioisotopes,Science and Technology,a,,,Computed Tomography (CT) is a powerful nondestructive evaluation NDE) technique for producing 2-D and 3-D cross-sectional images of an object from flat X-ray images.
80, <p>Consider the following statements:</p><p>1. The series of the International Paper Sizes is based on A0 size whose area is 0.5 cm square (approximately).</p><p>2. The area of A4 size paper is 1/8th of that of the A0 size paper.</p><p>Which of the statements given above is/are correct?</p>,(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Science and Technology,d,,,"The international paper size standard, ISO-216, is based on the German DIN 476 standard for paper sizes. Using the metric system, the base format is a sheet of paper measuring 1m2 in area (A0 paper size). A4 is 1/16th size of 40."
81, <p>Which one of the following is another name of RDX?</p><p> </p>,(a)  Cyanohydrin,(b)  Dextran,(c)  Cyclohexane,(d)  Cyclonite,Science and Technology,d,,,"RDX (Research and Development Explosive) is also called Cyclonite. It is 142 times more powerful than Tri Nitro Toluene (TNT), a military explosive."
82," <p>Consider the following statements: </p><p>1. In the year 2006, India successfully tested a full-fledged cryogenic stage in rocketry. </p><p>2. After USA, Russia and China, India is the only country to have acquired the capability for use of cryogenic stage in rocketry. </p><p>Which of the statements given above is/are correct?</p><p> </p>",(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Current Affairs,a,,,"India has become the sixth member of the exclusive club to have developed the cryogenic stage after testing a full fledged cryogenic stage at the ‘Liquid Propulsion Systems Centre’ (LPSC) in Tirunelveli, Tamil Nadu."
83," <p>Consider the following statements: </p><p>1. In November, 2006, DRDO successfully conducted the interception test using Prithvi-II missile. </p><p>2. Prithvi-II is a surface-to-surface missile and can be deployed to guard the metros against air attacks. </p><p>Which of the statements given above is/are correct?</p><p> </p>",(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Current Affairs,c,,,"India successfully tested its first interception test using two live Prithvi missiles. The target Prithvi II missile was first fired from the launch complex in Chandipur and after 60 seconds, the interceptor missile fired from wheeler island, 72 km south of Chandipur integrated test range, which destroyed the first one in mid air."
84, <p>Three dice (each having six faces with each face having one number from 1 to 6) are rolled. What is the number of possible outcomes such that at least one dice shows the number 2?</p><p> </p>,(a)  36,(b)  81,(c)  91,(d)  116,gs_unclassified,c,,,
85, <p>All the six letters of the name SACHIN are arranged to form different words without repeating any letter in any one word. The words so formed are then arranged as in a dictionary. What will be the position of the word SACHIN in that sequence?</p><p> </p>,(a)  436,(b)  590,(c)  601,(d)  751,gs_unclassified,c,,,
86, <p>Five balls of different colours are to be placed in three different boxes such that any box contains at least one ball. What is the maximum number of different ways in which this can be done? </p>,(a)  90,(b)  120,(c)  150,(d)  180,gs_unclassified,c,,,
87, <p>Amit has five friends: 3 girls and 2 boys. Amit’s wife also has 5 friends: 3 boys and 2 girls. In how many maximum number of different ways can they invite 2 boys and 2 girls such that two of them are Amit’s friends and two are his wife’s?</p><p> </p>,(a)  24,(b)  38,(c)  46,(d)  58,gs_unclassified,c,,,
88," <p>6 equidistant vertical lines are drawn on a board. 6 equidistant horizontal lines are also drawn on the board cutting the 6 vertical lines, and the distance between any two consecutive horizontal lines is equal to that between any two consecutive vertical lines. What is the maximum number of squares thus formed?</p>",(a)  37,(b)  55,(c)  126,(d)  225,gs_unclassified,b,,,
89, <p>Each of the 3 persons is to be given some identical items such that product of the numbers of items received by each of the three persons is equal to 30. In how many maximum different ways can this distribution be done?</p>,(a)  21,(b)  24,(c)  27,(d)  33,gs_unclassified,c,,,
90," <p>Six faces of a cube are numbered from 1 to 6, each face carrying one different number. Further,</p><p> 1. The face 2 is opposite to the face 6.</p><p> 2. The fact 1 is opposite to the face 5. </p><p>3. The face 3 is between the face 1 and the face 5. </p><p>4. The face 4 is adjacent to the face 2.</p><p> Which one of the following is correct? </p>",(a)  The face 2 is adjacent to the face 3 .,(b)  The face 6 is between the face 2 and the face 4 .,(c)  The face 1 is between the face 2 and the face 6 .,(d)  None of the above.,,a,,,
91," <p>Groups each containing 3 boys are to be formed out of 5 boys – A, B, C, D and E such that no one group contains both C and D together. What is the maximum number of such different groups?</p>",(a)  5,(b)  6,(c)  7,(d)  8,gs_unclassified,c,,,
92," <p>If all the numbers from 501 to 700 are written, what is the total number of times does the digit 6 appear?</p><p> </p>",(a)  138,(b)  139,(c)  140,(d)  141,gs_unclassified,c,,,
93," <p>A and B can complete work together in 5 days. If A works at twice his speed and B at half of his speed, this work can be finished in 4 days. How many days would it take for A alone to complete the job?</p><p> </p>",(a)  10,(b)  12,(c)  15,(d)  18,gs_unclassified,a,,,
94," <p>Amit starts from a point A and walks to another point B, and then returns from B to A by his car and thus takes a total time of 6 hours and 45 minutes. If he had driven both ways in his car, he would have taken 2 hours less. How long would it take for him to walk both ways? </p>",(a)  7 hours 45 minutes,(b)  8 hours 15 minutes,(c)  8 hours 30 minutes,(d)  8 hours 45 minutes,gs_unclassified,d,,,
95," <p>A person has to completely put each of three liquids: 403 litre of petrol, 465 litres of diesel and 496 litres of Mobil Oil in bottles of equal size without mixing any of the above three types of liquids such that each bottle is completely filled. What is the least possible number of bottles required?</p><p> </p>",(a)  34,(b)  44,(c)  46,(d)  None of the above,gs_unclassified,b,,,
96," <p>A train completes a journey with a few stoppages in between at an average speed of 40 km per hour. If the train had not stopped anywhere, it would have completed the journey at an average speed of 60 km per hour. On an average, how many minutes per hour does the train stop during the journey?</p>",(a)  20 minutes per hour .,(b)  18 minutes per hour.,(c)  15 minutes per hour.,(d)  10 minutes per hour.,gs_unclassified,a,,,
97," <p>The average salary of 100 employees in an office in Rs. 16,000 per month. The management decided to raise salary of every employee by 5% but stopped a transport allowance of Rs. 800 per month with was paid earlier to every employee. What will be the new average monthly salary? </p>","(a)  Rs. 16,000","(b)  Rs. 16,500","(c)  Rs. 16,800",(d)  Cannot be known since data are insufficient,gs_unclassified,a,,,
98, <p>Match List-I wish List-II and select the correct answer using the code given below the lists:</p><p>List-I (Writer)                        List-II(Book)</p><p>A. V.S. Naipaul                   1.The Siege of Krishnapur<br/>B. Salman Rushdie            2. In a Free State<br/>C. Paul Scott                      3. Midnight’s Children<br/>D. J.G Farrell                     4. Staying On</p><p>A    B    C    D                     A    B    C    D</p>,(a) 2    3   4     1,(b) 4    1    2    3,(c) 2    1   4     3,(d) 4    3     2   1,Current Affairs,a,,,"2, 3, 4, 1
• V.S. Naipaul is a British writer. In 1971, he became the first person of Indian origin to win a Booker Prize for his book “In a Free State”.
• Salmman Rushdie is a British Indian novelist and essayist. He won the Booker Prize for his second novel “Midnight’s children”.
• Paul Scott was a British novelist and poet. He won the Booker Prize in 1977 for his novel “Staying On”.
• J.G. Farrell was a British novelist. He won the Booker Prize in 1973 for his book “The Sieze of Krishnapur”."
99, <p>What is the Galileo Project which has been in news recently? </p>,(a)  An intercountry programme of missile shield developed by the United States of America .,(b)  A project developed by India with assistance from Canada .,(c)  An environmental protection project being developed by Japan.,(d)  A multi-satellite navigation project being developed by the European Union.,Current Affairs,d,,,"Galielo is based on a constellation of 30 satellites and ground stations providing information concerning the positioning of users in many sectors such as transport, social services, the justice system and custom services, public works, search and rescue systems, etc."
100," <p>Near the end of the year 2006, which one of the following countries was suspended from the Commonwealth after a military coup?</p><p> </p>",(a)  Kenya,(b)  Myanmar,(c)  Fiji,(d)  Tanzania,Current Affairs,c,,,"In Dec., 2006, Fiji’s military commander Franck Bainimarama seized control of the country marking the fourth coup in two decades. He dismissed PM Laisenia Qarase accusing him of corruption and leading Fiji on a path of doom."
101, <p>Shahgarh area in Jaisalmer district of Rajasthan was in news in the year 2006 because of which one of the following? </p>,(a)  Finding high quality gas reserves.,(b)  Finding uranium deposits.,(c)  Finding zinc deposits.,(d)  Installation of wind power units.,Current Affairs,a,,,"In May, 2006 High Quality Gas Reserves have been found at a depth of 3,161 metres in an exploratory well drilled in Shahgarh block in Jaisalmer district of Rajasthan. The gas was estimated to have 88 to 91% hydrocarbon."
102, <p>Which one of the following countries recently upgraded its defence agency to a full defence ministry?</p><p> </p>,(a)  Italy,(b)  Japan,(c)  Switzerland,(d)  Poland,International Affairs and Institutions,b,,,"Japan’s Security Council and Cabinet, both led by Prime Minister Junichiro Koizumi, on June 2006, endorsed legislation to upgrade Defence Agency to a Cabinet-level ministry."
103, <p>Who among the following was chosen as the FIFA World Player of the Year for the year 2006?</p><p> </p>,(a)  Zinedine Zidane,(b)  Fabio Cannavaro,(c)  Ronaldinho,(d)  Thierry Henry,Current Affairs,b,,,Italy’s Fabio Cannavaro who lead Italy to the world cup won FIFA world player of the year 2006 with 498 points.
104," <p>Match List-I with List-II and select the correct answer using the code given below the lists:</p><p><strong>List-I (Person)                 List-II(known as)</strong></p><p>A. John C. Mather          1.  Co-founder of Microsoft<br/>B. Michael Griffin           2.  Space Walker<br/>C. Paul G. Allen               3. Administrator of NASA<br/>D. Piers Sellers                4.  Nobel Prize Winner,2006 in Physics</p><p>        A    B    C   D                       A      B      C     D<br/></p><br/><br/><br/><br/>",(a)     4    1    3   2,(b)   2      3      1     4,(c)      4    3    1   2,(d)    2      1     3      4,Current Affairs,c,,,"4, 3, 1, 2
• John C. Mather is an American astrophysicist and cosmologist. He was awarded with Nobel Prize in Physics in 2006, shared with George F. Smoot.
• Michael Griffin began his duties as the 11th Administrator of NASA on April 14, 2005.
• Paul G. Allen is an American Entrepreneur. With Bill Gates, he formed Microsoft.
• Piers Sellers is a British-American astronaut. In 2002, he performed three spacewalks to help install the third piece of International Space Station structure."
105, <p>Which one of the following pairs is not correctly matched?</p>,(a)  Cosmic Background         : Satellite programme Explorer (COBE),(b)  Falcon                                : Under-sea cable system,(c)  Discovery                           : Space shuttle,(d)  Atlantis                              : Space station,gs_unclassified,d,,,Atlantis is not space station but is a ‘Space Mission’.
106, <p>Consider the following statements: </p><p>1. China has the observer’s status at the South Asian Association for Regional Cooperation. </p><p>2. India has the observer’s status at the Shanghai Cooperation Organization. </p><p>Which of the statements given above is/are correct? </p>,(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,International Affairs and Institutions,c,,,
107, <p>Match List-I with List-II and select the correct answer using the code given below the lists:</p><p><strong>List-I (Eminent Person)                      List-II(Known as)</strong></p><p>A.    Bhanu Bharti                                 1.  Music composer<br/>B.    Mike Pandey                                 2.  Poet and Literateur<br/>C.    Mohd. Zahur Khayyam                3.  Theatre director<br/>D.    Vinda Karandikar                          4.  Wildlife film maker</p><p>        A          B      C       D                                   A       B       C        D<br/></p><br/><br/><br/><br/>,(a)     1         4       3       2,(b)    3       2       1        4,(c)     1          2      3       4,(d)    3       4      1         2,Current Affairs,d,,,"Bhanu Bharti is one of the eminent theatre directors who directed two plays ‘Bapu’ and ‘Samrat’.
Documentary film maker Mike Pandey wins the prestigious Green Oscar award for his movie ‘The Vanishing Giants’.
Mohd. Zahur Khayyam is an Indian music composer. He is better known as Khayyam.
Vinda Karandikar is a famous Marathi poet. He is the winner of 39th Jnanpith Award."
108," <p>In the latter half of the year 2006, in which one of the following countries did a military coup take place?</p><p> </p>",(a)  Cambodia,(b)  Laos,(c)  Thailand,(d)  Vietnam,International Affairs and Institutions,c,,,"Thailand Coup: General Sonthi Boonyaratkalin ousted the PM Thaksin Shinanatra who was away into UN tour. The military took over the administration and formed a council of administrative reforms. General Sonthi, a Muslim in the Buddhist dominated nation is known to be close to the king."
109," <p>Match List-I wish List-II and select the correct answer using the code given below the lists:</p><p><strong>List-I(Company)                 List-II(Major Area/Product)</strong></p><p>A.    Chevron                       1. Wind energy<br/>B.    A T &amp; T                         2. Oil<br/>C.    AMD                             3.Telephone, internet<br/>D.    Enercon                       4. Micro-processor<br/><br/>           A         B         C        D                   A        B         C        D<br/></p><br/><br/><br/><br/><br/><br/>",(a)        2         1         4        3,(b)      4         3        2         1,(c)        2        3          4        1,(d)      4         1        2         3,Current Affairs,c,,,
110, <p>Which one of the following pairs is not correctly matched?</p>,(a)  William Dickson        : Motion Picture Film,(b)  Charles Babbage      : Programmable computer,(c)  Nicholas Stern          : Construction Technology,(d)  Brian Greene           : String theory,gs_unclassified,c,,,Nicholas Stern is a British Economist and Academic. He was the Chief Economist and Vice-President of World Bank from 2000 to 2003.
111, <p>Where are the headquarters of the Organization of the Islamic Conference (OIC) located?</p>,(a)  Dubai,(b)  Jeddah,(c)  Islamabad,(d)  Ankara,International Affairs and Institutions,b,,,"The headquarter of the Organization of the Islamic Conference (OIC) is located at Jeddah, Saudi Arabia. It is an inter-governmental organization with a Permanent Delegation to the United Nations. It groups 57 mostly Islamic nations."
112, <p>Which one of the following cities has been the venue of the Asian Games for the maximum number of times from the year 1951 to the year 2006?</p><p> </p>,(a)  Delhi,(b)  Bangkok,(c)  Tokyo,(d)  Beijing,Current Affairs,b,,,"Venue   Number of times hosted
 Bangkok (Thailand) 4  (1966,  1970,  1978,  1998)
 Delhi (India)  2  (1951,  1982)
 Tokyo (Japan)  2  (1958,  1994)
 Beijing (China)  1  (1990)"
113, <p>Who was Leander Paes’s partner when he won Doubles Final in the US Open Tennis Tournament 2006?</p><p> </p>,(a)  Max Mirnyi,(b)  Martin Damm,(c)  Bob Bryan,(d)  Mike Bryan,Current Affairs,b,,,"In the U.S. Open Tennis Tournament, 2006, Leander Paes (India) and Martin Damm (Czech Republic) beat Max Miryni (Belarus) and Jonas Bjorkman to win the title."
114, <p>Who among the following is considered as the inventor of the World Wide Web (WWW)? </p>,(a)  Edward Kasner,(b)  Bill Gates,(c)  Tim Berners-Lee,(d)  Vinod Dham,Science and Technology,c,,,"In 1989, Tim Bernes Lee invented the World Wide Web, an internet-based hypermedia initiative for global information sharing. He wrote the first web client and server in 1990. Tim Berners Lee, a British received the Millennium Technology prize for conceiving the world wide web (www)."
115, <p>The Pulitzer Prize is associated with which one of the following?</p><p> </p>,(a)  Environmental protection,(b)  Olympic games,(c)  Journalism,(d)  Civil Aviation,gs_unclassified,c,,,
116, <p>For which one of the following books did Kiran Desai win the Man Booker Prize 2006? </p>,(a)  The Secret River,(b)  In the Country of Men,(c)  The Inheritance of Loss,(d)  Mother’s Milk,gs_unclassified,c,,,"Kiran Desai won the Man Booker Prize, 2006 for her novel ‘The inheritance of loss’. She became the third Indian after Salman Rushdie and Arundhati Roy and became the youngest women writer to get the prize. The Novel is set against the backdrop of the Gorkha land movement."
117, <p>Where was the first conference of the Pugwash Conference on Science and World Affairs held in the year 1957?</p><p> </p>,(a)  Minnowbrook (USA),(b)  Rhode Island (USA),(c)  Nova Scotia (Canada),(d)  Nagasaki (Japan),World History,c,,,"Pugwah Conferences on Science and World Affairs is an international organization that brings together scholars and public figures to work towards reducing the danger of armed conflict and to seek solutions to global security threats. It was founded in 1957 by Joseph Rotblat and Bertrand Russell at Thinkers Lodge in Pugwash, Nova Scotia following the release of the Russell-Einstein Manifesto in 1955."
118, <p>How is Gabriel Garcia Marquez well-known as? </p>,(a)  Known for research in agriculture .,(b)  A renowned football coach .,(c)  A great writer who won the Nobel Prize for literature.,(d)  Known for research in railway engineering.,gs_unclassified,c,,,"Gabriel Garcia Marquez, also known as Gabo is a Colombian novelist, journalist, publisher, political activist, and recipient of the 1982 Nobel Prize in Literature. He is best known for his novel “One hundred years of Solitude” and “Facilitators from Spain”."
119, <p>Robert Webster is known for his work associated with which one of the following?</p><p> </p>,(a)  Cardiology,(b)  Influenza virus,(c)  HIV/AIDS,(d)  Alzheimer,Science and Technology,b,,,"Robert Webster, a virologist from New Zealand was the first to announce a link between human flu and bird flu in 1957."
120," <p>Wangari Maathai, the Nobel Prize winner from Kenya is known for her contribution to which one of the following?</p><p> </p>",(a)  Journalism,(b)  International economics,(c)  Sustainable development,(d)  Child development,Current Affairs,c,,,"Prof. Wangari M. Maathai, who became the first African (Kenya) woman to win the Nobel Peace Prize in 2004, is internationally recognized for her persistent struggle for democracy, human rights and environmental conservation."
121, <p>Consider the following statements: </p><p>1. North Atlantic Co-operation Council (NACC) is the name of the new organization which has replaced the North Atlantic Treaty Organization (NATO).</p><p> 2. The United States of America and the United Kingdom became the members of the NATO when it was formed in the year 1949. </p><p>Which of the statements given above is/are correct? </p>,(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,International Affairs and Institutions,b,,,"The Treaty of Brussels, signed on 17 March 1948 by Belgium, Netherlands, Luxemburg, France and U.K. The treaty converted into western European Union.
 On 4 April, 1949, the North Atlantic Treaty was signed in Washington, DC, which included the Five Treaty of Brussels states, USA, Canada, Portugal, Italy, Norway, Denmark and Iceland."
122, <p>Match list-I with list-II and select the correct answer using the code given below the lists:</p><p><strong>List-I(Person)                    List-II(Company)</strong></p><p>A. Vishwapati Trivedi        1.  Essar Group<br/>B. Tulsi R. Tanti                   2.Info  Edge India(which runs nakuri.com)<br/>C. Shashi Ruia                     3. Indian (Indian Airlines)<br/>D. S. Bikhchandani             4. Suzlon Energy</p><p><br/>        A      B      C     D                    A      B       C    D<br/></p><br/><br/><br/><br/><br/>,(a)     2      4      1     3,(b)   3      1       4    2,(c)     2       1     4     3,(d)   3     4       1    2,Current Affairs,d,,,
123, <p>Whom among the following bowlers have taken more than 500 wickets in Test Cricket?</p><p>1. Wasim Akram </p><p>2. Richard Hadlee </p><p>3. Glenn McGrath </p><p>4. Courtney Walsh </p><p>Select the correct answer using the codes given below:</p>,(a)  1 and 2 only,(b)  3 and 4 only,"(c)  1, 2 and 3 only","(d)  1, 2, 3 and 4",gs_unclassified,b,,,"Bowlers with more than 500 Test Wickets are Shane Warne, Muralidharan, McGrath, Walsh and Anil Kumble."
124, <p>NASA’s Deep Impact space mission was employed to take detailed pictures of which comet nucleus?</p><p> </p>,(a)  Halley’s Comet,(b)  Hale-Bopp,(c)  Hyakutake,(d)  Tempel 1,Science and Technology,d,,,"NASA’s Deep Impact Space Mission was launched on Jan. 12, 2005 to study the composition of the interior of the comet Tempel 1 by colliding a section of the spacecraft into the comet."
125," <p>The Stilwell Road, built in 1940s, which was recently in news, connects which of the following?</p><p> </p>",(a)  Agartala in India and Yangon in Myanmar via Bangladesh .,(b)  Ledo in India and Kunming in China via Myanmar .,(c)  Kalimpong in India and Lhasa in Tibet via Bhutan.,(d)  Imphal in India and Bangkok in Thailand via Myanmar.,Current Affairs,b,,,"Stilwell Road original name Ledo Road, highway 769 km long that links northeastern India with the Burma road, which runs from Burma to China. During World War II the Stilwell road was a strategic military route."
126," <p>With reference to the international meetings held in the year 2006, which of the following pairs is/are correctly matched?</p><p>1. NAM Summit                                  : Havana </p><p>2. APEC Meeting                                 : Bangkok</p><p>3. EU-Indian Summit                          : Helsinki</p><p>4. UN Climate Change Conference  : Geneva </p><p>Select the correct answer using the codes given below:</p>",(a)  1 only,(b)  1 and 3 only,"(c)  1, 2 and 3","(d)  2, 3 and 4",International Affairs and Institutions,b,,,"APEC Meeting was held on 18-19 November, 2006. The main theme of this Summit was towards a dynamic community for sustainable development and prosperity.
 NAM Summit was held in Havanna, Cuba on 15-16 September, 2006. Theme of the Summit – Purpose and principles of NAM in the present international juncture.
 EU Climate Change Conference - Kenya"
127, <p>Who among the following wrote the book – Ayodhya : 6 December 1992? </p>,(a)  Chandra Shekhar,(b)  P.V. Narasimha Rao,(c)  Jaswant Singh,(d)  Arun Shourie,gs_unclassified,b,,,"P.V. Narsimha Rao wrote the Book Ayodhya: 6 Dec., 1992. The book is on the demolition of Babri Masjid in Ayodhya."
128, <p>Which one of the following is not a member of the Shanghai Cooperation Organization?</p><p> </p>,(a)  Russia,(b)  Kazakhstan,(c)  Ukraine,(d)  Uzbekistan,International Affairs and Institutions,c,,,"The Shanghai Cooperation Organization (SCO) is an intergovernmental organization which was founded on June 14, 2001 by leaders of the China, Russia, Kazakhstan, Kyrgyzstan, Tajikistan and Uzbekistan. Its headquarters is in Beijing, China."
129," <p>Which of the following countries signed the Tshwane Declaration in October, 2006?</p>",(a)  China and South Africa,(b)  India and South Africa,(c)  South Africa and Botswana,(d)  Saudi Arabia and South Africa,International Affairs and Institutions,b,,,"PM Manmohan Singh visited South Africa in 2006. ‘The Tshwane Declaration’ brought out, reaffirmed their strategic partnership and it called for the early adoption of a comprehensive convention on internation terrorism. It talks of enhanced co-operation in the tourism, sector, and also carrying forward the proposed partnership ion pan-African e-network and the World Knowledge Platform."
