Q. No,Question_HTML,Option_A,Option_B,Option_C,Option_D,Subject,Correct Option,Difficulty Level,Nature,Explanation_HTML
35," <p>In the structure of planet Earth, below the mantle, the core is mainly made up of which one of the following ?</p>",(a)  Aluminum,(b)  Chromium,(c)  Iron,(d)  Silicon,Geography,c,Easy,Fundamental(F),"<ul><li>The Earth has an outer silicate solid crust, a highly viscous mantle, a liquid outer cover that is much less viscous than the mantle, and a solid inner core. Seismic measurements show that the core is divided into two parts, a solid inner core with a radius of ~ 1220 km and a liquid outer core extending beyond it to as radius of ~ 3400 km. The solid inner core was discovered in 1936 by Inge Lehmann and is generally believed to be composed primarily of iron and some nickel. In early stages of Earth’s formation about 4.5 billion years ago, melting would have caused denser substances to sink toward the center in a process called planetary differentiation, while less-dense materials would have migrated to the crust. The core is thus believed to largely be composed of iron (80%), along with nickel and one or more light elements, whereas other dense elements, such as lead and uranium, either are too rate to be significant or tend to bind to lighter elements and thus remain in the crust. Some have argued that the inner core may be in the form of a single iron crystal.</li></ul>"
36, <p>Which one of the following pairs is not correctly matched ?</p><p><strong> City                                              River</strong><br/></p><p></p><br/>,(a)  Berlin                                    Rhine,(b)  London                                 Thames,(c)  New York                              Hudson,(d)  Vienna                                  Danube,Geography,a,Difficult,tFundamental(F),"<ul><li>The Spree is a river in Saxony, Brandenburg and Berlin, Germany and in Usti and Labem Region, Czech Republic. It is a left tributary of the Havel river and is approximately 400 kilometres (250 mi) in length. Its source is located in the Lusatian Hills on the Czech border. Further north the river enters the Spreedwald, a large wetlands area, that is identical with the settlement areas of the Sorbs. In its final portion the river runs through the city centre of Berlin to join the River Havel in Spandau, a western quarter of Berlin.</li></ul>"
37, <p>Match List I with List II and select the correct answer using the code given below the lists:</p><p> List I <strong>(Famous Temple)                              </strong> List II <strong>(State)</strong> </p><p>A. Vidyashankara Temple                           1. Andhra Pradesh </p><p>B. Rajarani Temple                                       2. Karnataka </p><p>C. Kandariya Mahadeo Temple                  3. Madhya Pradesh</p><p>D. Bhimesvara temple                                  4. Orissa</p><p><strong>Code :</strong></p><p>          <strong>A    B    C    D</strong></p>,(a)      2    4    3    1,(b)      2    3    4    1,(c)      1    4    3     2,(d)      1    3    4    2,Indian Art and Culture,a,Medium,Fundamental(F),"<ul><li>Vidyashankara Temple at Sringere is a revered pilgrimage centre located amidst the picturesque Sahyadri hills in Chikmaglur District of Karnataka on the left bank of the river Tungabhadra Rajarani temple is one of the most renowned temples in Bhubaneswar, the capital city of Orissa. It is made from the wonderful red and gold standstone, which is locally known as Rajarani and this is what gives the temple its name of ‘Raja Rani’. Rajarani temple of Bhubaneshwar is dedicated to Lord Brahma. The origin of this temple can be dated back to the eleventh century. The Kandariya Mahadeva is the largest and most ornate Hindu temple in the medieval temple group found at Khajuraho in Madhya Pradesh, India. It was built by Vidyadhara arguably one of the greatest Chandela kings. The temple was built around 1050 on Hindu beliefs. Bhimesvara temple is a 10th century shrine at Draksharamam. It is one among the five Arama shrines dedicated to Shiva, in Andhra Pradesh. The temple was built by the Eastern Chalukyan King Bhima of Vengi, when his kingdom was under attack by the Rashtrakootas</li></ul>"
38," <p>Consider the following statements :</p><p>1. In the world, the tropical deserts occur along the western margins of continents within the trade wind belt.</p><p>2. In India, the East Himalayan region gets high rainfall from north-east winds.</p><p>  Select the correct answer using the code given below.</p>",(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Geography,a,Medium,Applied(A),"<ul><li>Tropical deserts: From the high-pressure belts, about 30o N. and 30o S., the trade winds blow towards the low-pressure belt round the Equator. As they are flowing from cooler to warmer regions they become warmer as they proceed, and tend to absorb rather than deposit moisture. Thus they are dry winds. For this reason, a desert belt is found around the tropics on the western sides of the continents. Eastern Himalaya is situated between Central Nepal in the west to Myanmar in the east, occupying Sikkim, North Bengal, Bhutan and North-East India. The Bay of Bengal Branch of SW Monsoon flows over the Bay of Bengal heading towards North-Eastern India and Bengal, picking up more moisture from the Bay of Bengal. Its hits the Eastern Himalaya and provides a huge amount of rain to the regions of North-East India, Bangladesh and West Bengal. Mawsynram, situated on the southern slopes of the Eastern Himalaya in Shillong, India is one of the wettest places on Earth. After striking the Eastern Himalaya it turns towards the West, travels over the Indo-Gangetic Plain, at a rate of roughly 1-2 weeks per state, poring rain all along its way.</li></ul>"
39," <p>Match List I with List II and select the correct answering using the code given below, the lists :</p><p> List I <strong>(Geographic feature)                                    </strong> List II <strong>(Country)</strong> </p><p>A. Great Victoria Desert                                           1. Australia </p><p>B. Grand Canyon                                                        2. Canada </p><p>C. Lake Winnipeg                                                       3. New Zealand</p><p> D. Southern Alps                                                        4. USA</p><p>Select the correct answer using the code given below.</p><p><strong>Code :</strong></p><p>          <strong>A    B    C    D</strong></p>",(a)      1    2    4    3,(b)      1    4    2    3,(c)      3    2    4     1,(d)      3    4    2    1,Geography,b,Difficult,tFundamental(F),"<ul><li>The Great Victoria Desert is a barren, arid, and sparsely populated desert ecoregion in southern Australia. It falls inside the states of South Australia and Western Australia and consists of many small sandhills, grasslands and salt lakes. The Grand Canyon is a steep-sided gorge carved by the Colorado River in the United States in the state of Arizona. It is largely contained within the Grand Canyon National Park – one of the first national parks in the United States. Lake Winnipeg is a very large (24,514 km2 (9,465 sq mi)) lake in central North America, in the province of Manitoba, Canada, about 55 kilometres (34 mi) north of the city of Winnipeg. It is the largest lake within the undeveloped and pristine large watershed of southern Canada. The Southern Alps is a mountain range which runs along the western side of the South Island of New Zealand. It forms a natural dividing range along the entire length of the South Island.</li></ul>"
40," <p>Consider the following statements :</p><p>1. Between Census 1951 and Census 2001, the density of the population if India has increased more than three times.</p><p>2. Between Census 1951 and Census 2001 the annual growth rate (exponential) of the population of India has doubled.</p><p>Which of the statements given above is/are correct?</p>",(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Geography,d,Difficult,tCurrent Affairs(CA),"<ul><li>Density of population of India in 1951: 117 per sq. km. Density of population of India in 2001: 324 per sq. km. Hence, between Census 1951 and Census 2001, the density of population of India has increased less than three times. India’s population growth can be classified into the following two phases: 1951-1981: Rapid high growth 1981-2001: High growth with signs of slowing down of the growth rate. It needs to be noted that during the decade of 1981-91, the population of India increased by 23.86 percent and the average annual exponential growth rate was 2.14 percent per annum. It was lower than that observed during 1971-81. It can be further noted that the lowering of the population growth has continued during 1991-2001, with the average annual exponential growth rate being 1.93 percent per annum.</li></ul>"
41, <p>Which one of the following rivers does not originates in India?</p>,(a) Beas,(b) Chenab,(c) Ravi,(d) Sutlej,Geography,d,,,"<ul><li>The Beas River is the second easternmost of the rivers of the Punjab. The river rises in the Himalayas in central Himachal Pradesh, India, and flows for some 470 km (290 miles) to the Sutlej River in western Punjab state. The Chenab River is formed by the confluence of the Chandra and Bhaga rivers at Tandi located in the upper Himalayas in the Lahul and Spiti District of Himachal Pradesh, India. Ravi river originates in the Himalayas in the Chamba district of Himachal Pradesh, India following a north-westerly course. The Sutlej originates from the Rakas Lake, which is connected to the Manasarovar lake by a stream, in Tibet. Its flows in a north-westerly direction and enters Himachal Pradesh at the Shipki Pass, where it is joined by the Spiti river.</li></ul>"
42," <p>Cape Canaveral, the site from which space shuttles are launched is located on the coast of ?</p>",(a)  Florida,(b)  Virginia,(c)  North Carolina,(d)  South Carolina,Geography,a,Difficult,tFundamental(F),"<ul><li>Cape Canaveral, is a headland in Brevard County, Florida, United States, near the center of that state’s Atlantic coast. Known as Cape Kennedy from 1963 to 1973, it sits due east of Merritt Island, separated from it by the Banana River. It is part of a region known as the Space Coast, and is the site of the Cape Canaveral Air Force Station. Since many United States spacecraft are launched from both the station and the Kennedy Space Center on nearby Merritt Island, the term “Cape Canaveral” or “Canaveral” has become a metonym that refers to both as the launch site of spacecraft. In homage to its spacefaring heritage, the Florida Public Service Commission allocated “321” as the telephone area code for Cape Canaveral and surrounding countries.</li></ul>"
43," <p>At which one of the following places do two important rivers of India originate; while one of them flows towards north and merges with another important river flowing towards Bay of Bengal, the other one flows towards Arabian Sea?</p>",(a)  Amarkantak,(b)  Badrinath,(c)  Mahabaleshwar,(d)  Nasik,Geography,a,Difficult,tFundamental(F),"<ul><li>Amarkantak is situated in Anuppur District of Madhya Pradesh in India. This is where the Narmada River, the Sone River and Johila River emerge. Narmada river flows westwards over a length of 1,312 km (815.2 ml) before draining through the Gulf of Cambey (Khambat) into the Arabian Sea, 30 km (18.6 mi) west of Bharuch city of Gujarat. The Sone river flows north-northwest through Madhya Pradesh state before turning sharply eastward when it encounters the southwest-northeast-running Kaimur Range. The Son parallels the Kaimur Range, flowing east-northeast through Uttar Pradesh and Bihar stats to join the Ganges just above Patna which is flowing towards Bay of Bengal.</li></ul>"
44, <p>Who of the following scientists proved that the stars with mass less than 1.44 times the mass of the Sun end up as White Dwarfs when they die?</p><p> </p>,(a)  Edwin Hubble,(b) S. Chandrashekhar,(c)  Stephen Hawking,(d)  Steven Weinberg,Science and Technology,b,Easy,Fundamental(F),"The Chadrashekhar limit limits the mass of bodies made from electron-degenerate matter, a dense form of matter which consists of nuclei immersed in a gas of electrons. The limit is the maximum non-rotating mass which can be supported against gravitational collapse by electron degeneracy pressure. It is named after the astrophysicist Subrahmanyam Chandrashekhar, and is commonly given as being about 1.4 solar masses. As white dwarfs are composed of electron-degenerate mater no non-rotating white dwarf can be heavier than the Chandrashekhar limit. Chandrasekhar’s insight into degeneracy pressure finally explained how white dwarf could exist, and it was this work that persuaded the Nobel Committee to award him the Nobel Prize in physics in 1983, the prize being shared with Willy Fowler."
45, <p>Which one of the following brings out the publication called “Energy Statistics” from time to time?</p>,(a)  Central Power Research Institute.,(b)  Planning Commission.,(c)  Power Finance Corporation Ltd.,(d)  Central Statistical Organization.,Economics,d,Medium,Fundamental(F),"<ul><li>Central Statistical Organization publishes the “Energy Statistics” from time to time with the objective to meet the information needs of national and international policy makers, administrators and researchers concerned with the energy sector.</li></ul>"
46, <p>Consider the following statements :</p><p>1. India does not have any deposits of Thorium.</p><p>2. Kerala’s monazite sands contain Uranium.</p><p>  Select the correct answer using the code given below.</p>,(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Geography,d,Difficult,tCurrent Affairs(CA),"<ul><li>Under the US Geological Survey estimate, Australia and India have particularly large reserves of thorium. India and Australia are believed to possess approx 300,000 metric tonnes each; i.e. each country possessing 25% of the world’s thorium reserves. Furthermore the IAEA report mentions that India possesses two thirds (67%) of global reserves of monazite, the primary thorium ore.</li></ul>"
47, <p>Which one among the following South Asian countries has the highest population density?</p>,(a)  India,(b)  Nepal,(c)  Pakistan,(d)  Sri Lanka,Geography,a,Medium,Fundamental(F),<ul><li>India: 349 km2 (35th in the world) Sri Lanka: 319 km2 (35th in the world) Pakistan: 206 km2 (53rd in the world) Nepal: 184 km2 (56th in the world).</li></ul>
48, <p>Consider the following statements :</p><p>1. The discussions in the Third Round Table Conference eventually led to the passing of the Government of India Act of 1935.</p><p>2. The Government of India Act of 1935 provided for the establishment of an All India Federation to be based on a Union of the provinces of British India and the Princely States.</p><p>Which of the above statements is/are correct?</p>,(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,History of Modern India,c,Medium,Fundamental(F),"The third round table conference was convened in London on November 17 to December 24 in the year 1932. A white paper was issued in the year March 1933. The details of the working basis of the new Constitution of India were enumerated in the white paper. It was declared that according to the new constitution, there would be diarchy at the centre and responsible governments in the centre. In February 1935, a bill was introduced in the House of Commons by the Secretary of State for India, which subsequently passed and enacted as the Government of India Act, 1935. Thus, the act of 1935 came into existence as a result of third round table conference. The Act drew its materials from Simon Commission, the report of All parties conference i.e. Nehru Report, the discussions of the three round table conferences, the detail enumerated in the white paper and the report of the Joint Select Committees.
The most significant aspects of Act was: provision for the establishment of a “Federation of India”, to be made up of both British India and some or all of the “princely states”"
49, <p>Consider the following :</p><ol><li>Fringe Benefit Tax.</li><li>Interest Tax.</li><li>Securities Transaction Tax .</li></ol><p>Which of the above is/are Direct Tax/Taxes ?</p>,(a)  1 only,(b)  1 and 3 only,(c)  2 and 3 only,"(d)  1, 2 and 3",Economics,d,Easy,Fundamental(F),"<p>Direct tax is a tax or a kind of charge that is imposed directly to taxpayer and cannot be shifted on to others.</p><ul><li>Corporation tax,</li><li>Income tax,</li><li>Securities transaction tax,</li><li>Banking Cash Transaction tax,</li><li>Fringe Benefit tax,</li><li>Wealth tax,</li><li>Interest tax,</li><li>Gift tax Indirect taxes in 2006-07 (in the order of their collection): (a) Union Excise duty, (b) Custom duty, (c) Service tax</li></ul>"
50," <p>In India, who is the Chairman of the National Water Resources Council?</p>",(a)  Prime Minister,(b)  Minister of Water Resources,(c)  Minister of Environment and Forests,(d)  Minister of Science and Technology,Polity and Governance,a,Easy,Fundamental(F),The National Water Resource Council was set up by the Govt. of India with Prime Minister as the Chairman in 1983. The Govt. of India constituted a National Water Board to review the progress achieved in implementation of the National Water Policy and to report the progress to the national water resources council from time to time.
51, <p>Consider the following statements :</p><p>1. There are no east flowing rivers in Kerala.</p><p>2. There are no west flowing rivers in Madhya Pradesh.</p><p>  Select the correct answer using the code given below.</p>,(a) 1 only,(b) 2 only,(c) Both 1 and 2,(d) Neither 1 nor 2,Geography,d,Medium,Fundamental(F),"<ul><li>There are three east flowing rivers in Kerala 1. Paampar; 2. Bhavanil; and 3. Kabani. Paampar and Bhavani flows into Tamilnadu. Kabani enters Karnataka. All three of them empties into Kaveri The Son originates in Madhya Pradesh state, just east of the headwaters of the Narmada River, and flows north-northwest through Madhya Pradesh state before turning sharply eastward when it encounters the southwest-northeast-running Kaimur Range.</li></ul>"
52," <p>In collaboration with David Hare and Alexander Duff, who of the following established Hindu College at Calcutta? </p>",(a) Henry Louis Vivian Derozio.,(b)  Ishwar Chandra Vidyasagar .,(c)  Keshab Chandra Sen .,(d)  Raja Rammohan Roy.,History of Modern India,d,Medium,Fundamental(F),"With the creation of the Supreme Court in Calcutta in 1774 many Hindus of Bengal became eager to learn the English language. In 1817, in collaboration with Scottish watchmaker, David Hare and Alexander Duff, Raja Rammohan Roy set up the Hindu College at Calcutta. The College formally opened on Monday, January 20, 1817 with twenty ‘scholars’. The control of the institution was vested in a body of two Governors and four Directors. In 1830, Raja Rammohan helped Alexander Duff in establishing the General Assembly’s Institution, by providing him the venue vacated by Brahma Sabha and getting the first batch of students."
53, <p>Who of the following Prime Minister sent Cripps Mission to India?</p>,(a)  James Ramsay MacDonald.,(b)  Stanley Baldwin .,(c)  Nevile Chamberlain.,(d)  Winston Churchill.,History of Modern India,d,Medium,Fundamental(F),"Sir Stafford Cripps (1889-1952) was a leading British politician who twice led unsuccessful high level missions appointed by the British Government, once under Winston Churchill and the second under Clement Atlee, in the hope of negotiating India’s independence by agreement. In March 1942 Churchill sent Cripps on a special mission to India, in the hope, which proved to be vain, that he would win the support of Nehru, Gandhi and Congress party in the war against Japan by promising that India should have assembly with powers to draft the Constitution of an independent state once the war was over."
54, <p>Who of the following is the author of a collection of poems called “Golden Threshold” ?</p>,(a)  Aruna Asaf Ali,(b)  Annie Besant,(c)  Sarojini Naidu,(d)  Vijayalakshmi Pandit,History of Modern India,c,Medium,Fundamental(F),Sarojini Naidu is well acclaimed for her contribution to poetry. Her poetry had beautiful words that could also be sung. Her collection of poems published in 1905 under the title “The Golden Threshold”.
55," <p>During the Indian Freedom Struggle, why did Rowlatt Act arouse popular indignation?</p>",(a)  It curtailed the freedom of religion,(b)  It suppressed the Indian traditional education,(c)  It authorized the government to imprison people without trial,(d)  It curbed the trade union activities,History of Modern India,c,Medium,Fundamental(F),"During the Vice-royalty of Lord Chelmsford, a sedition committee was appointed by the Government in 1918 with Justice Rowlatt which made certain recommendations to curb seditious activities in India. The Rowlatt 1919, gave unbridled powers to the government to arrest and imprison suspects, without trial. The act caused a wave of anger among the people. Gandhiji decided to fight against this act and he gave a call for Satyagraha on April 6, 1919."
56, <p>Which one of the following began with the Dandi March ?</p>,(a)  Home Rule Movement,(b)  Non-Cooperation Movement,(c)  Civil Disobedience Movement,(d)  Quit India Movement,History of Modern India,c,Medium,Fundamental(F),"To achieve the goal of Complete Independence, Gandhiji launched another civil disobedience movement in 1930. Alongwith 78 followers, Gandhiji started his famous march from Sabarmati Ashram on March 12, 1930 for the small village Dandi (Navsari district) to break the Salt Law. Gandhiji covered a distance of 240 miles in 24 days. On reaching the seashore on April 6, he broke the Salt Law by picking up salt from the seashore. By picking handful if salt, Gandhiji inaugurated the Civil Disobedience Movement, a movement that was to remain unsurpassed in the history of Indian National Movement for the countrywide mass participation it unleashed."
57, <p>Anekantavada is a core theory and philosophy of which one of the following?</p>,(a) Buddhism,(b) Jainism,(c) Sikhism,(d) Vaishnavism,Ancient and Medieval History,b,Easy,Fundamental(F),"<ul><li>Anekantavada is one of the most important and fundamental doctrines of Jainism. It refers to the principles of pluralism and multiplicity of viewpoints, the notion that truth and reality are perceived differently from diverse points of view, and that no single point of view is the complete truth. The origins of anekantavada can be traced back to the teachings of Mahavira (599-527 BCE), the 24th Jain Tirthankara.</li></ul>"
58, <p>With which one of the following movements is the slogan “Do or Die” associated? </p>,(a) Swadeshi Movement,(b)  Non-Cooperation Movement,(c) Civil Disobedience Movement,(d)  Quit India Movement,History of Modern India,d,Easy,Fundamental(F),"The All India Congress Committee met at Bombay on August 8, 1942, and passed the famous ‘Quit India’ resolution, proposing to start non-violent mass struggle to achieve this aim. On the night of this day, Gandhi gave his call of ‘Do or Die’. But before the Congress could start its non-violent movement, the government rounded up all the important leaders, including Gandhi in the morning of August 9. This unwise act of the government unleashed an unprecedented and country – wide wave of mass fury. Left leaderless and without any organization, the people reacted in any matter they could."
59, <p>Which of the following founded the Ahmedabad Textile Labour Association?.</p>,(a)  Mahatma Gandhi,(b)  Sardar Vallabhbhai Patel,(c)  N.M. Joshi,(d)  J.B. Kripalani,History of Modern India,a,Medium,Fundamental(F),"The Ahmedabad Mill strike gave Gandhi an urban, industrial base. In 1920, he founded the Ahmedabad Textile Labour Association, the union which afterwards set the tone of industrial relations in the city. Its approach was mild, but Gandhi’s standing with the workers guaranteed constructive response from the mill owners, who feared him."
60, <p>In the context of the Indian freedom struggle 16th October 1905 is well known for which one of the following reasons? </p>,(a)  The formal proclamation of Swadeshi Movement was made in Calcutta town hall .,(b) Partition of Bengal took effect.,(c)  Dadabhai Naoroji declared that the goal of Indian National Congress was Swaraj .,(d)  Lokmanya Tilak started Swadeshi Movement in Poona.,History of Modern India,b,Medium,Fundamental(F),"Partition of Bengal (1905): The partition, officially announced on July 4, 1905, came into effect on October 16, 1905. On the same day, the people of Bengal reacted in an unprecedented way by observing it as a day of mourning and organizing protest meetings. At a meeting held at the so-called ‘Federal Hall’, a resolution was adopted to launch the Swadeshi movement and adopt the slogan of ‘Bande Mataram’."
61," <p>In the “Individual Satyagraha”, Vinoba Bhave was chosen as the first Satyagrahi. Who was the second? </p>",(a)  Dr. Rajendra Prasad,(b)  Pandit Jawaharlal Nehru,(c)  C. Rajagopalachari,(d)  Sardar Vallabhbhai Patel,History of Modern India,b,Medium,Fundamental(F),"In October 1940, Gandhi selected Vinoba Bhave as the first Satyagrahi-civil resister-for the individual Satyagraha against the British, and Jawaharlal Nehru the second Satyagrahi. On October 31, 1940 Pt. Nehru was arrested for offering individual Satyagraha to protest against India’s forced participation in war. He was released along with the other leaders in December 1941."
62, <p>Consider the following statements :</p><p> The Cripps Proposals include the provision for -</p><p>1. Full independence for India .</p><p>2. Creation of Constitution making body.</p><p>Which of the statements given above is/are correct?</p>,(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,History of Modern India,b,Medium,Fundamental(F),"The Cripps Proposals – March-April 1942: Sir Stafford Cripps after discussions with the Indian leaders, announced his proposals in the form of a Draft Declaration, which may be summarized as:
i. The British Government’s object was the creation of a new Indian Union, which would have Dominion Status.
ii. A Constitution-making body, consisting of the elected representatives from the British Provinces and the Princely States was to be set up immediately after the war.
iii. The Constitution framed by this body would be accepted and implemented subject to two conditions (a) any province of British India not prepared to accept this Constitution would retain its present constitutional position. With such non-acceding provinces, the British might agree upon a new Constitution, giving them the same status as the Indian Union, (b) Every Princely State would be free to adhere to the Constitution or decline to do so.
iv. During the War an Executive Council would be set up, composed of leaders of the principal sections of the Indian people. But the British Government would retain control of the defence of India as a part of their war effort."
63," <p>During the freedom struggle, Aruna Asaf Ali was a major woman organizer of underground activity in:</p>",(a) Civil Disobedience Movement.,(b) Non-Cooperation Movement.,(c)  Quit India Movement .,(d)  Swadeshi Movement.,History of Modern India,c,Medium,Fundamental(F),"Aruna Asaf Ali (July 16, 1909, Kalka, Haryana—July 29, 1996) (born Aruna Ganguli), was an Indian independence fighter. She is widely remembered for hoisting the Congress flag at the Gowalia Tank maidan in Bombay during the Quit India Movement, 1942. Aruna was dubbed the Heroine of the 1942 movement for her bravery in the face of danger and was called Grand Old Lady of the Independence movement of her later years."
64, <p>With whose permission did the English set up their first factory in Surat?</p><p> </p>,(a)  Akbar,(b)  Jahangir,(c)  Shahjahan,(d)  Aurangzeb,Ancient and Medieval History,b,Medium,Factual,"Following the decision of the East India Company to open a factory at Surat (1608), Captain Hawkins arrived at Jahangir’s court (1609) to seek permission. Jahangir although initially willing to grant permission later refused due to Portuguese pressure. But when a Portuguese fleet was defeated by the English under Captain Best at Swally (near Surat) in 1612, a farman was issued by Jahangir permitting the English to erect a factory at Surat (1613)."
65," <p>In a dry cell (battery), which of the following are used as electrolytes ?</p>",(a)  Ammonium chlorine and Zinc chloride.,(b)  Sodium chloride and Calcium chloride.,(c)  Magnesium chloride and Zinc chloride.,(d)  Ammonium chloride and Calcium chloride.,Science and Technology,a,Difficult,tFundamental(F),"Zinc-carbon dry cell or battery is packaged in a zinc can that serves as both a container and anode. It was developed from the wet Leclanche cell. The cathode is a mixture of manganese dioxide and carbon powder. The electrolyte is a paste to zinc chloride and ammonium chloride in water. Zinc chloride cells are an improved version from the original ammonium chloride variety. Zinc-carbon batteries are the least expensive primary batteries and thus a popular choice by manufacturers when devices sold with batteries included. They can be used in remote controls, flashlights, toys, or transistor radios, where the power drain is not too heavy."
66, <p>Which one of the following planet has largest number of natural satellites or moons ?</p>,(a)  Jupiter,(b)  Mars,(c)  Saturn,(d)  Venus,Geography,a,Medium,Fundamental(F),"Natural Satellite, a body in space that orbits a larger body. The larger body is referred to as the satellite’s primary. Natural satellites that orbit planets are often called moons. Other objects in the solar system that sometimes have satellites include dwarf planets, Kuiper Belt Objects, centaurs, and asteroids. The term satellite is also used to refer to small galaxies that orbit larger galaxies.
 The best-known natural satellite is Earth’s moon. The Moon is unusually large relative to the size of its primary (Earth) and has a diameter about one-fourth the diameter of the planet. The Noon’s surface, like the surfaces of most of the natural satellites in the solar system, is heavily cratered and geologically inactive.
 Neither Mercury nor Venus has any natural satellites, but Mars has two small moons: Phobos and Deimos. Jupiter has more than 60 natural satellites, four of which are quite large: Io, Ganymede, Callisto, and Europa. These large moons were discovered by Galileo with an early telescope in 1910–the first moons detected around another planet. Active volcanoes cover Io, and scientists believe that oceans of water may hide beneath the icy crusts of Ganymde, Callisto, and Europa. All four of these moons are larger than the dwarf planet Pluto, and Ganymde is larger than the planet Mercury, as well. Saturn also has at least 60 natural satellites, the largest of which is Titan. Titan is bigger than Mercury, and is the only moon with a thick atmosphere. Enceladus, one of Saturn’s smaller moons, has active volcanism in the form of geysers that send out vast plumes of liquid water from the South Polar Region. Uranus has at least 27 moons, none of which is as large as Earth’s moon. Miranda, one of Uranus’s smaller moons, shows signs of terrific upheavals on its surface. Neptune’s largest natural satellite, Triton, is slightly larger than Pluto. Its surface appears to be continually reshaped by the freezing and thawing of nitrogen."
67, <p>Consider the following statements :</p><p>1. Sweet orange plant is propagated by grafting technique.</p><p>2. Jasmine plant is propagated by layering technique.</p><p>Which of the statements given above is/are correct?</p>,(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Basic Sciences,c,Medium,Fundamental(F),"Jasmine is an evergreen semi vining shrub. In India, the Jasmine plant is related to Lord Shiva and Lord Vishnu. Jasmine plant is mostly propagated in summer season through the softwood cuttings, semi hard wood cuttings and through simple layering. In this technique, roots are induced on a stem before it is detached from the parent plant. In layering, the lower branch closed to the ground is bent down and covered with moist soil. After some days roots from the branch, which soil. After some days roots develop from the branch, which can be cut and grown independently.
 Grafting: The process of joining together parts of two different plants of closely related varieties in such a manner that they live as one plant is called grafting. This is usually practiced among dicotyledonous plants, especially fruit trees. Of the two plants, one is rooted in the soil and is known as the stock. Sweet orange trees grafted on selected rootstocks fertilized with nitrogen, phosphorous and potassium."
68, <p>Which one of the following types of waves are used in a night vision apparatus ?</p>,(a)  Radio waves,(b)  Microwaves,(c)  Infra-red waves,(d)  None of the above,Basic Sciences,c,Medium,Fundamental(F),"Night vision is the ability to see in a dark environment. Whether by biological or technological means, night vision is made possible by a combination of two approaches: sufficient spectral range and sufficient intensity range.
 A night vision device (NVD) is a device comprising an infrared image intensified tube in a rigid casing, commonly used by military forces. But, after some time, night vision technology has become more widely available for civilian use, for example, photography, night lire observation, marine navigation and security. Now-a days, even some car manufacturers install portable night vision cameras on their vehicles."
69," <p>In the context of genetic disorders, consider the following : </p><p>A woman suffers from colour blindness while her husband does not suffer from it. They have a son and a daughter. In this context, which one of the following statements is most probably correct?</p>",(a)  Both children suffer from colour blindness.,(b)  Daughter suffers from colour blindness while son does not suffer from it.,(c)  Both children do not suffer from colour blindness.,(d)  Son suffers from colour blindness while daughter does not suffer from it.,Basic Sciences,d,Medium,Fundamental(F),"Colour blindness, a color vision deficiency, is the inability to perceive differences between some of the colors that others can distinguish. It is most often of genetic nature, but may also occur because of eye, nerve, or brain damage, or due to exposure to certain chemicals.
 Color blindness can be inherited genetically. It is most commonly inherited from mutations on the X chromosome but the mapping of the human genome has shown there are many causative mutations – mutations capable of causing color blindness originate from at least 19 different chromosomes and many different genes. These are some of the inherited diseases known to cause color blindness: Cone dystrophy, Cone-rod dystrophy, Achromatopsia (aka Rod Monochromatism, aka Stationery Cone Dystrophy, aka Cone Dysfunction Syndrome), Blue cone monochromatism, Retinitis pigmentosa (initially affects rods but can later progress to cones and therefore color blindness), Diabetes, Age-Relate Macular degeneration, Retinoblastoma, and Leber’s congenital amaurosis.
 Inherited color blindness can be congenital (from birth), or it can commence in childhood or adulthood. Depending on the mutation, it can be stationary, that is, remain the same throughout a person’s lifetime, or progressive. As progressive phenotypes involve deterioration of the retina and other parts of the eye, certain forms of color blindness can progress to legal blindness, i.e., an acuity of 6/60 or worse, and often leave a person with complete blindness.
 Color blindness always pertains to the one photoreceptors in retinas as the cones are capable of detecting the color frequencies of light.
 About 5-8 percent of males, but less than 1 percent of females, are color blind in some way or another, whether it be one color, a color combination, or another mutation. The reason males are at a greater risk of inheriting an X linked mutation is because males only have one X chromosome (XY with the Y chromosome being significantly shorter than the X chromosome), and females have two (XX); if the women inherit a normal X chromosome in addition to the one which carries the mutation, they will not display the mutation, while men have no ‘spare’ normal chromosome to override the chromosome which carries the mutation. If 5% of variants of a given gene are defective, the probability of a single copy being defective is 5%, but the probability that two copies are both defective is 0.05 x 0.05 = 0.0025, or just 0.25%."
70," <p>A person travels 12 km due North, then 15 km due East, after that 15 km due West and then 18 km due South. How far is he from the starting point?</p><p> </p>",(a)  6 km,(b)  12 km,(c)  33 km,(d)  60 km,Social issues,a,,,
71," <p>Six persons A, B, C, D, E and F are standing in a row. C and D are standing close to each other alongside E. B is standing beside A only. A is fourth from F. Who are standing on the extremes?</p><p> </p>",(a)  A and F,(b)  B and D,(c)  B and F,(d)  None of the above,gs_unclassified,c,,,
