Q. No,Question_HTML,Option_A,Option_B,Option_C,Option_D,Subject,Correct Option,Difficulty Level,Nature,Explanation_HTML
83, <p>Cristina Kirchner succeeded her husband to become President of a South American country. Which is that country?</p><p> </p>,(a)  Chile,(b)  Argentina,(c)  Colombia,(d)  Venezuela,Current Affairs,b,,,"Cristina Elisabeth Fernandez Wilhelm de Kirchner (born February 19, 1953), commonly known as Cristina Fernandez of Cristina Kirchner, is an Argentine lawyer and politician from the Justicialist Party and the current President of Argentina. She is the wife of former President of Argentina Nestor Kirchner. Before assuming the presidency she was a Senator for Buenos Aires Province and acted as First Lady during her husband’s term.
 In the October 2007 general election, Fernandez ran for the presidency of Argentina, representing the ruling Front for victory party. She won with 45.29% of the vote, a 22% lead over her nearest rival. This was one of the widest margins obtained by a candidate since democracy returned in 1983, and it avoided the need for a runoff election. She is Argentina’s second female president (after Israel Martinez), but the first to be elected. Sworn in on December 10, 2007, she became the first wife in history to be elected to succeed her husband as a president. Nestor Kirchner has also become the first First Gentleman in Argentine history."
84, <p>Who was the Viceroy of India when the Rowlatt Act was passed?</p><p> </p>,(a)  Lord Irwin,(b)  Lord Reading,(c)  Lord Chelmsford,(d)  Lord Wavell,History of Modern India,c,Medium,Factual,"The Rowlatt Act was law passed by the British Raj in India in March 1919,
Lord Chelmsford : 4 April 1916 – 2 April 1921
Lord Irwin : 3 April 1926 – 18 April 1931
Lord Reading : 2 April 1921 – 3 April 1926
Lord Wavell : 1 October 1943 – 21 February 1947"
85," <p>In the year 2007, an earthquake led to massive radioactive water leakage in the largest nuclear plant in the world. In which country did it occur? </p>",(a)  Germany,(b)  Canada,(c)  Japan,(d)  USA,Current Affairs,c,,,"A pair of powerful earthquakes shook Japan’s northwestern coast about 14 hours apart, killing at least eight people and injuring more than 800 in July 2007.
The Second quake, estimated at 6.6 intensity, appeared to be a separate event rather than an aftershock of the first. The quake minor tsunamis and buckled roads and bridges in the region.
Nuclear reactors at power plants in the affected area were shut down automatically, but the quake caused a small fire at an electrical transformer at the nuclear plant in Kashiwazaki, a coastal town close to the quake’s epicenter. A small amount of slightly radioactive water leaked from the plant into the sea."
86, <p>What is the approximate percentage of persons above 65 years of age in India’s current population?</p>,(a)  14-15%,(b)  11-12%,(c)  8-9%,(d)  5-6%,Geography,d,,,"<ul><li>According the Economic Survey 2005 (pp 215), Ministry of Finance, the population above 65 is expected to be nearly 5 per cent by 2006 reaching 8 per cent by 2026. But as per the 2001 Census itself the number of persons above 65 has reached 4 per cent. According to cia age structure in India (65 years and over): 5.2% (male 28,285,796/female 31,277,725).</li></ul>"
87, <p>Which one of the following is a spacecraft?</p><p> </p>,(a)  Apophis,(b)  Cassini,(c)  Spitzer,(d)  TechSar,Science and Technology,b,,,"Apophis is a near-Earth asteroid that caused a brief period of concern in December 2004 because initial observations indicated a relatively large probability (up to 2.7%) that it would strike the Earth in 2029. Additional observations provided improved predictions that eliminated the possibility of an impact on Earth or the Moon in 2029.
Cassini-Huygens is a three-axis stabilized spacecraft equipped for 27 diverse science investigations. The Cassini orbiter has 12 instruments and the Huygens probe had six. Equipped to thoroughly investigate all the important elements that the Saturn system may uncover, many of the instruments have multiple functions. The spacecraft communicates through one high-gain and two-low gain antennas.
The Spitzer Space Telescope is a NASA mission managed by the Jet Propulsion Laboratory.
TESCAR (also transcribed TechSAR) is the first Israeli SAR (Synthetic Apperture Radar) technology demonstration satellite. TECSAR combines high resolution with large area coverage using electronic beam steering. TECSAR 1 will be launched as the sole passenger on an Indian PSLV-CA launched vehicle instead of the originally planned Israeli Shavit-1."
88, <p>In which one of the following locations is the International Thermonuclear Experimental Reactor (ITER) project to be built? </p>,(a)  Northern Spain,(b)  Southern France,(c)  Eastern Germany,(d)  Southern Italy,Science and Technology,b,,,"ITER is a joint international research and development project that aims to demonstrate the scientific and technical feasibility of fusion power. The partners in the project – the ITER Parties – are the European Union (represented by EURATOM), Japan, the People’s Republic of China, India, the Republic of Korea, the Russian Federation and the USA. ITER will be constructed in Europe, at Cadarache in the South of France."
89," <p>What is the purpose of the US Space Agency’s Themis Mission, which was recently in the news?</p><p> </p>",(a)  To study the possibility of life on Mars .,(b)  To study the satellites of Saturn.,(c)  To study the colourful display of high latitude skies.,(d)  To build a space laboratory to study the stellar explosions.,Science and Technology,c,Medium,,"The Themis (Time History of Events and Macroscale Interactions during Substorms) mission built by scientists at the University of California, Berkeley’s Space Sciences Laboratory (SSL) and Swales Aerospace, comprising five identical probes, aims to gain new insights into the colourful displays in high-latitude skies. In particular, scientists want to understand what triggers a sudden brightening of the lights. The rocket carrying the probes launched at 1801 EST (2301 GMT)."
90," <p>Out of all the Biosphere Reserves in India, four have recognized on the World Network by UNESCO. Which one of the following is not one of them?</p>",(a)  Gulf of Mannar,(b)  Kanchenjunga,(c)  Nanda Devi,(d)  Sunderbans,Ecology and Environment,b,,,"<ul><li>Nanda Devi Biosphere Reserve (India), in the Himalayan Mountains in the northern part of the country, includes as core zones the Nanda Devi National Park/World Heritage site and the Valley of the Flowers National Park. Local communities in the Lata-Tolma-Malari and Pindari areas are benefiting from the development of alternative sources of income, such as ecotourism, and from the improvement of a rich variety of agricultural activities.</li></ul>"
91, <p>Which two countries follow China and India in the decreasing order of their populations?</p>,(a)  Brazil and USA,(b)  USA and Indonesia,(c)  Canada and Malaysia,(d)  Russia and Nigeria,Geography,b,,,"<ul><li>Country Population Date % of world’s population 1. People’s Republic of China 1,323,958,000 May 2008 19.85% 2. India 1,133,163,000 May 2008 16.99% 3. United States 304,139,000 May 2008 4.56% 4. Indonesia 231,627,000 May 2008 3.47% 5. Brazil 186,631,000 May 2008 2.8%</li></ul>"
92," <p>Amongst the following States, which one has the highest percentage of rural population to its total population (on the basis of the Census, 2001)?</p>",(a)  Himachal Pradesh,(b)  Bihar,(c)  Orissa,(d)  Uttar Pradesh,Geography,a,,,"<ul><li>H.P. Bihar Orissa U.P. Total P. 6,077,248-82,878,796-36,706,920-166,052,859 Rural P. 5,482,367-74,199,596-31,210,602-131,540,230 Urban P. 594,881-8,679,200-5,496,318-34,512,629 % Rural P. 90.21- 89.53- 85.03- 79.22 P. = Population</li></ul>"
93, <p>Match List-I with List-II and select the correct answer using the codes given below the lists: </p><p>                 List-I                                                                                 List-II </p><p>         (Organization)                             (Associated Convention/Person/Place/Headquarters)</p><p>A. Amnesty International.                                                          1. Viskuli </p><p>B. Common wealth of Independent States .                           2. Paris </p><p>C. Danube Commission.                                                              3. Peter Benenson</p><p> D. European Space Convention.                                                4. Belgrade Agency </p><p> </p><p>Code :</p><p>        A        B        C        D </p>,(a)    3        1         4        2,(b)    4        2         3        1,(c)    3         2        4         1,(d)    4        1         3         2,International Affairs and Institutions,a,,,"Amnesty International is an international non-governmental organization which defines its mission as “to undertake research and action focused on preventing and ending abuses of the rights to physical and mental integrity, freedom of conscience and expression, and freedom from discrimination, within the context of its work to promote all human rights. It was founded in London in July 1961 by English labor lawyer, Peter Benenson.
 The Commonwealth of Independent States is the international organization, or alliance, consisting of eleven former Soviet Republics: Armenia, Azerbaijan, Belarus, Georgia, Kazakhstan, Kyrgyzstan, Moldova, Russia, Tajikistan, Ukraine, and Uzbekistan. Turkmenistan discontinued permanent membership as of August 26, 2005, and is now an associate member.
 The Convention regarding the Regime of Navigation on the Danube signed in Belgrade on 18 August 1948 is the international legal instrument governing navigation on the Danube. The so-called Belgrade Convention is providing for free navigation on the Danube in accordance with the interests and sovereign rights of the Contracting Parties of the Convention aiming thereby at strengthening the economic and cultural relations among themselves and with other nations.
 The European Space Agency (ESA), established in 1975, is an intergovernmental organization dedicated to the exploration of space, currently with 17 member states. Headquartered in Paris."
94," <p>Match List-I with List-II and select the correct answer using the codes given below the lists:</p><p>     List-I (Person)                  List-II (Area) </p><p>A. K.P. Singh .                        1. Banking </p><p>B. Vikram Pandit.                 2. Fiction writing </p><p>C. Roopa Farooki .                3. Retail business </p><p>D. Kishore Biyani.                 4. Real estate </p><p><br data-mce-bogus=""1""/></p><p>Code :</p><p>                 A    B    C     D </p><p>      </p><br/>",(a)       4    2     3     1,(b)       3    1     2     4,(c)       3    2      1    4,(d)       4    1 2 3,,d,,,"Kushal Pal Singh (K.P. Singh) was born on August 15, 1931, at Bulandshahar in Uttar Pradesh. Today the presides over DLF Universal Limited, India’s largest real estate developer.
 Vikram Pandit is the current CEO of Citigroup. Pandit was the President and Chief Operating Officer of the Institutional Securities and Investment Banking Group at Morgan Stanley for two decades, where he was responsible for the overall management of the group and focused on the trading, sales, and infrastructure aspects of the business (2000-2005).
 Roopa Farooki was born in Lahore in Pakistan, and brought up in London. She graduated from New College, Oxford in 1995 and worked in advertising before turning to write fiction. He debut novel Bitter Sweets was shortlisted for the 2007 Orange New Writers Award.
 Kishore Biyani is the MD of Pantaloon Retail. He is the undisputed King of Retail who revolutionized the art of selling when he stormed the market with his hypermarket chain Big Bazaar."
95, <p>Where was the World Summit on Sustainable Development (Rio + 10) held?</p><p> </p>,(a)  Davos,(b)  Nova Scotia,(c)  Johannesburg,(d)  Shanghai,Ecology and Environment,c,,,"The World Summit on Sustainable Development (WSSD) held from August 26 to September 4, 2002 in Johannesburg, South Africa. The year 2002 marks the ten-year anniversary of the ‘Earth Summit’ held in Rio de Janeiro. One of the objectives of the upcoming summit is to evaluate the ten years that have passed since Rio; accordingly, this summit has been dubbed ‘Rio+10’."
96," <p>Consider the following statements:</p><ol><li>Clean Development Mechanism (CDM) in respect of carbon credits in one of the Kyoto Protocol Mechanisms.</li><li>Under the CDM, the projects handled pertain only to the Annex-I countries.</li></ol><p>Which of the following statements given above is/are correct?</p>",(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Ecology and Environment,a,Medium,Factual,"<ul><li>The Clean Development Mechanism (CDM) is an arrangement under the Kyoto Protocol allowing industrialized countries with a greenhouse gas reduction commitment (called Annex 1 countries) to invest in projects that reduce emissions in developing countries as an alternative to more expensive emission reductions in their own countries. A crucial feature of an approved CDM carbon project is that it has established that the planned reductions would not occur without the additional incentive provided by emission reductions credits, a concept known as ""additionality"".</li></ul>"
97," <p>Which of the following are among the million-plus cities in India on the basis of data of the Census, 2001?</p><p>1. Ludhiana</p><p>2. Kochi</p><p>3. Surat</p><p>4. Nagpur</p><p>  Select the correct answer using the code given below:</p><p>Code :</p>","(a)  1, 2 and 3 only","(b)  2, 3 and 4 only",(c)  1 and 4 only,"(d)  1, 2, 3 and 4 only",Geography,d,,,"<ul><li>City Population Surat 2,811,614 Nagpur 2,129,500 Ludhiana 1,398,467 Kochi 1,355,972.</li></ul>"
98, <p>Which of the following are the public sector undertakings of the Government of India? </p><p>1. Balmer Lawrie and Company Ltd. </p><p>2. Dredging Corporation of India .</p><p>3. Educational Consultants of India Ltd. </p><p>Select the correct answer using the code given below:</p><p> </p>,(a)  1 and 2 only,(b)  2 and 3 only,(c)  1 and 3 only,"(d)  1, 2 and 3",Economics,d,,,"Balmer Lawrie and Co. Ltd. is a public limited company with 61.8% shareholding by Balmer Lawrie Investments Limited, a Government of India company and hence a government company within the meaning of section 617 of the Companies Act, 1956.
Dredging Corporation of India is a schedule B and a MINI RATNA-CATEGORY-I Public Sector Enterprise. DCI is one among the Public Sector Undertakings of India in which the Government has disinvested it’s share holding.
Educational Consultants India Ltd. (Ed.CIL) is a Government of India enterprise offering consultancy and technical services in different aspects of education and human resource development, not only within India but on a global basis. It seeks to meet today’s social, economic and environmental challenges through institutional development."
99," <p>Under which one of the following Constitution Amendment Act, four languages were added to the languages under the Eighth Schedule of the Constitution of India, thereby raising their number to 22?</p><p> </p>",(a)  Constitution (Ninetieth Amendment) Act.,(b)  Constitution (Ninety-first Amendment) Act.,(c)  Constitution (Ninety-second Amendment) Act.,(d)  Constitution (Ninety-third Amendment) Act.,Polity and Governance,c,,,"<ul><li>Constitution (Ninety-Second Amendment) Act: Amendment of Eighth Scheduled: In the Eights Schedule to the Constitution: a) existing entry 3 shall be re-numbered, the following entries shall be inserted, namely:- 3. Bodo. 4. Dogri.; b) existing entries 4 to shall respectively be re-numbered as entries 6 to 9; c) existing entry 8 shall be re-numbered as entry 11 and before entry 11 as so renumbered, the following entry shall be inserted, namely: - 10. Maithili.; d) existing entries 9 to 14 shall respectively be re-numbered as entries 12 to 17; e) existing entry 15 shall be re-numbered as entry 19 and before entry 19 as so re-numbered, the following entry shall be inserted, namely: - 18. Santhali.; f) existing entries 16 to 18 shall respectively be re-numbered as entries 20 to 22.</li></ul>"
100, <p>Consider the following statements: </p><p>The Constitution of Indian provides that:</p><ol><li>The Legislative Assembly of each State shall consist of not more than 450 members chosen by direct election from territorial constituencies in the State.</li><li>A person shall not be qualified to be chosen to fill a seat in the Legislative Assembly of a State if he/she is less than 25 years of age.</li></ol><p>Which of the following statements given above is/are correct?</p>,(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Polity and Governance,b,,,<ul><li>The Legislative Assembly is the lower house of state legislature in India. Members of the Vidhan Sabha are direct representatives of the people of the particular state as they are directly elected by an electorate consisting of all adult citizens of that state. Its maximum size as outlined in the Constitution of India is not more than 500 members and not less than 60. A person can become a member of the Legislative Assembly of the state if she is i) a citizen of India ii) not less than 25 years of age to be member of the Legislative Assembly.</li></ul>
101, <p>Which of the following is/are included in the Directive Principles of State Policy?</p><ol><li>Prohibition of traffic in human beings and forced labour.</li><li>Prohibition of consumption except for medicinal purposes of intoxicating drinks and of other drugs which are injurious to health.</li></ol><p>Select the correct answer using the code given below:</p><p>Code :</p>,(a)  1 only,(b)  2 only,(c)  Both 1 and 2 only,(d)  Neither 1 nor 2,Polity and Governance,b,Easy,Factual,"<ul><li>The directive principles commit the State to raise the level of nutrition and the standard of living and to improve public health, particularly by prohibiting intoxicating drinks and drugs injurious to health except for medicinal purposes.</li></ul>"
102," <p>How is the United Nations Monetary and Financial Conference wherein the agreements were signed to set up IBRD, GATT and IMF, commonly known?</p>",(a)  Bandung Conference,(b)  Bretton Woods Conference,(c)  Versailles Conference,(d)  Yalta Conference,International Affairs and Institutions,b,,,"The Bretton Woods system of monetary management established the rules for commercial and financial relations among the world’s major industrial states. The Bretton Woods system was the first example of a fully negotiated monetary order intended to govern monetary relations among independent nation-states.
Preparing to rebuild the international economic system as World War II was still raring, 730 delegates from all 44 Allied nations gathered at the Mount Washington Hotel in Bretton Woods, New Hampshire, United States, for the United Nations Monetary and Financial Conference. The delegates deliberated upon and signed the Bretton Woods Agreements during the first three weeks of July 1944.
Setting up a system of rules, institutions, and procedures to regulate the international monetary system, the planners at Bretton Woods established the International Bank for Reconstruction and Development (IBRD) (now one of five institutions in the World Bank Group) and the International Monetary Fund (IMF). These organizations became operational in 1945 after a sufficient number of countries had ratified the agreement.
The chief features of the Bretton Woods system were an obligation for each country to adopt a monetary policy that maintained the exchange rate of its currency within a fixed value–plus or minus once percent–in terms of gold and the ability of the IMF to bridge temporary imbalances of payments. In the face of increasing strain, the system collapsed in 1971, following United States’ suspension of convertibility from dollars to gold. This created the unique situation whereby the United States dollar became the “reserve currency” for the Nations who signed."
103, <p>Where was the first desalination plant in India to produce one lakh litres freshwater per day based on low temperature thermal desalination principle commissioned?</p>,(a)  Kavaratti,(b)  Port Blair,(c)  Mangalore,(d)  Valsad,Science and Technology,a,,,"<ul><li>The first even Desalination Plant in the country to produce one lakh litres per day freshwater based on Low Temperature Thermal Desalination principle was successfully commissioned in May 2005, at Kavaratti, Lakshadweep islands. A 10-lakh (1 million) litre per day (MLPD) barge-mounted (offshore) desalination plant with a new design was commissioned in April 2006, near Chennai.</li></ul>"
104, <p>Which of the following pairs are correctly matched? </p><p>                 Institute                                           Location.</p><p>1. National Centre for Cell Science Mysore .</p><p>2. Centre for DNA Fingerprinting and Diagnostic Hyderabad.</p><p>3. National Brain Research Centre Gurgaon Select the correct answer using the code given below: .</p>,"(a)  1, 2 and 3",(b)  1 and 2 only,(c)  2 and 3 only,(d)  1 and 3 only,Science and Technology,c,,,"The National Centre for Cell Science (NCCS) took birth as National Tissue Culture Facility in March 11, 1986 with a mandate of basic research, teaching and training, and as a national repository for cell lines/hybridomas etc. The centre is located in the midst of academically enriched environment of University of Pune campus, Pune.
Centre for DNA Fingerprinting and Diagnostics is an autonomous institution supported by the Department of Biotechnology (DBT), Ministry of Science and Technology, Government of India and is engaged in providing services and carrying out basic and applied research in the Bioinformatics and sun CoE, Diagnostics, DNA Fingerprinting, Instrumentation. Its headquarter is in Hyderabad.
National Brain Research Centre is an Autonomous Institute of Department of biotechnology, Ministry of Science and Technology, Government of India. Its headquarter is in Gurgaon."
105, <p>With which one of the following is BRIT (Government of India) engaged?</p>,(a)  Railway Wagons,(b)  Information Technology,(c)  Isotope Technology,(d)  Road Transport,Science and Technology,c,,,"BRIT (Broad of Radiation and Isotope Technology) was constituted in 1989. Its headquarter is at Navi Mumbai. BRIT offers following services to its customers
• Project Consultancy in setting up of Radiation Processing Plant
• Radiation Processing Services
• Gamma Scanning of Industrial Process Columns
• Blockage and Leak Detection in Buried Cross Country Pipelines
• Radiometry of Shielded Containers
• Residence Time Distribution Studies for the Reaction Vessels
• Sediment Transport Studies for the Port
• Hydrology and Tracer Studies
• Irradiation Services in Research Reactors for Neutron Activation Analysis and Radiation Damage Studies"
106," <p>Which one of the following is the correct sequence in respect of the Roman numerals – C, D, L and M?</p>",(a)  C > D > L > M,(b)  M > L > D > C,(c)  M > D > C > L,(d)  L > C > D > M,gs_unclassified,c,,,"Roman Digits are used to express Roman Numerals. Commonly known are the digits I, V, X, L, C, D and M. But more digits do exists, although they are not used in these days where sometimes Roman Numerals are used as (for example) index page numbers. Following digit exist.
I (1), V (5), X (10), L (50), S (90), C (100), Y (150), G (400), D (500), M (1000), Z (2000)
Hence, the correct sequence in respect of Roman numberal – C, D, L and M is M &gt; D &gt; C &gt; L."
107, <p>Who among the following scientists shared the Nobel Prize in Physics with his son?</p>,(a)  Max Planck,(b)  Albert Einstein,(c)  William Henry Bragg,(d)  Enrico Fermi,Basic Sciences,c,,,"William Henry Bragg shared the Nobel prize in Physics in 1915 with his son, William Lawrence Bragg. William Lawrence Bragg, who was only 25 when the shared the 1915 Nobel Prize in Physics with his father William Henry Bragg, is the youngest person over to win a Nobel Prize.
Max Planck: Nobel Prize in Physics 1918 (awarded 1919)
Albert Einstein: Nobel Prize in Physics 1921 “for his services to Theoretical Physics, and especially for his discovery of the law of the photoelectric effect.”
Enrico Fermi: Nobel Prize in Physics in 1938 for his work on induced radioactivity."
108, <p>Who among the following translated the Autobiography of Madam Curie in Hindi? </p>,(a)  Atal Bihari Vajpayee .,(b)  Lala Bahadur Shastri.,(c)  Choudhary Charan Singh .,(d)  Gobind Vallabh Pant.,History of Modern India,b,,,"Lal Bahadur Shastri, in 1942, had come out after a year in prison, traveled to Allahabad. For a week, he sent instructions to the freedom fighters from Jawaharlal Nehru’s home, Anand Bhavan. A few days later, he was arrested and imprisoned until 1946. During his stay in prison, he spent time reading books and became familiar with the works of western philosophers, revolutionaries and social reformers. He also translated the autobiography of Madam Curie into Hindi language."
109," <p>Among the following, which one has the minimum population on the basis of data of Census of India, 2001?</p>",(a)  Chandigarh,(b)  Mizoram,(c)  Puducherry,(d)  Sikkim,Geography,d,,,"<ul><li>As of 2001 India census, Chandigarh had a population of 900,635, making for a density of about 7900 persons per square kilometer. The population of Mizoram at the 2001 census stood at 888,573. Mizoram ranks first in India with a literacy rate of 91.1%? The population of Puducherry (Pondicherry) at the Census 2001 was 974345. The population of Sikkim is 0.54 million according to 2001 census and is scattered over 4 district and 452 villages. The State has the density of 76 persons per sq. km. As against decadal growth rate of 21.54% at the national level, the population of the State has grown by 33.06% over the period 1991-2001.</li></ul>"
110," <p>Consider the following statements in respect of a jet engine and a rocket:</p><p>1. A jet engine uses the surrounding air for its oxygen supply and so is unsuitable for motion in space.</p><p>2. A rocket carries to own supply of oxygen in the gas form, and fuel.</p><p>Which of the statements given above is/are correct?</p>",(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Science and Technology,a,,,"Rockets are perfect for space travel because they carry their fuel and oxygen supply with them. In fact, most of the mass of the rocket on the ground is in the form of fuel and oxidizer. In space, the burning fuel is ejected from the rear of the rocket. This action produces a reaction force on the rocket body which propels it forward. Note that there is no need for any air to “push against” for the rocket to work. Newton’s Third Law assures us that ejection of an object from the system MUST propel the system in the opposite direction. The propulsive force is referred to as the thrust of the rocket."
111, <p>Which one of the following laser types is used in a laser printer?</p>,(a)  Dye laser,(b)  Gas laser,(c)  Semiconductor laser,(d)  Excimer laser,Science and Technology,c,,,"Applications of Dye laser: Research, spectroscopy, birthmark removal, isotope separation.
A gas laser is a laser in which an electric current is discharged through a gas to produce light. The first gas laser, the Helium-neon, was co-invented by American physicist William R. Bennett, Jr. and Iranian physicist Ali Javan in 1960. Advantages: High volume of active material, Active material is relatively inexpensive, Almost impossible to damage the active material, Heat can be removed quickly from the cavity.
Applications of Semicundoctor laser: Telecommunications, holography, printing, weapons, machining, welding, pump sources for other lasers.
An excimer laser is a form of ultraviotet laser which is commonly used in eye surgery and semicundoctor manufacturing."
112, <p>Consider the following statements:</p><p>1. A widely used musical scale called diatonic scale has seven frequencies.</p><p>2. The frequency of the note Sa is 256 Hz and that of Ni is 512 Hz.</p><p>Which of the statements given above is/are correct?</p>,(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Indian Art and Culture,a,,,"In music theory, a diatomic scale is a seven-note musical scale comprising five whole-tone and two half-tone steps, in which the half-steps are maximally separated. Thus between each of the two half-steps lie either two or three whole-steps, with the pattern repeating at the octave.
 The musicians read the notes, interpret them according to “Sa, Re, Ga, Ma…” or “Do, Re, Me…”, etc. For Sa, the frequency is 256 Hz, similarly, for Re, it is 288 Hz and for Ga, it is 320 Hz and so on."
113, <p>What was Rubies and Sapphires chemically known as?</p>,(a)  Silicon dioxide,(b)  Aluminium oxide,(c)  Lead tetroxide,(d)  Boron nitride,Basic Sciences,b,,,"Corondum is the mineral of which rubies and sapphires are varieties. The chemical symbol is Al2O3. When the corundum is red, it’s ruby. When it’s any other color, it’s a sapphire. Not always a blue sapphire. Sometimes it’s a yellow sapphire. Or a green sapphire. Or black, or pink, etc. They consist or aluminium oxide crystals containing impurities which dote them with their various tints: titanium and iron for the blue of the sapphire, chromium and vanadium for the end of rubies."
114, <p>Which one of the following is also called Stranger Gas?</p>,(a)  Argon,(b)  Neon,(c)  Xenon,(d)  Nitrous oxide,Basic Sciences,c,,,"Xenon (Modern Latin: from Greek, xenon, “stranger”; gas). Xenon has the symbol Xe and atomic number 54. A colorless, heavy, odorless noble gas, xenon occurs in the earth’s atmosphere in trace amounts. Although generally unreactive, xenon can undergo a few chemical reactions such as the formation of xenon hexafluoroplatinate, the first noble gas compound to be synthesized.
Xenon is used in flash lamps and arc lamps, and as a general anesthetic."
115, <p>Mixture of which one of the following pairs of gases is the cause of occurrence of most of the explosions in mines?</p>,(a)  Hydrogen and oxygen,(b)  Oxygen and acetylene,(c)  Methane and air,(d)  Carbon dioxide and methane,Basic Sciences,c,Medium,Factual,"<ul><li>Mixture of methane, coal dust and air can produce a shock wave that travels as much as 6 times the speed of sound through the time workings. Confinement is a physical factor to consider in the development of the explosion. The shock waves begins to occur as the expanding gases accelerate into the ambient air. This can be exacerbated in the mining environment because the paths of release are limited.</li></ul>"
116," <p>Which of the following pairs of metals constitutes the lightest metal and the heaviest metal, respectively?</p><p> </p>",(a)  Lithium and mercury .,(b)  Lithium and osmium.,(c)  Aluminium and osmium.,(d)  Aluminium and mercury.,Basic Sciences,b,,,"The lightest mental in the periodic table is lithium (Li) with atomic number 3. However, the metal with the highest strength to weight ratio is titanium (Ti). Lithium metal is extremely soft (and highly reactive) and so is unusable for most applications, but one atom of Li weighs 1/7th of an atom of Ti.
Osmium is a hard metallic element which has the greatest density of all known elements. It is twice as heavy as lead, and has a specific gravity of 22.59. (The specific gravity of lead is 11.35; gold is 19.35; and platinum is 21.45.) Osmium has an atomic weight of 190.2 and its atomic number is 76."
117, <p>How much is one barrel of oil approximately equal to?</p>,(a)  131 litres,(b)  159 litres,(c)  257 litres,(d)  321 litres,Basic Sciences,b,,,"The barrel is the name of several units of volume:
• Oil barrel: 42 US gallons, 158.9873 litres, or 34.9723 Imperial (UK) gallons.
• UK beer barrel: 36 UK gallons (163.7 litres).
• US beer barrel: 31 US gallons (117.3 litres), the result of tax law definitions.
• US non-bear liquid barrel: 31½ US gallons (119.2 litres), or half a hogshead.
• US dry barrel: 105 dry quarts (115.6 litres)
• Somali water barrel: 200 litres – used in Horn of Africa to measure water and diesel."
118, <p>Who among the following Gandhian followers was a teacher by profession?</p>,(a)  A.N. Sinha,(b)  Braj Kishore Prasad,(c)  J.B. Kriplani,(d)  Rajendra Prasad,History of Modern India,c,Medium,Factual,"Kripalani, J.B. (1888-1982) – He was professor of English and History. Kripalani came in contact with Gandhi in 1917 during Champaran Satyagraha. He served as General Secretary of the Congress from 1934-1945. He took part in all the movements since 1921 and was imprisoned number of times."
119, <p>Which one of the following was a journal brought out by Abul Kalam Azad?</p>,(a)  Al-Hilal,(b)  Comrade,(c)  The Indian Sociologist,(d)  Zamindar,History of Modern India,a,Medium,Factual,"Abul Kalam Azad was a Muslim scholar and a senior political leader of the Indian independence movement. He was one of the most prominent Muslim leaders to support Hindu-Muslim unity, opposing the partition of India on communal lines. He established an Urdu weekly newspaper in 1912 called Al-Hilal and openly attacked British police while exploring the challenges facing common people."
120, <p>Where was the First Session of the Indian National Congress held in December 1885?</p>,(a)  Ahmadabad,(b)  Bombay,(c)  Calcutta,(d)  Delhi,History of Modern India,b,Medium,Factual,"The first Session of INC was held from 28-31 December 1885, and was attended by 72 delegates. The first meeting was scheduled to be held in Pune, but due to a plague outbreak there, the meeting was later shifted to Bombay."
121, <p>Which of the following pairs is/are correctly matched?</p><p>1. Francis Collins   :    Mapping human genome.</p><p>2. Sergey Brin        :    Google Search Engine .</p><p>3. Jimmy Wales     :     Wikipedia </p><p>Select the correct answer using the code given below:</p>,(a)  1 and 2 only,(b)  2 and 3 only,(c)  3 only,"(d)  1, 2 and 3",Current Affairs,d,,,"Francis S. Collins is an American physician-geneticist, noted for his landmark discoveries of disease genes, and his leadership of the Human Genome Project (HGP). He is the director of the National Human Genome Research Institute (NHGRI), one of the 27 institutes and centers that make up the National Institutes of Health in Bethesda, Maryland.
Sergey Brin is a Russian-born American entrepreneur who co-founded Google with Larry Page. He is also the fourth-youngest billionaire in the world.
Jimmy Donal “Jimbo” Wales is an American best known for his role in co-founding Wikipedia, a free open content encyclopedia, in 2001. He serves on the Board of Trustees of the Wikimedia Foundation, holding the board-appointed “community founder” seat, and is a founder of Wikia, a privately owned free web hosting service set up by Wales in 2004."
122, <p>What does S &amp; P 500 relate to? </p>,(a)  Supercomputer.,(b)  A new technique in e-business.,(c)  A new technique in bridge building.,(d)  An index of stocks of large companies.,International Affairs and Institutions,d,,,"The S&amp;P 500 is a stock market index containing the stocks of 500 Large-Cap corporations, most of which are American. The index is the most notable of the many indices owned and maintained by Standard &amp; Poor’s, division of McGraw-Hill. S&amp;P 500 is used in reference not only to the index but also to the 500 companies that have their common stock included in the index."
