Q. No,Question_HTML,Option_A,Option_B,Option_C,Option_D,Subject,Correct Option,Difficulty Level,Nature,Explanation_HTML
22, <p>Consider the following statements:</p><p>Statement-I:</p><p>Marsupials are not naturally found in India.</p><p>Statement-II:</p><p>Marsupials can thrive only in montane grasslands with no predators.</p><p>Which one of the following is correct in respect of the above statements? </p>,(a) Both Statement-I and Statement-II are correct and Statement-II is the correct explanation for Statement-I,(b) Both Statement-I and Statement-II are correct and Statement-II is not the correct explanation for Statement-I,(c) Statement-I is correct but Statement-II is incorrect,(d) Statement-I is incorrect but Statement-II is correct,Environment,c,Medium,Current Affairs(CA),"<p>Marsupials: Marsupials give birth to a tiny, immature embryo. The embryo then continues to grow and develop in a pouch on the mother's belly. Marsupial development is less risky for the mother. However, the embryo is fragile, so it may be less likely to survive than the fetus of a placental mammal.</p><p>Characteristics of marsupials include small birth size, short gestation period, the presence of pouches or protective skin folds used to protect offspring during their development outside the uterus, unique reproductive anatomy, and the lack of a corpus callosum in their brains.The largest and most-varied assortment of marsupials—some 200 species—is found in Australia, New Guinea, and neighbouring islands, where they make up most of the native mammals found there. <strong>They are not restricted to montane grasslands. Hence statement I is correct and statement II is not correct.</strong></p>"
23, <p>Invasive species Specialist Group' (that develops Global Invasive Species Database) belongs to which one of the following organizations? </p>,(a) The International Union for Conservation of Nature,(b) The United Nations Environment Programme,(c) The United Nations World Commission for Environment and Development.,(d) The World Wide Fund for Nature,Environment,a,Medium,Current Affairs(CA),"<ul><li>The Invasive Species Specialist Group (ISSG) is a global network of scientific and policy experts on invasive species, organized under the auspices of the Species Survival Commission (SSC) of the International Union for Conservation of Nature (IUCN). <strong>Hence option (a) is the correct answer.</strong></li><li>The ISSG promotes and facilitates the exchange of invasive species information and knowledge across the globe and ensures the linkage between knowledge, practice and policy so that decision making is informed. The two core activity areas of the ISSG are policy and technical advice, and information exchange through our online resources and tools and through networking.</li></ul>"
24, <p>Consider the following fauna:</p><p>1. Lion-tailed Macaque</p><p>2. Malabar Civet</p><p>3. Sambar Deer</p><p>How many of the above are generally nocturnal or most active after sunset?</p>,(a) Only one,(b) Only two,(c) All three,(d) None,Environment,a,Difficult,tFundamental(F),"<ul><li>The lion-tailed macaque is a rainforest dweller, often being found in the upper canopy of tropical moist evergreen forests or monsoon forests. It is diurnal, meaning it is active exclusively in daylight hours. <strong>Hence option 1 is not correct.</strong></li><li>The Malabar civet is considered nocturnal and so elusive that little is known about its biology and ecology apart from habitat use. <strong>Hence option 2 is correct.</strong></li><li>Sambar deer are either crepuscular (active at dusk and dawn) animals. <strong>Hence option 3 is not correct.  </strong></li></ul>"
25, <p>Which of the following organisms perform waggle dance for others of their kin to indicate the direction and the distance to a source of their food? </p>,(a) Butterflies,(b) Dragonflies,(c) Honeybees,(d) Wasps,Environment,c,Medium,Current Affairs(CA),"<p>The honey bee dance – also known as the waggle dance, is a form of communication performed by worker honey bees to other members of the honey bee colony. The waggle dance was famously decoded by Austrian scientist, Karl von Frisch.</p><p>The waggle dance - the direction the bee moves in relation to the hive indicates direction; if it moves vertically the direction to the source is directly towards the Sun. The duration of the waggle part of the dance signifies the distance. <strong>Hence option (c) is the correct answer.</strong></p>"
26, <p>Consider the following statements:</p><p>1. Some mushrooms have medicinal properties.</p><p>2. Some mushrooms have psychoactive properties.</p><p>3. Some mushrooms have insecticidal properties.</p><p>4. Some mushrooms have bioluminescent properties. </p><p>How many of the above statements are correct?</p>,(a) Only one,(b) Only two,(c) Only three,(d) All four,Environment,d,Medium,Fundamental(F),"<p>1. Pleurotus or “oyster mushroom” possesses medicinal properties and health-promoting effects. These species have been used as medicinal mushrooms for long time since they contain several compounds with important pharmacological/nutraceutical properties. <strong>Hence statement 1 is correct.</strong></p><p>2. Psilocybin or magic mushrooms are naturally occurring and are consumed for their hallucinogenic effects. They are psychedelic drugs, which means they can affect all the senses, altering a person's thinking, sense of time and emotions. <strong>Hence statement 2 is correct.</strong></p><p>3. Recently, an increasing number of mushrooms have been found to contain insecticidal compounds. Among these are species of Lactarius (Russulaceae), which react to wounding by exuding a milky fluid and/or color change reactions (Ramsbottom, 1954), which could be a warning reaction. <strong>Hence statement 3 is correct.</strong></p><p>4. Some mushrooms use luciferins—light-emitting compounds found in other glowing animals and plants—to attract insects. <strong>Hence statement 4 is correct.</strong></p>"
27, <p>Consider the following statements regarding the Indian squirrels:</p><p>1. They build nests by making burrows in the ground.</p><p>2. They store their food materials like nuts and seeds in the ground.</p><p>3. They are omnivorous.</p><p>How many of the above statements are correct? </p>,(a) Only one,(b) Only two,(c) All three,(d) None,Environment,b,Difficult,tFundamental(F),"<p>Squirrels are generally small to medium-size rodents but there are few species that are giant in size like Malabar giant squirrel and Malayan giant squirrel. Giant tree squirrels are the members of the squirrel family, They are arboreal species and live mostly on trees in the forest but now also have adapted to human environments. <strong>Hence statement 1 is not correct.</strong></p><p>To prepare for colder months, squirrels cache food during the spring and summer by gathering extra nuts. They bury the surplus in the area surrounding their nests, splitting it into different underground pantries to save for later. <strong>Hence statement 2 is correct.</strong></p><p>While nuts and fruits make up a majority of its diet, the Indian sun squirrel will also eat insects, other smaller mammals, and reptiles. <strong>Hence statement 3 is correct.</strong></p>"
28, <p>Consider the following statements:</p><p>1. Some microorganisms can grow in environments with temperature above the boiling point of water.</p><p>2. Some microorganisms can grow in environments with temperature below the freezing point of water.</p><p>3. Some microorganisms can grow in highly acidic environment with a pH below 3.</p><p>How many of the above statements are correct?</p>,(a) Only one,(b) Only two,(c) All three,(d) None,Environment,c,Medium,Fundamental(F),"<p><strong>Statement 1 is correct:</strong> Pyrolobus fumarii, an archaeon living at 113 °C in Atlantic hydrothermal vents.Pyrococcus furiosus, an archaeon which thrives at 100 °C, first discovered in Italy near a volcanic vent.</p><p><strong>Statement 2 is correct:</strong> Psychrophiles or cryophiles (adj. psychrophilic or cryophilic) are extremophilic organisms that are capable of growth and reproduction in low temperatures, ranging from −20 °C (−4 °F) to 20 °C (68 °F).</p><p><strong>Statement 3 is correct: </strong>Acidophiles are microorganisms that show optimal growth in highly acidic environments. These are of two types. The extreme acidophiles dwell in environments with a pH value &lt;3, and moderate acidophiles grow optimally in conditions having pH values ranging between 3 and 5.</p>"
29, <p>Which one of the following makes a tool with a stick to scrap insects from a hole in a tree or a log of wood?</p>,(a) Fishing cat,(b) Orangutan,(c) Otter,(d) Sloth bear,Environment,b,Difficult,tFundamental(F),"<p>In animal tool use, the physical aspects of mediation are easy to see: a chimpanzee might use its hand to strike a surface with some force; if the chimpanzee strikes with a stone in its hand, the force isamplified. An orangutan might reach into a hole with its finger; a stick held in its hand will reach farther or into narrower openings.  </p>"
30, <p>Consider the following:</p><p>1. Aerosols</p><p>2. Foam agents</p><p>3. Fire retardants</p><p>4. Lubricants</p><p>the making of how many of the above are hydrofluorocarbons used? </p>,(a) Only one,(b) Only two,(c) Only three,(d) All four,Environment,c,Difficult,tFundamental(F),"<p>Hydrofluorocarbons (HFCs) are a group of industrial chemicals primarily used for cooling and refrigeration. </p><p>HFCs are entirely man-made. They are primarily produced for use in refrigeration, air-conditioning,<strong> insulating foams and aerosol propellants,</strong> with minor uses as solvents and for <strong>fire protection.</strong></p><p>HFCs were developed to replace stratospheric ozone-depleting substances that are currently being phased out under the Montreal Protocol on Substances that Deplete the Ozone Layer.Though HFCs currently represent around 1% of total greenhouse gases, their impact on global warming can be hundreds to thousands of times greater than that of carbon dioxide per unit of mass. </p><p>Kigali Amendment to phase down HFCs under the Montreal Protocol entered into force in 2019. Under the amendment, countries commit to cut the production and consumption of HFCs by more than 80% over the next 30 years. </p>"
31, <p>Consider the following statements:</p><p>1. Jhelum River passes through Wular Lake.</p><p>2. Krishna River directly feeds Kolleru Lake</p><p>3. Meandering of Gandak River formed Kanwar Lake.</p><p>How many of the statements given above are correct? </p>,(a) Only one,(b) Only two,(c) All three,(d) None,Geography,a,Difficult,tFundamental(F),"<p>Wular Lake is the 2nd largest fresh-water lake of Asia, situated on the foothills of Haramuk Mountain. It is spread in a total area of 200 square km covering almost 24 km in length while its breadth is 10 km. The lake lies between the towns of Sopur and Bandippore, in Sangrama, near Baramulla Road. <strong>Main source of water for Wular Lake is River Jhelum.</strong> This lake also has a small island in its center called the ‘Zaina Lank’. This island was constructed by King Zainul-Abi-Din. Wular Lake is also said to be a remnant of Satisar Lake that existed in ancient times. The premises of this lake also form a popular sunset point. <strong>Hence statement 1 is correct.</strong></p><p>Kolleru Lake is a natural eutrophic lake, situated between the two major river basins of the Godavari and the Krishna, fed by two seasonal rivers Budameru and Tamleru and a number of drains and channels, which functions as a natural flood balancing reservoir between the deltas of the two rivers. <strong>Hence statement 2 is not correct.</strong></p><p>Once a haven for migratory birds, the Kanwar lake in Bihar, Asia’s largest freshwater oxbow lake, is today a dying wetland ecosystem. <strong>Kanwar jheel, as it is locally called, is located 22 km north-west of Begusarai town. It is a residual oxbow lake, formed due to meandering of Burhi Gandak river, a tributary of Ganga,</strong> in the geological past. It is largest of a series of shallow permanent and ephemeral wetlands formed in the depression between River Burhi Gandak and palaeochannel of River Bagmati. Kanwar lake was declared a notified area under the Wildlife (Protection) Act of 1972. To check poaching of birds, it was declared a protected zone by the Bihar state government in 1986; the government of India declared it a bird sanctuary in 1989. The authorities had notified 15,000 acres in the area as wetland, which makes it six times bigger than Keoladeo National Park in Bharatpur, Rajasthan—another well-known bird sanctuary of India. <strong>Hence statement 3 is not correct.</strong></p><p><strong>River burhi Gandak</strong> rise in the West Champaran district from the spring of Someshwar hills. The river is known as Sikrchana in its upper reaches. It flows through the West Champaran district in south east direction and is joined by several tributaries like Masan, Harbora, Tilawe, Siriswa, Koria, Pasaha, Tiar Hahwa with their catchment in Someshwar hills. Affter the confluence of Tier river Sikrchana is known as Burhi. After receiving tributary Bainty Balan river flows in easterly direction and falls into the River Ganga about 7 km east from the district Khagaria. The Burhi Gandak Basin is bounded on the north by the Himalayas, on the south by the River Ganga, on the east by the Kosi Basin and on the west by the Gandak Basin. The basin extends over the district West Champaran,Muzaffarpur, Samstipur and Khagaria of Bihar state.</p><p><strong>The river Gandhak </strong>originates at an altitude of 7620 m in the north of Dhaulagiri in Tibet near Nepal border in the shownypeaks of the Himalyas. The river enters the Indian territory near Tribeni town in Nepal. Thereafter the river flows in a southerly direction and forms boundary between Uttar Pradesh and Bihar. It flows through the west Champaran, East Champaran, Muzaffarpur, Gopalganj, Siwan, Saren and Vaishali districts of Bihar and Gorakhpur and Deoria district of Uttar Pradesh before joining Ganga at Hazipur near Patna.</p>"
32," <p>Consider the following pairs:</p><table border=""1"" data-mce-selected=""1"" style=""border-collapse: collapse; width: 99.9853%;""><tbody><tr><td style=""width: 13.1062%;""><em><strong>Port</strong></em><br/></td><td style=""width: 13.1062%;""><br/></td><td style=""width: 13.1062%;""><p><em><strong>Well known as</strong></em></p></td></tr><tr><td style=""width: 13.1062%;"">1. Kamarajar Port<br/></td><td data-mce-style=""width: 13.1062%; text-align: center;"" style=""width: 13.1062%; text-align: center;""><em><strong>:</strong></em></td><td style=""width: 13.1062%;"">First major port in India registered as a company</td></tr><tr><td style=""width: 13.1062%;"">2. Mundra Port <br/></td><td data-mce-style=""width: 13.1062%; text-align: center;"" style=""width: 13.1062%; text-align: center;""><em><strong>:</strong></em></td><td style=""width: 13.1062%;""><p>Largest privately owned port in India</p></td></tr><tr><td style=""width: 13.1062%;"">3. Visakhapatnam <br/></td><td data-mce-style=""width: 13.1062%; text-align: center;"" style=""width: 13.1062%; text-align: center;""><em><strong>:</strong></em></td><td style=""width: 13.1062%;""><p>Largest container port in India</p></td></tr></tbody></table><p>How many of the above pairs are correctly matched?</p><div class=""mce-resizehandle"" data-mce-bogus=""all"" data-mce-style=""cursor: nw-resize; margin: 0px; padding: 0px; left: -5px; top: 25px;"" id=""mceResizeHandlenw"" style=""cursor: nw-resize; margin: 0px; padding: 0px; left: -5px; top: 25px;"" unselectable=""true""></div><div class=""mce-resizehandle"" data-mce-bogus=""all"" data-mce-style=""cursor: ne-resize; margin: 0px; padding: 0px; left: 757.987px; top: 25px;"" id=""mceResizeHandlene"" style=""cursor: ne-resize; margin: 0px; padding: 0px; left: 757.987px; top: 25px;"" unselectable=""true""></div><div class=""mce-resizehandle"" data-mce-bogus=""all"" data-mce-style=""cursor: se-resize; margin: 0px; padding: 0px; left: 757.987px; top: 159px;"" id=""mceResizeHandlese"" style=""cursor: se-resize; margin: 0px; padding: 0px; left: 757.987px; top: 159px;"" unselectable=""true""></div><div class=""mce-resizehandle"" data-mce-bogus=""all"" data-mce-style=""cursor: sw-resize; margin: 0px; padding: 0px; left: -5px; top: 159px;"" id=""mceResizeHandlesw"" style=""cursor: sw-resize; margin: 0px; padding: 0px; left: -5px; top: 159px;"" unselectable=""true""></div>",(a) Only one pair,(b) Only two pairs,(c) All three pairs,(d) None of the pairs,Economics (Indian Economy),b,Medium,Fundamental(F),"<p><strong>Pair 1 is correctly matched:</strong> Kamarajar Port, located on the Coromandel Coast about 24 km north of Chennai Port, Chennai, it is the 12th major port of India, and the first port in India which is a public company. The port was declared as a major port under the Indian Ports Act, 1908 in March 1999 and incorporated as Ennore Port Limited under the Companies Act, 1956 in October 1999. The Kamarajar Port is the only corporatized major port and is registered as a company.</p><p><strong>Pair 2 is correctly matched: </strong>Port of Mundra is India’s biggest private port. Located in the Kutch district of the state of Gujarat, Mundra lies on the north shores of the Gulf of Kutch. </p><p><strong>Pair 3 is not correctly matched: </strong>The Jawaharlal Nehru Port Authority (JNPA) at Navi Mumbai is the premier container handling port in India, accounting for around 50% of the total containerized cargo volume, across the major ports of India. Commissioned on 26 th May 1989, in three decades of its operations, JNPA has transformed from a bulk- cargo terminal to become the premier container port in the country. JNPA is connected to over 200 ports in the world and is ranked 26th in the list of top 100 Container Ports globally.</p>"
33, <p>Consider the following trees:</p><p>1. Jackfruit (Artocarpus heterophyllus)</p><p>2. Mahua (Madhuca indica)</p><p>3. Teak (Tectona grandis) </p><p>How many of the above are deciduous trees?</p>,(a) Only one,(b) Only two,(c) All three,(d) None,Geography,b,Medium,Fundamental(F),"<p><strong>Tropical Deciduous Forests:</strong></p><p>A deciduous forest is a biome dominated by deciduous trees which lose their leaves seasonally. These are the most widespread forests in India. They are also called the monsoon forests. They spread over regions which receive rainfall between 70-200 cm. On the basis of the availability of water, these forests are further divided into moist and dry deciduous.</p><p><strong>The Moist deciduous forests </strong>are more pronounced in the regions which record rainfall between 100-200 cm. These forests are found in the northeastern states along the foothills of Himalayas, eastern slopes of the Western Ghats and Odisha. <strong>Teak (Tectona grandis) , sal, shisham, hurra, mahua (Madhuca indica), amla, semul, kusum, and sandalwood etc. are the main species of these forests. Hence options 2 and 3 are correct.</strong></p><p><strong>The Dry deciduous forest</strong> covers vast areas of the country, where rainfall ranges between 70 -100 cm. On the wetter margins, it has a transition to the moist deciduous, while on the drier margins to thorn forests. These forests are found in rainier areas of the Peninsula and the plains of Uttar Pradesh and Bihar. In the higher rainfall regions of the Peninsular plateau and the northern Indian plain, these forests have a parkland landscape with open stretches in which teak and other trees interspersed with patches of grass are common. As the dry season begins, the trees shed their leaves completely and the forest appears like a vast grassland with naked trees all around. Tendu, palas, amaltas, bel, khair, axlewood, etc. are the common trees of these forests. In the western and southern part of Rajasthan, vegetation cover is very scanty due to low rainfall and overgrazing. </p><p><strong>Jackfruit, (Artocarpus heterophyllus), evergreen tree (family Moraceae) native to tropical Asia</strong> and widely grown throughout the wetland tropics for its large fruits and durable wood. It is the largest tree-borne fruit in the world, reaching up to 60 cm (ab<strong>out 2 feet) long and weighing up to 18 kg (about 40 pounds). Hence option 1 is not correct. </strong></p><p><strong>Hence option (b) is the correct answer.</strong></p>"
34, <p>Consider the following statements:</p><p>1. India has more arable area than China.</p><p>2. The proportion of irrigated area is more in India as compared to China.</p><p>3. The average productivity per hectare in Indian agriculture is higher than that in China.</p><p>How many of the above statements are correct?</p>,(a) Only one,(b) Only two,(c) All three,(d) None,Geography,a,Difficult,t,"<p>China has larger total area of arable land than India. <strong>Hence statement 1 is not correct.</strong></p><p>China’s irrigation cover is 41% of cultivated area, and India’s is 48%. As a result of this irrigation, China’s total sown area is 166 m ha compared to India’s gross cropped area of 198 m ha. Even with much lesser land under cultivation, China produces agricultural output valued at $1,367 billion—more than three times that of India’s $407 billion. <strong>Hence statement 2 is correct.</strong></p><p>Better seeds that result from higher R&amp;D expenditures generally demand more fertilizer. It is worth noting that China’s fertilizer consumption in 2016 was 503 kg/ha of arable area compared to just 166 kg/ha for India, as per World Bank estimates. No wonder, China’s productivity in most crops is 50 to 100% higher than India’s.Agricultural yield is the quantity of a crop produced on one unit of land. In India agricultural yield of food grains has increased by more than four times since 1950-51, and was 3479 kg/hectare in 2021. Whereas the average yield of food grains was 6321 kg/hectare.<strong> Hence statement 3 is not correct.</strong></p>"
35," <p>Which one of the following is the best example of repeated falls in sea level, giving rise to present-day extensive marshland?</p>",(a) Bhitarkanika Mangroves,(b) Marakkanam Salt Pans,(c) Naupada Swamp,(d) Rann of Kutch,Geography,d,Medium,Fundamental(F),"<p>Rann of Kutch is a massive expanse of cracked earth, inland from the sea, that promises to take your breath away. The nothingness for miles is both nerve wracking and stunning with small oasis of water bodies and shrub forests doubling up as homes for pink flamingos and wild asses. Tribal hamlets with cylindrical mud bhungas (huts) are the epicenter for Kutchi embroidery, tie and dye, leatherwork, pottery, bell metal craft and the famous Rogan painting by the only surviving expert family. Approximately 200 km east of the Rann, is the Little Rann of Kutch, which houses the 4953-sq-km Wild Ass Sanctuary. It homes the only remaining population of the chestnut-coloured Indian wild ass (khur), as well as blue-bulls, blackbuck and chinkara.</p><p>The area was once a sprawling shallow of the Arabian Sea until a constant geological shift closed off the connection with the sea. Over the years, the region eventually became a seasonal marshy salt desert. During monsoons, the marsh fills up with water and the wetland extends from the Gulf of Kutch on the west through to the Gulf of Cambay on the east. In the summers, the water dries to create a crunchy based bed of white salty land.<strong>Hence option (d) is the correct answer.</strong></p>"
36," <p>Ilmenite and rutile, abundantly available in certain coastal tracts of India, are rich sources of which one of the following?</p>",(a) Aluminium,(b) Copper,(c) Iron,(d) Titanium,Geography,d,Difficult,tFundamental(F),"<p>India is endowed with large resources of heavy minerals which occur mainly along coastal stretches of the country and also in inland placers. Heavy mineral sands comprise a group of seven minerals, viz, ilmenite, leucoxene (brown ilmenite), rutile, zircon, sillimanite, garnet and monazite.</p><p><strong>Ilmenite (FeO.TiO2 ) and rutile (TiO2 ) are the two chief minerals of titanium. </strong>Titanium dioxide occurs in polymorphic forms as rutile, anatase (octahedrite) and brookite. <strong>Hence option (d) is the correct answer.</strong></p><p>Ilmenite and rutile along with other heavy minerals are important constituents of beach sand deposits found right from Moti Daman-Umbrat coast (Gujarat) in the west to Odisha coast in the east.</p>"
37," <p>About three-fourths of world's cobalt, a metal required for the manufacture of batteries for electric motor vehicles, is produced by</p>",(a) Argentina,(b) Botswana,(c) The Democratic Republic of the Congo,(d) Kazakhstan,Geography,c,Medium,Fundamental(F),"<p>Cobalt has emerged as a vital ingredient of the shift to a lower-carbon energy system, but reserves of the metal are concentrated heavily in just a single country.</p><p><strong>The Democratic Republic of Congo (DRC) is home to half of the world’s known resources, and currently accounts for around 70% of global production. Hence option (c) is the correct answer.</strong></p><p>The metal’s use in electronic goods – particularly the rechargeable batteries used in electric vehicles and other forms of energy storage – means interest in it is growing as the electrification of the global energy system continues to gather pace.</p>"
38, <p>Which one of the following is a part of the Congo Basin?</p>,(a) Cameroon,(b) Nigeria,(c) South Sudan,(d) Uganda,Geography,a,Difficult,tFundamental(F),"<p>In February 2023, leaders from across Africa and Asia gathered in Gabon for an international summit on the state of the world's tropical forests, which experts say are disappearing at an alarming rate.</p><p>Many of the discussions focused on the Congo Basin, which stores more planet-warming carbon than the Amazon but is disappearing. </p><p>The Congo Basin is home to the world’s largest tropical peatlands, along with Brazil and Indonesia. The peat swamp forest of the Congo Basin stores around 29 billion tons of carbon – approximately equivalent to three years’ worth of global greenhouse gas emissions – while the Basin as a whole absorbs nearly 1.5 billion tons of carbon dioxide a year.</p><p><strong>The Basin stretches across six countries- Cameroon, Central African Republic, Democratic Republic of the Congo, Congo, Equatorial Guinea and Gabon. </strong>The Congo Basin is one of the world’s last regions that absorbs more carbon than it emits. <strong>Hence option (a) is the correct answer.</strong></p>"
39, <p>Consider the following statements:</p><p>1. Amarkantak Hills are at the confluence of Vindhya and Sahyadri Ranges.</p><p>2. Biligirirangan Hills constitute the easternmost part of Satpura Range.</p><p>3. Seshachalam Hills Constitute the southernmost part of Western Ghats.</p><p>How many of the statements given above the correct? </p>,(a) Only one,(b) Only two,(c) All three,(d) None,Geography,d,Medium,Fundamental(F),"<p>The Western Ghats, also known as the Sahyadri mountain range, is a mountain range that covers an area of 160,000 km² in a stretch of 1,600 km parallel to the western coast of the Indian peninsula, traversing the states of Gujarat, Maharashtra, Goa, Karnataka, Kerala and Tamil Nadu. </p><p>Amarkantak is situated in Anuppur district of the state of Madhya Pradesh at an altitude of 1065m <strong>at the meeting place of the Vindhya and Satpura mountain</strong> ranges amidst sylvan surroundings. It has an average elevation of 1048m. The mighty Narmada river as well the Son, the Mahanadi, and Arnadoh which is a major tributary of the Godavari all arise in the Amarkantak plateau. <strong>Hence statement 1 is not correct.</strong></p><p><strong>The Biligirirangana Hills is a hill range situated in south-western Karnataka,</strong> at its border with Tamil Nadu in South India. The area is called Biligiri Ranganatha Swamy Temple Wildlife Sanctuary or simply BRT Wildlife Sanctuary. <strong>However, the Satpura Range is a range of hills in central India. The range rises in eastern Gujarat running east through the border of Maharashtra and Madhya Pradesh and ends in Chhattisgarh. Hence statement 2 is not correct.</strong></p><p><strong>Seshachalam Hills also known as Tirumala Range are hilly ranges part of the Eastern Ghats</strong> in southern Andhra Pradesh state, in southeastern India. The Seshachalam hill ranges are predominantly present in Tirupati district of the Rayalaseema region in Andhra Pradesh. <strong>Hence statement 3 is not correct.</strong></p>"
40," <p>With reference to India's projects on connectivity, consider the following statements:</p><p>1. East-West Corridor under Golden Quadrilateral Project connects Dibrugarh and Surat.</p><p>2. Trilateral Highway connects Moreh in Manipur and Chiang Mai in Thailand via Myanmar.</p><p>3. Bangladesh-China-India-Myanmar Economic Corridor connects Varanasi in Uttar Pradesh with Kunming in China.</p><p>How many of the above statements are correct? </p>",(a) Only one,(b) Only two,(c) All three,(d) None,Current Affairs,d,Difficult,tCurrent Affairs(CA),"<p>The two terminals of the East-West corridor under Golden Quadrilateral Project are Silcher in Assam and Porbandar in Gujarat. <strong>Hence statement 1 is not correct.</strong></p><p>The India-Myanmar-Thailand (IMT) Trilateral Highway starts from India and goes to Thailand via Myanmar. It will be linking Moreh (India) -Bagan (Myanmar) -Mae Sot (Thailand). <strong>Hence statement 2 is not correct.</strong></p><p>The Trilateral Highway is still a project under construction, and therefore its contribution to the economic growth and development of the region has not yet reached its potential. The proposed extension of TLH to Lao PDR, Cambodia, and Viet Nam is in fulfillment of this objective. </p><p>The Bangladesh-China-India-Myanmar Economic Corridor (BCIM) Corridor is a proposed connectivity project that aims to enhance economic cooperation and trade between Bangladesh, China, India, and Myanmar. The corridor is expected to run from Kunming in China, through Myanmar, and Bangladesh, and eventually reach Kolkata in India. <strong>Hence statement 3 is not correct.</strong></p><p><strong>Hence option (d) is the correct answer.</strong></p>"
41," <p>Consider the following statements:</p><p>Statement-I:</p><p>Interest income from the deposits in Infrastructure Investment Trusts (InvITs) distributed to their investors is exempted from tax, but the dividend is taxable.</p><p>Statement-II:</p><p>InvITs are recognized as borrowers under the 'Securitization and Reconstruction of Financial Assets and Enforcement of Security Interest Act, 2002'.</p><p>Which one of the following is correct in respect of the above statements?</p>",(a) Both Statement-I and Statement-II are correct and Statement-II is the correct explanation for Statement-I,(b) Both Statement-I and Statement-II are correct and Statement-II is not the correct explanation for Statement-I,(c) Statement-I is correct but Statement-II is incorrect,(d) Statement-I is incorrect but Statement-II is correct,Current Affairs,d,Medium,Fundamental(F),"<p><strong>Statement I is incorrect:</strong> The Finance (No.2) Act, 2014 introduced a special taxation regime for Real Estate Investment Trust (REIT) and Infrastructure Investment Trust (InVIT) (commonly referred to as business trusts). InvITs provide two different types of returns to investors – Dividend Income and Capital Gains. Each type of income has a different tax treatment.<strong> Any dividend or interest income that you get from an InvIT is completely taxable as per your Income Tax Slab rate. </strong>This income has to be declared every year in your Income Tax Return under the head “Income from Other Sources”. </p><p><strong>Statement II is correct: </strong>As per the Securitization and Reconstruction of Financial Assets and Enforcement of Security Interest Act, 2002, “borrower” means [any person who, or a pooled investment vehicle as defined in clause (da) of section 2 of the Securities Contracts (Regulation) Act, 1956 (42 of 1956) which,] has been granted financial assistance by any bank or financial institution or who has given any guarantee or created any mortgage or pledge as security for the financial assistance granted by any bank or financial institution [and includes a person who, or a pooled investment vehicle which,] becomes borrower of a [asset reconstruction company] consequent upon acquisition by it of any rights or interest of any bank or financial institution in relation to such financial assistance.</p>"
42," <p>Correct the following statements:</p><p>Statement-I:</p><p>In the post-pandemic recent past, many Central Banks worldwide had carried out interest rate hikes.</p><p>Statement-II:</p><p>Central Banks generally assume that they have the ability to counteract the rising consumer prices via monetary policy means.</p><p>Which one of the following is correct in respect of the above statements?</p>",(a) Both Statement-I and Statement-II are correct and Statement-II is the correct explanation for Statement-I,(b) Both Statement-I and Statement-II are correct and Statement-II is not the correct explanation for Statement-I,(c) Statement-I is correct but Statement-II is incorrect,(d) Statement-I is incorrect but Statement-II is correct,Current Affairs,a,Easy,Fundamental(F),"<p>A new study by the World Bank has revealed that with the central banks across the world simultaneously hiking interest rates in response to inflation, the world may be edging toward a global recession in 2023 and a string of financial crises in emerging markets and developing economies that would do them lasting harm. <strong>Central banks around the world have been raising interest rates this year with a degree of synchronicity not seen over the past five decades—a trend that is likely to continue well into next year. </strong></p><p>A central bank with a high degree of credibility firmly anchors expectations of price stability. The monetary policy transmission mechanism is characterised by long, variable and uncertain time lags. Thus it is difficult to predict the precise effect of monetary policy actions on the economy and price level. <strong>Hence Central Banks generally assume that they have the ability to counteract the rising consumer prices via increasing interest rates. Hence both statements are correct and statement II is the correct explanation of statement I.</strong></p>"
43, <p>Consider the following statements:</p><p>Statement-I:</p><p>Carbon markets are likely to be one of the most widespread tools in the fight against climate change.</p><p>Statement-II:</p><p>Carbon markets transfer resources from the private sector to the State.</p><p>Which one of the following is correct in respect of the above statements?</p>,(a) Both Statement-I and Statement-II are correct and Statement-II is the correct explanation for Statement-I,(b) Both Statement-I and Statement-II are correct and Statement-II is not the correct explanation for Statement-I,(c) Statement-I is correct but Statement-II is incorrect,(d) Statement-I is incorrect but Statement-II is correct.,Environment,b,Difficult,tCurrent Affairs(CA),"<p><strong>Statement 1 is correct: </strong>Carbon markets are trading systems in which carbon credits are sold and bought. Companies or individuals can use carbon markets to compensate for their greenhouse gas emissions by purchasing carbon credits from entities that remove or reduce greenhouse gas emissions. Several countries and territories have started carbon trading programs. Carbon trading is adapted from cap and trade, a regulatory approach that successfully reduced sulfur pollution in the 1990s. </p><p><strong>Statement 2 is correct:</strong> Carbon markets, have become one of the most widespread tools in the fight against climate change. By the end of 2021 more than 21% of the world’s emissions werecovered by some form of carbon pricing, up from 15% in 2020. Like taxes, carbon markets transferresources from the private sector to the state. So, carbon markets will likely be an effective toolagainst Climate change.However, the mere reason that carbon markets transfer resources from the private sector to thestate is not the primary reason for their popularity but also other factors such as channelling offinancial resources to support emissions reduction. 83% of NDCs submitted by countries mentiontheir intent to make use of international market mechanisms to reduce GHGs.Also, the World Bank estimates that trading in carbon credits could reduce the cost ofimplementing NDCs by more than half - by as much as $250 bn by 2030. <strong>Hence statement 2 is not the correct explanation of statement 1. </strong></p>"
