Q. No,Question_HTML,Option_A,Option_B,Option_C,Option_D,Subject,Correct Option,Difficulty Level,Nature,Explanation_HTML
43, <p>A particular State in India has the following characteristics:</p><p>1. It is located on the same latitude which passes through northern Rajasthan.</p><p>2. It has over 80% of its area under forest cover.</p><p>3. Over 12% of forest cover constitutes Protected Area Network in this State.  </p><p>Which one among the following States has all the above characteristics?  </p>,(a) Arunachal Pradesh,(b) Assam,(c) Himachal Pradesh,(d) Uttarakhand,Geography,a,Medium,Applied(A),<ul><li>FSI Report was released recently.</li></ul>
44," <p>Consider the following crops of India:</p><p>1. Cowpea</p><p>2. Green gram</p><p>3. Pigeon pea  </p><p>Which of the above is/are used as pulse, fodder and green manure?  </p>",(a) 1 and 2 only,(b) 2 only,(c) 1 and 3 only,"(d) 1, 2 and 3",Ecology and Environment,a,Difficult,tFundamental(F),"<ul><li><span data-mce-style=""font-family: Symbol; mso-fareast-font-family: Symbol; mso-bidi-font-family: Symbol;"" style=""font-family:Symbol;mso-fareast-font-family:Symbol;mso-bidi-font-family:&lt;br&gt;Symbol""><span data-mce-style=""mso-list: Ignore;"" style=""mso-list:Ignore""><span data-mce-style=""font: 7.0pt 'Times New Roman';"" style=""font:7.0pt ""></span></span></span>Green Manure is in news for land reclamation projects Pigeon peas are in some areas an important crop for green manure, providing up to 40 kg nitrogen per hectare. The woody stems of pigeon peas can also be used as firewood, fencing and thatch.</li></ul>"
45, <p>Consider the following factors:</p><p>1. Rotation of the Earth</p><p>2. Air pressure and wind</p><p>3. Density of ocean water</p><p>4. Revolution of the Earth  </p><p>Which of the above factors influence the ocean currents?</p><p> </p>,(a)  1 and 2 only,"(b) 1, 2 and 3",(c) 1 and 4,"(d) 2, 3 and 4",Geography,b,Medium,Fundamental(F),
46," <p>With reference to the wetlands of India, consider the following statements: </p><p>1. The country’s total geographical area under the category of wetlands is recorded more in Gujarat as compared to other States. </p><p>2. In India, the total geographical area of coastal wetlands is larger than that of inland wetlands.  </p><p>Which of the statements given above is/are correct?  </p>",(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Geography,a,Difficult,tCurrent Affairs(CA),"<p><img data-mce-src=""https://visionresources.s3-us-west-2.amazonaws.com/test_images/qvp89evce2j1578383860320.jpeg"" src=""./2012_files/qvp89evce2j1578383860320.jpeg""/></p><p><strong>Hence statement 2 is not correct.</strong></p><p> State/UT-wise distribution of wetlands showed that Lakshadweep (UT) has 96.12% of geographic area under wetlands followed by Andaman &amp; Nicobar Islands (UT) (18.52%), Daman &amp;Diu (UT) (18.46%) and <strong>Gujarat (17.56%), have the highest extent of wetlands. Hence statement 1 is correct.</strong></p><p><strong><br data-mce-bogus=""1""/></strong></p>"
47, <p>Consider the following crops of India:</p><p>1. Groundnut</p><p>2. Sesamum</p><p>3. Pearl millet  </p><p>Which of the above is/are predominantly rainfed crop/crops?  </p>,(a)  1 and 2 only,(b)  2 and 3 only,(c)  3 only,"(d)  1, 2 and 3",Geography,d,Difficult,tFundamental(F),"<ul><li>Pearl millet is well adapted to growing areas characterized by drought, low soil fertility, and high temperature.</li></ul>"
48," <p>When you travel in Himalayas, you will see the following?</p><ol><li>Deep gorges</li><li>U-turn river courses</li><li>Parallel mountain ranges</li><li>Steep gradients causing land-sliding</li></ol><p>Which of the above can be said to be the evidence for Himalayas being young fold mountains?</p>",(a) 1 and 2 only,"(b) 1, 2 and 4 only",(c) 3 and 4 only,"(d) 1, 2, 3 and 4",Geography,d,Easy,Fundamental(F),
49," <p>Normally, the temperature decreases with the increase in height from the Earth’s surface, because:</p><p>1. The atmosphere can be heated upwards only from the Earth’s surface.</p><p>2. There is more moisture in the upper atmosphere.</p><p>3. The air is less dense in the upper atmosphere.  </p><p>Select the correct answer using the codes given below:  </p>",(a)  1 only,(b)  2 and 3 only,(c)  1 and 3 only,"(d)  1, 2 and 3",Geography,c,Medium,Fundamental(F),"<ul><li>Since the atmosphere is warmed from the ground up, and since the air is at its most dense near the surface of the earth, the air near the surface is going to be able to retain much more heat than the air at higher elevations due to the increased amounts of air molecules; higher elevations have fewer air molecules and consequently can't retain as much heat.  The first thing you have to understand is that the earth is NOT heated from direct sunlight. Now, here's where it all comes together. Since the atmosphere is warmed from the ground up, and since the air is at its most dense near the surface of the earth, the air near the surface is going to be able to retain much more heat than the air at higher elevations due to the increased amounts of air molecules; higher elevations have fewer air molecules and consequently can't retain as much heat.</li></ul>"
50, <p>The acidification of oceans is increasing. Why is this phenomenon a cause of concern:</p><p>1. The growth and survival of calcareous phytoplankton will be adversely affected.</p><p>2. The growth and survival of coral reefs will be adversely affected.</p><p>3. The survival of some animals that have phytoplanktonic larvae will be adversely affected.</p><p>4. The cloud seeding and formation of clouds will be adversely affected.  </p><p>Which of the statements given above is/are correct?  </p>,"(a)  1, 2 and 3 only",(b)  2 only,(c)  1 and 3 only,"(d)  1, 2, 3 and 4",Geography,a,Medium,Applied(A),<br/>
51," <p>In India, other than ensuring that public funds are used efficiently and for intended purpose, what is the importance of the office of the Comptroller and Auditor General (CAG)?</p><p>1. CAG exercises exchequer control on behalf of the Parliament when the President of India declares national emergency/financial emergency.</p><p>2. CAG reports on the execution of projects or programmes by the ministries are discussed by the Public Accounts Committee.</p><p>3. Information from CAG reports can be used by investigating agencies to press charges against those who have violated the law while managing public finances.</p><p>4. While dealing with the audit and accounting of government companies, CAG has certain judicial powers for prosecuting those who violate the law.  </p><p>Which of the statements given above is/are correct? </p>","(a)  1, 2 and 4 only",(b)  2 only,(c)  2 and 3 only,"(d)  1, 2, 3 and 4",Polity and Governance,c,Medium,Fundamental(F),
52, <p>The endeavour of ‘Janani Suraksha Yojana’ Programme is</p><p>1. To promote institutional deliveries.</p><p>2. To provide monetary assistance to the mother to meet the cost of delivery.</p><p>3. To provide for wage loss due to pregnancy and confinement.</p><p>Which of the statements given above is/are correct?</p>,(a)  1 and 2 only,(b)  2 only,(c)  3 only,"(d)  1, 2 and 3",Economics,a,Medium,Fundamental(F),
53," <p>The Prime Minister of India, at the time of his/her appointment</p>",(a)  need not necessarily be a member of one of the Houses of the Parliament but must become a member of one of the Houses within six months.,(b)  need not necessarily be a member of one of the Houses of the Parliament but must become a member of the Lok Sabha within six months.,(c)  must be a member of one of the Houses of the Parliament.,(d)  must be a member of the Lok Sabha.,Polity and Governance,a,Easy,Fundamental(F),
54," <p>Which reference to the Delimitation Commission, consider the following statements:</p><p>1. The orders of the Delimitation Commission cannot be challenged in a Court of Law.</p><p>2. When the orders of the Delimitation Commission are laid before the Lok Sabha or State Legislative Assembly, they cannot effect any modifications in the orders.</p><p>Which of the statements given above is/are correct?  </p>",(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Polity and Governance,c,Medium,Fundamental(F),
55, <p>Consider the following:</p><p>1. Hotels and restaurants</p><p>2. Motor transport undertakings</p><p>3. Newspaper establishments</p><p>4. Private medical institutions</p><p>The employees of which of the above can have the ‘Social Security’ coverage under Employees’ State  Insurance Scheme?</p>,"(a)  1, 2 and 3 only",(b)  4 only,"(c)  1, 3 and 4 only","(d)  1, 2, 3 and 4",Economics,d,Difficult,tFundamental(F),
56," <p>According to the Constitution of India, it is the duty of the President of India to cause to be laid before the Parliament which of the following?</p><p>1. The Recommendation of the Union Finance Commission.</p><p>2. The Report of the Public Accounts Committee.</p><p>3. The Report of the Comptroller and Auditor General.</p><p>4. The Report of the National Commission for Scheduled Castes.  </p><p>Select the correct answer using the codes given below:  </p>",(a)  1 only,(b)  2 and 4 only,"(c)  1, 3 and 4 only","(d)  1, 2, 3 and 4",Polity and Governance,c,Easy,Fundamental(F),
57, <p> A deadlock between the Lok Sabha and the Rajya Sabha calls for a joint sitting of the Parliament during the passage of</p><p>1. Ordinary Legislation</p><p>2. Money Bill</p><p>3. Constitution Amendment Bill  </p><p>Select the correct answer using the codes given below:  </p>,(a)  1 only,(b)  2 and 3 only,(c)  1 and 3 only,"(d)  1, 2 and 3",Polity and Governance,a,Easy,Fundamental(F),
58, <p>How do District Rural Development Agencies (DRDAs) help in the reduction of rural poverty in India?</p><ol><li>DRDAs act as Panchayati Raj Institutions in certain specified backward regions of the country.</li><li>DRDAs undertake area-specific scientific study of the causes of poverty and malnutrition and prepare detailed remedial measures.</li><li>DRDAs secure inter-sectoral and inter-departmental coordination and cooperation for effective implementation of anti-poverty programmes.</li><li>DRDAs watch over and ensure effective utilization of the funds intended for anti-poverty programmes.</li></ol><p>Which of the statements given above is/are correct?</p>,"(a)  1, 2 and 3 only",(b)  3 and 4 only,(c)  4 only,"(d)  1, 2, 3 and 4",Polity and Governance,b,Difficult,tFactual,"<p><br data-mce-bogus=""1""/></p>"
59, <p>Which of the following is/are among the Fundamental Duties of citizens laid down in the Indian Constitution?</p><p>1. To preserve the rich heritage of our composite culture.</p><p>2. To protect the weaker sections from social injustice.</p><p>3. To develop the scientific temper and spirit of inquiry.</p><p>4. To strive towards excellence in all spheres of individual and collective activity.  </p><p>Select the correct answer using the codes given below:</p>,(a)  1 and 2 only,(b)  2 only,"(c)  1, 3 and 4 only","(d)  1, 2, 3 and 4",Polity and Governance,c,Easy,Fundamental(F),
60," <p>What is the provision to safeguard the autonomy of the Supreme Court of India?</p><p>1. While appointment the Supreme Court Judges, the President of India has to consult the Chief Justice of India.</p><p>2. The Supreme Court Judges can be removed by the Chief Justice of India only.</p><p>3. The salaries of the Judges are charged on the Consolidated Fund of India to which the legislature does not have to vote.</p><p>4. All appointments of officers and staffs of the Supreme Court of India are made by the Government only after consulting the Chief Justice of India.  </p><p>Which of the statements given above is/are correct?  </p>",(a)  1 and 3 only,(b)  3 and 4 only,(c)  4 only,"(d)  1, 2, 3 and 4",Polity and Governance,a,Easy,Fundamental(F),
61," <p>To meet its rapidly growing, energy demand, some opine that India should pursue research and development on thorium as the future fuel of nuclear energy. In this context, what advantage does thorium hold over uranium?</p><p>1. Thorium is far more abundant in nature than uranium.</p><p>2. On the basis of per unit mass of mined mineral, thorium can generate more energy compared to natural uranium.</p><p>3. Thorium produces less harmful waste compared to uranium.  </p><p>Which of the statements given above is/are correct?  </p>",(a)  1 only,(b)  2 and 3 only,(c)  1 and 3,"(d)  1, 2 and 3",Science and Technology,d,Easy,Fundamental(F),"<p>Thorium is far more abundant, by about four times xxvi, than the traditional nuclear fuel, Uranium, and occurs in a far purer form, too.   It is estimated that Thorium may be able to generate (through Uranium-233 that could be produced from it) eight times the amount of energy per unit mass compared to (natural) Uranium xxvii. Pasted from &lt;http://webcache.googleusercontent.com/search?q=cache:xSdksV2ojooJ:www.thehindu.com/opinion/op-ed/article2601471.ece+&amp;cd=1&amp;hl=en&amp;ct=clnk&amp;gl=in&gt;   the waste from a thorium reactor can be less toxic than the uranium ore that would have been used to produce low enriched uranium fuel for a light water reactor of the same power.   Pasted from &lt;http://en.wikipedia.org/wiki/Thorium_fuel_cycle&gt; It is also estimated that Thorium can generate (through uranium-233 producible from it) 8 times the amount of energy per unit mass compared to (natural) Uranium.   Pasted from &lt;http://pib.nic.in/newsite/erelease.aspx?relid=80587&gt;  </p>"
62," <p>The increasing amount of carbon dioxide in the air is slowly raising the temperature of the atmosphere, because it absorbs</p>",(a)  The water vapour of the air and retains its heat.,(b)  The ultraviolet part of the solar radiation.,(c)  All the solar radiations.,(d)  The infrared part of the solar radiation.,Ecology and Environment,d,Medium,Fundamental(F),
63, <p>Which one of the following sets of elements was primarily responsible for the origin of life on the Earth?  </p>,"(a)  Hydrogen, Oxygen, Sodium","(b)  Carbon, Hydrogen, Nitrogen","(c)  Oxygen, Calcium, Phosphorus","(d)  Carbon, Hydrogen, Potassium",Geography,b,Easy,Fundamental(F),
64," <p>What are the reasons for the people’s resistance to the introduction of Bt Brinjal in India?</p><p>1. Bt brinjal has been created by inserting a gene from a soil fungus into its genome.</p><p>2. The seeds of Bt brinjal are terminator seeds and therefore, the farmers have to buy the seeds before every season from the seed companies.</p><p>3. There is an apprehension that the consumption of Bt brinjal may have adverse impact on health.</p><p>4. There is some concern that the introduction of Bt brinjal may have adverse effect on the biodiversity.  </p><p>Select the correct answer using the codes given below:  </p>","(a)  1, 2 and 3 only",(b)  2 and 3 only,(c)  3 and 4 only,"(d)  1, 2, 3 and 4",Science and Technology,c,Medium,Applied(A),"<p>More importantly, most of the GM seeds are terminator seeds. They would have to be bought every year from outlets controlled by Monsanto as any other TNC.</p>"
65," <p>Other than resistance to pests, what are the prospects for which genetically engineered plants have been created?</p><p>1. To enable them to withstand drought.</p><p>2. To increase the nutritive value of the produce.</p><p>3. To enable them to grow and do photosynthesis in spaceships and space stations.</p><p>4. To increase their shelf life.</p><p>Select the correct answer using the codes given below:  </p>",(a)  1 and 2 only,(b)  3 and 4 only,"(c)  1, 2 and 4 only","(d)  1, 2, 3 and 4",Ecology and Environment,c,Difficult,tApplied(A),"Aeroponic Farming used   microbes are easier and faster to genetically engineer, facilitating not only design and terrestrial manufacture of organisms optimized for growth and nutrient production in the artificial conditions of space, but superior ability in space to develop organisms suited to newly discovered environments."
66, <p>Consider the following statements: </p><p> The most effective contribution made by Dadabhai Naoroji to the cause of Indian National Movement was that he</p><p>1. exposed the economic exploitation of India by the British.</p><p>2. interpreted the ancient Indian texts and restored the self-confidence of Indians.</p><p>3. stressed the need for eradication of all the social evils before anything else.</p><p>Which of the statements given above is/are correct?</p>,(a) 1 only,(b)  2 and 3 only,(c) 1 and 3 only,"(d)  1, 2 and 3",History of Modern India,a,Medium,Factual,
67," <p>With reference to Dhrupad, one of the major traditions of India that has been kept alive for centuries, which of the following statements are correct?</p><p></p><ol><li>Dhrupad originated and developed in the Rajput kingdoms during the Mughal period.</li><li>Dhrupad is primarily a devotional and spiritual music.</li><li>Dhrupad Alap uses Sanskrit syllables from Mantras.</li></ol><p></p><p>Select the correct answer using the codes given below:</p>",(a)  1 and 2 only,(b)  2 and 3 only,"(c)  1, 2 and 3",(d)  None of the above is correct,Indian Art and Culture,b,Difficult,tFundamental(F),"<ul><li>Dhrupad is the oldest surviving form of Indian Classical music and traces its origin to the chanting of vedic hymns and mantras. Though a highly developed classical art with a complex and elaborate grammar and aesthetics, it is also primarily a form of worship, in which offerings are made to the divine through sound or nāda. Pasted from &lt;http://www.dhrupad.info/&gt; Dhrupad emphasizes a slow, meditative rendition of the alap using sacred Sanskrit syllables derived from Sanskrit mantras. Pasted from &lt;http://www.shantishivani.com/Dhrupad.htm&gt;</li></ul>"
68, <p>How do you distinguish between Kuchipudi and Bharatnatyam dances?</p><ol><li>Dancers occasionally speaking dialogues is found in Kuchipudi dance but not in Bharatnatyam.</li><li>Dancing on the brass plate by keeping the feet on its edges is a feature of Bharatnatyam but Kuchipudi dance does not have such a form of movements.</li></ol><p>Which of the statements given above is/are correct?</p>,(a)  1 only,(b) 2 only,(c) Both 1 and 2,(d) Neither 1 nor 2,Indian Art and Culture,a,Difficult,tFundamental(F),"<ul><li>In Kuchipudi, you will enjoy more realistic acting and also another thing that keeps it apart from others is the occasional use of dialogues. Dialogues are something that no other classical dance form of India is based on.</li><li>The ""Tarangam"", is another unique feature of Kuchipudi. In this, a dancer dances on the edge of a brass plate, matching to the rhythm of music. Sometimes, dancers also balance a pot of water on the head. </li></ul>"
69," <p>With reference to the religious history of medieval India, the Sufi mystics were known to pursue which of the following practices?</p><p>1. Meditation and control of breath.</p><p>2. Severe ascetic exercises in a lonely place.</p><p>3. Recitation of holy songs to arouse a state of ecstasy in their audience.</p><p>Select the correct answer using the codes given below:</p>",(a)  1 and 2 only,(b)  2 and 3 only,(c)  3 only,"(d)  1, 2 and 3",Ancient and Medieval History,d,Medium,Fundamental(F),"Medival India

S. K. Pandey

Chapter no 8"
70, <p>The Rowlatt Act aimed at</p>,(a)  compulsory economic support to war efforts.,(b)  imprisonment without trial and summary procedures for trial.,(c)  suppression of the Khilafat Movement.,(d)  imposition of restrictions on freedom of the press.,History of Modern India,b,Easy,Fundamental(F),"The
Rowlatt act passed by the British in colonial India in March 1919, indefinitely
extending ""emergency measures"" (of the Defence of India Regulations
Act) enacted during the First World War in order to control public unrest and
root out conspiracy. Passed on the recommendations of the Rowlatt Committee,
named for its president, British judge Sir Sidney Rowlatt, this act effectively
authorized the government to imprison for a maximum period of two years,
without trial, any person suspected of terrorism living in the Raj.

 

Pasted
from http://en.wikipedia.org/wiki/Rowlatt_Act"
71," <p>The Lahore Session of the Indian National Congress (1929) is very important in history, because:</p><p>1. The Congress passed a resolution demanding complete independence.</p><p>2. The rift between the extremists and moderates was resolved in that Session.</p><p>3. A resolution was passed rejecting the two-nation theory in that Session.</p><p>Which of the statements given above is/are correct?</p>",(a) 1 only,(b)  2 and 3,(c)  1 and 3,(d)  None of the above,History of Modern India,a,Easy,Fundamental(F),
72, <p>Lord Buddha’s image is sometimes shown with the hand gesture called ‘Bhumisparsha Mudra’. It symbolizes</p>,(a) Buddha’s calling of the Earth to watch over Mara and to prevent Mara from disturbing his meditation.,(b) Buddha’s calling of the Earth to witness his purity and chastity despite the temptations of Mara.,"(c) Buddha’s reminder to his followers that they all arise from the Earth and finally dissolve into the Earth, and thus this life is transitory.",(d) Both the statements a and b are correct in this context.,Ancient and Medieval History,b,Difficult,tFundamental(F),"<p>Justbefore the historical Buddha, Siddhartha Gautama, realized enlightenment, it issaid the demon Mara attacked him with armies of monsters to frighten Siddharthafrom his seat under the bodhi tree. But the about-to-be Buddha did not move.Then Mara claimed the seat of enlightenment for himself, saying his spiritualaccomplishments were greater than Siddhartha's. Mara's monstrous soldiers criedout together, ""I am his witness!"" Mara challenged Siddhartha--whowill speak for you?ThenSiddhartha reached out his right hand to touch the earth, and the earth itselfroared, ""I bear you witness!"" Mara disappeared. And as the morningstar rose in the sky, Siddhartha Gautama realized enlightenment and became aBuddha. Pastedfrom http://buddhism.about.com/od/eightauspicioussymbols/a/earthwitness.htm</p>"
73, <p>The religion of early Vedic Aryans was primarily of</p>,(a)  Bhakti,(b)  Image worship and Yajnas,(c)  Worship of nature and Yajnas,(d)  Worship of nature and Bhakti,Ancient and Medieval History,c,Easy,Fundamental(F),
74, <p>Which of the following statements is/are correct regarding Brahmo Samaj?</p><p>1. It opposed idolatory.</p><p>2. It denied the need for a priestly class for interpreting the religious texts.</p><p>3. It popularized the doctrine that the Vedas are infallible.  </p><p>Select the correct answer using the codes given below:  </p>,(a)  1 only,(b) 1 and 2 onl,(c)  3 only,"(d) 1, 2 and 3",History of Modern India,b,Medium,Fundamental(F),"S. K. Pandey 

Chapter 8"
75," <p>The Reserve Bank of India (RBI) acts as a bankers"" bank. This would imply which of the following?</p><ol><li>Other banks retain their deposits with the RBI.</li><li>The RBI lends funds to the commercial banks in times of need.</li><li>The RBI advises the commercial banks on monetary matters.</li></ol><p>Select the correct answer using the codes given below.</p>",(a)  2 and 3 only,(b)  1 and 2 only,(c)  1 and 3 only,"(d)  1, 2 and 3",Economics,d,Easy,Factual,
76, <p>Under which of the following circumstances may ‘capital gains’ arise?</p><p>1. When there is an increase in the sales of a product.</p><p>2. When there is a natural increase in the value of the property owned.</p><p>3. When you purchase a painting and there is a growth in its value due to increase in its popularity.</p><p>Select the correct answer using the codes given below:</p>,(a)  1 only,(b)  2 and 3 only,(c)  2 only,"(d)  1, 2 and 3",Economics,b,Medium,Fundamental(F),"Capital
Gains - This term is used in Newspapers and also in Constitution

 

An increase in the value of a capital
asset (investment or real estate) that gives it a higher worth than the
purchase price. The gain is not realized until the asset is sold. A capital
gain may be short term (one year or less) or long term (more than one year) and
must be claimed on income taxes.

Read more: http://www.investopedia.com/terms/c/capitalgain.asp#ixzz1vXiO4Mrh

 

Pasted from <http: c="""" capitalgain.asp="""" terms="""" www.investopedia.com=""""> 

 </http:>"
77, <p>Which of the following measures would result in an increase in the money supply in the economy?</p><ol><li>Purchase of government securities from the public by the Central Bank.</li><li>Deposit of currency in commercial banks by the public.</li><li>Borrowing by the government from the Central Bank.</li><li>Sale of government securities to the public by the Central Bank.</li></ol><p>Select the correct answer using the codes given below.</p>,(a)  1 only,(b)  2 and 4 only,(c)  1 and 3,"(d)  2, 3 and 4",Economics,c,Medium,Fundamental(F),
78, <p>Which of the following would include Foreign Direct Investment in India?</p><p></p><ol><li>Subsidiaries of foreign companies in India.</li><li>Majority foreign equity holding in Indian companies.</li><li>Companies exclusively financed by foreign companies.</li><li>Portfolio investment.</li></ol><p></p><p>Select the correct answer using the codes given below.</p>,"(a)  1, 2, 3 and 4",(b)  2 and 4 only,(c)  1 and 3 only,"(d)  1, 2 and 3 only",Economics,d,Easy,Fundamental(F),<ul><li>New FDI rules to bring in more dollars The entirety of investment in a company by an entity that is majority owned/controlled by foreign investors would be treated as foreign investment.</li></ul>
79, <p>Consider the following statements:  The price of any currency in international market is decided by the-</p><p>1. World Bank</p><p>2. Demand for good/services provided by the country concerned.</p><p>3. Stability of the government of the concerned country.</p><p>4. Economic potential of the country in question.<br/></p><p>Which of the statements given above are correct?</p><p></p><br/>,"(a)  1, 2 3, and 4",(b)  2 and 3 only,(c)  3 and 4 only,(d)  1 and 4 only,Economics,b,Medium,Fundamental(F),
80, <p>The basic aim of Lead Bank Scheme is that</p>,(a)  big banks should try to open offices in each district.,(b)  there should be stiff competition among the various nationalized banks.,(c)  individual banks should adopt particular district for intensive development.,(d)  all the banks should make intensive efforts to mobilize deposits.,Economics,c,Medium,Applied(A),<p><br/><br/> </p>
81, <p>Consider the following:</p><p>1. Assessment of land revenue on the basis of nature of the soil and the quality of crops.</p><p>2. Use of mobile cannons in warfare.</p><p>3. Cultivation of tobacco and red chillies.</p><p>Which of the above was/were introduced into India by the English?  </p>,(a)  1 only,(b)  1 and 2,(c) 2 and 3,(d)  None,History of Modern India,d,Difficult,tFundamental(F),"http://www.whoindia.org/LinkFiles/Tobacco_Free_Initiative_03Chapter-02.0.pdf

When
the Portuguese eventually did land on

India’s shores, they brought in tobacco.

 "
82," <p>With reference to the guilds (Shreni) of ancient India that played a very important role in the country’s economy, which of the following statements is/are correct?</p><p>1. Every guild was registered with the central authority of the State and the king was the chief administrative authority on them.</p><p>2. The wages, rules of work, standards and prices were fixed by the guild.</p><p>3. The guild had judicial powers over its own members.</p><p>Select the correct answer using the codes given below:</p>",(a)  1 and 2 only,(b)  3 only,(c)  2 and 3 only,"(d)  1, 2 and 3",Ancient and Medieval History,c,Difficult,tFundamental(F),"<p>Economic History of India  By N. Jayapalan (Page 67) The craft guild (Sreni) was headed by a chief called the Elder Uyeshtaka Sansknt, Jethaka Pall), who was assisted by a council of senior craftsmen and merchants. The Jethaka was often the richest craftsman in the trade and his office was hereditary. He was influential and his advice was sometimes sought by the king. Each guild was a corporate body and enjoyed considerable autonomy. h had its own court with full jurisdiction over all members and distinguishing insignia like banners and chamaras, which were carried in festive processions. Major guilds had their own militias, which fought along with the king’s army if required. The guild council framed rules of work and fixed standards, wages and prices. if any member violated a ruic he was tried by the guild court, whose judgement.</p>"
83, <p>The distribution of powers between the Centre and the States in the Indian Constitution is based on the scheme provided in the</p>,"(a)  Morley-Minto Reforms, 1909","(b)  Montagu-Chelmsford Act, 1919","(c)  Government of India Act, 1935","(d)  Indian Independence Act, 1947",History of Modern India,c,Medium,Fundamental(F),
84," <p>Despite having large reserves of coal, why does India import millions of tonnes of coal?</p><p>1. It is the policy of India to save its own coal reserves for future, and import it from other countries for the present use.</p><p>2. Most of the power plants in India are coal-based and they are not able to get sufficient supplies of coal from within the country.</p><p>3. Steel companies need large quantity of coking coal which has to be imported.  </p><p>Which of the statements given above is/are correct?  </p>",(a)  1 only,(b)  2 and 3 only,(c)  1 and 3 only,"(d)  1, 2 and 3",Economics,b,Difficult,tApplied(A),
85, <p>A person stood alone in a desert on a dark night and wanted to reach his village which was situated 5 km east of the point where he was standing. He had no instruments to find the direction but he located the polestar. The most convenient way now to reach his village is to walk in the</p>,(a)  direction facing the polestar,(b)  direction opposite to the polestar,(c)  direction keeping the polestar to his left,(d)  direction keeping the polestar to his right,Geography,c,Difficult,tApplied(A),<br/>
86," <p>Recently, there has been a concern over the short supply of a group of elements called ‘rare earth metals’. Why?</p><p>1. China, which is the largest producer of these elements, has imposed some restrictions on their export.</p><p>2. Other than China, Australia, Canada and Chile, these elements are not found in any country.</p><p>3. Rare earth metals are essential for the manufacture of various kinds of electronic items and there is a growing demand for these elements.</p><p>Which of the statements given above is/are correct?</p>",(a)  1 only,(b)  2 and 3 only,(c)  1 and 3 only,"(d)  1, 2 and 3",Current Affairs,c,Difficult,tApplied(A),
87, <p>Consider the following protected areas:</p><p></p><ol><li>Bandipur</li><li>Bhitarkanika</li><li>Manas</li><li>Sunderbans  </li></ol><p></p><p>Which of the above are declared Tiger Reserves?  </p>,(a)  1 and 2 only,"(b)  1, 3 and 4 only","(c)  2, 3 and 4 only","(d)  1, 2, 3 and 4",Ecology and Environment,b,Medium,Fundamental(F),<br/>
88, <p>Consider the following statements:</p><p>1. The duration of the monsoon decreases from southern India to northern India.</p><p>2. The amount of annual rainfall in the northern plains of India decreases from east to west.</p><p>Which of the statements given above is/are correct?</p>,(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Geography,c,Easy,Fundamental(F),
89, <p>Which one of the following is the characteristic climate of the Tropical Savannah Region?</p>,(a)  Rainfall throughout the year,(b)  Rainfall in winter only,(c)  An extremely short dry season,(d)  A definite dry and wet season,Geography,d,Medium,,<br/>
90, <p>In which one among the following categories of protected areas in India are local people <em><strong>not</strong></em> allowed to collect and use the biomass?  </p>,(a)  Biosphere Reserves,(b)  National Parks,(c)  Wetlands declared under Ramsar Convention,(d)  Wildlife Sanctuaries,Ecology and Environment,b,Medium,Fundamental(F),<br/>
91, <p>Consider the following kinds of organisms:</p><p>1. Bat</p><p>2. Bee</p><p>3. Bird  </p><p>Which of the above is/are pollinating agent/agents?  </p>,(a)  1 and 2 only,(b)  2 only,(c)  1 and 3 only,"(d)  1, 2 and 3",Ecology and Environment,d,Medium,Fundamental(F),
92, <p>Which one of the following groups of animals belongs to the category of endangered species?</p>,"(a)  Great Indian Bustard, Musk Deer, Red Panda and Asiatic Wild Ass.","(b)  Kashmir Stag, Cheetal, Blue Bull and Great Indian Bustard.","(c)  Snow Leopard, Swamp Deer, Rhesus Monkey and Saras (Crane).","(d)  Lion-tailed Macaque, Blue Bull, Hanuman Langur and Cheetal.",Ecology and Environment,a,Medium,Fundamental(F),<ul><li>Elimination could have been used; Great Indian Bustard is a Critically Endangered Species; also Snow Leopard is an endangered specie</li></ul>
93, <p>Consider the following statements:  If there were no phenomenon of capillarity</p><p>1. It would be difficult to use a kerosene lamp.</p><p>2. One would not be able to use a straw to consumer a soft drink.</p><p>3. The blotting paper would fail to function.</p><p>4. The big trees that we see around would not have grown on the Earth.  </p><p>Which of the statements given above are correct?  </p>,"(a)  1, 2 and 3 only","(b)  1, 3 and 4 only",(c)  2 and 4 only,"(d)  1, 2, 3 and 4",Basic Sciences,b,Medium,Applied(A),
94," <p>The Millennium Ecosystem Assessment describes the following major categories of ecosystem services—provisioning, supporting, regulating, preserving and cultural. Which one of the following is supporting service?  </p>",(a)  Production of food and water,(b)  Control of climate and disease,(c)  Nutrient cycling and crop pollination,(d)  Maintenance of diversity,Ecology and Environment,c,Difficult,tApplied(A),<ul><li>Nutrient dispersal and cycling is one of the 3 supporting services.</li></ul>
95, <p>What is the difference between the antelopes Oryx and Chiru?  </p>,(a)  Oryx is adapted to live in hot and arid areas whereas Chiru is adapted to live in steppes and semi-desert areas of cold high mountains.,(b)  Oryx is poached for its antlers whereas Chiru is poached for its musk.,(c)  Oryx exists in western India only whereas Chiru exists in north-east India only.,"(d)  None of the statements (a ), (b ) and (c ) given above is correct.",Ecology and Environment,a,Difficult,tFundamental(F),
