Q. No,Question_HTML,Option_A,Option_B,Option_C,Option_D,Subject,Correct Option,Difficulty Level,Nature,Explanation_HTML
68," <p>As per the UN-Habitat’s Global Report on Human Settlements 2009, which one among the following regions has shown the fastest growth rate of urbanization in the last three decades ?</p>",(a)  Asia,(b)  Europe,(c)  Latin America and Caribbean,(d)  North America,Geography,a,Medium,Fundamental(F),"<ul><li>According to UN-Habitat’s Global Report on Human Settlements 2009, regionwise level of urbanization (given in percentage) was as follows: 1975 2007 Growth Asia 24.0 40.8 70% Europe 65.7 72.2 10% Latin America and Caribbean 61.1 78.3 28% North America 73.8 81.3 10%.</li></ul>"
69," <p>In India, which type of forest among the following occupies the largest area ?</p>",(a)  Montane Wet Temperate Forest,(b)  Sub-tropical Dry Evergreen Forest,(c)  Tropical Moist Deciduous Forest,(d)  Tropical Wet Evergreen Forest,Geography,c,Medium,Fundamental(F),<br/>
70, <p>Inclusive growth as enunciated in the Eleventh Five Year Plan does not include one of the following?</p>,(a) Reduction of poverty,(b) Strengthening of capital market,(c) Extension of employment opportunities,(d) Reduction of gender inequality,Economics,b,Easy,Applied(A),"<ul>
<li>Inclusive growth as enunciated in the 11th five year plan includes: a) Rapid growth and poverty reduction b) To generate an adequate number of productive employment opportunities c) Access to essential services such as health, education, clean drinking water etc. d) Social Justice and Empowerment e) Environment Sustainability f) Gender Equity g) Improvement in Governance.</li>
</ul>"
71, <p>How many numbers from 0 to 999 are not divisible by either 5 or 7 ?</p>,(a)  313,(b)  341,(c)  686,(d)  786,gs_unclassified,c,Difficult,tApplied(A),
72, <p>Tamil Nadu is a leading producer of mill-made cotton yarn in the country. What could be the reason ?</p><p>1. Black cotton soil is the predominant type of soil in the State.</p><p>2. Rich pool of skilled labour is available.</p><p>  Select the correct answer using the code given below.</p>,(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Geography,b,Difficult,tApplied(A),<ul><li>Red soil is the predominant type of soil in the State. Rich pool of skilled labour is the main reason for high production of mill-make cotton yarn.</li></ul>
73," <p>Consider the following statements:</p><p>1. On the planet Earth, the fresh water available for use amounts to about less than 1% of the total water found.</p><p>2. Of the total fresh water found on the planet Earth 95% is bound up in polar ice caps and glaciers.</p><p>Which of the statements given above is/are correct ?</p>",(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Geography,a,Medium,Fundamental(F),"<p>Over 70% of our Earth's surface is covered by water (we should really call our planet ""Ocean"" instead of ""Earth""). Although water is seemingly abundant, the real issue is the amount of fresh water available.</p><ul><li>97.5% of all water on Earth is salt water, leaving only 2.5% as fresh water</li><li>Nearly 70% of that fresh water is frozen in the icecaps of Antarctica and Greenland; most of the remainder is preset as soil moisture, or lies in deep underground aquifers as groundwater not accessible to human use.</li><li>&lt; 1% of the world’s fresh water (~0.007% of all water on earth) is accessible for direct human uses. This is the water found in lakes, rivers, reservoirs and those underground sources that are shallow enough to be tapped at an affordable cost. Only this amount is regularly renewed by rain and snowfall, and is therefore available on a sustainable basis.</li></ul>"
74, <p>Which one of the following reflects back more sunlight as compared to other three ?</p>,(a)  Sand desert,(b)  Paddy crop land,(c)  Land covered with fresh snow,(d)  Prairie land,Geography,c,Medium,Applied(A),"<ul><li>The albedo of an object is a measure of how strongly it reflects light from light sources such as the Sun. Snow have a very high albedo and can be as high as 0.9. Because trees tend to have a low albedo, removing forests would tend to increase albedo and thereby could produce localized climate cooling, dry sand have low albedo (0.35) as compare to snow. Sand desert (20-30%), prairie grassland (25%), Land covered with fresh snow (85%) and Paddy crop land (20-25%).</li></ul>"
75, <p>Rivers that pass through Himachal Pradesh are ?</p>,(a)  Beas and Chenab only,(b)  Beas and Ravi only,"(c)  Chenab, Ravi and Satluj only","(d)  Beas, Chenab, Ravi, Satluj and Yamuna",Geography,d,,,"<ul>
<li>Himachal Pradesh provides water to both the Indus and Ganges basins. The drainage systems of the region are the Chandra Bhaga or the Chenab, the Ravi, the Beas, the Satluj and the Yamuna. These rivers are perennial and are fed by snow and rainfall. They are protected by an extensive cover of natural vegetation. The Beas rises in the Pir Panjal range near the Rohtang Pass and flows about 256 km in Himachal Pradesh. The Chandrabhaga or Chenab (Vedic name Askni), the largest river (in terms of volume of water) is formed after the meeting of two streams namely, Chandra and Bhaga at Tundi, in Lahul. It flows 122 km and covers an area of 7,500 km2, in Himachal, before entering Kashmir. The Ravi is born in Bara Banghal, Kangra district as a joint stream formed by the glacier fed Bhadal and Tantgari. The catchment area of Satluj in Himachal Pradesh is about 20,000 km2. The Yamuna has its origin in Yamunotri in Uttarkashi district, Uttarakhand. Its total catchment area in Himachal Pradesh is 2,320 km2.</li>
</ul>"
76, <p>Who of the following shall cause every recommendation made by the Finance Commission to be laid before each House of Parliament ?</p>,(a)  The President of India,(b)  The Speaker of Lok Sabha,(c)  The Prime Minister of India,(d)  The Union Finance Minister,Polity and Governance,a,Easy,Fundamental(F),<ul><li>Article 281 {Recommendations of the Finance Commission}: The President shall cause every recommendations made by the Finance Commission under the provisions of this Constitution together with an explanatory memorandum as to the action taken thereon to be laid before each House of Parliament.</li></ul>
77, <p>Which one of the following is responsible for the preparation and presentation of Union Budget to the Parliament ?</p>,(a)  department of Revenue,(b)  Department of Economic Affairs,(c)  Department of Financial Services,(d)  Department of Expenditure,Economics,b,Medium,Fundamental(F),"<ul><li>The Union Budget of India, referred to as the Annual Financial Statement in Article 112 of the Constitution of India, is the annual budget of the Republic of India, presented each year on the last working day of February by the Finance Minister of India in Parliament. Department of Economic Affairs is known to be the nodal agency of the Union Government and works under the right to Information (RTI) Act. The main activity of the department is to prepare the Union Budget annually, except the railway budget. It also formulates and monitors the internal and external aspects off the economic life of the country.</li></ul>"
78," <p>In a group of five persons A, B, C, D and E, there is a professor, a doctor and lawyer. A and D are unmarried ladies, and do not work. Of the married couple in the Group, E is the husband. B is the brother of A and is neither a doctor nor a lawyer. Who is the professor ?</p>",(a)  B,(b)  C,(c)  A,(d)  Cannot be determined with the available data,gs_unclassified,a,Medium,Applied(A),
79," <p>Consider the following actions by the Government:</p><ol><li>Cutting the tax rates</li><li>Increasing the government spending</li><li>Abolishing the subsidies </li></ol><p>In the context of economic recession which of the above actions can be considered a part of the ""fiscal stimulus"" package ?</p>",(a)  1 and 2 only,(b)  2 only,(c)  1 and 3 only,"(d)  1, 2 and 3",Economics,a,Medium,Applied(A),"<p>Fiscal Stimulus - Government measures, normally involving increased public spending and lower taxation, aimed at giving a positive jolt to economic activity.<br/></p><ul><li><strong>Tax Cuts:</strong> By cutting taxes, the government allows people to keep more in their pockets and ultimately spend more. This increase Consumption in the above equation.</li><li><strong>Government Spending:</strong> Direct government spending in infrastructure, social welfare or other such things increase the Government Spending in the above equation and helps boost the GDP.</li></ul>"
80," <p>Half of the villagers of a certain village have their own house. One-fifth of the villagers cultivate paddy. One-third of the villagers are literate. Four-fifth of the villages are below twenty five. Then, which one of the following is certainly true ?</p>",(a)  All the villagers who have their own houses are literate,(b)  Some villagers under twenty five are literate,(c)  A quarter of the villagers who have their own houses cultivate paddy,(d)  Half of the villagers who cultivate paddy are literate,gs_unclassified,b,Medium,Applied(A),
81," <p>When the Reserve Bank of India announces an increase of the Cash Reserve Ratio, what does it mean ?</p>",(a)  The commercial banks will have less money to lend,(b)  The Reserve Bank of India have less money to lend,(c)  The Union Government will have less money to lend,(d)  The commercial banks will have more money to lend,Economics,a,Medium,Applied(A),<p>Cash Reserve Ratio is a bank regulation that sets the minimum reserves each bank must hold to customer deposits and notes. RBI uses CRR either to drain excess liquidity or to release funds needed for the economy from time to time. Increase in CRR means that banks have less funds available and money is sucked out of circulation.</p>
82, <p>Who among the following Governor Generals created the Covenanted Civil Service of India which later came to be known as the Indian Civil Service ?</p>,(a)  Warren Hastings,(b)  Wellesley,(c)  Cornwallis,(d)  William Bentinck,History of Modern India,c,Medium,Fundamental(F),"<ul><li>The effort of Lord Warren Hastings and Lord Cornwallis led to the rise of civil service. Hastings laid the foundations of civil service and Cornwallis reformed, modernized and rationalized it. Hence, Cornwallis came to the known as the 'Father of Civil Service' in India. He introduced the 'Covenanted Civil Services' (higher Civil Services) which were different from the 'Uncovenanted Civil Services' (lower civil services). The former was created by a law of the company, while the latter was created otherwise. However, he reserved all the covenanted services for the Europeans (i.e., English personnel) and thus excluded Indians from superior posts.</li></ul>"
83, <p>What was the immediate cause for the launch of the Swadeshi movement ?</p>,(a)  The partition of Bengal done by Lord Curzon,(b)  A sentence of 18 months rigorous imprisonment imposed on Lokmanya Tilak,(c)  The arrest and deportation of Lala Lajpat Rai and Ajit Singh; and passing of the Punjab Colonization Bill,(d)  Death sentence pronounced on the Chapekar brothers,History of Modern India,a,Easy,Fundamental(F),"<ul><li>Partition of Bengal (1905) - The partition, officially announced on July 4, 1905, came into effect on October 16, 1905. On the same day the people of Bengal reacted in an unprecedented way by observing it as a day of mourning and organizing protest meetings. At a meeting held at the so-called 'Federal Hall', a resolution was adopted to launch the Swadeshi Movement and adopt the slogan of 'Bande Matram'.</li></ul>"
84, <p>Consider the following statements:</p><p>1. Dr. Rajendra Prasad persuaded Mahatma Gandhi to come to Champaran to investigate the problem of peasants.</p><p>2. Acharya J.B. Kriplani was one of Mahatma Gandhi’s colleagues in his Champaran investigation.</p><p>Which of the statements given above is/are correct ?</p>,(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,History of Modern India,b,Medium,Fundamental(F),"<ul>
<li>Champaran Satyagraha: Raj Kumar Shukla on ordinary raiyat and indigo cultivator of Champaran, invited Gandhiji from Lucknow. Mobilization of peasantry was done by Raj Kumar Shukla, Sant Raut, Khendar Rai, local mahajans and traders, village mokhtara and village school teachers such as Pir Mohammad, Harbans Sahai, open inquiry was done in July 1917 and Gandhiji appointed 15 volunteers to start village construction work. In this movement Rajendra Prasad, A. N. Singh, J.B. Kriplani also supported him in Champaran. It led to abolition of Tinkathia System where peasants had to grow Indigo on 3/20 part of their land.</li>
</ul>"
85," <p>By a regulation in 1793, the District Collector was deprived of his judicial powers and made the collecting agent only. What was the reason for such regulation?</p>",(a)  Lord Cornwallis felt that the District Collector’s efficiency of revenue collection would enormously increase without the burden of other work,(b)  Lord Cornwallis felt that Judicial power should compulsorily be in the hands of Europeans while Indians can be given the job of revenue collection in the districts,(c)  Lord Cornwallis was alarmed at the extent of power concentrated in the District Collector and felt that such absolute power was undesirable in one person,(d)  The judicial work demanded a deep knowledge of India and a good training in law and Lord Cornwallis felt that District Collector should be only a revenue collector,History of Modern India,c,Difficult,tFundamental(F),"<ul><li>The office of collector had undergone considerable structural and functional changes during the period of British rule. Besides revenue collection, the district collector exercised civil, judicial and military powers in district until 1792, when the judicial and magisterial were separated from him and transferred to the district judge.</li></ul>"
86," <p>With reference to India, consider the following statements:</p><p>1. The Wholesale Price Index (WPI) in India to available on a monthly basis only.</p><p>2. As compared to Consumer Price Index for Industrial Workers (CPI (IW)), the WPI gives less weight to food articles.</p><p>Which of the statements given above is/are correct ?</p>",(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Economics,c,Medium,Fundamental(F),"<ul><li>A Wholesale Price Index (WPI) is the price of a representative basket of wholesale goods. Some countries (like India and The Philippines) use WPI changes as a central measure of inflation. The Abhijit Sen committee had suggested the modification of India’s outdated price index calculation to a monthly price index. The government has endorsed the format to release a wholesale price based inflation data on a monthly basis, instead of every week as being done now, and changed the base year to 2004-05 from 1993-94. Weight of food items in WPI: food articles: 15.40% and food products: 11.53% Consumer Price Index for Industrial Workers: 57%.</li></ul>"
87," <p>Each person""s performance compared with all other person is to be done to rank them subjectively. How many comparisons are needed in total, if there are 11 persons ?</p>",(a)  66,(b)  55,(c)  54,(d)  45,gs_unclassified,b,Medium,Applied(A),
88, <p>What is the principle by which a cooling system (Radiator) in a motor car works ?</p>,(a)  Conduction only,(b)  Convection,(c)  Radiation only,(d)  Both conduction and radiation,Basic Sciences,b,Medium,Applied(A),"<ul><li>Radiators are heat exchangers used to transfer thermal energy form one medium to another for the purpose of cooling and heating. The majority of radiators are constructed to function in automobiles, buildings, and electronics. The radiator is always a source of heat to its environment, although this may be either for the purpose of heating this environment, or for cooling the fluid or coolant supplied to it, as for engine cooling. In the car, the radiator is not really a radiator, because it does not really radiate, but rather used forced convection on two sides. In one circuit, the coolant water takes heat from the engine and delivers it to the radiator (really heat exchanger), where the heat is transferee to forced air. Both circuits used forced convection, but the heat is conducted through the tubes and fins of the radiator. There is a constraint on the max temperature of the engine, and also on the cooling water, which is related to the system pressure – one does not want the water to boil (or pressure to increase).</li></ul>"
89, <p>Which among the following do/does not belong/belongs to the GSM family of wireless technologies ?</p>,(a)  EDGE,(b)  LTE,(c)  DSL,(d)  Both EDGE and LTE,Science and Technology,c,Difficult,tFundamental(F),"<ul><li>Enhanced Data rates for GSM Evolution (EDGE) is a digital mobile phone technology that allows improved data transmission rates as a backward-compatible extension of GSM. EDGE is considered a 3G radio technology and is part of ITU's 3G definition. EDGE was deployed on GSM networks beginning in 2003. 3GPP Long Term Evolution (LTE), is the latest standard in the mobile network technology tree that previously realized the GSM/EDGE and UMTS/HSxPA network technologies. Digital Subscriber Line (DSL) is a family of technologies that provides digital data transmission over the wires of a local telephone network, DSL originally stood for digital subscriber loop. In telecommunication marketing, the term Digital Subscriber Line is widely understood to mean Asymmetric Subscriber Line (ADSL), the most commonly installed technical variety of DSL. DSL service is delivered simultaneously with regular telephone on the same telephone line. This is possible because DSL uses a higher frequency. These frequency bands are subsequently separated by filtering.</li></ul>"
90," <p>With reference to the treatment of cancerous tumours, a tool called cyberknife has been making the news. In this context, which one of the following statements is not correct ?</p>",(a)  It is a robotic image guided system,(b)  It delivers an extremely precise does of radiation,(c)  It has the capability of achieving sub-millimetre accuracy,(d)  It can map the spread of tumour in the body,Science and Technology,d,Easy,Fundamental(F),"<ul><li>The CyberKnife is not actually a knife at all. It's a state-of-the-art piece of equipment that allows specialist oncologists to treat tumours and other medical conditions painlessly without the need for an operation. CyberKnife uses pencil beams of radiation which can be directed at any part of the body from any direction via a robotic arm. The robotic arm tracks the tumour's position, detects any movement of the tumour or patient, and automatically corrects its positioning before targeting the tumour with multiple beams of high-energy radiation, destroying abnormal tissue without damaging surrounding areas. The treatment is so accurate that it’s now possible to treat tumours previously thought to be inoperable. Although the results of treatment do not always slow immediately, in most cases the procedure will initially stop the growth of tumours before gradually reducing their size.</li></ul>"
91," <p>When you travel in certain parts of India, you will notice red soil. What is the main reason for this colour ?</p>",(a)  Abundance of magnesium,(b)  Accumulated humus,(c)  Presence of ferric oxides,(d)  Abundance of phosphates,Geography,c,Easy,Fundamental(F),"<ul>
<li>Red soil is formed as a result of the wearing down of the old crystalline rocks. It is less clayey and more of a sandy nature and has a rich content of iron and small Humus content. Red soil is poor in poor in nitrogen, phosphorous and lime. Reddish color of red soil is due to wide diffusion of iron.</li>
</ul>"
92, <p>Which one of the following is the appropriate reason for considering the Gondwana rocks as most important of rock systems of India ?</p>,(a)  More than 90% of limestone reserves of India are found in them,(b)  More than 90% of India’s coal reserves are found in them,(c)  More than 90% of fertile black cotton soils are spread over them,(d)  None of the reasons given above is appropriate in this context,Geography,b,Medium,Fundamental(F),"<p>Around 98% of coal reserves of India are found in Gondwana rock system. That's why they are considered as most important rock systems of India. They also have rich deposits of iron ore, copper, uranium and antinomy.</p>"
93, <p>Which one of the following can one come across if one travels through the Strait of Malacca ?</p>,(a)  Bali,(b)  Brunei,(c)  Java,(d)  Singapore,Geography,d,Medium,Fundamental(F),"<ul><li>The littoral states of the Straits of Malacca are, Malaysia, Indonesia and Singapore. The straits, situated between the coastline of Thailand, Malaysia and Singapore to the East and the Indonesian island of Sumatra to the West extends 600 miles (900 km) from its widest point (about 350 km between Northern Sumatra and Thailand) to its narrowest (less than 3 km wide between southern Sumatra and Singapore). At its shallowest, it has a reported depth of just 25 metres. According to the International Maritime Organization, at least 50,000 ships sail through this strait every year. They transport about 30 per cent of the world's trade goods and 80 per cent of Japan’s oil needs.</li></ul>"
94," <p>With reference to the river Luni, which one of the following statements is correct ?</p>",(a)  It flows into Gulf of Khambhat,(b)  It flows into Gulf of Kuchchh,(c)  It flows into Pakistan and merges with a tributary of Indus,(d)  It is lost in the marshy land of the Rann of Kuchchh,Geography,d,Medium,Fundamental(F),"<ul><li>The Luni is a river of western Rajasthan state, India. It originates in the Pushkar valley of the Aravalli Range, near Ajmer and ends in the marshy lands of Rann of Kuth in Gujarat, after travelling a distance of 530 km. It is first known as Sagarmati, then after passing Govindgarh, it meets its tributary Sarsuti, which originates from Pushkar Lake, and from then on it gets its name Luni.</li></ul>"
95, <p>Which one of the following pairs is not correctly matched  ?</p><p>          Dam /Lake    :     River</p>,(a)  Govind Sagar    :    Satluj,(b)  Kolleru Lake      :    Krishna,(c)  Ukai Reservoir  :    Tapi,(d)  Wular Lake        :    Jhelum,Geography,b,Difficult,tFundamental(F),"<ul><li>Gobind Sagar is a man-made reservoir situated in Bilaspur District, Himachal Pradesh. The reservoir on the river Sutlej, was formed after the hydel dam at Bhakra was constructed and has been named in honour of Guru Gobind Singh, the tenth Sikh guru. Kolleru Lake is the largest freshwater lake in India. It is located in Andhra Pradesh state, India. Kolleru is located between Krishna and Godavari delta. Kolleru spans into two districts - Krishna and West Godavari. The lake serves as a natural flood-balancing reservoir for these two rivers. The lake is fed directly by water from the seasonal Budameru and Tammileru streams, and is connected to the Krishna and Godavari systems by over 68 inflows drains and channels. Ukai Dam, constructed across the Tapi River, is the largest reservoir in Gujarat. It is also known as Vallabh Sagar. Wular Lake is large fresh water lake in Bandipore district in the Indian state of Jammu and Kashmir. The lake basin was formed as a result of tectonic activity and is led by the Jhelum River.</li></ul>"
96, <p>A geographic region has the following distinct characteristics:</p><p>1. Warm and dry climate</p><p>2. Mild and wet winter</p><p>3. Evergreen oak trees </p><p>The above features are the distinct characteristics of Which one of the following regions ?</p>,(a)  Mediterranean,(b)  Eastern China,(c)  Central Asia,(d)  Atlantic coast of North America,Geography,a,Medium,Fundamental(F),"<ul>
<li>A Mediterranean climate is the climate typical of most of the lands in the Mediterranean Basin as part of subtropical climate. The climate is characterized warm to hot, dry summers and mild, wet winters. Mediterranean climate zones are associated with the five large subtropical high pressure cells of the oceans, the Azores High, South Atlantic High, North Pacific High, South Pacific High, and Indian Ocean High. All regions with Mediterranean climates have relatively mild winters, but summer temperatures are variable depending on the region. The native vegetation of Mediterranean climate lands must be adapted to survive long, hot summer droughts and prolonged wet periods in winter. Mediterranean vegetation examples include Evergreen trees: such as Pines, Cypress, and Oaks.</li>
</ul>"
97," <p>With reference to the National Rehabilitation and Resettlement Policy, 2007, consider the following statements:</p><p>1. This policy is applicable only to the persons affected by the acquisition of land for projects and not to the involuntary displacement due to any other reason.</p><p>2. This policy has been formulated by the Ministry of Social Justice and Empowerment.</p><p>Which of the statements given above is/are correct ?</p>",(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Economics,d,Difficult,tFundamental(F),"<ul>
<li>National Rehabilitation and Resettlement Policy of 2007 comes under the jurisdiction of the Ministry of Rural Development. The objectives of the National Rehabilitation and Resettlement Policy are: to minimize displacement and to promote, 'as far as possible, non- displacing or least-displacing alternatives; to ensure adequate rehabilitation package and expeditious' implementation of the rehabilitation process with the active participation of the affected families; to ensure that special care is taken for protecting the rights of the weaker sections of society, especially members of the Scheduled Castes and Scheduled Tribes, and to create obligations on the State for their treatment with concern and sensitivity; to provide a better standard of living, making concerted efforts for providing sustainable income to the affected families; to integrate rehabilitation concerns into the development planning and implementation process; and where displacement is on account of land acquisition, to facilitate harmonious relationship between the requiring body and affected families through mutual cooperation.</li>
</ul>"
98," <p>In the context of India’s Five Year Plans, a shift in the pattern of industrialization, with lower emphasis on heavy industries and more on infrastructure begins in</p>
",(a)  Fourth Plan,(b)  Sixth Plan,(c)  Eighth Plan,(d)  Tenth Plan,Economics,b,Medium,Fundamental(F),"<p>The Sixth plan for the first time recognized that the success of the Mahalanobis heavy industrialization strategy is raising the saving rate of the country had created a situation where excess capacities were becoming evident in certain industries. A shift in the pattern of industrialization, with lower emphasis on heavy industries and more on infrastructure, begins here. The Seventh plan represents the culmination of this shift.</p>"
99," <p>Two of the schemes launched by the Government of India for Women’s development are Swadhar and Swayam Siddha. As regards the difference between them, consider the following statements:</p><p>1. Swayam Siddha is meant for those in difficult circumstances such as women survivors of natural disasters or terrorism, women prisoners released from jails, mentally challenged women etc. whereas Swadhar is meant for holistic empowerment of women through Self Help Groups.</p><p>2. Swayam Siddha is implemented through Local Self Government bodies or reputed Voluntary Organizations whereas Swadhar is implemented through the ICDS units set up in the states.</p><p>Which of the statements given above is/are correct ?</p>",(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Social issues,d,Medium,Fundamental(F),"<ul><li>Swayamsiddha (2000-01) is an integrated scheme for the development and empowerment of women both socially and economically through Self Help Groups to enable them live with dignity and self-reliance. The scheme lays stress on access to micro-credit and envisages block and panchayat-level participation among women, cutting across all regional, economic and social groups. Swadhar: The Swadhar scheme was launched in the Department during the year 2001-02 as a Central Sector Scheme for providing holistic and integrated services to women in difficult circumstances such ad destitute widows deserted by their family in religious places like Vrindaban and Kashi, women prisoners from jail and without family support. The scheme is implemented through PSUs, District Rural Development Agencies, Federations, Cooperatives and Voluntary Organizations - Non-governmental Voluntary Organizations working in rural areas with legal status as society.</li></ul>"
100," <p>With reference to the United Nations Convention on the Right of the Child, consider the following:</p><p>1. The Right to Development </p><p>2. The Right to Expression </p><p>3. The Right to Recreation </p><p>Which of the above is/are the Rights of the child ? .</p>",(a)  1 only,(b)  1 and 3 only,(c)  2 and 3 only,"(d)  1, 2 and 3",International Affairs and Institutions,d,Easy,Fundamental(F),"<p>The UN Convention on the Rights of the Child, adopted by the United Nations in November 1989, spells out the basic human rights to which children everywhere are entitled. It has since been ratified by all governments except the richest, the United States of America, and one of the poorest, Somalia. The following sections of the Convention are of particular interest to anyone concerned about the relationship between children, young people and the media.</p><ul><li>Article 12 refers to children's rights to express their own opinions and to have them taken into account in any matter affecting them.</li><li>Children's right to freedom of expression is defined in Article 13, which also says that they have a right to receive and disseminate information. </li><li>Article 17 recognizes ""the important function performed by the mass media"", and calls on those governments who have signed up to the Convention to ""ensure that that child has access to information and material from a diversity of national and international sources."" It also encourages the media ""to disseminate information and material of social and cultural benefit to the child"", and calls on government to encourage the development of guidelines to protect children from harmful material. </li><li>Articles 28 and 29 (the right to education), Article 31 (the right to participate in leisure, cultural and artistic activities), and Articles 34 and 36 (which required that children should be protected from sexual and other forms of exploitation, including pornography) are also relevant.</li></ul>"
101," <p>Three men start together to travel the same way around a circular track of 11 km. Their speeds are 4, 5.5 and 8 kmph respectively. When will they meet at that starting point for the first time ?</p>",(a)  After 11 hours,(b)  After 21 hours,(c)  After 22 hours,(d)  After 33 hours,gs_unclassified,c,Difficult,tApplied(A),
102," <p>With reference to the Consumer Disputes Redressal at district level in India, which one of the following statements is not correct ?</p>",(a)  A State Government can establish more than one District Forum in a district if it deems fit,(b)  One of the members of the District Forum shall be a woman,(c)  The District Forum entertains the complaints where the value of goods or services does not exceed rupees fifty lakhs,(d)  A complaint in relation to any goods sold or any service provided may be filed with a District Forum by the State Government as a representative of the interests of the consumers in a general,Economics,c,Medium,Fundamental(F),"<p>The Consumer Protection Act, 1986 is a benevolent social legislation that lays down the rights of the consumers and provides their for promotion and protection of the rights of the consumers. To provide inexpensive, speedy and summary redressal of consumer disputes, quasi-judicial bodies have been set up in each District and State and at the national level, called the District Forums, the State Consumer Disputes Redressal Commission and the National Consumer Disputes Redressal Commission respectively. Each District Forum is headed by a person who is or has been or is eligible to be appointed as a District Judge, and two other members one of whom shall be a woman. A consumer can file complaint in the consumer court against any defective goods purchased or deficient service rendered including restrictive/unfair trade practice adopted by any trader/person. Normally a complaint is to be file within two years from the date on which cause of action arose. If the cost of goods or services and compensation asked for is up to 20 lakhs the case can be filed in the concerned Consumer Forum. Similarly for more than 20 lakhs and up to one crore in State Commission and more than one crore in National Commission.</p>"
103, <p>King Cobra is the only snake that makes its own nest. Why does it make its nest ?</p>,(a)  It is a snake-eater and the nest helps attract other snakes,(b)  It is a viviparous snake and needs a nest to give birth of offspring,(c)  It is an oviparous snake and lays its eggs in the nest and guards the nest until they are hatched,"(d)  It is a large, cold blooded animal and needs a nest to hibernate in the cold season",Ecology and Environment,c,Medium,Applied(A),"<ul>
<li>King Cobra's ""claim to fame"" is the fact that they are the only snake to construct a nest for the sole purpose of laying their eggs. A King Cobra Nest is constructed by the female typically from rotten leaves and vegetation. The female King Cobra will loop her coils over loose debris and drag the material to create her nest. In most cases, a Cobra nest is nothing more than a simple pile of leaves mounded above the ground where she will lay between 40 and 60 eggs. In some case however, maybe due to experience, the female actually constructs a lower ""Egg Chamber"", with an upper area for her to lay and incubate. King Cobra eggs incubate after 65 to 80 days.</li>
</ul>"
104," <p>As a result of their annual survey, the National Geographic Society and an international polling firm GlobeScan gave India top rank in Greendex 2009 score. What is this score ?</p>",(a)  It is a measure of efforts made by different countries in adopting technologies for reducing carbon footprint,(b)  It is a measure of environmentally sustainable consumer behaviour in different countries,(c)  It is an assessment of programmes/ schemes undertaken by different countries for improving the conservation of natural resources,(d)  It is an index showing the volume of carbon credits sold by different countries,Ecology and Environment,b,Easy,Fundamental(F),"<ul><li>The second Greendex survey, conducted by the National Geographic Society and international polling firm GlobeScan, canvassed 17,000 adults online in 17 countries in 2009 to gauge consumer attitudes and their behaviour. Consumers in India, Brazil and China again scored the highest for green behaviour among the countries included the Greendex survey - and U.S. consumers again scored the worst. The 296-page report details consumers' self-reported behaviour in four major areas - goods, food, transportation and housing - as well as the participants' responses to 22 questions about their beliefs and values regarding environmental issues.</li></ul>"
105, <p>Consider the following statements:</p><ol><li>The Taxus tree naturally found in the Himalayas.</li><li>The Taxus tree is listed in the Red Data Book.</li><li>A drug called 'taxol' is obtained from Taxus tree is effective against Parkinson's disease.</li></ol><p>Which of the statements given above is/are correct ?</p>,(a) 1 only,(b) 1 and 2 only,(c) 2 and 3 only,"(d) 1, 2 and 3",Ecology and Environment,b,Medium,Fundamental(F),"<ul><ul><li><br/> Taxus wallichiana Zucc., is found in temperate forests of Asia ranging from Afghanistan through the Himalayas to the Philippines with elevation range of 1500-3500 m. it is small to medium-sized tree, with red 'berries' (seeds covered by arils), valuable for Taxol extraction. It is used in preparation of anticancer drugs, in addition to other medicinal uses in Ayurveda and Tibetan Medicine. In 1995, Taxus wallichiana was listed in Appendix II of CITES. Its legal status is that it has been included in the Red Data Book.</li></ul></ul><p><br/><br/></p>"
106," <p>P, Q, R and S are four men. P is the oldest but not the poorest. R is the richest but not the oldest. Q is older than S but not than P or R. P is richer than Q but not than S. The four men can be ordered (descending) in respect of age and richness, respectively, as .</p>","(a)  PQRS, RPSQ","(b)  PRQS, RSPQ","(c)  PRQS, RSQP","(d)  PRSQ, RSPQ",gs_unclassified,b,Medium,Applied(A),
107, <p>What causes wind to deflect toward left in the Southern hemisphere ?</p>,(a)  Temperature,(b)  Magnetic field,(c)  Rotation of the earth,(d)  Pressure,Geography,c,Easy,Applied(A),"<ul><li>The rotation of the Earth creates a force, termed Coriolis force, which acts upon wind and other objects in motion in very predictable ways. According to Newton's first law of motion, air will remain moving in straight line unless it is influenced by an unbalancing force. The consequence of Coriolis force opposing pressure gradient acceleration is that the moving air changes direction. Instead of wind blowing directly from high to low pressure, the rotation of the Earth causes wind to deflected off course. In the Northern Hemisphere, wind is deflected to the right of its path, while in the Southern Hemisphere it is deflected to the left.</li></ul>"
