Q. No,Question_HTML,Option_A,Option_B,Option_C,Option_D,Subject,Correct Option,Difficulty Level,Nature,Explanation_HTML
55," <p>Match List I with List II and select the correct answer using the codes given below the lists:</p><table border=""0"" cellpadding=""0"" cellspacing=""0"" class=""mceItemTable mce-item-table"" data-mce-style=""height: 82px;"" style=""height: 82px;"" width=""241""><tbody><tr><td valign=""top"" width=""145""><p>List I (Dancer)</p></td><td valign=""top"" width=""18""><p> </p></td><td valign=""top"" width=""126""><p>List II (Dance)</p></td></tr><tr><td valign=""top"" width=""145""><p>A. Kalamandalam Kshemavaty</p></td><td valign=""top"" width=""18""><p>:</p></td><td valign=""top"" width=""126""><p>1. Kathakali</p></td></tr><tr><td valign=""top"" width=""145""><p>B. Kottakkai Sivaraman</p></td><td valign=""top"" width=""18""><p>:</p></td><td valign=""top"" width=""126""><p>2. Manipuri</p></td></tr><tr><td valign=""top"" width=""145""><p>C. Lakshmi Viswanathan</p></td><td valign=""top"" width=""18""><p>:</p></td><td valign=""top"" width=""126""><p>3. Mohiniattam</p></td></tr><tr><td valign=""top"" width=""145""><p>D. N Madhabi Devi</p></td><td valign=""top"" width=""18""><p>:</p></td><td valign=""top"" width=""126""><p>4. Bharatanatyam</p></td></tr></tbody></table><p>     </p>","(a) A-1, B-3, C-2, D-4","(b) A-3, B-1, C-4, D-2","(c) A-1, B-3, C-4, D-2","(d) A-3, B-1, C-2, D-4",Indian Art and Culture,b,Difficult,tFundamental(F),<ul><li>Kalamandalam Kshemavaty - Mohiniattam Kottakkal Sivaraman - Kathakali Lakshmi Viswanathan - Bharatnatyam N. Madhabi Devi - Manipuri</li></ul>
56, <p>The Mongols under Chengiz Khan invaded India during the reign of</p>,(a)  Balban,(b)  Feroz Tughlaq,(c)  Iltutmish,(d)  Muhammad bin Tughlaq,Ancient and Medieval History,c,Easy,Fundamental(F),"The Mongols under Chengiz Khan invaded India during the reign of Iltutmish but did not enter deep in India as the Persian king was not given shelter by Iltutmish, whom Chengiz Khan was chasing."
57, <p>Which among the following ports was called Babul Makka (Gate of Makka) during the Mughal Period?</p><p> </p>,(a)  Calicut,(b)  Broach,(c)  Cambay,(d)  Surat,Ancient and Medieval History,c,Easy,Fundamental(F),Cambay was called Babul Makka (Gate of Makka) during the Mughal period because the pilgrimage to Makka was made from here.
58, <p>Which one of the following pairs is correctly matched?</p><p> </p>,(a)  Dewan-i-Bandagani : Tughlaq.,(b)  Dewan-i-Mustakhraj : Balban.,(c)  Dewan-i-Kohi : Alauddhin Khilji.,(d)  Dewan-i-Arz : Muhammad Tughlaq.,Ancient and Medieval History,a,Difficult,tFundamental(F),"Dewan-i-Bandagani : by Feroz Tughlaq (Department of Slaves)
 Dewan-i-Alauddin Khalji
 Dewan-i-Kohi : Muhammad Bin Tughlaq
 Dewan-i-Arz : Balban"
59," <p>Assertion (A): The Battle of Khanna was certainly more decisive and significant that the first Battle of Panipat.</p><p>Reason (R): Rana Sanga, the Rajput hero, was certainly a more formidable adversary than Ibrahim Lodi.</p>",(a)  Both A and R are individually true and R is the correct explanation of A,(b)  Both A and R are individually true but R is not the correct explanation of A,(c)  A is true but R is false,(d)  A is false but R is true,History of Modern India,a,Medium,Fundamental(F),Rana Sanga was more formidable adversely than Ibrahim Lodi as he had once defeated Ibrahim Lodi. So battle of Khanna was certainly more significant and decisive than first battle of Panipat.
60, <p>Who among the following Indian rulers established embassies in foreign countries on modern lines?</p>,(a)  Haider Ali,(b) Mir Qasim,(c)  Shah Alam II,(d)  Tipu Sultan,History of Modern India,d,Easy,Fundamental(F),"Tipu Sultan established embassies in foreign countries like Egypt, France and Turkey on modern lines."
61, <p>The Hunter Commission was appointed after the</p>,(a)  Black-hole incident,(b)  Jalianwallabagh massacre,(c)  Uprising of 1857,(d)  Partition of Bengal,History of Modern India,b,Easy,Fundamental(F),"To investigate into the events of Jallianwalabagh tragedy, occurred in April 13, 1919, the Hunter Commission was appointed."
62," <p>Under the Permanent Settlement, 1793, the Zamindars were required to issue pattas to the farmers which were not issued by many of the Zamindars. The reason was</p>",(a)  The Zamindars were trusted by the farmers,(b)  There was no official check upon the zamindars,(c)  It was the responsibility of the British government,(d)  The farmers were not interested in getting pattas,History of Modern India,b,Medium,Fundamental(F),"There was no official check upon the Zamindars under the permanent settlement, 1793. They were required to give 10/11th of revenue collections to the British authorities."
63," <p>Consider the following statements: </p><p>1. Arya Samaj was founded in 1835.</p><p> 2. Lala Lajpat Rai opposed the appeal of Arya Samaj to the authority of Vedas in support of its social reform programmes. </p><p>3. Under Keshab Chandra Sen, the Brahmo Samaj campaigned for women’s education.</p><p> 4. Vinoba Bhave founded the Sarvodaya Samaj to work among refugees. </p><p>Which of these statements are correct?</p><p> </p>",(a)  1 and 2,(b)  2 and 3,(c)  2 and 4,(d)  3 and 4,History of Modern India,d,Difficult,tFundamental(F),Arya Samaj was founded in the year 1875 by Swami Dayananda Saraswathi. Lala Lajpat Rai was one of the members of Arya Samaj and supported the appeal of Arya Samaj to the authority of Vedas in support of the social reform programmes.
64, <p>Who among the following leaders proposed to adopt Complete Independence as the goal of the Congress in the Ahmedabad session of 1920?</p>,(a)  Abdul Kalam Azad,(b)  Hasrat Mohani,(c)  Jawahar Lal Nehru,(d)  Mohandas Karamchand Gandhi,History of Modern India,b,Difficult,tFundamental(F),Hasrat Mohani proposed to adopt complete independence as the goal of the Congress in the Ahmedabad session of 1920. It was opposed by Gandhiji which led to the rejection of resolution for complete independence.
65, <p>Who among the following organized the famous Chittagong armoury raid?</p>,(a)  Laxmi Sehgal,(b)  Surya Sen,(c)  Batukeshwar Datta,(d)  J.M. Sengupta,History of Modern India,b,Easy,Fundamental(F),Surya Sen led the famous Chittagong Armoury raid on 18th April 1930.
66, <p>A London branch of the All India Muslim League was established in 1908 under the presidency of</p>,(a)  Aga Khan,(b)  Ameer Ali,(c)  Liaquat Ali Khan,(d)  M.A. Jinnah,History of Modern India,b,Difficult,tFundamental(F),"Aga Khan was the President of Muslim League in India. Liaquat Ali and Jinnah were in Congress at that time. Ameer Ali, a judge from Calcutta High Court (1890-1904), later settled in England and founded Muslim League there."
67," <p>Who amongst the following Englishmen, first translated Bhagvad-Gita into English?</p>",(a)  William Jones,(b)  Charles Wilkins,(c)  Alexander Cunningham,(d)  John Marshall,History of Modern India,b,Medium,Fundamental(F),Charles Wilkins was the first Englishmen to translate Bhagavad Gita into English. He was a member of Asiatic Society founded by William Jones.
68," <p>Who among the following, was the President of the All-India States People’s Conference in 1939?</p>",(a)  Jaya Prakash Narayan,(b)  Jawahar Lal Nehru,(c)  Sheikh Abdullah,(d)  Sardar Vallabhbhai Patel,History of Modern India,b,Medium,Fundamental(F),Jawaharlal Nehru was the President of the All-India States People’s Conference in 1939 which aims at securing peoples sovereignty in the princely states.
69, <p>Which of the following pairs is NOT correctly matched?</p>,(a)  India’s first technicolour film : Jhansi Ki Rani,(b)  India’s first 3-Dfilm : My Dear Kuttichethan,(c)  India’s first insured film : Taal,(d)  India’s first actress to win the Bharat Ratna : Meena Kumari,Indian Art and Culture,d,Medium,Fundamental(F),No actress was awarded Bharat Ratna. Satyajit Ray (Director) and Lata Mangeshkar (Singer) were awarded Bharat Ratna in 1992 and 2001 respectively.
70, <p>The prices at which the government purchases food grains for maintaining the public distribution for maintaining the public distribution system and for building up buffer – stocks is known as</p>,(a)  minimum support prices.,(b)  procurement prices,(c)  issue prices,(d)  ceiling prices,Economics,b,Difficult,tFundamental(F),Government purchases food grains for maintaining public distribution system and for building up buffer stock at ‘procurement prices’.
71, <p>National Agriculture Insurance Scheme replacing Comprehensive Crop Insurance Scheme was introduced in the year</p>,(a)  1997,(b)  1998,(c)  1999,(d)  2000,Economics,c,Medium,Fundamental(F),"National Agricultural Insurance Scheme replacing Comprehensive Crop Insurance Scheme was introduced in the year 1999. The main objective of the scheme is to protect the farmers against crop losses suffered on account of natural calamities such as droughts, flood, hailstorm, cyclone, fire, pests and diseases."
72, <p>Consider the following states:</p><p>1. Gujarat.</p><p>2. Karnataka.</p><p>3. Maharashtra</p><p>4. Tamil Nadu </p><p>The descending order of these states with reference to their level of Per Capita Net State Domestic Product is </p>,"(a)  1, 3, 4, 2","(b)  3, 1, 2, 4","(c)  1, 3, 2, 4","(d)  3, 1, 4, 2",Economics,b,Difficult,tFundamental(F),"The descending order of the states with reference to their level to per capita Net Domestic Product is Maharashtra, Gujarat, Karnataka and Tamil Nadu."
73, <p>Consider the following:</p><p>1. Market borrowing</p><p>2. Treasury bills</p><p>3. Special securities issued to RBI</p><p>Which of these is/are component(s) of internal debt?</p>,(a)  1 only,(b)  1 and 2,(c)  2 only,"(d)  1, 2 and 3",Economics,d,Medium,Fundamental(F),"Internal debt comprises to Market borrowing, Treasury bills and Special Securities issue to RBI."
74," <p>When lightwaves pass from air to glass, the variables affected are</p>","(a)  Wavelength, frequency and velocity",(b)  Velocity and frequency,(c)  Wavelength and frequency,(d)  Wavelength and velocity,Basic Sciences,d,Difficult,tApplied(A),Light travels at different velocities in different media i.e. velocity decreases when it passes from rarer (air) to denser medium (glass). Refraction (bending of light) takes place when light passes from one medium to other medium while more a ray bent in passing through different media the shorter will be wavelength. Frequency of medium does not change with medium (Velocity = Frequency x Wavelength).
75, <p>When water is heated from 0 degree C to 10 degree C its volume</p>,(a)  increases,(b)  decreases,(c)  does not change,(d)  first decreases and then increases,Basic Sciences,d,Difficult,tApplied(A),The mass of a body does not change from place to place (with respect to gravity). It is weight (W = mg) of a body which changes from one place to another as its value depends on acceleration due to gravity (g) which changes from one place to another.
76, <p>Who amongst the following was the first to state that the earth was spherical?</p>,(a)  Aristotle,(b)  Copernicus,(c)  Ptolemy,(d)  Strabo,Science and Technology,a,Difficult,tFundamental(F),Aristotle was the first to state that the earth was spherical.
77, <p>Consider the following statements:</p><p> A simple pendulum is set into oscillation.</p><p>1.Then the acceleration is zero when the bob passes through the mean position.</p><p>2. In each cycle the bob attains a given velocity twice.</p><p>3. Both acceleration and velocity of the bob are zero when it reaches its extreme position during its oscillation.</p><p>4. The amplitude of oscillation of the simple pendulum decreases with time.</p><p>Which of these statements are correct?</p>,(a)  1 and 2,(b)  3 and 4,"(c)  1, 2 and 4","(d)  2, 3 and 4",Basic Sciences,c,Difficult,tApplied(A),At the extreme position the acceleration of the bob will be maximum and the velocity will be ‘zero’ during the oscillation and vice versa at the mean position of an oscillation.
78, <p>A radioactive substance has a half-life of four months. Three-fourth of the substance would decay in</p>,(a)  3 months,(b)  4 months,(c)  8 months,(d)  12 months,gs_unclassified,c,Easy,Applied(A),
79," <p>
	Assertion (A): A stick is dipped in water in a slanting position. If observed sideways, the stick appears short and bent at the surface of water.</p>
<p>
	Reason (R): The light coming from the stick undergoes scattering from water molecules giving the stick a short and bent appearance.</p>
<p>
</p>",(a)  Both A and R are individually true and R is the correct explanation of A,(b)  Both A and R are individually true but R is not the correct explanation of A,(c)  A is true but R is false,(d)  A is false but R is true,Basic Sciences,c,Medium,Applied(A),"<p>
	The stick appears short and bent at the surface of water because of Refraction of the light and not scattering.</p>
"
80," <p>
	Assertion (A): A piece of copper and a piece of glass are heated to the same temperature. When touched, thereafter, the copper piece appears hotter than the glass piece.</p>
<p>
	Reason (R): The density of copper is more than that of glass.</p>
<p>
</p>",(a)  Both A and R are individually true and R is the correct explanation of A,(b)  Both A and R are individually true but R is not the correct explanation of A,(c)  A is true but R is false,(d)  A is false but R is true,Basic Sciences,b,Medium,Applied(A),"<p>
	Copper has now specific heat capacity and high thermal conductivity compared to the glass. Hence copper piece appears hotter than the glass piece not because of density.</p>
"
81," <p>
	Assertion (A): The boiling point of water decreases as the altitude increases.</p>
<p>
	Reason (R): The atmospheric pressure increases with altitude.</p>
<p>
</p>",(a)  Both A and R are individually true and R is the correct explanation of A,(b)  Both A and R are individually true but R is not the correct explanation of A,(c)  A is true but R is false,(d)  A is false but R is true,Basic Sciences,c,Medium,Applied(A),"<p>
	The atmospheric decreases with increases in altitude while the boiling point decreases with decrease in pressure and increase in altitude.</p>
"
82," <p>Two wires have their lengths, diameter and resistivities, all in the ratio of 1:2. If the resistance of the thinner wire is 10 ohms, the resistance of the wire is.</p><p> </p>",(a)  5 ohms,(b)  10 ohms,(c)  20 ohms,(d)  40 ohms,Basic Sciences,b,Medium,Applied(A),
83, <p>Which one of the following is NOT radioactive? </p>,(a)  Astatine,(b)  Francium,(c)  Tritium,(d)  Zirconium,Basic Sciences,d,Difficult,tFundamental(F),"Zirconium is not radioactive element while Astatine, Francium and Tritium are radioactive and release and  rays in their emissions."
84, <p>Match List I with List II and select the correct answer using the codes given below the lists:</p><p>     List I(Characteristics)                    List II (Particle)</p><p>     A. Zero mass                                   1. Positron</p><p>     B. Fractional charge                       2. Neutrino</p><p>     C. Fractional spin                            3. Quark</p><p>     D. Integral spin                               4. Phonon</p><p>    </p>,"(a) A-2, B-3, C-1, D-4","(b) A-3, B-2, C-4, D-1","(c) A-2, B-3, C-4, D-1","(d) A-3, B-2, C-1, D-4",Basic Sciences,a,Difficult,tFundamental(F),"A – 2, B – 3, C – 1, D – 4"
85, <p>Which one of the following is the correct sequence in increasing order of molecular weights of the hydrocarbons?</p>,"(a)  Methane, ethane, propane and butane","(b)  Propane, butane, ethane and methane","(c)  Butane, ethane, propane and methane","(d)  Butane, propane, ethane and methane",Basic Sciences,a,Easy,Fundamental(F),"Methane, ethane, propane and butane.
   Molecular Formula Molecular Weight
 Methane CH4   16
 Ethane  C2H6   30
 Propane C3H8   44
 Butane  C4H10   58"
86," <p>In an atom, the order of filling up of the orbitals is governed by.</p>",(a)  Autbua principle,(b)  Heisenberg’s uncertainty principle,(c)  Hund’s rule,(d)  Pauli’s exclusion principle,Basic Sciences,a,Difficult,tFundamental(F),"‘Aufbau principle’ gives the sequence of filling of electrons into the orbitals of different atoms. It states that in the ground state of the atoms, the orbitals are filled in order of their increasing energies. The order in which the orbitals are filled is as follows: 1s, 2s, 2p, 3s, 3p, 4s, 3d, 4p, 5s, 4d, 5p, 6s, 4f, 5d, 6p, 7s, ………………."
87, <p>An aqueous solution of copper sulphate is acidic in nature because the salt undergoes</p>,(a)  dialysis,(b)  electrolysis,(c)  hydrolysis,(d)  photolysis,Basic Sciences,c,Medium,Applied(A),"An aqueous solution of copper sulphate is acidic in nature because the salt undergoes ‘hydrolysis’ as shown in the equation:
  CuSO4 + 2H2O --&gt; Cu(OH)2 + H2SO4"
88," <p>Consider the following statements with reference to the Periodic Table of chemical elements: </p><p>1. Ionization potential gradually decreases along a period. </p><p>2. In a group of elements, electron affinity decreases as the atomic weight increases.</p><p> 3. In a given period, electronegativity decreases as the atomic number increases. </p><p>Which of these statement(s) is/are correct? </p>",(a)  1 only,(b)  2 only,(c)  1 and 3,(d)  2 and 3,Basic Sciences,b,Difficult,tFundamental(F),"Ionization potential gradually increases along a period. In a given period, electronegativity increases as the atomic number increases."
89," <p>
	Assertion (A): A chemical reaction becomes faster as higher temperatures.</p>
<p>
	Reason (R): At higher temperatures, molecular motion becomes more rapid.</p>
<p>
</p>",(a)  Both A and R are individually true and R is the correct explanation of A,(b)  Both A and R are individually true but R is not the correct explanation of A,(c)  A is true but R is false,(d)  A is false but R is true,Basic Sciences,a,Easy,Applied(A),"<p>
	For every 100C rise in temperature the rate of reaction doubles. The kinetic energy increases with increase in temperature thereby molecular motion becomes more rapid results in increased chances of combining of molecules.</p>
"
90, <p>The cellular and molecular control of programmed cell death is known as:</p>,(a)  Apoptosis,(b)  Ageing,(c)  Degeneration,(d)  Necrosis,Basic Sciences,a,Medium,Fundamental(F),<ul><li>The cellular and molecular control of programmed cell death is known as Apoptosis.</li></ul>
91, <p>Match List I with List II and select the correct answer using the codes given below the lists</p><p>       List I (Bone)                           List II (Name)</p><p>     A. Breast-bone                         1. Clavicle</p><p>     B. Collar-bone                          2. Patella</p><p>     C. Knee-bone                           3. Scapula</p><p>     D. Shoulder blade                   4. Sternum</p><p>      </p>,"(a) A-4, B-1, C-3, D-2","(b) A-1, B-4, C-3, D-2","(c) A-1, B-4, C-2, D-3","(d) A-4, B-1, C-2, D-3",Basic Sciences,d,Difficult,tFundamental(F),"Breast-bone – Sternum
 Collar-bone – Clavicle
 Knee-cap – Patella
 Shoulder blade – Scapula"
92, <p>Consider the following statements:</p><p> 1. Tapeworm is a hermaphrodite. </p><p>2. Round-worm has separate sexes.</p><p> 3. Filaria is caused by a mematode.</p><p> 4. Guinea-worm is an annelid. </p><p>Which of these are correct? </p>,(a)  1 and 2,"(b)  1, 2 and 3",(c)  3 and 4,"(d)  2, 3 and 4",Basic Sciences,b,Difficult,tFundamental(F),"Tapeworm (Taenia solium) is a hermaphrodite causing Taeniasis. It is parasitic in the intestines of humans and other invertebrates and is transmitted through consumption of infected ‘pork’ called ‘measly pork’.
 Filarial worm (Wuchraria bancrofti) is a nematode causing filiariasis transmitted through culex mosquito leads to enlargement of lymph nodes.
 Guinea worm is a nematode. It is parasitic round worm lives in the abdomen or beneath the skin of humans and other invertebrates.
 Round worms are nematodes which have separates sexes (unisexual).
 Hermaphrodite is an organism with both the sexes in the same body (bisexual)."
93," <p>Which organelle in the Cell, other than nucleus, contains DNA?</p><p> </p>",(a)  Centriole,(b)  Golgi apparatus,(c)  Lysosome,(d)  Mitochondrian,Basic Sciences,d,Medium,Fundamental(F),Mitochondrian and chloroplast are the cell organelles containing DNA other than nucleus. Hence they are called ‘Semi autonomous’ organelles where they can synthesize some of its essential proteins with partial dependence on ‘Nucleus’.
94, <p>Match List I with II and select the correct answer using the codes given below the lists:</p><p>List I (Achievement in genetics)                                             List II (Scientists)</p><p>A. Discovery of transduction and conjugation in bacteria.             1. Khurana</p><p>B. Establishing the sex-linked inheritance.                                         2. Kornberg</p><p>C. Isolation of DNA polymerase from E. Coli  .                                   3. Lederberg</p><p>D. Establishing the complete genetic code.                                       4. Morgan</p><p>                                                                                                                   5. Ochoa</p><p>       A B C D.</p>,(a)  4 3 2 1,(b)  3 4 1 5,(c)  4 3 1 5,(d)  3 4 2 1,Science and Technology,d,Difficult,tFundamental(F),"A – 3, b – 4, C – 2, D – 1"
95, <p>“Athlete’s Foot” is a disease caused by</p>,(a) Bacteria,(b) Fungus,(c) Protozoan,(d) Nematode,Basic Science (Biology),b,Medium,Fundamental(F),"<p>“Athlete’s foot” is a disease caused by ‘Tinea pedis’, a fungal species. It grows well in the moist skin between toes and the infected skin may become itchy and red.</p>"
96," <p>In the eye donation, which part of the eye is transplanted from the donor?</p><p> </p>",(a)  Cornea,(b)  Lens,(c)  Retina,(d)  The whole eye,Science and Technology,a,Easy,Fundamental(F),Corneal part of the donor’s eye is transplanted. It will be taken immediately after the death of the donor.
97, <p>A man whose blood group is not known meets with a serious accident and needs blood transfusion immediately. Which one of the blood groups mentioned below and readily available in the hospital will be safe for transfusion?</p><p> </p>,"(a)  O, Rh–","(b)  O, Rh+","(c)  AB, Rh–","(d)  AB, Rh+",Basic Sciences,a,Difficult,tApplied(A),"Blood group O, Rh– will be safe for transfusion because O and Rh– blood groups does not have any antigen. So, there is no change of coagulation on transfusion with any other blood group."
98, <p>“Metastasis” is the process by which</p>,(a)  Cells divide rapidly under the influence of drugs,(b)  Cancer cells spread through the blood or lymphatic system to other sites or organs,(c)  The chromosomes in cell nuclei are attached to the spindle before moving to the anaphase poles,(d)  Cancer cells are successfully inhibited to divide any further,Basic Sciences,b,Medium,Fundamental(F),‘The spread of cancer cells through blood or lymphatic system after breaking off from the original tumour to other parts of the body is called ‘Metastasis’. The tumours that are formed from the separated cells are called ‘Secondary tumours’.
99, <p>Match List I with List II and select the correct answer using the codes given below the lists:</p><p>List I (Substance)                                          List II (Physiological role)</p><p>A. Ptyalin.                                   1. Converts angiotensinogen in blood into angiotensin</p><p>B. Pepsin.                                    2. Digests starch</p><p>C. Renin.                                      3. Digests proteins</p><p>D. Oxytocin.                                4. Hydrolyses fats.</p><p>                                                     5. Induces contraction of smooth muscles</p><p>                      </p>,"(a) A-2, B-3, C-1, D-5","(b) A-3, B-4, C-2, D-5","(c) A-2, B-3, C-5, D-1","(d) A-3, B-1, C-2, D-4",Basic Sciences,a,Difficult,tFundamental(F),"<p>A – 2, B – 3, C – 1, D – 5</p>"
100, <p>Epiphytes are plants which depend on other plants for</p>,(a)  Food,(b)  Mechanical support,(c)  Shade,(d)  Water,Basic Sciences,b,Easy,Fundamental(F),Epiphytes are small plants or orchidaceae family which take shelter on the branches of other trees to obtain more sunlight in ever green forests and also for mechanical support with the help of clinging roots. Exmaple: Vanda.
101, <p>A class of animals known as Marsupials is a characteristic feature of</p>,(a)  Africa,(b)  Australia,(c)  South America,(d)  South-east Asia,Basic Sciences,b,Difficult,tFundamental(F),Marsupials are characteristic feature of Australia. Kangaroos belong to “Marsupials” are endemic to Australia island.
102, <p>Antigen is a substance which.</p><p> </p>,(a)  Destroys harmful bacteria.,(b)  Is used to treat poisoning.,(c)  Lowers body-temperature.,(d)  Stimulates formation antibody.,Basic Sciences,d,Easy,Fundamental(F),"Antigen is a proteinaceous substance which, when introduced into the body stimulates antibody production. For example, if any virus or bacteria enters the body, the immunity system will be activated to produce antibodies."
103, <p>Which of the following features of DNA makes in uniquely suited to store and transmit genetic information from generation to generation?</p>,(a)  Complementarily of the two strands,(b)  Double helix,(c)  Number of base-pairs per turn,(d)  Sugar-phosphate backbone,Basic Sciences,a,Difficult,tFundamental(F),Complementarity of the two strands of DNA makes it uniquely suited to store and transmit genetic information from generation to generation.
104, <p>Which of the following cell organelles play the most significant role in protein synthesis?</p>,(a) Lysosome and Centrosome,(b) Endoplasmic reticulum and Ribosome,(c) Golgi apparatus and Mitochondria,(d) Lysosome and Mitochondria,Basic Science (Biology),b,Medium,Fundamental(F),"<ul><li><strong>Endoplasmic reticulum and Ribosomes. </strong></li><li>Ribosomes are the factories of protein synthesis. They are 70S type in prokaryotes and 80S type in Eukaryotes. When Ribosomes are attached to Endoplasmic reticulum (ER), it is called Rough ER which helps in protein synthesis.</li><li><strong>Hence option (b) is the correct answer.</strong></li></ul>"
105," <p>
	Assertion (A): Scientists can cut apart and paste together DNA molecules at will, regardless of the source of the molecules.</p>
<p>
	Reason (R): DNA fragments can be manipulated using restriction endonulceases and DNA ligases.</p>
<p>
</p>",(a)  Both A and R are individually true and R is the correct explanation of A,(b)  Both A and R are individually true but R is not the correct explanation of A,(c)  A is true but R is false,(d)  A is false but R is true,Basic Sciences,a,Medium,Applied(A),"<p>
	‘Endonucleases’ and ‘DNA ligases’ are the tools of Genetic Engineering used in cutting and pasting of DNA regardless of the source to produce recombinant DNA’s, which are utilized in production of transgenic plants and animals.</p>
"
106," <p>A city has a population of 3,00,000 out of which 1,80,000 are males. 50% of the population is literate. If 70% of the males are literate, the number of literate females is</p>","(a)  24,000","(b)  30,000","(c)  54,000","(d)  60,000",gs_unclassified,a,Medium,Applied(A),
107," <p>In a survey, it was found that 80% of those surveyed owned a car while 60% of those surveyed owned a mobile phone. If 55% owned both a car and a mobile phone, what per cent of those surveyed owned a car or a mobile phone or both? </p>",(a)  65%,(b)  80%,(c)  85%,(d)  97.5%,gs_unclassified,c,Medium,Applied(A),<p><br/></p>
108," <p>In 1930, a person’s age was 8 times that of his son. In 1938, the father’s age became ten times that of his son’s age in 1930. The ages of the son and father in 1940 were, respectively.</p><p> </p>","(a)  16 years, 58 years","(b)  15 years, 50 years","(c)  14 years, 42 years","(d)  13 years, 34 years",gs_unclassified,c,Easy,Applied(A),
109, <p>Anand must be a vegetarian because he is a Buddhist. </p><p>The argument assumed that</p>,(a)  Most Buddhists are vegetarians,(b)  All Buddhists are vegetarian,(c)  Only Buddhists are vegetarians,(d)  Most vegetarians are Buddhists,gs_unclassified,b,Medium,Applied(A),
110," <p>The following table shows the percentage change in the consumption of electricity by five towns P, Q, R, S, T from 1986 to 1988: Per cent change Town From 1986-87 From 1987-88 P + 8 – 18 Q – 15 + 11 R + 6 + 9 S – 7 – 5 T + 13 – 6 If tow T consumed 500,000 units in 1986, how much did it consume in 1988?</p><p> </p>","(a)  371,000 units","(b)  531,100 units","(c)  551,000 units","(d)  571,100 units",gs_unclassified,b,Difficult,tApplied(A),
111, <p>A person travels from X to Y at a speed of 40 kmph and returns by increasing his speed by 50%. What is his average speed for both the trips?</p><p> </p>,(a)  36 kmph,(b)  45 kmph,(c)  48 kmph,(d)  50 kmph,gs_unclassified,c,Medium,Applied(A),
112," <p>A worker reaches his factory 3 minutes late if his speed from his house to the factory is 5 km/hr. If he walks at a speed of 6 km/hr, then the reaches the factory 7 minutes early. The distance of the factory from his house is</p>",(a)  4 km,(b)  5 km,(c)  6 km,(d)  7 km,gs_unclassified,b,Difficult,tApplied(A),
113," <p>A conveyer belt delivers baggage at the rate of 3 tons in 5 minutes, and a second conveyer belt delivers baggage at the rate of 1 ton in 2 minutes. How much time will it take to get 33 tons of baggage delivered, using both the conveyer belts? </p>",(a)  25 minutes and 30 seconds,(b)  30 minutes,(c)  35 minutes,(d)  40 minutes and 45 seconds,gs_unclassified,b,Difficult,tApplied(A),
114," <p>Water is filled in a container in such a manner that its volume doubles after every five minutes. If it takes 30 minutes for the container to be full, in how much time will be one-fourth full?</p><p> </p>",(a)  7 minutes and 30 seconds,(b)  10 minutes,(c)  20 minutes,(d)  25 minutes,gs_unclassified,c,Medium,Applied(A),
115," <p>The theme of Indian Science Congress, 2001 was</p>","(a)  “Food, nutrition and environmental security”",(b)  “Arrest declining interest in pure sciences”,(c)  “Make India energy self-sufficient”,(d)  Make India I.T. Superpower,Current Affairs,a,Easy,Fundamental(F),"The theme of Indian Science Congress, 2001 was “Food, nutrition and environmental security."
116, <p>Consider the following statements regarding the Armed Forces:</p><p> 1. First batch of women pilots was commissioned in Indian Air Force in 1996. </p><p>2. Officers’ Training Academy is located in Nagpur.</p><p> 3. Southern Command of Indian Navy has its Headquarters at Chennai. </p><p>4. One of the Regional Headquarters of Coast guard is located at Port Blair.</p><p> Which of these statements are correct?</p><p> </p>,"(a)  1, 2, 3 and 4","(b)  2, 3 and 4",(c)  3 only,(d)  4 only,gs_unclassified,d,Difficult,tFundamental(F),Officers Training Academy (OTA) is located in ‘Chennai’. Headquarters of Southern Command (Training) of Indian Navy is located at ‘Kochi’.
117, <p>Match List I with List II and select the correct answer using the codes given below the lists:</p><p>        List I (Country)                                 List II (President)</p><p>          A. Columbia                                     1. Vicente fox</p><p>          B. Philippines                                   2. Hugo Chavez</p><p>          C. Mexico                                         3. Gloria Macapagal Arroya</p><p>          D. Venezuela                                   4. Andres Pastrana</p><p>     </p>,"(a) A-4, B-3, C-2, D-1","(b) A-3, B-4, C-2, D-1","(c) A-4, B-3, C-1, D-2","(d) A-3, B-4, C-1, D-2",Current Affairs,c,Difficult,tFundamental(F),
118, <p>Match List I with List II and select the correct answer using the codes given below the lists</p><p>                  List I (Institute)                                                     List II (Location)</p><p>A. Central Institute of Medicinal and Aromatic Plants       1. Chandigarh</p><p>B. Centre for DNA Finger Printing and Diagnostics             2. Hyderabad</p><p>C. Institute of Microbial Technology                                      3. New Delhi</p><p>D. National Institute of Immunology                                     4. Lucknow</p><p>       </p>,"(a) A-2, B-4, C-1, D-3","(b) A-4, B-2, C-1, D-3","(c) A-2, B-4, C-3, D-1","(d) A-4, B-2, C-3, D-1",Science and Technology,b,Difficult,tFundamental(F),"A – 4, B – 2, C – 1, D – 3"
