q_no,q_statement,a,b,c,d,exam,year,correct_option,explanation
29,According to the Constitution of India the term ‘district judge’ shall not include:,Chief presidency magistrate,Sessions judges,Tribunal judge,Chief judge of a small cause court,UPSC CSE Pre,1996.0,c,"Exp) Option c is the correct answer.
As per Article 236(a) of the Constitution, the term “district
judge” includes various judicial positions, such as Judge of
a city civil court, additional district judge, joint district
judge, assistant district judge, chief judge of a small
cause court, chief presidency magistrate, additional chief
presidency magistrate, session judge, additional session
judge, and assistant session judge. However, it does not
encompass the position of a Tribunal Judge. Tribunal judges
preside over specialized tribunals that deal with specific
areas of law and are not part of the regular district judiciary
Important Tips

Articles 233-237 of the Indian Constitution pertain to the

regulations governing subordinate courts.

1. Article 233- This article addresses the appointment
of district judges. The Governor of the State,
in consultation with the High Court exercising
jurisdiction in that State, is responsible for appointing,
posting, and promoting district judges.

2. Article 234- Article 234 deals with the recruitment
process for individuals who are not district judges but
wish to enter the judicial service,

3. Article 235- Article 235 grants the High Court the
authority to exercise control over district courts and
lower courts, This includes matters like posting,
promotion, and granting leave to individuals in the
judicial service of a State who hold positions lower

| than that of a district judge.
| 4. Article 236- This article provides the definition of the |
| term “judicial service.” 1
| 5. Article 237- Article 237 empowers the Governor |
to extend the provisions outlined in this Chapter to |
| specific classes of magistrates within a State,"
30,"When the Chief Justice of a High Court acts in an administrative capacity, he is subject to:",The writ jurisdiction of any of the other judges of the High Court,Special control exercised by the Chief Justice of India,Discretionary powers of the Governor of the state,Special powers provided to the Chief Minister in this regard,UPSC CSE Pre,1996.0,a,"Exp) Option a is the correct answer.
When the Chief Justice of a High Court acts in an
administrative capacity, he is subject to the writ jurisdiction
of any of the other judges of the High Court, This means that
if any action taken by the Chief Justice in his administrative
capacity is questioned, any other judge of the High Court
can exercise their power of writ jurisdiction to review and
potentially correct that action. Writ jurisdiction allows

judges to issue writs such as habeas corpus, mandamus,
certiorari, prohibition, and quo warranto, which are used
to safeguard the fundamental rights of citizens and to ensure
that public authorities act within the bounds of law."
31,"Which of the following statements regarding the Advisory Jurisdiction of the Supreme Court is correct?
1, It is binding on the Supreme Court to give its opinion on any matter referred to it by the President.
2. The full bench of the Supreme Court hears any reference made to it under its power of Advisory Jurisdiction.
3. The opinion given by the Supreme Court onareference under Advisory Jurisdiction is not binding on the government.
4, Not more than one reference at a time can be made to the Supreme Court under its power of Advisory Jurisdiction.
Select the answer from the codes given below.",l and 2,1 and 3,2 and 3,"2 and 4
ed Questions’ i F's ee ye ee",UPSC CSE Pre,1994.0,c,"Exp) Option c is the correct answer
Under Article 143 of the Constitution the President is
authorised to seek the opinion of the Supreme Court on the
following matters:
1. Any question of law or fact of public importance
2. any dispute arising out of any pre constitution treaty,
agreement, covenant, agreement etc
The supreme court may give or refuse to give its opinion
in the first case whereas it must give its advisory opinion
in the second case. The advice so given is not binding on
the President. The minimum number of judges to sit on the
Constitutional Bench or on Bench which gives its advisory
opinion on the reference by the President must be one half of
the total strength of the Supreme Court.
4t2% | Other, : Examination: Previous: Years’.
3 eS Questions ee ae & EG ba a Eo"
32,"Given below are two statements, one is labelled as Assertion (A) and the other as
Reason (R)
Assertion (A): The Supreme Court of India has exclusive jurisdiction regarding Constitutional Validity of Central laws. 
Reason (R): The Supreme court is the Guardian of the Constitution of India.
Select the correct answer from the codes given below:",Both (A) and (R) are true and (R) is the correct explanation of (A).,"Both (A) and (R) are true, but (R) is not the correct explanation of (A).","(A) is true, but (R) is false.","(A) is false, but (R) is true.",U.P.P.C.S. (Pre),2019.0,d,"Exp) Option d is the correct answer
Under Article 131A the Supreme Court earlier had exclusive
jurisdiction to decide the constitutional validity of a Central
law and thus deprived the High Courts of their jurisdiction
in respect of the same. [orty-third Amendment) Act,
1977 omiited Article 131A from the constitution. Hence
Assertion(A) is incorrect.
The Supreme Court is the highest judicial court in India, It
upholds and uplifts the rule of law and ensures and protects
citizens’ rights and liberties as given in the Constitution.
Therefore, the Supreme Court is also known as the Guardian
of the Constitution. Hence Reason(R) is correct."
33,Supreme Court judgement regarding homosexuality is related to which of the following?,Section 377 of IPC,Article 377 of the Indian Constitution,Article 277 of the Indian Constitution,None of the Above,U.P.P.C.S. (Pre),2018.0,a,"Exp) Option a is the correct answer
The Section 377 of the Indian Penal Code (IPC) is an act that
criminalises homosexuality and was introduced in the ear
1861 during the British rule of India. referred to ‘unnatural
offences’ and says whoever voluntarily has carnal intercourse
against the order of nature with any man, woman or animal,
shall be punished with imprisonment for life.
Important Tip
The Supreme Court of India on September 6, 2018,
decriminal decriminalised the Section 377 of the IPC and
allowed gay sex among consenting adults in private.
The SC ruled that consensual adult gay sex is not a crime
saying sexual orientation is natural and people have no
control over it."
34,"In India, the power of Judicial Review is enjoyed by?",The Supreme Court alone,The Supreme Court as well as High  Courts,All the Courts,None of the above,U.P.P.C.S. (Mains),2017.0,b,"Exp) Option b is the correct answer

Judicial review is the power of the judiciary to examine
the constitutionality of executive orders and legislative
enactments of both the State and Central governments.
The power of judicial review is itself conferred by the
Constitution on the judiciary (both the Supreme Court as
well as High Courts) in India.

| Important Tips

Judicial review has two important functions, like, of

legitimizing government action and the protection of

| constitution against any undue encroachment by the gov- |

ernment.

| Judicial review is considered a basic structure of the
| constitution. |

Judicial review is also called the interpretational and |

| observer roles of the Indian judiciary."
35,"Which of the following statements is not true about the power of Supreme Court of
India?","It has the exclusive power to issue writs to protect the fundamental rights of the
People.",It has original and exclusive jurisdiction in inter-governmental disputes.,"It has advisory jurisdiction on a question of law or fact which may be referred to it
by the President of India.",It has power to review its own judgment or order.,U.P. P.C.S. (Mains),2017.0,a,"Exp) Option a is the correct answer
Both the Supreme Court and High Courts can issue
writs to protect fundamental rights under the Indian
Constitution. Supreme Court under Article 32 and High
Courts under Article 226 have this power.

Important Tips |

* Articles 226 vests the High Courts with the power to
issue writs in case of both - legal and fundamental
rights. Supreme Court only issues writs in cases related
to fundamental rights. Hence, the writ jurisdiction of
the High Courts is greater than that of the Supreme
Court,

- Supreme Court writ jurisdiction is nationwide while
High Court’s jurisdiction is limited to its respective
state/union territory."
36,Which among the following is not correct about a High Court in India?,The second appeal to the High Court is within its appellate jurisdiction.,Every judge of a High Court is appointed by the President.,Governor of the State appoints the Judges of a High Court.,High Courts may accept a petition related to ‘Public interest litigation’,"U.P.P.C.S, (Mains)",2016.0,c,"Exp) Option c is the correct answer.

According to the Article 217 of the Indian Constitution, .
a Judge of a High Court is appointed by the President of
India in consultation with the Chief Justice of India (CJI)
and the Governor of the respective state. The District Court
Judges are appointed by the Governor in consultation with
the High Courts."
37,Curative Petition in India can he filed in Supreme Court under Article-,138,140,142,146,U.P.P.C.S. (Mains),2014.0,c,"Exp) Option c is the correct answer

Article 142 provides a unique power to the Supreme Court,
to do “complete justice” between the parties, where, at times,
the law or statute may not provide a remedy. Curative
Petition in India can be filed in the Supreme Court under
Article 142. Itis a special remedy available after the review
petition’s dismissal, meant to correct errors or injustices
during the judicial process, exercised in exceptional cases
to prevent abuse of process or miscarriage of justice,"
38,A Judge of the Supreme Court may resign his officeby writing a letter to,The Chief Justice,The President,The Prime Minister,The Law Minister,U.P.P.C.S.(Pre),2014.0,b,"Exp) Option b is the correct answer

A Judge of the Supreme Court may resign his office by

writing a letter to the President of India, as per Article

124(2)."
39,Consider the following statements and state which one of them is correct?,Supreme Court of India has only Original Jurisdiction,It has only Original and Appellate Jurisdiction,It has only Advisory and Appellate Jurisdiction,"It has Original, Appellate as well as Advisory Jurisdiction",U.P.P.C.S,2013.0,d,"Exp) Option d is the correct answer

The Supreme Court of India has three types of jurisdiction:

¢ Original Jurisdiction (Article 131): It can directly hear
and decide disputes between the Government of India
and one or more states, or between different states,
involving questions of law or fact on the existence or
extent of a legal right.

e Appellate Jurisdiction (Articles 132-134): It acts as
the highest court of appeal, hearing appeals in civil,
criminal, and constitutional matters from high courts
and tribunals.

¢« Advisory Jurisdiction (Article 143): The President can
seek the Supreme Court's advisory opinion on questions
of law or public importance, which is not binding,"
40,Under which law is it prescribed that all proceedings in the Supreme Court of India shall be in English language?,"The Supreme Court rules, 1966",Article 145 of the Constitution of India,A Legislation made by Parliament,Article 348 of the Constitution of India,U.P.P.C.S. (Mains),2013.0,d,"Exp) Option d is the correct answer

Article 348 (1) of the Constitution of India provides that

all proceedings in the Supreme Court and every High court

shall be in the English Language until Parliament by law
otherwise provides.
Important Tip

Part XVII of the Indian Constitution deals with the official

languages in Articles 343 to 351, Article 343 (1) states that

the Official Language of the Union government shall be

Hindi in Devanagari script.

Article 351 gives power to the Union Government to issue

a directive for the development of the Hindi language.

The Hindi language is one of the 22 languages of the Eighth

Schedule of the Constitution of India."
41,The pension ofa retired High Court Judge is charged tothe-,Consolidated Fund of India.,Consolidated Fund of the State where he last served.,Consolidated Fund of the different States where he has served.,Contingency Fund of India.,U.P.PBC.S. (Mains),2013.0,a,"Exp) Option a is the correct answer.

The money to pay the salaries and allowances of High

Court Judges comes from the Consolidated Fund of the

States where they serve. On the other hand, when these

Judges retire and start receiving pensions, the money for

their pensions comes from the Consolidated Fund of India,

which is managed by the central government.
Important Tips

Expenditures Charged on the Consolidated Fund of India:

1, Pensions of the judges of Supreme Court and High
Courts.

2. Emoluments and allowances of the Chairman and
Deputy Chairman of the Rajya Sabha.

3. Salaries and allowances of the President.

4. Salaries and Allowances of the Supreme Court Judges. |
5. Salaries and allowances of the Speaker and Deputy |

Speaker of the Lok Sabha. |"
42,"In which of the following cases, the Supreme Court held that, “Fundamental Rights enable a man to chalk out his life in the manner he likes best”?",Indira Gandhi Vs. Raj Narain,Golaknath Vs. The State of Punjab,Bank Nationalization Case,Azhar Vs. Municipal Corporation,U.P.P.C.S.(Pre),2012.0,b,"Exp) Option b is the correct answer

In the case of Golaknath v. State of Punjab (1967),

the Supreme Court of India held that “Fundamental

Rights enable a man to chalk out his life in the manner

he likes best.” This statement signifies the importance

of fundamental rights in providing individuals with the

{freedom and autonomy to live their lives according to their

own choices and preferences.

Fe

| Important Tips

| * Indira Gandhi vs. Raj Narain: Indira Gandhi's

| election to Lok Sabha was challenged by her opponent,

| Raj Narain, alleging electoral malpractices. The
Allahabad High Court found her guilty and voided her

| election. The Supreme Court upheld her conviction.

| The verdict was nullified by a 1976 amendment during

| the emergency.

| « Bank Nationalization Case: In R.C. Cooper Vs.

| Union of India (1970), the Supreme Court upheld
the nationalization of banks by the government as
constitutionally valid. It emphasized that economic
policies are within the scope of parliamentary powers,
as long as they don’t violate fundamental rights."
43,Which Article of the Constitution permits the Supreme Court to review its judgement or order?,Article 137,Article 130,Article 139,Article 138,U.P.P.C.S. (Mains),2009.0,a,"Exp) Option a is the correct answer

Article 137 of the Indian Constitution permits the

Supreme Court to review its judgments or orders. It allows

any person aggrieved by a Supreme Court judgment to

seek a review of the same. The review petition is heard by a

larger bench of the Supreme Court, and it is based on limited

grounds such as the discovery of new and important matter

or evidence, a mistake or error apparent on the face of the

record, or any other sufficient reason."
44,The Supreme Court of India is a ‘Court of Record’. It implies that-,It has to keep a record of its decisions,All its decisions have evidentiary value and cannot be questioned in any court,It has the power to punish for its contempt,No appeal can be made against its decisions,U.P.P.C.S. (Pre),2008.0,b,"Exp) Option b is the correct answer

As a ‘Court of Record’ under Article 129 of the Indian

Constitution, the Supreme Court’s decisions are

authoritative, have evidentiary value, and can’t be

questioned in other courts. Nevertheless, the court can

review and correct its judgments through Article 137,

acknowledging its potential for errors."
45,Which of the following Courts in India is/ are known as the Court (s) of Record?,The High Court’s only,The Supreme Court only,The High Courts and the Supreme Court,The District Courts,U.P.P.C.S. (Mains),2008.0,c,"Exp) Option c is the correct answer

The Supreme Court and High Courts, as Courts of Record

under Articles 129 and 215 respectively, record judgments,

proceedings, and acts for perpetual memory. These records

hold evidentiary value, cannot be questioned in lower courts,

and establish legal precedents. They also have the power to

punish for contempt."
46,"The Supreme Court holds its meetings in New Delhi, but it can meet elsewhere-",With the approval of President.,If most of the Judges of Supreme Court decide.,With the approval of Parliament.,On the request of State Legislature.,U.P.P.C.S. (Spl) (Mains),2008.0,a,"Exp) Option a is the correct answer
As per Article 130 of the Indian Constitution, the usual
place of the Supreme Court’s meetings is in New Delhi.
However, the Supreme Court has the flexibility to hold its
sessions or sittings at any other place outside New Delhi
if the President of India approves it. his provision allows
the court to conduct its proceedings in other locations when
deemed necessary or in special circumstances with the
President’s permission."
47,Salaries of the Judges of the Supreme Court are determined by-,Pay Commission appointed by the President,Law Commission,Parliament,Council of Ministers,U.P.P.C.S. (Mains),2008.0,c,"Exp) Option c is the correct answer
Article 125 of the Indian Constitution states that the Judges
of the Supreme Court shall be paid salaries as determined
by Parliament or specified in the Second Schedule until a law
is enacted. Judges shall be entitled to privileges, allowances,
leave, and pension as determined by Parliament, or specified
in the Second Schedule and these benefits cannot be reduced
to their disadvantage after appointment, except in case of
financial necessity.
Important Tips |
1. The Salaries, Pension and Allowances of the Supreme |
Court Judges are charged upon the Consolidated
Fund of India, whereas the Salaries and Allowances |
of the High Court Judges are charged upon the |
Consolidated Fund of the States and the Pension is
charged on the Consolidated Fund of India. |
2. The High Court Judges (Salaries and Conditions of |
Service) Act, 1954, and the Supreme Court Judges |
(Salaries and Conditions of Service) Act, 1958 regulate |
the salaries and conditions of service of the judges of |"
48,The second largest bench Constituted by the Supreme Court till date was in the-,Golaknath Case,Minerva Mills Case,Bank Nationalization Case,T.M.A. Pai Foundation Case,"U.P.P.C.S, (Spl) (Mains)",2004.0,a,"Exp) Option a is the correct answer
The second largest beuch constituted by the Supreme
Court till date was a 11-judge bench that was constituted
in the case of Golaknath v. State of Punjab in 1967,
; Important Tips
« In the Golaknath Case, two brothers, Heury and
| William Golaknath, challenged the Punjab Security
| and Land Tenures Act that limited their land holdings
| to thirty acres each, declaring the rest as excess.
|. The case reached the Supreme Court in 1965 under
| Article 32 of the Constitution, claiming violation of
| fundamental rights (Articles 19(f), 19(g), and 14).
¢ In 1967, the Supreme Court, in a historic judgment,
| with 6:5 majority held that Parliament could not
| abridge any fundamental rights guaranteed by the
Constitution.

e Justice Subba Rao’s ruling declared the 17th |
Amendment (which put the Punjab Act in the Ninth
Schedule) unconstitutional regarding fundamental |
rights. The judgment established the doctrine of
basic structure, safeguarding essential features of the |
Constitution, |

e In response, Parliament passed the 24th Amendment |
in 1971, asserting its power to amend any part of the
Constitution, including Fundamental Rights.

e The largest-ever bench at the Supreme Court of India
has been constituted in 1973 in Kesavananda Bharati
y. State of Kerala. A bench of 13 judges was set up to |
decide whether Parliament had the unfettered right |
to amend the Constitution, which eventually gave
rise to the Basic Structure doctrine. |"
49,"Consider the following statements and choose the correct answer from the code given below:
Assertion (A): Public interest litigation permits public-minded citizens to reach the Court of Law,
Select the correct answer using the code given below:","Both (A) and (R) are true, and (R) is the correct explanation of (A).","Both (A) and (R) are true, but (R) is not a correct explanation of (A).","(A) is true, but (R) is false.","(A) is false, but (R) is true.",U.P.P.C.S. (Spl) (Mains),2004.0,a,"Exp) Option a is the correct answer
The Public Interest Litigation can be filed by any Indian
citizen in the court of Law. However, the only condition
being that it must be recorded in the public interest rather
than entertaining any private interest. It is not necessary,
for the exercise of the court’s jurisdiction, that the person
who is the victim of the violation of his or her right should
personally approach the court."
50,“I will bear true faith and allegiance to the Constitution of India......... uphold the Sovereignty and Integrity of India......... Perform the duties of my office......... uphold the Constitution and Law.” It is the form of Oath taken by-,The President of India,The Chief Justice of India,The Member of Parliament,The Governor,UPPCS (Spl) (Mains),2004.0,b,"Exp) Option b is the correct answer

A person appointed as a judge of the Supreme Court or Chief

Justice of India, before entering upon his Office, has to make

and subscribe an oath or affirmation before the President, or

some person appointed by him for this purpose. In his oath,

a judge of the Supreme Court swears:

1. to bear true faith and allegiance to the Constitution of
India;

2. to uphold the sovereignty and integrity of India;

3. to duly and faithfully and to the best of his ability,
knowledge and judgement perform the duties of the
Office without fear or favour, affection or ill-will; and

4, to uphold the Constitution and the laws."
51,"Consider the following statements and
select the correct answer from the code
given:

Assertion (A): High Courts are in better

positior to protect rights of Indian citizens

than the Supreme Court.

Reason (R): Supreme Court can issue writs to

protect on! ‘undamental Rights.

Code: (U.P.P.C.S. (Mains) 2004]","Both (A) and (R) are true and (R) is the
correct explanation of (A).","Both (A) and (R) are true but (R) is nota
correct explanation of (A).","(A) is true but, (R) is false.","(A) is false but, (R) is true.",,,a,"Exp) Option a is the correct answer.

Assertion is true- High Courts, being closer to the ground

and having jurisdiction over specific states or union

territories, can more effectively address and protect the
rights of Indian citizens within their territorial jurisdiction.

They can swiftly respond to local issues and ensure that

justice is accessible to the people in their respective regions.

Reason (R) is true- The Supreme Court can only issue

writs to protect fundamental rights under Article 32 of the

Indian Constitution. However, High Courts can issue writs

to protect both fundamental rights and other statutory

rights under Article 226 of the Indian Constitution."
52,"Acting Chief Justice of India is appointed
by the- (UPPCS (Pre) 2000]",Chief Justice of India,"Chief Justice of India with previous
consent of the President",President,"President on consultation with the Chief
Justice of India",,,c,"Exp) Option c is the correct answer

When the office of the Chief Justice of India (CJI) is

vacant or when the CJI is unable to perform their duties

due to absence, illness, or any other reason, the President
of India appoints the most senior judge of the Supreme

Court as the Acting Chief Justice of India. However, this

appointment is made only after obtaining the previous

consent of the outgoing Chief Justice of India. The Acting

Chief Justice discharges the functions of the Chief Justice

until a new Chief Justice is appointed or the incumbent Chief

Justice resumes their duties."
53,"Which of the following Articles of the
Constitution of India have been declared by
the Supreme Court as the ‘Inviolable basic
structure of the Constitution:

Select the correct answer from the code given
below:

1. Article 32
2. Article 226
3. Article 227
4. Article 245
Code: (U.P.P.C.S. (Pre) 1999]","1,2 and 3","1,3 and 4","1,2and4","1,2,3 and4",,,a,"Exp) Option a is the correct answer

Articles 32, 226, and 227 of the Indian Constitution form

the inviolable basic structure.

+ Article 32 grants the right to approach the Supreme Court
directly for the enforcement of fundamental rights.

« Article 226 empowers High Courts with the authority to
issue writs for fundamental rights enforcement.

+ Article 227 confers the power of superintendence over
courts and tribunals to High Courts.

These articles ensure effective remedies for protecting

fundamental rights and maintain the independence

and effectiveness of the judiciary, making them crucial
components of the Constitution’s basic structure.

+ Article 245 of the Indian Constitution is primarily
concerned with defining the territorial extent of laws
made by the Parliament and the State Legislatures. It
deals with the geographical scope within which the laws
will apply. While it is an essential provision for the
functioning of the legal system, it is not considered
part of the “basic structure” of the Constitution."
54,"The Judges of the Supreme Court, after
retirement, are permitted to carry on
practice before-
(U.P.P.C.S. (Pre) 1997]",Supreme Court only,High Courts only,Both Supreme Court and High Court,None of the Courts,,,d,"Exp) Option d is the correct answer

After retirement, Judges of the Supreme Court in India are

prohibited from practicing before any court, including the

Supreme Court and High Courts, as per the Supreme Court

Judges (Salaries and Conditions of Service) Act, 1958.

This restriction aims to preserve judicial independence,

impartiality, and prevent potential conflicts of interest,

ensuring retired judges do not influence legal proceedings
and maintain the integrity of the judiciary."
55,"The power of High Court to issue writ
covers: (U.P.P.C.S. (Pre) 1997]",Constitutional Rights,Statutory Rights,Fundamental right,All of the above,,,d,"Exp) Option d is the correct answer.

The power of the High Court to issue writs is a discretionary

power that is given to the High Court to protect the

fundamental rights of the citizens and to ensure that
the government is functioning properly. The High Court
_ ¢an issue writs to protect both constitutional rights and
statutory rights. Constitutional rights are rights that are
guaranteed by the Constitution of India. Statutory rights are
rights that are granted by a statute or law. The High Court

can also issue writs to protect the interests of the public at
large. This is known as the public interest litigation (PIL)
jurisdiction of the High Court. The PIL jurisdiction allows
the High Court to intervene in matters that are of public
importance, even if there is no individual who has been
directly affected by the matter,
Important Tips
The writs that can be issued by the High Court are:
1. Habeas corpus: This writ is used to ensure that a
person who is detained is not being held illegally.
2. Mandamus: This writ is used to command a person or
authority to perform a public duty.

| 3. Prohibition: This writ is used to prevent a lower court
| or tribunal from exceeding its jurisdiction.
4, Quo Warranto: This writ is used to challenge the right
| of a person to hold a public office.
| 5. Certiorari: This writ is uscd to quash the decision of
| an inferior court or tribunal that has acted without or
! in excess of its jurisdiction.
be"
56,"Who appoints the Judges of the Supreme
Court of India?",The Prime Minister,The President,The Chief Justice of India,"The Ombudsman
(e) None of the above / more than one of the
above",63rd B.P.S.C. (Pre),2017.0,b,"Exp) Option b is the correct answer
Article 124(2) states that, “Every Judge of the Supreine
Court shall be appointed by the President by warrant
under his hand and seal after consultation with such of the
Judges of the Supreme Court and of the High Courts in the
States as the President may deem necessary for that purpose
and shall hold office until he attains the age of sixty-five
years”"
57,"A High Court Judge addresses his letter of
resignation to-",The President,The Chief Justice of India,The Chief Justice of his High Court,The Governor of the State,"48th to 52nd B.P.S.C, (Pre)",2008.0,a,"Exp) Option a is the correct answer.
A High Court Judge addresses his letter of resignation to the
President of India. The President is the appointing authority
for High Court Judges, and he is also the only authority that
can accept a High Court Judge's resignation."
58,Supreme Court in India was established-,By an Act of Parliament in 1950,"Under Indian Independence Act, 1947","Under Indian Government Act, 1953",By the Indian Constitution,42nd B.BS.C. (Pre),1997.0,d,"Exp) Option d is the correct answer
The Supreme Court of India was established by the
Constitution of India, which came into force on 26
January 1950. The Constitution of India, in Article 124(1),
provides for the establishment of a Supreme Court of
India. The Supreme Court is the highest court in India and
has original, appellate and advisory jurisdiction."
59,"Which one of the following is correct in
respect of the appointment of District
Judges?","They are appointed by the Chiet Justice of
the concerned High Court.","They are appointed by the President of
India on the advice of the Chief Justice of
the concerned High Court.","They are appointed by the Governor in
consultation with the High Court of the
concerned State.","They are appointed by the Supreme Court
on the advice of the concerned High
Court.",CAPF,2022.0,c,"Exp) Option c is the correct answer.
The appointment of District Judges is governed by the
District Judges (Conditions of Service) Act, 1958. This
Act states that District Judges shall be appointed by the
Governor of the State in consultation with the High Court
of the State. The Governor is free to consult any other
person or authority before making an appointment, but the
consultation with the High Court is mandatory."
60,"Who can be appointed as a Judge of the
Supreme Court?","An advocate who has practised for at least

ten years in any court","A Judge of a High Court for at least three
years","A distinguished jurist in the opinion of
the President of India","A person who has held a judicial office
for at least fifteen years",CAPF,2021.0,c,"Exp) Option c is the correct answer.
Article 124(3) of the Constitution of India states that a
person can be appointed as a Judge of the Supreme Court
if he or she is a distinguished jurist in the opinion of the
President of India.

——_

Important Tip:

1, Judges of the Supreme Court are appointed by the |
President of India according to Article 124(2) of the
Constitution. |

| 2. When a judge of the Supreme Court wishes to resign, |
they submit their resignation to the President.

3. To be cligible for appointment as a judge of the
Supreme Court, a person must mect the following
qualifications under Article 124(3):

° They should be a citizen of India.

e They should have served as a judge of a High Court for
at least five years (or High courts in succession).

¢ They should have been an advocate of a High Court
for at least ten years (or High courts in succession).

°© They should be recognized as a distinguished jurist in
the opinion of the President.

| 4, ‘The Constitution does not specify a minimum age
requirement for the appointment of a judge to the

| Supreme Court. |"
61,"Which one of the following statements
about the Supreme Court is not correct?","Under Article 129 and Article 144 of the
Constitution of India, the Supreme Court
has been vested with power to punish for
Contempt of court.","The Supreme Court has been vested with
advisory jurisdiction.","The Supreme Court may refuse to provide
opinion to the President, if so asked, in

- certain circumstances.","Law declared by the Supreme Court is
binding on all courts within the Territory
of India",CAPE,2021.0,a,"Exp) Option a is the correct answer.

Article 129 establishes the Supreme Court as a court of

record with full powers, including the ability to punish

for contempt of itself whereas Article 144 advises civil

and judicial authorities to act in aid of the Supreme Court.

Article 143 of the Indian Constitution is related to the

advisory jurisdiction of the Supreme Court."
62,"Which one of the foliowing powers of the
Supreme Court is also conferred on a High
Court?",Advisory power,"Power of doing complete justice in any

cause or matter pending before the court",Power of court of record,"Power to allow/refuse Special Leave
Petitions",CAPF,2021.0,c,"Exp) Option c is the correct answer.

The power of court of record is the power conferred on both

the Supreme Court and High Courts. As courts of record,

they have the authority to keep records of their proceedings,

judgments, and orders. The records of the courts are

admissible as evidence in other courts. These records serve

as an important source of legal precedent and help maintain

the integrity and accountability of the judiciary."
63,"Which one of the following authorities
CANNOT organize ‘Lok Adalats”?",Panchayat Committees,Taluk Legal Services Committee,District Authority,High Court Legal Services Committee,CAPF,2019.0,a,"Exp) Option a is the correct answer

Lok Adalats are informal, speedy, and inexpensive alternative

dispute resolution forums that are organized by the Legal

Services Authorities at the national, state, and district levels.

The Panchayat Committees are not part of the Legal

Services Authorities.

Important Tips

» Lok Adalats have been given statutory status under
the Legal Services Authorities Act, 1987.

« The Lok Adalat have the same powers as are vested
in a Civil Court under the Code of Civil Procedure
(1908).

* Lok Adalat have the requisite powers to specify its own
procedure for the determination of any dispute coming
before it.

¢ Under the said Act, the award (decision) made by the
Lok Adalats is deemed to be a decree of a civil court
and is final and binding on all parties and no appeal
against such an award lies before any court of law."
64,"Which one of the following judgements is
associated with the primacy of the Chief
Justice of India and the Collegium of Judges
in the appointment and transfer of the
higher judiciary?",Kesavananda Bharati vs. State of Kerala,SP Gupta vs. President of India,Maneka Gandhi vs. Union of India,SR Bommai vs. Union of India,CAPF,2018.0,b,"Exp) Option b is the correct answer
In the SP Gupta vs. President of India case, which is also
known as the First Judges’ Case, the Supreme Court of
India held that the “primacy” of the CJPs (Chief Justice
of India) recommendation on judicial appointments and
transfers can be refused for “cogent reasons.” The ruling
gave the Executive primacy over the Judiciary in judicial
appointments for the next 12 years.

Important Tips

1. Second Judges Case (1993): |

« SC introduced the Collegium system, holding that |
“consultation” really meant “concurrence”. |

« It added that it was not the CJI’s individual opinion, |
but an institutional opinion formed in consultation
with the two senior-most judges in the SC.

2. Third Judges Case (1998): -

| ¢ SCon the President's reference (Article 143) expanded

| the Collegium to a five-member body, comprising the

CJL and four of his senior-most colleagues."
65,"Which one of the following judgements
declared that the Parliament has NO power

to amend any of the provisions of Part III

of the Constitution of India?",Kesavananda Bharati Vs. State of Kerala,Golak Nath Vs. State of Punjab,"Champakam Dorairajan Vs. State of
Madras","Minerva Mills Limited Vs .Government
of India",CAPF,2017.0,b,"Exp) Option b is the correct answer

The Golak Nath case was a landmark judgment of the

Supreme Court of India in 1967 that dealt with the issue

of the power of Parliament to amend the Constitution.

The Court held that Parliament could not amend any of the

provisions of Part III of the Constitution, which contains the

Fundamental Rights. The Court held that these rights were

fundamental and could not be taken away by Parliament.
Important Tip

e Inthe Golak Nath case, the Supreme Court declared
the 24th Amendment, which amended Article 31
regarding the right to property, as unconstitutional.

« The Court held that an amendment under Article
368 is “law” within the meaning of Article 13 of the
Constitution and therefore, if an amendment “takes
away or abridges” a Fundamental Right conferred by
Part IIT, itis void. _

* However, the Kesavananda Bharati case later
overturned the Golak Nath judgment, stating that |
while Parliament can amend the Constitution, it |
cannot destroy its basic structure."
66,"Which one of the following cases in the

Supreme Court of India dealt with the

issue of ‘creamy layer’ among the backward

classes?",KM Nanavati Vs State of Bombay,Indra Sawhney Vs Union of India,Madhu Limaye Vs Ved Murti,Sajjan Singh Vs State of Punjab,CAPF,2017.0,b,"Exp) Option b is the correct answer

The case of Indra Sawhney Vs Union of India, commonly
known as the Mandal Commission case, dealt with the issue
of the “creamy layer” among the backward classes in India.

a ae

Important Tip: |

« The Supreme Court, in its judgment, upheld the |
validity of reservations for OBCs but introduced the |
concept of the “creamy layer.”

e It defined the “creamy layer” as the relatively better-
off and more privileged individuals within the OBC
category who should be excluded from the benefits of
reservations.

« This exclusion was based on the rationale that
reservations should reach those who genuinely
need them and uplift the most socio-economically
disadvantaged sections.

+ KM Nanavati vy. State of Bombay was a case about the
right to equality, Madhu Limaye v. Ved Murti was a

| case about the right to freedom of speech, and Sajjan

| Singh v. State of Punjab was a case about the right to
property."
