q_no,q_statement,a,b,c,d,exam,year,correct_option,explanation
45,"Mazdoor Kisan Shakti Sangathan (MKSS),
a Social Movement has been associated with
which of the following in India?",RTE Act,RTI Act,MGNREGA,National Health Mission (NHM),U.P.P.C.S. (Pre),2019.0,b,"Exp) Option b is the correct answer.

Mazdoor Kisan Shakti Sangathan (MKSS) is a social

movement in India that has been associated with the Right

to Information (RTI) Act. MKSS played a significant

role in advocating for transparency and accountability in
governance and played a crucial role in the campaign for the
enactment of the RTI Act, 2005.

Mazdoor Kisan Shakti Sangathan (MKSS) is a_ social
movement in India that works with workers and peasants in
the villages of Central Rajasthan. It was set up by the people
of the area in 1990 to strengthen participatory democratic
processes, so that ordinary citizens could live with dignity
and have a say in governance"
46,"The Council of States has exclusive powers

in relation to which of the following?","To initiate proceedings for the removal of
the President","To initiate proceedings for the removal of
a judges of the Supreme Court","To recommend creation of a new All
India Service",None of the above,U.P.P.C.S. (Pre),2018.0,c,"Exp) Option c is the correct answer.

The Council of States, also known as the Rajya Sabha, has
exclusive powers in relation to the recommendation for the
creation of a new All India Service. All India Services are
services created by the Union (Central) Government to serve
both the Central Government and the State Governments.
These services include the Indian Administrative Service
(IAS), the Indian Police Service (IPS), and the Indian Forest
Service (IFS). The creation of All India Services requires the
recommendation and approval of the Rajya Sabha.

—
| Important Tips
| The Council of States (Rajya Sabha) has exclusive
powers in relation to the following:
| « Torecommend the creation of a new All India Service. |
| ¢ To enable the Parliament to make law on a matter of|
state list.
« To enforce proclamation of emergency when Lok
Sabha is dissolved ;"
47,"What can be the maximum representation
from the Union Territories to the Lok
Sabha?",15,20,25,None of the above,U.P.P.C.S. (Pre),2018.0,b,"Exp) Option b is the correct answer.
The maximum representation from the Union Territories
to the Lok Sabha is 20. This is as per Article 81(2) of the
Constitution of India. The number of seats for the Union
‘Territories in the Lok Sabha is determined by the President
of India."
48,"After how many days of absence from
Parliament without permission can an M.P.
be disqualified?",30 days,60 days,90 days,120 days,"U.P.P.C.S, (Pre)",2018.0,b,"Exp) Option b is the correct answer.
A House can declare the seat of a member vacant if he is
absent from all its meetings for a period of sixty days without
its permission. In computing the period of sixty days, no
account shall be taken of any period during which the House
is prorogued or adjourned for more than four consecutive
days.

Important Tips

In the following cases, a member of Parliament vacates his

seat.

¢ Double Membership: A person cannot be a member of

both Houses of Parliament at the same time.

+ Disqualification on the grounds of defection:

Under the provisions of the Tenth Schedule of the
Constitution.

| + Resignation: A member may resign his seat by writing
| to the Chairman of Rajya Sabha or Speaker of Lok
! Sabha, as the case may be.
| « Absence: Discussed above Other cases: A member has
to vacate his seat in the Parliament: (a) if his election is
declared void by the court; (b) if he is expelled by the
Iiouse; (c) if he is elected to the office of President or
Vice-President; and (d) if he is appointed to the office
of governor of a state ."
49,"What is the quorum to constitute a meeting
of Lok Sabha?","One sixth of the total members of the
House.","One tenth of the total members of the
House.

{c) One fourth of the total members of the
House",,"One third of the total members of the
House",U.P.P.C.S. (Pre),2017.0,b,"Exp) Option b is the correct answer.
The quorum to constitute a meeting of the Lok Sabha is
one-tenth of the total members of the House. This means
that there must be at least 55 members present in the Lok
Sabha for a nceting to be valid. Uf the required quorum is not
met, the Speaker of the Lok Sabha may either adjourn the
meeting or proceed with the business if the lack of quorum
is not pointed out by a member."
50,"Whichone ofthe following is not acollective

privilege of the members of Parliament?",Freedom of debates and proceedings.,"The Rights to regulate the internal matters
of the Parliament",Freedom from attendance as Witness.,"The privileges of excluding strangers
from the house.",U.P.P.C.S. (Pre),2017.0,c,"Exp) Option c is the correct answer.
Freedom from attendance as Witness is an individual
privilege (not a collective privilege). Other than that,
Freedom of debates and proceedings, the Rights to regulate
the internal matters of the Parliament and the privileges
of excluding strangers from the house are the collective
privilege.
Important Tips

Collective privilege

These privileges belonging to each House of Parliament

collectively:

¢ Ithas the right to publish its reports, debates and procecdings
and also the right to prohibit others from publishing the same.

* It can exclude strangers from its proceedings and hold |.
secret sittings to discuss some important matters.

« It can make rules to regulate its own procedure and
the conduct of its business and to adjudicate upon such
matters,

e Itcan punish members as well as outsiders for breach of
its privileges or its contempt by reprimand, admonition
or imprisonment (also suspension or expulsion, in case
of members),

° It has the right to receive immediate information of
the arrest, detention, conviction, imprisonment and
release of a member,

* It can institute Inquiries and order the attendance of

| witnesses and send for relevant papers and records,

* The courts are prohibited to inquire into the

proceedings of a House or its committees.

| ¢ No person (either a member or outsider) can be

| arrested, and no legal process (civil or criminal) can be

| served within the precincts of the House without the
permission of the presiding officer.

Individual Privileges
The privileges belonging to the members individually are:
e They cannot be arrested during the session of
Parliament and 40 days before the beginning and
40 days after the end of a session. This privilege is
| available only in civil cases and not in criminal cases or
| preventive detention cases.
| ¢ They have freedom of speech in Parliament. No member
; is liable to any proceedings in any court for anything
| said or any vote given by him in Parliament or its
committees. This freedom is subject to the provisious |
| of the Constitution and to the rules and standing orders |
| regulating the procedure of Parliament. |
j* They are exempted from jury service. They can refuse to |
{ give evidence and appear as a witness in a case pending |

in a court when Parliament is in session. (Hence, this is |

an individual privilege)"
51,"A Bill which merely involves expenditure
and does not include any of the matters
specified in Article 110 can be:",Initiated only in Lok Sabha,Initiated in either House of Parliament,Initiated only in Rajya Sabha,"Initiated only in joint session of both
House of Parliament",U.P.P.C.S. (Mains),2016.0,b,"Exp) Option b is the correct answer.
A financial bill (11) under article 117 contains provisions
involving expenditure from the Consolidated Fund of India,
but does not include any of the matters mentioned in Article
110.

Important Tips

The financial bills (I) and (II) have been dealt with in

Article 117 of the Constitution.

Financial Bills (I):

« A financial bill (I) is a bill that contains not only any or
all the matters mentioned in Article 110, but also other
matters of general legislation.

e Intwo respects, a financial bill (1) is similar to a money
bill-(a) both of them can be introduced only in the Lok
Sabha and not in the Rajya Sabha, and (b) both of them
can be introduced only on the recommendation of the
president.

« In all other respects, a financial bill (1) is governed
by the same legislative procedure applicable to an
ordinary bill.

¢ Hence, it can be either rejected or amended by the
Rajya Sabha.

« Incase of a disagreement between the two Houses over
such a bill, the president can summon a joint sitting of
the two Houses to resolve the deadlock.

e When the bill is presented to the President, he can
either give his assent to the bill or withhold his assent
to the bill or return the bill for reconsideration of the
Houses.

Financial bill (11);

¢ Itds treated as an ordinary bill and in all respects. The
only special feature of this bill is that it cannot be passed
by either House of Parliament unless the President has
recommended to that House the consideration of the
bill.

Lee eee teen

« Hence, financial bill (IL) can be introduced in either
House of Parliament

« Recommendation of the President is not necessary for
its introduction. In other words, the recommendation
of the President is not required at the introduction
stage but is required at the consideration stage.

« It can be either rejected or amended by either House
of Parliament.

+ Incase ofa disagreement between the two Houses over
such a bill, the President can summon a joint sitting of
the two Houses to resolve the deadlock.

« When the bill is presented to the President, he can either
give his assent to the bill or withhold his assent to the
bill or return the bill for reconsideration of the Houses."
52,"Incase the Deputy Speaker is presiding the

Lok Sabha he has right to",Take part in its deliberations,"Vote on any proposition before the house
as a member",Vote in the event of equality of votes,"No right to preside a joint sitting of the
House of Parliament in case the Speaker
is absent",U.P.P.C.S. (Mains),2016.0,c,"Exp) Option c is the correct answer.

In case the Deputy Speaker is presiding the Lok Sabha, he
has the right to take part in its deliberations, vote on any
proposition before the house as a member, and vote in the
event of equality of votes. He also has the right to preside a
joint sitting of the House of Parliament in case the Speaker
is absent.

Important Tips
Few facts about the Deputy Speaker of Lok Sabha:

e« The Deputy Speaker is the second-highest-ranking
officer in the Lok Sabha, the lower house of the
Parliament of India.

e« The Deputy Speaker is elected by the members of the

| Lok Sabha from among themselves
| « The Deputy Speaker presides over the Lok Sabha in the
| absence of the Speaker.

¢ The Deputy Speaker has the same powers and
privileges as the Speaker, except for the power to
decide whether a bill is a money bill or not.

* The Deputy Speaker holds office for a term of five
years, or until the Lok Sabha is dissolved.

* The Deputy Speaker is responsible for maintaining
order and decorum in the Lok Sabha

e The Deputy Speaker is responsible for conducting the |
business of the Lok Sabha, including the scheduling |
of debates and the voting on bills. |

« The Deputy Speaker can be removed from office by a |
resolution of the Lok Sabha passed by a majority of |
all the members of the House."
53,"Who among the following is the final
authority to decide any question relating to
disqualification of a Member of a House of
Legislature of a State?",Governor,Speaker of the Legislative Assembly,Chief Minister,High Court,U.P.P.C.S. (Mains),2016.0,a,"Exp) Option a is the correct answer.

Article 192 of the Indian Constitution states that the
Governor is the final authority to decide any question
relating to the disqualification of a Member of a Hause of
the Legislature of a State. The Governor’s decision is based
on the advice of the Election Commission of India or the
President of India.

Important Tips

Decision on questions as to disqualification on ground

of defection:

+ If any question arises as to whether a member of a
House has become subject to disqualification under
10th Schedule, the question is referred for the decision
of the Chairman or, as the case may be, the Speaker of
such House and his decision should be final."
54,"Which one of the following Articles of the
Constitution provides that the Speaker
shall have and exercise a casting vote in the
case of an equality of votes?",Article 99,Article 103,Article 100,Article 102,U.P.P.C.S. (Pre) (Re-Exam),2015.0,c,"Exp) Option c is the correct answer.

Article 100 of the Constitution of India states that “The
Speaker or Chairman, or person acting as such, shall not
vote in the first instance, but shall have and exercise a casting
vote in the case of an equality of votes to break the tie. The
Speaker’s vote is called a casting vote, and it is not counted
as a vote in the ordinary sense."
55,"Whocan legislate on the subjects which are
not included in any of the lists of subjects
given in the Constitution?",Supreme Court,Parliament,State Legislature,Regional Councils,U.P.P.C.S. (Pre) (Re-Exam),2015.0,b,"Exp) Option b is the correct answer.

Article 248 of the Indian Constitution deals with the
residuary powers of legislation. The residuary subjects are
not mentioned in any of the three lists (Union, State or
Concurrent list). The power to make laws with respect to
residuary subjects is vested in the Parliament. This residuary
power of legislation includes the power to levy residuary
taxes. Vesting of residuary powers in the Centre is taken
from the Constitution of Canada."
56,"The Union Territories get representation
in-",Lok Sabha,Rajya Sabha,Both Houses of Parliament,None of the above,U.P.P.C.S. (Mains),2015.0,c,"Exp) Option c is the correct answer.

Union Territories in India receive representation in both
Houses of Parliament, namely the Lok Sabha and the
Rajya Sabha. In the Lok Sabha, representation for Union
Territories is achieved through the nomination of members
by the President of India. Additionally, Union Territories
have direct representation in the Rajya Sabha, where each
Union Territory is allocated a fixed number of seats."
57,"Which one of the following is authorized
to prorogue the session of the House of the
People?",Speaker,Attorney General,Minister of Parliamentary,President,U.P.P.C.S. (Mains),2035.0,d,"Exp) Option d is the correct answer.

The authority to prorogue the session of the House of the
People, the Lok Sabha, lies with the President. Prorogation
is the formal ending of a session. On the advice of the
Prime Minister or the Council of Ministers, the President
has the authority to conclude the current session of the Lok
Sabha. Prorogation typically occurs after the completion of
the business of a particular session."
58,"Which of the following is related to the
Right to Information Act, 2005?",Lily Thomas v/s Union of India,Nandini Sundar v/s State of Chhattisgarh,Namit Sharma v/s Union of India,None of the above,U.P.P.C.S. (Pre) (Re-Exam),2015.0,c,"Exp) Option c is the correct answer.

Namit Sharma v/s Union of India is related to the Right
to Information Act, 2005, Namit Sharma, a law student,
filed a Right to Information (RTI) application seeking
information on the appointment of judges in the Allahabad
High Court. The application was rejected by the Central

Public Information Officer (CPIO) of the Supreme Court,

citing that the Supreme Court was not a “public authority”

under the RTI Act. Namit Sharma then approached the

Central Information Commission (CIC), which ruled that

the Supreme Court was indeed a “public authority” under

the RTI Act.

« Lily Thomas v/s Union of India is a Supreme Court
judgment related to the disqualification of convicted
lawmakers.

« Nandini Sundar v/s State of Chhattisgarh is related to
the appointment and arming of Special Police Officers
(SPOs) by the State of Chhattisgarh which was declared
unconstitutional by the Supreme Court"
59,"Which of the following are correct about

the Rajya Sabha?

1. Itis not subject to dissolution.

2. It has aterm of five years.

3. One-third of its members retire after
every two years.

4. Its members shall not be less than 25
years of age.

Select the correct answer using the code given

below:","1,2 and 3","2,3 and 4",land3,2 and 4,U.P.P.C.S. (Pre),2014.0,c,"Exp) Option c is the correct answer.

Statement 1 is correct- The Rajya Sabha is a permanent

body and is not subject to Dissolution.

Statement 2 is incorrect- The Rajya Sabha has a term of six

years.

Statement 3 is correct- One-third of the members of the

Rajya Sabha retire after every two years. This is done to

ensure that the Rajya Sabha is always representative of the

states and union territories.

Statement 4 is incorrect- The members of the Rajya Sabha

must be at least 30 years old. This is to ensure that the

members of the Rajya Sabha have sufficient maturity and
experience to be able to contribute effectively to the work of
the Parliame.ii."
60,"Who among the following presides over a
joint sitting of two houses of Parliament?",President,Prime Minister,Chairman of the Rajya Sabha,Speaker of the Lok Sabha,U.P.P.C.S. (Pre),2014.0,d,"Exp) Option d is tne correct answer.

The Speaker of Lox Sabha presides over a joint sitting of the

two Houses and the Deputy Speaker, in his absence. If the

Deputy Speaker is also absent from a joint sitting, the Deputy

Chairman of Rajya Sabha presides. If he is also absent, such

other person as may be determined by the members present

at the joint sitting, presides over the meeting. It is clear that
the Chairman of Rajya Sabha does not preside over a joint
sitting as he is not a member of either House of Parliament."
61,"Parliament may legislate on any subject of
State List when-",There is assent of President,"Resolution thercof has been passed by
State",In any situation,"General permission of State Legislative
Assembly has been received",U.P.P.C.S. (Pre),2012.0,b,"Exp) Option b is the correct answer.

When two or more States make a Request, Parliament may

legislate on any subject of State List. A law so enacted applies

only to those states which have passed the resolutions.

However, any other state may adopt it afterwards by passing

a resolution to that effect in its legislature. Such a law can be

amended or repealed only by the Parliament and not by the

legislatures of the concerned states. Some examples of laws
passed under the above provision are Prize Competition Act,

1955; Wild Life (Protection) Act, 1972; Water (Prevention

and Control of Pollution) Act, 1974; Urban Land (Ceiling

and Regulation) Act, 1976; and Transplantation of Numan

Organs Act, 1994."
62,"On which of the following, a Parliamentary
Committee has not been set up?",Public Undertakings,Government Assurances,Estimates,Welfare of Minorities,U.P.P.C.S. (Mains),2012.0,d,"Exp) Option d is the correct answer

The Parliamentary Committee has not been set up for
Welfare of Minorities. Parliamentary Committee has been
set up for Public Undertakings, Government Assurances and
Estimates.

1. Financial Committees

© Public Accounts Committee

¢ Estimates Committee

« Committee on Public Undertakings

2. Committees to Scrutinize and Control

¢ Committee on Government Assurances

* Committee on Subordinate Legislation

« Committee on Papers Laid on the Table

e Committee on Welfare of SCs and SI's

« Committee on Empowerment of Women

« Joint Committee3 on Offices of Profit"
63,"NomoneyBillcanbeintroducedinAssembly
of a State, except on the recommendations
of-",The Parliament,The Governor of the State,‘The President of India,A special Committee of Ministers,U.P.P.C.S. (Pre),2012.0,b,"Exp) Option b is the correct answer.

A money bill can be introduced in the state legislative
assembly only and that too on the recommendation of
the governor. A money bill is a bill that deals with financial
matters like taxation, public expenditure, borrowing,
and custody of the state’s funds. A money bill cannot be
introduced in the legislative council, which is the upper
house in those states that have a bicameral state legislature.
Every money bill is considered to be a government bill and
can be introduced only by a minister."
64,"Which one of the following is not correct
with regard to the elections to the Lok
Sabha?","The elections are on the basis of adult

suffrage.","The Election Commission is required to
conduct the elections.","The electoral rolls are prepared under the
direction and control of the President of
India.","OntherequestoftheElectionCommission,
the President is required to make available
to the Election Commission such staff as
may be necessary for the discharge of its
functions.",U.P.P.C.S. (Mains),2011.0,c,"Exp) Option c is the correct answer.

The preparation of electoral rolls for the Lok Sabha elections
lies with the Election Commission of India, an autonomous
constitutional authority. They are responsible for the
preparation and revision of electoral rolls, delimitation
of constituencies, and the overall administration of the
electoral process."
65,"Which one of the following terms does not
appear in the Constitution of India?",Annual Financial Statement,Appropriation Bill,Budget,Consolidated Fund of India,U.P.P.C.S. (Mains),2011.0,c,"Exp) Option c is the correct answer.

The Constitution refers to the budget as the ‘annual financial
statement. In other words, the term ‘budget’ has nowhere
been used in the Constitution. It is the popular name for
the ‘annual financial statement that has been dealt with in
Article 112 of the Constitution. The Consolidated Fund of
India is mentioned in the article 266. While, article 114 deals
with the Appropriation Bill,"
66,"Which one of the following statements
about Rajya Sabha is correct?",It is not subject to dissolution.,"Its members are chosen by direct election
from territorial constituencics in the
States.","It is required to choose, as soon as may
be a member of the Rajya Sabha to be the
Chairman thereof.","The Attorney General of India does not
have the right to speak in Rajya Sabha.",U.P.P.C.S. (Mains),2011.0,a,"Exp) Option a is the correct answer.

Unlike the Lok Sabha, which is subject to Dissolution, the
Rajya Sabha is a permanent body and is not dissolved. The
Rajya Sabha is a continuing chamber, and its members have

a fixed term of six years. One-third of the members retire
every two years, ensuring continuity in the functioning of
the house."
67,"Which one of the following expenditures is
not charged on the Consolidated Fund of
India?","Salary and allowances of the Chief Justice

of India","Salary and allowances of the Comptroller
and Auditor General of India","Salary and allowances of the Prime
Minister of India.","Salary and allowances of the Chairman of
the Union Public Service Commission.",U.RB.C.S. (Mains),2011.0,c,"Exp) Option c is the correct answer.
Salary and allowances of the Prime Minister of India is not
charged on the Consolidated Fund of India. It is made from
the Consolidated Fund of India.
Important Tips
The budget consists of two types of expenditure-the
expenditure ‘charged’ upon the Consolidated Fund of
India and the expenditure ‘made’ from the Consolidated
Fund of India.
¢ The charged expenditure is non-votable by the
Parliament, that is, it can only be discussed by the
Parliament.
¢ The expenditure ‘made’ from the Consolidated Fund |
of India has to be voted by the Parliament. |
Charged Expenditure: Salaries and allowances of the |
President; Chairman and the Deputy Chairman of the
Rajya Sabha and the Speaker and the Deputy Speaker of the
Lok Sabha; the judges of the Supreme Court; Comptroller
and Auditor General of India; chairman and members of
the Union Public Service Commission, etc."
68,"Which one of the following is not covered
by the Anti-Defection Law?
(",An-bloc defections in a Party.,"Large defections in a Party in various
spells.",Smaller defection in a single spell.,"Party members in Parliament casting vote
either to topple or support a government.",U.P.P.C.S. (Mains),2010.0,b,"Exp) Option b is the correct answer.
The Anti-Defection Law, also known as the Tenth Schedule
of the Constitution of India, was enacted in 1985 to prevent
the “floor crossing” of legislators. Floor crossing is the act
of a legislator switching from one political party to another,
often in order to gain political advantage. The Anti-Defection
Law prohibits legislators from defecting from their party
unless they have the support of two-thirds of the members
of their party. This means that large defections in a party
in various spells are not covered by the Anti-Defection Law."
69,"Which one of the following
pairs is not correctly
matched?",Hindu Marriage Act: 1955,Hindu Succession Act: 1956,"73rd Constitutional Amendment Act:
Reservation of seats for women in the
election of local bodies in urban areas",} Sati (Prevention) Act: 1987,U.P.P.C.S. (Mains),2009.0,c,"Exp) Option c is the correct answer.
73rd Constitutional Amendment Act, 1992, which came
into force on April 24, 1993, provides for the reservation
of not less than one-third of the total number of seats
for women in the Panchayats at all levels, as well as the
reservation of one-third of the offices of Chairpersons of
Panchayats at all levels for women.
Option a is correct: Hindu Marriage Act: 1955 is an Act
that regulates the marriage and divorce among Hindus,
Buddhists, Jains and Sikhs.
Option b is correct: Hindu Succession Act: 1956 is an Act
that codifies the law relating to intestate succession among
Hindus, Buddhists, Jains and Sikhs.
Option d is correct: Sati (Prevention) Act: 1987 is an Act
that prohibits the practice of sati, the burning or burying
alive of widows, and its glorification."
70,"Which is the only State in India to have the
Common Civil Code?",Jammu & Kashmir,Mizoram,Nagaland,Goa,U.P.P.C.S. (Mains),2009.0,d,"Exp) Option d is the correct answer.
Goa is the only state in India to have a Common Civil Code.
Unlike the rest of India, which follows different personal
laws based on religious affiliations, Goa has a uniform civil
code for all its residents.
Important Tips |
* “Goa Civil Code,” was inherited from the Portuguese |
colonial era and is applicable to all residents of the |
state irrespective of their religion. |
e It covers matters such as marriage, divorce, inher-|
itance, adoption and maintenance. |
| « It has some special provisions for different commu-
| nities, such as allowing bigamy to Hindu men under
certain conditions.
¢ Uniform Civil Code is mentioned in Article 44 of the
Indian Constitution as one of the directive principles
of state policy."
71,"Members of the Rajya Sabha are not
associated with-

1. Public Accounts Committee
2. Estimates Committee
3. Committee on Public Undertakings ,
Choose your answer from the given code.",land2,Only 3,Only 2,1 and 3,U.P.P.C.S. (Spl) (Mains),2008.0,c,"Exp) Option c is the correct answer
Members of the Rajya Sabha are not associated with the
Estimates Committee. It has 30 members and all these
members are from Lok Sabha (Lower House). Committees
on Public Accounts and Public Undertakings consists of 22
members (15 from the Lok Sabha and 7 from the Rajya Sabha).
Thus, both the committee has members from Rajya Sabha."
72,"Which of the Constitutional Provision lays
down that taxes can neither be levied nor
collected without the authority of law?",Article 265,Article 266,Article 300,Article 368,U.P.P.C.S. (Mains),2007.0,a,"Exp) Option a is the correct answer.
Article 265 of the Indian constitution deals with the taxes
not to be imposed save by authority of law. It means that no
tax shall be levied or collected except by the authority of Jaw."
73,"At which of the following stages general
discussion on a Bill takes place in the Lok
Sabha?",During introduction of the Bill,During second reading,During report stage,During third reading,U.P.P.C.S. (Mains),2006.0,b,"Exp) Option b is the correct answer.
During second stage, the bill receives not only the general
but also the detailed scrutiny and assumes its final shape.
Hence, it forms the most important stage in the enactment
of a bill.
Important Tips
Ordinary Bills:
Every ordinary bill has to pass through the following five |
stages in the Parliament before it finds a place on the |
Statute Book |
Stage 1; First Reading
« An ordinary bill can be introduced in either House of |
Parliament. Such a bill can be introduced either by a |
minister or by any other member. No discussion on
the bill takes place at this stage.
Stage 2: Second Reading
« During this stage, the bill receives not only the general
but also the detailed scrutiny and assumes its final
shape. This stage involves three more sub-stages,
namely, stage of general discussion, committee stage
and consideration stage. ;

[ Stage 3: Third Reading |

|» At this stage, the debate is confined to the acceptance

| or rejection of the bill as a whole and no amendments |

| are allowed. |

| Stage 4: Billin the Second House |

I, In the second House also, the bill passes through all |
the three stages, that is, first reading, second reading
and third reading. |

Stage 5 : Assent of the President

« Every bill after being passed by both Houses
Parliament either singly or at a joint sitting, is presented
to the president for his assent, A bill becomes an act
after his assent."
74,"Union Parliament may legislate on any
subject of State List-


1. To Implement International Agreements

2. By consent of State

3. When Proclamation of Emergency is in
operation.

4. In national interest and after a resolution
passed by Council of states with 2/3
majority.

Choose the correct option using codes given

below:","1,2 and 3","2,3 and 4","1,2 and 4",All of the above,U.P.P.C.S. (Mains),2005.0,d,"Exp) Option d is the correct answer.
Union Parliament may legislate on any subject of State List
in following cases; (a) To Implement International
Agreements; (b) By consent of State; (c) When Proclamation
of Emergency is in operation; (d) In national interest and
after a resolution passed by Council of states with 2/3
majority. Hence, all the options are correct.

Important Tips

Parliamentary Legislation on subjects in State List :

The Constitution empowers the Parliament to make laws
; on any matter enumerated in the State List under the |
| following five extraordinary circumstances; |
!« When Rajya Sabha Passes a resolution (Art. 249) |
|. Ifthe Rajya Sabha proposes with a two-thirds majority |

of its members present and voting that it is necessary
or beneficial in the national interest, the Parliament
can legislate on any of the subjects listed in the State
List.

¢ During a National Emergency (Art. 250)

« It provides power to Parliament to legislate with respect
to any matters in the State List if a Proclamation of
Emergency is in operation.

« When States Make a Request: (Art.252)

« It provides power to Parliament to legislate for two or
more States, when respective State legislatures pass a
resolution in this regard.

¢ To Implement International Agreements (Art. 253)

« The Parliament can make laws on any matter in the
State List for implementing the international treaties,
agreements or conventions. This provision enables
the Central government to fulfil its international
obligations and commitments.

+ During President’s Rule (Art. 356)

« When the President’s rule is imposed in a state, the
Parliament becomes empowered to make laws with |

| respect to any matter in the State List in relation to |
| _thatstate |"
75,"Match list-I with list-II and select the
correct answer using the codes given below
the lists:

A. Public Accounts | 1. Ad hoc
Petitions Committee

C. Joint Committee | 3. Financial
on Stock Market Committee
Scam

D. Departmental 4. Functional

Code: 
A B COD

(a}l 4 3 2",,2 3 4 1,3 4 1 2,4 2 1 3,U.P.B.C.S. (Mains),2005.0,c,"Exp) Option c is the correct answer

The functions of the Public Accounts Committee arc
to examine the appropriation accounts and the finance
accounts of the Union government and any other accounts
laid before the Lok Sabha. It is Financial Committee. The
Committee on Petitions is an Functional Committee. Joint
Committee on Stock Market Scam was an Ad hoc Commnittee.
The committee recommended sweeping changes in stock
market regulations. Departmental Committees are Standing
Committee. The main objective of the standing committees
is to secure more accountability of the Executive (ie,
the Council of Ministers) to the Parliament, particularly
financial accountability.

Important Tips |

+ Parliamentary committees are of two Kinds-Standing ;
Committees and Ad Hoc Commnittees. The former are
permanent (constituted every year or periodically) |
and work on a continuous basis, while the latier are
temporary and cease to exist on completion of the task
assigned to them.

« On the basis of the nature of functions performed by
| them, standing committees can be classified into the
| following six categories

| 1. Financial Committees

2. Departmental Standing Committees (24)

3. Committees to Inquire |

4, Committees to Scrutinise and Control

5. Committees Relating to the Day-to-Day Business of the
House.

6. House-Keeping Committees or Service Committees
(i.e, Committees concerned with the Provision of
Facilities and Services to Members):

Ad hoc committees can be divided into two categories, that

is, Inquiry Committees and Advisory Committees.

1. Inquiry Committees are constituted from time to time,
either by the two Houses on a motion adopted in that
behalf, or by the Speaker / Chairman, to inquire into
and report on specific subjects. For example:

2. Advisory Committees include select or joint |
committees on bills, which are appointed to consider |
and report on particular bills. These committees are |
distinguishable from the other ad hoc committces

in as much as they are concerned with bills and the
| procedure to be followed by them is laid down in the
Rules of Procedure and the Directions by the Speaker /
| Chairman"
76,"Which one of the following States has the
highest number of reserve seats for the

Scheduled Tribes in the Lok Sabha?",Bihar,Uttar Pradesh,Madhya Pradesh,Gujarat,U.P.P.C.S. (Mains),2005.0,c,"Exp) Option c is the correct answer.

Madhya Pradesh has the highest number of reserved seats for
the Scheduled ‘Tribes in the Lok Sabha. There are currently
29 seats reserved for Scheduled ‘Tribes in Madhya Pradesh.
This is followed by Gujarat with 26 seats, Maharashtra with
25 seats, and Odisha with 21 seats.

Important Tips
HACER! 2 fl Seatse 07 | for Scheduled Tribes.
Chattisgath =f EP
Odisha 21 5
Madhya Pradesh | 29 | 6
| Rajasthan 25 4 |"
77,"Which one of the following is the period
for the Legislative Council to detain the

ordinary bills?",3 months,4 months,6 months,14 days,U.P.P.C.S. (Mains),2005.0,b,"Exp) Option b is the correct answer.

The ordinary bill passed by the State Assembly can be

delayed by the Legislative Council for a maximum period of

four months.

e Ifthe bill is passed by the Legislative Assembly and sent
to the Legislative Council, the latter can either pass it,
reject it, or not take any action on it within three months.
If the Legislative Council rejects the bill or does not pass
it within three months or passes it with amendments
not acceptable to the Legislative Assembly, the bill is
considered again by the Legislative Assembly, which can
pass it again with or without amendments and send it
back to the Legislative Council.

« The Legislative Council then has to pass the bill within
one month or it is deemed to have been passed by
both houses in the form in which it was passed by the
Legislative Assembly.

e Therefore, the final power of passing an ordinary bill lies
with the Legislative Assembly and the Legislative Council
can only delay it for four months at most"
78,"Which of the following are exclusive powers
of Lok Sabha in comparison to the Rajya
Sabha?

1. A Money/Finance Bill can be introduced
only in the House of the People.

2. Regarding the rejection or amendment of
the Money Bill.

3. The accountability of the Council of
Ministers.

4, Concerning the creation of one or more
All India Services.

Select the correct answer from the code given

below:","1, 2,3,4","1, 2,3","1,3,4","3,4",U.P.P.C.S. (Spl) (Mains),2004.0,b,"Exp) Option b is the correct answer.

Statement 1 is correct- As per Article 109 of the Indian

Constitution, a Money Bill can only be introduced in the

Lok Sabha and not in the Rajya Sabha. The Rajya Sabha can

make recommendations on the Money Bill, but it cannot

initiate or introduce such bills,

Statement 2 is correct- The Rajya Sabha does not have the

power to reject or amend a Money Bill. It can only make

recommendations to the Lok Sabha, which may or may not
accept those recommendations, Ultimately, it is the Lok

Sabha that has the final authority over the Money Bill.

Statement 3 is correct- The Lok Sabha has the exclusive

power to hold the Council of Ministers accountable.

Members of the Lok Sabha can question the ministers,

participate in debates, and pass resolutions to express their

dissatisfaction or lack of confidence in the government. The

Rajya Sabha does not have this power to hold the Council of

Ministers directly accountable,

Statement 4 is incorrect- The power to create All India
Services, such as. the Indian Administrative Service (IAS)
and the Indian Police Service (IPS), is not exclusive to the
Lok Sabha. It is a shared power between the Union (Central)
Government and the State Governments,

Important Tips

« Money Bills are specifically defined in the Indian
Constitution under Article 110 and pertain to
taxation, government expenditure, borrowing, etc.
Money Bills can only be introduced in the Lok Sabha,
the lower house of Parliament.

« Finance Bills have a broader scope and can be
introduced in either the Lok Sabha or the Rajya
Sabha (upper house), but they require the President’s
recommendation for introduction in the Rajya Sabha."
