q_no,q_statement,a,b,c,d,exam,year,correct_option,explanation
31,"Consider the following statements and
select the correct answer from the code
given below:


Assertion (A): State Finance Commission is
a Constitutional body.

Reason (R): Union Finance Commission

cannot recommend financial assistance to

Panchayats.

Code:","Both (A) and (R) are true and (R) is the
correct explanation of (A)","Both (A) and (R) are true, but (R) is not
the correct explanation of (A)","(A) is true, but (R) is false","(A) is false, but (R) is true",U.P.P.C.S. (Pre) (Re. Exam),2015.0,c,"Exp) Option c is the correct answer

The State Finance Commission is a Constitutional Body, as
it is formed under the 73rd Constitutional Amendment Act. -
1992. According to article 280 (3) (bb) - It shall be the duty of
the Commission to make recommendations to the President
as to - the measures needed to augment the Consolidated
Fund of a State to supplement the resources of the Panchayats
in the State on the basis of the recommendations made by the
Finance Commission of the State.

Important Tips |
¢ Under Article 280, the State Finance Commission was
established in all the states of India from 1993 on the |
lines of the Finance Commission of the Center. |
« According to Article 243 I of the Indian Constitution,
the State Finance Commission is appointed by the
Governor for a period of 5 years.
e The Governor also appoints the other members
(maximum 4) for the commission."
32,"In which of the following States, the office
of Lokayukta was, first established?",Maharashtra,Uttar Pradesh,Bihar,Odisha,U.P.P.C.S. (Pre) (Re-Exam),2015.0,a,"Exp) Option a is the correct answer
Maharashtra was the first state to introduce Lokayukta.
The Maharashtra Lokayukta and Upa-Lokayuktas Act, 1971
was passed by the Maharashtra Legislative Assembly in 1971,
and it came into effect on October 25, 1972. The Lokayukta
is an independent statutory authority that investigates
allegations of corruption against public officials in the state
of Maharashtra."
33,"The concept of Human Rights primarily
emphasizes on",Right to Property,Right to equality,Right to Religion,Dignity of Man as a Human Being,U.P.P.C.S. (Mains),2014.0,d,"Exp) Option d is the correct answer
The concept of human rights is based on the belief that
all human beings are born free and equal in dignity and
rights. This means that all human beings have certain
fundamental rights and freedoms, simply because they are
human beings. The dignity of man as a human being is the
foundation of the coucept of human rights. It is the belief
that all human beings are worthy of respect and that they
should be treated with dignity.
Important Tips |
Natural Rights: |
« Fundamental rights inherent to every individuai as }
human beings. |
e Notgranted by any government or authority, considered
universal and inalienable.
- Examples: The right to life, the right to liberty, the |
right to possess property, the right to make a living
|
Constitutional Rights: |
¢ Specifically protected and guaranteed by a country’s
constitution.
¢ Ensured by the constitution to provide legal protection
to citizens.
e Examples: Freedoms of speech, religion, assembly, etc
| Legal Rights:
|
[+ Recognized and enforced by the legal system of a
| country.
| « Encompass natural and constitutional rights, as well as
| other rights created by laws and regulations.
| « Examples: Right to education, right to a fair trial, rights
| related to employment."
34,"The Principles for election to the State
Legislatures include:

1. It will be on the basis of adult suffrage.
2. There will be only one electoral roll for
every territorial constituency.

3. Religion, Race, Sex, etc., will have no
place in the formation of the electoral
roll.

4. The political parties will be free to have
their norms.

Select the correct answer from the given code:","1,3 and 4","2,3 and 4","1,2 and 3",All the four,U.P.P.C.S. (Mains),2011.0,d,"Exp) Option d is the correct answer.
Statement 1 is correct- The election to the State Legislature
is on the basis of adult suffrage. This means that all citizens
above 18 years of age have the right to vote in elections.
Statement 2 is correct- According to Section 15 of
Representation of People Act, 1950, each territorial
constituency will have only one electoral roll containing the
names of eligible vaters.
Statement 3 is correct- According to the Article 325 of the
Indian Constitution, the electoral roll is prepared without
any consideration of factors like religion, race, sex, etc.,
ensuring impartiality and non-discrimination.
Statement 4 is correct- According to the Representation of
People Act, 1951-Political parties are allowed to have their
internal rules and regulations as long as they abide by the
laws and regulations sct by the Election Commission."
35,"Which Constitutional Amendment reduced
the voting age from 21 years to 18 years?",Sixty-third Amendment,Sixty-second Amendment,Sixty-first Amendment,Sixtieth Amendment,U.P.P.C.S. (Mains),2010.0,c,"Exp) Option c is the correct answer.
The Sixty-first Amendment of the Constitution of India,
passed in 1988, reduced the voting age from 21 years to 18
years, The amendment was passed to give citizens of India
above 18 years of age, the right to vote.
Important Tips
¢ Sixty-third Amendment- Punjab was brought at |
par with the other states in respect of emergency |
provisions.
| ¢ Sixty-second Amendmeut- Extended the reservation
of seats for the SCs and STs and special representation |
for the Anglo-Indians in the Lok Sabha and the state
legislative assemblies for the further period of ten
years (i.e., up to 2000).
| « Sixtieth Amendment- Increased the ceiling of taxes
| on professions, trades, callings and employments
from ‘250 per annum to ‘2,500 per annum."
36,"Which one of the following functions is not
related to the Election Commission?
'","Direction and control of the preparation
of the electoral rolls.","Conduct of all elections to the Parliament
and Legislatures of every State.","To conducts the election of the Offices of
President and Vice-president.","To make provision with respect to
elections to Legislatures.",U.P.P.C.S. (Mains),2009.0,d,"Exp) Option d is the correct answer.
The Election Commission is an independent body that is
responsible for conducting elections to the Parliament and
State Legislatures in a free and fair manner. The Parliament
(and not the Election Commission) has the power to make
provision with respect to clections to Legislatures."
37,"Who decides disputes regarding
disqualification of Members of Parliament?",The President,The Concerned House,The Election Commission,"The President in consultation with the
Election Commission",U.P.P.C.S. (Mains),2009.0,d,"Exp) Option d is the correct answer.
Under Article 103 of the Constitution of India, disputes
regarding the disqualification of Members of Parliament are
decided by the President in consuitation with the Election
Commission. The advice tendered by Election Commission
in this regard is binding on the President of India."
38,"Which Act established Public Service

Commission in India for the first time?","Indian Council Act, 1892","Council Act, 1909","Government of India Act, 1919","Government of India Act, 1935",U.P.P.C.S. (Pre),2008.0,c,"Exp) Option c is the correct answer

The Government of India Act, 1919, established the Public
Service Commission in India for the first time. Hence
Central Public service commission was set up in 1926 for
recruiting Civil servants. The Public Service Commission
was set up to oversee the recruitment and appointments to
the civil services of the British India government."
39,Whois called the Guardian of Public Purse?,President,Comptroller and Auditor General,Parliament,Council of Ministers,U.P.P.C.S. (Mains),2008.0,b,"Exp) Option b is the correct answer.

The Comptroller and Auditor General (CAG) of India is
often referred to as the “Guardian of Public Purse.” This
title is attributed to the CAG because of their role in auditing
and ensuring accountability in the financial administration
of the government. The CAG is responsible for examining
and reporting on the collection and expenditure of public
funds, ensuring that they are utilized in a lawful and efficient
manner,

He ensures that all expenditure made from the
Consolidated Fund of India and each State and Union
Territory is done as per law and that the executive (i.e., the
council of ministers) is accountable to Parliament and State
Legislatures and through them to the people in the area of
financial administration."
40,"Given below are two statements:

Assertion (A): Powers for conducting

elections to the Parliament and State

Legislatures in a free and fair manner have

been given to an independent body i.e., the

Election Commission.

Reason (R): Power of removal of Election

Commissioners is with the executive.

In the context of above, which one of the

following is correct?","Both (A) and (R) are true, and (R) is the
correct explanation of (A).","Both (A) and (R) are true, but (R) is not a
correct explanation of (A).","(A) is true but, (R) is false.","(A) is false but, (R) is true.",U.P.P.C.S. (Pre),2006.0,b,"Exp) Option b is the correct answer.

Assertion (A) is true- The Election Commission is an
independent body that is responsible for conducting
elections to the Parliament and State Legislatures in a free
and fair manner. The Election Commission has been given
a number of powers to ensure that elections are conducted
fairly, including the power to register political parties, to
derecognize political parties, to conduct elections, and to
disqualify candidates.

Reason (R) is true- The power of removal of Election
Commissioners is with the President of India, who is the
head of the executive. However, the President can only
remove an Election Commissioner on the grounds of proved
misbehavior or incapacity. However, Reason (R) is not a
correct explanation of Assertion (A)."
41,"Which one of the following duties is not
performed by Comptroller and Auditor
General of India? [U.P.P.C.S. (Mains) 2004,
UPSC CSE (Pre) 2001]","To audit and report on all expenditure
from the Consolidated Fund of India","To audit and report on all expenditure
from the Contingency Funds and Public
Accounts","To audit and report on all trading,
manufacturing, profit and loss accounts","To control the receipt and issue of public
money, and to ensure that the public
revenue is lodged in the Exchequer.",,,d,"Exp) Option d is the correct answer.

The dutics and powers of CAG are mainly derived from
Articles 149 to 151 of the Constitution and the Comptroller
and Auditor General's (Duties, Powers and Conditions of
Service) Act, 1971.

The power to control the receipt and issue of public
money, and to ensure that the public revenue is lodged in
the Exchequer is not a duty performed by CAG. This power
belongs to the executive branch of the government under
Article 266 to 268A of the Constitution.

Important Tips

The duties of CAG include:

To audit and report on all expenditure from the

Consolidated Fund of India, Consolidated Fund of each

State, Consolidated Fund of each Union Territory having |

a Legislative Assembly, Contingency Funds and Public

Accounts of India, and Contingency Funds and Public

Accounts of each State or Union Territory having a |

Legislative Assembly under Article 149. |

« To audit and report on all trading, manufacturing, |
profit and loss accounts, balance sheets, and other |
subsidiary accounts kept by any department of the
Union or a State.

« To perform such duties and exercise such powers in
relation to the accounts of any other authority or body
as may be prescribed by or under any law made by
Parliament under Article 149

e To submit his/her audit reports to the President or
Governor."
42,Accounts of the States are controlled by the:,Governor,Chief Minister,State Finance Secretary,None of these,U.P.P.C.S. (Mains),2003.0,d,"Exp) Option d is the correct answer.

The accounts of the States are controlled by the Comptroller
and Auditor General of India (CAG), who is the supreme
audit authority of the country and audits the accounts of the
Union and State governments.

The CAG is responsible for compiling the accounts of ail
States, as per Section 11 of the Comptroller and Auditor
General’s (Duties, Powers and Conditions of Service) Act,
1971. The accounts of the States are kept in such forms as the
President may, on the advice of the CAG, prescribe under
Article 150 of the Constitution. The CAG submits his/her
audit reports on the accounts of the States to the Governor,
who shall cause them to be laid before the Legislature of the
State under Article 151 (2) of the Constitution."
43,"Consider the following statements regarding
appointment of National Commission for
reviewing the Constitution-

1, The report will be of recommendatory
nature,

2. The appointment was approved by
Parliament.

3, It is presided over by Chief Justice M.N.
Venkatchelaiya.

4, Jt will focus on socio-economic needs of
the country.

Which of these statements are correct?



 land 2",,land 3,"1,2 and 3","2,3 and 4",U.B.B.C.S. (Pre),2003.0,b,"Exp) Option b is the correct answer

Statement 1 is correct: The report of the commission was of
a recommendatory nature, and any proposed amendments
would need to be approved and adopted by Parliament.
Statement 2 is incorrect: The National Commission for
Revising the Constitution was appointed by the Government
of India in 2000.

Statement 3 is correct: The Commission was headed by
Justice M.N. Venkatchelaiah, a former Chief Justice of India.
Statement 4 is incorrect: The primary task of the Nationa)
Commission for reviewing the Constitution was to examine
its provisions and propose necessary amendments. The
commission’s scope did not specifically include addressing
the socio-economic needs of the country."
44,"The Chief Election Commissioner can be

removed from office by-","Both Houses of Parliament by two-thirds
majority in each House.","The same procedure applies in the case of
removal of Supreme Court Judges.","The President of India in consultation
with the Chief Justice of India.","The President on the advice of the Council
of Ministers.",U.BP.C.S. (Mains),2002.0,b,"Exp) Option b is the correct answer.

The Chief Election Commissioner can be removed from
office by the same procedure which applies in case of removal

of Supreme Court Judges. This means that the Chief Election
Commissioner can be removed from office only on the
grounds of proved misbehavior or incapacity and he can be
removed by the president only when a motion is passed by
both Houses of Parliament with a two-thirds majority."
45,"Given below are two statements, in which
one is Assertion and second is Reason:
Assertion (A): The definition of term
‘Minority’ is not given in the Constitution of
India.

Reason (R): Minority Commission is not a

Constitutional body.

Which of the following is correct in regards to

the statements above?","Both (A) and (R) are true, and (R)
explains (A) correctly.","Both (A) and (R) are true, but (R) does
not explain (A) correctly.","(A) is true, but (R) is false.","(A) is false, but (R) is true.",U.P.P.C.S. (Pre),1991.0,b,"Exp) Option b is the correct answer

Assertion (A) is true: Constitution of India does not define
the term “minority”. The term is used in several articles of
the Constitution, but it is not defined anywhere.

Reason (R) is true: The Minority Commission, also known as
the National Commission for Minorities, is a statutory body
established by an Act of Parliament (National Commission
for Minorities Act, 1992).

Both (A) and (R) are true, but (R) does not explain (A)
correctly: The two statements are independent of each other,
and there is no causal relationship between both statements."
46,"Which one of the following is not correct
about NITI Aayog?","It was set up to replace the Planning
Commission",It has a full-time Chairman,It was set up in January 2015,"It is based on the principle of Cooperative
Federalism",U.P. Lower Sub. (Pre),2015.0,b,"Exp) Option b is the correct answer.

Option a and c are correct: On 1 January 2015, the
Government of India has decided to set up NITI Aayog
(Nationa) Institution for Transforming India), in place of
the erstwhile Planning Commission, as a means to better
serve the needs and aspirations of the people of India.
Option b is incorrect: The Prime Minister is the Chairperson
of NITI Aayog. He/She shall be the Chairman as long as he/
she is the Prime Minister. So NITI Aayog does not have a
full-time Chaieman.

Option d is correct: NITI Aayog has been constituted to
actualise the important goal of cooperative federalism and
to enable good guvernaace in India."
47,"Given below are two. statements, one
labelled as Assertion (A) and the other as
Reason (R):

Assertion (A): The system of proportional

representation may solve the problem of

minority representation to some extent.

Reason (R): The system of proportional

representation enables due representation to

all types of groups based on ethnicity, gender,

interests, and ideologies.

Choose the correct answer from the code

given below:","Both (A) and (R) are true, and (R) is the
correct explanation of (A).","Both (A) and (R) are true, but (R) is nota
correct explanation of (A).","(A) is true, but (R) is false,","(A) is false, but (R) is true.","U.P, Lower Sub. (Mains)",2013.0,a,"Exp) Option a is the correct answer.

Assertion (A) is true- Proportional representation
guarantees the representation of diverse opinions in the
legislature, including minority perspectives. This is possible
because even if a minority party doesn’t secure a majority
of votes, it can still win a few seats in the legislature. This
gives the minority party a voice in the legislature and helps
to ensure that their interests are represented.

Reason (R) is true- The system of proportional representation
enables due representation to all types of groups based on
ethnicity, gender, interests, and ideologies. This is because
the number of seats a party wins is proportional to the
number of votes it receives. This means that even if a small
group of people have a particular interest, they can still be
represented in the legislature if they vote for a party that
represents their interests."
48,"The system of proportional representation
as an electoral mechanism ensures-

[U.P. Lower Sub. (Pre) 2013, U.P.B.C.S. (Pre)
2013]",Majority rule,Stability in Government,Common political thinking,Representation of minorities,,,d,"Exp) Option d is the correct answer.

Proportional representation is a voting system where a
party’s seat allocation is directly proportional to the votes
it garners. Proportional representation helps to ensure that

minorities are represented in the legislature. This is because

even if a minority party does not win a majority of the votes,

it may still be able to win a few seats in the legislature. This

gives the minority party a voice in the legislature and helps

to ensure that their interests are represented."
49,"The Chief Election Commissioner of India
is appointed by-",Lok Sabha,Prime Minister,President,Chief Justice,Uttarakhand P.C.S. (Pre),2010.0,c,"Exp) Option c is the correct answer.

The Chief Election Commissioner of India is appointed

by the President of India. The appointment is made in

consultation with the Prime Minister, the Chief Justice of

India, and the Leader of the Opposition in the Lok Sabha.

The Chief Election Commissioner is the head of the Election

Commission of India, which is responsible for conducting

elections to the Lok Sabha, the Rajya Sabha, and the State

Legislative Assemblies. He is also responsible for ensuring

that elections are conducted in a free and fair manner.

| Important Tips

| Structure of Election Commission of India:

| ¢ Since its inception in 1950 and till 1989, the Election
Commission functioned as a single member body
consisting of the Chief Election Commissioner only.
But the Election Commissioner Amendment Act of
1989 transformed it into a multi-member body.

* As per Article 324 of the Indian Constitution, the |
Election Commission consist of the Chief Election
Commissioner and such number of other Election
Commissioners as the President from time-to-time
fix, At present, it includes the CEC and two other
Election Commissioners.

« At the state level, the Chief Electoral Officer, an UPSC

| _ CSE rank Officer, assists the Election Commission."
50,"When was the Universal Declaration of
Human Rights adopted by the United
Nations?","10 January, 1920","4 April, 1949","24 October, 1945","10 December, 1948",Jharkhand P.C.S. (Pre),2021.0,d,"Exp) Option d is the correct answer

The Universal Declaration of Human Rights (UDHR)
was adopted by the UN General Assembly in Paris on 10
December 1948 during its 183rd plenary meeting. The
UDHR sets out the fundamental human rights and freedoms
that everyone is entitled to, regardicss of their race, sex,
nationality, ethnicity, language, religion, or any other status."
51,"Union Public Service Commission may
agree to serve the needs of the state-","On request of the Chief Minister with
approval of the Prime Minister.","On request of the election Commission
with approval of the President.","On request of the Governor with approval
of the Prime Minister.","On request of the Governor with approval
of the President.",Jharkhand P.C.S. (Pre),2021.0,d,"Exp) Option d is the correct answer

Article 315(4) of the Indian Constitution allows the Union
Public Service Commission (UPSC) to serve a state’s needs
upon the Governor’s request with the President’s approval.
The UPSC can conduct exams or advise the state government
on recruitment and promotions, but it’s not obliged to do
so. The President approves the request if it aligns with the
public interest."
52,"Consider the following statements and
choose the correct answer from the code
given below: 

Assertion (A): The Duty of Comptroller and
Auditor General is not merely to ensure the
legality of expenditure but also its propriety.
Reason (R): He has to uphold the Constitution
and the Laws of Parliament in the field of
financial administration.

Code:",(A) is false but (R) is true,"Both (A) and (R) are true and (R) is the
correct explanation of (A)",(A) is true but (R) is false,"Both (A) and (R) are true but (R) is nota
correct explanation of (A)",R.A.S./R.T.S. (Pre),2021.0,b,"Exp) Option b is the correct answer.

Assertion (A) is correct: The duty of CAG is not merely to
ensure the legality of expenditure but also its propriety.

This means that he/she has to examine whether the
expenditure is in accordance with the rules and regulations,
as well as whether it is prudent, economical, and efficient.
Reason (R) is correct: He/she has to uphold the Constitution
and the laws of Parliament in the field of financial
administration. This means that he/she has to ensure that
the executive (i.e., the council of ministers) is accountable to
Parliament in the area of financial administration. The CAG’s
role is not limited to verifying the legality of expenditures but
also extends to upholding the constitutional and legislative
provisions related to financial administration."
53,"Central Vigilance Commission was set up
on the recommendation of -",Gorwala Report,Kriplani Committee,Santhanam Committee,"Administrative Reforms Commission of
India",R.A.S./R.7.S. (Pre),2018.0,c,"Exp) Option c is the correct answer
The Central Vigilance Commission (CVC) was established
in 1964 on the recommendations of the Santhanam
Committee, which was set up in 1962 to review the working
of the central government’s anti-corruption machinery. It
had suggested a high-powered central agency to investigate
corruption cases involving government employees and
recommend disciplinary action against corrupt officials.
Important Tips

The Gorwala Committee (1951) recommendations to

enhance India’s public administration:

¢ The committee proposed changes in the recruitment
process for administrators to ensure efficiency and
competence in the civil services.

« Emphasis was placed on improving training to equip
administrators with necessary skills for effective
governance.

e Mechanisms were suggested to strengthen the
connection between administrators and legislative |
bodies for improved coordination and governance. |

| + Recommendations aimed at establishing a framework |

| for administrators to work closely with the Planning |

Commission for planned economic development. |

| + Setting up of Organisation & Method (O & M) |
divisions at various government levels was suggested
to enhance organizational efficiency."
54,"Choosethecorrect answer: The appointment
of Lok Ayukta at the state level was first
recommended by-","Administrative Reforms Commission of
India (1966-70)",Santhanam Committee,"Rajasthan State Administrative Reforms
Committee","Second Administrative Reforms
Commission",R.A.S./R.T.S. (Pre),2016.0,a,"Exp) Option a is the correct answer

Administrative Reforms Commission of India (1966-70)

was headed by Morarji Desai, and it submitted a report that

recommended the establishment of Lokpal and Lokayukta

at the central and state levels. The commission argued that

these institutions would help to improve the standards of

public administration and to prevent corruption."
55,"The Chairman of a Joint Public Service
Commission fomore States is appointed by-",The President of India,"The President of India on the
recommendation of the Governors
concerned",The Governor of the largest State,"A Committee of Governors of all the
States concerned",R.A.S./R.T.S. (Pre),2016.0,a,"Exp) Option a is the correct answer

According to Article 316(1) of the Indian Constitution,

the Chairman and members of the Union or Joint Public

Service Commission are appointed by the President."
56,"Which one of the following is not the
function of the State Human Rights
Commission?","Enquire suo-moto the violation of Human
Rights",Visit any Jail,Review the protection of Human Rights,"To punish for the violation of Human
Rights",R.A.S./R.T.S.(Pre),2013.0,d,"Exp) Option d is the correct answer

The SHRC does not have the power to punish for the
violation of human rights. This power is vested with the
courts. The SHRC can only recommend measures to the
state government to improve the protection of human rights
in the state."
57,"Inwhich of the following matters is the State
Public Service Commission not consulted?","On the method of recruitment of Civil
Services,","On the principles to be followed in
making appointments to Civil Services.","On the principles to be followed in
making promotions in Civil Services and
transfers from one service to another.",On making transfers of Civil Servants.,R.A.S./R.T.S.(Pre),2013.0,d,"Exp) Option d is the correct answer

The State Public Service Commission is not consulted on
making transfers of Civil Servants because transfers are
considered to be administrative decisions falling under
the purview of the executive branch of the government.
The State Public Service Commission’s role is primarily
limited to matters related to recruitment, appointments,
promotions, and disciplinary matters."
58,"The Comptroller and Auditor-General of
India can be removed from his office in like
manner as-",Speaker of Lok Sabha,Attorney General of India,Judge of the Supreme Court,"Chairman of Union Public Service
Commission",R.A.S/R.T.S. (Pre),2018.0,c,"Exp) Option c is the correct answer.

The CAG can be removed from his/her office in like manner
as a judge of the Supreme Court, who can also be removed
by the President only on an address from both Houses of
Parliament on the grounds of proved misbehaviour or
incapacity under Article 124 (4) of the Constitution."
59,"What is/are true in reference to the Finance Commission?


(i) There are total 5 members in Commission
(ii) At least one member of Commission must be Judge of High Court or Supreme Court
(iii) The Chairman of Commission cannot be reappointed
(iv) First Chairman of Commission was K. Santhanam
Code:","(i), (ii) and (iv)","(i), (ii) and (iii)",(i) and (iii),Only (i),Chhattisgarh P.C.S. (Pre),2021.0,d,"Exp) Option d is the correct answer

The Finance Commission consists of a chairman and four
other members to be appointed by the president. Hence, there
are total 5 members in commission. According to Article
280 (2) of the constitution, Parliament may by law determine
the qualifications which shall be requisite for appointment as
members of the Commission and the manner in which they
shall be selected. Hence, it is not necessary that at least one
member of the Commission must be a Judge of the High
Court or Supreme Court. As per Section 6 in The Finance
Commission (Miscellaneous Provisions) Act, 1951, every
member of the Commission shall hold office for such period
as may be specified in the order of the President appointing
him, but shall be eligible for reappointment: Provided that
he may, by letter addressed to the President, resign his office.
The First Chairman of the Commission was K. C. Neogy
and Fifteenth Chairman is N. K. Singh."
60,"Read the following statements in relation
to reservation of seats in Lok Sabha and
Legislative Assembly, and choose the
correct option:

Statement I: Out of the 543 elected seats in

the Lok Sabha, 84 are reserved for Scheduled

Castes and 44 are reserved for Scheduled

Tribes.

Statement II: Decision, on which constituency

is to be reserved, is taken by the Delimitation

Commission.

Statement III: The Delimitation Commission

is appointed by the Lok Sabha Speaker.

Code:","Statement I, II and ITI all are true.","Statement I is true, but Statement II and
III are false.","Statement I and IIT are false, but Statement
II is true.","Statement I, II and III are all false.",Chhattisgarh P.C.S. (Pre),2020.0,c,"Exp) Option c is the correct answer.

Statement I is incorrect- Out of the 543 elected seats in the
Lok Sabha, 84 are reserved for Scheduled Castes and 47
are reserved for Scheduled Tribes. The allocation of seats
to them is determined based on their percentage of the total
population in the country. This ensures that the reservation
system does not exclude representation for other social
groups in the country.

Statement II is correct- The Delimitation Commission
is responsible for deciding which constituencies are to be
reserved for Scheduled Castes (SCs) and Scheduled Tribes
(STs).

Statement III is incorrect- The Delimitation Commission

is appointed by the President of India and operates in

coordination with the Election Commission of India.
Important Tips

In India, Delimitation Commissions have been constituted

on four occasions: in 1952 under the Delimitation

Commission Act, 1952; in 1963 under the Delimitation

| Commission Act, 1962; in 1973 under the Delimitation Act,
i 1972; and in 2002 under the Delimitation Act, 2002. The
| Delimitation Commission consists of a retired Supreme
| Court judge, the Chief Election Commissioner, and the
| respective State Election Commissioners. The primary
; functions of the Delimitation Conimission are as follows:
|* Determinin the boundaries of territorial
| 8
| constituencies in the country to account for changes
| in population.
| pop
| ¢ Identifying seats reserved for Scheduled Castes and
| Scheduled Tribes in areas where their population is
| _ relatively high."
61,"In which article of the constitution is Adult
Suffrage recognized?",Article 324,Article 325,Article 326,Article 327,Chhattisgarh P.C.S. (Pre),2018.0,c,"Exp) Option c is the correct answer.
Article 326 of the Constitution of India recognizes adult
suffrage. It states that every citizen of India who is 18 years
of age or above on the qualifying date is entitled to be
registered as a voter at any election to the Lok Sabha and
the State Legislative Assemblies.

Important Tips |

Article 324- Superintendence, direction and control of)

elections to be vested in an Election Commission. |

Article 325- No person to be ineligible for inclusion in, |

or to claim to be included in a special, electoral roll on |

grounds of religion, race, caste or sex.

Article 327- Power of Parliament to make provision with

respect to clections to legislatures."
62,"Which of the following Article of Indian
Constitution mentions the ‘Doctrine of
Pleasure’?",Article 200,Article 301,Article 310,"Article 311
(e) None of the above",Chhattisgarh P.C.S. (Pre),2016.0,c,"Exp) Option c is the correct answer
The doctrine of pleasure in Article 310 of the Indian
Constitution allows the government to terminate the
employment of public servants at will. It grants the
government the right to appoint and dismiss public servants."
63,Vohra Committee was formed to study,Police Reform,Financial Reform,Nexus of Politicians and Criminals,Appointment of governors,Chhattisgarh P.C.S. (Pre),2003.0,c,"Exp) Option c is the correct answer
The Vohra (Committee} Report was submitted by the former
Indian Home Secretary, N. N. Vohra, in October 1993. It
studied the problem of the criminalization of politics and
of the nexus among criminals, politicians and bureaucrats
in India.

Important Tip ,

Key Recommendations of Vohra Committee:

e Establishment of a Nodal Point: Create a central hub
for intelligence and enforcement agencies to promptly
share crime syndicate-related information, improving
coordination.

e =6Prosecution of Offenders: Ensure swift prosecution of
individuals involved in criminal activities, especially
those connected to politicians and government
officials.

¢ Strengthen Criminal Justice System: Enhance legal
provisions to effectively combat economic offenses and
organized crime.

« Focus on Criminal Gangs: Direct law enforcement
to target not only individual crimes but also criminal
gangs, armed groups, drug mafias, and smuggling |
networks.

¢ End Political Patronage: Sever ties between
politicians and criminal elements, breaking the cycle
of criminalization of politics."
64,"Comptroller and Auditor General of India
submits its reports relating to accounts of

the Union to-",Chief Justice of India,Prime Minister,Vice President,None of the above,"M.P.P.C.S. (Pre),",2021.0,d,"Exp) Option d is the correct answer,
The CAG submits his/her reports relating to the accounts
of the Union to the President, who shall cause them to be
laid before cach House of Parliament under Article 151 (1) of
the Constitution. Similarly, the CAG submits his/her reports
relating to the accounts of a State to the Governor, who shall
cause them to be laid before the Legislature of the State
under Article 151 (2) of the Constitution.

Important Tips |

« The Comptroller and Auditor General of India (CAG) |
is the supreme audit authority of the country and |
he/she audits the accounts of the Union and State
governments.

¢ He/she is appointed by the President of India under
Article 148 of the Constitution and holds office for a
term of six years or until he/she attains the age of 65
years, whichever is earlier. |

° Ile/she can be removed by the President only on an
address from both Houses of Parliament on the grounds
of proved misbehaviour or incapacity"
65,"Chairperson and Member of the State

Public Service Commission are appointed-",by Governor,by Chief Minister,by President,by Chairman Union Public Service Commission,"M.P.P.C.S, (Pre),",2021.0,a,"Exp) Option a is the correct answer

According to Article 316(1) of the Indian Constitution, the
Chairman and other members of a State Public Service
Commission are appointed by the Governor of the
respective state."
66,"The power to grant or refuse leave to the

Comptroller and Auditor General shall vest

in the-",Finance Minister,President,Prime Minister,Chief Justice of India,"M.P.P.C.S. (Pre),",2021.0,b,"Exp) Option b is the correct answer.

The power to grant or refuse leave to the CAG and to
revoke or curtail leave granted to him/her, shall vest
in the President, as per Section 5 (1) of the Comptroller
and Auditor General’s (Duties, Powers and Conditions of
Service) Act, 1971.

CAG is appointed by the President of India under Article 148
of the Constitution and holds office for a term of six years or

until he/she attains the age of 65 years, whichever is earlier.
He/she can be removed by the President only on an address
from both Houses of Parliament on the grounds of proved
inisbehavior or incapacity."
67,"Consider the following statements:

(i) It shall be the duty of the Comptroller
and Auditor-General to audit all receipts
which are payable into the Consolidated
Fund of India.

(ii) The Comptroller and Auditor General
shall have authority to audit and report
on the accounts of stores or stock kept in
any office or department of the Union or
a State.

Select the correct answer using the codes

given below.",Both (i) and (ii) are incorrect,Both (i) and (ii) are correct,(i) is incorrect but (ii) is correct,(i) is correct but (ii) is incorrect,M.P.P.C.S. (Pre),2020.0,b,"Exp) Option b is the correct answer.
Statement 1 is correct: It is the duty of the Comptroller and
Auditor-General (CAG) to audit all receipts that are payable
into the Consolidated Fund of India. The CAG ensures that
the revenue received by the government is properly audited
and accounted for.
Statement 2 is correct: The CAG has the authority to audit
and report on the accounts of stores or stock kept in any
office or department of the Union or a State. This authority
allows the CAG to examine the management and utilization
of stores or stock maintained by government offices or
departments."
68,"Who is not included in the Committee to
recommend name for the appointment of

Chairperson and members of State Human

Rights Commission?",Chief Minister,Speaker of the Legislative Assembly,"Incharge of the Department of Home
Affairs",Governor,M.P.P.C.S. (Pre),2020.0,d,"Exp) Option d is the correct answer
Governor is not member of the committee to recommend
name for the appointment of Chairperson and members of
State Human Rights Commission. Instead, the Chairperson
and members of the SHRC are appointed by the Governor,
on the recommendation of a committee consisting of:
« The Chief Minister (chairperson)
¢ The Home Minister
« The Leader of the Opposition in the legislative council
» The Leader of the Opposition in the legislative assembly
« The Speaker of the legislative assembly
« The Chairman of the legislative council"
