q_no,q_statement,a,b,c,d,exam,year,correct_option,explanation
28,"The Indian Foreign Policy of Non-
Alignment was initiated by-",Jawaharlal Nehru,Mrs. Indira Gandhi,Lal Bahadur Shastri,Morarji Desai,U.P.P.C.S. (Mains),2014,a,"Exp) Option a is the correct answer

The policy of non-alignment was first articulated by

Jawaharlal Nehru, India’s first Prime Minister, in the early

years of India’s independence. Nehru believed that India

should not align itself with cither the Western bloc or the

Eastern bloc, but should instead pursue an independent

foreign policy based on the principles of peace,

cooperation, and non-violence."
29,"Which of the following is a reason of
emergence of regionalism in India?",Uneven development,Fear of losing cultural identity,Political prominence,All of the above,U.P.P.C.S. Spl (Mains),2008,d,"Exp) Option d is the correct answer

Causes of regionalism in India:

e Uneven development: Disparities in economic, social,
and infrastructure development between regions lead to
resentment and frustration.

+ Fear of losing cultural identity: Globalization and
homogenization create a fear of losing diverse cultural
identity, sparking regionalism to protect it.

¢ Political prominence: Rise of regional parties in
Indian politics empowers leaders to advocate for their
constituents’ concerns and demand more resources for
their regions."
30,"Consider the following statements:

1. The design of the National Flag was
adopted by the Constituent Assembly of
India on 22"" July, 1947
2. The wheel in National Flag has 21 spokes
3. The ratio of the width of the National
Flag to its length is 3: 4
Which of the above statements is/are correct?",l and 2,1 only,2 and 3,2 only,U.P.P.C.S. (Mains),2004,b,"Exp) Option b is the correct answer

The National Flag of India “Tiranga” i-e., having three colors

in a rectangular shape. Saffron in the top, White with Navy

blue wheel having 24 spokes in Center and Green in the
bottom. It was adopted by the Constituent Assembly on

22 July 1947 and became official National Flag when India

became Republic. The ratio of the width of the National Flag

to its length is 2: 3.

Important Tips
¢ The top saffron colour indicates the strength and
courage of the country.
¢ The white middle band indicates peace and truth with
Dharma Chakra.
« The green shows the fertility, growth and auspiciousness
of the land."
31,"Which is the correct chronological order of
the following?
1. Shimla Agreement
2. Indo-Soviet Treaty
3. Farakka Accord
4, Tashkent Agreement
Select the correct answer using the code given
below:","4,2, 1,3","3,2,1,4","2, 3,4, 1","1,2, 3,4",U.P.P.C.S. (Mains),2002,a,"Exp) Option a is the correct answer

« Tashkent Agreement (1966): India-Pakistan accord after
the 1965 war, called for a ceasefire and troop withdrawal
from the border.

« Indo-Soviet Treaty (1971): Friendship and cooperation
treaty with the Soviet Union.

+ Shimla Agreement (1972): India-Pakistan pact after the
Bangladesh Liberation War, establishing the LOC and
promoting peaceful dispute resolution.

¢ Farakka Accord (1977): India-Bangladesh agreement aimed to
resolve the water-sharing dispute related to the Ganges River."
32,Meaning of Extra-Constitutional Right-,"That power which violates the limits of
Constitution.","A person who has got exceptional powers
under the Constitution.","That power which is not in accordance
with the provisions of the Constitution,","That official who has all the powers of
the State during the proclamation of
emergency.",U.P. P.C.S. (Pre),2002,c,"Exp) Option c is the correct answer

Extra-constitutional right refers to a power that is not

explicitly granted by the constitution. Such powers may be

derived from custom, tradition, or other sources of law."
33,"Under Article 344 of Indian Constitution,
the first ‘Official Language Commission
was established-","In 1950 under the Chairmanship of K.M.
Munshi","In 1955 Under the Chairmanship of B.G.
Kher","In 1960 under the Chairmanship of M.C.
Chagala","In 1965 under the Chairmanship of
Humayun Kabir",U.P.P.C.S. (Pre),1998,b,"Exp) Option b is the correct answer

Part XVII of the Constitution deals with the official

language in Articles 343 to 351. The first Official Language

Commission was formed in 1955 under the chairmanship

of B.G. Kher. The commission submitted its report to the

President in 1956. The report was examined by a committee

of Parliament constituted in 1957 under the chairmanship of

Gobind Ballabh Pant.

Important Tips

« Article 344(1) provides for the constitution of a
Commission by the President on expiration of five
years from the commencement of the Constitution
and thereafter at the expiration of ten years from such
commencement. This commission shall consist of a
Chairman and such other members representing the
different languages specified in the Fighth Schedule
to make recommendations to the President for the
progressive use of Hindi for official purposes of the
Union.

« The Official Language Commission (as envisaged by
the Constitution) was not appointed in 1960."
34,Inner-Party Democracy stands for-,"A Government formed by several parties
with a common programme","Party closest to the party or parties
forming the Government","Periodical elections within the party to
elect the office bearers of the party","Secrets of Government are shared by
parties in power","U.P, Lower Sub. (Spl) (Pre)",2004,c,"Exp) Option c is the correct answer.

Inner-party democracy is a system of governance within

a political party that allows for the participation of its

members in the decision-making process. This includes the
right to elect party leaders, to participate in party debates,
and to hold the party leadership accountable. Periodical
elections within the party to elect the office bearers of the
party is one of the key features of inner-party democracy.
This ensures that the party leadership is accountable to the
party members and that the party is responsive to the needs
of the people."
35,The Press Council of India is a-,Statutory Body,Statutory Quasi-judicial Body,Judicial Body,Advisory Body,U.P. Lower Sub. (Spl) (Pre),2004,b,"Exp) Option b is the correct answer
The Press Council of India (PCI) is a statutory body
established under the Press Council Act, 1978, serving as a
self-regulatory body for India’s print media. It investigates
complaints, issues directions for corrections and apologies,
and recommends actions against journalists. Though not
a judicial body, it holds quasi-judicial powers, conducting
hearings and issuing legally enforceable orders."
36,"When the Hindi version of National
Anthem Jana-Gana-Mana was adopted by
the Constitution Assembly of India?","26 November, 1949","24 January, 1950","17 November, 1947","9 December, 1946",Uttarakhand PCS (Pre),2021,b,"Exp) Option b is the correct answer, ,
The National Anthem of India Jana-gana-mana, composed
originally in Bengali by Rabindranath Tagore, was adopted
in its Hindi version by the Constituent Assembly as the
National Anthem of India on 24 January 1950.
Important Tips
National Anthem:
° lt was first sung on 27 December 1911 at the Kolkata
Session of the Indian National Congress.
e Rabindranath Tagore had published it in “latvabodhin?’
in 1912 with the title “Bharat Bhagya Vidhata’ and
_ translated it into English in 1919 with the title ‘Morning
song of India.
¢ The credit of composing the present tune (music)
of our national anthem goes to Captain Ram Singh |
Thakur (an I.N.A. sepoy). |"
37,"Who was the Prime Minister of India
when the basic principle of India’s Nuclear
Doctrine of ‘No First Use’ was adopted?",I.K. Gujaral,Atal Bihari Vajpayee,Manmohan Singh,Indira Gandhi,"Uttarakhand P.C.S, (Pre)",2021,b,"Exp) Option b is the correct answer
The ‘No First Use’ policy means that India will not be the first
to use nuclear weapons in any conflict or war. This policy was
officially declared by India in 1999 under the leadership
of Prime Minister Atal Bihari Vajpayee. It reflects India’s
commitment to using nuclear weapons solely as a deterrent
against aggression and not for initiating hostilities."
38,"Who recognizes the political parties in
India?",President of India,Election Commission of India,Ministry of Law and Justice,Speaker of Lok Sabha,Uttarakhand P.C.S. (Pre),2016,b,"Exp) Option b is the correct answer.
The Election Commission of India (ECT) is an autonomous
constitutional body responsible for conducting elections to
the Lok Sabha, Rajya Sabha, state legislative assemblies,
and local bodies in India. The ECI recognizes political
parties in India based on certain objective criteria.

Important Tips

As per the ECI’s Political Parties and Election Symbols,

2019 handbook, a political party can be recognized as a

national party if it meets any of the following conditions:

¢ It is recognized in four or more states.

e Its candidates have secured at least 6% of the total
valid votes in a minimum of 4 states during the latest
Lok Sabha or Assembly elections, and the party has at
least 4 Members of Parliament (MPs) from the last
Lok Sabha polls.

« It has won at least 2% of the total seats in the Lok
Sabha from a minimum of 3 states.

+ Currently, Seven Political Parties in India are
recognized as National Party by the Election
Commission of India"
39,"What does the wheel on the ‘Indian National
Flag’ symbolize?",Freedom,Justice,Equality,Brotherhood,Uttarakhand P.C.S. (Pre),2005,b,"Exp) Option b is the correct answer

The wheel at the centre of our National Flag is known as
Ashoka Chakra. Our National Flag was composed by Pingali
Venkayya. The blue colour denotes the colour of the sky and
ocean. The wheel in the national flag represent Motion.
This wheel is also known as wheel of the law of dharma/
Justice. Truth or satya, dharma or virtue ought to be the
controlling principle of those who work under this flag."
40,"With reference to the UN peacekeeping
operations, consider the following
statements:

1, UN peacekeepers can use force only for
their self-defense,

2. Peacekeeping operations can only be
withdrawn by a resolution by the UN
Security Council.

3. USA is the largest budget contributor to
the UN peacekeeping operations.

Which of the statements given above is/are

correct?",1 and 2 only,2 and 3 only,3 only,"1,2 and 3","67th BB.S.C. (Pre) (Re-Exam),",2022,b,"Exp) Option b is the correct answer

Statement 1 is incorrect: UN peacekeepers are not only
authorized to use force in self-defense or in defense of
the mandate given to them by the UNSC, but in certain
volatile situations, the UNSC has given UN peacekeeping
operations “robust” mandates authorizing them to “use all
necessary means” to deter forceful attempts to disrupt the
political process, protect civilians under imminent threat
of physical attack, and/or assist the national authorities in
maintaining law and order.

Statement 2 is correct: The Security Council is responsible
for authorizing and overseeing peacekeeping missions, and
its decisions determine the continuation or termination of
such operations.

Statement 3 is correct: The USA is the largest budget
contributor to UN peacekeeping operations, providing the
highest percentage (28% in 2021) of assessed contributions
among all member states."
41,"Who was among the following to receive the
first Bharat Ratna?",Rajendra Prasad,Jawahar Lal Nehru,Lal Bahadur Shastri,S. Radhakrishnan,"66th B.B.S.C. (Pre) (Re-Exam),",2020,d,"Exp) Option d is the correct answer

The Bharat Ratna is the highest civilian award of the Republic of
India. Instituted on 2 January 1954, the award is conferred in
recognition of “exceptional service/performance of the highest
order’, without distinction of race, occupation, position, or sex.
The First Recipient of the Bharat Ratna was Dr. Sarvepalli
Radhakrishnan, who received this esteemed award in 1954 for his
distinguished services as a philosopher, statesman, and academic.

Important Tips \

Additional facts on Bharat Ratna Awards

« On the Prime Minister's suggestion to the President of

India, a maximum of three Bharat Ratna awards can be
presented each year.

+ The recipient of the award receives a Sanad (certificate)
signed by the President as well as a medallion. The
prize does not come with a monetary grant.

* The awardees are not allowed to use Bharat Ratna as
a prefix or suffix to their names, as stated in Article
18(1) of the Indian Constitution.

« There is no formal requirement that the Bharat Ratna
be granted solely to Indian nationals. This prestigious
prize was given to a naturalized Indian citizen, Agnes
Gonxha Bojaxhiu, popularly known as Mother Teresa
(1980), as well as non-Indians, Khan Abdul Ghaffar |

| Khan (1987) and Nelson Mandela (1990). |

|e Posthumous honours were not permitted under the |

| 1954 legislation, but this was changed in the January
1955 act, and La} Bahadur Shastri became the first
winner to be honoured posthumously in 1966."
42,"Consider the following statements about
Electoral Bond Scheme 2018:

A. The aim of this scheme is to bring about
transparency in the funding process of
political parties.

B. Only the political parties recognized by
the Election Commission which secured
not less than two percent of the votes
polled in the last general election to
the House of People or the Legislative
Assembly of the State shall be eligible to
receive the Electoral Bonds.

C. Electoral Bonds shall be valid for fifteen
calendar days from the date of issue.

D. The Electoral Bond deposited by an
eligible political party in its account shall
be credited on the same day.

Which of the above statements are correct?",Only A and B,"A, B, C and D","Only B, C and D","Only A, C and D","R.A.S./R.T.S, (Pre)",2018,b,"Exp) Option b is the correct answer.

Statement A is correct- The Electoral Bond Scheme was

introduced by the Government of India in 2018. The aim of

the scheme is to bring about transparency in the funding

process of political parties.

Statement B is correct- Only political parties recognized by

the Election Commission which secured not less than two

percent of the votes polled in the last general election to the

House of People or the Legislative Assembly of the State shall

be eligible to receive the Electoral Bonds.

Statement C is correct- The scheme allows individuals and

companies to donate money to political parties through

Electoral Bonds. Electoral Bonds are bonds that are issued

by the government and can be purchased by individuals and

companies. The bonds are valid for fifteen calendar days

from the date of issue.

Statement D is correct- The Electoral Bond deposited by an

eligible political party in its account shall be credited on the

same day. :"
43,"Who has authored ‘Gandhian Constitution
for Free India?",Aruna Asaf Ali,Achyut Patwardhan,Shriman Narayan Agarwal,Humayun Kabir,R.A.S./R.T.S. (Pre),2018,c,"Exp) Option c is the correct answer

The Gandhian Constitution for Free India was a draft

constitution that was prepared by Shriman Narayan

Agarwal in the early 1940s. The constitution was based on

the principles of Gandhian economics and social justice. It

was never adopted by the Indian government, but it remains

an important document in the history of Indian political

thought."
44,"The powers of District Collector as a
District Magistrate are:

A. To maintain law and order

B. Control over police

C. To check passports of foreigners

D. To control land revenue

Select the correct answer using the code given

below:","A, C,D","A, B,D","A,B,C","B,C, D",R.A.S./R.T.S. (Pre),2016,c,".

Exp) Option c is the correct answer

The District Magistrate is a judicial officer, while the District
Collector is an executive officer. In the role of a magistrate
DC has the powers to maintain law and order, control the
police, and check the passports of foreigners. He/she also has
the power to control land revenue, but this is under the role
of Collector, not as the Magistrate.
Important Tips
Other functions of DC as a Magistrate:
| ¢ As District Magistrate, the powers and responsibilities
| include issuance of adoption orders under the Juvenile
Justice Act, granting arms and ammunition licenses,
and cinema licenses, all subject to appeal to divisional
commissioners.

« They conduct criminal courts as an executive
magistrate, and supervise subordinate executive
magistracy.

« Additionally, they handle cases under the preventive
section of the Criminal Procedure Code, oversee jails, |
and certify capital sentence executions. |

« Their duties involve inspecting police stations,
prisons, and juvenile homes, authorizing parole orders,
preparing panels for appointing public prosecutors,
and managing crises during riots, and issues related to
child labor and bonded labor."
45,"What is true about gallantry award ‘Param
Vir Chakra’?","This award can be given to an individual
only once in his/her lifetime","On its medal, four replicas of “Indra Vajra’
are embossed","Till 31st December 2021, 25 people have
been awarded with Param Vir Chakra",This award was instituted on 26th January 1952,Chhattisgarh P.C.S. (Pre),2021,b,"Exp) Option b is the correct answer

The Param Vir Chakra, highest gallantry award in India,

features a circular bronze disc 35 millimetres in diameter.

The obverse side displays the National Emblem of India

at the center, surrounded by four copies of the vajra, the

weapon of Indra, the ancient Vedic king of the gods. This

motif symbolizes the sacrifice of Rishi Dadhichi, who gave

his bones to make the vajra to kill the demon Vritra.
Important Tips

Gallantry Awards in India: |

« Param Vir Chakra is the highest wartime award or
exceptional valor, followed by Maha Vir Chakra and
Vir Chakra.

+ Ashoka Chakra tops peacetime awards for bravery

| or sacrifice, followed by Kirti Chakra and Shaurya

Chakra.

|, Additional awards like Sena Medal, Nao Sena Medal,
and Vayu Sena Medal are bestowed for acts of courage
or devotion to duty in their respective services.

+ The first recipient was Major Somnath Sharma for his
actions in the 1947-48 India-Pakistan War and the last
recipient was Captain Vikram Batra for actions in the
Kargil War in 1999.

« Till now it has been granted to 21 armed forces
personnel.

« It was designed by Savitri Khanolkar, a Swiss national

____ whose real name was Eve Yvonne Maday de Maros."
46,"What is not true in reference to Chief of
Defence Staff?","Maximum age limit for this post is 65
years","He is permanent Chairman of Chief of
Staff Committee","He is Chairman of Defence Acquisition
Council","He is member of Defence Planning
Committee",Chhattisgarh P.C.S. (Pre),2021,c,"Exp) Option c is the correct answer

The DAC is the highest decision-making body in the Defence

Ministry for deciding on new policies and capital acquisitions

for the three services (Army, Navy and Air Force) and the

Indian Coast Guard. The defence minister is the chairman

of DAC. Its members include the Chief of Defence Staff

(CDS) and Chiefs of the Army, Navy, and Air Force.
——- Important Tips

+ The CDS holds the highest military rank in India
and provides single-point military advice to the
government.

+ Appointed by the President on the advice of the Prime
Minister, the CDS is a four-star general and serves

as the permanent Chairman of the Chiefs of Staff
Committee (COSC).

« The CDS is a member of the Defence Planning
Committee (DPC) responsible for formulating long-
term defence plans. |

+ As the head of the Department of Military Affairs |
(DMA) in the Ministry of Defence, the CDS acts as |
the single-point adviser to the Defence Minister. |

« In the Department of Defence (DoD), the CDS holds
the rank of Secretary and exercises powers limited to
the revenue budget. Additionally, the CDS performs
an advisory role in the Nuclear Command Authority
(NCA). |"
47,"Which of the following may be considered a
Pressure Group?",Members of the Lok Sabha,Members of a Panchayat,Members of the Cabinet,Members of a Trade Union,M.P.P.C.S. (Pre),2017,d,"Exp) Option d is the correct answer.

A pressure group is an organized group of people who
try to influence government policy. They do not contest
elections, but they try to influence the government by
lobbying, protesting, and other forms of advocacy.
Members of a trade union are a pressure group because they
try to influence government policy on issues such as wages,
working conditions, and benefits. They do this by lobbying
government officials, organizing strikes, and other forms of
advocacy."
48,Scientific socialism is attributed to,Karl Marx,Adam Smith,J. M. Keynes,Thomas Mann,"M.P.P.C.S, (Pre)",2016,a,"Exp) Option a is the correct answer

Scientific socialism is attributed to Karl Marx. He, along
with Friedrich Engels, developed the concept of scientific
socialism, which forms the theoretical foundation of
Marxism. It emphasizes the scientific analysis of society,
historical materialism, and the inevitable transition from
capitalism to communism.

| Important Tips

¢ Scientific socialism employs the scientific method to |
analyze historical trends, predict social and economic |
outcomes, and understand material phenomena. It
differs from utopian socialism and classical liberalism,
focusing on materialist explanations rather than
metaphysical or moral notions.

« Some of the key tenets of scientific socialism include:

¢ The materialist conception of history: This is the
belief that the material conditions of life, such as the
way people produce and distribute goods and services,
determine the social, political, and intellectual
development of society.

« The class struggle: This is the belief that society is
divided into two main classes, the bourgeoisie and
the proletariat, The bourgeoisie are the owners of the |

} means of production, while the proletariat are the |
| workers who sell their labor to the bourgeoisie.
je The dictatorship of the proletariat: This is the belief
that the working class will eventually overthrow the
capitalist system and establish a socialist society. The
socialist society will be a classless society in which the
means of production are owned and controlled by the
working class."
49,"The state emblem was adopted by Govt. of
India on","15% August, 1948","2° October, 1947","26™ January, 1948","26"" January, 1950",M.P.P.C.S. (Pre),1999,d,"Exp) Option d is the correct answer.
National Emblem of India is a representative seal of the
Republic of India that is adapted from the Lion Capital
of Ashoka Pillar (based in Sarnath, Uttar Pradesh.) India
adopted it as the State Emblem on 26th January 1950. The
motto of the Indian National Emblem is ‘Satyamev Jayate’ or
‘Truth Alone Triumphs.
ce
Important Tips

« The National Emblem is the symbol of authority and
is present in all the official communications of the
government.

e There are Four Asiatic Lions and one each of Elephant,
Horse, and a Bull on national emblem.

¢ Dinanath Bhargava sketched and illuminated India’s
National Emblem"
50,"A complete or formal rendition of national
anthem takes-",50 seconds,45 seconds,52 seconds,55 seconds,Jharkhand P.C.S. (Pre),2011,c,"Exp) Option c is the correct answer.

The formal rendition of ‘Jana Gana Mana’, which is written
in Bengali Sanskrit, takes 52 seconds, a shorter version takes
approximately 20 seconds. The shorter version includes the
first and last lines of the National Anthem and is played on
certain occasions. Composed by Rabindranath Tagore, ‘Jana
Gana Mana’ was officially declared India’s National Anthem
on January 24, 1950."
51,"Which one of the following statements
about ‘personal liberty’ is not correct?","State does not have the authority to
deprive any person within the Territory of
India of his/her personal liberty without
any rational basis.","Basis of depriving a person of his/her
personal liberty must be in accordance
with procedures established by law.","Personal liberty can be secured by the
judicial writ of Habeas Corpus.","The majority view of the Supreme Court
in A.K. Gopalan v/s. State of Madras case
invented ‘due process of law.",CAPF,2021,d,"Exp) Option d@ is the correct answer.

“Due process of law” was already a part of the Indian legal
system, inherited from the British common law tradition.
The majority view in the A.K. Gopalan case held that
the right to “due process of law” was not a fundamental
right under the Constitution of India, allowing the state to
deprive a person of their personal liberty without following
established legal procedures, as long as the deprivation was
not arbitrary or mala fide. However, the minority view in

the same case argued that “due process of law” was indeed
a fundamental right, necessitating adherence to established
legal procedures even if the deprivation was not arbitrary or
mala fide. Subsequently, the Supreme Court overruled its
decision in the A.K. Gopalan case in the Maneka Gandhi
case, holding that the right to “due process of law” is
indeed a fundamental right. Consequently, the state can
only deprive a person of their personal liberty if it adheres to
the procedures established by law."
52,"Which one of the following is NOT true of
socialism?","Socialists analyse society in terms of

income distribution",It emphasises the centrality of community,"Socialists believe that class divisions
in society are a fact and therefore
irremediable","It believes that material benefits should
be distributed on the basis of need",CAPF,2020,b,"Exp) Option b is the correct answer.
While community and cooperation are valued in socialism,
they are not the central focus or defining characteristic of the
ideology. Socialism primarily centers around the economic
and political aspects of society, with a focus on collective
ownership of the means of production, economic equality,
and social justice. While community plays a role, it is not the
sole emphasis of socialism. The ideology primarily seeks to
transform the economic system and redistribute resources
and wealth to create a fairer society for all."
53,"Match List I with List IY and select the
correct answer using the codes given below
the lists:
| A. Pluralist 1. Power is always
| | democracy exercised by a
|_____._.___|__ privileged few
| B. People’s 2. Highest and
| democracy harmonious

development
of indi- vidual ;
capabilities

C. Developmental | 3. Social equality
democracy through common

ownership of
wealth

D. Elitist 4, Capacity of
democracy groups to ensure

Governmental
responsiveness

Codes 
A B C D",4 3 2 1,4 2 3 1,1 2 3 4,1 3 2 4,CAPF,2020,a,"Exp) Option a is the correct answer.

A. Pluralist democracy - (4) Capacity of groups to ensure
Governmental responsiveness. Pluralist democracy refers
to a system where power is dispersed among different
interest groups, and these groups have the ability to
influence government decisions and policies.

B. People’s democracy - (3) Social equality through
common ownership of wealth. People’s democracy
aims for social equality by advocating for common
ownership of wealth and resources, ensuring equitable
distribution among all members of society.

C. Developmental democracy - (2) Highest and
harmonious development of individual capabilities.
Developmental democracy focuses on promoting the
holistic development of individual capabilities,
allowing individuals to reach their full potential in a
harmonious society.

D. Elitist democracy - (1) Power is always exercised by a
privileged few. Elitist democracy refers to a system where
power is concentrated in the hands of a small, privileged
group, often excluding the majority of the population
from decision-making processes."
54,"The idea of social justice requires that
1. equal treatment be supplemented with

principle of proportionality.

2. due and equal consideration is given to
all individuals

3. equality of treatment be transcended to
recognise special needs

Select the correct answer using the codes
given below:","1,2 and 3",1 and 3 only,2 only,2 and 3 only,CAPF,2020,d,"Exp) Option d is the correct answer.

Statement 1 is incorrect- The idea of social justice does

not necessarily require the principle of proportionality.

The principle of proportionality means that people should

be treated differently if there is a good reason to do so.

For example, a person with a disability may need to be given

special treatment in order to be able to participate in society.

Statement 2 is correct- The idea of social justice entails

giving due and equal consideration to all individuals,

regardless of their background, identity, or social status. It
emphasizes fairness and equal opportunities for all.
Statement 3 is correct- Social justice recognizes that
equality of treatment alone may not address the diverse
needs and challenges faced by individuals or groups. It
emphasizes the need to go beyond equal treatment and take
into account special needs, circumstances, and disadvantages
to ensure fair outcomes."
55,"Which one among the following is NOT the
central feature of Polyarchy?","Government is in the hands of elected
officials",Right to run for office is restricted,"Practically, all adults have the right to
vote","There is free expression and a right to
criticise and protest",CAPF,2019,b,"Exp) Option b is the correct answer
One of the key features of polyarchy is that the right to
run for office is not restricted. In other words, anyone who
meets the legal requirements should be able to run for office,
regardless of their race, gender, religion, or social class.
Important Tips
In his 1989 book Democracy and Its Critics, Dahl gives
the following characteristics of a polyarchy:
« Cantrol over governmental decisions about policy is
| constitutionally vested in elected officials.
|"" Elected officials are chosen and peacefully removed
in relatively frequent, fair and free elections in which
coercion is quite limited.
« Practically all adults have the right to vote in these
| elections.
« Most adults also have the right to run for the public
| offices for which candidates run in these elections.
| e Citizens have an effectively enforced right to freedom
of expression, particularly political expression,
| including criticism of the officials, the conduct of the
| government, the prevailing political, economic, and
social system, and the dominant ideology.
| « They also have access to alternative sources of
| information that are not monopolized by the
government or any other single group."
56,"Which of the following are the defining
features of liberal democracy?
1. Constitutional government based on
formal, usually legal, rules
2. Guarantees of civil liberties and individual
rights
3. It invests political authority with
potentially unlimited power
Select the correct answer using the code given
below:",1 and 3 only,1 and 2 only,2 and 3 only,"1,2 and 3",CAPE,2019,b,"Exp) Option b is the correct answer
Statement 1 is correct: Liberal democracies have a system of
government that is based on a constitution, and government
operates within the framework of formal rules, which provide
a check on the exercise of power.
Statement 2 is correct: Liberal democracies place a strong
emphasis on protecting the civil liberties and individual
rights of their citizens. The government is obligated to
respect and protect these rights, and individuals have the
freedom to exercise them without undue interference.
Statement 3 is incorrect: Liberal democracy is characterized
by a limitation on political authority and the existence of
checks and balances."
57,"Who among the following leaders is
associated with the concept of party less
democracy?",JB Kripalani,Jay Prakash Narayan,Acharya Narendra Dev,Vinoba Bhave,CAPE,2017,b,"Exp) Option b is the correct answer
Jay Prakash Narayan (JP) was an Indian socialist leader and
advocate of partyless democracy. He believed that political

parties were corrupt and inefficient, and proposed a system
without parties for greater transparency, accountability, and
people’s participation."
58,"Which of the following most suitably
captures the meaning and essence of
‘globalization’?
1. It is about conducting external relations
between two or more States of the world.
2, It is a process of coming together of
world-wide social relations bypassing
territories.
3. It refers to thinking trans territorially
about global risks affecting people.
4, It has a wishful vision of suprastate
governance
Select the correct answer using the code given
below:",1 and 4 only,2 and 3 only,"2,3 and 4 only","1,2,3 and 4",CAPE,2017,c,"Exp) Option c is the correct answer

Statement 1 is incorrect: Globalization is not just about
conducting external relations between two or more States of
the world. It is a much broader process that encompasses
the free flow of goods, services, capital, and people across
national borders.

Statement 2 is correct: Globalization involves the integration
and interconnectedness of social, economic, cultural, and
political relations on a global scale, often transcending
national boundaries and territories.

Statement 3 is correct: Globalization entails recognizing
and addressing global risks and challenges that affect
people worldwide, emphasizing the need for a transnational
perspective and cooperation.

Statement 4 is correct: There is no single global government
that is responsible for managing the world. However, there
are a number of international organizations that play a role
in managing global issues. These organizations can help to
coordinate our efforts and to ensure that we are working
together to address global challenges."
59,"Which one of the following is net a source
of political legitimacy?",Consent,Rational prudence,Political will of the ruler,Public reason,CAPE,2016,c,"Exp) Option c is the correct answer.

Statement a is correct: Consent refers to the voluntary
agreement of the governed to be governed and to accept
the authority of the government. When people willingly
consent to be governed, it contributes to the legitimacy of
the political system.

Statement b is correct: Rational prudence involves the use
of reason and prudence in decision-making, taking into
account the best interests of the society. It is a source of
political legitimacy.

Statement c is incorrect: It implies that Government has
authority because of its own power or interests, which does
not match any of the sources mentioned above. In fact, this
option could be seen asa form of illegitimate rule, especially
if it contradicts the other sources of legitimacy.

Statement d is correct: Public reason refers to the use of
impartial and justifiable reasoning in political decision-
making. It involves considering the common good and the
interests of all citizens when making policy choices. Public
reason can enhance political legitimacy by ensuring that
decisions are fair, transparent, and grounded in rationality."
60,"Parochial political culture is generally
found in",developing societies,societies having multi-party system,developed societies,monarchical societies,CAPE,2016,a,"Exp) Option a is the correct answer.

Parochial political culture is generally found in developing
societies. In parochial political cultures, people tend to have
limited political awareness, low political participation, and
a strong attachment to traditional and local loyalties. This
type of political culture is often associated with societies

that are still developing and transitioning from traditional
or agrarian structures to modern political systems."
61,What is meant by Social Equality?,"Each person should perform the functions
according to his status","No effort should be made to modify the
existing social system","No person should be made to suffer a
position of relative inferiority in relation
to other men due to caste, race or religion","Special effort to improve the lot of weaker
section",CAPE,2016,c,"Exp) Option c is the correct answer.

Social equality refers to the principle that all individuals
in a society should have equal rights, opportunities, and
treatment without discrimination based on factors such
as caste, race, religion, gender, or socioeconomic status. It
emphasizes the elimination of social hierarchies and the
absence of any form of relative inferiority or subjugation.
Option (c) correctly captures the essence of social equality
by stating that no person should be subjected to a
position of relative inferiority in comparison to others
due to factors like caste, race, or religion. This means
that individuals should be treated with dignity and respect
regardless of their background, and they should have equal
access to opportunities, resources, and social benefits."
62,"Which one of the following statements
regarding Human Rights is not correct?","Human Rights derive their inspiration
from moral principles","They are applicable subject to their
adoption by States","The International Covenant on Civil
and Political Rights was adopted by the
United Nations in the year 1948","The universalism of Human challenged
by the cultural relativists Rights is
challenged by the cultural relativists",CAPE,2016,c,"Exp) Option c is the correct answer.

Option a is correct: Human rights are based on fundamental
moral principles and values that recognize the inherent
dignity and worth of every individual. They encompass
principles such as equality, freedom, justice, and respect for
human dignity.

Option b is correct: Human rights are recognized
and protected through international human _ rights
instruments, such as treaties and conventions, which
are adopted by states. States have the responsibility to
incorporate these rights into their domestic laws and ensure
their implementation and enforcement.

Option c is incorrect: International Covenant on Civil and
Political Rights (ICCPR) was adopted by the United Nations
General Assembly on December 16, 1966, and it entered
into force on March 23, 1976. The Universal Declaration of
Human Rights (UDHR) was adopted by the United Nations
General Assembly on December 10, 1948, and it served as
an inspiration for the development of various human rights
instruments, including the ICCPR.

Option d is correct: The concept of cultural relativism
challenges the universality of human rights. Cultural
relativists argue that human rights should be understood and
interpreted within the context of specific cultural, social,
and historical circumstances, and that different cultures may
have different values and norms regarding rights."
