q_no,q_statement,a,b,c,d,exam,year,correct_option,explanation
72,"Under which of the following Article of
Indian Constitution the Governor may
reserve a Bill for the consideration of the
President?",Article 169,Article 200,Article 201,Article 202,U.P. Lower Sub. (Pre),2004.0,b,"Exp) Option b is the correct answer.
Under Article 200 of Indian Constitution, the Governor may
reserve a Bill for the consideration of the President. After bill has
been passed by both Houses of the Legislature of the State, it shall
be presented to the Governor and the Governor shall deciare
cither that he assents to the Bill or that he withholds assent
therefrom or that he reserves the Bill for the consideration of
the President.
Important Tips
| Other Articles given in the question:
|
| Article 169:
|* Article 169 of the Constitution allows Parliament ‘0 |
' either create or abolish a Legislative Council in a
| state if the Legislative Assembly of the State passes a |
resolution to that effect. |
| Article 201: |
e Article 201 deals with procedure followed in case of |
‘Bills Reserved for Consideration’ of the President. |
Article 202:
e Under Article 202 of the Constitution of India, a
statement of the estimated receipts and expenditure of |
the State for each financial year has to be laid before the |
State Legislature, referred to as the “annual financial |
statement”. J"
73,"Who among the following Chief Justices of
India also acted as the President of India?",Justice M. C. Mahajan,Justice M. Hidayatullah,Justice PN. Bhagwati,Justice B.K. Mukherjee,U.P.P.C.S. (Mains),2003.0,b,"Exp) Option b is the correct answer
In May 1969 when president Dr, Zakir Hussain died, the
then vice-president V.V. Giri was acting as the President.
But he resigned from his post of Vice-president to contest
the presidential election. Then the Chief Justice of India M.
Hidayatullah worked as the officiating president.

Important Tips

* Mohammad Hidayatullah was the 11th Chief Justice of
India.

* He had also served as the Acting President of India
from 20 July 1969 to 24 August 1969 and from 6
October 1982 to 31 October 1982."
74,"The original plan in the draft Constitution
for having elected Governors was dropped
because-

1. It would have meant another election.

2. The election would have been fought on
major political issues.

3. The elected Governor might have
considered himself superior to the Chief
Minister.

4. The Governor had to function under the
Parliamentary System.

Select the correct answer from the code given

below:",land 2,2and 3,"1,3 and 4","2,3 and 4",U.P.U.D.A./L.D.A. (Pre),2002.0,c,"Exp) Option c is the correct answer.
The Draft Constitution provided for the direct election of
the governor on the basis of universal adult suffrage. But this
plan was dropped due to various reasons. Like, it would have
meant another election; the elected Governor might have
considered himself superior to the Chief Minister; and the
Governor had to function under the Parliamentary System.
However, ‘the election would have been fought on major
political issues’ is not the reason for it. Hence, option c is
correct answer.

Important Tips

The Constituent Assembly opted for the present system

of appointment of governor by the president because of

the following reasons:

+ The direct election of the governor is incompatible
with the parliamentary system established in the states.

«+ The mode of direct election is more likely to create
conflicts between the governor and the chief ministex.

« The governor being only a constitutional (nominal)
head, thereis no pointin making elaborate arrangements
for his election and spending huge amount of money.

- It is not in the national interest to involve a large
number of voters in such an election.

e Anelected governor would naturally belong to a party
and would not be a neutral person and an impartial
head.

¢ The election of governor would create separatist
tendencies and thus affect the political stability and
unity of the country.

¢ The system of presidential nomination enables the
Centre to maintain its control over the states.

e ‘The direct election of the governor creates a serious
problem of leadership at the time of a general election

| in the state.

| « The chief minister would like his nominee to contest

| for governorship. IIence, a second rate man of the
ruling party is elected as governor."
75,"Who of the following was elected President
of India unanimously?",S. Radhakrishnan,V. V. Giri,N. Sanjiva Reddy,Gyani Zail Singh,U.P.P.C.S. (Pre),1998.0,c,"Exp) Option ¢ is the correct answer

Neclam Sanjiva Reddy was one of the foremost political

leaders from Andhra Pradesh. He participated in various

freedom struggles against the British and was imprisoned

several times. He was elected unopposed, the only President

to be elected thus, afler being unanimously supported by all

political parties including the opposition Congress party.
Important Tips

e When the Andhra Province was separated from Madras
and T. Prakasam became the Chief Minister of Andhra,
Sanjeeva Reddy was appointed Deputy Chief Minister.

« When the new state of Andhra Pradesh was constituted
Sanjeeva Reddy became its first Chief Minister and
served in that capacity from 1956 to 1959.

« He again became the Chief Minister of Andhra Pradesh
in 1962 for one year"
76,"Consider the following statements in
relation to Governor of a State in India-

1. He must be a citizen of India by birth.

2. Must have completed the age of 35 years.

3. He must be eligible to be a member of the
Lok Sabha.
4. He may be appointed as Governor for two
or more states.
Which of these is/are correct?",l and 2 are correct,"1, 2 and 3 are correct
(c} 3 and 4 are correct",,2 and 4 are correct,U.P. Lower Sub. (Pre),1996.0,d,"Exp) Option d is the correct answer.
Statement 1 is incorrect: The Constitution lays down only
two qualifications for the appointment of a person as a
governor. One of them is: He should be a citizen of India.
But it is not specified that he must be citizen of India by
birth.
Statement 2 is correct: Second qualifications for the
appointment of a person as a governor is: He must have
completed the age of 35 years.
Statement 3 is incorrect: ‘He must be eligible to be
a member of the Lok Sabha is not mentioned in the
constitution. There is no such provision. However, this
statement stands true in case of President.
Statement 4 is correct: Usually, there is a governor for
each state, but the 7th Constitutional Amendment Act of
1956 facilitated the appoin.tment of the same person as a
governor for two or more states."
77,The Solicitor General of India is:,An Administrative Officer,"A Legal Adviser
(c} An adviser to Prime Minister",,"A law officer for giving advice to the
President of India",U.P.P.C.S. (Pre),1994.0,b,"Exp) Option b is the correct answer.
The Solicitor General of India is the second-highest law
officer of the country and assists the Attorney General of
India, the highest law officer and chief legal adviser to the
Government of India. The SGI advise the Government and
appear on behalf of the Union of India in terms of the Law
Officers (Conditions of Service) Rules, 1972.

Important Tips |

« The Appointments Committee of the Cabinet (ACC)
recommends the appointment and officially appoints
the Solicitor General. Article 76 does not mention the
solicitor general and additional solicitor general.

¢ The proposal for appointment is generally moved by
the Law Secretary in the Department of Legal Affairs
and approved by the Minister of Law & Justice.

e The Solicitor General is assisted by Additional Solicitors
General of India, who are also statutory posts.

e The first Solicitor General of India was C. K. Daphtary,
who was appointed on 28 January 1950. He later
became the Attorney General of India in 1963"
78,"Consider the following statements and
choose the correct answer from the code
given below:

Assertion(A): Ministers make policy and

civil servants adhere to that policy.

Reason(R): Parliamentary form of

government works on the principle of

“Cabinet Collective Responsibility.

Code:","Both (A) and (R) are true, and (A) is
correct explanation of (R).","Both (A) and (R) are true, and (A) is not
the correct explanation of (R).","(A) is true, (R) is false.","(A) is false, (R) is true.",U.P.P.C.S. (Pre),1993.0,b,"Exp) Option b is the correct answer

Assertion (A) is true: In a parliamentary form of
government, the ministers are responsible for formulating
and implementing government policies. The civil servants
are responsible for providing advice and assistance to the
ministers, but they do not have the authority to make policy
decisions.

Reason (R) is true: Cabinet collective responsibility,
also known as collective ministerial responsibility, is
a constitutional convention in parliamentary systems
that members of the cabinet must publicly support all
governmental decisions made in Cabinet, even if they do not
privately agree with them.

(A) is not the correct explanation of (R): The fact that
ministers make policy decisions and civil servants adhere to
those policies is a general characteristic of how governments
function, not necessarily specific to the principle of ‘Cabinet
Collective Responsibility’."
79,"To whom is the Governor of a State
responsible?",Prime Minister,President,Legislative Assembly,Chief Minister,U.P.P.C.S. (Pre),1992.0,b,"Exp) Option b is the correct answer.

The Governor of a state is responsible to the President of
India. Under article 153, there shall be a governor of each
state. President appoints Governor by warrant under his
hand or seal."
80,"The procedure of Impeachment of the
President of India is -

(R.A.S./R.T.S. (Pre) 2016]",Quasi-Judicial Procedure,Executive Procedure,Judicial Procedure,Legislative Procedure,,,a,"Exp) Option a is the correct answer.

The President can be removed from office by a process of
impeachment for ‘violation of the Constitution. However,
the Constitution does not define the meaning of the phrase
‘violation of the Constitution. The process of impeachment
is a quasi-judicial procedure of the Parliament."
81,"According tothe Constitution, which among
the following is literally not a ‘Power’ of the
President of India?",Promulgation of Ordinances,To consult the Supreme Court,To send messages to Houses of Parliament,To grant Pardon,R.A.S./R.T.S.(Pre),2013.0,c,"Exp) Option c is the correct answer

The powers of the Indian President can be broadly classified
under 8 headings.

¢ Legislative - Promulgation of Ordinances

e Executive or Appointment powers

e Judicial powers ~ To consult Supreme Court

¢ Financial power

« Diplomatic powers

« Military powers

« Pardoning Powers - To grant Pardon

* Emergency powers

Article 86 of the constitution states that the president can
send messages to the Houses of Parliament relating to bills

pending or otherwise. Thus it is literally not a power of

President."
82,"Consider the following and select the
correct answer by using the code given
below:

1. The Governor shall take oath or
affirmation before entering upon his
office.

2. The format of oath or affirmation is
given in the Vhird Schedule of Indian
Constitution.

3. The Governor shall make and subscribe
to the oath or affirmation in the presence
of Chief Justice of the High Court or in
his absence senior most Judge of that
Court.

4, The process of oath and affirmation
is given in Article 159 of Indian
Constitution.

Code:  2013]","(1), (2) and (3)","(1), (3) and (4)",(1) (2) and (4),"(1), (2), (3) and (4)",R.A.S./R.T.S.(Pre,,b,"Exp) Option b is the correct answer.
Statement 1, 3 and 4 are correct: Article 159 deals with
Oath or affirmation by Governor, Before entering upen his
office, the governor has to make and subscribe to an oath
or affirmation. The Governor shall make and subscribe
to the oath or affirmation in the presence of Chief Justice
of the High Court or in his absence senior most Judge of
that Court. In his oath, the governor swears: (a) to faithfully
execute the office; (b) to preserve, protect and defend the
Constitution and the law; and (c) to devote himself to the
service and well-being of the people of the state.
Statement 2 is incorrect: The format of oath or affirmation
is not given in the Third Schedule of Indian Constitution.
The third Schedule contains the “Forms of Oaths or
Affirmations” of various constitutional posts. However,
the oaths or Affirmations for the post of Governor or
President are not included in this schedule.
[ Important Tips |
| The third schedule of the Indian Constitution contains |
| the forms of oath and affirmation for: |
| « Union Ministers of India |
| ¢ The candidates for election to the Parliament
| « The Members of Parliament (MPs) |
| * The Judges of Supreme Court
¢ The Comptroller and Auditor General of India

e State Ministers

e ‘The candidates for election to the state legislature

+ The members of the state legislature |

¢ The judges of the High Courts |"
83,"Which Indian state had the first woman
Chief Minister?",U.P.,Bihar,Tamil Nadu,Delhi,R.A.S./R.T.S.(Pre),2003.0,a,"Exp) Option a is the correct answer.
The first woman Chief Minister of India was Sucheta
Kripalani. She was a freedom fighter and a politician who
served as the fourth Chief Minister of Uttar Pradesh from
1963 to 1967.

Important Tips

About Sucheta Kripalani:

¢ She was a member of the Constituent Assembly
that drafted the Indian Constitution and the founder
president of the All India Wonien Congress (AIWC),

e She was married to Acharya JB Kripalani, a former
Congress president and a Gandhian Icader.

e She became the first woman Chief Minister of India
on October 2, 1963, after Chandra Bhanu Gupta
resigned as the Chief Minister of Uttar Pradesh under

___K Kamaraj’s plan. J

» She led the Congress party to victory in the 1967 state |
elections, but resigned shortly after due to internal !
conflicts in the party"
84,"Inthe order of precedence ofthe government
of India which of the following come/comes
above the Chief Justice of India?",Attorney General of India,Former President,Chief of Staffs,Speaker of Lok Sabha,R.A.S./R.T.S.(Pre),1997.0,b,",
Exp) Option b is the correct answer
In the order of precedence of the government of India,
Former President’s comes above the Chief Justice of India.
The order of precedence of important functionaries is given
below.
1. President
2. Vice-President
3. Prime Minister
4, Governors of States within their respective States
« Former Presidents

« 5A. Deputy Prime Minister
e Chief Justice of India"
85,"The President holds office for a term of 5
years from date on -",Which he/she is elected,Which is decided by Parliament,"Which he enters upon his office/hold his
office",Which is decided by Election Commission,"R.A.S./R.T.S, (Pre)",1996.0,c,"Exp) Option c is the correct answer
The President holds office for a term of five years from
the date on which he enters upon his office. However, he
can resign from his office at any time by addressing the
resignation letter to the Vice President. Further, he can also
be removed from the office before completion of his term by
the process of impeachment."
86,"Which of the following is required under
Article 108 of the Constitution of India to
summon a joint sitting of the two houses of
Parliament?",Intention of the President,Satisfaction of the President,Instruction of the President,Consent of the President,M.P.P.C.S. (Pre),2021.0,a,"Exp) Option a is the correct answer
Article 108 of the Constitution empowers the President to
summon a joint session of both houses “for the purpose
of deliberating and voting on the Bill”. The President may,
unless the Bill has elapsed by reason of a dissolution of the
House of the People, notify the Houses by message if they
are sitting or by public notification if they are not sitting, his
intention to summon them to meet in a joint sitting for the
purpose of deliberating and voting on the Bill.

Important Tips

¢ Joint Sitting is presided over by the Speaker of the Lok
Sabha or in his absence by the Deputy Speaker of the
Lok Sabha or in his absence, the Deputy-Chairman of
the Rajya Sabha.

« In no case, the joint sitting is presided over by the
chairman of the Rajya Sabha,"
87,"Match the following States and their
respective Chief Ministers, who became
Prime Minister of India:
| A. P.V. Narasimha 1. Undivided Uttar
| Rao Pradesh
B. Morarji Desai 2. Undivided

Andhra Pradesh
|C. H.D. Devegowda |3. Gujarat
| D. Charan Singh 4. Karnataka
Code: 

A BCODeE",4 5 2 1 3,4 2 5 1 3,2 1 4 5 3,2 5 4 1 3,M.P.P.C.S. (Pre),2020.0,d,"Exp) Option d is the correct answer

+ Charan Singh was the Chief Minister of Undivided Uttar
Pradesh from 1967 to 1968, and again in 1970. He was the
Prime Minister of India for a brief period in 1979-1980.

e PV. Narasimha Rao was the Chief Minister of Undivided
Andhra Pradesh from 1971 to 1973, He was the Prime
Minister of India from 1991 to 1996.

¢ HD. Devegowda was the Chicf Minister of Karnataka
from 1994 to 1996. He was the Prime Minister of India
for a brief period in 1996-1997,

« Narendra Modi was the Chief Minister of Gujarat from
2001 to 2014. He is the Prime Minister of India since
2014.

* Morarji Desai was the Chief Minister of Bombay (now
Mumbai) from 1952 to 1956. He was the Prime Minister
of India from 1977 to 1979,"
88,The President can dissolve Lok Sabha on-,Recommendation of Chief Justice of India,Lok Sabha’s recommendation,Recommendation of the Union Cabinet,Rajya Sabha’s recommendation,M.P.P.C.S. (Pre),1999.0,c,"Exp) Option c is the correct answer

The president of India is not directly elected by the people of

India but is rather elected indirectly by the cabinet members.

Hence, the president does not exercise direct powers but has

subordinate powers. This means that the president needs the

approval of the Prime Minister and the cabinet members,
except in very rare cases. As the Lok Sabha is run by the

Cabinet members and the Prime Minister, the president can

dissolve the Lok Sabha on the recommendation of the Prime

Minister or the Union Cabinet."
89,"Who prepares the President’s address to
Parliament?",President himself,Speaker of Lok Sabha,Chairman of Rajya Sabha,Central Cabinet,M.P.P.C.S. (Pre),1998.0,d,"Exp) Option d is the correct answer

The President’s Address to the Parliament is prepared

by the Union Cabinet because the real executive power is

vested in the Union Cabinet. All executive power is vested
in the President of India. The council of minister headed by

Prime Minister aids and advises the President who exercises

his powers in accordance with the advice."
90,"Who is the topmost civilian officer in
Government of India?",Home Secretary,Defence Secretary,Cabinet Secretary,Lt. Governor of Delhi,M.P.P.C.S. (Pre),1998.0,c,"Exp) Option c is the correct answer

The Cabinet Secretary is the top-most executive official and

senior-most civil servant of the Government of India. All

other functionaries like Defence Secretary, Home Secretary
and Lt. Governor comes below the Cabinet Secretary in the
order of preference.
Important Tips
| « The Cabinet secretary is the head of all civil services in
India and is the senior-most IAS officer of the country.

» A cabinet secretary has many responsibilities, and the
person holding the position is also the ex-officio head
of the civil services.

* He is directly accountable to the prime ministers and
heads various country authorities.

« ‘The Cabinet secretary is answerable to the prime
minister and the president and vice-president of
the country where he should pass on all the major
information of the decisions made by the cabinet and
its activities to the head of the country."
91,"For how long can the Vice-President act
as President when the President cannot
perform his duties for reasons of death
resignation, removal or otherwise?",5 years,1% years,1 year,6 months,Jharkhand P.C.S. (Pre),2013.0,d,"Exp) Option d is the correct answer

If the office of President falls vacant by resignation, removal,

death or otherwise, then clection to fill the vacancy should

be held within six months from the date of the occurrence of
such a vacancy. So the Vice President can hold the office of
President for not more than six months."
92,"Governor’s salary and allowances are given
by-",and,,Contingency Fund of the State,Both,Jharkhand P.C.S. (Pre),2003.0,a,"Exp) Option a is the correct answer.
Governor’s salary and allowances are given by Consolidated
Fund of the State. When he is appointed as the Governor of
two or more state, then burden of salary is charged on the
Consolidated Fund of all such states."
93,"If Vice-President of India has to discharge
the duties of President of India is his
absence due to some reasons, then what is/
are true for such duration?

1. In this duration, Vice-President holds the
post of Chairman of Council of States

2. In this duration, Vice-President will get
the emolument of President

3. Ifin this duration, Vice-President resigns,
then Chief Justice of India will perform
the duties of President of India.

Code:","1,2 and3",1 and 2 only,2 and 3 only,1 only,Chhattisgarh PCS (Pre),2021.0,c,"Exp) Option c is the correct answer.
Statement 1 is incorrect: While acting as President or
discharging the functions of President, the Vice-President
does not perform the duties of the office of the chairman of
Rajya Sabha. During this period, those duties are performed
by the Deputy Chairman of Rajya Sabha.
Statement 2 is correct: During any period when the Vice-
President acts as President or discharges the functions of
the President, he is not entitled to the salary or allowance
payable to the Chairman of Rajya Sabha, but the salary and
allowance of the President.
Statement 3 is correct: When a vacancy occurs in the office
of the President due to his resignation, removal, death or
otherwise, the Vice-President acts as the President until a
new President is elected. In case the office of Vice-President
is vacant, the Chief Justice of India acts as the President or
discharges the functions of the President,"
94,"Read the following statements related to
Cabinet Committees and choose the correct
option:

Statement I: Cabinet Committees are not

mentioned in the constitution.

Statement II: Cabinet Committees are set

up by the Prime Minister according to the

exigencies of the time and requirements of

the situation.

Statement III: If Prime Minister is the

member of Committee, he may not necessarily

be the Chairman of Committee.

Statement IV: Parliamentary Affairs

Committee is chaired by the Prime Minister.

Code:",All statements are true,"Statements I, IJ and III are true, but
Statement IV is false","Statements II, IJI and IV are true but
Statement I is false","Statements] and II] are true, but Statement
III and IV are false",Chhattisgarh P.C.S. (Pre),2020.0,d,"Exp) Option d is the correct answer
Statement I is true: The Constitution of India does not
mention Cabinet Committees. The Rules of Business provide
for the formation of Cabinet Committees.
Statement II is true: The Prime Minister has the discretion
to set up Cabinet Commnittees as and when he or she deems
necessary.
Statement III is false: If Prime Minister is the member of a
Committee, he invariably presides over it.
Statement IV is false: Parliamentary Affairs Committee is
not chaired by PM but by Defence Minister.
Important Tips
| « Fight Cabinet Committees:
| e Appointments Committee of the Cabinet.
| « Cabinet Committee on Accommodation.
| e Cabinct Committee on Economic Affairs. |
| e Cabinet Committce on Parliamentary Affairs. |
| e« Cabinet Committee on Political Affairs. |
e« Cabinet Committee on Security. |
¢ Cabinet Committee on Investment and Growth. |
e Cabinet Committee on Employment & Skill}
Development.

« All committees except Cabinet Committee on
Accommodation and Cabinet Committce on
Parliamentary Affairs are headed by the Prime
Minister.

e Cabinet Committe on Accomodation is chaired by
the Home Minister of India and Parliamentary Affairs
Committee is headed by Defence Minister."
95,"Which of the following doesn’t consists in
the power ‘To Pardon’ of President?
i. Pardon
ii, Commutation
ili. Remission
iv. Respite
v. Reprieve
vi. Detention
vii. Continuation
Code:",i,"ii, itt","iv, v","i, ii, iii, iv, v
(e) vi, vii",Chhattisgarh P.C.S. (Pre),2016.0,e,"Exp) Option e is the correct answer

The pardoning power of the President includes the following:

Pardon: Jt removes both the sentence and the conviction

and completely absolves the convict from all the sentences,

punishments, and disqualifications.

Commutation; Denotes the substitution of one form of

punishment for a lighter form.

Remission: Reducing the period of a sentence without

changing its character.

Respite: Delays in the imposition of a sentence but in no way

modify a sentence or address questions of due process, guilt,

or innocence, due to some special fact, such as the physical

disability of a convict or the pregnancy of a woman offender.

Reprieve: It implies a stay of the execution of a sentence

(especially that of death) for a temporary period.
Important Tips

« Article 72 of the Constitution empowers the President
to grant pardons to persons who have been tried and
convicted of any offense

+ He can grant pardon, reprieve, respite and remission
of punishment, or suspend, remit or commute the
sentence of any person convicted of any offence:
¢ In all cases where the punishment or sentence is by

ac martial;

« Inall cases where the punishment or sentence is for
an offer against a Union law; and

e JInall cases where the sentence is a sentence of death"
96,"On which matter, it is not essential for the
President to take advice from the Council
of Ministers?

(Chhattisgarh P.C.S. (Pre) 2015]",Appointment of Ambassadors,To assent to Bills,To assent to Bills referred by Governors,"To dissolve Lok Sabha
{e) To assent on constitutional amendment
bill",,,b,"Exp) Option b is the correct answer

It is not essential for the President to take advice from the
Council of Minister while giving assent to bills. On other
matters like appointment of Ambassadors, to dissolve Lok
Sabha, to give assent on Constitutional Amendment bill and
to give assent to bills referred by governors, it is essential for
the President to take advice from Council of Minister."
97,"Who advises the Government of India on
legal matters? (49th B.P.S.C, (Pre) 2000]",Attorney General,Chief Justice of the Supreme Court,"Chairman, Law Commission",None of them,,,a,"Exp) Option a is the correct answer.

The Attorney General of India is the highest law officer
of the country and he/she is the chief legal advisor to the
Government of India, He/she is appointed by the President
of India under Article 76 of the Constitution and holds office
during the pleasure of the President. He/she gives advice to
the Government of India upon such legal matters, which
are referred or assigned to him/her by the President. He/she
also performs other duties of a legal character assigned to

him/her by the President or conferred upon him/her by the
Constitution or any other law."
98,"After resigning, whose permission does a
minister require to give a statement in Lok
Sabha?",Prime Minister,Speaker,President,"Supreme Court
(e} None of the above",Chhattisgarh P.C.S. (Pre),2015.0,b,"Exp) Option b is the correct answer
A minister who has resigned from the government does not
lose his or her membership of the Lok Sabha. Therefore, he
or she can still participate in the debates and discussions in
the Lok Sabha, However, he or she cannot make a statement
in the Lok Sabha without the permission of the Speaker, just
like any other member."
99,"Which of the following are the discretionary
powers of the President?

(i) Appointment of Council of Ministers
(ii) To return a Bill with objections

(iii) To withhold a Bill

(iv) To pardon

(v) To surimon juint sessions

(vi) To send message to Parliament

(vii) Appointment of Judges

Code:","(i), (iii), (iv)","(ii), (v), (vii)","(iii), (vi), (vii)","(ii), Civ), (vi)

(e) (ii), (iii), (vi)",Chhattisgarh P.C.S. (Pre),2014.0,e,"Exp) Option e is the correct answer
Though there is nothing called discretionary powers of the
president in the constitution, the president enjoys certain
circumstantial powers and the president can exercise these
powers without the aid and advice of the council of ministers.
There are certain Discretionary power with President like:
« To return a Bill with objections
* To withhold a Bill
« Tosend message to Parliament"
100,"Which of the following is/are the function/
functions of the Cabinet Secretariat?

1. Preparation of agenda for Cabinet
Meetings

2. Secretariat assistance to Cabinet
Committees

3. Allocation of financial resources to the
Ministries

Select the correct answer using the code given

below.",1 only,2 and 3 only,1 and 2 only,"1,2 and 3",Chhattisgarh P.C.S. (Pre),2013.0,c,"Exp) Option c is the correct answer
Statement 1 is correct: The Cabinet Secretariat is responsible
for preparing the agenda for Cabinet Meetings. The agenda
includes various issues and policy matters that need to be
discussed and decided upon by the Cabinet.
Statement 2 is correct: The Cabinet Secretariat provides
administrative and secretarial assistance to various Cabinet
Committees. Cabinet Committees are smaller groups of
Cabinet Ministers formed to handle specific matters and
make recommendations to the Cabinet.
Statement 3 is incorrect: The allocation of financial
resources to the Ministries is not a function of the Cabinet
Secretariat. This task is typically carried out by the
Ministry of Finance and is based on the government's
budgetary process and priorities."
101,"Which article of the Indian Constitution
prescribes eligibility conditions for re-
election to the post of the President of
India?",Article 52,Article 54,Article 55,Article 57,Chhattisgarh P.C.S. (Pre),2011.0,d,"Exp) Option d is the correct answer
Article 57 describes the eligibility for re-election to the post
of the President of India. It provides ‘A person who holds, or
who has held the office of President, shall subject to the other
provisions of this Constitution, be cligible for reelection to
that office’

Important Tips

¢ According to Article 52 of Constitution of India, the
President is the head of state of the Republic of India.

- According to Article 54 of the Constitution, the
President of India is elected by an Electoral College
comprised of elected members of both houses of
Parliament and Legislative Assemblies of all States,
the Union Territory of Puducherry, and the National
Capital of Delhi.

e Article 55 deals with the manner of election of President"
102,"Which of the following Constitutional
Amendment Acts restricted the size of the
Council of Ministers to 15 percent of the
total members of the Lok Sabha?
(66th B.P.S.C. (Pre) (Re-Exam), 2020]","95th Constitutional Amendment Act, 2009","93rd Constitutional Amendment Act, 2005","91st Constitutional Amendment Act, 2003","90th Constitutional Amendment Act, 2003. 
(e) None of the above / More than one of the above",,,c,"Exp) Option c is the correct answer

The Constitution (91st Amendment) Act, 2003 inserted

clause 1A in Article 75, which says “The total number of

Ministers, including the Prime Minister, in the Council

of Ministers shall not exceed fifteen per cent of the total

number of members of the House of the People”
Important Tips

« The Constitution (91st Amendment) Act, 2003
inserted clause LA in Article 164, which says “the total
number of Ministers, including the Chief Minister, in
the Council of Ministers in a State shall not exceed
15% of the total number of members of the Legislative
Assembly of that State.

¢ Italso provided that the number of Ministers, including
the Chief Minister in a State shall not be less than
twelve.

« It also provided that if the existing number exceeds
the limit, it must be reduced within six months of the
President’s notification."
103,"In the Indian Order of Precedence, who
amongst the following comes first?
(65th B.P.S.C. (Pre) 2019]","The Chairman of UPSC
{b) The Chief Election Commissioner",,The Comptroller and Auditor General,"The Chief Justice of High Court
{e) None of the above/More than one of the
above",,,e,"Exp) Option e is the correct answer

The Chairman of UPSC, the Chief Election Commissioner,
and the Comptroller and Auditor General are at same order
of Precedence i.e 9A, and the Chief Justice of High Court is
rank at number 14 in number of precedence."
104,"The Prime Minister of India is responsible
to whom? (63rd B.P.S.C., (Pre) 2017]",The Cabinet,} The President,The Lok Sabha,"The Rajya Sabha
(e) More than one of the above",,,c,"Exp) Option c is the correct answer.

The Prime Minister and their cabinet are at all times
responsible to the Lok Sabha. The Prime Minister is
appointed by the President of India; however the Prime
Minister has to enjoy the confidence of the majority of Lok
Sabha members, who are directly elected every five years,
lest the prime minister shall resign."
105,"Who is the highest Civil Services Officers of
the Central Government?",The Attorney Gencral of India,The Cabinet Secretary,The Home Secretary,"The Finance Secretary
(e) None of the above / more than one of the
above",63rd B.P.S.C. (Pre),2017.0,b,"Exp) Option b is the correct answer

The Cabinet Secretary is the highest-ranking civil servant
in the Government of India. He or she is the head of the
Civil Services Board and the Cabinet Secretariat. The
Cabinet Secretary is responsible for providing secretarial
and administrative support to the Union Cabinet and the
Prime Minister."
106,President of India exercises his powers,"either directly or through officer’s
subordinate to him",through Ministers,through Prime Minister,"through Cabinet
(e) None of the above/More than one of the
above",60th to 62nd B.P.S.C. (Pre),2016.0,a,"Exp) Option a is the correct answer

The executive power of the Union is vested in President and
it is to be exercised by him either directly or through officers
subordinate to him in accordance with this Constitution
(Article 53).

| Important Tips
\° The Constitution of India has provided for a
| parliamentary form of government. Consequently, the

President has been made only a nominal executive; the

| real executive being the council of ministers headed by

| the prime minister.

[+ Thecouncil of ministers shall be collectively responsible
to the Lok Sabha (Article 75). This provision is the
foundation of the parliamentary system of government."
107,"The President of India does not have the
right to -",Give pardon,Remove a judge of Supreme Court,Declare emergency,Pass ordinances,41st B.B.S.C. (Pre),1996.0,b,"Exp) Option b is the correct answer

The President of India can remove a judge but only after

the procedure for removal of Judge is followed. It is not his

right to remove a judge of Supreme Court. The President
has power to Pardon, he can declare emergency, and pass
ordinarices,

Important Tips

« A Judge of the Supreme Court cannot be removed from
office except by an order of the President passed after
an address in each House of Parliament supported by
a majority of the total membership of that House and
by a majority of not less than two-thirds of members
present and voting, and presented to the President in
the same Session for such removal on the ground of
proved misbehavior or incapacity."
108,"The word ‘mantrimandal (cabinet) is
mentioned only once in Constitution, and
that is in-",Article 352,Article 74,Article 356,Article 76,41st B.P.S.C. (Pre),1996.0,a,"Exp) Option a is the correct answer.

The word ‘mantrimandal’ (cabinet) is mentioned only once

in the Indian Constitution, and that is in Article 352(3).

This article deals with the proclamation of emergency. It

states that the President shall not issue a proclamation of

emergency unless the Union Cabinet communicates to him
in writing that such a proclamation may be issued. Union

Cabinet is defined as the Council consisting of the Prime

Minister and other Ministers of Cabinet rank under Article

75.

Imporiant Tips “|

* The impeachment charges should be signed by one-
fourth members of the House (that framed the charges),
and a 14 days’ notice should be given to the President.

e After the impeachment resolution is passed by a
majority of two-thirds of the total membership of that
House, it is sent to the other House, which should
investigate the charges.

e The President has the right to appear and to be
represented at such investigation.

« Ifthe other House also sustains the charges and passes the
impeachment resolution by a majority of two-thirds of
the total membership, then the President stands removed
from his office from the date on which the resolution is so
passed."
109,"The President of India can be removed from
his post by - (39% B.B.S.C. (Pre) 1994]",The Prime Minister of India,Lok Sabha,Chief Justice of India,Parliament,,,d,"Exp) Option d is the correct answer

The President can be removed from office by a process
of impeachment for ‘violation of the Constitution. The
impeachment charges can be initiated by either House of
Parliament."
110,"If there is any dispute regarding the
Presidential election, it can be referred to -
(38th B.P.S.C. (Pre) 1992]",Attorney General of India,Parliament,Supreme Court of India,None of these,,,c,"Exp) Option c is the correct answer

According to Article 71 of the Indian Constitution, al] doubts
and disputes arising out of or in connection with the election
of a President or Vice-President shall be inquired into and
decided by the Supreme Court. The Presidential and Vice-
Presidential Elections Act, 1952, an election petition can be
filed before the Supreme Court"
